Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	
15000	27.685548	1	0.153335	0.248046	0.037370	0.183230	0.250915	0.127105	0.153335	0.248046	0.037370	0.183230	0.250915	0.127105	0.153335	0.248046	0.037370	0.183230	0.250915	0.127105	0.153335	0.248046	0.037370	0.183230	0.250915	0.127105	
16000	27.685548	2	0.124926	0.229597	0.036594	0.171775	0.278457	0.158651	0.250256	0.116560	0.092852	0.090730	0.324340	0.125262	0.124926	0.229597	0.036594	0.171775	0.278457	0.158651	0.124926	0.229597	0.036594	0.171775	0.278457	0.158651	
17000	27.685548	1	0.135879	0.229160	0.035527	0.164600	0.284529	0.150304	0.135879	0.229160	0.035527	0.164600	0.284529	0.150304	0.135879	0.229160	0.035527	0.164600	0.284529	0.150304	0.135879	0.229160	0.035527	0.164600	0.284529	0.150304	
18000	27.685548	1	0.130750	0.246567	0.038091	0.180815	0.244780	0.158997	0.130750	0.246567	0.038091	0.180815	0.244780	0.158997	0.130750	0.246567	0.038091	0.180815	0.244780	0.158997	0.130750	0.246567	0.038091	0.180815	0.244780	0.158997	
19000	27.685548	1	0.120769	0.218263	0.029886	0.163342	0.283988	0.183752	0.120769	0.218263	0.029886	0.163342	0.283988	0.183752	0.120769	0.218263	0.029886	0.163342	0.283988	0.183752	0.120769	0.218263	0.029886	0.163342	0.283988	0.183752	
20000	27.685548	1	0.117927	0.272969	0.025324	0.176133	0.258407	0.149240	0.117927	0.272969	0.025324	0.176133	0.258407	0.149240	0.117927	0.272969	0.025324	0.176133	0.258407	0.149240	0.117927	0.272969	0.025324	0.176133	0.258407	0.149240	
21000	27.685548	2	0.121916	0.265978	0.023749	0.162535	0.274932	0.150890	0.167036	0.175425	0.025950	0.137262	0.295841	0.198486	0.121916	0.265978	0.023749	0.162535	0.274932	0.150890	0.121916	0.265978	0.023749	0.162535	0.274932	0.150890	
22000	27.685548	1	0.120082	0.295443	0.027354	0.177584	0.250263	0.129273	0.120082	0.295443	0.027354	0.177584	0.250263	0.129273	0.120082	0.295443	0.027354	0.177584	0.250263	0.129273	0.120082	0.295443	0.027354	0.177584	0.250263	0.129273	
23000	27.685548	2	0.129793	0.221369	0.031277	0.206038	0.270713	0.140810	0.129793	0.221369	0.031277	0.206038	0.270713	0.140810	0.129793	0.221369	0.031277	0.206038	0.270713	0.140810	0.204819	0.189427	0.037728	0.122400	0.324687	0.120939	
24000	27.685548	1	0.123522	0.235621	0.032604	0.175970	0.277457	0.154826	0.123522	0.235621	0.032604	0.175970	0.277457	0.154826	0.123522	0.235621	0.032604	0.175970	0.277457	0.154826	0.123522	0.235621	0.032604	0.175970	0.277457	0.154826	
25000	27.685548	1	0.101026	0.255779	0.025133	0.215051	0.232167	0.170844	0.101026	0.255779	0.025133	0.215051	0.232167	0.170844	0.101026	0.255779	0.025133	0.215051	0.232167	0.170844	0.101026	0.255779	0.025133	0.215051	0.232167	0.170844	
26000	27.685548	1	0.153881	0.238302	0.028091	0.155329	0.279091	0.145306	0.153881	0.238302	0.028091	0.155329	0.279091	0.145306	0.153881	0.238302	0.028091	0.155329	0.279091	0.145306	0.153881	0.238302	0.028091	0.155329	0.279091	0.145306	
27000	27.685548	1	0.140143	0.224934	0.033052	0.190384	0.268616	0.142872	0.140143	0.224934	0.033052	0.190384	0.268616	0.142872	0.140143	0.224934	0.033052	0.190384	0.268616	0.142872	0.140143	0.224934	0.033052	0.190384	0.268616	0.142872	
28000	27.685548	1	0.119313	0.236996	0.030973	0.225529	0.232769	0.154420	0.119313	0.236996	0.030973	0.225529	0.232769	0.154420	0.119313	0.236996	0.030973	0.225529	0.232769	0.154420	0.119313	0.236996	0.030973	0.225529	0.232769	0.154420	
29000	27.685548	1	0.126204	0.208304	0.030097	0.208701	0.270214	0.156480	0.126204	0.208304	0.030097	0.208701	0.270214	0.156480	0.126204	0.208304	0.030097	0.208701	0.270214	0.156480	0.126204	0.208304	0.030097	0.208701	0.270214	0.156480	
30000	27.685548	1	0.128370	0.249308	0.037735	0.157805	0.281077	0.145706	0.128370	0.249308	0.037735	0.157805	0.281077	0.145706	0.128370	0.249308	0.037735	0.157805	0.281077	0.145706	0.128370	0.249308	0.037735	0.157805	0.281077	0.145706	
31000	27.685548	1	0.140124	0.251210	0.038068	0.164395	0.263622	0.142581	0.140124	0.251210	0.038068	0.164395	0.263622	0.142581	0.140124	0.251210	0.038068	0.164395	0.263622	0.142581	0.140124	0.251210	0.038068	0.164395	0.263622	0.142581	
32000	27.685548	1	0.115285	0.270675	0.041019	0.151997	0.249838	0.171186	0.115285	0.270675	0.041019	0.151997	0.249838	0.171186	0.115285	0.270675	0.041019	0.151997	0.249838	0.171186	0.115285	0.270675	0.041019	0.151997	0.249838	0.171186	
33000	27.685548	1	0.120176	0.235518	0.038393	0.155797	0.290650	0.159466	0.120176	0.235518	0.038393	0.155797	0.290650	0.159466	0.120176	0.235518	0.038393	0.155797	0.290650	0.159466	0.120176	0.235518	0.038393	0.155797	0.290650	0.159466	
34000	27.685548	1	0.120922	0.232073	0.023683	0.204825	0.280919	0.137578	0.120922	0.232073	0.023683	0.204825	0.280919	0.137578	0.120922	0.232073	0.023683	0.204825	0.280919	0.137578	0.120922	0.232073	0.023683	0.204825	0.280919	0.137578	
35000	27.685548	1	0.125953	0.273455	0.029539	0.199437	0.246877	0.124739	0.125953	0.273455	0.029539	0.199437	0.246877	0.124739	0.125953	0.273455	0.029539	0.199437	0.246877	0.124739	0.125953	0.273455	0.029539	0.199437	0.246877	0.124739	
36000	27.685548	1	0.134724	0.268440	0.021695	0.178901	0.253975	0.142264	0.134724	0.268440	0.021695	0.178901	0.253975	0.142264	0.134724	0.268440	0.021695	0.178901	0.253975	0.142264	0.134724	0.268440	0.021695	0.178901	0.253975	0.142264	
37000	27.685548	1	0.172491	0.287747	0.034114	0.152529	0.231016	0.122103	0.172491	0.287747	0.034114	0.152529	0.231016	0.122103	0.172491	0.287747	0.034114	0.152529	0.231016	0.122103	0.172491	0.287747	0.034114	0.152529	0.231016	0.122103	
38000	27.685548	1	0.112275	0.286857	0.038994	0.152413	0.254475	0.154985	0.112275	0.286857	0.038994	0.152413	0.254475	0.154985	0.112275	0.286857	0.038994	0.152413	0.254475	0.154985	0.112275	0.286857	0.038994	0.152413	0.254475	0.154985	
39000	27.685548	1	0.104919	0.224826	0.027553	0.194403	0.281011	0.167287	0.104919	0.224826	0.027553	0.194403	0.281011	0.167287	0.104919	0.224826	0.027553	0.194403	0.281011	0.167287	0.104919	0.224826	0.027553	0.194403	0.281011	0.167287	
40000	27.685548	2	0.111905	0.225209	0.038317	0.197849	0.264385	0.162335	0.111905	0.225209	0.038317	0.197849	0.264385	0.162335	0.187670	0.229063	0.011450	0.194540	0.256950	0.120327	0.187670	0.229063	0.011450	0.194540	0.256950	0.120327	
41000	27.685548	1	0.116536	0.241945	0.044757	0.190476	0.277252	0.129034	0.116536	0.241945	0.044757	0.190476	0.277252	0.129034	0.116536	0.241945	0.044757	0.190476	0.277252	0.129034	0.116536	0.241945	0.044757	0.190476	0.277252	0.129034	
42000	27.685548	1	0.122129	0.229637	0.042686	0.171097	0.279303	0.155148	0.122129	0.229637	0.042686	0.171097	0.279303	0.155148	0.122129	0.229637	0.042686	0.171097	0.279303	0.155148	0.122129	0.229637	0.042686	0.171097	0.279303	0.155148	
43000	27.685548	1	0.100862	0.243004	0.026584	0.185556	0.264367	0.179626	0.100862	0.243004	0.026584	0.185556	0.264367	0.179626	0.100862	0.243004	0.026584	0.185556	0.264367	0.179626	0.100862	0.243004	0.026584	0.185556	0.264367	0.179626	
44000	27.685548	1	0.120812	0.236102	0.037519	0.198955	0.258915	0.147697	0.120812	0.236102	0.037519	0.198955	0.258915	0.147697	0.120812	0.236102	0.037519	0.198955	0.258915	0.147697	0.120812	0.236102	0.037519	0.198955	0.258915	0.147697	
45000	27.685548	1	0.135283	0.247697	0.024964	0.175391	0.266153	0.150512	0.135283	0.247697	0.024964	0.175391	0.266153	0.150512	0.135283	0.247697	0.024964	0.175391	0.266153	0.150512	0.135283	0.247697	0.024964	0.175391	0.266153	0.150512	
46000	27.685548	1	0.093109	0.254397	0.048744	0.205544	0.242825	0.155381	0.093109	0.254397	0.048744	0.205544	0.242825	0.155381	0.093109	0.254397	0.048744	0.205544	0.242825	0.155381	0.093109	0.254397	0.048744	0.205544	0.242825	0.155381	
47000	27.685548	1	0.131082	0.263769	0.032088	0.159591	0.276728	0.136742	0.131082	0.263769	0.032088	0.159591	0.276728	0.136742	0.131082	0.263769	0.032088	0.159591	0.276728	0.136742	0.131082	0.263769	0.032088	0.159591	0.276728	0.136742	
48000	27.685548	1	0.106443	0.241890	0.034040	0.204533	0.275163	0.137931	0.106443	0.241890	0.034040	0.204533	0.275163	0.137931	0.106443	0.241890	0.034040	0.204533	0.275163	0.137931	0.106443	0.241890	0.034040	0.204533	0.275163	0.137931	
49000	27.685548	1	0.198359	0.259440	0.034351	0.120996	0.268946	0.117908	0.198359	0.259440	0.034351	0.120996	0.268946	0.117908	0.198359	0.259440	0.034351	0.120996	0.268946	0.117908	0.198359	0.259440	0.034351	0.120996	0.268946	0.117908	
50000	27.685548	1	0.106895	0.252743	0.038640	0.215231	0.213778	0.172712	0.106895	0.252743	0.038640	0.215231	0.213778	0.172712	0.106895	0.252743	0.038640	0.215231	0.213778	0.172712	0.106895	0.252743	0.038640	0.215231	0.213778	0.172712	
51000	27.685548	1	0.102475	0.239833	0.035222	0.197649	0.274995	0.149826	0.102475	0.239833	0.035222	0.197649	0.274995	0.149826	0.102475	0.239833	0.035222	0.197649	0.274995	0.149826	0.102475	0.239833	0.035222	0.197649	0.274995	0.149826	
52000	27.685548	1	0.127467	0.246467	0.028756	0.193973	0.253265	0.150072	0.127467	0.246467	0.028756	0.193973	0.253265	0.150072	0.127467	0.246467	0.028756	0.193973	0.253265	0.150072	0.127467	0.246467	0.028756	0.193973	0.253265	0.150072	
53000	27.685548	1	0.117137	0.225595	0.029206	0.177896	0.291872	0.158293	0.117137	0.225595	0.029206	0.177896	0.291872	0.158293	0.117137	0.225595	0.029206	0.177896	0.291872	0.158293	0.117137	0.225595	0.029206	0.177896	0.291872	0.158293	
54000	27.685548	1	0.129666	0.214125	0.027371	0.196462	0.280762	0.151615	0.129666	0.214125	0.027371	0.196462	0.280762	0.151615	0.129666	0.214125	0.027371	0.196462	0.280762	0.151615	0.129666	0.214125	0.027371	0.196462	0.280762	0.151615	
55000	27.685548	1	0.132442	0.249935	0.034058	0.194744	0.231509	0.157312	0.132442	0.249935	0.034058	0.194744	0.231509	0.157312	0.132442	0.249935	0.034058	0.194744	0.231509	0.157312	0.132442	0.249935	0.034058	0.194744	0.231509	0.157312	
56000	27.685548	1	0.118138	0.268769	0.034040	0.177625	0.253425	0.148003	0.118138	0.268769	0.034040	0.177625	0.253425	0.148003	0.118138	0.268769	0.034040	0.177625	0.253425	0.148003	0.118138	0.268769	0.034040	0.177625	0.253425	0.148003	
57000	27.685548	1	0.129367	0.256516	0.034238	0.204648	0.244263	0.130967	0.129367	0.256516	0.034238	0.204648	0.244263	0.130967	0.129367	0.256516	0.034238	0.204648	0.244263	0.130967	0.129367	0.256516	0.034238	0.204648	0.244263	0.130967	
58000	27.685548	1	0.105964	0.255715	0.035654	0.207383	0.266797	0.128487	0.105964	0.255715	0.035654	0.207383	0.266797	0.128487	0.105964	0.255715	0.035654	0.207383	0.266797	0.128487	0.105964	0.255715	0.035654	0.207383	0.266797	0.128487	
59000	27.685548	1	0.178256	0.230896	0.027301	0.170640	0.260097	0.132809	0.178256	0.230896	0.027301	0.170640	0.260097	0.132809	0.178256	0.230896	0.027301	0.170640	0.260097	0.132809	0.178256	0.230896	0.027301	0.170640	0.260097	0.132809	
60000	27.685548	1	0.136092	0.223584	0.036078	0.196995	0.275437	0.131814	0.136092	0.223584	0.036078	0.196995	0.275437	0.131814	0.136092	0.223584	0.036078	0.196995	0.275437	0.131814	0.136092	0.223584	0.036078	0.196995	0.275437	0.131814	
61000	27.685548	1	0.124137	0.256960	0.028903	0.143907	0.286413	0.159681	0.124137	0.256960	0.028903	0.143907	0.286413	0.159681	0.124137	0.256960	0.028903	0.143907	0.286413	0.159681	0.124137	0.256960	0.028903	0.143907	0.286413	0.159681	
62000	27.685548	1	0.126534	0.255080	0.035087	0.169373	0.268508	0.145419	0.126534	0.255080	0.035087	0.169373	0.268508	0.145419	0.126534	0.255080	0.035087	0.169373	0.268508	0.145419	0.126534	0.255080	0.035087	0.169373	0.268508	0.145419	
63000	27.685548	1	0.138365	0.254009	0.030010	0.179271	0.254682	0.143663	0.138365	0.254009	0.030010	0.179271	0.254682	0.143663	0.138365	0.254009	0.030010	0.179271	0.254682	0.143663	0.138365	0.254009	0.030010	0.179271	0.254682	0.143663	
64000	27.685548	1	0.108968	0.254967	0.039685	0.177456	0.282569	0.136355	0.108968	0.254967	0.039685	0.177456	0.282569	0.136355	0.108968	0.254967	0.039685	0.177456	0.282569	0.136355	0.108968	0.254967	0.039685	0.177456	0.282569	0.136355	
65000	27.685548	2	0.127239	0.202098	0.033753	0.204120	0.298681	0.134109	0.205764	0.159042	0.073210	0.211377	0.251524	0.099083	0.127239	0.202098	0.033753	0.204120	0.298681	0.134109	0.127239	0.202098	0.033753	0.204120	0.298681	0.134109	
66000	27.685548	1	0.121750	0.250349	0.033166	0.169117	0.263257	0.162361	0.121750	0.250349	0.033166	0.169117	0.263257	0.162361	0.121750	0.250349	0.033166	0.169117	0.263257	0.162361	0.121750	0.250349	0.033166	0.169117	0.263257	0.162361	
67000	27.685548	1	0.111613	0.257064	0.033586	0.186594	0.266161	0.144981	0.111613	0.257064	0.033586	0.186594	0.266161	0.144981	0.111613	0.257064	0.033586	0.186594	0.266161	0.144981	0.111613	0.257064	0.033586	0.186594	0.266161	0.144981	
68000	27.685548	1	0.109750	0.259603	0.030919	0.209225	0.233810	0.156693	0.109750	0.259603	0.030919	0.209225	0.233810	0.156693	0.109750	0.259603	0.030919	0.209225	0.233810	0.156693	0.109750	0.259603	0.030919	0.209225	0.233810	0.156693	
69000	27.685548	2	0.109774	0.240724	0.028404	0.210552	0.260086	0.150460	0.282368	0.085330	0.034136	0.062418	0.443487	0.092261	0.109774	0.240724	0.028404	0.210552	0.260086	0.150460	0.109774	0.240724	0.028404	0.210552	0.260086	0.150460	
70000	27.685548	1	0.120783	0.227821	0.033435	0.179162	0.293343	0.145456	0.120783	0.227821	0.033435	0.179162	0.293343	0.145456	0.120783	0.227821	0.033435	0.179162	0.293343	0.145456	0.120783	0.227821	0.033435	0.179162	0.293343	0.145456	
71000	27.685548	1	0.115978	0.220442	0.033537	0.205686	0.272032	0.152324	0.115978	0.220442	0.033537	0.205686	0.272032	0.152324	0.115978	0.220442	0.033537	0.205686	0.272032	0.152324	0.115978	0.220442	0.033537	0.205686	0.272032	0.152324	
72000	27.685548	1	0.154022	0.216860	0.034675	0.155275	0.303442	0.135727	0.154022	0.216860	0.034675	0.155275	0.303442	0.135727	0.154022	0.216860	0.034675	0.155275	0.303442	0.135727	0.154022	0.216860	0.034675	0.155275	0.303442	0.135727	
73000	27.685548	1	0.116836	0.256968	0.034168	0.160593	0.265521	0.165914	0.116836	0.256968	0.034168	0.160593	0.265521	0.165914	0.116836	0.256968	0.034168	0.160593	0.265521	0.165914	0.116836	0.256968	0.034168	0.160593	0.265521	0.165914	
74000	27.685548	1	0.110698	0.235848	0.041484	0.198155	0.258118	0.155697	0.110698	0.235848	0.041484	0.198155	0.258118	0.155697	0.110698	0.235848	0.041484	0.198155	0.258118	0.155697	0.110698	0.235848	0.041484	0.198155	0.258118	0.155697	
75000	27.685548	1	0.124382	0.254000	0.031358	0.144524	0.280817	0.164920	0.124382	0.254000	0.031358	0.144524	0.280817	0.164920	0.124382	0.254000	0.031358	0.144524	0.280817	0.164920	0.124382	0.254000	0.031358	0.144524	0.280817	0.164920	
76000	27.685548	1	0.116519	0.239739	0.033386	0.190676	0.271409	0.148270	0.116519	0.239739	0.033386	0.190676	0.271409	0.148270	0.116519	0.239739	0.033386	0.190676	0.271409	0.148270	0.116519	0.239739	0.033386	0.190676	0.271409	0.148270	
77000	27.685548	1	0.128887	0.242730	0.030596	0.191947	0.284084	0.121756	0.128887	0.242730	0.030596	0.191947	0.284084	0.121756	0.128887	0.242730	0.030596	0.191947	0.284084	0.121756	0.128887	0.242730	0.030596	0.191947	0.284084	0.121756	
78000	27.685548	1	0.130934	0.191250	0.045747	0.180046	0.320756	0.131268	0.130934	0.191250	0.045747	0.180046	0.320756	0.131268	0.130934	0.191250	0.045747	0.180046	0.320756	0.131268	0.130934	0.191250	0.045747	0.180046	0.320756	0.131268	
79000	27.685548	2	0.126842	0.219229	0.031375	0.221709	0.273971	0.126874	0.126842	0.219229	0.031375	0.221709	0.273971	0.126874	0.126842	0.219229	0.031375	0.221709	0.273971	0.126874	0.156654	0.409998	0.003303	0.028124	0.240344	0.161577	
80000	27.685548	1	0.113712	0.258762	0.023691	0.190728	0.274530	0.138577	0.113712	0.258762	0.023691	0.190728	0.274530	0.138577	0.113712	0.258762	0.023691	0.190728	0.274530	0.138577	0.113712	0.258762	0.023691	0.190728	0.274530	0.138577	
81000	27.685548	1	0.135477	0.228352	0.041927	0.166396	0.278802	0.149046	0.135477	0.228352	0.041927	0.166396	0.278802	0.149046	0.135477	0.228352	0.041927	0.166396	0.278802	0.149046	0.135477	0.228352	0.041927	0.166396	0.278802	0.149046	
82000	27.685548	1	0.122377	0.251615	0.039390	0.204149	0.227353	0.155117	0.122377	0.251615	0.039390	0.204149	0.227353	0.155117	0.122377	0.251615	0.039390	0.204149	0.227353	0.155117	0.122377	0.251615	0.039390	0.204149	0.227353	0.155117	
83000	27.685548	1	0.116907	0.248076	0.036790	0.170420	0.284735	0.143071	0.116907	0.248076	0.036790	0.170420	0.284735	0.143071	0.116907	0.248076	0.036790	0.170420	0.284735	0.143071	0.116907	0.248076	0.036790	0.170420	0.284735	0.143071	
84000	27.685548	2	0.104530	0.271499	0.048892	0.193842	0.240961	0.140275	0.168271	0.345835	0.040631	0.074212	0.212078	0.158973	0.168271	0.345835	0.040631	0.074212	0.212078	0.158973	0.168271	0.345835	0.040631	0.074212	0.212078	0.158973	
85000	27.685548	1	0.154375	0.247264	0.029252	0.167163	0.259803	0.142143	0.154375	0.247264	0.029252	0.167163	0.259803	0.142143	0.154375	0.247264	0.029252	0.167163	0.259803	0.142143	0.154375	0.247264	0.029252	0.167163	0.259803	0.142143	
86000	27.685548	1	0.105196	0.237696	0.040642	0.142066	0.324214	0.150186	0.105196	0.237696	0.040642	0.142066	0.324214	0.150186	0.105196	0.237696	0.040642	0.142066	0.324214	0.150186	0.105196	0.237696	0.040642	0.142066	0.324214	0.150186	
87000	27.685548	1	0.121474	0.244293	0.045661	0.199265	0.249369	0.139939	0.121474	0.244293	0.045661	0.199265	0.249369	0.139939	0.121474	0.244293	0.045661	0.199265	0.249369	0.139939	0.121474	0.244293	0.045661	0.199265	0.249369	0.139939	
88000	27.685548	2	0.111143	0.221087	0.028830	0.340017	0.208241	0.090682	0.145022	0.269892	0.039705	0.156069	0.243736	0.145576	0.145022	0.269892	0.039705	0.156069	0.243736	0.145576	0.145022	0.269892	0.039705	0.156069	0.243736	0.145576	
89000	27.685548	1	0.122933	0.254769	0.026612	0.175589	0.262411	0.157686	0.122933	0.254769	0.026612	0.175589	0.262411	0.157686	0.122933	0.254769	0.026612	0.175589	0.262411	0.157686	0.122933	0.254769	0.026612	0.175589	0.262411	0.157686	
90000	27.685548	1	0.114954	0.260255	0.039714	0.193581	0.235220	0.156275	0.114954	0.260255	0.039714	0.193581	0.235220	0.156275	0.114954	0.260255	0.039714	0.193581	0.235220	0.156275	0.114954	0.260255	0.039714	0.193581	0.235220	0.156275	
91000	27.685548	1	0.125140	0.208089	0.032157	0.210170	0.290065	0.134379	0.125140	0.208089	0.032157	0.210170	0.290065	0.134379	0.125140	0.208089	0.032157	0.210170	0.290065	0.134379	0.125140	0.208089	0.032157	0.210170	0.290065	0.134379	
92000	27.685548	1	0.144490	0.185947	0.034048	0.199366	0.296836	0.139314	0.144490	0.185947	0.034048	0.199366	0.296836	0.139314	0.144490	0.185947	0.034048	0.199366	0.296836	0.139314	0.144490	0.185947	0.034048	0.199366	0.296836	0.139314	
93000	27.685548	1	0.107309	0.262166	0.047692	0.187567	0.264286	0.130980	0.107309	0.262166	0.047692	0.187567	0.264286	0.130980	0.107309	0.262166	0.047692	0.187567	0.264286	0.130980	0.107309	0.262166	0.047692	0.187567	0.264286	0.130980	
94000	27.685548	1	0.128953	0.248499	0.028527	0.120748	0.326952	0.146321	0.128953	0.248499	0.028527	0.120748	0.326952	0.146321	0.128953	0.248499	0.028527	0.120748	0.326952	0.146321	0.128953	0.248499	0.028527	0.120748	0.326952	0.146321	
95000	27.685548	1	0.111272	0.241685	0.030497	0.235826	0.238781	0.141940	0.111272	0.241685	0.030497	0.235826	0.238781	0.141940	0.111272	0.241685	0.030497	0.235826	0.238781	0.141940	0.111272	0.241685	0.030497	0.235826	0.238781	0.141940	
96000	27.685548	1	0.130522	0.247665	0.025438	0.188117	0.270437	0.137820	0.130522	0.247665	0.025438	0.188117	0.270437	0.137820	0.130522	0.247665	0.025438	0.188117	0.270437	0.137820	0.130522	0.247665	0.025438	0.188117	0.270437	0.137820	
97000	27.685548	1	0.115425	0.244230	0.031808	0.182351	0.264596	0.161590	0.115425	0.244230	0.031808	0.182351	0.264596	0.161590	0.115425	0.244230	0.031808	0.182351	0.264596	0.161590	0.115425	0.244230	0.031808	0.182351	0.264596	0.161590	
98000	27.685548	1	0.134650	0.260430	0.022703	0.177247	0.273890	0.131079	0.134650	0.260430	0.022703	0.177247	0.273890	0.131079	0.134650	0.260430	0.022703	0.177247	0.273890	0.131079	0.134650	0.260430	0.022703	0.177247	0.273890	0.131079	
99000	27.685548	2	0.108222	0.257203	0.030935	0.220720	0.261466	0.121453	0.108222	0.257203	0.030935	0.220720	0.261466	0.121453	0.108222	0.257203	0.030935	0.220720	0.261466	0.121453	0.144381	0.389754	0.008730	0.177594	0.156279	0.123263	
100000	27.685548	1	0.135775	0.288902	0.026944	0.191943	0.236455	0.119980	0.135775	0.288902	0.026944	0.191943	0.236455	0.119980	0.135775	0.288902	0.026944	0.191943	0.236455	0.119980	0.135775	0.288902	0.026944	0.191943	0.236455	0.119980	
101000	27.685548	1	0.156218	0.243657	0.031027	0.209768	0.232940	0.126391	0.156218	0.243657	0.031027	0.209768	0.232940	0.126391	0.156218	0.243657	0.031027	0.209768	0.232940	0.126391	0.156218	0.243657	0.031027	0.209768	0.232940	0.126391	
102000	27.685548	1	0.114098	0.227690	0.025732	0.201940	0.289048	0.141493	0.114098	0.227690	0.025732	0.201940	0.289048	0.141493	0.114098	0.227690	0.025732	0.201940	0.289048	0.141493	0.114098	0.227690	0.025732	0.201940	0.289048	0.141493	
103000	27.685548	1	0.127132	0.216681	0.037125	0.191190	0.267613	0.160259	0.127132	0.216681	0.037125	0.191190	0.267613	0.160259	0.127132	0.216681	0.037125	0.191190	0.267613	0.160259	0.127132	0.216681	0.037125	0.191190	0.267613	0.160259	
