Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	
39000	27.685548	1	0.994640	0.994640	0.994640	0.994640	
40000	27.685548	1	0.879689	0.879689	0.879689	0.879689	
41000	27.685548	1	0.868193	0.868193	0.868193	0.868193	
42000	27.685548	1	0.957395	0.957395	0.957395	0.957395	
43000	27.685548	1	0.891748	0.891748	0.891748	0.891748	
44000	27.685548	1	0.879246	0.879246	0.879246	0.879246	
45000	27.685548	1	0.917400	0.917400	0.917400	0.917400	
46000	27.685548	1	0.906727	0.906727	0.906727	0.906727	
47000	27.685548	1	0.852459	0.852459	0.852459	0.852459	
48000	27.685548	1	0.796713	0.796713	0.796713	0.796713	
49000	27.685548	1	0.946922	0.946922	0.946922	0.946922	
50000	27.685548	1	0.859330	0.859330	0.859330	0.859330	
51000	27.685548	1	0.904155	0.904155	0.904155	0.904155	
52000	27.685548	1	0.840858	0.840858	0.840858	0.840858	
53000	27.685548	1	0.981504	0.981504	0.981504	0.981504	
54000	27.685548	1	0.883157	0.883157	0.883157	0.883157	
55000	27.685548	1	0.908770	0.908770	0.908770	0.908770	
56000	27.685548	1	0.855671	0.855671	0.855671	0.855671	
57000	27.685548	1	0.876593	0.876593	0.876593	0.876593	
58000	27.685548	1	0.862894	0.862894	0.862894	0.862894	
59000	27.685548	1	0.838657	0.838657	0.838657	0.838657	
60000	27.685548	1	0.956535	0.956535	0.956535	0.956535	
61000	27.685548	1	0.964398	0.964398	0.964398	0.964398	
62000	27.685548	1	0.814906	0.814906	0.814906	0.814906	
63000	27.685548	1	0.879173	0.879173	0.879173	0.879173	
64000	27.685548	1	0.897282	0.897282	0.897282	0.897282	
65000	27.685548	1	0.957972	0.957972	0.957972	0.957972	
66000	27.685548	1	0.871488	0.871488	0.871488	0.871488	
67000	27.685548	1	0.940062	0.940062	0.940062	0.940062	
68000	27.685548	1	0.905781	0.905781	0.905781	0.905781	
69000	27.685548	1	0.805066	0.805066	0.805066	0.805066	
70000	27.685548	1	0.957319	0.957319	0.957319	0.957319	
71000	27.685548	1	0.985043	0.985043	0.985043	0.985043	
72000	27.685548	1	0.971005	0.971005	0.971005	0.971005	
73000	27.685548	1	0.972654	0.972654	0.972654	0.972654	
74000	27.685548	1	0.875468	0.875468	0.875468	0.875468	
75000	27.685548	1	0.825134	0.825134	0.825134	0.825134	
76000	27.685548	1	0.935408	0.935408	0.935408	0.935408	
77000	27.685548	1	0.864389	0.864389	0.864389	0.864389	
78000	27.685548	1	0.812227	0.812227	0.812227	0.812227	
79000	27.685548	1	0.854119	0.854119	0.854119	0.854119	
80000	27.685548	1	0.889666	0.889666	0.889666	0.889666	
81000	27.685548	1	0.874788	0.874788	0.874788	0.874788	
82000	27.685548	1	0.995285	0.995285	0.995285	0.995285	
83000	27.685548	1	0.926371	0.926371	0.926371	0.926371	
84000	27.685548	1	0.939274	0.939274	0.939274	0.939274	
85000	27.685548	1	0.909915	0.909915	0.909915	0.909915	
86000	27.685548	1	0.857506	0.857506	0.857506	0.857506	
87000	27.685548	1	0.865159	0.865159	0.865159	0.865159	
88000	27.685548	1	0.869852	0.869852	0.869852	0.869852	
89000	27.685548	1	0.902720	0.902720	0.902720	0.902720	
90000	27.685548	1	0.973832	0.973832	0.973832	0.973832	
91000	27.685548	1	0.916385	0.916385	0.916385	0.916385	
92000	27.685548	1	0.930814	0.930814	0.930814	0.930814	
93000	27.685548	1	0.859462	0.859462	0.859462	0.859462	
94000	27.685548	1	0.911945	0.911945	0.911945	0.911945	
95000	27.685548	1	0.928293	0.928293	0.928293	0.928293	
96000	27.685548	1	0.828565	0.828565	0.828565	0.828565	
97000	27.685548	1	1.025939	1.025939	1.025939	1.025939	
98000	27.685548	1	0.889919	0.889919	0.889919	0.889919	
99000	27.685548	1	0.838932	0.838932	0.838932	0.838932	
100000	27.685548	1	0.851734	0.851734	0.851734	0.851734	
101000	27.685548	1	0.874201	0.874201	0.874201	0.874201	
102000	27.685548	1	0.869565	0.869565	0.869565	0.869565	
103000	27.685548	1	1.009207	1.009207	1.009207	1.009207	
104000	27.685548	1	1.023069	1.023069	1.023069	1.023069	
105000	27.685548	1	0.939886	0.939886	0.939886	0.939886	
106000	27.685548	1	0.880374	0.880374	0.880374	0.880374	
107000	27.685548	1	0.904060	0.904060	0.904060	0.904060	
108000	27.685548	1	0.947119	0.947119	0.947119	0.947119	
109000	27.685548	1	0.953425	0.953425	0.953425	0.953425	
110000	27.685548	1	0.898404	0.898404	0.898404	0.898404	
111000	27.685548	1	0.899588	0.899588	0.899588	0.899588	
112000	27.685548	1	0.888384	0.888384	0.888384	0.888384	
113000	27.685548	1	0.900043	0.900043	0.900043	0.900043	
114000	27.685548	1	0.956033	0.956033	0.956033	0.956033	
115000	27.685548	1	0.924114	0.924114	0.924114	0.924114	
116000	27.685548	1	0.849152	0.849152	0.849152	0.849152	
117000	27.685548	1	0.848230	0.848230	0.848230	0.848230	
118000	27.685548	1	0.857716	0.857716	0.857716	0.857716	
119000	27.685548	1	0.824306	0.824306	0.824306	0.824306	
120000	27.685548	1	0.880717	0.880717	0.880717	0.880717	
121000	27.685548	1	0.938222	0.938222	0.938222	0.938222	
122000	27.685548	1	0.968655	0.968655	0.968655	0.968655	
123000	27.685548	1	0.907092	0.907092	0.907092	0.907092	
124000	27.685548	1	1.006533	1.006533	1.006533	1.006533	
125000	27.685548	1	0.937637	0.937637	0.937637	0.937637	
126000	27.685548	1	0.873671	0.873671	0.873671	0.873671	
127000	27.685548	1	0.905393	0.905393	0.905393	0.905393	
128000	27.685548	1	0.987064	0.987064	0.987064	0.987064	
129000	27.685548	1	0.953088	0.953088	0.953088	0.953088	
130000	27.685548	1	0.908328	0.908328	0.908328	0.908328	
131000	27.685548	1	1.004015	1.004015	1.004015	1.004015	
132000	27.685548	1	0.933469	0.933469	0.933469	0.933469	
133000	27.685548	1	1.010123	1.010123	1.010123	1.010123	
134000	27.685548	1	0.965480	0.965480	0.965480	0.965480	
135000	27.685548	1	0.845280	0.845280	0.845280	0.845280	
136000	27.685548	1	0.896583	0.896583	0.896583	0.896583	
137000	27.685548	1	0.792047	0.792047	0.792047	0.792047	
138000	27.685548	1	0.870048	0.870048	0.870048	0.870048	
139000	27.685548	1	0.912244	0.912244	0.912244	0.912244	
140000	27.685548	1	0.858080	0.858080	0.858080	0.858080	
141000	27.685548	1	0.817799	0.817799	0.817799	0.817799	
142000	27.685548	1	0.880420	0.880420	0.880420	0.880420	
143000	27.685548	1	0.892088	0.892088	0.892088	0.892088	
144000	27.685548	1	0.961705	0.961705	0.961705	0.961705	
145000	27.685548	1	0.937754	0.937754	0.937754	0.937754	
146000	27.685548	1	0.995659	0.995659	0.995659	0.995659	
147000	27.685548	1	0.920624	0.920624	0.920624	0.920624	
148000	27.685548	1	0.854921	0.854921	0.854921	0.854921	
149000	27.685548	1	0.858153	0.858153	0.858153	0.858153	
150000	27.685548	1	0.913620	0.913620	0.913620	0.913620	
151000	27.685548	1	0.908018	0.908018	0.908018	0.908018	
152000	27.685548	1	0.932165	0.932165	0.932165	0.932165	
153000	27.685548	1	0.904817	0.904817	0.904817	0.904817	
154000	27.685548	1	0.941739	0.941739	0.941739	0.941739	
155000	27.685548	1	0.891256	0.891256	0.891256	0.891256	
156000	27.685548	1	0.867890	0.867890	0.867890	0.867890	
157000	27.685548	1	0.824761	0.824761	0.824761	0.824761	
158000	27.685548	1	0.812944	0.812944	0.812944	0.812944	
159000	27.685548	1	0.877567	0.877567	0.877567	0.877567	
160000	27.685548	1	0.899561	0.899561	0.899561	0.899561	
161000	27.685548	1	0.925186	0.925186	0.925186	0.925186	
162000	27.685548	1	0.982757	0.982757	0.982757	0.982757	
163000	27.685548	1	0.901556	0.901556	0.901556	0.901556	
164000	27.685548	1	0.936309	0.936309	0.936309	0.936309	
165000	27.685548	1	0.892086	0.892086	0.892086	0.892086	
166000	27.685548	1	0.979589	0.979589	0.979589	0.979589	
167000	27.685548	1	0.884319	0.884319	0.884319	0.884319	
168000	27.685548	1	0.946600	0.946600	0.946600	0.946600	
169000	27.685548	1	0.946701	0.946701	0.946701	0.946701	
170000	27.685548	1	0.904940	0.904940	0.904940	0.904940	
171000	27.685548	1	0.789757	0.789757	0.789757	0.789757	
172000	27.685548	1	0.923550	0.923550	0.923550	0.923550	
173000	27.685548	1	0.819643	0.819643	0.819643	0.819643	
174000	27.685548	1	0.874318	0.874318	0.874318	0.874318	
175000	27.685548	1	0.903875	0.903875	0.903875	0.903875	
176000	27.685548	1	0.938484	0.938484	0.938484	0.938484	
177000	27.685548	1	0.925725	0.925725	0.925725	0.925725	
178000	27.685548	1	0.919980	0.919980	0.919980	0.919980	
179000	27.685548	1	0.856152	0.856152	0.856152	0.856152	
180000	27.685548	1	0.857943	0.857943	0.857943	0.857943	
181000	27.685548	1	0.853558	0.853558	0.853558	0.853558	
182000	27.685548	1	0.874265	0.874265	0.874265	0.874265	
183000	27.685548	1	0.981611	0.981611	0.981611	0.981611	
184000	27.685548	1	0.817456	0.817456	0.817456	0.817456	
185000	27.685548	1	0.874450	0.874450	0.874450	0.874450	
186000	27.685548	1	0.881685	0.881685	0.881685	0.881685	
187000	27.685548	1	0.786990	0.786990	0.786990	0.786990	
188000	27.685548	1	0.928327	0.928327	0.928327	0.928327	
189000	27.685548	1	0.944267	0.944267	0.944267	0.944267	
190000	27.685548	1	0.854423	0.854423	0.854423	0.854423	
191000	27.685548	1	0.952142	0.952142	0.952142	0.952142	
192000	27.685548	1	0.974641	0.974641	0.974641	0.974641	
193000	27.685548	1	0.849921	0.849921	0.849921	0.849921	
194000	27.685548	1	0.958869	0.958869	0.958869	0.958869	
195000	27.685548	1	0.909095	0.909095	0.909095	0.909095	
196000	27.685548	1	0.869534	0.869534	0.869534	0.869534	
197000	27.685548	1	0.834166	0.834166	0.834166	0.834166	
198000	27.685548	1	0.859135	0.859135	0.859135	0.859135	
199000	27.685548	1	0.856153	0.856153	0.856153	0.856153	
200000	27.685548	1	0.896702	0.896702	0.896702	0.896702	
201000	27.685548	1	0.802354	0.802354	0.802354	0.802354	
202000	27.685548	1	0.857331	0.857331	0.857331	0.857331	
203000	27.685548	1	0.815697	0.815697	0.815697	0.815697	
204000	27.685548	1	0.988008	0.988008	0.988008	0.988008	
205000	27.685548	1	0.835681	0.835681	0.835681	0.835681	
206000	27.685548	1	0.812536	0.812536	0.812536	0.812536	
207000	27.685548	1	0.900939	0.900939	0.900939	0.900939	
208000	27.685548	1	0.832817	0.832817	0.832817	0.832817	
209000	27.685548	1	0.911440	0.911440	0.911440	0.911440	
210000	27.685548	1	0.841374	0.841374	0.841374	0.841374	
211000	27.685548	1	0.902109	0.902109	0.902109	0.902109	
212000	27.685548	1	0.926755	0.926755	0.926755	0.926755	
213000	27.685548	1	0.906013	0.906013	0.906013	0.906013	
214000	27.685548	1	0.869707	0.869707	0.869707	0.869707	
215000	27.685548	1	0.885260	0.885260	0.885260	0.885260	
216000	27.685548	1	0.870381	0.870381	0.870381	0.870381	
217000	27.685548	1	0.960424	0.960424	0.960424	0.960424	
218000	27.685548	1	0.969026	0.969026	0.969026	0.969026	
219000	27.685548	1	0.958801	0.958801	0.958801	0.958801	
220000	27.685548	1	0.883327	0.883327	0.883327	0.883327	
221000	27.685548	1	0.959461	0.959461	0.959461	0.959461	
222000	27.685548	1	0.856684	0.856684	0.856684	0.856684	
223000	27.685548	1	0.938296	0.938296	0.938296	0.938296	
224000	27.685548	1	0.849026	0.849026	0.849026	0.849026	
225000	27.685548	1	0.914275	0.914275	0.914275	0.914275	
226000	27.685548	1	0.892196	0.892196	0.892196	0.892196	
227000	27.685548	1	0.932372	0.932372	0.932372	0.932372	
228000	27.685548	1	0.913013	0.913013	0.913013	0.913013	
229000	27.685548	1	0.889135	0.889135	0.889135	0.889135	
230000	27.685548	1	0.909850	0.909850	0.909850	0.909850	
231000	27.685548	1	0.918051	0.918051	0.918051	0.918051	
232000	27.685548	1	0.940270	0.940270	0.940270	0.940270	
233000	27.685548	1	0.831567	0.831567	0.831567	0.831567	
234000	27.685548	1	0.934281	0.934281	0.934281	0.934281	
235000	27.685548	1	0.810425	0.810425	0.810425	0.810425	
236000	27.685548	1	0.896285	0.896285	0.896285	0.896285	
237000	27.685548	1	0.901902	0.901902	0.901902	0.901902	
238000	27.685548	1	0.966808	0.966808	0.966808	0.966808	
239000	27.685548	1	0.908712	0.908712	0.908712	0.908712	
240000	27.685548	1	0.962705	0.962705	0.962705	0.962705	
241000	27.685548	1	0.828301	0.828301	0.828301	0.828301	
242000	27.685548	1	0.928909	0.928909	0.928909	0.928909	
243000	27.685548	1	0.897605	0.897605	0.897605	0.897605	
244000	27.685548	1	0.831206	0.831206	0.831206	0.831206	
245000	27.685548	1	0.843330	0.843330	0.843330	0.843330	
246000	27.685548	1	0.897382	0.897382	0.897382	0.897382	
247000	27.685548	1	0.809189	0.809189	0.809189	0.809189	
248000	27.685548	1	0.862666	0.862666	0.862666	0.862666	
249000	27.685548	1	0.879681	0.879681	0.879681	0.879681	
250000	27.685548	1	0.851521	0.851521	0.851521	0.851521	
251000	27.685548	1	0.989389	0.989389	0.989389	0.989389	
252000	27.685548	1	0.917269	0.917269	0.917269	0.917269	
253000	27.685548	1	1.027358	1.027358	1.027358	1.027358	
254000	27.685548	1	0.903888	0.903888	0.903888	0.903888	
255000	27.685548	1	0.902740	0.902740	0.902740	0.902740	
256000	27.685548	1	1.015988	1.015988	1.015988	1.015988	
257000	27.685548	1	0.912305	0.912305	0.912305	0.912305	
258000	27.685548	1	0.922396	0.922396	0.922396	0.922396	
259000	27.685548	1	0.990846	0.990846	0.990846	0.990846	
260000	27.685548	1	0.944642	0.944642	0.944642	0.944642	
261000	27.685548	1	0.914516	0.914516	0.914516	0.914516	
262000	27.685548	1	0.865019	0.865019	0.865019	0.865019	
263000	27.685548	1	0.953315	0.953315	0.953315	0.953315	
264000	27.685548	1	0.863887	0.863887	0.863887	0.863887	
265000	27.685548	1	0.884447	0.884447	0.884447	0.884447	
266000	27.685548	1	0.919610	0.919610	0.919610	0.919610	
267000	27.685548	1	0.901095	0.901095	0.901095	0.901095	
268000	27.685548	1	0.905914	0.905914	0.905914	0.905914	
269000	27.685548	1	0.872291	0.872291	0.872291	0.872291	
270000	27.685548	1	0.864197	0.864197	0.864197	0.864197	
271000	27.685548	1	1.014005	1.014005	1.014005	1.014005	
272000	27.685548	1	0.869571	0.869571	0.869571	0.869571	
273000	27.685548	1	0.917223	0.917223	0.917223	0.917223	
274000	27.685548	1	0.917824	0.917824	0.917824	0.917824	
275000	27.685548	1	1.044038	1.044038	1.044038	1.044038	
276000	27.685548	1	0.831463	0.831463	0.831463	0.831463	
277000	27.685548	1	0.838871	0.838871	0.838871	0.838871	
278000	27.685548	1	0.882733	0.882733	0.882733	0.882733	
279000	27.685548	1	0.791615	0.791615	0.791615	0.791615	
280000	27.685548	1	0.859287	0.859287	0.859287	0.859287	
281000	27.685548	1	0.952593	0.952593	0.952593	0.952593	
282000	27.685548	1	0.876424	0.876424	0.876424	0.876424	
283000	27.685548	1	0.854933	0.854933	0.854933	0.854933	
284000	27.685548	1	0.905989	0.905989	0.905989	0.905989	
285000	27.685548	1	0.853010	0.853010	0.853010	0.853010	
286000	27.685548	1	0.948059	0.948059	0.948059	0.948059	
287000	27.685548	1	0.955350	0.955350	0.955350	0.955350	
288000	27.685548	1	0.930343	0.930343	0.930343	0.930343	
289000	27.685548	1	0.951549	0.951549	0.951549	0.951549	
290000	27.685548	1	0.825008	0.825008	0.825008	0.825008	
291000	27.685548	1	0.771141	0.771141	0.771141	0.771141	
292000	27.685548	1	0.886577	0.886577	0.886577	0.886577	
293000	27.685548	1	0.930330	0.930330	0.930330	0.930330	
294000	27.685548	1	0.985709	0.985709	0.985709	0.985709	
295000	27.685548	1	0.776113	0.776113	0.776113	0.776113	
296000	27.685548	1	0.886609	0.886609	0.886609	0.886609	
297000	27.685548	1	0.868154	0.868154	0.868154	0.868154	
298000	27.685548	1	0.867922	0.867922	0.867922	0.867922	
299000	27.685548	1	0.854086	0.854086	0.854086	0.854086	
300000	27.685548	1	0.830095	0.830095	0.830095	0.830095	
301000	27.685548	1	0.875023	0.875023	0.875023	0.875023	
302000	27.685548	1	0.879187	0.879187	0.879187	0.879187	
303000	27.685548	1	0.946944	0.946944	0.946944	0.946944	
304000	27.685548	1	0.866712	0.866712	0.866712	0.866712	
305000	27.685548	1	0.859769	0.859769	0.859769	0.859769	
306000	27.685548	1	0.902616	0.902616	0.902616	0.902616	
307000	27.685548	1	0.933847	0.933847	0.933847	0.933847	
308000	27.685548	1	0.806024	0.806024	0.806024	0.806024	
309000	27.685548	1	0.842324	0.842324	0.842324	0.842324	
310000	27.685548	1	0.894868	0.894868	0.894868	0.894868	
311000	27.685548	1	0.804797	0.804797	0.804797	0.804797	
312000	27.685548	1	0.872891	0.872891	0.872891	0.872891	
313000	27.685548	1	0.911182	0.911182	0.911182	0.911182	
314000	27.685548	1	0.799379	0.799379	0.799379	0.799379	
315000	27.685548	1	0.884062	0.884062	0.884062	0.884062	
316000	27.685548	1	0.932297	0.932297	0.932297	0.932297	
317000	27.685548	1	0.871212	0.871212	0.871212	0.871212	
318000	27.685548	1	0.912067	0.912067	0.912067	0.912067	
319000	27.685548	1	0.838283	0.838283	0.838283	0.838283	
320000	27.685548	1	0.854788	0.854788	0.854788	0.854788	
321000	27.685548	1	0.847118	0.847118	0.847118	0.847118	
322000	27.685548	1	0.924461	0.924461	0.924461	0.924461	
323000	27.685548	1	0.858108	0.858108	0.858108	0.858108	
324000	27.685548	1	0.883697	0.883697	0.883697	0.883697	
325000	27.685548	1	0.960904	0.960904	0.960904	0.960904	
326000	27.685548	1	0.869963	0.869963	0.869963	0.869963	
327000	27.685548	1	0.936990	0.936990	0.936990	0.936990	
328000	27.685548	1	0.803619	0.803619	0.803619	0.803619	
329000	27.685548	1	0.919841	0.919841	0.919841	0.919841	
330000	27.685548	1	0.851067	0.851067	0.851067	0.851067	
331000	27.685548	1	0.909524	0.909524	0.909524	0.909524	
332000	27.685548	1	0.842042	0.842042	0.842042	0.842042	
333000	27.685548	1	0.908570	0.908570	0.908570	0.908570	
334000	27.685548	1	0.879638	0.879638	0.879638	0.879638	
335000	27.685548	1	0.843500	0.843500	0.843500	0.843500	
336000	27.685548	1	0.869774	0.869774	0.869774	0.869774	
337000	27.685548	1	0.812137	0.812137	0.812137	0.812137	
338000	27.685548	1	0.967309	0.967309	0.967309	0.967309	
339000	27.685548	1	0.972787	0.972787	0.972787	0.972787	
340000	27.685548	1	0.895818	0.895818	0.895818	0.895818	
341000	27.685548	1	0.923771	0.923771	0.923771	0.923771	
342000	27.685548	1	0.970438	0.970438	0.970438	0.970438	
343000	27.685548	1	0.969954	0.969954	0.969954	0.969954	
344000	27.685548	1	0.964467	0.964467	0.964467	0.964467	
345000	27.685548	1	0.968072	0.968072	0.968072	0.968072	
346000	27.685548	1	0.791365	0.791365	0.791365	0.791365	
347000	27.685548	1	0.859935	0.859935	0.859935	0.859935	
348000	27.685548	1	0.920644	0.920644	0.920644	0.920644	
349000	27.685548	1	0.850212	0.850212	0.850212	0.850212	
350000	27.685548	1	0.954843	0.954843	0.954843	0.954843	
351000	27.685548	1	1.001389	1.001389	1.001389	1.001389	
352000	27.685548	1	1.119426	1.119426	1.119426	1.119426	
353000	27.685548	1	0.893625	0.893625	0.893625	0.893625	
354000	27.685548	1	0.979850	0.979850	0.979850	0.979850	
355000	27.685548	1	0.820552	0.820552	0.820552	0.820552	
356000	27.685548	1	0.883037	0.883037	0.883037	0.883037	
357000	27.685548	1	0.868247	0.868247	0.868247	0.868247	
358000	27.685548	1	0.920731	0.920731	0.920731	0.920731	
359000	27.685548	1	1.011784	1.011784	1.011784	1.011784	
360000	27.685548	1	0.945606	0.945606	0.945606	0.945606	
361000	27.685548	1	0.887332	0.887332	0.887332	0.887332	
362000	27.685548	1	0.927663	0.927663	0.927663	0.927663	
363000	27.685548	1	0.900734	0.900734	0.900734	0.900734	
364000	27.685548	1	0.868365	0.868365	0.868365	0.868365	
365000	27.685548	1	0.948502	0.948502	0.948502	0.948502	
366000	27.685548	1	0.999877	0.999877	0.999877	0.999877	
367000	27.685548	1	0.895382	0.895382	0.895382	0.895382	
368000	27.685548	1	0.942002	0.942002	0.942002	0.942002	
369000	27.685548	1	0.879743	0.879743	0.879743	0.879743	
370000	27.685548	1	0.900648	0.900648	0.900648	0.900648	
371000	27.685548	1	0.920055	0.920055	0.920055	0.920055	
372000	27.685548	1	0.950289	0.950289	0.950289	0.950289	
373000	27.685548	1	0.865827	0.865827	0.865827	0.865827	
374000	27.685548	1	0.812580	0.812580	0.812580	0.812580	
375000	27.685548	1	0.894182	0.894182	0.894182	0.894182	
376000	27.685548	1	0.885961	0.885961	0.885961	0.885961	
377000	27.685548	1	0.937241	0.937241	0.937241	0.937241	
378000	27.685548	1	0.875097	0.875097	0.875097	0.875097	
379000	27.685548	1	0.939676	0.939676	0.939676	0.939676	
380000	27.685548	1	0.982622	0.982622	0.982622	0.982622	
381000	27.685548	2	9.770248	0.829748	0.829748	0.829748	
382000	27.685548	1	0.887843	0.887843	0.887843	0.887843	
383000	27.685548	1	0.918792	0.918792	0.918792	0.918792	
384000	27.685548	1	1.008470	1.008470	1.008470	1.008470	
385000	27.685548	1	0.870542	0.870542	0.870542	0.870542	
386000	27.685548	1	1.033623	1.033623	1.033623	1.033623	
387000	27.685548	1	0.918845	0.918845	0.918845	0.918845	
388000	27.685548	1	0.826915	0.826915	0.826915	0.826915	
389000	27.685548	1	0.920461	0.920461	0.920461	0.920461	
390000	27.685548	1	0.859626	0.859626	0.859626	0.859626	
391000	27.685548	1	0.901386	0.901386	0.901386	0.901386	
392000	27.685548	1	0.854645	0.854645	0.854645	0.854645	
393000	27.685548	1	1.044336	1.044336	1.044336	1.044336	
394000	27.685548	1	0.966575	0.966575	0.966575	0.966575	
395000	27.685548	1	0.994177	0.994177	0.994177	0.994177	
396000	27.685548	1	0.867230	0.867230	0.867230	0.867230	
397000	27.685548	1	0.896133	0.896133	0.896133	0.896133	
398000	27.685548	1	0.887374	0.887374	0.887374	0.887374	
399000	27.685548	1	0.914577	0.914577	0.914577	0.914577	
400000	27.685548	1	0.865681	0.865681	0.865681	0.865681	
401000	27.685548	1	0.930553	0.930553	0.930553	0.930553	
402000	27.685548	1	0.935907	0.935907	0.935907	0.935907	
403000	27.685548	1	0.929474	0.929474	0.929474	0.929474	
404000	27.685548	1	0.936995	0.936995	0.936995	0.936995	
405000	27.685548	1	0.857359	0.857359	0.857359	0.857359	
406000	27.685548	1	1.019434	1.019434	1.019434	1.019434	
407000	27.685548	1	0.968456	0.968456	0.968456	0.968456	
408000	27.685548	1	0.868291	0.868291	0.868291	0.868291	
409000	27.685548	1	0.869124	0.869124	0.869124	0.869124	
410000	27.685548	1	0.847706	0.847706	0.847706	0.847706	
411000	27.685548	1	0.822571	0.822571	0.822571	0.822571	
412000	27.685548	1	0.943486	0.943486	0.943486	0.943486	
413000	27.685548	1	0.941309	0.941309	0.941309	0.941309	
414000	27.685548	1	0.948640	0.948640	0.948640	0.948640	
415000	27.685548	1	0.931428	0.931428	0.931428	0.931428	
416000	27.685548	1	0.858428	0.858428	0.858428	0.858428	
417000	27.685548	1	1.002555	1.002555	1.002555	1.002555	
418000	27.685548	1	0.973133	0.973133	0.973133	0.973133	
419000	27.685548	1	0.934011	0.934011	0.934011	0.934011	
420000	27.685548	1	0.887750	0.887750	0.887750	0.887750	
421000	27.685548	1	0.870104	0.870104	0.870104	0.870104	
422000	27.685548	1	0.909789	0.909789	0.909789	0.909789	
423000	27.685548	1	0.907223	0.907223	0.907223	0.907223	
424000	27.685548	1	0.924017	0.924017	0.924017	0.924017	
425000	27.685548	1	0.923690	0.923690	0.923690	0.923690	
426000	27.685548	1	1.037609	1.037609	1.037609	1.037609	
427000	27.685548	1	0.885923	0.885923	0.885923	0.885923	
428000	27.685548	1	0.861343	0.861343	0.861343	0.861343	
429000	27.685548	1	0.890187	0.890187	0.890187	0.890187	
430000	27.685548	1	0.839206	0.839206	0.839206	0.839206	
431000	27.685548	1	0.904272	0.904272	0.904272	0.904272	
432000	27.685548	1	0.948623	0.948623	0.948623	0.948623	
433000	27.685548	1	0.872423	0.872423	0.872423	0.872423	
434000	27.685548	1	0.822100	0.822100	0.822100	0.822100	
435000	27.685548	1	0.878241	0.878241	0.878241	0.878241	
436000	27.685548	1	0.980419	0.980419	0.980419	0.980419	
437000	27.685548	1	0.927745	0.927745	0.927745	0.927745	
438000	27.685548	1	0.842909	0.842909	0.842909	0.842909	
439000	27.685548	1	0.846026	0.846026	0.846026	0.846026	
440000	27.685548	1	0.809279	0.809279	0.809279	0.809279	
441000	27.685548	1	0.828387	0.828387	0.828387	0.828387	
442000	27.685548	1	0.894109	0.894109	0.894109	0.894109	
443000	27.685548	1	0.918312	0.918312	0.918312	0.918312	
444000	27.685548	1	0.884412	0.884412	0.884412	0.884412	
445000	27.685548	1	0.897949	0.897949	0.897949	0.897949	
446000	27.685548	1	0.847852	0.847852	0.847852	0.847852	
447000	27.685548	1	0.961551	0.961551	0.961551	0.961551	
448000	27.685548	1	0.965185	0.965185	0.965185	0.965185	
