Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	1.695768	3	0.193316	0.053777	0.730702	0.730702	0.053777	0.193316	
2000	1.695768	3	0.185476	0.060059	0.730533	0.730533	0.060059	0.185476	
3000	1.695768	3	0.187590	0.058301	0.723377	0.723377	0.058301	0.187590	
4000	1.695768	3	0.184496	0.062140	0.750796	0.750796	0.062140	0.184496	
5000	1.695768	3	0.194200	0.061077	0.725115	0.725115	0.061077	0.194200	
6000	1.695768	3	0.186561	0.060761	0.788396	0.788396	0.060761	0.186561	
7000	1.695768	3	0.187799	0.062443	0.741283	0.741283	0.062443	0.187799	
8000	1.695768	3	0.190815	0.056879	0.732823	0.732823	0.056879	0.190815	
9000	1.695768	3	0.188769	0.059140	0.776257	0.776257	0.059140	0.188769	
10000	1.695768	3	0.186025	0.060416	0.793289	0.793289	0.060416	0.186025	
11000	1.695768	3	0.188105	0.062071	0.817697	0.817697	0.062071	0.188105	
12000	1.695768	3	0.192880	0.062202	0.736431	0.736431	0.062202	0.192880	
13000	1.695768	3	0.183625	0.061129	0.759482	0.759482	0.061129	0.183625	
14000	1.695768	3	0.186613	0.061376	0.823734	0.823734	0.061376	0.186613	
15000	1.695768	3	0.182901	0.063708	0.776134	0.776134	0.063708	0.182901	
16000	1.695768	4	0.181972	0.061606	0.761872	0.769616	0.061606	0.181972	
17000	1.695768	3	0.188855	0.061141	0.749199	0.749199	0.061141	0.188855	
18000	1.695768	3	0.183296	0.060388	0.826928	0.826928	0.060388	0.183296	
19000	1.695768	3	0.195250	0.061083	0.769186	0.769186	0.061083	0.195250	
20000	1.695768	3	0.182749	0.063723	0.727408	0.727408	0.063723	0.182749	
21000	1.695768	3	0.184633	0.059863	0.758073	0.758073	0.059863	0.184633	
22000	1.695768	3	0.184779	0.061455	0.746195	0.746195	0.061455	0.184779	
23000	1.695768	3	0.186580	0.056943	0.760194	0.760194	0.056943	0.186580	
24000	1.695768	3	0.187231	0.062425	0.788404	0.788404	0.062425	0.187231	
25000	1.695768	3	0.193010	0.058539	0.816686	0.816686	0.058539	0.193010	
26000	1.695768	3	0.185238	0.062735	0.826711	0.826711	0.062735	0.185238	
27000	1.695768	3	0.188411	0.058191	0.792461	0.792461	0.058191	0.188411	
28000	1.695768	3	0.189013	0.061836	0.812586	0.812586	0.061836	0.189013	
29000	1.695768	4	0.184562	0.060980	0.731255	0.810714	0.060980	0.184562	
30000	1.695768	3	0.186156	0.060575	0.767876	0.767876	0.060575	0.186156	
31000	1.695768	3	0.195800	0.060343	0.774496	0.774496	0.060343	0.195800	
32000	1.695768	3	0.185191	0.060320	0.768460	0.768460	0.060320	0.185191	
33000	1.695768	3	0.181880	0.060357	0.751749	0.751749	0.060357	0.181880	
34000	1.695768	3	0.187255	0.060466	0.758420	0.758420	0.060466	0.187255	
