Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	1.695768	3	0.199719	0.050893	0.624862	0.624862	0.050893	0.199719	
2000	1.695768	4	0.184321	0.052678	0.811936	0.578013	0.052678	0.184321	
3000	1.695768	3	0.192018	0.051521	0.669365	0.669365	0.051521	0.192018	
4000	1.695768	4	0.196939	0.052063	0.862752	0.591641	0.052063	0.196939	
5000	1.695768	3	0.199419	0.047474	0.704028	0.704028	0.047474	0.199419	
6000	1.695768	3	0.197333	0.055669	0.740147	0.740147	0.055669	0.197333	
7000	1.695768	3	0.184823	0.050706	0.711363	0.711363	0.050706	0.184823	
8000	1.695768	3	0.198673	0.054583	0.697381	0.697381	0.054583	0.198673	
9000	1.695768	3	0.195977	0.055990	0.742831	0.742831	0.055990	0.195977	
10000	1.695768	3	0.188228	0.053582	0.752875	0.752875	0.053582	0.188228	
11000	1.695768	3	0.196032	0.053260	0.747410	0.747410	0.053260	0.196032	
12000	1.695768	4	0.207652	0.046525	0.759041	0.684094	0.046525	0.207652	
13000	1.695768	3	0.199001	0.055562	0.692855	0.692855	0.055562	0.199001	
14000	1.695768	3	0.198855	0.052375	0.719000	0.719000	0.052375	0.198855	
15000	1.695768	3	0.201121	0.049007	0.747178	0.747178	0.049007	0.201121	
16000	1.695768	3	0.199727	0.050474	0.784317	0.784317	0.050474	0.199727	
17000	1.695768	3	0.194154	0.049167	0.734783	0.734783	0.049167	0.194154	
18000	1.695768	4	0.204113	0.055814	0.753847	0.694795	0.055814	0.204113	
19000	1.695768	3	0.191876	0.048794	0.746443	0.746443	0.048794	0.191876	
20000	1.695768	3	0.199755	0.050073	0.715707	0.715707	0.050073	0.199755	
21000	1.695768	4	0.205345	0.051459	0.775658	0.697574	0.051459	0.205345	
22000	1.695768	4	0.204087	0.053305	0.777434	0.663199	0.053305	0.204087	
23000	1.695768	3	0.201824	0.050213	0.687130	0.687130	0.050213	0.201824	
24000	1.695768	3	0.197608	0.049851	0.716793	0.716793	0.049851	0.197608	
25000	1.695768	4	0.207136	0.049815	0.757567	0.717534	0.049815	0.207136	
26000	1.695768	3	0.191384	0.052009	0.794622	0.794622	0.052009	0.191384	
27000	1.695768	3	0.200232	0.050821	0.714174	0.714174	0.050821	0.200232	
28000	1.695768	3	0.201332	0.050014	0.721167	0.721167	0.050014	0.201332	
29000	1.695768	3	0.205710	0.049367	0.758367	0.758367	0.049367	0.205710	
30000	1.695768	3	0.203410	0.053095	0.764593	0.764593	0.053095	0.203410	
31000	1.695768	3	0.199898	0.050431	0.738074	0.738074	0.050431	0.199898	
32000	1.695768	3	0.197445	0.050854	0.722047	0.722047	0.050854	0.197445	
33000	1.695768	4	0.199280	0.051847	0.763147	0.691545	0.051847	0.199280	
34000	1.695768	4	0.208878	0.051751	0.748294	0.691215	0.051751	0.208878	
35000	1.695768	3	0.200748	0.053074	0.749065	0.749065	0.053074	0.200748	
36000	1.695768	3	0.205727	0.053373	0.740640	0.740640	0.053373	0.205727	
37000	1.695768	4	0.201018	0.057409	0.770671	0.702306	0.057409	0.201018	
38000	1.695768	3	0.198332	0.057171	0.734126	0.734126	0.057171	0.198332	
39000	1.695768	3	0.194156	0.055941	0.734296	0.734296	0.055941	0.194156	
40000	1.695768	3	0.181453	0.060620	0.822065	0.822065	0.060620	0.181453	
41000	1.695768	3	0.188962	0.061097	0.768340	0.768340	0.061097	0.188962	
42000	1.695768	3	0.191844	0.060334	0.739401	0.739401	0.060334	0.191844	
43000	1.695768	5	0.162505	0.060413	0.674835	0.711410	0.060413	0.179023	
44000	1.695768	3	0.197254	0.059972	0.768985	0.768985	0.059972	0.197254	
45000	1.695768	3	0.197707	0.059620	0.733985	0.733985	0.059620	0.197707	
46000	1.695768	3	0.202776	0.058589	0.754064	0.754064	0.058589	0.202776	
47000	1.695768	4	0.194534	0.060259	0.768697	0.682192	0.060259	0.194534	
48000	1.695768	3	0.197786	0.062037	0.782420	0.782420	0.062037	0.197786	
49000	1.695768	3	0.194558	0.058474	0.715226	0.715226	0.058474	0.194558	
50000	1.695768	3	0.191224	0.059271	0.812625	0.812625	0.059271	0.191224	
51000	1.695768	4	0.186352	0.059334	0.752160	0.717968	0.059334	0.186352	
52000	1.695768	3	0.197865	0.062213	0.667347	0.667347	0.062213	0.197865	
53000	1.695768	4	0.194866	0.062536	0.880055	0.741727	0.062536	0.194866	
54000	1.695768	4	0.188728	0.054310	0.734110	0.734110	0.064010	0.188728	
55000	1.695768	3	0.190660	0.060743	0.779428	0.779428	0.060743	0.190660	
