Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	1.695768	3	0.180191	0.053700	0.715037	0.715037	0.053700	0.180191	
2000	1.695768	3	0.171988	0.051923	0.727881	0.727881	0.051923	0.171988	
3000	1.695768	3	0.217166	0.052596	0.721207	0.721207	0.052596	0.217166	
4000	1.695768	3	0.188026	0.052744	0.744116	0.744116	0.052744	0.188026	
5000	1.695768	4	0.255335	0.055230	0.703809	0.703809	0.055230	0.187708	
6000	1.695768	4	0.181104	0.050291	0.741270	0.683585	0.050291	0.181104	
7000	1.695768	3	0.202430	0.053004	0.717867	0.717867	0.053004	0.202430	
8000	1.695768	3	0.179936	0.052092	0.708481	0.708481	0.052092	0.179936	
9000	1.695768	4	0.221255	0.053267	0.759499	0.759499	0.053267	0.185517	
10000	1.695768	3	0.172790	0.054077	0.733792	0.733792	0.054077	0.172790	
11000	1.695768	3	0.172486	0.052038	0.730148	0.730148	0.052038	0.172486	
12000	1.695768	4	0.141556	0.053565	0.710379	0.710379	0.053565	0.221756	
13000	1.695768	3	0.141708	0.056498	0.741515	0.741515	0.056498	0.141708	
14000	1.695768	3	0.182502	0.056828	0.762558	0.762558	0.056828	0.182502	
15000	1.695768	3	0.193760	0.055714	0.766847	0.766847	0.055714	0.193760	
16000	1.695768	3	0.160539	0.058026	0.755914	0.755914	0.058026	0.160539	
17000	1.695768	3	0.195310	0.058836	0.738625	0.738625	0.058836	0.195310	
18000	1.695768	3	0.169572	0.060998	0.754819	0.754819	0.060998	0.169572	
19000	1.695768	3	0.193525	0.062025	0.817480	0.817480	0.062025	0.193525	
20000	1.695768	3	0.177724	0.057800	0.844042	0.844042	0.057800	0.177724	
21000	1.695768	3	0.189805	0.060836	0.788962	0.788962	0.060836	0.189805	
22000	1.695768	3	0.192331	0.057462	0.774820	0.774820	0.057462	0.192331	
23000	1.695768	3	0.189091	0.060244	0.774465	0.774465	0.060244	0.189091	
24000	1.695768	3	0.195763	0.058588	0.786159	0.786159	0.058588	0.195763	
25000	1.695768	3	0.182676	0.058509	0.798947	0.798947	0.058509	0.182676	
26000	1.695768	4	0.187938	0.059188	0.787842	0.895451	0.059188	0.187938	
27000	1.695768	3	0.185313	0.059468	0.824294	0.824294	0.059468	0.185313	
28000	1.695768	3	0.195333	0.060768	0.782706	0.782706	0.060768	0.195333	
29000	1.695768	3	0.192776	0.059556	0.814464	0.814464	0.059556	0.192776	
30000	1.695768	4	0.181868	0.059551	0.776762	0.776762	0.059551	0.202488	
31000	1.695768	3	0.183384	0.060393	0.808133	0.808133	0.060393	0.183384	
32000	1.695768	3	0.188683	0.063082	0.788919	0.788919	0.063082	0.188683	
33000	1.695768	3	0.192007	0.060806	0.852175	0.852175	0.060806	0.192007	
34000	1.695768	3	0.180640	0.059790	0.789466	0.789466	0.059790	0.180640	
35000	1.695768	3	0.184581	0.059292	0.780027	0.780027	0.059292	0.184581	
36000	1.695768	4	0.191101	0.058615	0.796157	0.796157	0.055792	0.191101	
37000	1.695768	3	0.191585	0.059213	0.765456	0.765456	0.059213	0.191585	
