Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.134064	0.255821	0.115555	0.123467	0.262023	0.109070	0.134064	0.255821	0.115555	0.123467	0.262023	0.109070	0.134064	0.255821	0.115555	0.123467	0.262023	0.109070	0.227274	0.130186	0.120112	0.121374	0.155757	0.245297	0.227274	0.130186	0.120112	0.121374	0.155757	0.245297	0.227274	0.130186	0.120112	0.121374	0.155757	0.245297	
2000	71.353907	2	0.119267	0.243258	0.116119	0.127070	0.258856	0.135431	0.119267	0.243258	0.116119	0.127070	0.258856	0.135431	0.119267	0.243258	0.116119	0.127070	0.258856	0.135431	0.252871	0.135139	0.129961	0.133531	0.126259	0.222239	0.252871	0.135139	0.129961	0.133531	0.126259	0.222239	0.252871	0.135139	0.129961	0.133531	0.126259	0.222239	
3000	71.353907	2	0.122572	0.243807	0.129298	0.124540	0.246893	0.132889	0.122572	0.243807	0.129298	0.124540	0.246893	0.132889	0.122572	0.243807	0.129298	0.124540	0.246893	0.132889	0.230095	0.135162	0.130878	0.128656	0.126617	0.248592	0.230095	0.135162	0.130878	0.128656	0.126617	0.248592	0.230095	0.135162	0.130878	0.128656	0.126617	0.248592	
4000	71.353907	2	0.127975	0.236089	0.123195	0.139519	0.247006	0.126216	0.127975	0.236089	0.123195	0.139519	0.247006	0.126216	0.127975	0.236089	0.123195	0.139519	0.247006	0.126216	0.239917	0.137067	0.122557	0.121191	0.126563	0.252704	0.239917	0.137067	0.122557	0.121191	0.126563	0.252704	0.239917	0.137067	0.122557	0.121191	0.126563	0.252704	
5000	71.353907	2	0.124019	0.234339	0.117945	0.149160	0.247722	0.126816	0.124019	0.234339	0.117945	0.149160	0.247722	0.126816	0.124019	0.234339	0.117945	0.149160	0.247722	0.126816	0.264463	0.139666	0.123736	0.122196	0.124030	0.225910	0.264463	0.139666	0.123736	0.122196	0.124030	0.225910	0.264463	0.139666	0.123736	0.122196	0.124030	0.225910	
6000	71.353907	2	0.122772	0.241195	0.127334	0.131139	0.250993	0.126568	0.122772	0.241195	0.127334	0.131139	0.250993	0.126568	0.122772	0.241195	0.127334	0.131139	0.250993	0.126568	0.256193	0.126604	0.121954	0.123040	0.133376	0.238832	0.256193	0.126604	0.121954	0.123040	0.133376	0.238832	0.256193	0.126604	0.121954	0.123040	0.133376	0.238832	
7000	71.353907	2	0.120674	0.241022	0.127065	0.130704	0.249062	0.131474	0.120674	0.241022	0.127065	0.130704	0.249062	0.131474	0.120674	0.241022	0.127065	0.130704	0.249062	0.131474	0.247476	0.123712	0.138356	0.119177	0.127118	0.244160	0.247476	0.123712	0.138356	0.119177	0.127118	0.244160	0.247476	0.123712	0.138356	0.119177	0.127118	0.244160	
8000	71.353907	2	0.120429	0.235089	0.122169	0.136531	0.258376	0.127406	0.120429	0.235089	0.122169	0.136531	0.258376	0.127406	0.120429	0.235089	0.122169	0.136531	0.258376	0.127406	0.238678	0.138886	0.136546	0.123006	0.121524	0.241360	0.238678	0.138886	0.136546	0.123006	0.121524	0.241360	0.238678	0.138886	0.136546	0.123006	0.121524	0.241360	
9000	71.353907	2	0.122892	0.247112	0.123939	0.127836	0.238724	0.139497	0.122892	0.247112	0.123939	0.127836	0.238724	0.139497	0.122892	0.247112	0.123939	0.127836	0.238724	0.139497	0.232723	0.138722	0.138382	0.117474	0.123813	0.248886	0.232723	0.138722	0.138382	0.117474	0.123813	0.248886	0.232723	0.138722	0.138382	0.117474	0.123813	0.248886	
10000	71.353907	2	0.118419	0.243468	0.117035	0.153449	0.244931	0.122698	0.118419	0.243468	0.117035	0.153449	0.244931	0.122698	0.118419	0.243468	0.117035	0.153449	0.244931	0.122698	0.242370	0.132395	0.131049	0.121513	0.134293	0.238379	0.242370	0.132395	0.131049	0.121513	0.134293	0.238379	0.242370	0.132395	0.131049	0.121513	0.134293	0.238379	
11000	71.353907	2	0.130594	0.242205	0.123865	0.125262	0.245113	0.132961	0.130594	0.242205	0.123865	0.125262	0.245113	0.132961	0.130594	0.242205	0.123865	0.125262	0.245113	0.132961	0.245683	0.124335	0.135076	0.134833	0.132195	0.227879	0.245683	0.124335	0.135076	0.134833	0.132195	0.227879	0.245683	0.124335	0.135076	0.134833	0.132195	0.227879	
12000	71.353907	2	0.128548	0.238622	0.125173	0.124261	0.260783	0.122614	0.128548	0.238622	0.125173	0.124261	0.260783	0.122614	0.128548	0.238622	0.125173	0.124261	0.260783	0.122614	0.238314	0.128531	0.136298	0.127128	0.132315	0.237414	0.238314	0.128531	0.136298	0.127128	0.132315	0.237414	0.238314	0.128531	0.136298	0.127128	0.132315	0.237414	
13000	71.353907	2	0.130015	0.254264	0.123025	0.120315	0.249180	0.123202	0.130015	0.254264	0.123025	0.120315	0.249180	0.123202	0.130015	0.254264	0.123025	0.120315	0.249180	0.123202	0.236987	0.140146	0.130710	0.128080	0.126019	0.238057	0.236987	0.140146	0.130710	0.128080	0.126019	0.238057	0.236987	0.140146	0.130710	0.128080	0.126019	0.238057	
14000	71.353907	2	0.127084	0.247536	0.129113	0.114970	0.257393	0.123905	0.127084	0.247536	0.129113	0.114970	0.257393	0.123905	0.127084	0.247536	0.129113	0.114970	0.257393	0.123905	0.242435	0.136366	0.134660	0.125773	0.126657	0.234109	0.242435	0.136366	0.134660	0.125773	0.126657	0.234109	0.242435	0.136366	0.134660	0.125773	0.126657	0.234109	
15000	71.353907	2	0.128184	0.259137	0.126292	0.119416	0.250551	0.116419	0.128184	0.259137	0.126292	0.119416	0.250551	0.116419	0.128184	0.259137	0.126292	0.119416	0.250551	0.116419	0.244328	0.141602	0.126836	0.124058	0.125626	0.237550	0.244328	0.141602	0.126836	0.124058	0.125626	0.237550	0.244328	0.141602	0.126836	0.124058	0.125626	0.237550	
16000	71.353907	2	0.118249	0.263400	0.131044	0.122649	0.243539	0.121119	0.118249	0.263400	0.131044	0.122649	0.243539	0.121119	0.118249	0.263400	0.131044	0.122649	0.243539	0.121119	0.243616	0.133413	0.138773	0.123245	0.129040	0.231914	0.243616	0.133413	0.138773	0.123245	0.129040	0.231914	0.243616	0.133413	0.138773	0.123245	0.129040	0.231914	
17000	71.353907	2	0.112661	0.246707	0.126427	0.147863	0.244703	0.121640	0.112661	0.246707	0.126427	0.147863	0.244703	0.121640	0.112661	0.246707	0.126427	0.147863	0.244703	0.121640	0.240352	0.130570	0.129417	0.130556	0.129168	0.239935	0.240352	0.130570	0.129417	0.130556	0.129168	0.239935	0.240352	0.130570	0.129417	0.130556	0.129168	0.239935	
