Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.125968	0.263769	0.120419	0.128198	0.255090	0.106556	0.125968	0.263769	0.120419	0.128198	0.255090	0.106556	0.125968	0.263769	0.120419	0.128198	0.255090	0.106556	0.246953	0.122451	0.123226	0.136299	0.120846	0.250224	0.246953	0.122451	0.123226	0.136299	0.120846	0.250224	0.246953	0.122451	0.123226	0.136299	0.120846	0.250224	
2000	71.353907	2	0.116598	0.251734	0.122751	0.143158	0.236352	0.129407	0.116598	0.251734	0.122751	0.143158	0.236352	0.129407	0.116598	0.251734	0.122751	0.143158	0.236352	0.129407	0.235214	0.124467	0.121404	0.128116	0.117126	0.273673	0.235214	0.124467	0.121404	0.128116	0.117126	0.273673	0.235214	0.124467	0.121404	0.128116	0.117126	0.273673	
3000	71.353907	2	0.120304	0.241804	0.110542	0.143024	0.251721	0.132606	0.120304	0.241804	0.110542	0.143024	0.251721	0.132606	0.120304	0.241804	0.110542	0.143024	0.251721	0.132606	0.247456	0.119464	0.118511	0.133997	0.114716	0.265856	0.247456	0.119464	0.118511	0.133997	0.114716	0.265856	0.247456	0.119464	0.118511	0.133997	0.114716	0.265856	
4000	71.353907	2	0.121462	0.255074	0.111024	0.146292	0.244999	0.121148	0.121462	0.255074	0.111024	0.146292	0.244999	0.121148	0.121462	0.255074	0.111024	0.146292	0.244999	0.121148	0.244546	0.123850	0.108070	0.140641	0.116664	0.266229	0.244546	0.123850	0.108070	0.140641	0.116664	0.266229	0.244546	0.123850	0.108070	0.140641	0.116664	0.266229	
5000	71.353907	2	0.123149	0.238886	0.116898	0.128144	0.257051	0.135871	0.123149	0.238886	0.116898	0.128144	0.257051	0.135871	0.123149	0.238886	0.116898	0.128144	0.257051	0.135871	0.241821	0.120893	0.125415	0.131992	0.115597	0.264281	0.241821	0.120893	0.125415	0.131992	0.115597	0.264281	0.241821	0.120893	0.125415	0.131992	0.115597	0.264281	
6000	71.353907	2	0.128277	0.250738	0.123543	0.135806	0.233313	0.128322	0.128277	0.250738	0.123543	0.135806	0.233313	0.128322	0.128277	0.250738	0.123543	0.135806	0.233313	0.128322	0.230976	0.134070	0.120672	0.137833	0.111450	0.264998	0.230976	0.134070	0.120672	0.137833	0.111450	0.264998	0.230976	0.134070	0.120672	0.137833	0.111450	0.264998	
7000	71.353907	2	0.128284	0.244460	0.111718	0.141962	0.250361	0.123214	0.128284	0.244460	0.111718	0.141962	0.250361	0.123214	0.128284	0.244460	0.111718	0.141962	0.250361	0.123214	0.244927	0.122332	0.119503	0.129485	0.114124	0.269629	0.244927	0.122332	0.119503	0.129485	0.114124	0.269629	0.244927	0.122332	0.119503	0.129485	0.114124	0.269629	
8000	71.353907	2	0.114242	0.268905	0.116771	0.126428	0.250317	0.123337	0.114242	0.268905	0.116771	0.126428	0.250317	0.123337	0.114242	0.268905	0.116771	0.126428	0.250317	0.123337	0.250266	0.134387	0.113760	0.135037	0.108103	0.258447	0.250266	0.134387	0.113760	0.135037	0.108103	0.258447	0.250266	0.134387	0.113760	0.135037	0.108103	0.258447	
9000	71.353907	2	0.121890	0.252592	0.123541	0.122236	0.258609	0.121133	0.121890	0.252592	0.123541	0.122236	0.258609	0.121133	0.121890	0.252592	0.123541	0.122236	0.258609	0.121133	0.247148	0.126762	0.111015	0.135214	0.119159	0.260702	0.247148	0.126762	0.111015	0.135214	0.119159	0.260702	0.247148	0.126762	0.111015	0.135214	0.119159	0.260702	
10000	71.353907	2	0.123265	0.242719	0.112997	0.132272	0.253298	0.135449	0.123265	0.242719	0.112997	0.132272	0.253298	0.135449	0.123265	0.242719	0.112997	0.132272	0.253298	0.135449	0.240448	0.119087	0.116951	0.136138	0.117482	0.269894	0.240448	0.119087	0.116951	0.136138	0.117482	0.269894	0.240448	0.119087	0.116951	0.136138	0.117482	0.269894	
11000	71.353907	2	0.130949	0.242732	0.114686	0.129960	0.262874	0.118800	0.130949	0.242732	0.114686	0.129960	0.262874	0.118800	0.130949	0.242732	0.114686	0.129960	0.262874	0.118800	0.245208	0.121095	0.119151	0.142489	0.114431	0.257625	0.245208	0.121095	0.119151	0.142489	0.114431	0.257625	0.245208	0.121095	0.119151	0.142489	0.114431	0.257625	
12000	71.353907	2	0.109891	0.255640	0.117824	0.132301	0.257394	0.126949	0.109891	0.255640	0.117824	0.132301	0.257394	0.126949	0.109891	0.255640	0.117824	0.132301	0.257394	0.126949	0.237418	0.120781	0.119569	0.134683	0.115901	0.271648	0.237418	0.120781	0.119569	0.134683	0.115901	0.271648	0.237418	0.120781	0.119569	0.134683	0.115901	0.271648	
13000	71.353907	2	0.112048	0.250587	0.117485	0.136353	0.250229	0.133297	0.112048	0.250587	0.117485	0.136353	0.250229	0.133297	0.112048	0.250587	0.117485	0.136353	0.250229	0.133297	0.251399	0.128150	0.111579	0.128492	0.122038	0.258341	0.251399	0.128150	0.111579	0.128492	0.122038	0.258341	0.251399	0.128150	0.111579	0.128492	0.122038	0.258341	
14000	71.353907	2	0.121409	0.248285	0.114337	0.134098	0.249219	0.132653	0.121409	0.248285	0.114337	0.134098	0.249219	0.132653	0.121409	0.248285	0.114337	0.134098	0.249219	0.132653	0.249992	0.117084	0.105090	0.131571	0.111948	0.284315	0.249992	0.117084	0.105090	0.131571	0.111948	0.284315	0.249992	0.117084	0.105090	0.131571	0.111948	0.284315	
15000	71.353907	2	0.107885	0.247272	0.116290	0.141349	0.255165	0.132038	0.107885	0.247272	0.116290	0.141349	0.255165	0.132038	0.107885	0.247272	0.116290	0.141349	0.255165	0.132038	0.241823	0.120182	0.119093	0.137286	0.118335	0.263282	0.241823	0.120182	0.119093	0.137286	0.118335	0.263282	0.241823	0.120182	0.119093	0.137286	0.118335	0.263282	
16000	71.353907	2	0.119240	0.255005	0.116069	0.139618	0.232617	0.137451	0.119240	0.255005	0.116069	0.139618	0.232617	0.137451	0.119240	0.255005	0.116069	0.139618	0.232617	0.137451	0.248286	0.120703	0.119855	0.137529	0.111445	0.262182	0.248286	0.120703	0.119855	0.137529	0.111445	0.262182	0.248286	0.120703	0.119855	0.137529	0.111445	0.262182	
17000	71.353907	2	0.123423	0.251264	0.114982	0.135824	0.245342	0.129164	0.123423	0.251264	0.114982	0.135824	0.245342	0.129164	0.123423	0.251264	0.114982	0.135824	0.245342	0.129164	0.246133	0.122448	0.120999	0.146019	0.113387	0.251014	0.246133	0.122448	0.120999	0.146019	0.113387	0.251014	0.246133	0.122448	0.120999	0.146019	0.113387	0.251014	
18000	71.353907	2	0.112596	0.247136	0.119335	0.131630	0.260464	0.128839	0.112596	0.247136	0.119335	0.131630	0.260464	0.128839	0.112596	0.247136	0.119335	0.131630	0.260464	0.128839	0.251910	0.122876	0.116836	0.145538	0.105074	0.257765	0.251910	0.122876	0.116836	0.145538	0.105074	0.257765	0.251910	0.122876	0.116836	0.145538	0.105074	0.257765	
19000	71.353907	2	0.118011	0.236767	0.116609	0.147489	0.255305	0.125820	0.118011	0.236767	0.116609	0.147489	0.255305	0.125820	0.118011	0.236767	0.116609	0.147489	0.255305	0.125820	0.243297	0.128659	0.114128	0.141216	0.118688	0.254011	0.243297	0.128659	0.114128	0.141216	0.118688	0.254011	0.243297	0.128659	0.114128	0.141216	0.118688	0.254011	
20000	71.353907	2	0.130301	0.232314	0.114389	0.136556	0.260434	0.126007	0.130301	0.232314	0.114389	0.136556	0.260434	0.126007	0.130301	0.232314	0.114389	0.136556	0.260434	0.126007	0.248983	0.118478	0.120642	0.133730	0.110440	0.267728	0.248983	0.118478	0.120642	0.133730	0.110440	0.267728	0.248983	0.118478	0.120642	0.133730	0.110440	0.267728	
21000	71.353907	2	0.127976	0.253874	0.110109	0.133576	0.245440	0.129025	0.127976	0.253874	0.110109	0.133576	0.245440	0.129025	0.127976	0.253874	0.110109	0.133576	0.245440	0.129025	0.245217	0.122763	0.114496	0.140298	0.117604	0.259621	0.245217	0.122763	0.114496	0.140298	0.117604	0.259621	0.245217	0.122763	0.114496	0.140298	0.117604	0.259621	
22000	71.353907	2	0.118017	0.260770	0.114102	0.131865	0.251064	0.124182	0.118017	0.260770	0.114102	0.131865	0.251064	0.124182	0.118017	0.260770	0.114102	0.131865	0.251064	0.124182	0.246376	0.126572	0.116940	0.134915	0.116998	0.258198	0.246376	0.126572	0.116940	0.134915	0.116998	0.258198	0.246376	0.126572	0.116940	0.134915	0.116998	0.258198	
23000	71.353907	2	0.120141	0.237071	0.117366	0.138058	0.262781	0.124582	0.120141	0.237071	0.117366	0.138058	0.262781	0.124582	0.120141	0.237071	0.117366	0.138058	0.262781	0.124582	0.248241	0.129433	0.111257	0.136230	0.118158	0.256682	0.248241	0.129433	0.111257	0.136230	0.118158	0.256682	0.248241	0.129433	0.111257	0.136230	0.118158	0.256682	
24000	71.353907	2	0.114043	0.251392	0.118801	0.138301	0.247417	0.130045	0.114043	0.251392	0.118801	0.138301	0.247417	0.130045	0.114043	0.251392	0.118801	0.138301	0.247417	0.130045	0.234304	0.135709	0.116135	0.136440	0.110667	0.266745	0.234304	0.135709	0.116135	0.136440	0.110667	0.266745	0.234304	0.135709	0.116135	0.136440	0.110667	0.266745	
