Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.139799	0.237204	0.131302	0.119763	0.253708	0.118224	0.139799	0.237204	0.131302	0.119763	0.253708	0.118224	0.139799	0.237204	0.131302	0.119763	0.253708	0.118224	0.235721	0.130545	0.151590	0.124262	0.120315	0.237567	0.235721	0.130545	0.151590	0.124262	0.120315	0.237567	0.235721	0.130545	0.151590	0.124262	0.120315	0.237567	
2000	71.353907	2	0.136321	0.241846	0.130649	0.116733	0.252904	0.121547	0.136321	0.241846	0.130649	0.116733	0.252904	0.121547	0.136321	0.241846	0.130649	0.116733	0.252904	0.121547	0.247928	0.117112	0.145057	0.122016	0.126721	0.241167	0.247928	0.117112	0.145057	0.122016	0.126721	0.241167	0.247928	0.117112	0.145057	0.122016	0.126721	0.241167	
3000	71.353907	2	0.140123	0.243950	0.120632	0.121006	0.247382	0.126907	0.140123	0.243950	0.120632	0.121006	0.247382	0.126907	0.140123	0.243950	0.120632	0.121006	0.247382	0.126907	0.250939	0.128325	0.134990	0.129675	0.121204	0.234868	0.250939	0.128325	0.134990	0.129675	0.121204	0.234868	0.250939	0.128325	0.134990	0.129675	0.121204	0.234868	
4000	71.353907	2	0.146653	0.236965	0.129183	0.121950	0.239137	0.126112	0.146653	0.236965	0.129183	0.121950	0.239137	0.126112	0.146653	0.236965	0.129183	0.121950	0.239137	0.126112	0.235575	0.127542	0.130506	0.130574	0.123886	0.251917	0.235575	0.127542	0.130506	0.130574	0.123886	0.251917	0.235575	0.127542	0.130506	0.130574	0.123886	0.251917	
5000	71.353907	2	0.143483	0.230404	0.122474	0.120609	0.264827	0.118203	0.143483	0.230404	0.122474	0.120609	0.264827	0.118203	0.143483	0.230404	0.122474	0.120609	0.264827	0.118203	0.237388	0.134587	0.132362	0.130334	0.120372	0.244956	0.237388	0.134587	0.132362	0.130334	0.120372	0.244956	0.237388	0.134587	0.132362	0.130334	0.120372	0.244956	
6000	71.353907	2	0.126095	0.245776	0.122117	0.117671	0.258090	0.130251	0.126095	0.245776	0.122117	0.117671	0.258090	0.130251	0.126095	0.245776	0.122117	0.117671	0.258090	0.130251	0.226717	0.129374	0.134599	0.127852	0.132273	0.249185	0.226717	0.129374	0.134599	0.127852	0.132273	0.249185	0.226717	0.129374	0.134599	0.127852	0.132273	0.249185	
7000	71.353907	2	0.140720	0.248952	0.128240	0.114378	0.243724	0.123986	0.140720	0.248952	0.128240	0.114378	0.243724	0.123986	0.140720	0.248952	0.128240	0.114378	0.243724	0.123986	0.230165	0.113584	0.133706	0.120887	0.135405	0.266252	0.230165	0.113584	0.133706	0.120887	0.135405	0.266252	0.230165	0.113584	0.133706	0.120887	0.135405	0.266252	
8000	71.353907	2	0.143012	0.249125	0.119672	0.119078	0.246295	0.122818	0.143012	0.249125	0.119672	0.119078	0.246295	0.122818	0.143012	0.249125	0.119672	0.119078	0.246295	0.122818	0.249760	0.133035	0.141125	0.122452	0.121552	0.232077	0.249760	0.133035	0.141125	0.122452	0.121552	0.232077	0.249760	0.133035	0.141125	0.122452	0.121552	0.232077	
9000	71.353907	2	0.145733	0.248752	0.109617	0.121061	0.254377	0.120460	0.145733	0.248752	0.109617	0.121061	0.254377	0.120460	0.145733	0.248752	0.109617	0.121061	0.254377	0.120460	0.253474	0.134262	0.151507	0.121817	0.110056	0.228885	0.253474	0.134262	0.151507	0.121817	0.110056	0.228885	0.253474	0.134262	0.151507	0.121817	0.110056	0.228885	
10000	71.353907	2	0.144537	0.235326	0.118170	0.113464	0.258926	0.129577	0.144537	0.235326	0.118170	0.113464	0.258926	0.129577	0.144537	0.235326	0.118170	0.113464	0.258926	0.129577	0.265886	0.128009	0.143820	0.122169	0.115724	0.224392	0.265886	0.128009	0.143820	0.122169	0.115724	0.224392	0.265886	0.128009	0.143820	0.122169	0.115724	0.224392	
11000	71.353907	2	0.127806	0.232297	0.125034	0.123693	0.267199	0.123971	0.127806	0.232297	0.125034	0.123693	0.267199	0.123971	0.127806	0.232297	0.125034	0.123693	0.267199	0.123971	0.242914	0.137311	0.147812	0.116654	0.119449	0.235862	0.242914	0.137311	0.147812	0.116654	0.119449	0.235862	0.242914	0.137311	0.147812	0.116654	0.119449	0.235862	
12000	71.353907	2	0.147445	0.228285	0.124178	0.116590	0.259074	0.124427	0.147445	0.228285	0.124178	0.116590	0.259074	0.124427	0.147445	0.228285	0.124178	0.116590	0.259074	0.124427	0.265653	0.122555	0.151836	0.121239	0.122683	0.216035	0.265653	0.122555	0.151836	0.121239	0.122683	0.216035	0.265653	0.122555	0.151836	0.121239	0.122683	0.216035	
13000	71.353907	2	0.139878	0.239841	0.120540	0.126600	0.246767	0.126374	0.139878	0.239841	0.120540	0.126600	0.246767	0.126374	0.139878	0.239841	0.120540	0.126600	0.246767	0.126374	0.271799	0.128707	0.133249	0.117759	0.120192	0.228296	0.271799	0.128707	0.133249	0.117759	0.120192	0.228296	0.271799	0.128707	0.133249	0.117759	0.120192	0.228296	
14000	71.353907	2	0.152645	0.232359	0.124029	0.114378	0.251440	0.125149	0.152645	0.232359	0.124029	0.114378	0.251440	0.125149	0.152645	0.232359	0.124029	0.114378	0.251440	0.125149	0.252267	0.120238	0.146941	0.116700	0.129121	0.234734	0.252267	0.120238	0.146941	0.116700	0.129121	0.234734	0.252267	0.120238	0.146941	0.116700	0.129121	0.234734	
