Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.144613	0.226378	0.122646	0.138148	0.250689	0.117526	0.144613	0.226378	0.122646	0.138148	0.250689	0.117526	0.144613	0.226378	0.122646	0.138148	0.250689	0.117526	0.278961	0.145437	0.100245	0.120764	0.138149	0.216444	0.278961	0.145437	0.100245	0.120764	0.138149	0.216444	0.278961	0.145437	0.100245	0.120764	0.138149	0.216444	
2000	71.353907	2	0.128494	0.239945	0.125328	0.135919	0.255080	0.115235	0.128494	0.239945	0.125328	0.135919	0.255080	0.115235	0.128494	0.239945	0.125328	0.135919	0.255080	0.115235	0.247904	0.128258	0.117985	0.130841	0.123561	0.251451	0.247904	0.128258	0.117985	0.130841	0.123561	0.251451	0.247904	0.128258	0.117985	0.130841	0.123561	0.251451	
3000	71.353907	2	0.137061	0.231362	0.124608	0.128954	0.261933	0.116082	0.137061	0.231362	0.124608	0.128954	0.261933	0.116082	0.137061	0.231362	0.124608	0.128954	0.261933	0.116082	0.267504	0.131378	0.120757	0.123631	0.124039	0.232691	0.267504	0.131378	0.120757	0.123631	0.124039	0.232691	0.267504	0.131378	0.120757	0.123631	0.124039	0.232691	
4000	71.353907	2	0.135214	0.236553	0.128550	0.135528	0.255433	0.108721	0.135214	0.236553	0.128550	0.135528	0.255433	0.108721	0.135214	0.236553	0.128550	0.135528	0.255433	0.108721	0.265287	0.141920	0.119430	0.114358	0.114092	0.244913	0.265287	0.141920	0.119430	0.114358	0.114092	0.244913	0.265287	0.141920	0.119430	0.114358	0.114092	0.244913	
5000	71.353907	2	0.134747	0.233782	0.126200	0.135455	0.244101	0.125715	0.134747	0.233782	0.126200	0.135455	0.244101	0.125715	0.134747	0.233782	0.126200	0.135455	0.244101	0.125715	0.273564	0.137365	0.110420	0.129871	0.117915	0.230864	0.273564	0.137365	0.110420	0.129871	0.117915	0.230864	0.273564	0.137365	0.110420	0.129871	0.117915	0.230864	
6000	71.353907	2	0.131594	0.221880	0.126782	0.126077	0.274183	0.119484	0.131594	0.221880	0.126782	0.126077	0.274183	0.119484	0.131594	0.221880	0.126782	0.126077	0.274183	0.119484	0.280105	0.134162	0.119588	0.121140	0.129269	0.215736	0.280105	0.134162	0.119588	0.121140	0.129269	0.215736	0.280105	0.134162	0.119588	0.121140	0.129269	0.215736	
7000	71.353907	2	0.138129	0.230089	0.129869	0.121719	0.264749	0.115445	0.138129	0.230089	0.129869	0.121719	0.264749	0.115445	0.138129	0.230089	0.129869	0.121719	0.264749	0.115445	0.281273	0.141922	0.115040	0.118082	0.115033	0.228651	0.281273	0.141922	0.115040	0.118082	0.115033	0.228651	0.281273	0.141922	0.115040	0.118082	0.115033	0.228651	
8000	71.353907	2	0.150643	0.234500	0.117201	0.123842	0.258351	0.115463	0.150643	0.234500	0.117201	0.123842	0.258351	0.115463	0.150643	0.234500	0.117201	0.123842	0.258351	0.115463	0.271162	0.136419	0.115059	0.127120	0.122223	0.228018	0.271162	0.136419	0.115059	0.127120	0.122223	0.228018	0.271162	0.136419	0.115059	0.127120	0.122223	0.228018	
9000	71.353907	2	0.140356	0.231989	0.129564	0.130426	0.249786	0.117879	0.140356	0.231989	0.129564	0.130426	0.249786	0.117879	0.140356	0.231989	0.129564	0.130426	0.249786	0.117879	0.276006	0.128025	0.125231	0.115337	0.121060	0.234341	0.276006	0.128025	0.125231	0.115337	0.121060	0.234341	0.276006	0.128025	0.125231	0.115337	0.121060	0.234341	
10000	71.353907	2	0.139848	0.218877	0.126365	0.128639	0.261505	0.124767	0.139848	0.218877	0.126365	0.128639	0.261505	0.124767	0.139848	0.218877	0.126365	0.128639	0.261505	0.124767	0.266971	0.123570	0.114069	0.131348	0.119999	0.244043	0.266971	0.123570	0.114069	0.131348	0.119999	0.244043	0.266971	0.123570	0.114069	0.131348	0.119999	0.244043	
11000	71.353907	2	0.142118	0.219608	0.126294	0.136774	0.259457	0.115750	0.142118	0.219608	0.126294	0.136774	0.259457	0.115750	0.142118	0.219608	0.126294	0.136774	0.259457	0.115750	0.257365	0.124930	0.121575	0.119753	0.123429	0.252948	0.257365	0.124930	0.121575	0.119753	0.123429	0.252948	0.257365	0.124930	0.121575	0.119753	0.123429	0.252948	
12000	71.353907	2	0.135563	0.235859	0.121904	0.141236	0.248154	0.117285	0.135563	0.235859	0.121904	0.141236	0.248154	0.117285	0.135563	0.235859	0.121904	0.141236	0.248154	0.117285	0.254913	0.141221	0.113039	0.128138	0.117101	0.245587	0.254913	0.141221	0.113039	0.128138	0.117101	0.245587	0.254913	0.141221	0.113039	0.128138	0.117101	0.245587	
13000	71.353907	2	0.131690	0.227970	0.123372	0.130244	0.259411	0.127313	0.131690	0.227970	0.123372	0.130244	0.259411	0.127313	0.131690	0.227970	0.123372	0.130244	0.259411	0.127313	0.252339	0.125895	0.109568	0.130610	0.132487	0.249101	0.252339	0.125895	0.109568	0.130610	0.132487	0.249101	0.252339	0.125895	0.109568	0.130610	0.132487	0.249101	
14000	71.353907	2	0.128421	0.239169	0.120658	0.132745	0.254205	0.124802	0.128421	0.239169	0.120658	0.132745	0.254205	0.124802	0.128421	0.239169	0.120658	0.132745	0.254205	0.124802	0.263066	0.131638	0.119656	0.117073	0.123066	0.245501	0.263066	0.131638	0.119656	0.117073	0.123066	0.245501	0.263066	0.131638	0.119656	0.117073	0.123066	0.245501	
15000	71.353907	2	0.127073	0.242621	0.133400	0.122252	0.248569	0.126086	0.127073	0.242621	0.133400	0.122252	0.248569	0.126086	0.127073	0.242621	0.133400	0.122252	0.248569	0.126086	0.257554	0.129541	0.120902	0.119642	0.129259	0.243102	0.257554	0.129541	0.120902	0.119642	0.129259	0.243102	0.257554	0.129541	0.120902	0.119642	0.129259	0.243102	
16000	71.353907	2	0.129668	0.236592	0.136075	0.124557	0.257987	0.115120	0.129668	0.236592	0.136075	0.124557	0.257987	0.115120	0.129668	0.236592	0.136075	0.124557	0.257987	0.115120	0.267522	0.124143	0.117525	0.129597	0.121588	0.239626	0.267522	0.124143	0.117525	0.129597	0.121588	0.239626	0.267522	0.124143	0.117525	0.129597	0.121588	0.239626	
17000	71.353907	2	0.132264	0.234188	0.134609	0.133629	0.250987	0.114323	0.132264	0.234188	0.134609	0.133629	0.250987	0.114323	0.132264	0.234188	0.134609	0.133629	0.250987	0.114323	0.279385	0.118241	0.119635	0.120989	0.123703	0.238048	0.279385	0.118241	0.119635	0.120989	0.123703	0.238048	0.279385	0.118241	0.119635	0.120989	0.123703	0.238048	
18000	71.353907	2	0.135401	0.227084	0.131232	0.122851	0.264271	0.119161	0.135401	0.227084	0.131232	0.122851	0.264271	0.119161	0.135401	0.227084	0.131232	0.122851	0.264271	0.119161	0.270657	0.119424	0.117245	0.116841	0.126899	0.248935	0.270657	0.119424	0.117245	0.116841	0.126899	0.248935	0.270657	0.119424	0.117245	0.116841	0.126899	0.248935	
19000	71.353907	2	0.135168	0.225259	0.126068	0.136211	0.259638	0.117656	0.135168	0.225259	0.126068	0.136211	0.259638	0.117656	0.135168	0.225259	0.126068	0.136211	0.259638	0.117656	0.266430	0.130748	0.112843	0.125448	0.128523	0.236008	0.266430	0.130748	0.112843	0.125448	0.128523	0.236008	0.266430	0.130748	0.112843	0.125448	0.128523	0.236008	
20000	71.353907	2	0.129616	0.231473	0.132536	0.131036	0.260075	0.115265	0.129616	0.231473	0.132536	0.131036	0.260075	0.115265	0.129616	0.231473	0.132536	0.131036	0.260075	0.115265	0.268457	0.116092	0.112448	0.121603	0.141354	0.240046	0.268457	0.116092	0.112448	0.121603	0.141354	0.240046	0.268457	0.116092	0.112448	0.121603	0.141354	0.240046	
21000	71.353907	2	0.132732	0.230903	0.125085	0.120975	0.266811	0.123495	0.132732	0.230903	0.125085	0.120975	0.266811	0.123495	0.132732	0.230903	0.125085	0.120975	0.266811	0.123495	0.265773	0.129136	0.107204	0.131873	0.135867	0.230147	0.265773	0.129136	0.107204	0.131873	0.135867	0.230147	0.265773	0.129136	0.107204	0.131873	0.135867	0.230147	
22000	71.353907	2	0.136770	0.226284	0.119225	0.136156	0.262339	0.119226	0.136770	0.226284	0.119225	0.136156	0.262339	0.119226	0.136770	0.226284	0.119225	0.136156	0.262339	0.119226	0.263886	0.129759	0.121318	0.120685	0.122309	0.242043	0.263886	0.129759	0.121318	0.120685	0.122309	0.242043	0.263886	0.129759	0.121318	0.120685	0.122309	0.242043	
23000	71.353907	2	0.128493	0.233766	0.130282	0.132456	0.265030	0.109973	0.128493	0.233766	0.130282	0.132456	0.265030	0.109973	0.128493	0.233766	0.130282	0.132456	0.265030	0.109973	0.276233	0.123312	0.132089	0.117643	0.121376	0.229347	0.276233	0.123312	0.132089	0.117643	0.121376	0.229347	0.276233	0.123312	0.132089	0.117643	0.121376	0.229347	
24000	71.353907	2	0.130693	0.231379	0.131674	0.136375	0.254328	0.115551	0.130693	0.231379	0.131674	0.136375	0.254328	0.115551	0.130693	0.231379	0.131674	0.136375	0.254328	0.115551	0.268563	0.131701	0.112980	0.121597	0.119278	0.245881	0.268563	0.131701	0.112980	0.121597	0.119278	0.245881	0.268563	0.131701	0.112980	0.121597	0.119278	0.245881	
25000	71.353907	2	0.133217	0.247678	0.128689	0.129703	0.240258	0.120456	0.133217	0.247678	0.128689	0.129703	0.240258	0.120456	0.133217	0.247678	0.128689	0.129703	0.240258	0.120456	0.255791	0.121340	0.119043	0.129681	0.131096	0.243049	0.255791	0.121340	0.119043	0.129681	0.131096	0.243049	0.255791	0.121340	0.119043	0.129681	0.131096	0.243049	
26000	71.353907	2	0.132551	0.244042	0.125149	0.135297	0.252062	0.110898	0.132551	0.244042	0.125149	0.135297	0.252062	0.110898	0.132551	0.244042	0.125149	0.135297	0.252062	0.110898	0.261237	0.128482	0.115068	0.124632	0.130479	0.240102	0.261237	0.128482	0.115068	0.124632	0.130479	0.240102	0.261237	0.128482	0.115068	0.124632	0.130479	0.240102	
27000	71.353907	2	0.132253	0.247908	0.126224	0.138192	0.234866	0.120557	0.132253	0.247908	0.126224	0.138192	0.234866	0.120557	0.132253	0.247908	0.126224	0.138192	0.234866	0.120557	0.253487	0.130919	0.107802	0.124100	0.128788	0.254904	0.253487	0.130919	0.107802	0.124100	0.128788	0.254904	0.253487	0.130919	0.107802	0.124100	0.128788	0.254904	
28000	71.353907	2	0.140825	0.235845	0.126029	0.136227	0.249543	0.111531	0.140825	0.235845	0.126029	0.136227	0.249543	0.111531	0.140825	0.235845	0.126029	0.136227	0.249543	0.111531	0.263838	0.123514	0.132399	0.120521	0.125600	0.234127	0.263838	0.123514	0.132399	0.120521	0.125600	0.234127	0.263838	0.123514	0.132399	0.120521	0.125600	0.234127	
