Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.141914	0.262209	0.129305	0.126142	0.212496	0.127934	0.141914	0.262209	0.129305	0.126142	0.212496	0.127934	0.141914	0.262209	0.129305	0.126142	0.212496	0.127934	0.219444	0.139284	0.113858	0.121071	0.138971	0.267373	0.219444	0.139284	0.113858	0.121071	0.138971	0.267373	0.219444	0.139284	0.113858	0.121071	0.138971	0.267373	
2000	71.353907	2	0.134240	0.237469	0.127419	0.115821	0.261224	0.123827	0.134240	0.237469	0.127419	0.115821	0.261224	0.123827	0.134240	0.237469	0.127419	0.115821	0.261224	0.123827	0.240959	0.121685	0.119169	0.123423	0.127614	0.267151	0.240959	0.121685	0.119169	0.123423	0.127614	0.267151	0.240959	0.121685	0.119169	0.123423	0.127614	0.267151	
3000	71.353907	2	0.136517	0.246507	0.129936	0.116857	0.258647	0.111537	0.136517	0.246507	0.129936	0.116857	0.258647	0.111537	0.136517	0.246507	0.129936	0.116857	0.258647	0.111537	0.248601	0.123041	0.119725	0.120678	0.128849	0.259107	0.248601	0.123041	0.119725	0.120678	0.128849	0.259107	0.248601	0.123041	0.119725	0.120678	0.128849	0.259107	
4000	71.353907	2	0.131094	0.245988	0.128908	0.118382	0.250688	0.124939	0.131094	0.245988	0.128908	0.118382	0.250688	0.124939	0.131094	0.245988	0.128908	0.118382	0.250688	0.124939	0.252435	0.121642	0.127581	0.117518	0.123046	0.257779	0.252435	0.121642	0.127581	0.117518	0.123046	0.257779	0.252435	0.121642	0.127581	0.117518	0.123046	0.257779	
5000	71.353907	2	0.130405	0.250799	0.127110	0.120749	0.264994	0.105943	0.130405	0.250799	0.127110	0.120749	0.264994	0.105943	0.130405	0.250799	0.127110	0.120749	0.264994	0.105943	0.234761	0.119177	0.123813	0.111301	0.132205	0.278743	0.234761	0.119177	0.123813	0.111301	0.132205	0.278743	0.234761	0.119177	0.123813	0.111301	0.132205	0.278743	
6000	71.353907	2	0.131923	0.252407	0.130126	0.112236	0.255142	0.118166	0.131923	0.252407	0.130126	0.112236	0.255142	0.118166	0.131923	0.252407	0.130126	0.112236	0.255142	0.118166	0.246908	0.129633	0.125339	0.119482	0.127963	0.250674	0.246908	0.129633	0.125339	0.119482	0.127963	0.250674	0.246908	0.129633	0.125339	0.119482	0.127963	0.250674	
7000	71.353907	2	0.130187	0.243147	0.124425	0.113963	0.270029	0.118249	0.130187	0.243147	0.124425	0.113963	0.270029	0.118249	0.130187	0.243147	0.124425	0.113963	0.270029	0.118249	0.249389	0.115063	0.121648	0.125938	0.123976	0.263986	0.249389	0.115063	0.121648	0.125938	0.123976	0.263986	0.249389	0.115063	0.121648	0.125938	0.123976	0.263986	
8000	71.353907	2	0.135115	0.241704	0.133329	0.107892	0.268049	0.113910	0.135115	0.241704	0.133329	0.107892	0.268049	0.113910	0.135115	0.241704	0.133329	0.107892	0.268049	0.113910	0.256984	0.123395	0.119439	0.112371	0.129696	0.258115	0.256984	0.123395	0.119439	0.112371	0.129696	0.258115	0.256984	0.123395	0.119439	0.112371	0.129696	0.258115	
9000	71.353907	2	0.124761	0.235196	0.130548	0.118024	0.280378	0.111093	0.124761	0.235196	0.130548	0.118024	0.280378	0.111093	0.124761	0.235196	0.130548	0.118024	0.280378	0.111093	0.246055	0.107146	0.125282	0.130024	0.129786	0.261707	0.246055	0.107146	0.125282	0.130024	0.129786	0.261707	0.246055	0.107146	0.125282	0.130024	0.129786	0.261707	
10000	71.353907	2	0.132885	0.241646	0.122431	0.120763	0.260991	0.121283	0.132885	0.241646	0.122431	0.120763	0.260991	0.121283	0.132885	0.241646	0.122431	0.120763	0.260991	0.121283	0.223121	0.123416	0.125227	0.124517	0.125642	0.278078	0.223121	0.123416	0.125227	0.124517	0.125642	0.278078	0.223121	0.123416	0.125227	0.124517	0.125642	0.278078	
11000	71.353907	2	0.137098	0.236786	0.126124	0.129902	0.257446	0.112645	0.137098	0.236786	0.126124	0.129902	0.257446	0.112645	0.137098	0.236786	0.126124	0.129902	0.257446	0.112645	0.233259	0.114092	0.131200	0.122485	0.123077	0.275888	0.233259	0.114092	0.131200	0.122485	0.123077	0.275888	0.233259	0.114092	0.131200	0.122485	0.123077	0.275888	
12000	71.353907	2	0.137787	0.254625	0.121670	0.117543	0.259983	0.108391	0.137787	0.254625	0.121670	0.117543	0.259983	0.108391	0.137787	0.254625	0.121670	0.117543	0.259983	0.108391	0.253319	0.130396	0.125004	0.117734	0.123233	0.250314	0.253319	0.130396	0.125004	0.117734	0.123233	0.250314	0.253319	0.130396	0.125004	0.117734	0.123233	0.250314	
13000	71.353907	2	0.136440	0.228347	0.131606	0.120386	0.273485	0.109736	0.136440	0.228347	0.131606	0.120386	0.273485	0.109736	0.136440	0.228347	0.131606	0.120386	0.273485	0.109736	0.245513	0.115089	0.128280	0.120724	0.124228	0.266166	0.245513	0.115089	0.128280	0.120724	0.124228	0.266166	0.245513	0.115089	0.128280	0.120724	0.124228	0.266166	
14000	71.353907	2	0.142349	0.245681	0.123652	0.112878	0.263609	0.111832	0.142349	0.245681	0.123652	0.112878	0.263609	0.111832	0.142349	0.245681	0.123652	0.112878	0.263609	0.111832	0.248370	0.118201	0.117085	0.121311	0.119416	0.275616	0.248370	0.118201	0.117085	0.121311	0.119416	0.275616	0.248370	0.118201	0.117085	0.121311	0.119416	0.275616	
15000	71.353907	2	0.130706	0.237853	0.136167	0.124914	0.258156	0.112203	0.130706	0.237853	0.136167	0.124914	0.258156	0.112203	0.130706	0.237853	0.136167	0.124914	0.258156	0.112203	0.244531	0.108965	0.129226	0.124592	0.121211	0.271475	0.244531	0.108965	0.129226	0.124592	0.121211	0.271475	0.244531	0.108965	0.129226	0.124592	0.121211	0.271475	
16000	71.353907	3	0.127265	0.252153	0.134945	0.126762	0.254428	0.104447	0.221920	0.228660	0.154895	0.165037	0.157551	0.071937	0.127265	0.252153	0.134945	0.126762	0.254428	0.104447	0.233094	0.120112	0.128329	0.128198	0.132382	0.257885	0.233094	0.120112	0.128329	0.128198	0.132382	0.257885	0.233094	0.120112	0.128329	0.128198	0.132382	0.257885	
17000	71.353907	2	0.129124	0.254248	0.130890	0.118858	0.260880	0.106001	0.129124	0.254248	0.130890	0.118858	0.260880	0.106001	0.129124	0.254248	0.130890	0.118858	0.260880	0.106001	0.242360	0.122623	0.130779	0.124487	0.116397	0.263354	0.242360	0.122623	0.130779	0.124487	0.116397	0.263354	0.242360	0.122623	0.130779	0.124487	0.116397	0.263354	
18000	71.353907	2	0.126537	0.248910	0.122061	0.133143	0.263144	0.106205	0.126537	0.248910	0.122061	0.133143	0.263144	0.106205	0.126537	0.248910	0.122061	0.133143	0.263144	0.106205	0.236961	0.119606	0.126910	0.125654	0.123678	0.267191	0.236961	0.119606	0.126910	0.125654	0.123678	0.267191	0.236961	0.119606	0.126910	0.125654	0.123678	0.267191	
19000	71.353907	2	0.131539	0.247190	0.130164	0.130074	0.252491	0.108542	0.131539	0.247190	0.130164	0.130074	0.252491	0.108542	0.131539	0.247190	0.130164	0.130074	0.252491	0.108542	0.233232	0.115542	0.124258	0.132718	0.126622	0.267627	0.233232	0.115542	0.124258	0.132718	0.126622	0.267627	0.233232	0.115542	0.124258	0.132718	0.126622	0.267627	
20000	71.353907	2	0.124927	0.249099	0.130866	0.119484	0.263337	0.112287	0.124927	0.249099	0.130866	0.119484	0.263337	0.112287	0.124927	0.249099	0.130866	0.119484	0.263337	0.112287	0.229198	0.113675	0.119881	0.119216	0.138205	0.279824	0.229198	0.113675	0.119881	0.119216	0.138205	0.279824	0.229198	0.113675	0.119881	0.119216	0.138205	0.279824	
21000	71.353907	2	0.139976	0.242617	0.129185	0.117422	0.259955	0.110845	0.139976	0.242617	0.129185	0.117422	0.259955	0.110845	0.139976	0.242617	0.129185	0.117422	0.259955	0.110845	0.229444	0.121438	0.119236	0.122575	0.126804	0.280503	0.229444	0.121438	0.119236	0.122575	0.126804	0.280503	0.229444	0.121438	0.119236	0.122575	0.126804	0.280503	
22000	71.353907	2	0.125305	0.252940	0.129559	0.126202	0.251137	0.114857	0.125305	0.252940	0.129559	0.126202	0.251137	0.114857	0.125305	0.252940	0.129559	0.126202	0.251137	0.114857	0.237103	0.116484	0.126474	0.127579	0.130126	0.262234	0.237103	0.116484	0.126474	0.127579	0.130126	0.262234	0.237103	0.116484	0.126474	0.127579	0.130126	0.262234	
23000	71.353907	2	0.134295	0.239352	0.134341	0.122963	0.260406	0.108643	0.134295	0.239352	0.134341	0.122963	0.260406	0.108643	0.134295	0.239352	0.134341	0.122963	0.260406	0.108643	0.237992	0.119986	0.120472	0.118233	0.134574	0.268744	0.237992	0.119986	0.120472	0.118233	0.134574	0.268744	0.237992	0.119986	0.120472	0.118233	0.134574	0.268744	
24000	71.353907	2	0.134693	0.249504	0.132970	0.119639	0.250344	0.112851	0.134693	0.249504	0.132970	0.119639	0.250344	0.112851	0.134693	0.249504	0.132970	0.119639	0.250344	0.112851	0.245858	0.126767	0.129569	0.129125	0.118946	0.249734	0.245858	0.126767	0.129569	0.129125	0.118946	0.249734	0.245858	0.126767	0.129569	0.129125	0.118946	0.249734	
25000	71.353907	2	0.129207	0.230856	0.125162	0.125130	0.271100	0.118545	0.129207	0.230856	0.125162	0.125130	0.271100	0.118545	0.129207	0.230856	0.125162	0.125130	0.271100	0.118545	0.229610	0.129478	0.131554	0.128265	0.126427	0.254666	0.229610	0.129478	0.131554	0.128265	0.126427	0.254666	0.229610	0.129478	0.131554	0.128265	0.126427	0.254666	
26000	71.353907	2	0.135480	0.248255	0.133069	0.125251	0.247511	0.110435	0.135480	0.248255	0.133069	0.125251	0.247511	0.110435	0.135480	0.248255	0.133069	0.125251	0.247511	0.110435	0.231910	0.113108	0.130529	0.132597	0.130705	0.261152	0.231910	0.113108	0.130529	0.132597	0.130705	0.261152	0.231910	0.113108	0.130529	0.132597	0.130705	0.261152	
27000	71.353907	2	0.130983	0.242415	0.129943	0.122467	0.262787	0.111404	0.130983	0.242415	0.129943	0.122467	0.262787	0.111404	0.130983	0.242415	0.129943	0.122467	0.262787	0.111404	0.241263	0.121031	0.122521	0.127331	0.125146	0.262707	0.241263	0.121031	0.122521	0.127331	0.125146	0.262707	0.241263	0.121031	0.122521	0.127331	0.125146	0.262707	
28000	71.353907	2	0.125872	0.260309	0.132315	0.122618	0.248992	0.109893	0.125872	0.260309	0.132315	0.122618	0.248992	0.109893	0.125872	0.260309	0.132315	0.122618	0.248992	0.109893	0.240520	0.119084	0.130185	0.135194	0.116891	0.258126	0.240520	0.119084	0.130185	0.135194	0.116891	0.258126	0.240520	0.119084	0.130185	0.135194	0.116891	0.258126	
29000	71.353907	2	0.135191	0.240203	0.128811	0.116568	0.267944	0.111283	0.135191	0.240203	0.128811	0.116568	0.267944	0.111283	0.135191	0.240203	0.128811	0.116568	0.267944	0.111283	0.240655	0.120528	0.113529	0.126738	0.131784	0.266766	0.240655	0.120528	0.113529	0.126738	0.131784	0.266766	0.240655	0.120528	0.113529	0.126738	0.131784	0.266766	
30000	71.353907	2	0.128653	0.247593	0.122429	0.129781	0.257824	0.113720	0.128653	0.247593	0.122429	0.129781	0.257824	0.113720	0.128653	0.247593	0.122429	0.129781	0.257824	0.113720	0.248944	0.105532	0.126890	0.131494	0.124354	0.262786	0.248944	0.105532	0.126890	0.131494	0.124354	0.262786	0.248944	0.105532	0.126890	0.131494	0.124354	0.262786	
31000	71.353907	2	0.143737	0.243212	0.123839	0.117645	0.259045	0.112521	0.143737	0.243212	0.123839	0.117645	0.259045	0.112521	0.143737	0.243212	0.123839	0.117645	0.259045	0.112521	0.233730	0.125369	0.132971	0.123446	0.130267	0.254218	0.233730	0.125369	0.132971	0.123446	0.130267	0.254218	0.233730	0.125369	0.132971	0.123446	0.130267	0.254218	
32000	71.353907	2	0.136489	0.247043	0.131379	0.122064	0.251841	0.111183	0.136489	0.247043	0.131379	0.122064	0.251841	0.111183	0.136489	0.247043	0.131379	0.122064	0.251841	0.111183	0.235675	0.112525	0.133792	0.121815	0.125659	0.270534	0.235675	0.112525	0.133792	0.121815	0.125659	0.270534	0.235675	0.112525	0.133792	0.121815	0.125659	0.270534	
