Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.144367	0.258373	0.121312	0.122975	0.224238	0.128735	0.144367	0.258373	0.121312	0.122975	0.224238	0.128735	0.144367	0.258373	0.121312	0.122975	0.224238	0.128735	0.241854	0.146932	0.115213	0.126515	0.138837	0.230649	0.241854	0.146932	0.115213	0.126515	0.138837	0.230649	0.241854	0.146932	0.115213	0.126515	0.138837	0.230649	
2000	71.353907	2	0.140057	0.239551	0.115400	0.148302	0.226149	0.130541	0.140057	0.239551	0.115400	0.148302	0.226149	0.130541	0.140057	0.239551	0.115400	0.148302	0.226149	0.130541	0.247869	0.144040	0.130135	0.124406	0.126640	0.226910	0.247869	0.144040	0.130135	0.124406	0.126640	0.226910	0.247869	0.144040	0.130135	0.124406	0.126640	0.226910	
3000	71.353907	2	0.137414	0.237047	0.125575	0.128690	0.244023	0.127250	0.137414	0.237047	0.125575	0.128690	0.244023	0.127250	0.137414	0.237047	0.125575	0.128690	0.244023	0.127250	0.235030	0.130921	0.123119	0.136290	0.127988	0.246652	0.235030	0.130921	0.123119	0.136290	0.127988	0.246652	0.235030	0.130921	0.123119	0.136290	0.127988	0.246652	
4000	71.353907	2	0.145757	0.232689	0.122065	0.132984	0.236083	0.130421	0.145757	0.232689	0.122065	0.132984	0.236083	0.130421	0.145757	0.232689	0.122065	0.132984	0.236083	0.130421	0.237337	0.137393	0.142055	0.129735	0.120671	0.232810	0.237337	0.137393	0.142055	0.129735	0.120671	0.232810	0.237337	0.137393	0.142055	0.129735	0.120671	0.232810	
5000	71.353907	2	0.141884	0.233063	0.128618	0.130607	0.235406	0.130422	0.141884	0.233063	0.128618	0.130607	0.235406	0.130422	0.141884	0.233063	0.128618	0.130607	0.235406	0.130422	0.260686	0.132796	0.119200	0.130967	0.125975	0.230376	0.260686	0.132796	0.119200	0.130967	0.125975	0.230376	0.260686	0.132796	0.119200	0.130967	0.125975	0.230376	
6000	71.353907	2	0.133686	0.230806	0.127309	0.139643	0.242552	0.126005	0.133686	0.230806	0.127309	0.139643	0.242552	0.126005	0.133686	0.230806	0.127309	0.139643	0.242552	0.126005	0.244902	0.137168	0.129028	0.131457	0.110688	0.246757	0.244902	0.137168	0.129028	0.131457	0.110688	0.246757	0.244902	0.137168	0.129028	0.131457	0.110688	0.246757	
7000	71.353907	2	0.130438	0.246857	0.122886	0.127719	0.241729	0.130371	0.130438	0.246857	0.122886	0.127719	0.241729	0.130371	0.130438	0.246857	0.122886	0.127719	0.241729	0.130371	0.241039	0.138275	0.117569	0.128331	0.138487	0.236299	0.241039	0.138275	0.117569	0.128331	0.138487	0.236299	0.241039	0.138275	0.117569	0.128331	0.138487	0.236299	
8000	71.353907	2	0.138739	0.248408	0.125012	0.125220	0.231735	0.130886	0.138739	0.248408	0.125012	0.125220	0.231735	0.130886	0.138739	0.248408	0.125012	0.125220	0.231735	0.130886	0.251283	0.141114	0.129419	0.116069	0.130358	0.231757	0.251283	0.141114	0.129419	0.116069	0.130358	0.231757	0.251283	0.141114	0.129419	0.116069	0.130358	0.231757	
9000	71.353907	2	0.133059	0.250303	0.121000	0.116873	0.239408	0.139357	0.133059	0.250303	0.121000	0.116873	0.239408	0.139357	0.133059	0.250303	0.121000	0.116873	0.239408	0.139357	0.232681	0.139258	0.122659	0.122580	0.138640	0.244182	0.232681	0.139258	0.122659	0.122580	0.138640	0.244182	0.232681	0.139258	0.122659	0.122580	0.138640	0.244182	
10000	71.353907	2	0.131963	0.243045	0.119021	0.123315	0.239066	0.143591	0.131963	0.243045	0.119021	0.123315	0.239066	0.143591	0.131963	0.243045	0.119021	0.123315	0.239066	0.143591	0.249531	0.134685	0.126535	0.125683	0.124945	0.238622	0.249531	0.134685	0.126535	0.125683	0.124945	0.238622	0.249531	0.134685	0.126535	0.125683	0.124945	0.238622	
