Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	
1000	71.353907	5	9.910728	10.148213	20.532381	8.357946	10.580749	20.532381	
2000	71.353907	5	9.084009	9.074786	20.350689	8.957727	9.831610	20.350689	
3000	71.353907	5	10.254292	8.528460	19.439368	8.407458	10.173394	19.439368	
4000	71.353907	5	9.988831	9.194538	19.934129	7.187973	10.704501	19.934129	
5000	71.353907	4	10.150313	9.230665	19.179946	9.230665	10.471116	19.179946	
6000	71.353907	5	9.652985	9.271112	18.622932	8.491816	9.967518	18.622932	
7000	71.353907	4	8.821437	8.417624	19.377114	8.417624	9.180063	19.377114	
8000	71.353907	5	9.962618	9.297961	18.530763	9.003334	10.806883	18.530763	
9000	71.353907	5	9.375432	9.119869	18.719216	7.991642	9.117258	18.719216	
10000	71.353907	4	8.793601	8.715497	17.562364	8.715497	9.788675	17.562364	
11000	71.353907	4	8.612330	9.908803	18.017152	8.612330	9.069785	18.017152	
12000	71.353907	4	9.757909	9.757909	18.207075	8.911781	9.814369	18.207075	
13000	71.353907	4	8.563282	11.692322	17.706541	8.563282	9.970237	17.706541	
14000	71.353907	5	9.168257	10.355188	18.253201	8.339023	9.452588	18.253201	
15000	71.353907	5	9.369456	10.049506	17.574743	8.609572	9.213216	17.574743	
16000	71.353907	4	8.256296	9.997164	18.321281	8.256296	9.870611	18.321281	
17000	71.353907	5	9.368345	9.928672	18.440694	8.597975	8.841824	18.440694	
18000	71.353907	5	10.340239	9.722713	18.227760	8.949257	8.633039	18.227760	
19000	71.353907	5	9.528362	9.476827	18.430380	8.216136	9.504069	18.430380	
20000	71.353907	5	9.188255	11.779217	17.752936	8.684143	9.251177	17.752936	
21000	71.353907	5	9.262025	9.422517	18.042821	7.829284	9.521472	18.042821	
22000	71.353907	5	10.224256	9.522836	16.905724	8.756380	9.008828	16.905724	
23000	71.353907	4	9.565177	8.984725	17.641469	8.728763	9.565177	17.641469	
24000	71.353907	5	10.296247	9.747027	18.599159	8.004071	9.041647	18.599159	
25000	71.353907	5	9.175466	10.583353	17.656799	7.317138	8.694988	17.656799	
26000	71.353907	5	10.948374	10.196850	17.831063	8.047977	9.369196	17.831063	
27000	71.353907	5	11.061919	10.799649	17.246180	8.281441	9.640541	17.246180	
28000	71.353907	5	11.026219	12.468259	16.055190	7.952231	9.478165	16.055190	
29000	71.353907	5	10.226980	10.503569	17.242143	8.211235	8.908130	17.242143	
30000	71.353907	5	10.726788	10.387157	17.268593	8.004935	9.230223	17.268593	
31000	71.353907	5	10.010251	10.214361	17.497700	8.038173	8.838483	17.497700	
32000	71.353907	5	9.781306	10.075476	16.497660	8.096452	9.157132	16.497660	
33000	71.353907	5	10.408465	9.865682	16.769980	8.298855	8.131837	16.769980	
34000	71.353907	5	9.809696	10.410870	16.553092	9.221678	8.642750	16.553092	
35000	71.353907	5	10.772263	10.661551	16.228541	8.140847	9.248655	16.228541	
36000	71.353907	5	10.334121	9.152153	17.929929	7.732345	8.601404	17.929929	
37000	71.353907	5	10.242996	10.975818	17.157585	7.628411	8.600774	17.157585	
38000	71.353907	5	10.500309	11.518812	16.880111	7.800244	9.274325	16.880111	
39000	71.353907	5	10.243190	9.265991	17.078078	8.282985	9.307548	17.078078	
40000	71.353907	4	9.449593	8.796735	17.040097	8.796735	9.493388	17.040097	
41000	71.353907	5	10.088414	9.647238	16.954493	8.496156	8.928579	16.954493	
