Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	0.092720	2	0.117709	0.269722	0.131550	0.136903	0.208964	0.135152	0.117709	0.269722	0.131550	0.136903	0.208964	0.135152	0.117709	0.269722	0.131550	0.136903	0.208964	0.135152	0.268953	0.129604	0.127235	0.110994	0.134023	0.229192	0.268953	0.129604	0.127235	0.110994	0.134023	0.229192	0.268953	0.129604	0.127235	0.110994	0.134023	0.229192	
2000	0.092720	2	0.113455	0.263429	0.133575	0.136947	0.217699	0.134895	0.113455	0.263429	0.133575	0.136947	0.217699	0.134895	0.113455	0.263429	0.133575	0.136947	0.217699	0.134895	0.260586	0.116679	0.130617	0.110092	0.136975	0.245052	0.260586	0.116679	0.130617	0.110092	0.136975	0.245052	0.260586	0.116679	0.130617	0.110092	0.136975	0.245052	
3000	0.092720	2	0.117625	0.259676	0.135631	0.119049	0.225735	0.142284	0.117625	0.259676	0.135631	0.119049	0.225735	0.142284	0.117625	0.259676	0.135631	0.119049	0.225735	0.142284	0.250501	0.124115	0.125934	0.112636	0.124563	0.262253	0.250501	0.124115	0.125934	0.112636	0.124563	0.262253	0.250501	0.124115	0.125934	0.112636	0.124563	0.262253	
4000	0.092720	2	0.111715	0.259969	0.134738	0.132273	0.210504	0.150801	0.111715	0.259969	0.134738	0.132273	0.210504	0.150801	0.111715	0.259969	0.134738	0.132273	0.210504	0.150801	0.250221	0.123151	0.125091	0.104899	0.140309	0.256330	0.250221	0.123151	0.125091	0.104899	0.140309	0.256330	0.250221	0.123151	0.125091	0.104899	0.140309	0.256330	
5000	0.092720	2	0.115192	0.245998	0.137967	0.129596	0.219645	0.151602	0.115192	0.245998	0.137967	0.129596	0.219645	0.151602	0.115192	0.245998	0.137967	0.129596	0.219645	0.151602	0.241639	0.118645	0.125429	0.114684	0.138577	0.261026	0.241639	0.118645	0.125429	0.114684	0.138577	0.261026	0.241639	0.118645	0.125429	0.114684	0.138577	0.261026	
6000	0.092720	2	0.126606	0.252252	0.131861	0.130753	0.223058	0.135470	0.126606	0.252252	0.131861	0.130753	0.223058	0.135470	0.126606	0.252252	0.131861	0.130753	0.223058	0.135470	0.232351	0.123911	0.117607	0.118001	0.146727	0.261404	0.232351	0.123911	0.117607	0.118001	0.146727	0.261404	0.232351	0.123911	0.117607	0.118001	0.146727	0.261404	
7000	0.092720	2	0.119508	0.260708	0.131810	0.138430	0.216702	0.132842	0.119508	0.260708	0.131810	0.138430	0.216702	0.132842	0.119508	0.260708	0.131810	0.138430	0.216702	0.132842	0.242964	0.123374	0.116652	0.116121	0.134634	0.266255	0.242964	0.123374	0.116652	0.116121	0.134634	0.266255	0.242964	0.123374	0.116652	0.116121	0.134634	0.266255	
8000	0.092720	2	0.121195	0.252221	0.133489	0.135096	0.226358	0.131640	0.121195	0.252221	0.133489	0.135096	0.226358	0.131640	0.121195	0.252221	0.133489	0.135096	0.226358	0.131640	0.243279	0.112817	0.116439	0.127943	0.132559	0.266964	0.243279	0.112817	0.116439	0.127943	0.132559	0.266964	0.243279	0.112817	0.116439	0.127943	0.132559	0.266964	
9000	0.092720	2	0.122025	0.257197	0.127736	0.129982	0.224289	0.138770	0.122025	0.257197	0.127736	0.129982	0.224289	0.138770	0.122025	0.257197	0.127736	0.129982	0.224289	0.138770	0.268085	0.119478	0.122860	0.111001	0.145991	0.232585	0.268085	0.119478	0.122860	0.111001	0.145991	0.232585	0.268085	0.119478	0.122860	0.111001	0.145991	0.232585	
10000	0.092720	2	0.121538	0.245744	0.129889	0.124269	0.242669	0.135890	0.121538	0.245744	0.129889	0.124269	0.242669	0.135890	0.121538	0.245744	0.129889	0.124269	0.242669	0.135890	0.258356	0.113606	0.126320	0.114553	0.124472	0.262694	0.258356	0.113606	0.126320	0.114553	0.124472	0.262694	0.258356	0.113606	0.126320	0.114553	0.124472	0.262694	
11000	0.092720	2	0.114657	0.229238	0.126502	0.132118	0.244723	0.152762	0.114657	0.229238	0.126502	0.132118	0.244723	0.152762	0.114657	0.229238	0.126502	0.132118	0.244723	0.152762	0.253429	0.127371	0.131211	0.109828	0.132752	0.245411	0.253429	0.127371	0.131211	0.109828	0.132752	0.245411	0.253429	0.127371	0.131211	0.109828	0.132752	0.245411	
12000	0.092720	2	0.112748	0.248528	0.136029	0.142200	0.232966	0.127528	0.112748	0.248528	0.136029	0.142200	0.232966	0.127528	0.112748	0.248528	0.136029	0.142200	0.232966	0.127528	0.261969	0.114797	0.131695	0.107963	0.136459	0.247117	0.261969	0.114797	0.131695	0.107963	0.136459	0.247117	0.261969	0.114797	0.131695	0.107963	0.136459	0.247117	
13000	0.092720	2	0.121911	0.251017	0.135797	0.124430	0.232288	0.134556	0.121911	0.251017	0.135797	0.124430	0.232288	0.134556	0.121911	0.251017	0.135797	0.124430	0.232288	0.134556	0.250157	0.122126	0.121444	0.110884	0.145240	0.250149	0.250157	0.122126	0.121444	0.110884	0.145240	0.250149	0.250157	0.122126	0.121444	0.110884	0.145240	0.250149	
14000	0.092720	2	0.119451	0.241073	0.139894	0.126670	0.239538	0.133374	0.119451	0.241073	0.139894	0.126670	0.239538	0.133374	0.119451	0.241073	0.139894	0.126670	0.239538	0.133374	0.247427	0.115150	0.139540	0.116235	0.134521	0.247126	0.247427	0.115150	0.139540	0.116235	0.134521	0.247126	0.247427	0.115150	0.139540	0.116235	0.134521	0.247126	
15000	0.092720	2	0.116898	0.252065	0.133267	0.138604	0.228246	0.130920	0.116898	0.252065	0.133267	0.138604	0.228246	0.130920	0.116898	0.252065	0.133267	0.138604	0.228246	0.130920	0.242603	0.124749	0.136486	0.112095	0.130660	0.253406	0.242603	0.124749	0.136486	0.112095	0.130660	0.253406	0.242603	0.124749	0.136486	0.112095	0.130660	0.253406	
16000	0.092720	2	0.129249	0.238538	0.138302	0.129231	0.231668	0.133011	0.129249	0.238538	0.138302	0.129231	0.231668	0.133011	0.129249	0.238538	0.138302	0.129231	0.231668	0.133011	0.249637	0.120657	0.135118	0.108657	0.141060	0.244871	0.249637	0.120657	0.135118	0.108657	0.141060	0.244871	0.249637	0.120657	0.135118	0.108657	0.141060	0.244871	
17000	0.092720	2	0.127262	0.251790	0.134075	0.121760	0.226796	0.138318	0.127262	0.251790	0.134075	0.121760	0.226796	0.138318	0.127262	0.251790	0.134075	0.121760	0.226796	0.138318	0.255978	0.115613	0.129598	0.111770	0.148785	0.238256	0.255978	0.115613	0.129598	0.111770	0.148785	0.238256	0.255978	0.115613	0.129598	0.111770	0.148785	0.238256	
18000	0.092720	2	0.128944	0.241401	0.133459	0.128137	0.236790	0.131268	0.128944	0.241401	0.133459	0.128137	0.236790	0.131268	0.128944	0.241401	0.133459	0.128137	0.236790	0.131268	0.255054	0.119314	0.128601	0.114467	0.140518	0.242046	0.255054	0.119314	0.128601	0.114467	0.140518	0.242046	0.255054	0.119314	0.128601	0.114467	0.140518	0.242046	
19000	0.092720	2	0.129823	0.242221	0.131747	0.122260	0.232940	0.141010	0.129823	0.242221	0.131747	0.122260	0.232940	0.141010	0.129823	0.242221	0.131747	0.122260	0.232940	0.141010	0.246216	0.114496	0.129070	0.116433	0.135724	0.258060	0.246216	0.114496	0.129070	0.116433	0.135724	0.258060	0.246216	0.114496	0.129070	0.116433	0.135724	0.258060	
20000	0.092720	2	0.129229	0.251109	0.137237	0.126196	0.227232	0.128997	0.129229	0.251109	0.137237	0.126196	0.227232	0.128997	0.129229	0.251109	0.137237	0.126196	0.227232	0.128997	0.250124	0.114917	0.134100	0.113929	0.135042	0.251889	0.250124	0.114917	0.134100	0.113929	0.135042	0.251889	0.250124	0.114917	0.134100	0.113929	0.135042	0.251889	
21000	0.092720	2	0.122563	0.257448	0.135696	0.122917	0.232311	0.129065	0.122563	0.257448	0.135696	0.122917	0.232311	0.129065	0.122563	0.257448	0.135696	0.122917	0.232311	0.129065	0.270294	0.113196	0.133979	0.107269	0.130593	0.244669	0.270294	0.113196	0.133979	0.107269	0.130593	0.244669	0.270294	0.113196	0.133979	0.107269	0.130593	0.244669	
22000	0.092720	2	0.118312	0.237742	0.136052	0.132804	0.229957	0.145134	0.118312	0.237742	0.136052	0.132804	0.229957	0.145134	0.118312	0.237742	0.136052	0.132804	0.229957	0.145134	0.248995	0.120644	0.134206	0.111513	0.136961	0.247681	0.248995	0.120644	0.134206	0.111513	0.136961	0.247681	0.248995	0.120644	0.134206	0.111513	0.136961	0.247681	
23000	0.092720	2	0.121211	0.259291	0.125567	0.132113	0.224931	0.136887	0.121211	0.259291	0.125567	0.132113	0.224931	0.136887	0.121211	0.259291	0.125567	0.132113	0.224931	0.136887	0.255611	0.129526	0.123031	0.111851	0.138809	0.241173	0.255611	0.129526	0.123031	0.111851	0.138809	0.241173	0.255611	0.129526	0.123031	0.111851	0.138809	0.241173	
24000	0.092720	2	0.130359	0.243956	0.131931	0.131566	0.232073	0.130117	0.130359	0.243956	0.131931	0.131566	0.232073	0.130117	0.130359	0.243956	0.131931	0.131566	0.232073	0.130117	0.243179	0.127787	0.132647	0.114157	0.133053	0.249177	0.243179	0.127787	0.132647	0.114157	0.133053	0.249177	0.243179	0.127787	0.132647	0.114157	0.133053	0.249177	
25000	0.092720	2	0.129001	0.239797	0.135053	0.129005	0.237725	0.129418	0.129001	0.239797	0.135053	0.129005	0.237725	0.129418	0.129001	0.239797	0.135053	0.129005	0.237725	0.129418	0.241571	0.111621	0.137737	0.112485	0.144950	0.251636	0.241571	0.111621	0.137737	0.112485	0.144950	0.251636	0.241571	0.111621	0.137737	0.112485	0.144950	0.251636	
26000	0.092720	2	0.118878	0.251069	0.128047	0.132872	0.234785	0.134349	0.118878	0.251069	0.128047	0.132872	0.234785	0.134349	0.118878	0.251069	0.128047	0.132872	0.234785	0.134349	0.259337	0.117650	0.123231	0.111868	0.147692	0.240222	0.259337	0.117650	0.123231	0.111868	0.147692	0.240222	0.259337	0.117650	0.123231	0.111868	0.147692	0.240222	
27000	0.092720	2	0.119487	0.246086	0.135253	0.132046	0.230574	0.136554	0.119487	0.246086	0.135253	0.132046	0.230574	0.136554	0.119487	0.246086	0.135253	0.132046	0.230574	0.136554	0.265119	0.120034	0.129570	0.110754	0.139389	0.235135	0.265119	0.120034	0.129570	0.110754	0.139389	0.235135	0.265119	0.120034	0.129570	0.110754	0.139389	0.235135	
28000	0.092720	2	0.124437	0.250531	0.130494	0.132333	0.221753	0.140453	0.124437	0.250531	0.130494	0.132333	0.221753	0.140453	0.124437	0.250531	0.130494	0.132333	0.221753	0.140453	0.246775	0.122120	0.122173	0.112452	0.144124	0.252355	0.246775	0.122120	0.122173	0.112452	0.144124	0.252355	0.246775	0.122120	0.122173	0.112452	0.144124	0.252355	
29000	0.092720	2	0.123324	0.237375	0.130018	0.132861	0.244374	0.132047	0.123324	0.237375	0.130018	0.132861	0.244374	0.132047	0.123324	0.237375	0.130018	0.132861	0.244374	0.132047	0.244497	0.117383	0.133700	0.113445	0.140756	0.250219	0.244497	0.117383	0.133700	0.113445	0.140756	0.250219	0.244497	0.117383	0.133700	0.113445	0.140756	0.250219	
30000	0.092720	2	0.125179	0.251179	0.128001	0.126798	0.236481	0.132363	0.125179	0.251179	0.128001	0.126798	0.236481	0.132363	0.125179	0.251179	0.128001	0.126798	0.236481	0.132363	0.244330	0.126730	0.131461	0.107207	0.139896	0.250376	0.244330	0.126730	0.131461	0.107207	0.139896	0.250376	0.244330	0.126730	0.131461	0.107207	0.139896	0.250376	
31000	0.092720	2	0.122385	0.255091	0.128724	0.134285	0.227186	0.132329	0.122385	0.255091	0.128724	0.134285	0.227186	0.132329	0.122385	0.255091	0.128724	0.134285	0.227186	0.132329	0.243036	0.115819	0.134771	0.113044	0.134577	0.258754	0.243036	0.115819	0.134771	0.113044	0.134577	0.258754	0.243036	0.115819	0.134771	0.113044	0.134577	0.258754	
