Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	0.092720	2	0.129611	0.227921	0.126936	0.108111	0.262837	0.144585	0.129611	0.227921	0.126936	0.108111	0.262837	0.144585	0.129611	0.227921	0.126936	0.108111	0.262837	0.144585	0.228564	0.157175	0.114926	0.138826	0.112501	0.248008	0.228564	0.157175	0.114926	0.138826	0.112501	0.248008	0.228564	0.157175	0.114926	0.138826	0.112501	0.248008	
2000	0.092720	2	0.133184	0.223354	0.133693	0.120780	0.262880	0.126109	0.133184	0.223354	0.133693	0.120780	0.262880	0.126109	0.133184	0.223354	0.133693	0.120780	0.262880	0.126109	0.242387	0.154618	0.129387	0.126832	0.121189	0.225586	0.242387	0.154618	0.129387	0.126832	0.121189	0.225586	0.242387	0.154618	0.129387	0.126832	0.121189	0.225586	
3000	0.092720	2	0.135509	0.243302	0.124343	0.115031	0.250481	0.131335	0.135509	0.243302	0.124343	0.115031	0.250481	0.131335	0.135509	0.243302	0.124343	0.115031	0.250481	0.131335	0.242882	0.149321	0.122953	0.129698	0.110480	0.244667	0.242882	0.149321	0.122953	0.129698	0.110480	0.244667	0.242882	0.149321	0.122953	0.129698	0.110480	0.244667	
4000	0.092720	2	0.123413	0.241496	0.134758	0.106335	0.262013	0.131985	0.123413	0.241496	0.134758	0.106335	0.262013	0.131985	0.123413	0.241496	0.134758	0.106335	0.262013	0.131985	0.229053	0.147114	0.120458	0.119483	0.136697	0.247194	0.229053	0.147114	0.120458	0.119483	0.136697	0.247194	0.229053	0.147114	0.120458	0.119483	0.136697	0.247194	
5000	0.092720	2	0.137672	0.252938	0.132826	0.109829	0.240038	0.126698	0.137672	0.252938	0.132826	0.109829	0.240038	0.126698	0.137672	0.252938	0.132826	0.109829	0.240038	0.126698	0.219806	0.153084	0.141191	0.127235	0.114953	0.243732	0.219806	0.153084	0.141191	0.127235	0.114953	0.243732	0.219806	0.153084	0.141191	0.127235	0.114953	0.243732	
6000	0.092720	2	0.133228	0.240916	0.124893	0.118229	0.252220	0.130515	0.133228	0.240916	0.124893	0.118229	0.252220	0.130515	0.133228	0.240916	0.124893	0.118229	0.252220	0.130515	0.240281	0.149034	0.124409	0.133948	0.118669	0.233658	0.240281	0.149034	0.124409	0.133948	0.118669	0.233658	0.240281	0.149034	0.124409	0.133948	0.118669	0.233658	
7000	0.092720	2	0.129270	0.241147	0.124223	0.112487	0.253240	0.139633	0.129270	0.241147	0.124223	0.112487	0.253240	0.139633	0.129270	0.241147	0.124223	0.112487	0.253240	0.139633	0.233683	0.143444	0.124430	0.124455	0.123043	0.250944	0.233683	0.143444	0.124430	0.124455	0.123043	0.250944	0.233683	0.143444	0.124430	0.124455	0.123043	0.250944	
8000	0.092720	2	0.126742	0.241856	0.130024	0.104490	0.261033	0.135855	0.126742	0.241856	0.130024	0.104490	0.261033	0.135855	0.126742	0.241856	0.130024	0.104490	0.261033	0.135855	0.244885	0.151686	0.126874	0.116006	0.118441	0.242107	0.244885	0.151686	0.126874	0.116006	0.118441	0.242107	0.244885	0.151686	0.126874	0.116006	0.118441	0.242107	
9000	0.092720	2	0.134556	0.229227	0.132229	0.111721	0.261538	0.130729	0.134556	0.229227	0.132229	0.111721	0.261538	0.130729	0.134556	0.229227	0.132229	0.111721	0.261538	0.130729	0.239902	0.152425	0.118041	0.135288	0.122124	0.232220	0.239902	0.152425	0.118041	0.135288	0.122124	0.232220	0.239902	0.152425	0.118041	0.135288	0.122124	0.232220	
10000	0.092720	2	0.122124	0.242066	0.126312	0.125244	0.254244	0.130011	0.122124	0.242066	0.126312	0.125244	0.254244	0.130011	0.122124	0.242066	0.126312	0.125244	0.254244	0.130011	0.239537	0.147118	0.121310	0.129581	0.126774	0.235679	0.239537	0.147118	0.121310	0.129581	0.126774	0.235679	0.239537	0.147118	0.121310	0.129581	0.126774	0.235679	
11000	0.092720	2	0.130383	0.238220	0.125230	0.124323	0.245368	0.136476	0.130383	0.238220	0.125230	0.124323	0.245368	0.136476	0.130383	0.238220	0.125230	0.124323	0.245368	0.136476	0.236289	0.161007	0.126297	0.130219	0.114688	0.231501	0.236289	0.161007	0.126297	0.130219	0.114688	0.231501	0.236289	0.161007	0.126297	0.130219	0.114688	0.231501	
12000	0.092720	2	0.147286	0.244097	0.124624	0.112060	0.251429	0.120504	0.147286	0.244097	0.124624	0.112060	0.251429	0.120504	0.147286	0.244097	0.124624	0.112060	0.251429	0.120504	0.252811	0.148479	0.119986	0.134368	0.106965	0.237392	0.252811	0.148479	0.119986	0.134368	0.106965	0.237392	0.252811	0.148479	0.119986	0.134368	0.106965	0.237392	
13000	0.092720	2	0.128687	0.238326	0.124942	0.121936	0.262061	0.124049	0.128687	0.238326	0.124942	0.121936	0.262061	0.124049	0.128687	0.238326	0.124942	0.121936	0.262061	0.124049	0.245160	0.152709	0.122087	0.127602	0.119307	0.233136	0.245160	0.152709	0.122087	0.127602	0.119307	0.233136	0.245160	0.152709	0.122087	0.127602	0.119307	0.233136	
14000	0.092720	2	0.133523	0.219394	0.129288	0.118034	0.265287	0.134474	0.133523	0.219394	0.129288	0.118034	0.265287	0.134474	0.133523	0.219394	0.129288	0.118034	0.265287	0.134474	0.243705	0.150667	0.128781	0.128451	0.112404	0.235993	0.243705	0.150667	0.128781	0.128451	0.112404	0.235993	0.243705	0.150667	0.128781	0.128451	0.112404	0.235993	
15000	0.092720	2	0.132413	0.247996	0.136340	0.115564	0.244994	0.122693	0.132413	0.247996	0.136340	0.115564	0.244994	0.122693	0.132413	0.247996	0.136340	0.115564	0.244994	0.122693	0.252284	0.147775	0.125775	0.121041	0.122565	0.230560	0.252284	0.147775	0.125775	0.121041	0.122565	0.230560	0.252284	0.147775	0.125775	0.121041	0.122565	0.230560	
16000	0.092720	2	0.136664	0.236306	0.128998	0.107704	0.255362	0.134965	0.136664	0.236306	0.128998	0.107704	0.255362	0.134965	0.136664	0.236306	0.128998	0.107704	0.255362	0.134965	0.239528	0.146780	0.120293	0.136400	0.110973	0.246027	0.239528	0.146780	0.120293	0.136400	0.110973	0.246027	0.239528	0.146780	0.120293	0.136400	0.110973	0.246027	
17000	0.092720	2	0.122582	0.254603	0.129138	0.113092	0.244728	0.135857	0.122582	0.254603	0.129138	0.113092	0.244728	0.135857	0.122582	0.254603	0.129138	0.113092	0.244728	0.135857	0.243848	0.148539	0.128137	0.125170	0.117663	0.236643	0.243848	0.148539	0.128137	0.125170	0.117663	0.236643	0.243848	0.148539	0.128137	0.125170	0.117663	0.236643	
18000	0.092720	2	0.128155	0.252793	0.127452	0.111263	0.246147	0.134190	0.128155	0.252793	0.127452	0.111263	0.246147	0.134190	0.128155	0.252793	0.127452	0.111263	0.246147	0.134190	0.250423	0.145964	0.128774	0.124291	0.118699	0.231849	0.250423	0.145964	0.128774	0.124291	0.118699	0.231849	0.250423	0.145964	0.128774	0.124291	0.118699	0.231849	
