Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	0.092720	2	0.137772	0.249457	0.121362	0.106009	0.254242	0.131159	0.137772	0.249457	0.121362	0.106009	0.254242	0.131159	0.137772	0.249457	0.121362	0.106009	0.254242	0.131159	0.253794	0.133926	0.133596	0.127513	0.124079	0.227091	0.253794	0.133926	0.133596	0.127513	0.124079	0.227091	0.253794	0.133926	0.133596	0.127513	0.124079	0.227091	
2000	0.092720	2	0.120928	0.250855	0.107711	0.130762	0.247693	0.142052	0.120928	0.250855	0.107711	0.130762	0.247693	0.142052	0.120928	0.250855	0.107711	0.130762	0.247693	0.142052	0.249887	0.134505	0.124959	0.126843	0.120100	0.243707	0.249887	0.134505	0.124959	0.126843	0.120100	0.243707	0.249887	0.134505	0.124959	0.126843	0.120100	0.243707	
3000	0.092720	2	0.135896	0.253569	0.116000	0.134802	0.231416	0.128317	0.135896	0.253569	0.116000	0.134802	0.231416	0.128317	0.135896	0.253569	0.116000	0.134802	0.231416	0.128317	0.259123	0.118493	0.133583	0.129174	0.121807	0.237820	0.259123	0.118493	0.133583	0.129174	0.121807	0.237820	0.259123	0.118493	0.133583	0.129174	0.121807	0.237820	
4000	0.092720	2	0.141811	0.224682	0.118319	0.137778	0.243046	0.134365	0.141811	0.224682	0.118319	0.137778	0.243046	0.134365	0.141811	0.224682	0.118319	0.137778	0.243046	0.134365	0.258897	0.128660	0.126251	0.131696	0.120229	0.234268	0.258897	0.128660	0.126251	0.131696	0.120229	0.234268	0.258897	0.128660	0.126251	0.131696	0.120229	0.234268	
5000	0.092720	2	0.138049	0.249725	0.121217	0.140716	0.231877	0.118415	0.138049	0.249725	0.121217	0.140716	0.231877	0.118415	0.138049	0.249725	0.121217	0.140716	0.231877	0.118415	0.244813	0.133283	0.136113	0.128063	0.128422	0.229305	0.244813	0.133283	0.136113	0.128063	0.128422	0.229305	0.244813	0.133283	0.136113	0.128063	0.128422	0.229305	
6000	0.092720	2	0.143892	0.246241	0.118855	0.118875	0.240545	0.131591	0.143892	0.246241	0.118855	0.118875	0.240545	0.131591	0.143892	0.246241	0.118855	0.118875	0.240545	0.131591	0.249692	0.139783	0.138868	0.118582	0.121701	0.231374	0.249692	0.139783	0.138868	0.118582	0.121701	0.231374	0.249692	0.139783	0.138868	0.118582	0.121701	0.231374	
7000	0.092720	2	0.138603	0.244714	0.122824	0.125360	0.242337	0.126162	0.138603	0.244714	0.122824	0.125360	0.242337	0.126162	0.138603	0.244714	0.122824	0.125360	0.242337	0.126162	0.242033	0.120580	0.140353	0.121355	0.127454	0.248226	0.242033	0.120580	0.140353	0.121355	0.127454	0.248226	0.242033	0.120580	0.140353	0.121355	0.127454	0.248226	
8000	0.092720	2	0.131103	0.247780	0.126705	0.130189	0.248796	0.115427	0.131103	0.247780	0.126705	0.130189	0.248796	0.115427	0.131103	0.247780	0.126705	0.130189	0.248796	0.115427	0.242652	0.123428	0.137658	0.127311	0.128149	0.240802	0.242652	0.123428	0.137658	0.127311	0.128149	0.240802	0.242652	0.123428	0.137658	0.127311	0.128149	0.240802	
9000	0.092720	2	0.131771	0.254918	0.121352	0.120576	0.247421	0.123962	0.131771	0.254918	0.121352	0.120576	0.247421	0.123962	0.131771	0.254918	0.121352	0.120576	0.247421	0.123962	0.245701	0.126358	0.135839	0.119593	0.132612	0.239897	0.245701	0.126358	0.135839	0.119593	0.132612	0.239897	0.245701	0.126358	0.135839	0.119593	0.132612	0.239897	
10000	0.092720	2	0.127532	0.230272	0.127891	0.134273	0.258819	0.121212	0.127532	0.230272	0.127891	0.134273	0.258819	0.121212	0.127532	0.230272	0.127891	0.134273	0.258819	0.121212	0.251790	0.112868	0.134312	0.120816	0.124468	0.255746	0.251790	0.112868	0.134312	0.120816	0.124468	0.255746	0.251790	0.112868	0.134312	0.120816	0.124468	0.255746	
11000	0.092720	2	0.121939	0.245590	0.129233	0.132341	0.251106	0.119791	0.121939	0.245590	0.129233	0.132341	0.251106	0.119791	0.121939	0.245590	0.129233	0.132341	0.251106	0.119791	0.241920	0.126888	0.144445	0.127389	0.119063	0.240295	0.241920	0.126888	0.144445	0.127389	0.119063	0.240295	0.241920	0.126888	0.144445	0.127389	0.119063	0.240295	
12000	0.092720	2	0.128541	0.243688	0.128232	0.127307	0.242451	0.129781	0.128541	0.243688	0.128232	0.127307	0.242451	0.129781	0.128541	0.243688	0.128232	0.127307	0.242451	0.129781	0.247547	0.123675	0.141790	0.118334	0.130467	0.238188	0.247547	0.123675	0.141790	0.118334	0.130467	0.238188	0.247547	0.123675	0.141790	0.118334	0.130467	0.238188	
13000	0.092720	2	0.134348	0.237416	0.118611	0.127849	0.250146	0.131629	0.134348	0.237416	0.118611	0.127849	0.250146	0.131629	0.134348	0.237416	0.118611	0.127849	0.250146	0.131629	0.253298	0.142819	0.140252	0.116925	0.121191	0.225514	0.253298	0.142819	0.140252	0.116925	0.121191	0.225514	0.253298	0.142819	0.140252	0.116925	0.121191	0.225514	
14000	0.092720	2	0.135343	0.249476	0.118802	0.127157	0.240430	0.128793	0.135343	0.249476	0.118802	0.127157	0.240430	0.128793	0.135343	0.249476	0.118802	0.127157	0.240430	0.128793	0.249538	0.120983	0.136711	0.134240	0.122814	0.235715	0.249538	0.120983	0.136711	0.134240	0.122814	0.235715	0.249538	0.120983	0.136711	0.134240	0.122814	0.235715	
15000	0.092720	2	0.124975	0.244676	0.126264	0.131965	0.237818	0.134302	0.124975	0.244676	0.126264	0.131965	0.237818	0.134302	0.124975	0.244676	0.126264	0.131965	0.237818	0.134302	0.235281	0.131064	0.139528	0.128290	0.129398	0.236439	0.235281	0.131064	0.139528	0.128290	0.129398	0.236439	0.235281	0.131064	0.139528	0.128290	0.129398	0.236439	
