Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	0.092720	2	0.144178	0.214990	0.133377	0.122690	0.265210	0.119555	0.144178	0.214990	0.133377	0.122690	0.265210	0.119555	0.144178	0.214990	0.133377	0.122690	0.265210	0.119555	0.280491	0.111826	0.135924	0.124835	0.132708	0.214217	0.280491	0.111826	0.135924	0.124835	0.132708	0.214217	0.280491	0.111826	0.135924	0.124835	0.132708	0.214217	
2000	0.092720	2	0.136627	0.261071	0.120339	0.093620	0.252001	0.136342	0.136627	0.261071	0.120339	0.093620	0.252001	0.136342	0.136627	0.261071	0.120339	0.093620	0.252001	0.136342	0.273126	0.117229	0.146706	0.113329	0.117734	0.231877	0.273126	0.117229	0.146706	0.113329	0.117734	0.231877	0.273126	0.117229	0.146706	0.113329	0.117734	0.231877	
3000	0.092720	2	0.140058	0.245587	0.125744	0.113631	0.237589	0.137391	0.140058	0.245587	0.125744	0.113631	0.237589	0.137391	0.140058	0.245587	0.125744	0.113631	0.237589	0.137391	0.271324	0.125392	0.135407	0.122306	0.125672	0.219899	0.271324	0.125392	0.135407	0.122306	0.125672	0.219899	0.271324	0.125392	0.135407	0.122306	0.125672	0.219899	
4000	0.092720	2	0.135057	0.249970	0.118209	0.117004	0.254772	0.124988	0.135057	0.249970	0.118209	0.117004	0.254772	0.124988	0.135057	0.249970	0.118209	0.117004	0.254772	0.124988	0.254104	0.115363	0.131985	0.133255	0.124265	0.241028	0.254104	0.115363	0.131985	0.133255	0.124265	0.241028	0.254104	0.115363	0.131985	0.133255	0.124265	0.241028	
5000	0.092720	2	0.129196	0.263367	0.122246	0.105898	0.246641	0.132652	0.129196	0.263367	0.122246	0.105898	0.246641	0.132652	0.129196	0.263367	0.122246	0.105898	0.246641	0.132652	0.252229	0.128625	0.133334	0.122624	0.123053	0.240135	0.252229	0.128625	0.133334	0.122624	0.123053	0.240135	0.252229	0.128625	0.133334	0.122624	0.123053	0.240135	
6000	0.092720	2	0.118853	0.258909	0.118884	0.125249	0.244153	0.133951	0.118853	0.258909	0.118884	0.125249	0.244153	0.133951	0.118853	0.258909	0.118884	0.125249	0.244153	0.133951	0.266440	0.120726	0.131710	0.125538	0.129256	0.226329	0.266440	0.120726	0.131710	0.125538	0.129256	0.226329	0.266440	0.120726	0.131710	0.125538	0.129256	0.226329	
7000	0.092720	2	0.134320	0.246446	0.126622	0.119297	0.241243	0.132072	0.134320	0.246446	0.126622	0.119297	0.241243	0.132072	0.134320	0.246446	0.126622	0.119297	0.241243	0.132072	0.260726	0.115461	0.132874	0.134413	0.129711	0.226815	0.260726	0.115461	0.132874	0.134413	0.129711	0.226815	0.260726	0.115461	0.132874	0.134413	0.129711	0.226815	
8000	0.092720	2	0.123975	0.254027	0.120496	0.122009	0.244256	0.135237	0.123975	0.254027	0.120496	0.122009	0.244256	0.135237	0.123975	0.254027	0.120496	0.122009	0.244256	0.135237	0.253435	0.117130	0.133665	0.129992	0.129266	0.236513	0.253435	0.117130	0.133665	0.129992	0.129266	0.236513	0.253435	0.117130	0.133665	0.129992	0.129266	0.236513	
9000	0.092720	2	0.132869	0.268286	0.113633	0.113685	0.236338	0.135190	0.132869	0.268286	0.113633	0.113685	0.236338	0.135190	0.132869	0.268286	0.113633	0.113685	0.236338	0.135190	0.256290	0.123098	0.128053	0.127828	0.130942	0.233789	0.256290	0.123098	0.128053	0.127828	0.130942	0.233789	0.256290	0.123098	0.128053	0.127828	0.130942	0.233789	
10000	0.092720	2	0.125449	0.263196	0.108402	0.110530	0.254821	0.137601	0.125449	0.263196	0.108402	0.110530	0.254821	0.137601	0.125449	0.263196	0.108402	0.110530	0.254821	0.137601	0.258487	0.125061	0.134452	0.121178	0.122067	0.238755	0.258487	0.125061	0.134452	0.121178	0.122067	0.238755	0.258487	0.125061	0.134452	0.121178	0.122067	0.238755	
