Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	0.092720	2	0.129558	0.264408	0.160668	0.087968	0.236549	0.120849	0.129558	0.264408	0.160668	0.087968	0.236549	0.120849	0.129558	0.264408	0.160668	0.087968	0.236549	0.120849	0.217215	0.108686	0.139234	0.131613	0.162161	0.241092	0.217215	0.108686	0.139234	0.131613	0.162161	0.241092	0.217215	0.108686	0.139234	0.131613	0.162161	0.241092	
2000	0.092720	2	0.136686	0.237067	0.124580	0.141981	0.239577	0.120108	0.136686	0.237067	0.124580	0.141981	0.239577	0.120108	0.136686	0.237067	0.124580	0.141981	0.239577	0.120108	0.253303	0.108746	0.131433	0.115932	0.136624	0.253963	0.253303	0.108746	0.131433	0.115932	0.136624	0.253963	0.253303	0.108746	0.131433	0.115932	0.136624	0.253963	
3000	0.092720	2	0.125766	0.243315	0.127385	0.137337	0.251066	0.115130	0.125766	0.243315	0.127385	0.137337	0.251066	0.115130	0.125766	0.243315	0.127385	0.137337	0.251066	0.115130	0.259411	0.116023	0.138561	0.119066	0.129675	0.237264	0.259411	0.116023	0.138561	0.119066	0.129675	0.237264	0.259411	0.116023	0.138561	0.119066	0.129675	0.237264	
4000	0.092720	2	0.128695	0.245757	0.126439	0.134467	0.252739	0.111904	0.128695	0.245757	0.126439	0.134467	0.252739	0.111904	0.128695	0.245757	0.126439	0.134467	0.252739	0.111904	0.258047	0.125557	0.134058	0.117498	0.129128	0.235712	0.258047	0.125557	0.134058	0.117498	0.129128	0.235712	0.258047	0.125557	0.134058	0.117498	0.129128	0.235712	
5000	0.092720	2	0.126228	0.239907	0.132411	0.145489	0.246206	0.109758	0.126228	0.239907	0.132411	0.145489	0.246206	0.109758	0.126228	0.239907	0.132411	0.145489	0.246206	0.109758	0.258968	0.123448	0.130649	0.123946	0.126996	0.235993	0.258968	0.123448	0.130649	0.123946	0.126996	0.235993	0.258968	0.123448	0.130649	0.123946	0.126996	0.235993	
6000	0.092720	2	0.127857	0.244871	0.127907	0.135089	0.251223	0.113054	0.127857	0.244871	0.127907	0.135089	0.251223	0.113054	0.127857	0.244871	0.127907	0.135089	0.251223	0.113054	0.249090	0.116938	0.130470	0.111245	0.150728	0.241529	0.249090	0.116938	0.130470	0.111245	0.150728	0.241529	0.249090	0.116938	0.130470	0.111245	0.150728	0.241529	
7000	0.092720	2	0.126727	0.239885	0.129763	0.142475	0.245541	0.115608	0.126727	0.239885	0.129763	0.142475	0.245541	0.115608	0.126727	0.239885	0.129763	0.142475	0.245541	0.115608	0.253307	0.128859	0.125103	0.122222	0.133905	0.236604	0.253307	0.128859	0.125103	0.122222	0.133905	0.236604	0.253307	0.128859	0.125103	0.122222	0.133905	0.236604	
8000	0.092720	2	0.120313	0.253718	0.132006	0.141281	0.245838	0.106844	0.120313	0.253718	0.132006	0.141281	0.245838	0.106844	0.120313	0.253718	0.132006	0.141281	0.245838	0.106844	0.255418	0.126761	0.126724	0.123090	0.137915	0.230091	0.255418	0.126761	0.126724	0.123090	0.137915	0.230091	0.255418	0.126761	0.126724	0.123090	0.137915	0.230091	
9000	0.092720	2	0.120683	0.239397	0.127914	0.137549	0.254683	0.119773	0.120683	0.239397	0.127914	0.137549	0.254683	0.119773	0.120683	0.239397	0.127914	0.137549	0.254683	0.119773	0.244894	0.112972	0.135921	0.120019	0.147936	0.238259	0.244894	0.112972	0.135921	0.120019	0.147936	0.238259	0.244894	0.112972	0.135921	0.120019	0.147936	0.238259	
10000	0.092720	2	0.114886	0.244440	0.121771	0.141404	0.251073	0.126425	0.114886	0.244440	0.121771	0.141404	0.251073	0.126425	0.114886	0.244440	0.121771	0.141404	0.251073	0.126425	0.246279	0.120819	0.127639	0.122778	0.127524	0.254961	0.246279	0.120819	0.127639	0.122778	0.127524	0.254961	0.246279	0.120819	0.127639	0.122778	0.127524	0.254961	
11000	0.092720	2	0.120418	0.244987	0.125525	0.142541	0.238022	0.128506	0.120418	0.244987	0.125525	0.142541	0.238022	0.128506	0.120418	0.244987	0.125525	0.142541	0.238022	0.128506	0.251959	0.123193	0.140399	0.118406	0.125345	0.240698	0.251959	0.123193	0.140399	0.118406	0.125345	0.240698	0.251959	0.123193	0.140399	0.118406	0.125345	0.240698	
12000	0.092720	2	0.113874	0.248898	0.127387	0.148559	0.237509	0.123773	0.113874	0.248898	0.127387	0.148559	0.237509	0.123773	0.113874	0.248898	0.127387	0.148559	0.237509	0.123773	0.259875	0.121445	0.138133	0.120405	0.130971	0.229171	0.259875	0.121445	0.138133	0.120405	0.130971	0.229171	0.259875	0.121445	0.138133	0.120405	0.130971	0.229171	
13000	0.092720	2	0.117407	0.244229	0.131522	0.143035	0.257530	0.106277	0.117407	0.244229	0.131522	0.143035	0.257530	0.106277	0.117407	0.244229	0.131522	0.143035	0.257530	0.106277	0.261947	0.129107	0.125148	0.114541	0.148754	0.220504	0.261947	0.129107	0.125148	0.114541	0.148754	0.220504	0.261947	0.129107	0.125148	0.114541	0.148754	0.220504	
14000	0.092720	2	0.132643	0.237542	0.129360	0.142498	0.244214	0.113744	0.132643	0.237542	0.129360	0.142498	0.244214	0.113744	0.132643	0.237542	0.129360	0.142498	0.244214	0.113744	0.256186	0.121431	0.131777	0.126552	0.130917	0.233137	0.256186	0.121431	0.131777	0.126552	0.130917	0.233137	0.256186	0.121431	0.131777	0.126552	0.130917	0.233137	
15000	0.092720	2	0.120892	0.235129	0.133030	0.139734	0.241961	0.129254	0.120892	0.235129	0.133030	0.139734	0.241961	0.129254	0.120892	0.235129	0.133030	0.139734	0.241961	0.129254	0.264706	0.120110	0.128963	0.120137	0.130315	0.235770	0.264706	0.120110	0.128963	0.120137	0.130315	0.235770	0.264706	0.120110	0.128963	0.120137	0.130315	0.235770	
16000	0.092720	2	0.128474	0.234913	0.123491	0.132732	0.261318	0.119073	0.128474	0.234913	0.123491	0.132732	0.261318	0.119073	0.128474	0.234913	0.123491	0.132732	0.261318	0.119073	0.265963	0.120862	0.134658	0.122167	0.134083	0.222267	0.265963	0.120862	0.134658	0.122167	0.134083	0.222267	0.265963	0.120862	0.134658	0.122167	0.134083	0.222267	
17000	0.092720	2	0.119578	0.230353	0.123283	0.140576	0.271582	0.114628	0.119578	0.230353	0.123283	0.140576	0.271582	0.114628	0.119578	0.230353	0.123283	0.140576	0.271582	0.114628	0.252523	0.119200	0.127624	0.122352	0.141024	0.237276	0.252523	0.119200	0.127624	0.122352	0.141024	0.237276	0.252523	0.119200	0.127624	0.122352	0.141024	0.237276	
18000	0.092720	2	0.126368	0.231315	0.130963	0.140963	0.259454	0.110937	0.126368	0.231315	0.130963	0.140963	0.259454	0.110937	0.126368	0.231315	0.130963	0.140963	0.259454	0.110937	0.262819	0.114937	0.128822	0.114954	0.144432	0.234036	0.262819	0.114937	0.128822	0.114954	0.144432	0.234036	0.262819	0.114937	0.128822	0.114954	0.144432	0.234036	
19000	0.092720	2	0.123351	0.243457	0.124080	0.160087	0.233926	0.115100	0.123351	0.243457	0.124080	0.160087	0.233926	0.115100	0.123351	0.243457	0.124080	0.160087	0.233926	0.115100	0.245575	0.112778	0.129619	0.125462	0.143025	0.243541	0.245575	0.112778	0.129619	0.125462	0.143025	0.243541	0.245575	0.112778	0.129619	0.125462	0.143025	0.243541	
20000	0.092720	2	0.127645	0.257483	0.122348	0.136107	0.236814	0.119603	0.127645	0.257483	0.122348	0.136107	0.236814	0.119603	0.127645	0.257483	0.122348	0.136107	0.236814	0.119603	0.262925	0.115008	0.128041	0.115921	0.135364	0.242741	0.262925	0.115008	0.128041	0.115921	0.135364	0.242741	0.262925	0.115008	0.128041	0.115921	0.135364	0.242741	
21000	0.092720	2	0.117858	0.234812	0.129351	0.145680	0.249873	0.122426	0.117858	0.234812	0.129351	0.145680	0.249873	0.122426	0.117858	0.234812	0.129351	0.145680	0.249873	0.122426	0.253732	0.135389	0.136746	0.123496	0.126433	0.224204	0.253732	0.135389	0.136746	0.123496	0.126433	0.224204	0.253732	0.135389	0.136746	0.123496	0.126433	0.224204	
22000	0.092720	2	0.127017	0.252393	0.125561	0.129970	0.251587	0.113472	0.127017	0.252393	0.125561	0.129970	0.251587	0.113472	0.127017	0.252393	0.125561	0.129970	0.251587	0.113472	0.257985	0.117015	0.132718	0.123890	0.131770	0.236621	0.257985	0.117015	0.132718	0.123890	0.131770	0.236621	0.257985	0.117015	0.132718	0.123890	0.131770	0.236621	
23000	0.092720	2	0.130197	0.246679	0.127230	0.152884	0.233225	0.109785	0.130197	0.246679	0.127230	0.152884	0.233225	0.109785	0.130197	0.246679	0.127230	0.152884	0.233225	0.109785	0.259658	0.114705	0.124769	0.125183	0.143699	0.231985	0.259658	0.114705	0.124769	0.125183	0.143699	0.231985	0.259658	0.114705	0.124769	0.125183	0.143699	0.231985	
24000	0.092720	2	0.124486	0.233977	0.126520	0.156001	0.243070	0.115946	0.124486	0.233977	0.126520	0.156001	0.243070	0.115946	0.124486	0.233977	0.126520	0.156001	0.243070	0.115946	0.258621	0.111448	0.128017	0.115405	0.147683	0.238826	0.258621	0.111448	0.128017	0.115405	0.147683	0.238826	0.258621	0.111448	0.128017	0.115405	0.147683	0.238826	
25000	0.092720	2	0.119898	0.254031	0.123222	0.137994	0.246232	0.118623	0.119898	0.254031	0.123222	0.137994	0.246232	0.118623	0.119898	0.254031	0.123222	0.137994	0.246232	0.118623	0.250664	0.122817	0.137273	0.123097	0.120875	0.245274	0.250664	0.122817	0.137273	0.123097	0.120875	0.245274	0.250664	0.122817	0.137273	0.123097	0.120875	0.245274	
26000	0.092720	2	0.124809	0.240084	0.123986	0.162212	0.234783	0.114126	0.124809	0.240084	0.123986	0.162212	0.234783	0.114126	0.124809	0.240084	0.123986	0.162212	0.234783	0.114126	0.258113	0.122805	0.124065	0.125094	0.136893	0.233030	0.258113	0.122805	0.124065	0.125094	0.136893	0.233030	0.258113	0.122805	0.124065	0.125094	0.136893	0.233030	
27000	0.092720	2	0.122051	0.246874	0.126538	0.147230	0.239190	0.118117	0.122051	0.246874	0.126538	0.147230	0.239190	0.118117	0.122051	0.246874	0.126538	0.147230	0.239190	0.118117	0.266078	0.121377	0.130374	0.127101	0.126353	0.228717	0.266078	0.121377	0.130374	0.127101	0.126353	0.228717	0.266078	0.121377	0.130374	0.127101	0.126353	0.228717	
28000	0.092720	2	0.120682	0.235349	0.128939	0.143069	0.250512	0.121448	0.120682	0.235349	0.128939	0.143069	0.250512	0.121448	0.120682	0.235349	0.128939	0.143069	0.250512	0.121448	0.251368	0.125129	0.128938	0.123479	0.130703	0.240383	0.251368	0.125129	0.128938	0.123479	0.130703	0.240383	0.251368	0.125129	0.128938	0.123479	0.130703	0.240383	
29000	0.092720	2	0.133144	0.240003	0.127045	0.140741	0.243749	0.115318	0.133144	0.240003	0.127045	0.140741	0.243749	0.115318	0.133144	0.240003	0.127045	0.140741	0.243749	0.115318	0.269310	0.119028	0.137956	0.124416	0.140306	0.208984	0.269310	0.119028	0.137956	0.124416	0.140306	0.208984	0.269310	0.119028	0.137956	0.124416	0.140306	0.208984	
30000	0.092720	2	0.130454	0.239043	0.126803	0.141771	0.249793	0.112136	0.130454	0.239043	0.126803	0.141771	0.249793	0.112136	0.130454	0.239043	0.126803	0.141771	0.249793	0.112136	0.251544	0.119603	0.137921	0.115291	0.132053	0.243588	0.251544	0.119603	0.137921	0.115291	0.132053	0.243588	0.251544	0.119603	0.137921	0.115291	0.132053	0.243588	
