Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	0.092720	2	0.125957	0.243378	0.143551	0.116494	0.244899	0.125721	0.125957	0.243378	0.143551	0.116494	0.244899	0.125721	0.125957	0.243378	0.143551	0.116494	0.244899	0.125721	0.230641	0.126335	0.131851	0.115184	0.134503	0.261485	0.230641	0.126335	0.131851	0.115184	0.134503	0.261485	0.230641	0.126335	0.131851	0.115184	0.134503	0.261485	
2000	0.092720	2	0.131635	0.244579	0.123080	0.129035	0.244000	0.127670	0.131635	0.244579	0.123080	0.129035	0.244000	0.127670	0.131635	0.244579	0.123080	0.129035	0.244000	0.127670	0.256056	0.148389	0.133963	0.123276	0.120852	0.217463	0.256056	0.148389	0.133963	0.123276	0.120852	0.217463	0.256056	0.148389	0.133963	0.123276	0.120852	0.217463	
3000	0.092720	2	0.119255	0.255074	0.134058	0.126417	0.236606	0.128591	0.119255	0.255074	0.134058	0.126417	0.236606	0.128591	0.119255	0.255074	0.134058	0.126417	0.236606	0.128591	0.233231	0.147691	0.121752	0.135662	0.126754	0.234910	0.233231	0.147691	0.121752	0.135662	0.126754	0.234910	0.233231	0.147691	0.121752	0.135662	0.126754	0.234910	
4000	0.092720	2	0.121891	0.243530	0.128238	0.127786	0.256609	0.121945	0.121891	0.243530	0.128238	0.127786	0.256609	0.121945	0.121891	0.243530	0.128238	0.127786	0.256609	0.121945	0.251173	0.132310	0.121599	0.132942	0.128054	0.233921	0.251173	0.132310	0.121599	0.132942	0.128054	0.233921	0.251173	0.132310	0.121599	0.132942	0.128054	0.233921	
5000	0.092720	2	0.122075	0.261307	0.132982	0.131259	0.230607	0.121770	0.122075	0.261307	0.132982	0.131259	0.230607	0.121770	0.122075	0.261307	0.132982	0.131259	0.230607	0.121770	0.246413	0.134655	0.116525	0.128920	0.130749	0.242738	0.246413	0.134655	0.116525	0.128920	0.130749	0.242738	0.246413	0.134655	0.116525	0.128920	0.130749	0.242738	
6000	0.092720	2	0.132749	0.250890	0.124563	0.128298	0.226465	0.137034	0.132749	0.250890	0.124563	0.128298	0.226465	0.137034	0.132749	0.250890	0.124563	0.128298	0.226465	0.137034	0.243066	0.139640	0.117818	0.134665	0.133056	0.231755	0.243066	0.139640	0.117818	0.134665	0.133056	0.231755	0.243066	0.139640	0.117818	0.134665	0.133056	0.231755	
7000	0.092720	2	0.125909	0.249310	0.135663	0.132782	0.233490	0.122845	0.125909	0.249310	0.135663	0.132782	0.233490	0.122845	0.125909	0.249310	0.135663	0.132782	0.233490	0.122845	0.244821	0.135212	0.135609	0.134327	0.130533	0.219497	0.244821	0.135212	0.135609	0.134327	0.130533	0.219497	0.244821	0.135212	0.135609	0.134327	0.130533	0.219497	
8000	0.092720	2	0.124188	0.237300	0.130912	0.122631	0.256904	0.128065	0.124188	0.237300	0.130912	0.122631	0.256904	0.128065	0.124188	0.237300	0.130912	0.122631	0.256904	0.128065	0.228652	0.132520	0.123293	0.126598	0.137795	0.251142	0.228652	0.132520	0.123293	0.126598	0.137795	0.251142	0.228652	0.132520	0.123293	0.126598	0.137795	0.251142	
9000	0.092720	2	0.123790	0.253736	0.125887	0.119157	0.254621	0.122809	0.123790	0.253736	0.125887	0.119157	0.254621	0.122809	0.123790	0.253736	0.125887	0.119157	0.254621	0.122809	0.233553	0.139830	0.121878	0.121135	0.134643	0.248960	0.233553	0.139830	0.121878	0.121135	0.134643	0.248960	0.233553	0.139830	0.121878	0.121135	0.134643	0.248960	
10000	0.092720	2	0.119664	0.249746	0.129507	0.121284	0.248267	0.131532	0.119664	0.249746	0.129507	0.121284	0.248267	0.131532	0.119664	0.249746	0.129507	0.121284	0.248267	0.131532	0.233042	0.137920	0.125958	0.123928	0.118842	0.260309	0.233042	0.137920	0.125958	0.123928	0.118842	0.260309	0.233042	0.137920	0.125958	0.123928	0.118842	0.260309	
11000	0.092720	2	0.119023	0.251293	0.128354	0.117692	0.249729	0.133909	0.119023	0.251293	0.128354	0.117692	0.249729	0.133909	0.119023	0.251293	0.128354	0.117692	0.249729	0.133909	0.243033	0.136287	0.118844	0.134638	0.137350	0.229848	0.243033	0.136287	0.118844	0.134638	0.137350	0.229848	0.243033	0.136287	0.118844	0.134638	0.137350	0.229848	
12000	0.092720	2	0.117262	0.244926	0.125726	0.126350	0.255262	0.130474	0.117262	0.244926	0.125726	0.126350	0.255262	0.130474	0.117262	0.244926	0.125726	0.126350	0.255262	0.130474	0.240177	0.134356	0.115678	0.133671	0.138286	0.237832	0.240177	0.134356	0.115678	0.133671	0.138286	0.237832	0.240177	0.134356	0.115678	0.133671	0.138286	0.237832	
13000	0.092720	2	0.125743	0.249451	0.132277	0.124605	0.245084	0.122840	0.125743	0.249451	0.132277	0.124605	0.245084	0.122840	0.125743	0.249451	0.132277	0.124605	0.245084	0.122840	0.243782	0.127138	0.127598	0.133642	0.127753	0.240087	0.243782	0.127138	0.127598	0.133642	0.127753	0.240087	0.243782	0.127138	0.127598	0.133642	0.127753	0.240087	
14000	0.092720	2	0.126716	0.243320	0.130969	0.126537	0.245081	0.127376	0.126716	0.243320	0.130969	0.126537	0.245081	0.127376	0.126716	0.243320	0.130969	0.126537	0.245081	0.127376	0.237364	0.143484	0.117969	0.128876	0.128785	0.243521	0.237364	0.143484	0.117969	0.128876	0.128785	0.243521	0.237364	0.143484	0.117969	0.128876	0.128785	0.243521	
15000	0.092720	2	0.126188	0.252644	0.124291	0.127577	0.234989	0.134312	0.126188	0.252644	0.124291	0.127577	0.234989	0.134312	0.126188	0.252644	0.124291	0.127577	0.234989	0.134312	0.235609	0.139330	0.121173	0.135010	0.129769	0.239109	0.235609	0.139330	0.121173	0.135010	0.129769	0.239109	0.235609	0.139330	0.121173	0.135010	0.129769	0.239109	
16000	0.092720	2	0.113905	0.260131	0.121964	0.131828	0.247209	0.124964	0.113905	0.260131	0.121964	0.131828	0.247209	0.124964	0.113905	0.260131	0.121964	0.131828	0.247209	0.124964	0.238058	0.133808	0.129732	0.121571	0.135596	0.241234	0.238058	0.133808	0.129732	0.121571	0.135596	0.241234	0.238058	0.133808	0.129732	0.121571	0.135596	0.241234	
17000	0.092720	2	0.123264	0.247252	0.137665	0.120017	0.246096	0.125705	0.123264	0.247252	0.137665	0.120017	0.246096	0.125705	0.123264	0.247252	0.137665	0.120017	0.246096	0.125705	0.261300	0.144608	0.121625	0.128123	0.125670	0.218673	0.261300	0.144608	0.121625	0.128123	0.125670	0.218673	0.261300	0.144608	0.121625	0.128123	0.125670	0.218673	
18000	0.092720	2	0.126702	0.262292	0.133550	0.115798	0.242881	0.118778	0.126702	0.262292	0.133550	0.115798	0.242881	0.118778	0.126702	0.262292	0.133550	0.115798	0.242881	0.118778	0.241608	0.142659	0.128036	0.128858	0.128976	0.229862	0.241608	0.142659	0.128036	0.128858	0.128976	0.229862	0.241608	0.142659	0.128036	0.128858	0.128976	0.229862	
19000	0.092720	2	0.116377	0.259487	0.126977	0.123945	0.243714	0.129499	0.116377	0.259487	0.126977	0.123945	0.243714	0.129499	0.116377	0.259487	0.126977	0.123945	0.243714	0.129499	0.230910	0.139189	0.120495	0.129934	0.125842	0.253630	0.230910	0.139189	0.120495	0.129934	0.125842	0.253630	0.230910	0.139189	0.120495	0.129934	0.125842	0.253630	
20000	0.092720	2	0.126581	0.236291	0.132122	0.120552	0.246730	0.137724	0.126581	0.236291	0.132122	0.120552	0.246730	0.137724	0.126581	0.236291	0.132122	0.120552	0.246730	0.137724	0.233919	0.139597	0.119451	0.132266	0.125809	0.248959	0.233919	0.139597	0.119451	0.132266	0.125809	0.248959	0.233919	0.139597	0.119451	0.132266	0.125809	0.248959	
21000	0.092720	2	0.115605	0.255977	0.132797	0.127212	0.248732	0.119677	0.115605	0.255977	0.132797	0.127212	0.248732	0.119677	0.115605	0.255977	0.132797	0.127212	0.248732	0.119677	0.233454	0.134712	0.131757	0.136898	0.125927	0.237253	0.233454	0.134712	0.131757	0.136898	0.125927	0.237253	0.233454	0.134712	0.131757	0.136898	0.125927	0.237253	
