Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	
91000	0.118577	1	0.858948	0.858948	0.858948	0.858948	
92000	0.118577	1	0.914286	0.914286	0.914286	0.914286	
93000	0.118577	1	0.899181	0.899181	0.899181	0.899181	
94000	0.118577	1	0.925587	0.925587	0.925587	0.925587	
95000	0.118577	1	0.969123	0.969123	0.969123	0.969123	
96000	0.118577	1	0.854193	0.854193	0.854193	0.854193	
97000	0.118577	1	0.902056	0.902056	0.902056	0.902056	
98000	0.118577	1	0.922963	0.922963	0.922963	0.922963	
99000	0.118577	1	0.829692	0.829692	0.829692	0.829692	
100000	0.118577	1	0.908777	0.908777	0.908777	0.908777	
101000	0.118577	1	0.844952	0.844952	0.844952	0.844952	
102000	0.118577	1	0.977633	0.977633	0.977633	0.977633	
103000	0.118577	1	0.938076	0.938076	0.938076	0.938076	
104000	0.118577	1	0.903927	0.903927	0.903927	0.903927	
105000	0.118577	1	0.997807	0.997807	0.997807	0.997807	
106000	0.118577	1	0.865311	0.865311	0.865311	0.865311	
107000	0.118577	1	0.908338	0.908338	0.908338	0.908338	
108000	0.118577	1	0.959261	0.959261	0.959261	0.959261	
109000	0.118577	1	0.870995	0.870995	0.870995	0.870995	
110000	0.118577	1	0.901557	0.901557	0.901557	0.901557	
111000	0.118577	1	0.943277	0.943277	0.943277	0.943277	
112000	0.118577	1	0.886503	0.886503	0.886503	0.886503	
113000	0.118577	1	0.928784	0.928784	0.928784	0.928784	
114000	0.118577	1	0.891099	0.891099	0.891099	0.891099	
115000	0.118577	1	0.943644	0.943644	0.943644	0.943644	
116000	0.118577	1	0.931256	0.931256	0.931256	0.931256	
117000	0.118577	1	0.914767	0.914767	0.914767	0.914767	
118000	0.118577	1	0.938384	0.938384	0.938384	0.938384	
119000	0.118577	1	0.974864	0.974864	0.974864	0.974864	
120000	0.118577	1	0.942812	0.942812	0.942812	0.942812	
121000	0.118577	1	0.940464	0.940464	0.940464	0.940464	
122000	0.118577	1	0.846872	0.846872	0.846872	0.846872	
123000	0.118577	1	0.928661	0.928661	0.928661	0.928661	
124000	0.118577	1	0.852047	0.852047	0.852047	0.852047	
125000	0.118577	1	0.867507	0.867507	0.867507	0.867507	
126000	0.118577	1	0.961301	0.961301	0.961301	0.961301	
127000	0.118577	1	0.909081	0.909081	0.909081	0.909081	
128000	0.118577	1	0.948409	0.948409	0.948409	0.948409	
129000	0.118577	1	0.908700	0.908700	0.908700	0.908700	
130000	0.118577	1	0.919520	0.919520	0.919520	0.919520	
131000	0.118577	1	0.968427	0.968427	0.968427	0.968427	
132000	0.118577	1	0.914851	0.914851	0.914851	0.914851	
133000	0.118577	1	0.912152	0.912152	0.912152	0.912152	
134000	0.118577	1	0.868423	0.868423	0.868423	0.868423	
135000	0.118577	1	0.930123	0.930123	0.930123	0.930123	
136000	0.118577	1	0.939935	0.939935	0.939935	0.939935	
137000	0.118577	1	0.880260	0.880260	0.880260	0.880260	
138000	0.118577	1	0.890855	0.890855	0.890855	0.890855	
139000	0.118577	1	0.858923	0.858923	0.858923	0.858923	
140000	0.118577	1	0.844092	0.844092	0.844092	0.844092	
141000	0.118577	1	0.852976	0.852976	0.852976	0.852976	
142000	0.118577	1	0.990579	0.990579	0.990579	0.990579	
143000	0.118577	1	0.912698	0.912698	0.912698	0.912698	
144000	0.118577	1	0.819999	0.819999	0.819999	0.819999	
145000	0.118577	1	0.878220	0.878220	0.878220	0.878220	
146000	0.118577	1	0.862682	0.862682	0.862682	0.862682	
147000	0.118577	1	0.774264	0.774264	0.774264	0.774264	
148000	0.118577	1	0.855280	0.855280	0.855280	0.855280	
149000	0.118577	1	0.885323	0.885323	0.885323	0.885323	
150000	0.118577	1	0.921363	0.921363	0.921363	0.921363	
151000	0.118577	1	0.819425	0.819425	0.819425	0.819425	
152000	0.118577	1	0.946078	0.946078	0.946078	0.946078	
153000	0.118577	1	0.975213	0.975213	0.975213	0.975213	
154000	0.118577	1	0.922039	0.922039	0.922039	0.922039	
155000	0.118577	1	0.877818	0.877818	0.877818	0.877818	
156000	0.118577	1	0.889225	0.889225	0.889225	0.889225	
157000	0.118577	1	0.924032	0.924032	0.924032	0.924032	
158000	0.118577	1	0.872128	0.872128	0.872128	0.872128	
159000	0.118577	1	0.859837	0.859837	0.859837	0.859837	
160000	0.118577	1	0.854046	0.854046	0.854046	0.854046	
161000	0.118577	1	0.885139	0.885139	0.885139	0.885139	
162000	0.118577	1	0.964006	0.964006	0.964006	0.964006	
163000	0.118577	1	0.908481	0.908481	0.908481	0.908481	
164000	0.118577	1	0.897577	0.897577	0.897577	0.897577	
165000	0.118577	1	0.947326	0.947326	0.947326	0.947326	
166000	0.118577	1	0.976152	0.976152	0.976152	0.976152	
167000	0.118577	1	0.874100	0.874100	0.874100	0.874100	
168000	0.118577	1	0.896221	0.896221	0.896221	0.896221	
169000	0.118577	1	0.927173	0.927173	0.927173	0.927173	
170000	0.118577	1	0.921827	0.921827	0.921827	0.921827	
171000	0.118577	1	0.996020	0.996020	0.996020	0.996020	
172000	0.118577	1	0.950557	0.950557	0.950557	0.950557	
173000	0.118577	1	0.856447	0.856447	0.856447	0.856447	
174000	0.118577	1	0.901435	0.901435	0.901435	0.901435	
175000	0.118577	1	0.991012	0.991012	0.991012	0.991012	
176000	0.118577	1	1.003204	1.003204	1.003204	1.003204	
177000	0.118577	1	0.958519	0.958519	0.958519	0.958519	
178000	0.118577	1	0.938509	0.938509	0.938509	0.938509	
179000	0.118577	1	0.921627	0.921627	0.921627	0.921627	
180000	0.118577	1	0.882347	0.882347	0.882347	0.882347	
181000	0.118577	1	0.865284	0.865284	0.865284	0.865284	
182000	0.118577	1	0.916553	0.916553	0.916553	0.916553	
183000	0.118577	1	0.902213	0.902213	0.902213	0.902213	
184000	0.118577	1	0.938535	0.938535	0.938535	0.938535	
185000	0.118577	1	0.948363	0.948363	0.948363	0.948363	
186000	0.118577	1	0.843128	0.843128	0.843128	0.843128	
187000	0.118577	1	0.875521	0.875521	0.875521	0.875521	
188000	0.118577	1	0.820097	0.820097	0.820097	0.820097	
189000	0.118577	1	0.886566	0.886566	0.886566	0.886566	
190000	0.118577	1	0.909364	0.909364	0.909364	0.909364	
191000	0.118577	1	0.927705	0.927705	0.927705	0.927705	
192000	0.118577	1	0.896054	0.896054	0.896054	0.896054	
193000	0.118577	1	0.954376	0.954376	0.954376	0.954376	
194000	0.118577	1	0.924396	0.924396	0.924396	0.924396	
195000	0.118577	1	0.824440	0.824440	0.824440	0.824440	
196000	0.118577	1	0.858320	0.858320	0.858320	0.858320	
197000	0.118577	1	0.828310	0.828310	0.828310	0.828310	
198000	0.118577	1	0.891134	0.891134	0.891134	0.891134	
199000	0.118577	1	0.865435	0.865435	0.865435	0.865435	
200000	0.118577	1	0.889257	0.889257	0.889257	0.889257	
201000	0.118577	1	1.009579	1.009579	1.009579	1.009579	
202000	0.118577	1	0.849288	0.849288	0.849288	0.849288	
203000	0.118577	1	0.884337	0.884337	0.884337	0.884337	
204000	0.118577	1	0.969259	0.969259	0.969259	0.969259	
205000	0.118577	1	0.892707	0.892707	0.892707	0.892707	
206000	0.118577	1	0.993521	0.993521	0.993521	0.993521	
207000	0.118577	1	0.972140	0.972140	0.972140	0.972140	
208000	0.118577	1	0.944773	0.944773	0.944773	0.944773	
209000	0.118577	1	1.058194	1.058194	1.058194	1.058194	
210000	0.118577	1	0.905439	0.905439	0.905439	0.905439	
211000	0.118577	1	0.980124	0.980124	0.980124	0.980124	
212000	0.118577	1	0.874927	0.874927	0.874927	0.874927	
213000	0.118577	1	0.937004	0.937004	0.937004	0.937004	
214000	0.118577	1	0.881489	0.881489	0.881489	0.881489	
215000	0.118577	1	0.851161	0.851161	0.851161	0.851161	
216000	0.118577	1	0.873649	0.873649	0.873649	0.873649	
217000	0.118577	1	0.927941	0.927941	0.927941	0.927941	
218000	0.118577	1	0.941650	0.941650	0.941650	0.941650	
219000	0.118577	1	0.944969	0.944969	0.944969	0.944969	
220000	0.118577	1	0.984063	0.984063	0.984063	0.984063	
221000	0.118577	1	0.896944	0.896944	0.896944	0.896944	
222000	0.118577	1	0.934981	0.934981	0.934981	0.934981	
223000	0.118577	1	0.887297	0.887297	0.887297	0.887297	
224000	0.118577	1	0.950856	0.950856	0.950856	0.950856	
225000	0.118577	1	0.934873	0.934873	0.934873	0.934873	
226000	0.118577	1	0.902801	0.902801	0.902801	0.902801	
227000	0.118577	1	0.940238	0.940238	0.940238	0.940238	
228000	0.118577	1	0.917162	0.917162	0.917162	0.917162	
229000	0.118577	1	0.935216	0.935216	0.935216	0.935216	
230000	0.118577	1	0.877332	0.877332	0.877332	0.877332	
231000	0.118577	1	0.930298	0.930298	0.930298	0.930298	
232000	0.118577	1	0.921682	0.921682	0.921682	0.921682	
233000	0.118577	1	0.854242	0.854242	0.854242	0.854242	
234000	0.118577	1	0.914740	0.914740	0.914740	0.914740	
235000	0.118577	1	0.910758	0.910758	0.910758	0.910758	
236000	0.118577	1	0.998011	0.998011	0.998011	0.998011	
237000	0.118577	1	0.878602	0.878602	0.878602	0.878602	
238000	0.118577	1	0.926874	0.926874	0.926874	0.926874	
239000	0.118577	1	1.006725	1.006725	1.006725	1.006725	
240000	0.118577	1	0.905406	0.905406	0.905406	0.905406	
241000	0.118577	1	0.897056	0.897056	0.897056	0.897056	
242000	0.118577	1	0.997288	0.997288	0.997288	0.997288	
243000	0.118577	1	1.005155	1.005155	1.005155	1.005155	
244000	0.118577	1	0.890173	0.890173	0.890173	0.890173	
245000	0.118577	1	0.976175	0.976175	0.976175	0.976175	
246000	0.118577	1	0.967427	0.967427	0.967427	0.967427	
247000	0.118577	1	0.915334	0.915334	0.915334	0.915334	
248000	0.118577	1	0.931540	0.931540	0.931540	0.931540	
249000	0.118577	1	1.005953	1.005953	1.005953	1.005953	
250000	0.118577	1	0.933298	0.933298	0.933298	0.933298	
251000	0.118577	1	0.910948	0.910948	0.910948	0.910948	
252000	0.118577	1	0.968295	0.968295	0.968295	0.968295	
253000	0.118577	1	1.033584	1.033584	1.033584	1.033584	
254000	0.118577	1	0.980696	0.980696	0.980696	0.980696	
255000	0.118577	1	1.054248	1.054248	1.054248	1.054248	
256000	0.118577	1	0.946607	0.946607	0.946607	0.946607	
257000	0.118577	1	0.906127	0.906127	0.906127	0.906127	
258000	0.118577	1	0.984614	0.984614	0.984614	0.984614	
259000	0.118577	1	0.886958	0.886958	0.886958	0.886958	
260000	0.118577	1	0.894940	0.894940	0.894940	0.894940	
261000	0.118577	1	0.993947	0.993947	0.993947	0.993947	
262000	0.118577	1	0.878062	0.878062	0.878062	0.878062	
263000	0.118577	1	0.960222	0.960222	0.960222	0.960222	
264000	0.118577	1	0.908802	0.908802	0.908802	0.908802	
265000	0.118577	1	0.973045	0.973045	0.973045	0.973045	
266000	0.118577	1	0.957701	0.957701	0.957701	0.957701	
267000	0.118577	1	0.945939	0.945939	0.945939	0.945939	
268000	0.118577	1	0.889312	0.889312	0.889312	0.889312	
269000	0.118577	1	0.894982	0.894982	0.894982	0.894982	
270000	0.118577	1	0.929199	0.929199	0.929199	0.929199	
271000	0.118577	1	0.893333	0.893333	0.893333	0.893333	
272000	0.118577	1	1.009634	1.009634	1.009634	1.009634	
273000	0.118577	1	0.860426	0.860426	0.860426	0.860426	
274000	0.118577	1	0.922875	0.922875	0.922875	0.922875	
275000	0.118577	1	0.916919	0.916919	0.916919	0.916919	
276000	0.118577	1	0.957345	0.957345	0.957345	0.957345	
277000	0.118577	1	1.008115	1.008115	1.008115	1.008115	
278000	0.118577	1	1.011343	1.011343	1.011343	1.011343	
279000	0.118577	1	0.896031	0.896031	0.896031	0.896031	
280000	0.118577	1	0.840235	0.840235	0.840235	0.840235	
281000	0.118577	1	0.940132	0.940132	0.940132	0.940132	
282000	0.118577	1	0.870784	0.870784	0.870784	0.870784	
283000	0.118577	1	0.918722	0.918722	0.918722	0.918722	
284000	0.118577	1	0.994482	0.994482	0.994482	0.994482	
285000	0.118577	1	0.904033	0.904033	0.904033	0.904033	
286000	0.118577	1	0.992102	0.992102	0.992102	0.992102	
287000	0.118577	1	0.872566	0.872566	0.872566	0.872566	
288000	0.118577	1	0.932908	0.932908	0.932908	0.932908	
289000	0.118577	1	0.914663	0.914663	0.914663	0.914663	
290000	0.118577	1	0.966292	0.966292	0.966292	0.966292	
291000	0.118577	1	0.887678	0.887678	0.887678	0.887678	
292000	0.118577	1	0.922102	0.922102	0.922102	0.922102	
293000	0.118577	1	1.003475	1.003475	1.003475	1.003475	
294000	0.118577	1	0.946912	0.946912	0.946912	0.946912	
295000	0.118577	1	0.938233	0.938233	0.938233	0.938233	
296000	0.118577	1	0.925508	0.925508	0.925508	0.925508	
297000	0.118577	1	0.965599	0.965599	0.965599	0.965599	
298000	0.118577	1	0.929180	0.929180	0.929180	0.929180	
299000	0.118577	1	1.031021	1.031021	1.031021	1.031021	
300000	0.118577	1	0.928176	0.928176	0.928176	0.928176	
301000	0.118577	1	0.931776	0.931776	0.931776	0.931776	
302000	0.118577	1	0.963382	0.963382	0.963382	0.963382	
303000	0.118577	1	0.872888	0.872888	0.872888	0.872888	
304000	0.118577	1	0.951810	0.951810	0.951810	0.951810	
305000	0.118577	1	0.905024	0.905024	0.905024	0.905024	
306000	0.118577	1	0.868397	0.868397	0.868397	0.868397	
307000	0.118577	1	1.005890	1.005890	1.005890	1.005890	
308000	0.118577	1	0.905516	0.905516	0.905516	0.905516	
309000	0.118577	1	1.005761	1.005761	1.005761	1.005761	
310000	0.118577	1	0.900459	0.900459	0.900459	0.900459	
311000	0.118577	1	1.009281	1.009281	1.009281	1.009281	
312000	0.118577	1	0.944240	0.944240	0.944240	0.944240	
313000	0.118577	1	0.913343	0.913343	0.913343	0.913343	
314000	0.118577	1	0.879094	0.879094	0.879094	0.879094	
315000	0.118577	1	0.953049	0.953049	0.953049	0.953049	
316000	0.118577	1	0.964424	0.964424	0.964424	0.964424	
317000	0.118577	1	1.026308	1.026308	1.026308	1.026308	
318000	0.118577	1	0.910178	0.910178	0.910178	0.910178	
319000	0.118577	1	0.952814	0.952814	0.952814	0.952814	
320000	0.118577	1	0.896534	0.896534	0.896534	0.896534	
321000	0.118577	1	0.926026	0.926026	0.926026	0.926026	
322000	0.118577	1	0.951789	0.951789	0.951789	0.951789	
323000	0.118577	1	0.902267	0.902267	0.902267	0.902267	
324000	0.118577	1	0.863778	0.863778	0.863778	0.863778	
325000	0.118577	1	0.895304	0.895304	0.895304	0.895304	
326000	0.118577	1	0.979678	0.979678	0.979678	0.979678	
327000	0.118577	1	0.906699	0.906699	0.906699	0.906699	
328000	0.118577	1	0.901746	0.901746	0.901746	0.901746	
329000	0.118577	1	0.977918	0.977918	0.977918	0.977918	
330000	0.118577	1	0.948003	0.948003	0.948003	0.948003	
331000	0.118577	1	0.874812	0.874812	0.874812	0.874812	
332000	0.118577	1	0.930827	0.930827	0.930827	0.930827	
333000	0.118577	1	0.917436	0.917436	0.917436	0.917436	
334000	0.118577	1	0.906535	0.906535	0.906535	0.906535	
335000	0.118577	1	0.838513	0.838513	0.838513	0.838513	
336000	0.118577	1	0.896133	0.896133	0.896133	0.896133	
337000	0.118577	1	0.906283	0.906283	0.906283	0.906283	
338000	0.118577	1	0.828424	0.828424	0.828424	0.828424	
339000	0.118577	1	0.817576	0.817576	0.817576	0.817576	
340000	0.118577	1	0.916015	0.916015	0.916015	0.916015	
341000	0.118577	1	0.899480	0.899480	0.899480	0.899480	
342000	0.118577	1	0.864923	0.864923	0.864923	0.864923	
343000	0.118577	1	0.952825	0.952825	0.952825	0.952825	
344000	0.118577	1	0.903309	0.903309	0.903309	0.903309	
345000	0.118577	1	0.832002	0.832002	0.832002	0.832002	
346000	0.118577	1	0.929640	0.929640	0.929640	0.929640	
347000	0.118577	1	0.880946	0.880946	0.880946	0.880946	
348000	0.118577	1	0.897258	0.897258	0.897258	0.897258	
349000	0.118577	1	0.854145	0.854145	0.854145	0.854145	
350000	0.118577	1	0.963402	0.963402	0.963402	0.963402	
351000	0.118577	1	0.824212	0.824212	0.824212	0.824212	
352000	0.118577	1	0.851313	0.851313	0.851313	0.851313	
353000	0.118577	1	0.914905	0.914905	0.914905	0.914905	
354000	0.118577	1	0.853483	0.853483	0.853483	0.853483	
355000	0.118577	1	0.833453	0.833453	0.833453	0.833453	
356000	0.118577	1	0.859005	0.859005	0.859005	0.859005	
357000	0.118577	1	0.898819	0.898819	0.898819	0.898819	
358000	0.118577	1	0.928564	0.928564	0.928564	0.928564	
359000	0.118577	1	0.809823	0.809823	0.809823	0.809823	
360000	0.118577	1	0.917543	0.917543	0.917543	0.917543	
361000	0.118577	1	0.963501	0.963501	0.963501	0.963501	
362000	0.118577	1	0.924911	0.924911	0.924911	0.924911	
363000	0.118577	1	0.899152	0.899152	0.899152	0.899152	
364000	0.118577	1	0.941424	0.941424	0.941424	0.941424	
365000	0.118577	1	0.947475	0.947475	0.947475	0.947475	
366000	0.118577	1	0.876796	0.876796	0.876796	0.876796	
367000	0.118577	1	0.800010	0.800010	0.800010	0.800010	
368000	0.118577	1	0.944375	0.944375	0.944375	0.944375	
369000	0.118577	1	0.894828	0.894828	0.894828	0.894828	
370000	0.118577	1	0.916525	0.916525	0.916525	0.916525	
371000	0.118577	1	0.900834	0.900834	0.900834	0.900834	
372000	0.118577	1	0.938507	0.938507	0.938507	0.938507	
373000	0.118577	1	0.908636	0.908636	0.908636	0.908636	
374000	0.118577	1	0.875861	0.875861	0.875861	0.875861	
375000	0.118577	1	0.959014	0.959014	0.959014	0.959014	
376000	0.118577	1	0.880193	0.880193	0.880193	0.880193	
377000	0.118577	1	0.878535	0.878535	0.878535	0.878535	
378000	0.118577	1	0.879000	0.879000	0.879000	0.879000	
379000	0.118577	1	0.966632	0.966632	0.966632	0.966632	
380000	0.118577	1	0.898578	0.898578	0.898578	0.898578	
381000	0.118577	1	0.970434	0.970434	0.970434	0.970434	
382000	0.118577	1	0.816179	0.816179	0.816179	0.816179	
383000	0.118577	1	0.891434	0.891434	0.891434	0.891434	
384000	0.118577	1	0.991014	0.991014	0.991014	0.991014	
385000	0.118577	1	0.931828	0.931828	0.931828	0.931828	
386000	0.118577	1	0.853707	0.853707	0.853707	0.853707	
387000	0.118577	1	0.975471	0.975471	0.975471	0.975471	
388000	0.118577	1	0.840490	0.840490	0.840490	0.840490	
389000	0.118577	1	0.939448	0.939448	0.939448	0.939448	
390000	0.118577	1	0.942937	0.942937	0.942937	0.942937	
391000	0.118577	1	0.844600	0.844600	0.844600	0.844600	
392000	0.118577	1	0.828726	0.828726	0.828726	0.828726	
393000	0.118577	1	0.898835	0.898835	0.898835	0.898835	
394000	0.118577	1	0.859344	0.859344	0.859344	0.859344	
395000	0.118577	1	0.931180	0.931180	0.931180	0.931180	
396000	0.118577	1	0.829608	0.829608	0.829608	0.829608	
397000	0.118577	1	0.957328	0.957328	0.957328	0.957328	
398000	0.118577	1	0.847692	0.847692	0.847692	0.847692	
399000	0.118577	1	0.877384	0.877384	0.877384	0.877384	
400000	0.118577	1	0.929639	0.929639	0.929639	0.929639	
401000	0.118577	1	0.890597	0.890597	0.890597	0.890597	
402000	0.118577	1	0.808373	0.808373	0.808373	0.808373	
403000	0.118577	1	0.943792	0.943792	0.943792	0.943792	
404000	0.118577	1	0.918154	0.918154	0.918154	0.918154	
405000	0.118577	1	0.898053	0.898053	0.898053	0.898053	
406000	0.118577	1	0.908025	0.908025	0.908025	0.908025	
407000	0.118577	1	0.895718	0.895718	0.895718	0.895718	
408000	0.118577	1	0.894008	0.894008	0.894008	0.894008	
409000	0.118577	1	0.929218	0.929218	0.929218	0.929218	
410000	0.118577	1	0.900805	0.900805	0.900805	0.900805	
411000	0.118577	1	0.887527	0.887527	0.887527	0.887527	
412000	0.118577	1	0.898064	0.898064	0.898064	0.898064	
413000	0.118577	1	0.893847	0.893847	0.893847	0.893847	
414000	0.118577	1	0.907274	0.907274	0.907274	0.907274	
415000	0.118577	1	0.877067	0.877067	0.877067	0.877067	
416000	0.118577	1	0.913482	0.913482	0.913482	0.913482	
417000	0.118577	1	0.891661	0.891661	0.891661	0.891661	
418000	0.118577	1	0.894447	0.894447	0.894447	0.894447	
419000	0.118577	1	0.913816	0.913816	0.913816	0.913816	
420000	0.118577	1	0.873975	0.873975	0.873975	0.873975	
421000	0.118577	1	0.922058	0.922058	0.922058	0.922058	
422000	0.118577	1	0.832965	0.832965	0.832965	0.832965	
423000	0.118577	1	0.970105	0.970105	0.970105	0.970105	
424000	0.118577	1	0.821305	0.821305	0.821305	0.821305	
425000	0.118577	1	0.894295	0.894295	0.894295	0.894295	
426000	0.118577	1	0.870955	0.870955	0.870955	0.870955	
427000	0.118577	1	0.845481	0.845481	0.845481	0.845481	
428000	0.118577	1	0.892701	0.892701	0.892701	0.892701	
429000	0.118577	1	0.934785	0.934785	0.934785	0.934785	
430000	0.118577	1	0.996786	0.996786	0.996786	0.996786	
431000	0.118577	1	0.828286	0.828286	0.828286	0.828286	
432000	0.118577	1	0.876943	0.876943	0.876943	0.876943	
433000	0.118577	1	0.893377	0.893377	0.893377	0.893377	
434000	0.118577	1	0.892537	0.892537	0.892537	0.892537	
435000	0.118577	1	0.927074	0.927074	0.927074	0.927074	
436000	0.118577	1	0.915577	0.915577	0.915577	0.915577	
437000	0.118577	1	0.994916	0.994916	0.994916	0.994916	
438000	0.118577	1	0.961499	0.961499	0.961499	0.961499	
439000	0.118577	1	0.938805	0.938805	0.938805	0.938805	
440000	0.118577	1	1.003440	1.003440	1.003440	1.003440	
441000	0.118577	1	0.889616	0.889616	0.889616	0.889616	
442000	0.118577	1	0.898278	0.898278	0.898278	0.898278	
443000	0.118577	1	0.891749	0.891749	0.891749	0.891749	
444000	0.118577	1	0.942616	0.942616	0.942616	0.942616	
445000	0.118577	1	0.933160	0.933160	0.933160	0.933160	
446000	0.118577	1	0.994855	0.994855	0.994855	0.994855	
447000	0.118577	1	0.846380	0.846380	0.846380	0.846380	
448000	0.118577	1	0.996603	0.996603	0.996603	0.996603	
