Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	
1033000	0.118577	1	0.282413	0.210557	0.188002	0.319029	0.282413	0.210557	0.188002	0.319029	0.282413	0.210557	0.188002	0.319029	0.282413	0.210557	0.188002	0.319029	
1034000	0.118577	1	0.293244	0.207866	0.180175	0.318715	0.293244	0.207866	0.180175	0.318715	0.293244	0.207866	0.180175	0.318715	0.293244	0.207866	0.180175	0.318715	
1035000	0.118577	2	0.287613	0.209501	0.190459	0.312427	0.287613	0.209501	0.190459	0.312427	0.343014	0.153607	0.156114	0.347265	0.343014	0.153607	0.156114	0.347265	
1036000	0.118577	1	0.280714	0.200941	0.181689	0.336656	0.280714	0.200941	0.181689	0.336656	0.280714	0.200941	0.181689	0.336656	0.280714	0.200941	0.181689	0.336656	
1037000	0.118577	1	0.304736	0.191575	0.186108	0.317581	0.304736	0.191575	0.186108	0.317581	0.304736	0.191575	0.186108	0.317581	0.304736	0.191575	0.186108	0.317581	
1038000	0.118577	1	0.282926	0.206493	0.185904	0.324677	0.282926	0.206493	0.185904	0.324677	0.282926	0.206493	0.185904	0.324677	0.282926	0.206493	0.185904	0.324677	
1039000	0.118577	1	0.306636	0.193741	0.187366	0.312257	0.306636	0.193741	0.187366	0.312257	0.306636	0.193741	0.187366	0.312257	0.306636	0.193741	0.187366	0.312257	
1040000	0.118577	1	0.289835	0.193543	0.196716	0.319907	0.289835	0.193543	0.196716	0.319907	0.289835	0.193543	0.196716	0.319907	0.289835	0.193543	0.196716	0.319907	
1041000	0.118577	1	0.281104	0.200670	0.197282	0.320945	0.281104	0.200670	0.197282	0.320945	0.281104	0.200670	0.197282	0.320945	0.281104	0.200670	0.197282	0.320945	
1042000	0.118577	1	0.288664	0.210497	0.202946	0.297893	0.288664	0.210497	0.202946	0.297893	0.288664	0.210497	0.202946	0.297893	0.288664	0.210497	0.202946	0.297893	
1043000	0.118577	2	0.352379	0.269873	0.211108	0.166641	0.283057	0.177303	0.170109	0.369531	0.283057	0.177303	0.170109	0.369531	0.283057	0.177303	0.170109	0.369531	
1044000	0.118577	1	0.294547	0.195631	0.205708	0.304113	0.294547	0.195631	0.205708	0.304113	0.294547	0.195631	0.205708	0.304113	0.294547	0.195631	0.205708	0.304113	
1045000	0.118577	1	0.296437	0.208947	0.186297	0.308319	0.296437	0.208947	0.186297	0.308319	0.296437	0.208947	0.186297	0.308319	0.296437	0.208947	0.186297	0.308319	
1046000	0.118577	1	0.288576	0.189600	0.205511	0.316313	0.288576	0.189600	0.205511	0.316313	0.288576	0.189600	0.205511	0.316313	0.288576	0.189600	0.205511	0.316313	
1047000	0.118577	1	0.297722	0.200794	0.205073	0.296412	0.297722	0.200794	0.205073	0.296412	0.297722	0.200794	0.205073	0.296412	0.297722	0.200794	0.205073	0.296412	
1048000	0.118577	1	0.291538	0.210634	0.185334	0.312495	0.291538	0.210634	0.185334	0.312495	0.291538	0.210634	0.185334	0.312495	0.291538	0.210634	0.185334	0.312495	
1049000	0.118577	1	0.307358	0.205341	0.194505	0.292796	0.307358	0.205341	0.194505	0.292796	0.307358	0.205341	0.194505	0.292796	0.307358	0.205341	0.194505	0.292796	
1050000	0.118577	1	0.288612	0.215067	0.183456	0.312865	0.288612	0.215067	0.183456	0.312865	0.288612	0.215067	0.183456	0.312865	0.288612	0.215067	0.183456	0.312865	
1051000	0.118577	1	0.284786	0.204227	0.194374	0.316613	0.284786	0.204227	0.194374	0.316613	0.284786	0.204227	0.194374	0.316613	0.284786	0.204227	0.194374	0.316613	
1052000	0.118577	1	0.278134	0.215472	0.197203	0.309192	0.278134	0.215472	0.197203	0.309192	0.278134	0.215472	0.197203	0.309192	0.278134	0.215472	0.197203	0.309192	
1053000	0.118577	1	0.302965	0.204622	0.203852	0.288560	0.302965	0.204622	0.203852	0.288560	0.302965	0.204622	0.203852	0.288560	0.302965	0.204622	0.203852	0.288560	
1054000	0.118577	1	0.290565	0.216909	0.186414	0.306111	0.290565	0.216909	0.186414	0.306111	0.290565	0.216909	0.186414	0.306111	0.290565	0.216909	0.186414	0.306111	
1055000	0.118577	2	0.249236	0.219734	0.227941	0.303089	0.249236	0.219734	0.227941	0.303089	0.311548	0.180567	0.140333	0.367553	0.311548	0.180567	0.140333	0.367553	
1056000	0.118577	1	0.289483	0.211741	0.155192	0.343584	0.289483	0.211741	0.155192	0.343584	0.289483	0.211741	0.155192	0.343584	0.289483	0.211741	0.155192	0.343584	
1057000	0.118577	1	0.295469	0.197790	0.193707	0.313034	0.295469	0.197790	0.193707	0.313034	0.295469	0.197790	0.193707	0.313034	0.295469	0.197790	0.193707	0.313034	
1058000	0.118577	1	0.301603	0.206522	0.175627	0.316249	0.301603	0.206522	0.175627	0.316249	0.301603	0.206522	0.175627	0.316249	0.301603	0.206522	0.175627	0.316249	
1059000	0.118577	1	0.284788	0.208251	0.186093	0.320868	0.284788	0.208251	0.186093	0.320868	0.284788	0.208251	0.186093	0.320868	0.284788	0.208251	0.186093	0.320868	
1060000	0.118577	1	0.296929	0.194424	0.196593	0.312055	0.296929	0.194424	0.196593	0.312055	0.296929	0.194424	0.196593	0.312055	0.296929	0.194424	0.196593	0.312055	
1061000	0.118577	1	0.294592	0.214675	0.178573	0.312160	0.294592	0.214675	0.178573	0.312160	0.294592	0.214675	0.178573	0.312160	0.294592	0.214675	0.178573	0.312160	
1062000	0.118577	1	0.301786	0.193176	0.191987	0.313050	0.301786	0.193176	0.191987	0.313050	0.301786	0.193176	0.191987	0.313050	0.301786	0.193176	0.191987	0.313050	
1063000	0.118577	1	0.310363	0.188905	0.142739	0.357993	0.310363	0.188905	0.142739	0.357993	0.310363	0.188905	0.142739	0.357993	0.310363	0.188905	0.142739	0.357993	
1064000	0.118577	1	0.294441	0.213645	0.186142	0.305772	0.294441	0.213645	0.186142	0.305772	0.294441	0.213645	0.186142	0.305772	0.294441	0.213645	0.186142	0.305772	
1065000	0.118577	1	0.283613	0.221189	0.178831	0.316368	0.283613	0.221189	0.178831	0.316368	0.283613	0.221189	0.178831	0.316368	0.283613	0.221189	0.178831	0.316368	
1066000	0.118577	1	0.289575	0.200602	0.191521	0.318302	0.289575	0.200602	0.191521	0.318302	0.289575	0.200602	0.191521	0.318302	0.289575	0.200602	0.191521	0.318302	
1067000	0.118577	1	0.296263	0.194577	0.192953	0.316208	0.296263	0.194577	0.192953	0.316208	0.296263	0.194577	0.192953	0.316208	0.296263	0.194577	0.192953	0.316208	
1068000	0.118577	1	0.293246	0.225242	0.198673	0.282839	0.293246	0.225242	0.198673	0.282839	0.293246	0.225242	0.198673	0.282839	0.293246	0.225242	0.198673	0.282839	
1069000	0.118577	1	0.300297	0.200385	0.174689	0.324629	0.300297	0.200385	0.174689	0.324629	0.300297	0.200385	0.174689	0.324629	0.300297	0.200385	0.174689	0.324629	
1070000	0.118577	1	0.320172	0.206877	0.173630	0.299321	0.320172	0.206877	0.173630	0.299321	0.320172	0.206877	0.173630	0.299321	0.320172	0.206877	0.173630	0.299321	
1071000	0.118577	2	0.282906	0.192500	0.201756	0.322838	0.282906	0.192500	0.201756	0.322838	0.282906	0.192500	0.201756	0.322838	0.319188	0.171368	0.127087	0.382357	
1072000	0.118577	1	0.291749	0.200464	0.188829	0.318958	0.291749	0.200464	0.188829	0.318958	0.291749	0.200464	0.188829	0.318958	0.291749	0.200464	0.188829	0.318958	
1073000	0.118577	1	0.285573	0.184019	0.191915	0.338493	0.285573	0.184019	0.191915	0.338493	0.285573	0.184019	0.191915	0.338493	0.285573	0.184019	0.191915	0.338493	
1074000	0.118577	1	0.294282	0.191508	0.177023	0.337187	0.294282	0.191508	0.177023	0.337187	0.294282	0.191508	0.177023	0.337187	0.294282	0.191508	0.177023	0.337187	
1075000	0.118577	1	0.273081	0.220603	0.192198	0.314118	0.273081	0.220603	0.192198	0.314118	0.273081	0.220603	0.192198	0.314118	0.273081	0.220603	0.192198	0.314118	
1076000	0.118577	2	0.265144	0.259678	0.168705	0.306472	0.302364	0.195979	0.186989	0.314669	0.302364	0.195979	0.186989	0.314669	0.302364	0.195979	0.186989	0.314669	
1077000	0.118577	1	0.288557	0.220368	0.174329	0.316746	0.288557	0.220368	0.174329	0.316746	0.288557	0.220368	0.174329	0.316746	0.288557	0.220368	0.174329	0.316746	
1078000	0.118577	1	0.276884	0.209803	0.200073	0.313240	0.276884	0.209803	0.200073	0.313240	0.276884	0.209803	0.200073	0.313240	0.276884	0.209803	0.200073	0.313240	
1079000	0.118577	1	0.294038	0.193763	0.192285	0.319915	0.294038	0.193763	0.192285	0.319915	0.294038	0.193763	0.192285	0.319915	0.294038	0.193763	0.192285	0.319915	
1080000	0.118577	1	0.327751	0.193014	0.163802	0.315433	0.327751	0.193014	0.163802	0.315433	0.327751	0.193014	0.163802	0.315433	0.327751	0.193014	0.163802	0.315433	
1081000	0.118577	1	0.275843	0.172430	0.180064	0.371663	0.275843	0.172430	0.180064	0.371663	0.275843	0.172430	0.180064	0.371663	0.275843	0.172430	0.180064	0.371663	
1082000	0.118577	2	0.173761	0.205126	0.258604	0.362510	0.299525	0.172372	0.183252	0.344851	0.299525	0.172372	0.183252	0.344851	0.299525	0.172372	0.183252	0.344851	
1083000	0.118577	1	0.314095	0.173747	0.144016	0.368142	0.314095	0.173747	0.144016	0.368142	0.314095	0.173747	0.144016	0.368142	0.314095	0.173747	0.144016	0.368142	
1084000	0.118577	2	0.338918	0.191165	0.162463	0.307455	0.262795	0.241094	0.191867	0.304243	0.338918	0.191165	0.162463	0.307455	0.338918	0.191165	0.162463	0.307455	
1085000	0.118577	1	0.281787	0.203655	0.196515	0.318043	0.281787	0.203655	0.196515	0.318043	0.281787	0.203655	0.196515	0.318043	0.281787	0.203655	0.196515	0.318043	
1086000	0.118577	1	0.301109	0.195372	0.170831	0.332688	0.301109	0.195372	0.170831	0.332688	0.301109	0.195372	0.170831	0.332688	0.301109	0.195372	0.170831	0.332688	
1087000	0.118577	1	0.285193	0.208651	0.178244	0.327911	0.285193	0.208651	0.178244	0.327911	0.285193	0.208651	0.178244	0.327911	0.285193	0.208651	0.178244	0.327911	
1088000	0.118577	1	0.300672	0.182403	0.192887	0.324038	0.300672	0.182403	0.192887	0.324038	0.300672	0.182403	0.192887	0.324038	0.300672	0.182403	0.192887	0.324038	
1089000	0.118577	1	0.294799	0.201016	0.211954	0.292232	0.294799	0.201016	0.211954	0.292232	0.294799	0.201016	0.211954	0.292232	0.294799	0.201016	0.211954	0.292232	
1090000	0.118577	1	0.285648	0.216700	0.139454	0.358198	0.285648	0.216700	0.139454	0.358198	0.285648	0.216700	0.139454	0.358198	0.285648	0.216700	0.139454	0.358198	
1091000	0.118577	2	0.307566	0.253688	0.201327	0.237419	0.339600	0.193446	0.159952	0.307001	0.339600	0.193446	0.159952	0.307001	0.339600	0.193446	0.159952	0.307001	
1092000	0.118577	1	0.294555	0.205832	0.192312	0.307301	0.294555	0.205832	0.192312	0.307301	0.294555	0.205832	0.192312	0.307301	0.294555	0.205832	0.192312	0.307301	
1093000	0.118577	1	0.294566	0.207127	0.196436	0.301870	0.294566	0.207127	0.196436	0.301870	0.294566	0.207127	0.196436	0.301870	0.294566	0.207127	0.196436	0.301870	
1094000	0.118577	2	0.243091	0.253069	0.224955	0.278885	0.332407	0.168023	0.146779	0.352791	0.332407	0.168023	0.146779	0.352791	0.332407	0.168023	0.146779	0.352791	
1095000	0.118577	1	0.290668	0.221832	0.176131	0.311369	0.290668	0.221832	0.176131	0.311369	0.290668	0.221832	0.176131	0.311369	0.290668	0.221832	0.176131	0.311369	
1096000	0.118577	1	0.295160	0.228898	0.177891	0.298051	0.295160	0.228898	0.177891	0.298051	0.295160	0.228898	0.177891	0.298051	0.295160	0.228898	0.177891	0.298051	
1097000	0.118577	1	0.298158	0.204946	0.191922	0.304975	0.298158	0.204946	0.191922	0.304975	0.298158	0.204946	0.191922	0.304975	0.298158	0.204946	0.191922	0.304975	
1098000	0.118577	1	0.286505	0.188424	0.197236	0.327834	0.286505	0.188424	0.197236	0.327834	0.286505	0.188424	0.197236	0.327834	0.286505	0.188424	0.197236	0.327834	
1099000	0.118577	1	0.284455	0.202372	0.178541	0.334632	0.284455	0.202372	0.178541	0.334632	0.284455	0.202372	0.178541	0.334632	0.284455	0.202372	0.178541	0.334632	
1100000	0.118577	1	0.271191	0.213194	0.191902	0.323713	0.271191	0.213194	0.191902	0.323713	0.271191	0.213194	0.191902	0.323713	0.271191	0.213194	0.191902	0.323713	
1101000	0.118577	1	0.304495	0.200121	0.193189	0.302196	0.304495	0.200121	0.193189	0.302196	0.304495	0.200121	0.193189	0.302196	0.304495	0.200121	0.193189	0.302196	
1102000	0.118577	1	0.289374	0.200022	0.195222	0.315381	0.289374	0.200022	0.195222	0.315381	0.289374	0.200022	0.195222	0.315381	0.289374	0.200022	0.195222	0.315381	
1103000	0.118577	2	0.198484	0.227938	0.287312	0.286266	0.293702	0.199579	0.172766	0.333952	0.293702	0.199579	0.172766	0.333952	0.293702	0.199579	0.172766	0.333952	
1104000	0.118577	1	0.288656	0.204117	0.196685	0.310542	0.288656	0.204117	0.196685	0.310542	0.288656	0.204117	0.196685	0.310542	0.288656	0.204117	0.196685	0.310542	
1105000	0.118577	1	0.293124	0.210397	0.178760	0.317719	0.293124	0.210397	0.178760	0.317719	0.293124	0.210397	0.178760	0.317719	0.293124	0.210397	0.178760	0.317719	
1106000	0.118577	1	0.290444	0.216507	0.185225	0.307824	0.290444	0.216507	0.185225	0.307824	0.290444	0.216507	0.185225	0.307824	0.290444	0.216507	0.185225	0.307824	
1107000	0.118577	1	0.283419	0.202277	0.181130	0.333175	0.283419	0.202277	0.181130	0.333175	0.283419	0.202277	0.181130	0.333175	0.283419	0.202277	0.181130	0.333175	
1108000	0.118577	1	0.288604	0.207513	0.201312	0.302571	0.288604	0.207513	0.201312	0.302571	0.288604	0.207513	0.201312	0.302571	0.288604	0.207513	0.201312	0.302571	
1109000	0.118577	1	0.295566	0.190257	0.195738	0.318439	0.295566	0.190257	0.195738	0.318439	0.295566	0.190257	0.195738	0.318439	0.295566	0.190257	0.195738	0.318439	
1110000	0.118577	1	0.293214	0.205416	0.194669	0.306700	0.293214	0.205416	0.194669	0.306700	0.293214	0.205416	0.194669	0.306700	0.293214	0.205416	0.194669	0.306700	
1111000	0.118577	1	0.284359	0.205396	0.202759	0.307485	0.284359	0.205396	0.202759	0.307485	0.284359	0.205396	0.202759	0.307485	0.284359	0.205396	0.202759	0.307485	
1112000	0.118577	2	0.262329	0.231806	0.158999	0.346866	0.262329	0.231806	0.158999	0.346866	0.329393	0.162588	0.144770	0.363249	0.329393	0.162588	0.144770	0.363249	
1113000	0.118577	1	0.308495	0.167557	0.179256	0.344692	0.308495	0.167557	0.179256	0.344692	0.308495	0.167557	0.179256	0.344692	0.308495	0.167557	0.179256	0.344692	
1114000	0.118577	1	0.293351	0.184570	0.168867	0.353212	0.293351	0.184570	0.168867	0.353212	0.293351	0.184570	0.168867	0.353212	0.293351	0.184570	0.168867	0.353212	
1115000	0.118577	1	0.280327	0.199180	0.195323	0.325170	0.280327	0.199180	0.195323	0.325170	0.280327	0.199180	0.195323	0.325170	0.280327	0.199180	0.195323	0.325170	
1116000	0.118577	1	0.300922	0.203445	0.197959	0.297674	0.300922	0.203445	0.197959	0.297674	0.300922	0.203445	0.197959	0.297674	0.300922	0.203445	0.197959	0.297674	
1117000	0.118577	1	0.310331	0.199177	0.192007	0.298486	0.310331	0.199177	0.192007	0.298486	0.310331	0.199177	0.192007	0.298486	0.310331	0.199177	0.192007	0.298486	
1118000	0.118577	2	0.298434	0.216247	0.184935	0.300383	0.298434	0.216247	0.184935	0.300383	0.298434	0.216247	0.184935	0.300383	0.284930	0.153277	0.133878	0.427914	
1119000	0.118577	1	0.293879	0.205044	0.183642	0.317434	0.293879	0.205044	0.183642	0.317434	0.293879	0.205044	0.183642	0.317434	0.293879	0.205044	0.183642	0.317434	
1120000	0.118577	1	0.284498	0.220348	0.186528	0.308627	0.284498	0.220348	0.186528	0.308627	0.284498	0.220348	0.186528	0.308627	0.284498	0.220348	0.186528	0.308627	
1121000	0.118577	1	0.268179	0.205665	0.196353	0.329802	0.268179	0.205665	0.196353	0.329802	0.268179	0.205665	0.196353	0.329802	0.268179	0.205665	0.196353	0.329802	
1122000	0.118577	2	0.227298	0.285102	0.241120	0.246480	0.283309	0.209673	0.186053	0.320964	0.283309	0.209673	0.186053	0.320964	0.283309	0.209673	0.186053	0.320964	
1123000	0.118577	1	0.275494	0.208253	0.203836	0.312417	0.275494	0.208253	0.203836	0.312417	0.275494	0.208253	0.203836	0.312417	0.275494	0.208253	0.203836	0.312417	
1124000	0.118577	2	0.264689	0.228364	0.228985	0.277961	0.264689	0.228364	0.228985	0.277961	0.332739	0.166626	0.162349	0.338286	0.332739	0.166626	0.162349	0.338286	
1125000	0.118577	1	0.290372	0.216112	0.190047	0.303470	0.290372	0.216112	0.190047	0.303470	0.290372	0.216112	0.190047	0.303470	0.290372	0.216112	0.190047	0.303470	
1126000	0.118577	1	0.281532	0.217039	0.190446	0.310984	0.281532	0.217039	0.190446	0.310984	0.281532	0.217039	0.190446	0.310984	0.281532	0.217039	0.190446	0.310984	
1127000	0.118577	1	0.281459	0.210403	0.181177	0.326961	0.281459	0.210403	0.181177	0.326961	0.281459	0.210403	0.181177	0.326961	0.281459	0.210403	0.181177	0.326961	
1128000	0.118577	1	0.289730	0.199802	0.181153	0.329316	0.289730	0.199802	0.181153	0.329316	0.289730	0.199802	0.181153	0.329316	0.289730	0.199802	0.181153	0.329316	
1129000	0.118577	1	0.266470	0.234907	0.186445	0.312178	0.266470	0.234907	0.186445	0.312178	0.266470	0.234907	0.186445	0.312178	0.266470	0.234907	0.186445	0.312178	
1130000	0.118577	1	0.295666	0.197374	0.185577	0.321383	0.295666	0.197374	0.185577	0.321383	0.295666	0.197374	0.185577	0.321383	0.295666	0.197374	0.185577	0.321383	
1131000	0.118577	2	0.267592	0.198670	0.207449	0.326288	0.267592	0.198670	0.207449	0.326288	0.325070	0.166097	0.150595	0.358238	0.325070	0.166097	0.150595	0.358238	
1132000	0.118577	2	0.249578	0.234664	0.227653	0.288105	0.249578	0.234664	0.227653	0.288105	0.338551	0.160296	0.136811	0.364342	0.338551	0.160296	0.136811	0.364342	
1133000	0.118577	1	0.277285	0.202001	0.184555	0.336160	0.277285	0.202001	0.184555	0.336160	0.277285	0.202001	0.184555	0.336160	0.277285	0.202001	0.184555	0.336160	
1134000	0.118577	1	0.284381	0.200826	0.192574	0.322219	0.284381	0.200826	0.192574	0.322219	0.284381	0.200826	0.192574	0.322219	0.284381	0.200826	0.192574	0.322219	
1135000	0.118577	2	0.323602	0.207378	0.211707	0.257312	0.347064	0.174471	0.182901	0.295565	0.347064	0.174471	0.182901	0.295565	0.347064	0.174471	0.182901	0.295565	
1136000	0.118577	1	0.287467	0.210512	0.186247	0.315773	0.287467	0.210512	0.186247	0.315773	0.287467	0.210512	0.186247	0.315773	0.287467	0.210512	0.186247	0.315773	
1137000	0.118577	2	0.308497	0.190647	0.186161	0.314694	0.308497	0.190647	0.186161	0.314694	0.308497	0.190647	0.186161	0.314694	0.309629	0.145212	0.144209	0.400950	
1138000	0.118577	1	0.286089	0.214546	0.188284	0.311082	0.286089	0.214546	0.188284	0.311082	0.286089	0.214546	0.188284	0.311082	0.286089	0.214546	0.188284	0.311082	
1139000	0.118577	1	0.276334	0.202826	0.192190	0.328650	0.276334	0.202826	0.192190	0.328650	0.276334	0.202826	0.192190	0.328650	0.276334	0.202826	0.192190	0.328650	
1140000	0.118577	1	0.278903	0.207802	0.182442	0.330853	0.278903	0.207802	0.182442	0.330853	0.278903	0.207802	0.182442	0.330853	0.278903	0.207802	0.182442	0.330853	
1141000	0.118577	1	0.295118	0.201324	0.193989	0.309569	0.295118	0.201324	0.193989	0.309569	0.295118	0.201324	0.193989	0.309569	0.295118	0.201324	0.193989	0.309569	
1142000	0.118577	1	0.282585	0.197241	0.215497	0.304678	0.282585	0.197241	0.215497	0.304678	0.282585	0.197241	0.215497	0.304678	0.282585	0.197241	0.215497	0.304678	
1143000	0.118577	1	0.292742	0.187230	0.185824	0.334204	0.292742	0.187230	0.185824	0.334204	0.292742	0.187230	0.185824	0.334204	0.292742	0.187230	0.185824	0.334204	
1144000	0.118577	1	0.293289	0.199283	0.182792	0.324636	0.293289	0.199283	0.182792	0.324636	0.293289	0.199283	0.182792	0.324636	0.293289	0.199283	0.182792	0.324636	
1145000	0.118577	1	0.305532	0.192443	0.173434	0.328592	0.305532	0.192443	0.173434	0.328592	0.305532	0.192443	0.173434	0.328592	0.305532	0.192443	0.173434	0.328592	
1146000	0.118577	1	0.290129	0.220110	0.197487	0.292274	0.290129	0.220110	0.197487	0.292274	0.290129	0.220110	0.197487	0.292274	0.290129	0.220110	0.197487	0.292274	
1147000	0.118577	1	0.306689	0.194664	0.189502	0.309145	0.306689	0.194664	0.189502	0.309145	0.306689	0.194664	0.189502	0.309145	0.306689	0.194664	0.189502	0.309145	
1148000	0.118577	1	0.283987	0.201632	0.191617	0.322764	0.283987	0.201632	0.191617	0.322764	0.283987	0.201632	0.191617	0.322764	0.283987	0.201632	0.191617	0.322764	
1149000	0.118577	1	0.294449	0.176341	0.155061	0.374149	0.294449	0.176341	0.155061	0.374149	0.294449	0.176341	0.155061	0.374149	0.294449	0.176341	0.155061	0.374149	
1150000	0.118577	1	0.292620	0.201569	0.189163	0.316648	0.292620	0.201569	0.189163	0.316648	0.292620	0.201569	0.189163	0.316648	0.292620	0.201569	0.189163	0.316648	
1151000	0.118577	2	0.249059	0.224395	0.204106	0.322441	0.249059	0.224395	0.204106	0.322441	0.288826	0.160581	0.169998	0.380595	0.288826	0.160581	0.169998	0.380595	
1152000	0.118577	1	0.286218	0.186497	0.197259	0.330027	0.286218	0.186497	0.197259	0.330027	0.286218	0.186497	0.197259	0.330027	0.286218	0.186497	0.197259	0.330027	
1153000	0.118577	1	0.301912	0.194898	0.193494	0.309696	0.301912	0.194898	0.193494	0.309696	0.301912	0.194898	0.193494	0.309696	0.301912	0.194898	0.193494	0.309696	
1154000	0.118577	1	0.286761	0.214276	0.188131	0.310833	0.286761	0.214276	0.188131	0.310833	0.286761	0.214276	0.188131	0.310833	0.286761	0.214276	0.188131	0.310833	
1155000	0.118577	1	0.318188	0.218286	0.173544	0.289982	0.318188	0.218286	0.173544	0.289982	0.318188	0.218286	0.173544	0.289982	0.318188	0.218286	0.173544	0.289982	
1156000	0.118577	1	0.291779	0.204593	0.196320	0.307308	0.291779	0.204593	0.196320	0.307308	0.291779	0.204593	0.196320	0.307308	0.291779	0.204593	0.196320	0.307308	
1157000	0.118577	1	0.276349	0.214579	0.199587	0.309485	0.276349	0.214579	0.199587	0.309485	0.276349	0.214579	0.199587	0.309485	0.276349	0.214579	0.199587	0.309485	
1158000	0.118577	1	0.294264	0.210078	0.180279	0.315379	0.294264	0.210078	0.180279	0.315379	0.294264	0.210078	0.180279	0.315379	0.294264	0.210078	0.180279	0.315379	
1159000	0.118577	1	0.284817	0.216913	0.187573	0.310697	0.284817	0.216913	0.187573	0.310697	0.284817	0.216913	0.187573	0.310697	0.284817	0.216913	0.187573	0.310697	
1160000	0.118577	1	0.290506	0.200070	0.190448	0.318975	0.290506	0.200070	0.190448	0.318975	0.290506	0.200070	0.190448	0.318975	0.290506	0.200070	0.190448	0.318975	
1161000	0.118577	1	0.275334	0.219754	0.180616	0.324295	0.275334	0.219754	0.180616	0.324295	0.275334	0.219754	0.180616	0.324295	0.275334	0.219754	0.180616	0.324295	
1162000	0.118577	1	0.286673	0.195386	0.198821	0.319120	0.286673	0.195386	0.198821	0.319120	0.286673	0.195386	0.198821	0.319120	0.286673	0.195386	0.198821	0.319120	
1163000	0.118577	1	0.286995	0.200713	0.201682	0.310610	0.286995	0.200713	0.201682	0.310610	0.286995	0.200713	0.201682	0.310610	0.286995	0.200713	0.201682	0.310610	
1164000	0.118577	1	0.264391	0.232946	0.192522	0.310141	0.264391	0.232946	0.192522	0.310141	0.264391	0.232946	0.192522	0.310141	0.264391	0.232946	0.192522	0.310141	
1165000	0.118577	1	0.273851	0.226269	0.178691	0.321189	0.273851	0.226269	0.178691	0.321189	0.273851	0.226269	0.178691	0.321189	0.273851	0.226269	0.178691	0.321189	
1166000	0.118577	1	0.273216	0.181468	0.170177	0.375139	0.273216	0.181468	0.170177	0.375139	0.273216	0.181468	0.170177	0.375139	0.273216	0.181468	0.170177	0.375139	
1167000	0.118577	1	0.310274	0.179075	0.155034	0.355617	0.310274	0.179075	0.155034	0.355617	0.310274	0.179075	0.155034	0.355617	0.310274	0.179075	0.155034	0.355617	
1168000	0.118577	1	0.286707	0.190854	0.181292	0.341146	0.286707	0.190854	0.181292	0.341146	0.286707	0.190854	0.181292	0.341146	0.286707	0.190854	0.181292	0.341146	
1169000	0.118577	1	0.305966	0.192328	0.182536	0.319169	0.305966	0.192328	0.182536	0.319169	0.305966	0.192328	0.182536	0.319169	0.305966	0.192328	0.182536	0.319169	
1170000	0.118577	1	0.309573	0.188863	0.192592	0.308972	0.309573	0.188863	0.192592	0.308972	0.309573	0.188863	0.192592	0.308972	0.309573	0.188863	0.192592	0.308972	
1171000	0.118577	1	0.295891	0.205183	0.191302	0.307625	0.295891	0.205183	0.191302	0.307625	0.295891	0.205183	0.191302	0.307625	0.295891	0.205183	0.191302	0.307625	
1172000	0.118577	1	0.285045	0.202313	0.195351	0.317291	0.285045	0.202313	0.195351	0.317291	0.285045	0.202313	0.195351	0.317291	0.285045	0.202313	0.195351	0.317291	
1173000	0.118577	1	0.284219	0.221617	0.172591	0.321573	0.284219	0.221617	0.172591	0.321573	0.284219	0.221617	0.172591	0.321573	0.284219	0.221617	0.172591	0.321573	
1174000	0.118577	1	0.282199	0.200158	0.212566	0.305076	0.282199	0.200158	0.212566	0.305076	0.282199	0.200158	0.212566	0.305076	0.282199	0.200158	0.212566	0.305076	
1175000	0.118577	1	0.294637	0.184028	0.204076	0.317258	0.294637	0.184028	0.204076	0.317258	0.294637	0.184028	0.204076	0.317258	0.294637	0.184028	0.204076	0.317258	
1176000	0.118577	1	0.276551	0.214780	0.200346	0.308323	0.276551	0.214780	0.200346	0.308323	0.276551	0.214780	0.200346	0.308323	0.276551	0.214780	0.200346	0.308323	
1177000	0.118577	1	0.298067	0.205941	0.179000	0.316992	0.298067	0.205941	0.179000	0.316992	0.298067	0.205941	0.179000	0.316992	0.298067	0.205941	0.179000	0.316992	
1178000	0.118577	1	0.291339	0.201524	0.190224	0.316913	0.291339	0.201524	0.190224	0.316913	0.291339	0.201524	0.190224	0.316913	0.291339	0.201524	0.190224	0.316913	
1179000	0.118577	1	0.276788	0.200820	0.200573	0.321819	0.276788	0.200820	0.200573	0.321819	0.276788	0.200820	0.200573	0.321819	0.276788	0.200820	0.200573	0.321819	
1180000	0.118577	1	0.286091	0.198743	0.201860	0.313306	0.286091	0.198743	0.201860	0.313306	0.286091	0.198743	0.201860	0.313306	0.286091	0.198743	0.201860	0.313306	
1181000	0.118577	1	0.283117	0.219855	0.201654	0.295374	0.283117	0.219855	0.201654	0.295374	0.283117	0.219855	0.201654	0.295374	0.283117	0.219855	0.201654	0.295374	
1182000	0.118577	1	0.289197	0.204105	0.194314	0.312384	0.289197	0.204105	0.194314	0.312384	0.289197	0.204105	0.194314	0.312384	0.289197	0.204105	0.194314	0.312384	
