Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.212481	0.060367	0.753383	0.753383	0.060367	0.212481	
2000	0.092720	3	0.195349	0.059913	0.722234	0.722234	0.059913	0.195349	
3000	0.092720	3	0.194818	0.056026	0.727273	0.727273	0.056026	0.194818	
4000	0.092720	3	0.200222	0.059285	0.756057	0.756057	0.059285	0.200222	
5000	0.092720	3	0.223603	0.061909	0.772940	0.772940	0.061909	0.223603	
6000	0.092720	3	0.199007	0.061195	0.744378	0.744378	0.061195	0.199007	
7000	0.092720	3	0.197738	0.060202	0.765691	0.765691	0.060202	0.197738	
8000	0.092720	3	0.202092	0.061195	0.744535	0.744535	0.061195	0.202092	
9000	0.092720	3	0.196997	0.062379	0.755420	0.755420	0.062379	0.196997	
10000	0.092720	3	0.195701	0.060960	0.741826	0.741826	0.060960	0.195701	
11000	0.092720	3	0.203959	0.062213	0.766380	0.766380	0.062213	0.203959	
12000	0.092720	3	0.200794	0.062600	0.749950	0.749950	0.062600	0.200794	
13000	0.092720	3	0.205652	0.062286	0.752325	0.752325	0.062286	0.205652	
14000	0.092720	3	0.204645	0.063058	0.752398	0.752398	0.063058	0.204645	
15000	0.092720	3	0.199786	0.064962	0.735261	0.735261	0.064962	0.199786	
16000	0.092720	3	0.199453	0.062970	0.735342	0.735342	0.062970	0.199453	
17000	0.092720	3	0.192756	0.066712	0.764431	0.764431	0.066712	0.192756	
18000	0.092720	3	0.195323	0.064842	0.740514	0.740514	0.064842	0.195323	
19000	0.092720	3	0.192608	0.064471	0.762586	0.762586	0.064471	0.192608	
20000	0.092720	3	0.195041	0.064210	0.752314	0.752314	0.064210	0.195041	
21000	0.092720	3	0.191685	0.068424	0.789438	0.789438	0.068424	0.191685	
22000	0.092720	3	0.192363	0.061930	0.782091	0.782091	0.061930	0.192363	
23000	0.092720	3	0.193230	0.064503	0.754999	0.754999	0.064503	0.193230	
24000	0.092720	3	0.192038	0.064538	0.794940	0.794940	0.064538	0.192038	
25000	0.092720	3	0.195187	0.064504	0.789006	0.789006	0.064504	0.195187	
26000	0.092720	3	0.194634	0.063904	0.765489	0.765489	0.063904	0.194634	
27000	0.092720	3	0.193244	0.063537	0.800310	0.800310	0.063537	0.193244	
28000	0.092720	3	0.191652	0.063484	0.779154	0.779154	0.063484	0.191652	
29000	0.092720	3	0.195239	0.062137	0.713849	0.713849	0.062137	0.195239	
30000	0.092720	3	0.195028	0.066882	0.815725	0.815725	0.066882	0.195028	
31000	0.092720	3	0.191712	0.064561	0.775865	0.775865	0.064561	0.191712	
32000	0.092720	3	0.194992	0.065573	0.767561	0.767561	0.065573	0.194992	
33000	0.092720	3	0.196178	0.064745	0.749963	0.749963	0.064745	0.196178	
34000	0.092720	4	0.190664	0.065074	0.769714	0.769714	0.065074	0.192364	
35000	0.092720	3	0.194775	0.068659	0.763510	0.763510	0.068659	0.194775	
