Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.206486	0.054266	0.632006	0.632006	0.054266	0.206486	
2000	0.092720	3	0.210493	0.055101	0.686237	0.686237	0.055101	0.210493	
3000	0.092720	3	0.206032	0.051788	0.668950	0.668950	0.051788	0.206032	
4000	0.092720	3	0.202155	0.052093	0.644198	0.644198	0.052093	0.202155	
5000	0.092720	3	0.205685	0.052755	0.692445	0.692445	0.052755	0.205685	
6000	0.092720	3	0.215259	0.052739	0.708187	0.708187	0.052739	0.215259	
7000	0.092720	3	0.210887	0.055875	0.731651	0.731651	0.055875	0.210887	
8000	0.092720	3	0.208779	0.060349	0.751771	0.751771	0.060349	0.208779	
9000	0.092720	3	0.201110	0.061029	0.708446	0.708446	0.061029	0.201110	
10000	0.092720	3	0.199508	0.058858	0.719456	0.719456	0.058858	0.199508	
11000	0.092720	3	0.199643	0.063115	0.762371	0.762371	0.063115	0.199643	
12000	0.092720	3	0.203511	0.059282	0.741644	0.741644	0.059282	0.203511	
13000	0.092720	3	0.195843	0.058771	0.747265	0.747265	0.058771	0.195843	
14000	0.092720	3	0.203398	0.061455	0.718752	0.718752	0.061455	0.203398	
15000	0.092720	3	0.202552	0.061115	0.727543	0.727543	0.061115	0.202552	
16000	0.092720	3	0.199160	0.059742	0.754589	0.754589	0.059742	0.199160	
17000	0.092720	3	0.201139	0.059631	0.723238	0.723238	0.059631	0.201139	
18000	0.092720	3	0.199604	0.058952	0.691375	0.691375	0.058952	0.199604	
19000	0.092720	3	0.193741	0.058845	0.722509	0.722509	0.058845	0.193741	
20000	0.092720	3	0.197285	0.060922	0.746941	0.746941	0.060922	0.197285	
21000	0.092720	3	0.196126	0.059410	0.703801	0.703801	0.059410	0.196126	
22000	0.092720	3	0.196909	0.058205	0.733524	0.733524	0.058205	0.196909	
23000	0.092720	3	0.201061	0.057750	0.704906	0.704906	0.057750	0.201061	
24000	0.092720	3	0.192468	0.059939	0.728465	0.728465	0.059939	0.192468	
25000	0.092720	3	0.207124	0.060519	0.764549	0.764549	0.060519	0.207124	
26000	0.092720	3	0.196396	0.057472	0.830779	0.830779	0.057472	0.196396	
27000	0.092720	3	0.200997	0.061273	0.750384	0.750384	0.061273	0.200997	
28000	0.092720	4	0.199800	0.058325	0.707440	0.707440	0.061447	0.199800	
29000	0.092720	3	0.208961	0.062126	0.769225	0.769225	0.062126	0.208961	
30000	0.092720	3	0.205931	0.059094	0.752120	0.752120	0.059094	0.205931	
31000	0.092720	3	0.200268	0.062938	0.714208	0.714208	0.062938	0.200268	
32000	0.092720	3	0.196413	0.062333	0.767963	0.767963	0.062333	0.196413	
33000	0.092720	3	0.198595	0.061276	0.732317	0.732317	0.061276	0.198595	
34000	0.092720	3	0.195734	0.061391	0.735971	0.735971	0.061391	0.195734	
35000	0.092720	3	0.197579	0.061314	0.827033	0.827033	0.061314	0.197579	
36000	0.092720	3	0.198460	0.060476	0.813790	0.813790	0.060476	0.198460	
37000	0.092720	3	0.198323	0.061490	0.785804	0.785804	0.061490	0.198323	
38000	0.092720	3	0.206607	0.061246	0.750729	0.750729	0.061246	0.206607	
39000	0.092720	3	0.205937	0.060275	0.736406	0.736406	0.060275	0.205937	
40000	0.092720	3	0.199692	0.060370	0.729601	0.729601	0.060370	0.199692	
41000	0.092720	3	0.198259	0.061288	0.754030	0.754030	0.061288	0.198259	
42000	0.092720	3	0.197145	0.061283	0.767213	0.767213	0.061283	0.197145	
43000	0.092720	3	0.200824	0.061875	0.780794	0.780794	0.061875	0.200824	
44000	0.092720	3	0.193401	0.064792	0.787089	0.787089	0.064792	0.193401	
45000	0.092720	3	0.197618	0.060774	0.757717	0.757717	0.060774	0.197618	
46000	0.092720	3	0.201893	0.061129	0.780303	0.780303	0.061129	0.201893	
47000	0.092720	3	0.196854	0.059569	0.730928	0.730928	0.059569	0.196854	
48000	0.092720	3	0.201916	0.062386	0.774073	0.774073	0.062386	0.201916	
49000	0.092720	3	0.210995	0.061981	0.760848	0.760848	0.061981	0.210995	
50000	0.092720	3	0.203682	0.062435	0.773738	0.773738	0.062435	0.203682	
51000	0.092720	3	0.198657	0.059392	0.800272	0.800272	0.059392	0.198657	
52000	0.092720	3	0.201520	0.061542	0.798744	0.798744	0.061542	0.201520	
53000	0.092720	3	0.199571	0.061746	0.774125	0.774125	0.061746	0.199571	
54000	0.092720	4	0.199483	0.062354	0.776472	0.750645	0.062354	0.199483	
55000	0.092720	3	0.200155	0.062887	0.776366	0.776366	0.062887	0.200155	
56000	0.092720	3	0.193461	0.061823	0.776806	0.776806	0.061823	0.193461	
57000	0.092720	4	0.186609	0.059382	0.839631	0.839631	0.059382	0.213314	
58000	0.092720	3	0.201947	0.062446	0.794333	0.794333	0.062446	0.201947	
59000	0.092720	3	0.204070	0.060498	0.766319	0.766319	0.060498	0.204070	
60000	0.092720	3	0.199655	0.060039	0.784969	0.784969	0.060039	0.199655	
61000	0.092720	3	0.199558	0.059645	0.785766	0.785766	0.059645	0.199558	
62000	0.092720	3	0.201188	0.060889	0.757820	0.757820	0.060889	0.201188	
63000	0.092720	3	0.193393	0.061876	0.768672	0.768672	0.061876	0.193393	
64000	0.092720	3	0.196281	0.061441	0.773661	0.773661	0.061441	0.196281	
65000	0.092720	3	0.194049	0.058611	0.805050	0.805050	0.058611	0.194049	
66000	0.092720	3	0.207314	0.059177	0.843890	0.843890	0.059177	0.207314	
67000	0.092720	3	0.202384	0.063093	0.787675	0.787675	0.063093	0.202384	
68000	0.092720	3	0.200745	0.061254	0.782386	0.782386	0.061254	0.200745	
69000	0.092720	3	0.197826	0.060734	0.806925	0.806925	0.060734	0.197826	
70000	0.092720	3	0.205415	0.060392	0.754415	0.754415	0.060392	0.205415	
71000	0.092720	3	0.201055	0.059444	0.778577	0.778577	0.059444	0.201055	
72000	0.092720	3	0.200378	0.058937	0.802838	0.802838	0.058937	0.200378	
73000	0.092720	3	0.197392	0.057449	0.822108	0.822108	0.057449	0.197392	
74000	0.092720	3	0.199251	0.062234	0.791432	0.791432	0.062234	0.199251	
75000	0.092720	4	0.187262	0.059939	0.784175	0.784175	0.059939	0.193291	
76000	0.092720	3	0.199764	0.060963	0.801191	0.801191	0.060963	0.199764	
