Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.205549	0.057379	0.774778	0.774778	0.057379	0.205549	
2000	0.092720	3	0.205792	0.058261	0.787956	0.787956	0.058261	0.205792	
3000	0.092720	3	0.204277	0.056035	0.789016	0.789016	0.056035	0.204277	
4000	0.092720	3	0.195794	0.056291	0.783116	0.783116	0.056291	0.195794	
5000	0.092720	3	0.214590	0.058551	0.834314	0.834314	0.058551	0.214590	
6000	0.092720	3	0.204131	0.057905	0.789823	0.789823	0.057905	0.204131	
7000	0.092720	3	0.200036	0.060537	0.755902	0.755902	0.060537	0.200036	
8000	0.092720	3	0.199598	0.054037	0.742701	0.742701	0.054037	0.199598	
9000	0.092720	3	0.204031	0.060991	0.812816	0.812816	0.060991	0.204031	
10000	0.092720	3	0.199078	0.061322	0.778253	0.778253	0.061322	0.199078	
11000	0.092720	3	0.202240	0.059157	0.814388	0.814388	0.059157	0.202240	
12000	0.092720	3	0.200742	0.060010	0.783069	0.783069	0.060010	0.200742	
13000	0.092720	3	0.196944	0.059298	0.859766	0.859766	0.059298	0.196944	
14000	0.092720	3	0.191445	0.061035	0.766410	0.766410	0.061035	0.191445	
15000	0.092720	3	0.205107	0.061386	0.854849	0.854849	0.061386	0.205107	
16000	0.092720	3	0.196142	0.059131	0.838166	0.838166	0.059131	0.196142	
17000	0.092720	3	0.196188	0.061186	0.826403	0.826403	0.061186	0.196188	
18000	0.092720	3	0.203122	0.059877	0.833751	0.833751	0.059877	0.203122	
19000	0.092720	3	0.202846	0.058577	0.824824	0.824824	0.058577	0.202846	
20000	0.092720	3	0.197303	0.059659	0.822409	0.822409	0.059659	0.197303	
21000	0.092720	3	0.200506	0.059768	0.812894	0.812894	0.059768	0.200506	
22000	0.092720	3	0.203266	0.060788	0.809848	0.809848	0.060788	0.203266	
23000	0.092720	3	0.197356	0.061820	0.810993	0.810993	0.061820	0.197356	
24000	0.092720	3	0.207987	0.060631	0.802257	0.802257	0.060631	0.207987	
25000	0.092720	3	0.198004	0.062852	0.797356	0.797356	0.062852	0.198004	
26000	0.092720	3	0.196417	0.060828	0.797478	0.797478	0.060828	0.196417	
27000	0.092720	3	0.194958	0.064451	0.833613	0.833613	0.064451	0.194958	
28000	0.092720	3	0.195136	0.060046	0.852617	0.852617	0.060046	0.195136	
29000	0.092720	3	0.189531	0.061139	0.808186	0.808186	0.061139	0.189531	
30000	0.092720	3	0.202002	0.059246	0.814116	0.814116	0.059246	0.202002	
31000	0.092720	3	0.196039	0.060775	0.789915	0.789915	0.060775	0.196039	
32000	0.092720	3	0.201716	0.061730	0.799818	0.799818	0.061730	0.201716	
33000	0.092720	3	0.188756	0.062648	0.756282	0.756282	0.062648	0.188756	
34000	0.092720	3	0.203785	0.064293	0.824702	0.824702	0.064293	0.203785	
35000	0.092720	3	0.203370	0.062851	0.802407	0.802407	0.062851	0.203370	
36000	0.092720	3	0.197476	0.059952	0.815025	0.815025	0.059952	0.197476	
37000	0.092720	3	0.202193	0.060057	0.835303	0.835303	0.060057	0.202193	
38000	0.092720	3	0.199455	0.060226	0.772058	0.772058	0.060226	0.199455	
39000	0.092720	3	0.194527	0.059170	0.846117	0.846117	0.059170	0.194527	
40000	0.092720	3	0.193831	0.060097	0.832059	0.832059	0.060097	0.193831	
41000	0.092720	3	0.204190	0.062028	0.801363	0.801363	0.062028	0.204190	
42000	0.092720	3	0.189500	0.062155	0.807288	0.807288	0.062155	0.189500	
43000	0.092720	3	0.193474	0.062003	0.780282	0.780282	0.062003	0.193474	
44000	0.092720	3	0.199059	0.059753	0.772605	0.772605	0.059753	0.199059	
45000	0.092720	3	0.199344	0.061902	0.840506	0.840506	0.061902	0.199344	
46000	0.092720	3	0.191867	0.060809	0.835144	0.835144	0.060809	0.191867	
47000	0.092720	3	0.207126	0.060715	0.786246	0.786246	0.060715	0.207126	
48000	0.092720	3	0.198290	0.064639	0.817876	0.817876	0.064639	0.198290	
49000	0.092720	3	0.198794	0.064284	0.818112	0.818112	0.064284	0.198794	
