Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.214461	0.051668	0.790501	0.790501	0.051668	0.214461	
2000	0.092720	3	0.194726	0.052862	0.794407	0.794407	0.052862	0.194726	
3000	0.092720	3	0.240052	0.054331	0.696390	0.696390	0.054331	0.240052	
4000	0.092720	3	0.194123	0.052844	0.751152	0.751152	0.052844	0.194123	
5000	0.092720	3	0.198122	0.062271	0.765597	0.765597	0.062271	0.198122	
6000	0.092720	3	0.189015	0.057706	0.830742	0.830742	0.057706	0.189015	
7000	0.092720	3	0.191680	0.060425	0.803193	0.803193	0.060425	0.191680	
8000	0.092720	3	0.189862	0.059140	0.851081	0.851081	0.059140	0.189862	
9000	0.092720	3	0.199739	0.063727	0.812421	0.812421	0.063727	0.199739	
10000	0.092720	3	0.189000	0.063210	0.799620	0.799620	0.063210	0.189000	
11000	0.092720	3	0.192288	0.064825	0.795639	0.795639	0.064825	0.192288	
12000	0.092720	3	0.196686	0.062036	0.827021	0.827021	0.062036	0.196686	
13000	0.092720	3	0.202269	0.061110	0.848593	0.848593	0.061110	0.202269	
14000	0.092720	3	0.192823	0.062468	0.816122	0.816122	0.062468	0.192823	
15000	0.092720	3	0.191859	0.062696	0.864729	0.864729	0.062696	0.191859	
16000	0.092720	3	0.187310	0.062537	0.839158	0.839158	0.062537	0.187310	
17000	0.092720	3	0.191734	0.061541	0.878036	0.878036	0.061541	0.191734	
18000	0.092720	3	0.187172	0.062927	0.823216	0.823216	0.062927	0.187172	
19000	0.092720	3	0.193465	0.064336	0.818123	0.818123	0.064336	0.193465	
20000	0.092720	3	0.196128	0.065267	0.874063	0.874063	0.065267	0.196128	
21000	0.092720	3	0.195074	0.060279	0.815865	0.815865	0.060279	0.195074	
22000	0.092720	3	0.193748	0.064567	0.850028	0.850028	0.064567	0.193748	
23000	0.092720	3	0.187626	0.062119	0.837689	0.837689	0.062119	0.187626	
