Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.189624	0.057607	0.694507	0.694507	0.057607	0.189624	
2000	0.092720	3	0.199284	0.056601	0.763191	0.763191	0.056601	0.199284	
3000	0.092720	3	0.203736	0.059079	0.754046	0.754046	0.059079	0.203736	
4000	0.092720	3	0.198713	0.060344	0.775520	0.775520	0.060344	0.198713	
5000	0.092720	3	0.196136	0.060152	0.775083	0.775083	0.060152	0.196136	
6000	0.092720	4	0.186664	0.057849	0.754309	0.754309	0.057849	0.201953	
7000	0.092720	3	0.188631	0.059378	0.736297	0.736297	0.059378	0.188631	
8000	0.092720	3	0.203828	0.061305	0.749629	0.749629	0.061305	0.203828	
9000	0.092720	3	0.197605	0.060585	0.747182	0.747182	0.060585	0.197605	
10000	0.092720	3	0.197464	0.059302	0.755566	0.755566	0.059302	0.197464	
11000	0.092720	3	0.203893	0.062187	0.782546	0.782546	0.062187	0.203893	
12000	0.092720	3	0.194583	0.063186	0.691014	0.691014	0.063186	0.194583	
13000	0.092720	3	0.204866	0.059781	0.788348	0.788348	0.059781	0.204866	
14000	0.092720	3	0.194440	0.061867	0.760000	0.760000	0.061867	0.194440	
15000	0.092720	3	0.196878	0.061738	0.748034	0.748034	0.061738	0.196878	
16000	0.092720	3	0.193433	0.065599	0.758506	0.758506	0.065599	0.193433	
17000	0.092720	3	0.191928	0.062849	0.781267	0.781267	0.062849	0.191928	
18000	0.092720	3	0.196828	0.064182	0.748843	0.748843	0.064182	0.196828	
19000	0.092720	3	0.198352	0.058998	0.789317	0.789317	0.058998	0.198352	
20000	0.092720	3	0.197529	0.061503	0.737039	0.737039	0.061503	0.197529	
21000	0.092720	3	0.204018	0.060824	0.777201	0.777201	0.060824	0.204018	
22000	0.092720	3	0.205366	0.065267	0.772710	0.772710	0.065267	0.205366	
23000	0.092720	3	0.194275	0.062682	0.796519	0.796519	0.062682	0.194275	
24000	0.092720	3	0.190106	0.061962	0.781969	0.781969	0.061962	0.190106	
25000	0.092720	3	0.200222	0.064324	0.812819	0.812819	0.064324	0.200222	
26000	0.092720	3	0.200695	0.065563	0.790800	0.790800	0.065563	0.200695	
27000	0.092720	3	0.201736	0.063819	0.778652	0.778652	0.063819	0.201736	
28000	0.092720	3	0.200816	0.059858	0.831808	0.831808	0.059858	0.200816	
29000	0.092720	3	0.193831	0.061450	0.777856	0.777856	0.061450	0.193831	
30000	0.092720	3	0.197743	0.064108	0.771903	0.771903	0.064108	0.197743	
31000	0.092720	3	0.198283	0.064990	0.800971	0.800971	0.064990	0.198283	
32000	0.092720	3	0.198906	0.061644	0.804635	0.804635	0.061644	0.198906	
33000	0.092720	3	0.196164	0.062916	0.784958	0.784958	0.062916	0.196164	
34000	0.092720	3	0.196069	0.063198	0.841130	0.841130	0.063198	0.196069	
35000	0.092720	3	0.195703	0.066456	0.791543	0.791543	0.066456	0.195703	
36000	0.092720	3	0.200502	0.066557	0.781146	0.781146	0.066557	0.200502	
37000	0.092720	3	0.189764	0.065562	0.810966	0.810966	0.065562	0.189764	
38000	0.092720	3	0.196068	0.067072	0.750513	0.750513	0.067072	0.196068	
39000	0.092720	3	0.195172	0.064855	0.773189	0.773189	0.064855	0.195172	
40000	0.092720	3	0.193817	0.066697	0.811515	0.811515	0.066697	0.193817	
41000	0.092720	3	0.191123	0.068604	0.768539	0.768539	0.068604	0.191123	
42000	0.092720	3	0.197529	0.064392	0.803177	0.803177	0.064392	0.197529	
43000	0.092720	3	0.199436	0.066885	0.826036	0.826036	0.066885	0.199436	
44000	0.092720	3	0.188712	0.066468	0.802582	0.802582	0.066468	0.188712	
45000	0.092720	3	0.198248	0.065817	0.842127	0.842127	0.065817	0.198248	
46000	0.092720	3	0.196804	0.067330	0.839495	0.839495	0.067330	0.196804	
47000	0.092720	3	0.194699	0.068362	0.849825	0.849825	0.068362	0.194699	
48000	0.092720	3	0.198290	0.062292	0.870618	0.870618	0.062292	0.198290	
49000	0.092720	3	0.196627	0.067519	0.881301	0.881301	0.067519	0.196627	
50000	0.092720	3	0.204748	0.064582	0.849667	0.849667	0.064582	0.204748	
51000	0.092720	3	0.203883	0.066655	0.812323	0.812323	0.066655	0.203883	
52000	0.092720	3	0.193449	0.068460	0.802707	0.802707	0.068460	0.193449	
53000	0.092720	3	0.197985	0.069607	0.839605	0.839605	0.069607	0.197985	
54000	0.092720	3	0.199744	0.067873	0.832595	0.832595	0.067873	0.199744	
55000	0.092720	3	0.190382	0.067006	0.872765	0.872765	0.067006	0.190382	
56000	0.092720	3	0.200640	0.068122	0.845048	0.845048	0.068122	0.200640	
57000	0.092720	3	0.195755	0.067071	0.817150	0.817150	0.067071	0.195755	
58000	0.092720	3	0.195749	0.067210	0.841369	0.841369	0.067210	0.195749	
59000	0.092720	3	0.200179	0.067762	0.884176	0.884176	0.067762	0.200179	
60000	0.092720	3	0.200377	0.068240	0.831245	0.831245	0.068240	0.200377	
61000	0.092720	3	0.195270	0.063195	0.814988	0.814988	0.063195	0.195270	
62000	0.092720	3	0.197133	0.068414	0.852614	0.852614	0.068414	0.197133	
63000	0.092720	3	0.189241	0.066702	0.831764	0.831764	0.066702	0.189241	
64000	0.092720	3	0.198649	0.070526	0.857342	0.857342	0.070526	0.198649	
65000	0.092720	3	0.200778	0.064186	0.852068	0.852068	0.064186	0.200778	
66000	0.092720	3	0.198494	0.066563	0.826169	0.826169	0.066563	0.198494	
67000	0.092720	3	0.205528	0.067552	0.881720	0.881720	0.067552	0.205528	
68000	0.092720	3	0.199728	0.065357	0.894178	0.894178	0.065357	0.199728	
69000	0.092720	3	0.195894	0.064214	0.873005	0.873005	0.064214	0.195894	
70000	0.092720	3	0.191173	0.067266	0.798963	0.798963	0.067266	0.191173	
71000	0.092720	3	0.199468	0.068696	0.823372	0.823372	0.068696	0.199468	
72000	0.092720	3	0.196588	0.068611	0.811313	0.811313	0.068611	0.196588	
73000	0.092720	3	0.177602	0.068545	0.816378	0.816378	0.068545	0.177602	
74000	0.092720	3	0.193947	0.065627	0.815956	0.815956	0.065627	0.193947	
75000	0.092720	3	0.192591	0.066393	0.838865	0.838865	0.066393	0.192591	
76000	0.092720	3	0.195064	0.067089	0.837142	0.837142	0.067089	0.195064	
77000	0.092720	3	0.198999	0.064955	0.840840	0.840840	0.064955	0.198999	
78000	0.092720	3	0.196034	0.066204	0.855346	0.855346	0.066204	0.196034	
79000	0.092720	3	0.195961	0.063992	0.767596	0.767596	0.063992	0.195961	
80000	0.092720	3	0.207364	0.066911	0.821308	0.821308	0.066911	0.207364	
81000	0.092720	3	0.195704	0.064890	0.808799	0.808799	0.064890	0.195704	
82000	0.092720	3	0.191840	0.068073	0.807611	0.807611	0.068073	0.191840	
83000	0.092720	3	0.194345	0.064522	0.817561	0.817561	0.064522	0.194345	
84000	0.092720	3	0.194010	0.064316	0.844657	0.844657	0.064316	0.194010	
85000	0.092720	3	0.200071	0.067180	0.863551	0.863551	0.067180	0.200071	
86000	0.092720	3	0.196683	0.069202	0.871591	0.871591	0.069202	0.196683	
87000	0.092720	3	0.203312	0.066483	0.855692	0.855692	0.066483	0.203312	
88000	0.092720	3	0.203421	0.068003	0.820884	0.820884	0.068003	0.203421	
89000	0.092720	4	0.184718	0.069469	0.801632	0.801632	0.069469	0.211683	
90000	0.092720	3	0.197313	0.065881	0.882432	0.882432	0.065881	0.197313	
91000	0.092720	3	0.198200	0.068155	0.845273	0.845273	0.068155	0.198200	
92000	0.092720	3	0.193924	0.068328	0.860213	0.860213	0.068328	0.193924	
93000	0.092720	3	0.181205	0.065782	0.867901	0.867901	0.065782	0.181205	
94000	0.092720	3	0.205501	0.064290	0.813253	0.813253	0.064290	0.205501	
95000	0.092720	3	0.199911	0.067534	0.802581	0.802581	0.067534	0.199911	
96000	0.092720	3	0.195503	0.065969	0.846301	0.846301	0.065969	0.195503	
97000	0.092720	3	0.196062	0.067733	0.815192	0.815192	0.067733	0.196062	
98000	0.092720	3	0.199948	0.065494	0.833913	0.833913	0.065494	0.199948	
99000	0.092720	3	0.196307	0.066456	0.868781	0.868781	0.066456	0.196307	
100000	0.092720	3	0.199577	0.063254	0.851051	0.851051	0.063254	0.199577	
101000	0.092720	3	0.183538	0.068843	0.846915	0.846915	0.068843	0.183538	
102000	0.092720	3	0.191782	0.070292	0.860907	0.860907	0.070292	0.191782	
103000	0.092720	3	0.204411	0.064359	0.826763	0.826763	0.064359	0.204411	
104000	0.092720	3	0.202108	0.069286	0.859038	0.859038	0.069286	0.202108	
105000	0.092720	4	0.188357	0.069473	0.899834	0.899834	0.069473	0.200870	
106000	0.092720	3	0.195210	0.067097	0.837845	0.837845	0.067097	0.195210	
107000	0.092720	3	0.196850	0.065162	0.848267	0.848267	0.065162	0.196850	
108000	0.092720	3	0.199516	0.068038	0.906907	0.906907	0.068038	0.199516	
109000	0.092720	3	0.189848	0.067802	0.902226	0.902226	0.067802	0.189848	
110000	0.092720	3	0.194951	0.064753	0.865715	0.865715	0.064753	0.194951	
111000	0.092720	3	0.196966	0.067671	0.846024	0.846024	0.067671	0.196966	
112000	0.092720	3	0.200306	0.067049	0.820284	0.820284	0.067049	0.200306	
113000	0.092720	3	0.205692	0.068999	0.853098	0.853098	0.068999	0.205692	
114000	0.092720	3	0.202826	0.067148	0.868862	0.868862	0.067148	0.202826	
115000	0.092720	3	0.193664	0.065254	0.888841	0.888841	0.065254	0.193664	
116000	0.092720	3	0.195588	0.066888	0.877883	0.877883	0.066888	0.195588	
117000	0.092720	3	0.193313	0.065946	0.838807	0.838807	0.065946	0.193313	
118000	0.092720	3	0.197440	0.068540	0.875386	0.875386	0.068540	0.197440	
119000	0.092720	3	0.199516	0.065477	0.807893	0.807893	0.065477	0.199516	
120000	0.092720	3	0.201256	0.065710	0.855116	0.855116	0.065710	0.201256	
121000	0.092720	3	0.197066	0.066270	0.873671	0.873671	0.066270	0.197066	
122000	0.092720	3	0.204489	0.067599	0.844807	0.844807	0.067599	0.204489	
123000	0.092720	3	0.202709	0.062860	0.910624	0.910624	0.062860	0.202709	
124000	0.092720	3	0.201741	0.069445	0.872279	0.872279	0.069445	0.201741	
125000	0.092720	3	0.205470	0.066336	0.932583	0.932583	0.066336	0.205470	
126000	0.092720	3	0.198757	0.070388	0.874444	0.874444	0.070388	0.198757	
127000	0.092720	3	0.191114	0.065273	0.819130	0.819130	0.065273	0.191114	
128000	0.092720	3	0.190250	0.066060	0.908434	0.908434	0.066060	0.190250	
129000	0.092720	3	0.204313	0.063168	0.849033	0.849033	0.063168	0.204313	
130000	0.092720	4	0.191456	0.067332	0.849455	0.849455	0.067332	0.207169	
