Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.194649	0.059152	0.699700	0.699700	0.059152	0.194649	
2000	0.092720	3	0.202344	0.055176	0.764930	0.764930	0.055176	0.202344	
3000	0.092720	3	0.194233	0.054564	0.707159	0.707159	0.054564	0.194233	
4000	0.092720	3	0.201376	0.059730	0.681657	0.681657	0.059730	0.201376	
5000	0.092720	4	0.198536	0.056432	0.717731	0.717731	0.056432	0.215590	
6000	0.092720	3	0.214279	0.054748	0.735502	0.735502	0.054748	0.214279	
7000	0.092720	3	0.211092	0.055719	0.752412	0.752412	0.055719	0.211092	
8000	0.092720	4	0.209143	0.056174	0.700727	0.832817	0.056174	0.209143	
9000	0.092720	3	0.214177	0.052022	0.777922	0.777922	0.052022	0.214177	
10000	0.092720	3	0.210054	0.054509	0.754893	0.754893	0.054509	0.210054	
11000	0.092720	3	0.219962	0.058405	0.740962	0.740962	0.058405	0.219962	
12000	0.092720	3	0.210205	0.056244	0.772900	0.772900	0.056244	0.210205	
13000	0.092720	3	0.215036	0.056853	0.741007	0.741007	0.056853	0.215036	
14000	0.092720	3	0.207434	0.058201	0.767216	0.767216	0.058201	0.207434	
15000	0.092720	3	0.209717	0.052496	0.781637	0.781637	0.052496	0.209717	
16000	0.092720	3	0.204626	0.056201	0.753530	0.753530	0.056201	0.204626	
17000	0.092720	3	0.211567	0.056376	0.711136	0.711136	0.056376	0.211567	
18000	0.092720	3	0.213420	0.055037	0.794592	0.794592	0.055037	0.213420	
19000	0.092720	3	0.203203	0.055957	0.760964	0.760964	0.055957	0.203203	
20000	0.092720	3	0.204942	0.057227	0.736089	0.736089	0.057227	0.204942	
21000	0.092720	3	0.206891	0.056697	0.838901	0.838901	0.056697	0.206891	
22000	0.092720	3	0.212286	0.056589	0.774123	0.774123	0.056589	0.212286	
23000	0.092720	3	0.206173	0.059230	0.866197	0.866197	0.059230	0.206173	
24000	0.092720	3	0.208327	0.058067	0.780943	0.780943	0.058067	0.208327	
25000	0.092720	3	0.210270	0.058850	0.742300	0.742300	0.058850	0.210270	
26000	0.092720	3	0.205324	0.059817	0.802995	0.802995	0.059817	0.205324	
27000	0.092720	3	0.203653	0.058845	0.797273	0.797273	0.058845	0.203653	
28000	0.092720	3	0.211454	0.059533	0.771838	0.771838	0.059533	0.211454	
29000	0.092720	3	0.207513	0.056289	0.754215	0.754215	0.056289	0.207513	
30000	0.092720	3	0.212590	0.060504	0.821297	0.821297	0.060504	0.212590	
31000	0.092720	3	0.206698	0.058168	0.792959	0.792959	0.058168	0.206698	
32000	0.092720	3	0.201240	0.059833	0.782934	0.782934	0.059833	0.201240	
33000	0.092720	3	0.203871	0.060622	0.769323	0.769323	0.060622	0.203871	
34000	0.092720	3	0.210638	0.058624	0.820184	0.820184	0.058624	0.210638	
35000	0.092720	3	0.206207	0.058014	0.767315	0.767315	0.058014	0.206207	
36000	0.092720	3	0.195118	0.057121	0.806103	0.806103	0.057121	0.195118	
37000	0.092720	3	0.204526	0.059176	0.775393	0.775393	0.059176	0.204526	
38000	0.092720	3	0.198485	0.059564	0.781891	0.781891	0.059564	0.198485	
39000	0.092720	3	0.205079	0.058124	0.797746	0.797746	0.058124	0.205079	
40000	0.092720	3	0.204450	0.060401	0.807807	0.807807	0.060401	0.204450	
41000	0.092720	3	0.211082	0.060702	0.821633	0.821633	0.060702	0.211082	
42000	0.092720	3	0.213380	0.056772	0.792898	0.792898	0.056772	0.213380	
43000	0.092720	3	0.204489	0.060608	0.781153	0.781153	0.060608	0.204489	
44000	0.092720	3	0.202334	0.059421	0.812991	0.812991	0.059421	0.202334	
45000	0.092720	3	0.205649	0.061261	0.818726	0.818726	0.061261	0.205649	
46000	0.092720	3	0.199755	0.057580	0.773669	0.773669	0.057580	0.199755	
47000	0.092720	3	0.208354	0.059367	0.827899	0.827899	0.059367	0.208354	
48000	0.092720	3	0.197819	0.059575	0.818434	0.818434	0.059575	0.197819	
49000	0.092720	3	0.209707	0.056410	0.805010	0.805010	0.056410	0.209707	
50000	0.092720	4	0.197814	0.056447	0.784859	0.902401	0.056447	0.197814	
51000	0.092720	3	0.212122	0.059790	0.778588	0.778588	0.059790	0.212122	
52000	0.092720	3	0.201679	0.059408	0.862165	0.862165	0.059408	0.201679	
53000	0.092720	3	0.193065	0.057623	0.832094	0.832094	0.057623	0.193065	
54000	0.092720	3	0.201983	0.058710	0.804088	0.804088	0.058710	0.201983	
55000	0.092720	4	0.200359	0.058382	0.789096	0.896230	0.058382	0.200359	
56000	0.092720	3	0.212423	0.062780	0.854690	0.854690	0.062780	0.212423	
