Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	
62000	100.687501	2	5.199444	18.548455	5.199444	5.199444	5.199444	5.199444	5.199444	
63000	100.687501	2	5.012338	19.885332	5.012338	5.012338	5.012338	5.012338	5.012338	
64000	100.687501	3	5.339622	22.780247	5.339622	18.099616	5.339622	22.780247	5.339622	
65000	100.687501	5	5.978645	18.102600	5.978645	16.369799	18.735515	16.707683	5.978645	
66000	100.687501	5	5.751514	17.866227	5.751514	13.230240	17.931828	16.575270	5.751514	
67000	100.687501	4	5.820251	17.962629	5.820251	5.820251	15.779992	17.780436	5.820251	
68000	100.687501	2	5.372180	22.487451	5.372180	5.372180	5.372180	5.372180	5.372180	
69000	100.687501	2	5.663187	18.991136	5.663187	5.663187	5.663187	5.663187	5.663187	
70000	100.687501	2	5.638473	16.069578	5.638473	5.638473	5.638473	5.638473	5.638473	
71000	100.687501	2	4.876889	18.492820	4.876889	4.876889	4.876889	4.876889	4.876889	
72000	100.687501	2	5.282044	19.443748	5.282044	5.282044	5.282044	5.282044	5.282044	
73000	100.687501	2	5.589717	19.528204	5.589717	5.589717	5.589717	5.589717	5.589717	
74000	100.687501	3	6.031530	18.040798	6.031530	19.051681	6.031530	19.051681	6.031530	
75000	100.687501	2	5.541662	16.748768	5.541662	5.541662	5.541662	5.541662	5.541662	
76000	100.687501	2	5.270101	17.311174	5.270101	5.270101	5.270101	5.270101	5.270101	
77000	100.687501	2	5.567519	17.410764	5.567519	5.567519	5.567519	5.567519	5.567519	
78000	100.687501	2	5.105883	17.092739	5.105883	5.105883	5.105883	5.105883	5.105883	
79000	100.687501	2	5.797136	18.461420	5.797136	5.797136	5.797136	5.797136	5.797136	
80000	100.687501	2	6.180679	17.164674	6.180679	6.180679	6.180679	6.180679	6.180679	
81000	100.687501	2	5.673042	17.904347	5.673042	5.673042	5.673042	5.673042	5.673042	
82000	100.687501	2	5.731919	17.494316	5.731919	5.731919	5.731919	5.731919	5.731919	
83000	100.687501	2	5.249924	19.926601	5.249924	5.249924	5.249924	5.249924	5.249924	
84000	100.687501	2	5.649750	19.077091	5.649750	5.649750	5.649750	5.649750	5.649750	
85000	100.687501	2	5.648913	17.009626	5.648913	5.648913	5.648913	5.648913	5.648913	
86000	100.687501	2	5.416032	16.645324	5.416032	5.416032	5.416032	5.416032	5.416032	
87000	100.687501	2	5.840455	18.111425	5.840455	5.840455	5.840455	5.840455	5.840455	
88000	100.687501	2	5.065788	17.750940	5.065788	5.065788	5.065788	5.065788	5.065788	
89000	100.687501	2	5.773128	16.923565	5.773128	5.773128	5.773128	5.773128	5.773128	
90000	100.687501	5	5.822891	18.753096	5.822891	15.086742	17.955653	16.882260	5.822891	
91000	100.687501	4	5.602592	17.665378	5.602592	5.602592	15.326654	14.229274	5.602592	
92000	100.687501	2	5.280774	16.993013	5.280774	5.280774	5.280774	5.280774	5.280774	
93000	100.687501	2	5.882142	19.522958	5.882142	5.882142	5.882142	5.882142	5.882142	
94000	100.687501	2	5.782636	19.412024	5.782636	5.782636	5.782636	5.782636	5.782636	
95000	100.687501	2	5.555873	18.468612	5.555873	5.555873	5.555873	5.555873	5.555873	
96000	100.687501	3	5.257881	20.478738	5.257881	5.257881	5.257881	15.826739	5.257881	
97000	100.687501	2	5.520943	18.859244	5.520943	5.520943	5.520943	5.520943	5.520943	
98000	100.687501	2	5.487724	20.249189	5.487724	5.487724	5.487724	5.487724	5.487724	
99000	100.687501	2	5.868373	18.037218	5.868373	5.868373	5.868373	5.868373	5.868373	
100000	100.687501	2	5.768882	19.406225	5.768882	5.768882	5.768882	5.768882	5.768882	
101000	100.687501	2	5.263208	20.111247	5.263208	5.263208	5.263208	5.263208	5.263208	
102000	100.687501	2	5.615088	18.980656	5.615088	5.615088	5.615088	5.615088	5.615088	
103000	100.687501	4	5.502473	17.049634	5.502473	16.784161	5.502473	17.281131	5.502473	
104000	100.687501	2	5.762220	20.948510	5.762220	5.762220	5.762220	5.762220	5.762220	
105000	100.687501	2	5.587559	17.900380	5.587559	5.587559	5.587559	5.587559	5.587559	
106000	100.687501	2	5.171154	16.608012	5.171154	5.171154	5.171154	5.171154	5.171154	
107000	100.687501	2	5.547142	17.591686	5.547142	5.547142	5.547142	5.547142	5.547142	
108000	100.687501	3	5.092665	19.057952	5.092665	5.092665	5.092665	14.870819	5.092665	
109000	100.687501	2	5.347550	20.564550	5.347550	5.347550	5.347550	5.347550	5.347550	
110000	100.687501	2	5.543803	18.284597	5.543803	5.543803	5.543803	5.543803	5.543803	
111000	100.687501	5	5.766459	18.657204	5.766459	14.657380	16.220991	17.564240	5.766459	
112000	100.687501	4	5.731995	18.873132	5.731995	5.731995	18.086445	16.961162	5.731995	
113000	100.687501	4	5.767481	18.364422	5.767481	5.767481	16.863532	16.278327	5.767481	
114000	100.687501	5	6.202959	18.956462	6.202959	16.441197	15.456117	15.628458	6.202959	
115000	100.687501	5	5.445879	17.598599	5.445879	15.878564	14.966678	18.583489	5.445879	
116000	100.687501	4	5.721820	17.220107	5.721820	5.721820	17.307664	16.524557	5.721820	
117000	100.687501	5	5.790245	17.442862	5.790245	16.621520	16.598308	18.185049	5.790245	
118000	100.687501	5	5.852199	17.770727	5.852199	18.207733	16.180472	19.666798	5.852199	
119000	100.687501	5	5.417352	17.755602	5.417352	17.071509	16.867551	15.843003	5.417352	
120000	100.687501	2	5.275901	17.466006	5.275901	5.275901	5.275901	5.275901	5.275901	
121000	100.687501	2	5.237809	15.982304	5.237809	5.237809	5.237809	5.237809	5.237809	
122000	100.687501	3	5.240349	18.169158	5.240349	15.077215	5.240349	5.240349	5.240349	
123000	100.687501	4	5.752701	18.843100	5.752701	16.255405	18.843100	16.575254	5.752701	
124000	100.687501	4	5.679483	16.767601	5.679483	5.679483	15.888528	17.403818	5.679483	
125000	100.687501	5	5.597012	19.278460	5.597012	16.709508	18.928524	13.797747	5.597012	
126000	100.687501	5	5.529903	18.485565	5.529903	16.070093	20.250052	17.272936	5.529903	
127000	100.687501	5	5.827500	18.673765	5.827500	12.639283	18.272387	17.239908	5.827500	
128000	100.687501	4	5.410877	19.836369	5.410877	5.410877	16.482945	15.511037	5.410877	
129000	100.687501	4	5.396195	18.079003	5.396195	17.431145	18.615886	18.615886	5.396195	
130000	100.687501	4	5.747342	17.934197	5.747342	5.747342	14.876413	17.521929	5.747342	
131000	100.687501	5	5.907655	19.607530	5.907655	16.527084	17.565542	16.650654	5.907655	
132000	100.687501	4	5.574530	17.452732	5.574530	5.574530	16.643934	15.557319	5.574530	
133000	100.687501	5	5.870460	18.836200	5.870460	14.951588	17.677997	18.328400	5.870460	
134000	100.687501	5	5.706358	18.995332	5.706358	16.567206	17.174734	17.652332	5.706358	
135000	100.687501	4	5.750066	16.805021	5.750066	5.750066	17.303310	16.646735	5.750066	
136000	100.687501	5	5.887737	19.368362	5.887737	17.822893	15.181654	14.480987	5.887737	
137000	100.687501	5	5.774188	18.945901	5.774188	14.338178	18.243845	16.436515	5.774188	
138000	100.687501	5	5.341284	18.089143	5.341284	15.593882	15.579595	16.116292	5.341284	
139000	100.687501	5	5.754921	18.254253	5.754921	15.549421	17.358861	18.252800	5.754921	
140000	100.687501	5	6.081810	19.261250	6.081810	15.518362	15.248243	18.039518	6.081810	
141000	100.687501	4	6.053462	18.192592	6.053462	6.053462	17.081873	15.894489	6.053462	
142000	100.687501	5	5.918099	16.642648	5.918099	16.738993	17.825786	18.453985	5.918099	
143000	100.687501	5	5.802843	18.927734	5.802843	16.488204	18.909262	15.890155	5.802843	
144000	100.687501	5	5.988605	17.414696	5.988605	13.750897	18.687825	15.361447	5.988605	
145000	100.687501	5	5.721726	19.134440	5.721726	15.217192	16.647616	18.805001	5.721726	
146000	100.687501	5	6.308521	17.906627	6.308521	18.561542	16.983052	16.818634	6.308521	
147000	100.687501	5	6.260333	18.507870	6.260333	16.057023	17.354544	16.228295	6.260333	
148000	100.687501	5	5.516715	18.728186	5.516715	15.371512	16.942137	18.008436	5.516715	
149000	100.687501	5	6.686817	17.431997	6.686817	15.221618	17.275818	16.874931	6.686817	
150000	100.687501	5	5.715529	19.126978	5.715529	17.636954	18.851836	20.069179	5.715529	
151000	100.687501	5	5.451831	19.144022	5.451831	15.344355	17.631736	15.127810	5.451831	
152000	100.687501	5	5.481826	18.586300	5.481826	16.454654	17.382114	16.171929	5.481826	
153000	100.687501	5	5.544596	22.104070	5.544596	16.735527	17.531330	16.110028	5.544596	
154000	100.687501	4	5.534032	16.733442	5.534032	5.534032	18.138410	14.935267	5.534032	
155000	100.687501	5	6.129887	20.615063	6.129887	16.523193	15.672766	18.095905	6.129887	
156000	100.687501	5	6.045432	18.952387	6.045432	15.298868	18.265469	18.465635	6.045432	
157000	100.687501	5	5.997321	19.390811	5.997321	17.666855	18.367127	14.832639	5.997321	
158000	100.687501	4	5.675785	18.738786	5.675785	5.675785	19.094654	17.456292	5.675785	
159000	100.687501	5	5.943369	18.243739	5.943369	16.068301	14.418938	17.877451	5.943369	
160000	100.687501	5	5.473662	18.796280	5.473662	16.544185	19.085634	19.360545	5.473662	
161000	100.687501	5	5.404223	16.905222	5.404223	15.013384	17.459865	16.979194	5.404223	
162000	100.687501	5	6.465183	17.649599	6.465183	15.712383	16.599135	16.410242	6.465183	
163000	100.687501	5	5.642603	18.592403	5.642603	16.109989	17.453049	17.305648	5.642603	
164000	100.687501	5	5.588940	18.043421	5.588940	14.652603	16.199029	17.229351	5.588940	
165000	100.687501	5	5.837290	18.256979	5.837290	17.892107	18.451576	17.565043	5.837290	
166000	100.687501	5	6.065295	19.811808	6.065295	18.345286	16.791440	17.409373	6.065295	
167000	100.687501	4	5.748920	19.257308	5.748920	5.748920	15.808392	16.109589	5.748920	
168000	100.687501	5	5.140872	19.056180	5.140872	17.076698	16.726572	18.391064	5.140872	
169000	100.687501	4	5.539758	18.961638	5.539758	5.539758	16.995192	16.813910	5.539758	
170000	100.687501	5	5.738745	18.058488	5.738745	16.864836	17.906862	17.362328	5.738745	
171000	100.687501	5	6.090271	19.915372	6.090271	16.973184	15.196153	16.286249	6.090271	
172000	100.687501	2	4.884466	18.864805	4.884466	4.884466	4.884466	4.884466	4.884466	
173000	100.687501	2	5.461650	16.225449	5.461650	5.461650	5.461650	5.461650	5.461650	
174000	100.687501	2	5.726324	17.080703	5.726324	5.726324	5.726324	5.726324	5.726324	
175000	100.687501	2	5.216560	19.145668	5.216560	5.216560	5.216560	5.216560	5.216560	
176000	100.687501	2	5.008851	22.006672	5.008851	5.008851	5.008851	5.008851	5.008851	
177000	100.687501	2	5.533635	18.291575	5.533635	5.533635	5.533635	5.533635	5.533635	
178000	100.687501	2	5.417156	21.875553	5.417156	5.417156	5.417156	5.417156	5.417156	
179000	100.687501	2	5.385733	17.302866	5.385733	5.385733	5.385733	5.385733	5.385733	
180000	100.687501	2	5.721008	17.201287	5.721008	5.721008	5.721008	5.721008	5.721008	
181000	100.687501	2	5.697107	16.847664	5.697107	5.697107	5.697107	5.697107	5.697107	
182000	100.687501	2	5.035895	16.049047	5.035895	5.035895	5.035895	5.035895	5.035895	
183000	100.687501	3	5.089655	19.191602	5.089655	14.995243	5.089655	5.089655	5.089655	
184000	100.687501	2	5.809990	19.195248	5.809990	5.809990	5.809990	5.809990	5.809990	
185000	100.687501	3	6.296096	18.263148	6.296096	6.296096	6.296096	17.035656	6.296096	
186000	100.687501	2	5.925536	17.888819	5.925536	5.925536	5.925536	5.925536	5.925536	
187000	100.687501	2	5.392406	19.288336	5.392406	5.392406	5.392406	5.392406	5.392406	
188000	100.687501	2	5.666731	17.656185	5.666731	5.666731	5.666731	5.666731	5.666731	
189000	100.687501	4	5.671079	18.846939	5.671079	17.470113	15.917808	18.846939	5.671079	
190000	100.687501	5	6.359640	20.291762	6.359640	14.741919	15.171991	17.329547	6.359640	
191000	100.687501	5	5.474517	18.714734	5.474517	16.905632	17.388099	16.803467	5.474517	
192000	100.687501	4	5.944632	18.672650	5.944632	5.944632	18.540992	14.641885	5.944632	
193000	100.687501	5	5.718636	19.171234	5.718636	15.220085	18.986043	17.913523	5.718636	
194000	100.687501	4	5.410827	20.036783	5.410827	5.410827	16.108300	16.785110	5.410827	
195000	100.687501	4	6.190160	17.402845	6.190160	6.190160	17.288665	15.305662	6.190160	
196000	100.687501	4	5.577152	19.285979	5.577152	5.577152	16.913013	14.177812	5.577152	
197000	100.687501	4	6.200836	17.319220	6.200836	6.200836	15.483132	16.484818	6.200836	
198000	100.687501	5	6.180712	20.367333	6.180712	16.885215	16.026572	18.821064	6.180712	
199000	100.687501	5	5.983831	17.129103	5.983831	15.112641	17.568280	17.111690	5.983831	
200000	100.687501	5	5.870572	18.376490	5.870572	15.624938	16.516472	14.203977	5.870572	
201000	100.687501	4	6.439030	19.491914	6.439030	6.439030	15.597833	18.637954	6.439030	
202000	100.687501	4	5.562669	18.874547	5.562669	5.562669	18.101184	16.567301	5.562669	
203000	100.687501	4	6.020426	18.129008	6.020426	6.020426	18.169833	15.561366	6.020426	
204000	100.687501	4	6.219819	20.338075	6.219819	6.219819	18.209349	15.770801	6.219819	
205000	100.687501	4	5.994065	18.639655	5.994065	5.994065	14.743135	17.232416	5.994065	
206000	100.687501	5	6.133745	19.016312	6.133745	14.907683	15.512931	16.804814	6.133745	
207000	100.687501	4	5.489572	17.157737	5.489572	5.489572	16.807070	18.541378	5.489572	
208000	100.687501	4	5.849685	16.841481	5.849685	5.849685	15.558179	18.014268	5.849685	
209000	100.687501	5	6.023486	18.278661	6.023486	17.087711	17.375560	16.699846	6.023486	
210000	100.687501	5	6.183663	17.772376	6.183663	15.638356	16.239534	14.235841	6.183663	
211000	100.687501	4	6.389080	17.567291	6.389080	6.389080	16.975086	16.112068	6.389080	
212000	100.687501	5	6.138889	18.446100	6.138889	16.856633	16.382730	16.773486	6.138889	
213000	100.687501	5	6.171864	17.181466	6.171864	16.148245	16.728421	17.597081	6.171864	
214000	100.687501	5	6.119871	18.155198	6.119871	15.972991	18.395719	17.724294	6.119871	
215000	100.687501	5	5.926370	19.826147	5.926370	14.933887	17.717766	17.205019	5.926370	
216000	100.687501	5	6.223335	18.184240	6.223335	15.245174	16.050963	17.917068	6.223335	
217000	100.687501	5	6.157201	18.598460	6.157201	15.867818	17.446297	17.301043	6.157201	
218000	100.687501	4	6.276938	17.963968	6.276938	6.276938	13.988420	16.206555	6.276938	
219000	100.687501	4	5.993225	18.008836	5.993225	16.424089	17.062945	18.008836	5.993225	
220000	100.687501	5	5.588208	19.100152	5.588208	17.558350	17.773015	15.366375	5.588208	
221000	100.687501	5	6.013721	17.339807	6.013721	14.897925	18.129182	16.273137	6.013721	
222000	100.687501	4	6.015212	17.727556	6.015212	6.015212	18.075365	16.037313	6.015212	
223000	100.687501	5	5.767905	18.041316	5.767905	16.952793	16.869561	17.001062	5.767905	
224000	100.687501	2	5.870974	19.071016	5.870974	5.870974	5.870974	5.870974	5.870974	
225000	100.687501	2	5.191102	17.169396	5.191102	5.191102	5.191102	5.191102	5.191102	
226000	100.687501	2	5.603717	18.232843	5.603717	5.603717	5.603717	5.603717	5.603717	
227000	100.687501	3	5.308876	17.534804	5.308876	5.308876	5.308876	16.553170	5.308876	
228000	100.687501	2	5.355930	17.726503	5.355930	5.355930	5.355930	5.355930	5.355930	
229000	100.687501	2	5.071510	17.869675	5.071510	5.071510	5.071510	5.071510	5.071510	
230000	100.687501	3	5.785368	17.642119	5.785368	5.785368	5.785368	17.622985	5.785368	
231000	100.687501	2	5.558774	17.712658	5.558774	5.558774	5.558774	5.558774	5.558774	
232000	100.687501	5	5.569572	18.350889	5.569572	17.863637	19.515739	15.871927	5.569572	
233000	100.687501	5	6.353139	18.778481	6.353139	15.896323	18.675544	16.791552	6.353139	
234000	100.687501	4	6.620218	18.546268	6.620218	6.620218	15.707206	18.070318	6.620218	
235000	100.687501	4	5.978652	17.268795	5.978652	15.047384	15.047384	15.802925	5.978652	
236000	100.687501	4	5.797922	17.351734	5.797922	5.797922	15.445235	15.752954	5.797922	
237000	100.687501	5	5.822310	18.310669	5.822310	16.446559	17.332208	19.024174	5.822310	
238000	100.687501	4	6.307985	17.333340	6.307985	6.307985	16.819120	18.528213	6.307985	
239000	100.687501	4	6.003806	18.620560	6.003806	6.003806	17.164157	17.852887	6.003806	
240000	100.687501	4	6.397046	17.749971	6.397046	6.397046	14.757063	17.601288	6.397046	
241000	100.687501	5	6.261501	16.506561	6.261501	15.666749	18.381266	16.448244	6.261501	
242000	100.687501	5	5.658325	17.608445	5.658325	16.825220	18.015077	18.404414	5.658325	
243000	100.687501	5	5.663395	19.279097	5.663395	15.688151	16.365364	14.933449	5.663395	
244000	100.687501	5	5.524013	17.187398	5.524013	14.527565	15.181100	17.172527	5.524013	
245000	100.687501	4	5.601438	18.739657	5.601438	5.601438	15.491284	15.431049	5.601438	
246000	100.687501	5	5.708008	21.351097	5.708008	17.677181	17.212510	14.946955	5.708008	
247000	100.687501	5	6.123118	18.197205	6.123118	18.247731	17.218407	13.770103	6.123118	
248000	100.687501	5	6.188478	19.493891	6.188478	16.653594	16.760600	16.971339	6.188478	
249000	100.687501	4	5.623014	21.641007	5.623014	5.623014	18.245377	20.431304	5.623014	
250000	100.687501	5	5.967206	17.353820	5.967206	16.734129	16.021459	16.375737	5.967206	
251000	100.687501	5	6.027619	17.835676	6.027619	15.542099	15.977745	17.493877	6.027619	
252000	100.687501	5	6.114321	17.176806	6.114321	15.144902	16.673676	17.564075	6.114321	
253000	100.687501	4	5.763658	17.754902	5.763658	5.763658	16.688503	17.462972	5.763658	
254000	100.687501	4	5.614310	18.194049	5.614310	16.929266	16.929266	16.926400	5.614310	
255000	100.687501	5	5.751873	17.268578	5.751873	14.605332	15.718403	18.367955	5.751873	
256000	100.687501	2	4.956040	20.693907	4.956040	4.956040	4.956040	4.956040	4.956040	
257000	100.687501	2	5.532399	18.660971	5.532399	5.532399	5.532399	5.532399	5.532399	
258000	100.687501	2	5.278025	19.242305	5.278025	5.278025	5.278025	5.278025	5.278025	
259000	100.687501	2	5.412148	18.339149	5.412148	5.412148	5.412148	5.412148	5.412148	
260000	100.687501	2	5.781923	18.654571	5.781923	5.781923	5.781923	5.781923	5.781923	
261000	100.687501	2	5.471392	17.983020	5.471392	5.471392	5.471392	5.471392	5.471392	
262000	100.687501	2	5.743195	20.289752	5.743195	5.743195	5.743195	5.743195	5.743195	
263000	100.687501	3	5.694531	18.320245	5.694531	5.694531	5.694531	14.925353	5.694531	
264000	100.687501	2	5.423837	17.981466	5.423837	5.423837	5.423837	5.423837	5.423837	
265000	100.687501	2	5.824724	17.784991	5.824724	5.824724	5.824724	5.824724	5.824724	
266000	100.687501	4	5.811662	19.611282	5.811662	5.811662	16.940148	19.311949	5.811662	
267000	100.687501	4	5.955874	17.397938	5.955874	5.955874	16.669421	14.749408	5.955874	
268000	100.687501	4	5.743478	18.402164	5.743478	5.743478	15.374484	15.457109	5.743478	
269000	100.687501	5	5.838574	19.741151	5.838574	16.089154	19.732145	16.749472	5.838574	
270000	100.687501	5	6.381838	18.440348	6.381838	18.163520	16.277653	15.757084	6.381838	
271000	100.687501	4	6.163241	17.541532	6.163241	16.075553	16.075553	16.503696	6.163241	
272000	100.687501	5	6.190234	19.612970	6.190234	13.917470	16.424051	19.629563	6.190234	
273000	100.687501	5	5.893610	17.829945	5.893610	15.667175	17.339416	18.214610	5.893610	
274000	100.687501	4	5.236162	18.208757	5.236162	17.125207	18.208757	17.982337	5.236162	
275000	100.687501	5	6.050101	18.373501	6.050101	14.285624	17.088566	17.097860	6.050101	
276000	100.687501	5	5.350096	19.757419	5.350096	15.667841	20.024353	16.332696	5.350096	
277000	100.687501	4	5.461198	17.994978	5.461198	5.461198	18.973305	15.236390	5.461198	
278000	100.687501	4	5.978873	18.820571	5.978873	5.978873	15.461558	18.584082	5.978873	
279000	100.687501	5	5.895279	19.546473	5.895279	15.005143	16.671952	16.207050	5.895279	
280000	100.687501	5	5.661529	17.878903	5.661529	14.955412	18.251262	16.042871	5.661529	
281000	100.687501	4	6.059186	18.129473	6.059186	14.637601	20.347346	18.129473	6.059186	
282000	100.687501	5	5.677504	20.018457	5.677504	16.066383	15.410834	18.885975	5.677504	
283000	100.687501	2	5.638908	17.568008	5.638908	5.638908	5.638908	5.638908	5.638908	
284000	100.687501	2	5.355265	17.929973	5.355265	5.355265	5.355265	5.355265	5.355265	
285000	100.687501	2	5.874500	18.215444	5.874500	5.874500	5.874500	5.874500	5.874500	
286000	100.687501	2	5.796774	16.438823	5.796774	5.796774	5.796774	5.796774	5.796774	
287000	100.687501	2	5.628771	18.323835	5.628771	5.628771	5.628771	5.628771	5.628771	
288000	100.687501	2	5.660517	16.377352	5.660517	5.660517	5.660517	5.660517	5.660517	
289000	100.687501	3	5.182790	16.836794	5.182790	5.182790	5.182790	17.520099	5.182790	
290000	100.687501	2	5.130565	16.856486	5.130565	5.130565	5.130565	5.130565	5.130565	
291000	100.687501	2	5.317344	18.316346	5.317344	5.317344	5.317344	5.317344	5.317344	
292000	100.687501	2	5.396582	20.247269	5.396582	5.396582	5.396582	5.396582	5.396582	
293000	100.687501	3	5.512486	19.787711	5.512486	5.512486	5.512486	17.173487	5.512486	
294000	100.687501	2	5.684728	19.066067	5.684728	5.684728	5.684728	5.684728	5.684728	
295000	100.687501	2	5.319948	19.245075	5.319948	5.319948	5.319948	5.319948	5.319948	
296000	100.687501	2	5.781853	17.763846	5.781853	5.781853	5.781853	5.781853	5.781853	
297000	100.687501	2	5.740736	19.280729	5.740736	5.740736	5.740736	5.740736	5.740736	
298000	100.687501	4	5.873705	17.761696	5.873705	5.873705	14.741526	17.136628	5.873705	
299000	100.687501	4	5.958818	18.300952	5.958818	5.958818	17.128065	14.118355	5.958818	
300000	100.687501	5	5.555181	18.829628	5.555181	16.504063	15.723271	14.971040	5.555181	
301000	100.687501	5	6.404055	18.723606	6.404055	15.415553	16.039333	16.937664	6.404055	
