Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	R[AC,7]	R[AG,7]	R[AT,7]	R[CG,7]	R[CT,7]	R[GT,7]	
596000	0.085832	2	0.061736	0.438607	0.063449	0.023799	0.365751	0.046658	0.061736	0.438607	0.063449	0.023799	0.365751	0.046658	0.061736	0.438607	0.063449	0.023799	0.365751	0.046658	0.081759	0.392302	0.086145	0.209664	0.181380	0.048751	0.081759	0.392302	0.086145	0.209664	0.181380	0.048751	0.081759	0.392302	0.086145	0.209664	0.181380	0.048751	0.061736	0.438607	0.063449	0.023799	0.365751	0.046658	
597000	0.085832	2	0.060844	0.422798	0.064667	0.024802	0.375252	0.051637	0.060844	0.422798	0.064667	0.024802	0.375252	0.051637	0.060844	0.422798	0.064667	0.024802	0.375252	0.051637	0.093350	0.342799	0.117408	0.172342	0.219627	0.054474	0.093350	0.342799	0.117408	0.172342	0.219627	0.054474	0.093350	0.342799	0.117408	0.172342	0.219627	0.054474	0.060844	0.422798	0.064667	0.024802	0.375252	0.051637	
598000	0.085832	3	0.084668	0.407055	0.069149	0.011098	0.411290	0.016740	0.069912	0.424340	0.059005	0.028649	0.367098	0.050997	0.069912	0.424340	0.059005	0.028649	0.367098	0.050997	0.107915	0.312597	0.097857	0.189248	0.262357	0.030026	0.107915	0.312597	0.097857	0.189248	0.262357	0.030026	0.107915	0.312597	0.097857	0.189248	0.262357	0.030026	0.069912	0.424340	0.059005	0.028649	0.367098	0.050997	
599000	0.085832	2	0.057835	0.462781	0.053359	0.034645	0.340937	0.050443	0.057835	0.462781	0.053359	0.034645	0.340937	0.050443	0.057835	0.462781	0.053359	0.034645	0.340937	0.050443	0.112595	0.388042	0.099833	0.141396	0.198009	0.060124	0.112595	0.388042	0.099833	0.141396	0.198009	0.060124	0.112595	0.388042	0.099833	0.141396	0.198009	0.060124	0.057835	0.462781	0.053359	0.034645	0.340937	0.050443	
600000	0.085832	2	0.062235	0.427349	0.057300	0.023780	0.375722	0.053614	0.062235	0.427349	0.057300	0.023780	0.375722	0.053614	0.062235	0.427349	0.057300	0.023780	0.375722	0.053614	0.094284	0.389670	0.070032	0.179508	0.192495	0.074011	0.094284	0.389670	0.070032	0.179508	0.192495	0.074011	0.094284	0.389670	0.070032	0.179508	0.192495	0.074011	0.062235	0.427349	0.057300	0.023780	0.375722	0.053614	
601000	0.085832	2	0.061006	0.408608	0.061325	0.026888	0.384793	0.057379	0.061006	0.408608	0.061325	0.026888	0.384793	0.057379	0.061006	0.408608	0.061325	0.026888	0.384793	0.057379	0.089773	0.425721	0.116746	0.128275	0.207308	0.032177	0.089773	0.425721	0.116746	0.128275	0.207308	0.032177	0.089773	0.425721	0.116746	0.128275	0.207308	0.032177	0.061006	0.408608	0.061325	0.026888	0.384793	0.057379	
602000	0.085832	2	0.064762	0.391302	0.055866	0.028543	0.408485	0.051042	0.064762	0.391302	0.055866	0.028543	0.408485	0.051042	0.064762	0.391302	0.055866	0.028543	0.408485	0.051042	0.085151	0.423591	0.083653	0.166882	0.202796	0.037926	0.085151	0.423591	0.083653	0.166882	0.202796	0.037926	0.085151	0.423591	0.083653	0.166882	0.202796	0.037926	0.064762	0.391302	0.055866	0.028543	0.408485	0.051042	
603000	0.085832	2	0.062078	0.408767	0.051787	0.030413	0.391556	0.055399	0.062078	0.408767	0.051787	0.030413	0.391556	0.055399	0.062078	0.408767	0.051787	0.030413	0.391556	0.055399	0.101213	0.346347	0.099719	0.199414	0.208996	0.044311	0.101213	0.346347	0.099719	0.199414	0.208996	0.044311	0.101213	0.346347	0.099719	0.199414	0.208996	0.044311	0.062078	0.408767	0.051787	0.030413	0.391556	0.055399	
604000	0.085832	3	0.064755	0.412283	0.060618	0.028801	0.388607	0.044936	0.064755	0.412283	0.060618	0.028801	0.388607	0.044936	0.064755	0.412283	0.060618	0.028801	0.388607	0.044936	0.092178	0.328186	0.163904	0.166103	0.195107	0.054523	0.092178	0.328186	0.163904	0.166103	0.195107	0.054523	0.046146	0.529608	0.063168	0.110947	0.135693	0.114439	0.064755	0.412283	0.060618	0.028801	0.388607	0.044936	
605000	0.085832	2	0.060710	0.442667	0.059044	0.028053	0.358731	0.050794	0.060710	0.442667	0.059044	0.028053	0.358731	0.050794	0.060710	0.442667	0.059044	0.028053	0.358731	0.050794	0.099394	0.367248	0.096062	0.150662	0.235597	0.051037	0.099394	0.367248	0.096062	0.150662	0.235597	0.051037	0.099394	0.367248	0.096062	0.150662	0.235597	0.051037	0.060710	0.442667	0.059044	0.028053	0.358731	0.050794	
606000	0.085832	2	0.061904	0.448932	0.057522	0.029873	0.351632	0.050136	0.061904	0.448932	0.057522	0.029873	0.351632	0.050136	0.061904	0.448932	0.057522	0.029873	0.351632	0.050136	0.075674	0.384499	0.090983	0.165177	0.220586	0.063081	0.075674	0.384499	0.090983	0.165177	0.220586	0.063081	0.075674	0.384499	0.090983	0.165177	0.220586	0.063081	0.061904	0.448932	0.057522	0.029873	0.351632	0.050136	
607000	0.085832	2	0.065110	0.429293	0.053536	0.030652	0.370068	0.051340	0.065110	0.429293	0.053536	0.030652	0.370068	0.051340	0.065110	0.429293	0.053536	0.030652	0.370068	0.051340	0.122122	0.412810	0.074918	0.168041	0.166761	0.055349	0.122122	0.412810	0.074918	0.168041	0.166761	0.055349	0.122122	0.412810	0.074918	0.168041	0.166761	0.055349	0.065110	0.429293	0.053536	0.030652	0.370068	0.051340	
608000	0.085832	2	0.064218	0.415099	0.054451	0.029738	0.383635	0.052859	0.064218	0.415099	0.054451	0.029738	0.383635	0.052859	0.064218	0.415099	0.054451	0.029738	0.383635	0.052859	0.080336	0.373588	0.075037	0.201713	0.229240	0.040087	0.080336	0.373588	0.075037	0.201713	0.229240	0.040087	0.080336	0.373588	0.075037	0.201713	0.229240	0.040087	0.064218	0.415099	0.054451	0.029738	0.383635	0.052859	
609000	0.085832	2	0.058880	0.436608	0.058443	0.027084	0.364330	0.054655	0.058880	0.436608	0.058443	0.027084	0.364330	0.054655	0.058880	0.436608	0.058443	0.027084	0.364330	0.054655	0.119744	0.456158	0.110260	0.124996	0.157453	0.031390	0.119744	0.456158	0.110260	0.124996	0.157453	0.031390	0.119744	0.456158	0.110260	0.124996	0.157453	0.031390	0.058880	0.436608	0.058443	0.027084	0.364330	0.054655	
610000	0.085832	2	0.059747	0.435589	0.059841	0.028264	0.360803	0.055757	0.059747	0.435589	0.059841	0.028264	0.360803	0.055757	0.059747	0.435589	0.059841	0.028264	0.360803	0.055757	0.097626	0.394559	0.122039	0.173217	0.157444	0.055115	0.097626	0.394559	0.122039	0.173217	0.157444	0.055115	0.097626	0.394559	0.122039	0.173217	0.157444	0.055115	0.059747	0.435589	0.059841	0.028264	0.360803	0.055757	
611000	0.085832	2	0.057095	0.432992	0.065566	0.037012	0.356291	0.051043	0.057095	0.432992	0.065566	0.037012	0.356291	0.051043	0.057095	0.432992	0.065566	0.037012	0.356291	0.051043	0.092690	0.489978	0.068815	0.145902	0.148232	0.054383	0.092690	0.489978	0.068815	0.145902	0.148232	0.054383	0.092690	0.489978	0.068815	0.145902	0.148232	0.054383	0.057095	0.432992	0.065566	0.037012	0.356291	0.051043	
612000	0.085832	2	0.068797	0.421917	0.061980	0.025627	0.367475	0.054205	0.068797	0.421917	0.061980	0.025627	0.367475	0.054205	0.068797	0.421917	0.061980	0.025627	0.367475	0.054205	0.088826	0.404667	0.102421	0.134022	0.203621	0.066443	0.088826	0.404667	0.102421	0.134022	0.203621	0.066443	0.088826	0.404667	0.102421	0.134022	0.203621	0.066443	0.068797	0.421917	0.061980	0.025627	0.367475	0.054205	
613000	0.085832	2	0.066862	0.410048	0.057707	0.028060	0.386084	0.051239	0.066862	0.410048	0.057707	0.028060	0.386084	0.051239	0.066862	0.410048	0.057707	0.028060	0.386084	0.051239	0.080740	0.407103	0.089009	0.154222	0.201276	0.067650	0.080740	0.407103	0.089009	0.154222	0.201276	0.067650	0.080740	0.407103	0.089009	0.154222	0.201276	0.067650	0.066862	0.410048	0.057707	0.028060	0.386084	0.051239	
614000	0.085832	2	0.065246	0.398030	0.062308	0.025481	0.397009	0.051925	0.065246	0.398030	0.062308	0.025481	0.397009	0.051925	0.065246	0.398030	0.062308	0.025481	0.397009	0.051925	0.071340	0.396814	0.119882	0.147940	0.209635	0.054389	0.071340	0.396814	0.119882	0.147940	0.209635	0.054389	0.071340	0.396814	0.119882	0.147940	0.209635	0.054389	0.065246	0.398030	0.062308	0.025481	0.397009	0.051925	
615000	0.085832	2	0.068286	0.396104	0.063084	0.030708	0.407571	0.034246	0.068286	0.396104	0.063084	0.030708	0.407571	0.034246	0.068286	0.396104	0.063084	0.030708	0.407571	0.034246	0.067889	0.308776	0.108578	0.187170	0.260636	0.066949	0.067889	0.308776	0.108578	0.187170	0.260636	0.066949	0.067889	0.308776	0.108578	0.187170	0.260636	0.066949	0.068286	0.396104	0.063084	0.030708	0.407571	0.034246	
616000	0.085832	2	0.067647	0.396776	0.064651	0.037872	0.387757	0.045297	0.067647	0.396776	0.064651	0.037872	0.387757	0.045297	0.067647	0.396776	0.064651	0.037872	0.387757	0.045297	0.090334	0.345978	0.092504	0.188048	0.207898	0.075237	0.090334	0.345978	0.092504	0.188048	0.207898	0.075237	0.090334	0.345978	0.092504	0.188048	0.207898	0.075237	0.067647	0.396776	0.064651	0.037872	0.387757	0.045297	
617000	0.085832	3	0.083471	0.334478	0.089461	0.006598	0.425731	0.060261	0.065328	0.447214	0.056908	0.041934	0.344733	0.043884	0.083471	0.334478	0.089461	0.006598	0.425731	0.060261	0.104365	0.342402	0.083032	0.190285	0.213616	0.066300	0.104365	0.342402	0.083032	0.190285	0.213616	0.066300	0.104365	0.342402	0.083032	0.190285	0.213616	0.066300	0.065328	0.447214	0.056908	0.041934	0.344733	0.043884	
618000	0.085832	3	0.087771	0.298611	0.073978	0.011064	0.472880	0.055695	0.047666	0.447824	0.046301	0.039477	0.365568	0.053165	0.087771	0.298611	0.073978	0.011064	0.472880	0.055695	0.084414	0.343790	0.137370	0.169991	0.183684	0.080753	0.084414	0.343790	0.137370	0.169991	0.183684	0.080753	0.084414	0.343790	0.137370	0.169991	0.183684	0.080753	0.047666	0.447824	0.046301	0.039477	0.365568	0.053165	
619000	0.085832	3	0.091704	0.320870	0.096709	0.018598	0.421718	0.050401	0.043067	0.452872	0.050033	0.048280	0.370797	0.034952	0.091704	0.320870	0.096709	0.018598	0.421718	0.050401	0.095068	0.320183	0.086939	0.181733	0.243947	0.072130	0.095068	0.320183	0.086939	0.181733	0.243947	0.072130	0.043067	0.452872	0.050033	0.048280	0.370797	0.034952	0.043067	0.452872	0.050033	0.048280	0.370797	0.034952	
620000	0.085832	2	0.056195	0.393730	0.067714	0.026711	0.403266	0.052384	0.056195	0.393730	0.067714	0.026711	0.403266	0.052384	0.056195	0.393730	0.067714	0.026711	0.403266	0.052384	0.081201	0.335406	0.101032	0.211790	0.224849	0.045721	0.081201	0.335406	0.101032	0.211790	0.224849	0.045721	0.081201	0.335406	0.101032	0.211790	0.224849	0.045721	0.056195	0.393730	0.067714	0.026711	0.403266	0.052384	
621000	0.085832	2	0.054921	0.403599	0.060865	0.033234	0.390160	0.057221	0.054921	0.403599	0.060865	0.033234	0.390160	0.057221	0.054921	0.403599	0.060865	0.033234	0.390160	0.057221	0.080495	0.432277	0.100273	0.145032	0.206570	0.035353	0.080495	0.432277	0.100273	0.145032	0.206570	0.035353	0.080495	0.432277	0.100273	0.145032	0.206570	0.035353	0.054921	0.403599	0.060865	0.033234	0.390160	0.057221	
622000	0.085832	2	0.057807	0.405649	0.066288	0.028930	0.393268	0.048057	0.057807	0.405649	0.066288	0.028930	0.393268	0.048057	0.057807	0.405649	0.066288	0.028930	0.393268	0.048057	0.088590	0.422245	0.123853	0.160017	0.129263	0.076032	0.088590	0.422245	0.123853	0.160017	0.129263	0.076032	0.088590	0.422245	0.123853	0.160017	0.129263	0.076032	0.057807	0.405649	0.066288	0.028930	0.393268	0.048057	
623000	0.085832	2	0.060876	0.427186	0.053024	0.029497	0.381612	0.047805	0.060876	0.427186	0.053024	0.029497	0.381612	0.047805	0.060876	0.427186	0.053024	0.029497	0.381612	0.047805	0.068056	0.432868	0.077899	0.196621	0.152917	0.071639	0.068056	0.432868	0.077899	0.196621	0.152917	0.071639	0.060876	0.427186	0.053024	0.029497	0.381612	0.047805	0.060876	0.427186	0.053024	0.029497	0.381612	0.047805	
624000	0.085832	2	0.057204	0.417322	0.056891	0.030968	0.383548	0.054067	0.057204	0.417322	0.056891	0.030968	0.383548	0.054067	0.057204	0.417322	0.056891	0.030968	0.383548	0.054067	0.118029	0.389348	0.080636	0.121416	0.234542	0.056030	0.118029	0.389348	0.080636	0.121416	0.234542	0.056030	0.118029	0.389348	0.080636	0.121416	0.234542	0.056030	0.057204	0.417322	0.056891	0.030968	0.383548	0.054067	
625000	0.085832	2	0.064292	0.381566	0.051425	0.033089	0.404880	0.064748	0.064292	0.381566	0.051425	0.033089	0.404880	0.064748	0.064292	0.381566	0.051425	0.033089	0.404880	0.064748	0.117119	0.382334	0.110921	0.120616	0.218236	0.050774	0.117119	0.382334	0.110921	0.120616	0.218236	0.050774	0.117119	0.382334	0.110921	0.120616	0.218236	0.050774	0.064292	0.381566	0.051425	0.033089	0.404880	0.064748	
626000	0.085832	2	0.068154	0.378055	0.058184	0.023193	0.419700	0.052715	0.068154	0.378055	0.058184	0.023193	0.419700	0.052715	0.068154	0.378055	0.058184	0.023193	0.419700	0.052715	0.074750	0.400275	0.136269	0.157348	0.195509	0.035849	0.074750	0.400275	0.136269	0.157348	0.195509	0.035849	0.074750	0.400275	0.136269	0.157348	0.195509	0.035849	0.068154	0.378055	0.058184	0.023193	0.419700	0.052715	
627000	0.085832	3	0.061459	0.395152	0.061494	0.024768	0.409113	0.048015	0.061459	0.395152	0.061494	0.024768	0.409113	0.048015	0.061459	0.395152	0.061494	0.024768	0.409113	0.048015	0.081188	0.328194	0.074077	0.386684	0.095447	0.034410	0.090921	0.382719	0.117756	0.127626	0.198800	0.082178	0.090921	0.382719	0.117756	0.127626	0.198800	0.082178	0.061459	0.395152	0.061494	0.024768	0.409113	0.048015	
628000	0.085832	2	0.063655	0.352566	0.061168	0.027426	0.434366	0.060819	0.063655	0.352566	0.061168	0.027426	0.434366	0.060819	0.063655	0.352566	0.061168	0.027426	0.434366	0.060819	0.104493	0.318107	0.111818	0.185303	0.222419	0.057859	0.104493	0.318107	0.111818	0.185303	0.222419	0.057859	0.104493	0.318107	0.111818	0.185303	0.222419	0.057859	0.063655	0.352566	0.061168	0.027426	0.434366	0.060819	
629000	0.085832	2	0.060852	0.378116	0.067119	0.028444	0.409092	0.056376	0.060852	0.378116	0.067119	0.028444	0.409092	0.056376	0.060852	0.378116	0.067119	0.028444	0.409092	0.056376	0.106485	0.393394	0.103047	0.139725	0.214841	0.042509	0.106485	0.393394	0.103047	0.139725	0.214841	0.042509	0.106485	0.393394	0.103047	0.139725	0.214841	0.042509	0.060852	0.378116	0.067119	0.028444	0.409092	0.056376	
630000	0.085832	2	0.069267	0.368191	0.067634	0.027698	0.423473	0.043738	0.069267	0.368191	0.067634	0.027698	0.423473	0.043738	0.069267	0.368191	0.067634	0.027698	0.423473	0.043738	0.127094	0.360956	0.091892	0.120017	0.251554	0.048488	0.127094	0.360956	0.091892	0.120017	0.251554	0.048488	0.127094	0.360956	0.091892	0.120017	0.251554	0.048488	0.069267	0.368191	0.067634	0.027698	0.423473	0.043738	
631000	0.085832	2	0.065882	0.370911	0.066757	0.028364	0.424025	0.044061	0.065882	0.370911	0.066757	0.028364	0.424025	0.044061	0.065882	0.370911	0.066757	0.028364	0.424025	0.044061	0.098345	0.357792	0.084486	0.242735	0.173401	0.043241	0.098345	0.357792	0.084486	0.242735	0.173401	0.043241	0.098345	0.357792	0.084486	0.242735	0.173401	0.043241	0.065882	0.370911	0.066757	0.028364	0.424025	0.044061	
632000	0.085832	2	0.069849	0.374511	0.063082	0.031957	0.412596	0.048005	0.069849	0.374511	0.063082	0.031957	0.412596	0.048005	0.069849	0.374511	0.063082	0.031957	0.412596	0.048005	0.068784	0.407629	0.092771	0.158492	0.223616	0.048708	0.068784	0.407629	0.092771	0.158492	0.223616	0.048708	0.068784	0.407629	0.092771	0.158492	0.223616	0.048708	0.069849	0.374511	0.063082	0.031957	0.412596	0.048005	
633000	0.085832	2	0.066782	0.369263	0.069184	0.024046	0.433520	0.037205	0.066782	0.369263	0.069184	0.024046	0.433520	0.037205	0.066782	0.369263	0.069184	0.024046	0.433520	0.037205	0.077254	0.363107	0.108818	0.121894	0.264987	0.063939	0.077254	0.363107	0.108818	0.121894	0.264987	0.063939	0.077254	0.363107	0.108818	0.121894	0.264987	0.063939	0.066782	0.369263	0.069184	0.024046	0.433520	0.037205	
634000	0.085832	2	0.065282	0.405194	0.057241	0.021270	0.398061	0.052952	0.065282	0.405194	0.057241	0.021270	0.398061	0.052952	0.065282	0.405194	0.057241	0.021270	0.398061	0.052952	0.096489	0.396508	0.102107	0.163348	0.194477	0.047072	0.096489	0.396508	0.102107	0.163348	0.194477	0.047072	0.096489	0.396508	0.102107	0.163348	0.194477	0.047072	0.065282	0.405194	0.057241	0.021270	0.398061	0.052952	
635000	0.085832	2	0.060775	0.395545	0.059866	0.026679	0.404220	0.052914	0.060775	0.395545	0.059866	0.026679	0.404220	0.052914	0.060775	0.395545	0.059866	0.026679	0.404220	0.052914	0.096270	0.340066	0.104339	0.184960	0.222676	0.051689	0.096270	0.340066	0.104339	0.184960	0.222676	0.051689	0.096270	0.340066	0.104339	0.184960	0.222676	0.051689	0.060775	0.395545	0.059866	0.026679	0.404220	0.052914	
636000	0.085832	2	0.059539	0.403938	0.065224	0.026271	0.398109	0.046918	0.059539	0.403938	0.065224	0.026271	0.398109	0.046918	0.059539	0.403938	0.065224	0.026271	0.398109	0.046918	0.088626	0.333833	0.089116	0.216801	0.195773	0.075850	0.088626	0.333833	0.089116	0.216801	0.195773	0.075850	0.088626	0.333833	0.089116	0.216801	0.195773	0.075850	0.059539	0.403938	0.065224	0.026271	0.398109	0.046918	
637000	0.085832	2	0.062035	0.407757	0.066840	0.026520	0.389487	0.047362	0.062035	0.407757	0.066840	0.026520	0.389487	0.047362	0.062035	0.407757	0.066840	0.026520	0.389487	0.047362	0.133334	0.383931	0.087945	0.169047	0.162556	0.063186	0.133334	0.383931	0.087945	0.169047	0.162556	0.063186	0.133334	0.383931	0.087945	0.169047	0.162556	0.063186	0.062035	0.407757	0.066840	0.026520	0.389487	0.047362	
638000	0.085832	2	0.064100	0.420466	0.066089	0.024336	0.383952	0.041057	0.064100	0.420466	0.066089	0.024336	0.383952	0.041057	0.064100	0.420466	0.066089	0.024336	0.383952	0.041057	0.099635	0.328163	0.087581	0.243768	0.169681	0.071173	0.099635	0.328163	0.087581	0.243768	0.169681	0.071173	0.099635	0.328163	0.087581	0.243768	0.169681	0.071173	0.064100	0.420466	0.066089	0.024336	0.383952	0.041057	
639000	0.085832	2	0.065967	0.416477	0.060343	0.031759	0.376531	0.048923	0.065967	0.416477	0.060343	0.031759	0.376531	0.048923	0.065967	0.416477	0.060343	0.031759	0.376531	0.048923	0.079761	0.364367	0.135227	0.164580	0.194122	0.061944	0.079761	0.364367	0.135227	0.164580	0.194122	0.061944	0.079761	0.364367	0.135227	0.164580	0.194122	0.061944	0.065967	0.416477	0.060343	0.031759	0.376531	0.048923	
640000	0.085832	3	0.062370	0.413589	0.061526	0.033184	0.379449	0.049882	0.062370	0.413589	0.061526	0.033184	0.379449	0.049882	0.062370	0.413589	0.061526	0.033184	0.379449	0.049882	0.015082	0.108467	0.037574	0.539372	0.245726	0.053779	0.086934	0.385137	0.110427	0.164777	0.205591	0.047135	0.086934	0.385137	0.110427	0.164777	0.205591	0.047135	0.062370	0.413589	0.061526	0.033184	0.379449	0.049882	
641000	0.085832	3	0.061157	0.441807	0.060329	0.024806	0.358279	0.053621	0.061157	0.441807	0.060329	0.024806	0.358279	0.053621	0.061157	0.441807	0.060329	0.024806	0.358279	0.053621	0.073869	0.435395	0.100472	0.180604	0.137248	0.072412	0.155710	0.313286	0.152004	0.076780	0.224429	0.077792	0.073869	0.435395	0.100472	0.180604	0.137248	0.072412	0.061157	0.441807	0.060329	0.024806	0.358279	0.053621	
642000	0.085832	2	0.057791	0.447191	0.052799	0.030196	0.362221	0.049801	0.057791	0.447191	0.052799	0.030196	0.362221	0.049801	0.057791	0.447191	0.052799	0.030196	0.362221	0.049801	0.058710	0.340946	0.103560	0.154559	0.259362	0.082864	0.058710	0.340946	0.103560	0.154559	0.259362	0.082864	0.057791	0.447191	0.052799	0.030196	0.362221	0.049801	0.057791	0.447191	0.052799	0.030196	0.362221	0.049801	
643000	0.085832	2	0.058547	0.439887	0.064790	0.028731	0.344642	0.063404	0.058547	0.439887	0.064790	0.028731	0.344642	0.063404	0.058547	0.439887	0.064790	0.028731	0.344642	0.063404	0.088121	0.367316	0.196186	0.157888	0.135765	0.054725	0.088121	0.367316	0.196186	0.157888	0.135765	0.054725	0.088121	0.367316	0.196186	0.157888	0.135765	0.054725	0.058547	0.439887	0.064790	0.028731	0.344642	0.063404	
644000	0.085832	2	0.053653	0.445451	0.065996	0.030177	0.359135	0.045588	0.053653	0.445451	0.065996	0.030177	0.359135	0.045588	0.053653	0.445451	0.065996	0.030177	0.359135	0.045588	0.099019	0.409567	0.095056	0.129064	0.227877	0.039417	0.099019	0.409567	0.095056	0.129064	0.227877	0.039417	0.099019	0.409567	0.095056	0.129064	0.227877	0.039417	0.053653	0.445451	0.065996	0.030177	0.359135	0.045588	
645000	0.085832	2	0.063299	0.414672	0.054709	0.037228	0.379188	0.050903	0.063299	0.414672	0.054709	0.037228	0.379188	0.050903	0.063299	0.414672	0.054709	0.037228	0.379188	0.050903	0.083022	0.267583	0.094681	0.211870	0.273710	0.069135	0.083022	0.267583	0.094681	0.211870	0.273710	0.069135	0.063299	0.414672	0.054709	0.037228	0.379188	0.050903	0.063299	0.414672	0.054709	0.037228	0.379188	0.050903	
646000	0.085832	2	0.059023	0.409421	0.054016	0.025260	0.402423	0.049856	0.059023	0.409421	0.054016	0.025260	0.402423	0.049856	0.059023	0.409421	0.054016	0.025260	0.402423	0.049856	0.093119	0.398388	0.103576	0.125129	0.212978	0.066809	0.093119	0.398388	0.103576	0.125129	0.212978	0.066809	0.093119	0.398388	0.103576	0.125129	0.212978	0.066809	0.059023	0.409421	0.054016	0.025260	0.402423	0.049856	
647000	0.085832	2	0.057104	0.425858	0.060286	0.040228	0.370866	0.045658	0.057104	0.425858	0.060286	0.040228	0.370866	0.045658	0.057104	0.425858	0.060286	0.040228	0.370866	0.045658	0.089549	0.368657	0.103291	0.111785	0.235960	0.090758	0.089549	0.368657	0.103291	0.111785	0.235960	0.090758	0.089549	0.368657	0.103291	0.111785	0.235960	0.090758	0.057104	0.425858	0.060286	0.040228	0.370866	0.045658	
648000	0.085832	2	0.058604	0.405623	0.056492	0.030537	0.397667	0.051078	0.058604	0.405623	0.056492	0.030537	0.397667	0.051078	0.058604	0.405623	0.056492	0.030537	0.397667	0.051078	0.091108	0.369354	0.108173	0.168447	0.182233	0.080685	0.091108	0.369354	0.108173	0.168447	0.182233	0.080685	0.091108	0.369354	0.108173	0.168447	0.182233	0.080685	0.058604	0.405623	0.056492	0.030537	0.397667	0.051078	
649000	0.085832	2	0.057192	0.406018	0.061735	0.037850	0.387092	0.050113	0.057192	0.406018	0.061735	0.037850	0.387092	0.050113	0.057192	0.406018	0.061735	0.037850	0.387092	0.050113	0.073315	0.371808	0.107852	0.197025	0.192001	0.057998	0.073315	0.371808	0.107852	0.197025	0.192001	0.057998	0.073315	0.371808	0.107852	0.197025	0.192001	0.057998	0.057192	0.406018	0.061735	0.037850	0.387092	0.050113	
650000	0.085832	3	0.089437	0.286722	0.071829	0.020516	0.469232	0.062266	0.059744	0.418292	0.048644	0.034816	0.387732	0.050772	0.089437	0.286722	0.071829	0.020516	0.469232	0.062266	0.161647	0.074161	0.109957	0.088311	0.304141	0.261783	0.089437	0.286722	0.071829	0.020516	0.469232	0.062266	0.059744	0.418292	0.048644	0.034816	0.387732	0.050772	0.059744	0.418292	0.048644	0.034816	0.387732	0.050772	
651000	0.085832	2	0.062643	0.370344	0.051133	0.025583	0.432577	0.057719	0.062643	0.370344	0.051133	0.025583	0.432577	0.057719	0.062643	0.370344	0.051133	0.025583	0.432577	0.057719	0.120624	0.332591	0.093575	0.161892	0.228763	0.062556	0.120624	0.332591	0.093575	0.161892	0.228763	0.062556	0.120624	0.332591	0.093575	0.161892	0.228763	0.062556	0.062643	0.370344	0.051133	0.025583	0.432577	0.057719	
652000	0.085832	2	0.068108	0.384673	0.058034	0.030514	0.410467	0.048203	0.068108	0.384673	0.058034	0.030514	0.410467	0.048203	0.068108	0.384673	0.058034	0.030514	0.410467	0.048203	0.113760	0.343730	0.109007	0.135516	0.252821	0.045166	0.113760	0.343730	0.109007	0.135516	0.252821	0.045166	0.113760	0.343730	0.109007	0.135516	0.252821	0.045166	0.068108	0.384673	0.058034	0.030514	0.410467	0.048203	
653000	0.085832	2	0.061032	0.384745	0.061315	0.027153	0.418560	0.047195	0.061032	0.384745	0.061315	0.027153	0.418560	0.047195	0.061032	0.384745	0.061315	0.027153	0.418560	0.047195	0.100088	0.337479	0.140689	0.146360	0.231736	0.043648	0.100088	0.337479	0.140689	0.146360	0.231736	0.043648	0.100088	0.337479	0.140689	0.146360	0.231736	0.043648	0.061032	0.384745	0.061315	0.027153	0.418560	0.047195	
654000	0.085832	2	0.066179	0.388526	0.069284	0.025350	0.404979	0.045682	0.066179	0.388526	0.069284	0.025350	0.404979	0.045682	0.066179	0.388526	0.069284	0.025350	0.404979	0.045682	0.081949	0.376897	0.113164	0.179030	0.207316	0.041643	0.081949	0.376897	0.113164	0.179030	0.207316	0.041643	0.081949	0.376897	0.113164	0.179030	0.207316	0.041643	0.066179	0.388526	0.069284	0.025350	0.404979	0.045682	
655000	0.085832	2	0.064557	0.390276	0.064507	0.029455	0.406642	0.044563	0.064557	0.390276	0.064507	0.029455	0.406642	0.044563	0.064557	0.390276	0.064507	0.029455	0.406642	0.044563	0.103390	0.323848	0.110629	0.153771	0.252084	0.056279	0.103390	0.323848	0.110629	0.153771	0.252084	0.056279	0.103390	0.323848	0.110629	0.153771	0.252084	0.056279	0.064557	0.390276	0.064507	0.029455	0.406642	0.044563	
656000	0.085832	2	0.066105	0.408077	0.057348	0.024851	0.405041	0.038578	0.066105	0.408077	0.057348	0.024851	0.405041	0.038578	0.066105	0.408077	0.057348	0.024851	0.405041	0.038578	0.103153	0.390618	0.074445	0.145492	0.252051	0.034241	0.103153	0.390618	0.074445	0.145492	0.252051	0.034241	0.103153	0.390618	0.074445	0.145492	0.252051	0.034241	0.066105	0.408077	0.057348	0.024851	0.405041	0.038578	
