Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	
1000	0.085832	5	0.255394	0.864366	0.255394	0.117736	0.190500	0.190500	1.115191	
2000	0.085832	3	0.265833	1.144065	0.265833	0.149391	0.265833	0.149391	1.144065	
3000	0.085832	3	0.260054	1.405851	0.260054	0.135046	0.260054	0.135046	1.405851	
4000	0.085832	3	0.230116	1.427608	0.230116	0.136840	0.230116	0.136840	1.427608	
5000	0.085832	4	0.254780	2.006907	0.254780	0.166283	0.166283	0.166283	1.439689	
6000	0.085832	3	0.304131	1.417251	0.304131	0.154201	0.154201	0.154201	1.417251	
7000	0.085832	3	0.274193	1.510782	0.274193	0.155818	0.155818	0.155818	1.510782	
8000	0.085832	2	0.223716	1.472681	0.223716	0.223716	0.223716	0.223716	1.472681	
9000	0.085832	3	0.269416	1.654557	0.269416	0.149158	0.149158	0.149158	1.654557	
10000	0.085832	3	0.276223	1.815626	0.276223	0.154927	0.154927	0.154927	1.815626	
11000	0.085832	3	0.274703	1.624173	0.274703	0.165181	0.165181	0.165181	1.624173	
12000	0.085832	3	0.254938	1.578085	0.254938	0.160981	0.160981	0.160981	1.578085	
13000	0.085832	4	0.257036	1.776979	0.300133	0.144421	0.144421	0.144421	1.776979	
14000	0.085832	3	0.255698	1.344314	0.255698	0.150415	0.150415	0.150415	1.344314	
15000	0.085832	3	0.291155	1.657247	0.291155	0.147361	0.147361	0.147361	1.657247	
16000	0.085832	3	0.281886	1.612034	0.281886	0.148906	0.148906	0.148906	1.612034	
17000	0.085832	3	0.299044	1.330613	0.299044	0.157892	0.157892	0.157892	1.330613	
18000	0.085832	3	0.265499	1.474761	0.265499	0.174885	0.174885	0.174885	1.474761	
19000	0.085832	3	0.244871	1.513925	0.244871	0.147487	0.147487	0.147487	1.513925	
20000	0.085832	4	0.267098	1.158510	0.267098	0.138128	0.162974	0.162974	1.158510	
21000	0.085832	3	0.259348	1.730274	0.259348	0.130313	0.259348	0.130313	1.730274	
22000	0.085832	3	0.275269	1.498966	0.275269	0.165630	0.165630	0.165630	1.498966	
23000	0.085832	3	0.287312	1.378172	0.287312	0.140143	0.140143	0.140143	1.378172	
24000	0.085832	3	0.261995	1.372375	0.261995	0.156094	0.156094	0.156094	1.372375	
25000	0.085832	3	0.289233	1.498764	0.289233	0.145989	0.145989	0.145989	1.498764	
26000	0.085832	3	0.268978	1.753184	0.268978	0.151823	0.151823	0.151823	1.753184	
27000	0.085832	4	0.285278	1.608574	0.285278	0.148884	0.189687	0.189687	1.608574	
28000	0.085832	3	0.266797	1.387186	0.266797	0.151070	0.151070	0.151070	1.387186	
29000	0.085832	3	0.284772	1.701165	0.284772	0.163059	0.163059	0.163059	1.701165	
30000	0.085832	3	0.283517	1.285235	0.283517	0.165658	0.165658	0.165658	1.285235	
31000	0.085832	3	0.281167	1.363718	0.281167	0.155462	0.155462	0.155462	1.363718	
32000	0.085832	3	0.301816	1.751282	0.301816	0.157010	0.157010	0.157010	1.751282	
33000	0.085832	3	0.272658	1.935693	0.272658	0.159939	0.159939	0.159939	1.935693	
34000	0.085832	3	0.255792	1.452051	0.255792	0.146449	0.146449	0.146449	1.452051	
35000	0.085832	3	0.265513	1.395455	0.265513	0.157347	0.157347	0.157347	1.395455	
36000	0.085832	3	0.279542	1.957784	0.279542	0.176723	0.176723	0.176723	1.957784	
37000	0.085832	3	0.265957	1.366247	0.265957	0.146404	0.146404	0.146404	1.366247	
38000	0.085832	3	0.278404	1.592480	0.278404	0.148634	0.148634	0.148634	1.592480	
39000	0.085832	3	0.263807	1.690436	0.263807	0.158050	0.158050	0.158050	1.690436	
40000	0.085832	3	0.279587	1.349620	0.279587	0.155442	0.155442	0.155442	1.349620	
41000	0.085832	4	0.290586	1.528752	0.290586	0.142464	0.174948	0.142464	1.528752	
42000	0.085832	4	0.250724	1.540667	0.345080	0.158214	0.158214	0.158214	1.540667	
43000	0.085832	3	0.249719	1.743440	0.249719	0.180111	0.180111	0.180111	1.743440	
44000	0.085832	3	0.261013	1.669343	0.261013	0.151738	0.151738	0.151738	1.669343	
45000	0.085832	4	0.252023	1.490070	0.259561	0.135569	0.135569	0.135569	1.490070	
46000	0.085832	3	0.273205	1.204393	0.273205	0.156451	0.156451	0.156451	1.204393	
47000	0.085832	3	0.257150	1.665981	0.257150	0.154155	0.154155	0.154155	1.665981	
48000	0.085832	3	0.262906	1.578615	0.262906	0.139842	0.139842	0.139842	1.578615	
49000	0.085832	3	0.263608	1.376045	0.263608	0.147254	0.147254	0.147254	1.376045	
50000	0.085832	3	0.255173	1.518381	0.255173	0.146368	0.146368	0.146368	1.518381	
51000	0.085832	3	0.269027	1.327684	0.269027	0.157195	0.157195	0.157195	1.327684	
52000	0.085832	3	0.275963	1.550785	0.275963	0.153918	0.153918	0.153918	1.550785	
53000	0.085832	3	0.247149	1.610340	0.247149	0.150522	0.150522	0.150522	1.610340	
54000	0.085832	3	0.278882	1.699823	0.278882	0.148883	0.148883	0.148883	1.699823	
55000	0.085832	3	0.276908	1.658287	0.276908	0.158456	0.158456	0.158456	1.658287	
56000	0.085832	3	0.270528	1.774211	0.270528	0.180966	0.180966	0.180966	1.774211	
57000	0.085832	3	0.250285	1.591508	0.250285	0.137194	0.250285	0.137194	1.591508	
58000	0.085832	4	0.245830	1.610374	0.245830	0.128028	0.187149	0.187149	1.610374	
59000	0.085832	3	0.265812	1.748122	0.265812	0.145141	0.145141	0.145141	1.748122	
60000	0.085832	3	0.265769	1.581742	0.265769	0.173024	0.173024	0.173024	1.581742	
61000	0.085832	3	0.281264	1.590270	0.281264	0.154967	0.154967	0.154967	1.590270	
62000	0.085832	4	0.259976	1.659669	0.259976	0.132633	0.147200	0.132633	1.659669	
63000	0.085832	4	0.268522	1.389301	0.268522	0.132582	0.150525	0.132582	1.389301	
64000	0.085832	3	0.264019	1.444538	0.264019	0.149605	0.149605	0.149605	1.444538	
65000	0.085832	3	0.280424	1.227840	0.280424	0.148866	0.148866	0.148866	1.227840	
66000	0.085832	3	0.245245	1.526427	0.245245	0.145284	0.145284	0.145284	1.526427	
67000	0.085832	3	0.253513	1.315758	0.253513	0.147379	0.147379	0.147379	1.315758	
68000	0.085832	3	0.254151	1.467660	0.254151	0.140851	0.140851	0.140851	1.467660	
69000	0.085832	3	0.257901	1.342248	0.257901	0.148940	0.148940	0.148940	1.342248	
70000	0.085832	3	0.269528	1.406731	0.269528	0.148455	0.148455	0.148455	1.406731	
71000	0.085832	3	0.256161	1.782922	0.256161	0.148924	0.256161	0.148924	1.782922	
72000	0.085832	3	0.278710	1.464479	0.278710	0.133875	0.278710	0.133875	1.464479	
73000	0.085832	3	0.262537	1.505497	0.262537	0.141468	0.141468	0.141468	1.505497	
74000	0.085832	3	0.252206	1.447144	0.252206	0.170551	0.252206	0.170551	1.447144	
75000	0.085832	3	0.266136	1.457847	0.266136	0.152916	0.152916	0.152916	1.457847	
76000	0.085832	3	0.263652	1.583099	0.263652	0.156693	0.156693	0.156693	1.583099	
77000	0.085832	3	0.268019	1.598942	0.268019	0.150019	0.150019	0.150019	1.598942	
78000	0.085832	3	0.238767	1.259188	0.238767	0.154813	0.154813	0.154813	1.259188	
79000	0.085832	3	0.214340	1.584916	0.214340	0.186191	0.186191	0.214340	1.584916	
80000	0.085832	3	0.263771	1.386352	0.263771	0.162840	0.162840	0.162840	1.386352	
81000	0.085832	3	0.242636	1.479174	0.242636	0.153902	0.153902	0.153902	1.479174	
82000	0.085832	3	0.251221	1.488583	0.251221	0.146471	0.146471	0.146471	1.488583	
83000	0.085832	3	0.274293	1.486277	0.274293	0.165317	0.165317	0.165317	1.486277	
84000	0.085832	3	0.246678	1.651748	0.246678	0.156855	0.156855	0.156855	1.651748	
85000	0.085832	4	0.261207	1.590595	0.261207	0.143423	0.192730	0.143423	1.590595	
86000	0.085832	3	0.236313	1.277621	0.236313	0.142776	0.142776	0.142776	1.277621	
87000	0.085832	3	0.266849	1.392630	0.266849	0.165015	0.165015	0.165015	1.392630	
88000	0.085832	3	0.266331	1.311910	0.266331	0.151224	0.151224	0.151224	1.311910	
89000	0.085832	3	0.265264	1.348659	0.265264	0.163627	0.163627	0.163627	1.348659	
90000	0.085832	3	0.270719	1.275302	0.270719	0.148466	0.148466	0.148466	1.275302	
91000	0.085832	3	0.265851	1.417462	0.265851	0.155504	0.155504	0.155504	1.417462	
92000	0.085832	3	0.253988	1.512027	0.253988	0.148475	0.148475	0.148475	1.512027	
93000	0.085832	3	0.262165	1.243199	0.262165	0.153950	0.153950	0.153950	1.243199	
94000	0.085832	4	0.254620	1.585541	0.254620	0.128618	0.169181	0.169181	1.585541	
95000	0.085832	3	0.279948	1.415194	0.279948	0.182469	0.182469	0.182469	1.415194	
96000	0.085832	3	0.273896	1.706493	0.273896	0.161964	0.161964	0.161964	1.706493	
97000	0.085832	3	0.260139	1.425740	0.260139	0.151884	0.151884	0.151884	1.425740	
98000	0.085832	3	0.284329	1.343221	0.284329	0.149604	0.149604	0.149604	1.343221	
99000	0.085832	3	0.245479	1.420880	0.245479	0.149457	0.149457	0.149457	1.420880	
100000	0.085832	3	0.266893	1.453331	0.266893	0.152248	0.152248	0.152248	1.453331	
101000	0.085832	4	0.246996	1.250463	0.340809	0.162119	0.162119	0.162119	1.250463	
102000	0.085832	3	0.272273	1.096672	0.272273	0.149777	0.149777	0.149777	1.096672	
103000	0.085832	3	0.250136	1.562661	0.250136	0.163635	0.163635	0.163635	1.562661	
104000	0.085832	3	0.296284	1.523272	0.296284	0.169573	0.169573	0.169573	1.523272	
105000	0.085832	3	0.258099	1.537274	0.258099	0.148845	0.148845	0.148845	1.537274	
106000	0.085832	3	0.262047	1.344137	0.262047	0.156191	0.156191	0.156191	1.344137	
107000	0.085832	3	0.260054	1.738109	0.260054	0.152428	0.152428	0.152428	1.738109	
108000	0.085832	3	0.304792	1.576496	0.304792	0.152149	0.152149	0.152149	1.576496	
109000	0.085832	3	0.269949	1.541675	0.269949	0.167761	0.167761	0.167761	1.541675	
110000	0.085832	3	0.252860	1.329477	0.252860	0.150494	0.150494	0.150494	1.329477	
111000	0.085832	3	0.264849	1.376496	0.264849	0.155614	0.155614	0.155614	1.376496	
112000	0.085832	3	0.263979	1.236840	0.263979	0.150695	0.150695	0.150695	1.236840	
113000	0.085832	3	0.258769	1.334510	0.258769	0.161169	0.161169	0.161169	1.334510	
114000	0.085832	3	0.268277	1.358227	0.268277	0.165204	0.165204	0.165204	1.358227	
115000	0.085832	3	0.298304	1.379438	0.298304	0.149171	0.149171	0.149171	1.379438	
116000	0.085832	3	0.259607	1.515352	0.259607	0.154885	0.154885	0.154885	1.515352	
117000	0.085832	3	0.228936	1.584874	0.228936	0.165742	0.165742	0.165742	1.584874	
118000	0.085832	3	0.256169	1.590732	0.256169	0.152703	0.152703	0.152703	1.590732	
119000	0.085832	3	0.278529	1.640910	0.278529	0.144642	0.144642	0.144642	1.640910	
120000	0.085832	3	0.306924	1.449120	0.306924	0.163250	0.163250	0.163250	1.449120	
121000	0.085832	3	0.253005	1.542844	0.253005	0.147973	0.147973	0.147973	1.542844	
122000	0.085832	3	0.272342	1.310663	0.272342	0.155124	0.155124	0.155124	1.310663	
123000	0.085832	3	0.249914	1.292936	0.249914	0.150360	0.150360	0.150360	1.292936	
124000	0.085832	3	0.272732	1.226357	0.272732	0.150411	0.150411	0.150411	1.226357	
125000	0.085832	4	0.230249	1.617500	0.250288	0.145768	0.145768	0.145768	1.617500	
126000	0.085832	3	0.263891	1.447090	0.263891	0.146106	0.146106	0.146106	1.447090	
127000	0.085832	3	0.255197	1.665055	0.255197	0.151606	0.151606	0.151606	1.665055	
128000	0.085832	3	0.270054	1.519489	0.270054	0.153987	0.153987	0.153987	1.519489	
129000	0.085832	3	0.290207	1.712579	0.290207	0.150783	0.150783	0.150783	1.712579	
130000	0.085832	3	0.273870	1.455703	0.273870	0.141215	0.141215	0.141215	1.455703	
131000	0.085832	3	0.249960	1.401598	0.249960	0.153684	0.153684	0.153684	1.401598	
132000	0.085832	3	0.284001	1.249037	0.284001	0.157913	0.157913	0.157913	1.249037	
133000	0.085832	3	0.239535	1.621908	0.239535	0.140899	0.140899	0.140899	1.621908	
134000	0.085832	3	0.264978	1.462795	0.264978	0.156783	0.156783	0.156783	1.462795	
135000	0.085832	3	0.257849	1.294266	0.257849	0.166359	0.166359	0.166359	1.294266	
136000	0.085832	3	0.266082	1.182191	0.266082	0.138352	0.138352	0.138352	1.182191	
137000	0.085832	3	0.262076	1.467357	0.262076	0.164169	0.164169	0.164169	1.467357	
138000	0.085832	3	0.252605	1.770777	0.252605	0.160107	0.160107	0.160107	1.770777	
139000	0.085832	3	0.275821	1.564213	0.275821	0.152746	0.152746	0.152746	1.564213	
140000	0.085832	3	0.274873	1.299655	0.274873	0.146969	0.146969	0.146969	1.299655	
141000	0.085832	3	0.261571	1.531420	0.261571	0.149673	0.149673	0.149673	1.531420	
142000	0.085832	3	0.288615	1.424283	0.288615	0.155185	0.155185	0.155185	1.424283	
143000	0.085832	3	0.275060	1.464349	0.275060	0.149519	0.149519	0.149519	1.464349	
144000	0.085832	3	0.263249	1.561933	0.263249	0.148619	0.148619	0.148619	1.561933	
145000	0.085832	3	0.264023	1.264200	0.264023	0.147441	0.147441	0.147441	1.264200	
146000	0.085832	3	0.254498	1.276642	0.254498	0.147201	0.147201	0.147201	1.276642	
147000	0.085832	4	0.254817	1.496157	0.254817	0.129038	0.151047	0.151047	1.496157	
148000	0.085832	3	0.263483	1.534955	0.263483	0.151839	0.151839	0.151839	1.534955	
149000	0.085832	3	0.248740	1.499518	0.248740	0.149866	0.149866	0.149866	1.499518	
150000	0.085832	3	0.278340	1.461888	0.278340	0.163623	0.163623	0.163623	1.461888	
151000	0.085832	3	0.265930	1.446770	0.265930	0.156782	0.156782	0.156782	1.446770	
152000	0.085832	3	0.256274	1.240078	0.256274	0.162496	0.162496	0.162496	1.240078	
153000	0.085832	3	0.282059	1.568630	0.282059	0.156559	0.156559	0.156559	1.568630	
154000	0.085832	3	0.265269	1.491658	0.265269	0.137546	0.137546	0.137546	1.491658	
155000	0.085832	3	0.268627	1.655707	0.268627	0.136799	0.136799	0.136799	1.655707	
156000	0.085832	3	0.265013	1.557367	0.265013	0.164979	0.164979	0.164979	1.557367	
157000	0.085832	3	0.274011	1.477710	0.274011	0.143660	0.143660	0.143660	1.477710	
158000	0.085832	3	0.272412	1.669157	0.272412	0.144635	0.144635	0.144635	1.669157	
159000	0.085832	3	0.276981	1.376668	0.276981	0.142786	0.142786	0.142786	1.376668	
160000	0.085832	3	0.273101	1.729472	0.273101	0.150994	0.150994	0.150994	1.729472	
161000	0.085832	3	0.277577	1.601481	0.277577	0.159605	0.159605	0.159605	1.601481	
162000	0.085832	3	0.268555	1.475733	0.268555	0.161203	0.161203	0.161203	1.475733	
163000	0.085832	4	0.254250	1.311784	0.254250	0.143361	0.184880	0.184880	1.311784	
164000	0.085832	3	0.284467	1.357413	0.284467	0.153609	0.153609	0.153609	1.357413	
165000	0.085832	3	0.269916	1.413737	0.269916	0.163747	0.163747	0.163747	1.413737	
166000	0.085832	3	0.272695	1.328527	0.272695	0.142465	0.142465	0.142465	1.328527	
167000	0.085832	3	0.258219	1.308737	0.258219	0.137852	0.137852	0.137852	1.308737	
168000	0.085832	3	0.269859	1.345566	0.269859	0.159784	0.159784	0.159784	1.345566	
169000	0.085832	3	0.254679	1.261287	0.254679	0.151469	0.151469	0.151469	1.261287	
170000	0.085832	3	0.261611	1.626929	0.261611	0.146699	0.146699	0.146699	1.626929	
171000	0.085832	4	0.232593	1.440822	0.232593	0.154057	0.164103	0.164103	1.440822	
172000	0.085832	3	0.270908	1.730523	0.270908	0.156181	0.156181	0.156181	1.730523	
173000	0.085832	3	0.255690	1.580038	0.255690	0.158678	0.158678	0.158678	1.580038	
174000	0.085832	3	0.228476	1.297432	0.228476	0.151063	0.228476	0.151063	1.297432	
175000	0.085832	3	0.271249	1.438599	0.271249	0.158546	0.158546	0.158546	1.438599	
176000	0.085832	3	0.258003	1.434919	0.258003	0.145194	0.145194	0.145194	1.434919	
177000	0.085832	3	0.245323	1.401410	0.245323	0.159206	0.159206	0.159206	1.401410	
178000	0.085832	3	0.269622	1.514437	0.269622	0.148318	0.148318	0.148318	1.514437	
179000	0.085832	3	0.247573	1.373735	0.247573	0.147834	0.147834	0.147834	1.373735	
180000	0.085832	3	0.259300	1.681197	0.259300	0.149225	0.149225	0.149225	1.681197	
181000	0.085832	3	0.336179	1.174829	0.336179	0.153836	0.153836	0.153836	1.174829	
182000	0.085832	3	0.260506	1.308442	0.260506	0.150842	0.150842	0.150842	1.308442	
183000	0.085832	3	0.277212	1.387147	0.277212	0.150894	0.150894	0.150894	1.387147	
184000	0.085832	3	0.260996	1.409837	0.260996	0.145120	0.145120	0.145120	1.409837	
185000	0.085832	3	0.279174	1.270597	0.279174	0.161950	0.161950	0.161950	1.270597	
186000	0.085832	3	0.281110	1.268382	0.281110	0.148302	0.148302	0.148302	1.268382	
187000	0.085832	3	0.250297	1.351637	0.250297	0.162844	0.162844	0.162844	1.351637	
188000	0.085832	3	0.248554	1.546000	0.248554	0.152998	0.152998	0.152998	1.546000	
189000	0.085832	3	0.259891	1.704361	0.259891	0.169317	0.169317	0.169317	1.704361	
190000	0.085832	3	0.266150	1.371410	0.266150	0.151429	0.151429	0.151429	1.371410	
191000	0.085832	3	0.266422	1.560713	0.266422	0.139509	0.139509	0.139509	1.560713	
192000	0.085832	3	0.261113	1.682794	0.261113	0.155339	0.155339	0.155339	1.682794	
193000	0.085832	3	0.277660	1.444543	0.277660	0.162107	0.162107	0.162107	1.444543	
194000	0.085832	3	0.266927	1.446813	0.266927	0.154489	0.154489	0.154489	1.446813	
195000	0.085832	3	0.263723	1.568795	0.263723	0.145956	0.145956	0.145956	1.568795	
196000	0.085832	3	0.283903	1.544701	0.283903	0.148132	0.148132	0.148132	1.544701	
197000	0.085832	3	0.250441	1.643380	0.250441	0.155009	0.155009	0.155009	1.643380	
198000	0.085832	3	0.261022	1.557989	0.261022	0.175367	0.175367	0.175367	1.557989	
199000	0.085832	3	0.271471	1.533311	0.271471	0.153255	0.153255	0.153255	1.533311	
200000	0.085832	3	0.269191	1.247900	0.269191	0.151925	0.151925	0.151925	1.247900	
201000	0.085832	3	0.271709	1.530088	0.271709	0.143179	0.143179	0.143179	1.530088	
202000	0.085832	3	0.269113	1.374918	0.269113	0.141930	0.141930	0.141930	1.374918	
203000	0.085832	3	0.271833	1.275931	0.271833	0.148826	0.148826	0.148826	1.275931	
204000	0.085832	3	0.257217	1.366516	0.257217	0.163244	0.163244	0.163244	1.366516	
205000	0.085832	3	0.254794	1.565793	0.254794	0.156090	0.156090	0.156090	1.565793	
206000	0.085832	3	0.262307	1.474040	0.262307	0.155089	0.155089	0.155089	1.474040	
207000	0.085832	3	0.262097	1.751560	0.262097	0.152911	0.152911	0.152911	1.751560	
208000	0.085832	3	0.264200	1.874757	0.264200	0.158048	0.158048	0.158048	1.874757	
209000	0.085832	3	0.293751	1.701021	0.293751	0.152100	0.152100	0.152100	1.701021	
210000	0.085832	3	0.266684	1.319196	0.266684	0.144646	0.144646	0.144646	1.319196	
211000	0.085832	3	0.276213	1.531920	0.276213	0.163018	0.163018	0.163018	1.531920	
212000	0.085832	3	0.287719	1.416849	0.287719	0.145567	0.145567	0.145567	1.416849	
213000	0.085832	3	0.277206	1.553519	0.277206	0.160896	0.160896	0.160896	1.553519	
214000	0.085832	3	0.253480	1.381370	0.253480	0.148694	0.148694	0.148694	1.381370	
215000	0.085832	3	0.268384	1.451845	0.268384	0.166233	0.166233	0.166233	1.451845	
216000	0.085832	3	0.240859	1.332534	0.240859	0.153729	0.153729	0.153729	1.332534	
217000	0.085832	3	0.262823	1.374670	0.262823	0.148868	0.148868	0.148868	1.374670	
218000	0.085832	3	0.251563	1.224732	0.251563	0.143262	0.143262	0.143262	1.224732	
219000	0.085832	3	0.262336	1.365483	0.262336	0.143052	0.143052	0.143052	1.365483	
220000	0.085832	3	0.248983	1.478787	0.248983	0.156583	0.156583	0.156583	1.478787	
221000	0.085832	3	0.263038	1.346115	0.263038	0.154509	0.154509	0.154509	1.346115	
222000	0.085832	3	0.256838	1.210556	0.256838	0.164885	0.164885	0.164885	1.210556	
223000	0.085832	3	0.278679	1.394325	0.278679	0.160067	0.160067	0.160067	1.394325	
224000	0.085832	3	0.268865	1.636654	0.268865	0.170439	0.170439	0.170439	1.636654	
225000	0.085832	3	0.276542	1.504850	0.276542	0.153194	0.153194	0.153194	1.504850	
226000	0.085832	3	0.261452	1.558892	0.261452	0.167145	0.167145	0.167145	1.558892	
227000	0.085832	3	0.270194	1.655340	0.270194	0.157490	0.157490	0.157490	1.655340	
228000	0.085832	3	0.250578	1.368432	0.250578	0.151324	0.151324	0.151324	1.368432	
229000	0.085832	3	0.278807	1.252532	0.278807	0.142916	0.142916	0.142916	1.252532	
230000	0.085832	3	0.251170	1.475412	0.251170	0.159117	0.251170	0.159117	1.475412	
231000	0.085832	3	0.268274	1.266717	0.268274	0.142930	0.142930	0.142930	1.266717	
232000	0.085832	3	0.254262	1.501481	0.254262	0.156720	0.156720	0.156720	1.501481	
233000	0.085832	3	0.270088	1.404692	0.270088	0.146495	0.146495	0.146495	1.404692	
234000	0.085832	3	0.268291	1.524304	0.268291	0.162736	0.162736	0.162736	1.524304	
235000	0.085832	3	0.269164	1.446792	0.269164	0.160181	0.160181	0.160181	1.446792	
236000	0.085832	3	0.276033	1.464150	0.276033	0.152647	0.152647	0.152647	1.464150	
237000	0.085832	3	0.255743	1.559984	0.255743	0.156103	0.156103	0.156103	1.559984	
238000	0.085832	4	0.284739	1.303288	0.284739	0.136715	0.190085	0.136715	1.303288	
239000	0.085832	3	0.266203	1.346782	0.266203	0.146431	0.146431	0.146431	1.346782	
240000	0.085832	3	0.244046	1.510581	0.244046	0.156221	0.244046	0.156221	1.510581	
241000	0.085832	3	0.253604	1.650312	0.253604	0.150530	0.150530	0.150530	1.650312	
242000	0.085832	3	0.261393	1.334426	0.261393	0.146384	0.146384	0.146384	1.334426	
243000	0.085832	3	0.259489	1.681754	0.259489	0.155697	0.155697	0.155697	1.681754	
244000	0.085832	3	0.279842	1.440447	0.279842	0.157254	0.157254	0.157254	1.440447	
245000	0.085832	3	0.275801	1.364682	0.275801	0.162443	0.162443	0.162443	1.364682	
246000	0.085832	3	0.263007	1.402669	0.263007	0.152343	0.152343	0.152343	1.402669	
247000	0.085832	3	0.257013	1.334651	0.257013	0.155720	0.155720	0.155720	1.334651	
248000	0.085832	3	0.266439	1.246812	0.266439	0.143016	0.143016	0.143016	1.246812	
249000	0.085832	3	0.262791	1.426031	0.262791	0.150327	0.262791	0.150327	1.426031	
250000	0.085832	3	0.243403	1.632110	0.243403	0.150802	0.150802	0.150802	1.632110	
251000	0.085832	3	0.286965	1.215224	0.286965	0.158811	0.158811	0.158811	1.215224	
252000	0.085832	3	0.281717	1.343170	0.281717	0.142014	0.142014	0.142014	1.343170	
253000	0.085832	3	0.265368	1.416331	0.265368	0.147695	0.147695	0.147695	1.416331	
254000	0.085832	4	0.271967	1.579474	0.271967	0.134294	0.146416	0.134294	1.579474	
255000	0.085832	3	0.245122	1.233583	0.245122	0.149457	0.149457	0.149457	1.233583	
256000	0.085832	3	0.266377	1.472220	0.266377	0.159042	0.159042	0.159042	1.472220	
257000	0.085832	3	0.264603	1.311473	0.264603	0.151559	0.151559	0.151559	1.311473	
258000	0.085832	3	0.282211	1.584189	0.282211	0.153241	0.153241	0.153241	1.584189	
259000	0.085832	3	0.288392	1.412717	0.288392	0.148442	0.148442	0.148442	1.412717	
260000	0.085832	3	0.257504	1.426184	0.257504	0.167254	0.257504	0.167254	1.426184	
261000	0.085832	3	0.274029	1.120645	0.274029	0.148780	0.148780	0.148780	1.120645	
262000	0.085832	3	0.258950	1.483581	0.258950	0.147276	0.147276	0.147276	1.483581	
263000	0.085832	3	0.265688	1.585544	0.265688	0.152926	0.152926	0.152926	1.585544	
264000	0.085832	3	0.276138	1.460252	0.276138	0.158498	0.158498	0.158498	1.460252	
265000	0.085832	4	0.267971	1.283172	0.267971	0.144184	0.166851	0.144184	1.283172	
266000	0.085832	4	0.258859	1.289154	0.258859	0.145622	0.157439	0.157439	1.289154	
267000	0.085832	3	0.268883	1.374255	0.268883	0.158716	0.158716	0.158716	1.374255	
268000	0.085832	3	0.252708	1.539985	0.252708	0.149262	0.149262	0.149262	1.539985	
269000	0.085832	3	0.261392	1.431581	0.261392	0.151828	0.151828	0.151828	1.431581	
270000	0.085832	4	0.279325	1.487773	0.279325	0.136381	0.202121	0.136381	1.487773	
271000	0.085832	3	0.283741	1.578334	0.283741	0.152147	0.152147	0.152147	1.578334	
272000	0.085832	3	0.234961	1.959661	0.234961	0.142534	0.142534	0.142534	1.959661	
273000	0.085832	3	0.257288	1.812541	0.257288	0.144694	0.257288	0.144694	1.812541	
274000	0.085832	4	0.268894	1.333151	0.268894	0.131988	0.172099	0.131988	1.333151	
275000	0.085832	3	0.266987	1.753924	0.266987	0.156696	0.156696	0.156696	1.753924	
276000	0.085832	4	0.269909	1.416222	0.279328	0.145931	0.145931	0.145931	1.416222	
277000	0.085832	3	0.266448	1.385723	0.266448	0.153442	0.153442	0.153442	1.385723	
278000	0.085832	3	0.253636	1.316919	0.253636	0.153423	0.153423	0.153423	1.316919	
279000	0.085832	3	0.255091	1.373647	0.255091	0.167697	0.167697	0.167697	1.373647	
280000	0.085832	3	0.272878	1.388552	0.272878	0.151993	0.151993	0.151993	1.388552	
281000	0.085832	3	0.255928	1.493664	0.255928	0.155703	0.155703	0.155703	1.493664	
282000	0.085832	3	0.264158	1.348725	0.264158	0.152619	0.152619	0.152619	1.348725	
283000	0.085832	3	0.261698	1.421537	0.261698	0.160050	0.160050	0.160050	1.421537	
284000	0.085832	3	0.292665	1.630253	0.292665	0.148422	0.148422	0.148422	1.630253	
285000	0.085832	3	0.260846	1.562532	0.260846	0.152343	0.152343	0.152343	1.562532	
286000	0.085832	3	0.293680	1.465968	0.293680	0.152159	0.152159	0.152159	1.465968	
287000	0.085832	4	0.275367	1.330616	0.275367	0.139843	0.176651	0.139843	1.330616	
288000	0.085832	3	0.249891	1.639112	0.249891	0.164050	0.164050	0.164050	1.639112	
289000	0.085832	3	0.277358	1.508390	0.277358	0.144485	0.144485	0.144485	1.508390	
290000	0.085832	3	0.265869	1.286397	0.265869	0.152299	0.152299	0.152299	1.286397	
291000	0.085832	3	0.276821	1.331162	0.276821	0.166274	0.166274	0.166274	1.331162	
292000	0.085832	3	0.274057	1.812357	0.274057	0.153331	0.153331	0.153331	1.812357	
293000	0.085832	3	0.253720	1.334393	0.253720	0.158926	0.158926	0.158926	1.334393	
294000	0.085832	3	0.271230	1.554162	0.271230	0.153016	0.153016	0.153016	1.554162	
295000	0.085832	3	0.257248	1.515394	0.257248	0.160034	0.160034	0.160034	1.515394	
296000	0.085832	3	0.274815	1.449085	0.274815	0.171755	0.171755	0.171755	1.449085	
297000	0.085832	3	0.296962	1.328385	0.296962	0.146580	0.146580	0.146580	1.328385	
298000	0.085832	3	0.267266	1.348749	0.267266	0.165045	0.165045	0.165045	1.348749	
299000	0.085832	3	0.251479	1.328374	0.251479	0.157875	0.157875	0.157875	1.328374	
300000	0.085832	3	0.261834	1.424936	0.261834	0.159617	0.159617	0.159617	1.424936	
301000	0.085832	3	0.278740	1.360543	0.278740	0.144730	0.144730	0.144730	1.360543	
302000	0.085832	3	0.274984	1.509450	0.274984	0.147294	0.147294	0.147294	1.509450	
