Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	R[AC,7]	R[AG,7]	R[AT,7]	R[CG,7]	R[CT,7]	R[GT,7]	
1946000	0.085832	2	0.063885	0.443579	0.057273	0.023916	0.356272	0.055075	0.063885	0.443579	0.057273	0.023916	0.356272	0.055075	0.063885	0.443579	0.057273	0.023916	0.356272	0.055075	0.056664	0.327565	0.110814	0.208761	0.231447	0.064748	0.056664	0.327565	0.110814	0.208761	0.231447	0.064748	0.056664	0.327565	0.110814	0.208761	0.231447	0.064748	0.063885	0.443579	0.057273	0.023916	0.356272	0.055075	
1947000	0.085832	2	0.058129	0.435377	0.058040	0.037440	0.357928	0.053085	0.058129	0.435377	0.058040	0.037440	0.357928	0.053085	0.058129	0.435377	0.058040	0.037440	0.357928	0.053085	0.062797	0.202062	0.109717	0.153529	0.432217	0.039678	0.062797	0.202062	0.109717	0.153529	0.432217	0.039678	0.058129	0.435377	0.058040	0.037440	0.357928	0.053085	0.058129	0.435377	0.058040	0.037440	0.357928	0.053085	
1948000	0.085832	2	0.062332	0.434030	0.057861	0.032604	0.360253	0.052921	0.062332	0.434030	0.057861	0.032604	0.360253	0.052921	0.062332	0.434030	0.057861	0.032604	0.360253	0.052921	0.083666	0.465282	0.088327	0.137140	0.176594	0.048990	0.083666	0.465282	0.088327	0.137140	0.176594	0.048990	0.083666	0.465282	0.088327	0.137140	0.176594	0.048990	0.062332	0.434030	0.057861	0.032604	0.360253	0.052921	
1949000	0.085832	2	0.062802	0.427796	0.056233	0.028010	0.371710	0.053450	0.062802	0.427796	0.056233	0.028010	0.371710	0.053450	0.062802	0.427796	0.056233	0.028010	0.371710	0.053450	0.087905	0.358144	0.124545	0.174112	0.168930	0.086364	0.087905	0.358144	0.124545	0.174112	0.168930	0.086364	0.087905	0.358144	0.124545	0.174112	0.168930	0.086364	0.062802	0.427796	0.056233	0.028010	0.371710	0.053450	
1950000	0.085832	2	0.059973	0.420791	0.055303	0.034098	0.381022	0.048813	0.059973	0.420791	0.055303	0.034098	0.381022	0.048813	0.059973	0.420791	0.055303	0.034098	0.381022	0.048813	0.125263	0.347259	0.108557	0.182350	0.186447	0.050124	0.125263	0.347259	0.108557	0.182350	0.186447	0.050124	0.125263	0.347259	0.108557	0.182350	0.186447	0.050124	0.059973	0.420791	0.055303	0.034098	0.381022	0.048813	
1951000	0.085832	2	0.064208	0.432435	0.062434	0.030967	0.357756	0.052201	0.064208	0.432435	0.062434	0.030967	0.357756	0.052201	0.064208	0.432435	0.062434	0.030967	0.357756	0.052201	0.091007	0.381860	0.137056	0.138929	0.193675	0.057473	0.091007	0.381860	0.137056	0.138929	0.193675	0.057473	0.091007	0.381860	0.137056	0.138929	0.193675	0.057473	0.064208	0.432435	0.062434	0.030967	0.357756	0.052201	
1952000	0.085832	2	0.064230	0.404536	0.062227	0.037501	0.391187	0.040320	0.064230	0.404536	0.062227	0.037501	0.391187	0.040320	0.064230	0.404536	0.062227	0.037501	0.391187	0.040320	0.099776	0.391986	0.128736	0.139772	0.185134	0.054597	0.099776	0.391986	0.128736	0.139772	0.185134	0.054597	0.099776	0.391986	0.128736	0.139772	0.185134	0.054597	0.064230	0.404536	0.062227	0.037501	0.391187	0.040320	
1953000	0.085832	2	0.056191	0.408672	0.066392	0.037235	0.381506	0.050003	0.056191	0.408672	0.066392	0.037235	0.381506	0.050003	0.056191	0.408672	0.066392	0.037235	0.381506	0.050003	0.113540	0.319719	0.097029	0.168469	0.252344	0.048899	0.113540	0.319719	0.097029	0.168469	0.252344	0.048899	0.113540	0.319719	0.097029	0.168469	0.252344	0.048899	0.056191	0.408672	0.066392	0.037235	0.381506	0.050003	
1954000	0.085832	2	0.056876	0.413655	0.060815	0.031884	0.386157	0.050613	0.056876	0.413655	0.060815	0.031884	0.386157	0.050613	0.056876	0.413655	0.060815	0.031884	0.386157	0.050613	0.093572	0.327039	0.100992	0.205402	0.229248	0.043746	0.093572	0.327039	0.100992	0.205402	0.229248	0.043746	0.093572	0.327039	0.100992	0.205402	0.229248	0.043746	0.056876	0.413655	0.060815	0.031884	0.386157	0.050613	
1955000	0.085832	2	0.062281	0.412291	0.061414	0.027336	0.389962	0.046715	0.062281	0.412291	0.061414	0.027336	0.389962	0.046715	0.062281	0.412291	0.061414	0.027336	0.389962	0.046715	0.068385	0.430606	0.093092	0.144004	0.202976	0.060937	0.068385	0.430606	0.093092	0.144004	0.202976	0.060937	0.068385	0.430606	0.093092	0.144004	0.202976	0.060937	0.062281	0.412291	0.061414	0.027336	0.389962	0.046715	
1956000	0.085832	2	0.067792	0.375566	0.059352	0.024347	0.433926	0.039017	0.067792	0.375566	0.059352	0.024347	0.433926	0.039017	0.067792	0.375566	0.059352	0.024347	0.433926	0.039017	0.094539	0.418410	0.067265	0.184729	0.176246	0.058812	0.094539	0.418410	0.067265	0.184729	0.176246	0.058812	0.094539	0.418410	0.067265	0.184729	0.176246	0.058812	0.067792	0.375566	0.059352	0.024347	0.433926	0.039017	
1957000	0.085832	2	0.066346	0.396234	0.056058	0.019958	0.412879	0.048525	0.066346	0.396234	0.056058	0.019958	0.412879	0.048525	0.066346	0.396234	0.056058	0.019958	0.412879	0.048525	0.113648	0.336784	0.081149	0.184835	0.218630	0.064954	0.113648	0.336784	0.081149	0.184835	0.218630	0.064954	0.113648	0.336784	0.081149	0.184835	0.218630	0.064954	0.066346	0.396234	0.056058	0.019958	0.412879	0.048525	
1958000	0.085832	2	0.056031	0.429059	0.052416	0.030991	0.387377	0.044127	0.056031	0.429059	0.052416	0.030991	0.387377	0.044127	0.056031	0.429059	0.052416	0.030991	0.387377	0.044127	0.112085	0.399008	0.093936	0.143619	0.185645	0.065708	0.112085	0.399008	0.093936	0.143619	0.185645	0.065708	0.112085	0.399008	0.093936	0.143619	0.185645	0.065708	0.056031	0.429059	0.052416	0.030991	0.387377	0.044127	
1959000	0.085832	2	0.059879	0.402968	0.058225	0.031648	0.396273	0.051006	0.059879	0.402968	0.058225	0.031648	0.396273	0.051006	0.059879	0.402968	0.058225	0.031648	0.396273	0.051006	0.085552	0.293154	0.098984	0.166339	0.287807	0.068163	0.085552	0.293154	0.098984	0.166339	0.287807	0.068163	0.085552	0.293154	0.098984	0.166339	0.287807	0.068163	0.059879	0.402968	0.058225	0.031648	0.396273	0.051006	
1960000	0.085832	2	0.065644	0.396438	0.066079	0.033092	0.384937	0.053810	0.065644	0.396438	0.066079	0.033092	0.384937	0.053810	0.065644	0.396438	0.066079	0.033092	0.384937	0.053810	0.094429	0.413648	0.092110	0.142138	0.200749	0.056925	0.094429	0.413648	0.092110	0.142138	0.200749	0.056925	0.094429	0.413648	0.092110	0.142138	0.200749	0.056925	0.065644	0.396438	0.066079	0.033092	0.384937	0.053810	
1961000	0.085832	2	0.064151	0.414290	0.055983	0.024949	0.385132	0.055495	0.064151	0.414290	0.055983	0.024949	0.385132	0.055495	0.064151	0.414290	0.055983	0.024949	0.385132	0.055495	0.101792	0.376287	0.100134	0.118175	0.248410	0.055202	0.101792	0.376287	0.100134	0.118175	0.248410	0.055202	0.101792	0.376287	0.100134	0.118175	0.248410	0.055202	0.064151	0.414290	0.055983	0.024949	0.385132	0.055495	
1962000	0.085832	3	0.059223	0.419243	0.064855	0.035359	0.378400	0.042919	0.059223	0.419243	0.064855	0.035359	0.378400	0.042919	0.023264	0.266325	0.073114	0.034094	0.508259	0.094943	0.084170	0.334645	0.065196	0.214459	0.239346	0.062184	0.084170	0.334645	0.065196	0.214459	0.239346	0.062184	0.084170	0.334645	0.065196	0.214459	0.239346	0.062184	0.059223	0.419243	0.064855	0.035359	0.378400	0.042919	
1963000	0.085832	2	0.056885	0.408127	0.062295	0.033964	0.389204	0.049525	0.056885	0.408127	0.062295	0.033964	0.389204	0.049525	0.056885	0.408127	0.062295	0.033964	0.389204	0.049525	0.091014	0.280095	0.095542	0.189784	0.221230	0.122335	0.091014	0.280095	0.095542	0.189784	0.221230	0.122335	0.091014	0.280095	0.095542	0.189784	0.221230	0.122335	0.056885	0.408127	0.062295	0.033964	0.389204	0.049525	
1964000	0.085832	2	0.061964	0.384499	0.065952	0.026921	0.417159	0.043505	0.061964	0.384499	0.065952	0.026921	0.417159	0.043505	0.061964	0.384499	0.065952	0.026921	0.417159	0.043505	0.088899	0.384101	0.109478	0.147641	0.186073	0.083808	0.088899	0.384101	0.109478	0.147641	0.186073	0.083808	0.088899	0.384101	0.109478	0.147641	0.186073	0.083808	0.061964	0.384499	0.065952	0.026921	0.417159	0.043505	
1965000	0.085832	2	0.060372	0.394261	0.065626	0.027118	0.408020	0.044604	0.060372	0.394261	0.065626	0.027118	0.408020	0.044604	0.060372	0.394261	0.065626	0.027118	0.408020	0.044604	0.115384	0.391485	0.075159	0.165509	0.184061	0.068403	0.115384	0.391485	0.075159	0.165509	0.184061	0.068403	0.115384	0.391485	0.075159	0.165509	0.184061	0.068403	0.060372	0.394261	0.065626	0.027118	0.408020	0.044604	
1966000	0.085832	2	0.066244	0.395390	0.066818	0.027915	0.398901	0.044731	0.066244	0.395390	0.066818	0.027915	0.398901	0.044731	0.066244	0.395390	0.066818	0.027915	0.398901	0.044731	0.118145	0.380529	0.080750	0.126073	0.238532	0.055971	0.118145	0.380529	0.080750	0.126073	0.238532	0.055971	0.118145	0.380529	0.080750	0.126073	0.238532	0.055971	0.066244	0.395390	0.066818	0.027915	0.398901	0.044731	
1967000	0.085832	2	0.066080	0.376706	0.064230	0.029202	0.419162	0.044621	0.066080	0.376706	0.064230	0.029202	0.419162	0.044621	0.066080	0.376706	0.064230	0.029202	0.419162	0.044621	0.073907	0.340330	0.080352	0.220268	0.232727	0.052417	0.073907	0.340330	0.080352	0.220268	0.232727	0.052417	0.073907	0.340330	0.080352	0.220268	0.232727	0.052417	0.066080	0.376706	0.064230	0.029202	0.419162	0.044621	
1968000	0.085832	2	0.061245	0.406174	0.065649	0.027899	0.398344	0.040689	0.061245	0.406174	0.065649	0.027899	0.398344	0.040689	0.061245	0.406174	0.065649	0.027899	0.398344	0.040689	0.097842	0.339842	0.120563	0.168693	0.206499	0.066561	0.097842	0.339842	0.120563	0.168693	0.206499	0.066561	0.097842	0.339842	0.120563	0.168693	0.206499	0.066561	0.061245	0.406174	0.065649	0.027899	0.398344	0.040689	
1969000	0.085832	2	0.068182	0.378135	0.057513	0.022664	0.421625	0.051881	0.068182	0.378135	0.057513	0.022664	0.421625	0.051881	0.068182	0.378135	0.057513	0.022664	0.421625	0.051881	0.116126	0.369119	0.104541	0.201256	0.144368	0.064591	0.116126	0.369119	0.104541	0.201256	0.144368	0.064591	0.116126	0.369119	0.104541	0.201256	0.144368	0.064591	0.068182	0.378135	0.057513	0.022664	0.421625	0.051881	
1970000	0.085832	2	0.066976	0.373064	0.058933	0.026712	0.426111	0.048204	0.066976	0.373064	0.058933	0.026712	0.426111	0.048204	0.066976	0.373064	0.058933	0.026712	0.426111	0.048204	0.082323	0.386064	0.114989	0.184612	0.189231	0.042781	0.082323	0.386064	0.114989	0.184612	0.189231	0.042781	0.082323	0.386064	0.114989	0.184612	0.189231	0.042781	0.066976	0.373064	0.058933	0.026712	0.426111	0.048204	
1971000	0.085832	2	0.065747	0.413175	0.057665	0.028192	0.388671	0.046551	0.065747	0.413175	0.057665	0.028192	0.388671	0.046551	0.065747	0.413175	0.057665	0.028192	0.388671	0.046551	0.066575	0.433405	0.141765	0.141110	0.191953	0.025191	0.066575	0.433405	0.141765	0.141110	0.191953	0.025191	0.066575	0.433405	0.141765	0.141110	0.191953	0.025191	0.065747	0.413175	0.057665	0.028192	0.388671	0.046551	
1972000	0.085832	2	0.057831	0.413443	0.056561	0.029792	0.396782	0.045590	0.057831	0.413443	0.056561	0.029792	0.396782	0.045590	0.057831	0.413443	0.056561	0.029792	0.396782	0.045590	0.058160	0.406715	0.080091	0.152581	0.207086	0.095367	0.058160	0.406715	0.080091	0.152581	0.207086	0.095367	0.058160	0.406715	0.080091	0.152581	0.207086	0.095367	0.057831	0.413443	0.056561	0.029792	0.396782	0.045590	
1973000	0.085832	3	0.067805	0.415311	0.057555	0.022736	0.376524	0.060068	0.067805	0.415311	0.057555	0.022736	0.376524	0.060068	0.067805	0.415311	0.057555	0.022736	0.376524	0.060068	0.070300	0.240876	0.050879	0.281578	0.314022	0.042345	0.102158	0.426224	0.056660	0.156807	0.207750	0.050401	0.102158	0.426224	0.056660	0.156807	0.207750	0.050401	0.067805	0.415311	0.057555	0.022736	0.376524	0.060068	
1974000	0.085832	2	0.062487	0.393453	0.066381	0.025305	0.398049	0.054325	0.062487	0.393453	0.066381	0.025305	0.398049	0.054325	0.062487	0.393453	0.066381	0.025305	0.398049	0.054325	0.093650	0.329288	0.077604	0.216770	0.201739	0.080950	0.093650	0.329288	0.077604	0.216770	0.201739	0.080950	0.093650	0.329288	0.077604	0.216770	0.201739	0.080950	0.062487	0.393453	0.066381	0.025305	0.398049	0.054325	
1975000	0.085832	2	0.064774	0.405870	0.064192	0.028963	0.395803	0.040400	0.064774	0.405870	0.064192	0.028963	0.395803	0.040400	0.064774	0.405870	0.064192	0.028963	0.395803	0.040400	0.099867	0.387092	0.104922	0.180918	0.158116	0.069084	0.099867	0.387092	0.104922	0.180918	0.158116	0.069084	0.099867	0.387092	0.104922	0.180918	0.158116	0.069084	0.064774	0.405870	0.064192	0.028963	0.395803	0.040400	
1976000	0.085832	2	0.064404	0.417584	0.053234	0.024191	0.386071	0.054516	0.064404	0.417584	0.053234	0.024191	0.386071	0.054516	0.064404	0.417584	0.053234	0.024191	0.386071	0.054516	0.081316	0.438039	0.082233	0.175392	0.169898	0.053122	0.081316	0.438039	0.082233	0.175392	0.169898	0.053122	0.081316	0.438039	0.082233	0.175392	0.169898	0.053122	0.064404	0.417584	0.053234	0.024191	0.386071	0.054516	
1977000	0.085832	2	0.068104	0.397802	0.058881	0.027786	0.400294	0.047133	0.068104	0.397802	0.058881	0.027786	0.400294	0.047133	0.068104	0.397802	0.058881	0.027786	0.400294	0.047133	0.081252	0.387571	0.097864	0.203043	0.185411	0.044859	0.081252	0.387571	0.097864	0.203043	0.185411	0.044859	0.081252	0.387571	0.097864	0.203043	0.185411	0.044859	0.068104	0.397802	0.058881	0.027786	0.400294	0.047133	
1978000	0.085832	2	0.070399	0.390014	0.059153	0.024519	0.412977	0.042939	0.070399	0.390014	0.059153	0.024519	0.412977	0.042939	0.070399	0.390014	0.059153	0.024519	0.412977	0.042939	0.110727	0.370858	0.122644	0.139633	0.192637	0.063501	0.110727	0.370858	0.122644	0.139633	0.192637	0.063501	0.110727	0.370858	0.122644	0.139633	0.192637	0.063501	0.070399	0.390014	0.059153	0.024519	0.412977	0.042939	
1979000	0.085832	2	0.067449	0.370601	0.056337	0.028160	0.426030	0.051423	0.067449	0.370601	0.056337	0.028160	0.426030	0.051423	0.067449	0.370601	0.056337	0.028160	0.426030	0.051423	0.087227	0.319945	0.096343	0.162380	0.246309	0.087797	0.087227	0.319945	0.096343	0.162380	0.246309	0.087797	0.087227	0.319945	0.096343	0.162380	0.246309	0.087797	0.067449	0.370601	0.056337	0.028160	0.426030	0.051423	
1980000	0.085832	2	0.065345	0.374889	0.065360	0.031246	0.420396	0.042764	0.065345	0.374889	0.065360	0.031246	0.420396	0.042764	0.065345	0.374889	0.065360	0.031246	0.420396	0.042764	0.074965	0.457282	0.061688	0.118328	0.221299	0.066439	0.074965	0.457282	0.061688	0.118328	0.221299	0.066439	0.074965	0.457282	0.061688	0.118328	0.221299	0.066439	0.065345	0.374889	0.065360	0.031246	0.420396	0.042764	
1981000	0.085832	2	0.057311	0.397235	0.062200	0.026268	0.414791	0.042194	0.057311	0.397235	0.062200	0.026268	0.414791	0.042194	0.057311	0.397235	0.062200	0.026268	0.414791	0.042194	0.082559	0.452857	0.050505	0.147551	0.201551	0.064977	0.082559	0.452857	0.050505	0.147551	0.201551	0.064977	0.082559	0.452857	0.050505	0.147551	0.201551	0.064977	0.057311	0.397235	0.062200	0.026268	0.414791	0.042194	
1982000	0.085832	2	0.057176	0.395783	0.067923	0.019578	0.402805	0.056734	0.057176	0.395783	0.067923	0.019578	0.402805	0.056734	0.057176	0.395783	0.067923	0.019578	0.402805	0.056734	0.050833	0.394109	0.106518	0.157454	0.229654	0.061432	0.050833	0.394109	0.106518	0.157454	0.229654	0.061432	0.050833	0.394109	0.106518	0.157454	0.229654	0.061432	0.057176	0.395783	0.067923	0.019578	0.402805	0.056734	
1983000	0.085832	2	0.051862	0.405709	0.068416	0.023548	0.392916	0.057549	0.051862	0.405709	0.068416	0.023548	0.392916	0.057549	0.051862	0.405709	0.068416	0.023548	0.392916	0.057549	0.102226	0.395953	0.118267	0.151163	0.200063	0.032328	0.102226	0.395953	0.118267	0.151163	0.200063	0.032328	0.102226	0.395953	0.118267	0.151163	0.200063	0.032328	0.051862	0.405709	0.068416	0.023548	0.392916	0.057549	
1984000	0.085832	2	0.055035	0.392680	0.062925	0.028157	0.399622	0.061580	0.055035	0.392680	0.062925	0.028157	0.399622	0.061580	0.055035	0.392680	0.062925	0.028157	0.399622	0.061580	0.094621	0.364550	0.107908	0.150847	0.217777	0.064297	0.094621	0.364550	0.107908	0.150847	0.217777	0.064297	0.094621	0.364550	0.107908	0.150847	0.217777	0.064297	0.055035	0.392680	0.062925	0.028157	0.399622	0.061580	
1985000	0.085832	2	0.054716	0.403124	0.056836	0.026799	0.397303	0.061223	0.054716	0.403124	0.056836	0.026799	0.397303	0.061223	0.054716	0.403124	0.056836	0.026799	0.397303	0.061223	0.111109	0.350044	0.078724	0.254745	0.151891	0.053486	0.111109	0.350044	0.078724	0.254745	0.151891	0.053486	0.111109	0.350044	0.078724	0.254745	0.151891	0.053486	0.054716	0.403124	0.056836	0.026799	0.397303	0.061223	
1986000	0.085832	2	0.059754	0.417936	0.062636	0.030555	0.384851	0.044269	0.059754	0.417936	0.062636	0.030555	0.384851	0.044269	0.059754	0.417936	0.062636	0.030555	0.384851	0.044269	0.088231	0.333158	0.112699	0.201727	0.225846	0.038339	0.088231	0.333158	0.112699	0.201727	0.225846	0.038339	0.088231	0.333158	0.112699	0.201727	0.225846	0.038339	0.059754	0.417936	0.062636	0.030555	0.384851	0.044269	
1987000	0.085832	2	0.062748	0.413493	0.064320	0.026918	0.385125	0.047395	0.062748	0.413493	0.064320	0.026918	0.385125	0.047395	0.062748	0.413493	0.064320	0.026918	0.385125	0.047395	0.059964	0.412349	0.126463	0.149366	0.204129	0.047730	0.059964	0.412349	0.126463	0.149366	0.204129	0.047730	0.059964	0.412349	0.126463	0.149366	0.204129	0.047730	0.062748	0.413493	0.064320	0.026918	0.385125	0.047395	
1988000	0.085832	2	0.057499	0.414924	0.056627	0.028229	0.387022	0.055699	0.057499	0.414924	0.056627	0.028229	0.387022	0.055699	0.057499	0.414924	0.056627	0.028229	0.387022	0.055699	0.078419	0.398498	0.138989	0.120579	0.228138	0.035376	0.078419	0.398498	0.138989	0.120579	0.228138	0.035376	0.078419	0.398498	0.138989	0.120579	0.228138	0.035376	0.057499	0.414924	0.056627	0.028229	0.387022	0.055699	
1989000	0.085832	2	0.056281	0.421268	0.068678	0.027622	0.378825	0.047326	0.056281	0.421268	0.068678	0.027622	0.378825	0.047326	0.056281	0.421268	0.068678	0.027622	0.378825	0.047326	0.052093	0.297046	0.166611	0.151736	0.208416	0.124098	0.052093	0.297046	0.166611	0.151736	0.208416	0.124098	0.056281	0.421268	0.068678	0.027622	0.378825	0.047326	0.056281	0.421268	0.068678	0.027622	0.378825	0.047326	
1990000	0.085832	2	0.066325	0.409297	0.062718	0.027849	0.391555	0.042255	0.066325	0.409297	0.062718	0.027849	0.391555	0.042255	0.066325	0.409297	0.062718	0.027849	0.391555	0.042255	0.062051	0.421377	0.092629	0.187445	0.160843	0.075655	0.062051	0.421377	0.092629	0.187445	0.160843	0.075655	0.062051	0.421377	0.092629	0.187445	0.160843	0.075655	0.066325	0.409297	0.062718	0.027849	0.391555	0.042255	
1991000	0.085832	2	0.069055	0.392392	0.057890	0.028995	0.407673	0.043995	0.069055	0.392392	0.057890	0.028995	0.407673	0.043995	0.069055	0.392392	0.057890	0.028995	0.407673	0.043995	0.080472	0.445109	0.073292	0.159174	0.188587	0.053365	0.080472	0.445109	0.073292	0.159174	0.188587	0.053365	0.080472	0.445109	0.073292	0.159174	0.188587	0.053365	0.069055	0.392392	0.057890	0.028995	0.407673	0.043995	
1992000	0.085832	2	0.061738	0.428920	0.057456	0.028778	0.376467	0.046641	0.061738	0.428920	0.057456	0.028778	0.376467	0.046641	0.061738	0.428920	0.057456	0.028778	0.376467	0.046641	0.093883	0.346007	0.093019	0.131600	0.277350	0.058141	0.093883	0.346007	0.093019	0.131600	0.277350	0.058141	0.093883	0.346007	0.093019	0.131600	0.277350	0.058141	0.061738	0.428920	0.057456	0.028778	0.376467	0.046641	
1993000	0.085832	2	0.052605	0.424354	0.064517	0.028974	0.372459	0.057092	0.052605	0.424354	0.064517	0.028974	0.372459	0.057092	0.052605	0.424354	0.064517	0.028974	0.372459	0.057092	0.064588	0.337284	0.115572	0.175456	0.240608	0.066492	0.064588	0.337284	0.115572	0.175456	0.240608	0.066492	0.064588	0.337284	0.115572	0.175456	0.240608	0.066492	0.052605	0.424354	0.064517	0.028974	0.372459	0.057092	
1994000	0.085832	2	0.061327	0.443873	0.059755	0.028289	0.357322	0.049435	0.061327	0.443873	0.059755	0.028289	0.357322	0.049435	0.061327	0.443873	0.059755	0.028289	0.357322	0.049435	0.080887	0.332888	0.123862	0.217881	0.174466	0.070017	0.080887	0.332888	0.123862	0.217881	0.174466	0.070017	0.080887	0.332888	0.123862	0.217881	0.174466	0.070017	0.061327	0.443873	0.059755	0.028289	0.357322	0.049435	
1995000	0.085832	2	0.068192	0.449588	0.064178	0.026074	0.340529	0.051440	0.068192	0.449588	0.064178	0.026074	0.340529	0.051440	0.068192	0.449588	0.064178	0.026074	0.340529	0.051440	0.100886	0.415672	0.136563	0.155585	0.174403	0.016892	0.100886	0.415672	0.136563	0.155585	0.174403	0.016892	0.100886	0.415672	0.136563	0.155585	0.174403	0.016892	0.068192	0.449588	0.064178	0.026074	0.340529	0.051440	
1996000	0.085832	2	0.065467	0.440184	0.058097	0.031648	0.351540	0.053064	0.065467	0.440184	0.058097	0.031648	0.351540	0.053064	0.065467	0.440184	0.058097	0.031648	0.351540	0.053064	0.090957	0.431691	0.124127	0.161182	0.167451	0.024592	0.090957	0.431691	0.124127	0.161182	0.167451	0.024592	0.090957	0.431691	0.124127	0.161182	0.167451	0.024592	0.065467	0.440184	0.058097	0.031648	0.351540	0.053064	
1997000	0.085832	2	0.066106	0.420748	0.054939	0.033241	0.369232	0.055734	0.066106	0.420748	0.054939	0.033241	0.369232	0.055734	0.066106	0.420748	0.054939	0.033241	0.369232	0.055734	0.092271	0.413708	0.107599	0.209989	0.141239	0.035195	0.092271	0.413708	0.107599	0.209989	0.141239	0.035195	0.092271	0.413708	0.107599	0.209989	0.141239	0.035195	0.066106	0.420748	0.054939	0.033241	0.369232	0.055734	
1998000	0.085832	2	0.055071	0.408021	0.062019	0.031246	0.392924	0.050719	0.055071	0.408021	0.062019	0.031246	0.392924	0.050719	0.055071	0.408021	0.062019	0.031246	0.392924	0.050719	0.081744	0.413391	0.107777	0.149010	0.190819	0.057259	0.081744	0.413391	0.107777	0.149010	0.190819	0.057259	0.081744	0.413391	0.107777	0.149010	0.190819	0.057259	0.055071	0.408021	0.062019	0.031246	0.392924	0.050719	
1999000	0.085832	2	0.062535	0.415517	0.060661	0.029147	0.384317	0.047823	0.062535	0.415517	0.060661	0.029147	0.384317	0.047823	0.062535	0.415517	0.060661	0.029147	0.384317	0.047823	0.064773	0.382723	0.106874	0.188133	0.198643	0.058854	0.064773	0.382723	0.106874	0.188133	0.198643	0.058854	0.064773	0.382723	0.106874	0.188133	0.198643	0.058854	0.062535	0.415517	0.060661	0.029147	0.384317	0.047823	
2000000	0.085832	2	0.062401	0.428743	0.067304	0.026184	0.371818	0.043550	0.062401	0.428743	0.067304	0.026184	0.371818	0.043550	0.062401	0.428743	0.067304	0.026184	0.371818	0.043550	0.064031	0.367282	0.116905	0.154475	0.237518	0.059789	0.064031	0.367282	0.116905	0.154475	0.237518	0.059789	0.064031	0.367282	0.116905	0.154475	0.237518	0.059789	0.062401	0.428743	0.067304	0.026184	0.371818	0.043550	
2001000	0.085832	2	0.056307	0.397683	0.064511	0.027188	0.395980	0.058332	0.056307	0.397683	0.064511	0.027188	0.395980	0.058332	0.056307	0.397683	0.064511	0.027188	0.395980	0.058332	0.093531	0.361943	0.085027	0.190725	0.230235	0.038539	0.093531	0.361943	0.085027	0.190725	0.230235	0.038539	0.093531	0.361943	0.085027	0.190725	0.230235	0.038539	0.056307	0.397683	0.064511	0.027188	0.395980	0.058332	
2002000	0.085832	3	0.095272	0.329857	0.065878	0.035523	0.427868	0.045602	0.061546	0.414899	0.046621	0.024634	0.401221	0.051079	0.061546	0.414899	0.046621	0.024634	0.401221	0.051079	0.091079	0.343390	0.101971	0.173402	0.255294	0.034863	0.091079	0.343390	0.101971	0.173402	0.255294	0.034863	0.091079	0.343390	0.101971	0.173402	0.255294	0.034863	0.095272	0.329857	0.065878	0.035523	0.427868	0.045602	
2003000	0.085832	2	0.064377	0.336613	0.061257	0.030757	0.457892	0.049103	0.064377	0.336613	0.061257	0.030757	0.457892	0.049103	0.064377	0.336613	0.061257	0.030757	0.457892	0.049103	0.095778	0.340983	0.097973	0.138180	0.266091	0.060995	0.095778	0.340983	0.097973	0.138180	0.266091	0.060995	0.095778	0.340983	0.097973	0.138180	0.266091	0.060995	0.064377	0.336613	0.061257	0.030757	0.457892	0.049103	
2004000	0.085832	2	0.066726	0.354542	0.070906	0.028529	0.437423	0.041874	0.066726	0.354542	0.070906	0.028529	0.437423	0.041874	0.066726	0.354542	0.070906	0.028529	0.437423	0.041874	0.084776	0.299715	0.157732	0.135380	0.266233	0.056164	0.084776	0.299715	0.157732	0.135380	0.266233	0.056164	0.084776	0.299715	0.157732	0.135380	0.266233	0.056164	0.066726	0.354542	0.070906	0.028529	0.437423	0.041874	
2005000	0.085832	2	0.068276	0.356914	0.055802	0.031317	0.437816	0.049875	0.068276	0.356914	0.055802	0.031317	0.437816	0.049875	0.068276	0.356914	0.055802	0.031317	0.437816	0.049875	0.089583	0.410791	0.095537	0.147492	0.164972	0.091624	0.089583	0.410791	0.095537	0.147492	0.164972	0.091624	0.089583	0.410791	0.095537	0.147492	0.164972	0.091624	0.068276	0.356914	0.055802	0.031317	0.437816	0.049875	
2006000	0.085832	2	0.063196	0.361191	0.056719	0.025359	0.443062	0.050473	0.063196	0.361191	0.056719	0.025359	0.443062	0.050473	0.063196	0.361191	0.056719	0.025359	0.443062	0.050473	0.092197	0.425464	0.083892	0.121225	0.218137	0.059085	0.092197	0.425464	0.083892	0.121225	0.218137	0.059085	0.092197	0.425464	0.083892	0.121225	0.218137	0.059085	0.063196	0.361191	0.056719	0.025359	0.443062	0.050473	
