Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	
1790000	16.777027	5	0.265756	1.169944	0.282027	0.113607	0.098802	0.098802	1.169944	
1791000	16.777027	5	0.258144	1.243969	0.306345	0.092076	0.092076	0.092076	1.695089	
1792000	16.777027	3	0.381139	1.114995	0.381139	0.091231	0.091231	0.091231	1.114995	
1793000	16.777027	4	0.341622	0.999699	0.341622	0.102210	0.102210	0.102210	0.967192	
1794000	16.777027	3	0.277952	1.700483	0.277952	0.096468	0.096468	0.096468	1.700483	
1795000	16.777027	4	0.270590	1.350521	0.270590	0.094269	0.090506	0.090506	1.350521	
1796000	16.777027	4	0.264138	1.979758	0.264138	0.092358	0.092358	0.092358	1.250950	
1797000	16.777027	4	0.402683	1.691718	0.402683	0.086245	0.094538	0.094538	1.691718	
1798000	16.777027	4	0.251668	1.356895	0.251668	0.094459	0.094459	0.098402	1.356895	
1799000	16.777027	4	0.266261	1.187679	0.291051	0.093606	0.093606	0.093606	1.187679	
1800000	16.777027	3	0.263083	1.418104	0.263083	0.092142	0.092142	0.092142	1.418104	
1801000	16.777027	3	0.283303	1.179764	0.283303	0.099205	0.099205	0.099205	1.179764	
1802000	16.777027	3	0.265566	1.459169	0.265566	0.096608	0.096608	0.096608	1.459169	
1803000	16.777027	5	0.285783	1.394505	0.285783	0.101054	0.088911	0.101054	1.517511	
1804000	16.777027	3	0.269805	1.393513	0.269805	0.095710	0.095710	0.095710	1.393513	
1805000	16.777027	3	0.253149	1.245300	0.253149	0.087802	0.087802	0.087802	1.245300	
1806000	16.777027	3	0.285736	1.657871	0.285736	0.100204	0.100204	0.100204	1.657871	
1807000	16.777027	3	0.255244	1.245501	0.255244	0.098440	0.098440	0.098440	1.245501	
1808000	16.777027	4	0.306396	1.601741	0.306396	0.106802	0.102320	0.106802	1.601741	
1809000	16.777027	4	0.260689	1.929520	0.255135	0.098153	0.098153	0.098153	1.929520	
1810000	16.777027	4	0.250663	1.491832	0.250663	0.105948	0.105948	0.105948	1.670393	
1811000	16.777027	4	0.300120	1.623370	0.250883	0.106302	0.106302	0.106302	1.623370	
1812000	16.777027	3	0.235734	1.505984	0.235734	0.096257	0.096257	0.096257	1.505984	
1813000	16.777027	5	0.248837	1.958167	0.274355	0.095279	0.095279	0.095279	1.287270	
1814000	16.777027	3	0.247048	1.338593	0.247048	0.087219	0.087219	0.087219	1.338593	
1815000	16.777027	4	0.255103	1.581306	0.348453	0.143903	0.143903	0.143903	1.581306	
1816000	16.777027	3	0.260311	1.479271	0.260311	0.167067	0.167067	0.167067	1.479271	
1817000	16.777027	7	0.251855	1.247999	0.255520	0.130895	0.174306	0.167652	1.006433	
1818000	16.777027	4	0.315442	1.220113	0.315442	0.136717	0.161238	0.161238	1.220113	
1819000	16.777027	4	0.289356	1.664587	0.289356	0.158306	0.158306	0.158306	1.249458	
1820000	16.777027	4	0.348829	1.460601	0.331400	0.146312	0.146312	0.146312	1.460601	
1821000	16.777027	4	0.270964	1.387814	0.270964	0.178721	0.178721	0.178721	2.196286	
1822000	16.777027	4	0.245630	1.510638	0.245630	0.092646	0.245630	0.090892	1.510638	
1823000	16.777027	4	0.242898	1.591361	0.242898	0.106639	0.102148	0.102148	1.591361	
1824000	16.777027	5	0.382857	1.406444	0.283910	0.096704	0.096704	0.096704	1.328168	
1825000	16.777027	3	0.249959	1.342610	0.249959	0.103346	0.103346	0.103346	1.342610	
1826000	16.777027	6	0.264199	1.586627	0.263339	0.089487	0.096236	0.096236	1.062355	
1827000	16.777027	5	0.270849	2.035698	0.270849	0.089424	0.094353	0.094353	1.007644	
1828000	16.777027	5	0.276625	1.264267	0.279058	0.093711	0.093711	0.090183	1.264267	
1829000	16.777027	3	0.335589	1.858453	0.335589	0.088775	0.088775	0.088775	1.858453	
1830000	16.777027	3	0.273655	1.210103	0.273655	0.101956	0.101956	0.101956	1.210103	
1831000	16.777027	4	0.245965	1.523674	0.244369	0.097731	0.097731	0.097731	1.523674	
1832000	16.777027	5	0.307901	1.750760	0.292327	0.095058	0.095058	0.108082	1.750760	
1833000	16.777027	4	0.356508	1.697473	0.334638	0.102591	0.102591	0.102591	1.697473	
1834000	16.777027	4	0.265964	1.064433	0.265964	0.091718	0.093640	0.093640	1.064433	
1835000	16.777027	3	0.272838	1.260552	0.272838	0.095442	0.095442	0.095442	1.260552	
1836000	16.777027	4	0.263174	1.287311	0.263174	0.094332	0.094332	0.087305	1.287311	
1837000	16.777027	3	0.284483	1.442699	0.284483	0.095642	0.095642	0.095642	1.442699	
1838000	16.777027	4	0.278083	1.268906	0.278083	0.099185	0.099185	0.101466	1.268906	
1839000	16.777027	3	0.252615	1.620369	0.252615	0.094783	0.094783	0.094783	1.620369	
1840000	16.777027	3	0.239444	1.698629	0.239444	0.095332	0.095332	0.095332	1.698629	
1841000	16.777027	4	0.239938	1.567193	0.239938	0.095868	0.090065	0.095868	1.567193	
1842000	16.777027	5	0.296774	1.773408	0.330149	0.090570	0.090570	0.089458	1.773408	
1843000	16.777027	3	0.241121	1.337722	0.241121	0.100684	0.100684	0.100684	1.337722	
1844000	16.777027	5	0.254488	1.579812	0.278984	0.090095	0.091362	0.091362	1.579812	
1845000	16.777027	3	0.277917	1.463418	0.277917	0.111653	0.111653	0.111653	1.463418	
1846000	16.777027	5	0.288298	1.199841	0.261331	0.092008	0.092008	0.092008	1.244491	
1847000	16.777027	3	0.274421	1.353583	0.274421	0.093795	0.093795	0.093795	1.353583	
1848000	16.777027	3	0.292188	1.823400	0.292188	0.095496	0.095496	0.095496	1.823400	
1849000	16.777027	4	0.252323	1.186480	0.290501	0.095585	0.095585	0.095585	1.186480	
1850000	16.777027	4	0.265957	1.224847	0.265957	0.086017	0.092694	0.092694	1.224847	
1851000	16.777027	4	0.338388	1.490117	0.277656	0.095663	0.095663	0.095663	1.490117	
1852000	16.777027	5	0.293410	1.159641	0.293410	0.116262	0.116262	0.119286	1.186667	
1853000	16.777027	3	0.256586	1.347671	0.256586	0.144827	0.144827	0.144827	1.347671	
1854000	16.777027	3	0.249160	1.519464	0.249160	0.164110	0.164110	0.164110	1.519464	
1855000	16.777027	5	0.337937	1.088448	0.337937	0.152329	0.204184	0.152329	1.252950	
1856000	16.777027	6	0.256000	2.243825	0.256000	0.150895	0.196460	0.173590	1.839885	
1857000	16.777027	4	0.244899	1.674000	0.244899	0.099703	0.169438	0.169438	1.674000	
1858000	16.777027	4	0.273857	1.542735	0.273857	0.184009	0.180813	0.180813	1.542735	
1859000	16.777027	4	0.255582	1.149194	0.255582	0.175830	0.175830	0.173102	1.149194	
1860000	16.777027	6	0.227322	1.087912	0.357456	0.152992	0.188617	0.152992	1.580638	
1861000	16.777027	3	0.273790	1.219660	0.273790	0.167476	0.167476	0.167476	1.219660	
1862000	16.777027	6	0.199375	1.713531	0.261519	0.114450	0.260561	0.199375	1.348248	
1863000	16.777027	4	0.208501	1.248037	0.335391	0.138448	0.208501	0.138448	1.248037	
1864000	16.777027	6	0.296276	1.431115	0.256230	0.139227	0.165444	0.139227	1.303282	
1865000	16.777027	4	0.245468	1.080089	0.245468	0.133142	0.234795	0.133142	1.080089	
1866000	16.777027	5	0.235880	1.422399	0.295540	0.132081	0.162001	0.162001	1.422399	
1867000	16.777027	5	0.268979	1.554745	0.268979	0.168109	0.217029	0.134478	1.554745	
1868000	16.777027	3	0.276367	1.576771	0.276367	0.154789	0.154789	0.154789	1.576771	
1869000	16.777027	5	0.267181	1.544709	0.267181	0.142090	0.178867	0.178867	1.617149	
1870000	16.777027	4	0.249564	1.582572	0.249564	0.121579	0.178452	0.121579	1.582572	
1871000	16.777027	5	0.325120	1.487250	0.356540	0.143263	0.172598	0.143263	1.487250	
1872000	16.777027	4	0.275531	1.068647	0.275531	0.147226	0.147226	0.147226	1.252164	
1873000	16.777027	6	0.250133	0.834610	0.246455	0.123159	0.150193	0.123159	1.074428	
1874000	16.777027	4	0.267846	1.203726	0.252502	0.141034	0.141034	0.141034	1.203726	
1875000	16.777027	3	0.309142	1.186494	0.309142	0.175953	0.175953	0.175953	1.186494	
1876000	16.777027	3	0.235390	1.111862	0.235390	0.157156	0.235390	0.157156	1.111862	
1877000	16.777027	3	0.252154	1.233510	0.252154	0.170781	0.170781	0.170781	1.233510	
1878000	16.777027	6	0.266798	1.694881	0.242774	0.126248	0.266798	0.161634	1.286837	
1879000	16.777027	4	0.284278	1.363566	0.284278	0.111232	0.162740	0.162740	1.363566	
1880000	16.777027	4	0.274396	1.372769	0.274396	0.154377	0.176757	0.154377	1.372769	
1881000	16.777027	6	0.237427	1.475006	0.249334	0.122685	0.177114	0.098961	1.475006	
1882000	16.777027	4	0.244979	1.322528	0.257095	0.163443	0.163443	0.163443	1.322528	
1883000	16.777027	4	0.242433	1.421128	0.355283	0.159321	0.242433	0.159321	1.421128	
1884000	16.777027	4	0.233283	1.293173	0.327904	0.142555	0.142555	0.142555	1.293173	
1885000	16.777027	3	0.247588	1.057050	0.247588	0.128669	0.247588	0.128669	1.057050	
1886000	16.777027	4	0.259450	1.899172	0.259450	0.126993	0.179083	0.179083	1.899172	
1887000	16.777027	6	0.241296	1.078542	0.286725	0.156117	0.156117	0.157432	1.961465	
1888000	16.777027	3	0.240451	1.242268	0.240451	0.159771	0.159771	0.159771	1.242268	
1889000	16.777027	5	0.209442	1.635048	0.209442	0.162575	0.149267	0.149267	1.685653	
1890000	16.777027	3	0.258350	2.051928	0.258350	0.194763	0.194763	0.194763	2.051928	
1891000	16.777027	4	0.270817	1.405575	0.266583	0.158650	0.158650	0.158650	1.405575	
1892000	16.777027	5	0.269387	1.816212	0.291012	0.151784	0.281438	0.151784	1.816212	
1893000	16.777027	5	0.224963	1.588563	0.276058	0.151778	0.151778	0.151778	1.407459	
1894000	16.777027	4	0.283542	1.134715	0.283542	0.129906	0.283542	0.139706	1.134715	
1895000	16.777027	6	0.240836	1.671705	0.327874	0.123192	0.244589	0.123192	2.230280	
1896000	16.777027	4	0.344626	1.354495	0.344626	0.154046	0.162670	0.162670	1.354495	
1897000	16.777027	4	0.274068	1.315386	0.274068	0.107011	0.153476	0.107011	1.315386	
1898000	16.777027	3	0.247805	1.305947	0.247805	0.173452	0.173452	0.173452	1.305947	
1899000	16.777027	6	0.263733	1.325646	0.297888	0.144294	0.208955	0.144294	1.372597	
1900000	16.777027	5	0.235816	1.375486	0.390668	0.168937	0.168937	0.168937	1.141722	
1901000	16.777027	4	0.295801	1.614603	0.295801	0.183834	0.178173	0.178173	1.614603	
1902000	16.777027	4	0.267452	1.393683	0.267452	0.117060	0.152796	0.152796	1.393683	
1903000	16.777027	3	0.270940	1.716250	0.270940	0.155697	0.155697	0.155697	1.716250	
1904000	16.777027	4	0.303638	1.416370	0.303638	0.168768	0.194318	0.168768	1.416370	
1905000	16.777027	5	0.244857	1.047397	0.244857	0.147508	0.151329	0.151329	0.990641	
1906000	16.777027	5	0.276951	1.269221	0.276951	0.115974	0.236841	0.173669	1.269221	
1907000	16.777027	5	0.277347	1.462444	0.308016	0.192149	0.135397	0.135397	1.462444	
1908000	16.777027	4	0.284420	1.017728	0.284420	0.126972	0.151782	0.151782	1.017728	
1909000	16.777027	4	0.296871	1.384469	0.277852	0.146949	0.146949	0.146949	1.384469	
1910000	16.777027	5	0.259096	1.829983	0.241066	0.112032	0.241066	0.112032	1.380153	
1911000	16.777027	4	0.248878	1.626652	0.279314	0.166646	0.166646	0.166646	1.626652	
1912000	16.777027	3	0.260855	1.331960	0.260855	0.161424	0.161424	0.161424	1.331960	
1913000	16.777027	5	0.261894	1.261046	0.289482	0.106753	0.165488	0.165488	1.261046	
1914000	16.777027	4	0.298542	1.162735	0.298542	0.145180	0.166994	0.166994	1.162735	
1915000	16.777027	5	0.289518	1.502507	0.289518	0.141590	0.187957	0.141590	1.437231	
1916000	16.777027	3	0.277365	1.159807	0.277365	0.159558	0.159558	0.159558	1.159807	
1917000	16.777027	3	0.297008	1.505417	0.297008	0.165200	0.165200	0.165200	1.505417	
1918000	16.777027	5	0.268778	1.573474	0.275302	0.160481	0.181272	0.160481	1.573474	
1919000	16.777027	3	0.273573	1.477766	0.273573	0.171269	0.171269	0.171269	1.477766	
1920000	16.777027	4	0.220705	1.270835	0.220705	0.161045	0.220705	0.161045	1.431159	
1921000	16.777027	3	0.278210	1.256809	0.278210	0.166442	0.166442	0.166442	1.256809	
1922000	16.777027	3	0.266078	1.627914	0.266078	0.156084	0.156084	0.156084	1.627914	
1923000	16.777027	3	0.222054	1.116439	0.222054	0.157909	0.157909	0.157909	1.116439	
1924000	16.777027	4	0.270139	1.676219	0.270139	0.155924	0.155924	0.155924	1.455585	
1925000	16.777027	4	0.233380	1.142334	0.233380	0.114198	0.179878	0.179878	1.142334	
1926000	16.777027	5	0.205562	1.342656	0.205562	0.161781	0.231334	0.161781	1.481715	
1927000	16.777027	5	0.293293	1.117790	0.316992	0.154640	0.168449	0.154640	1.117790	
1928000	16.777027	4	0.274596	1.527864	0.274596	0.162277	0.162817	0.162277	1.527864	
1929000	16.777027	4	0.250789	1.448489	0.250789	0.139182	0.250789	0.139182	1.742101	
1930000	16.777027	4	0.250628	1.243522	0.250628	0.144915	0.144915	0.144915	1.005742	
1931000	16.777027	3	0.268920	1.649062	0.268920	0.160807	0.160807	0.160807	1.649062	
1932000	16.777027	4	0.324059	1.389755	0.324059	0.175390	0.175390	0.238160	1.389755	
1933000	16.777027	4	0.266212	1.161291	0.266212	0.121901	0.180797	0.180797	1.161291	
1934000	16.777027	4	0.250578	1.318383	0.287429	0.164882	0.164882	0.164882	1.318383	
1935000	16.777027	4	0.248785	1.142570	0.267470	0.161246	0.161246	0.161246	1.142570	
1936000	16.777027	4	0.263069	1.373093	0.263069	0.150483	0.175792	0.150483	1.373093	
1937000	16.777027	4	0.288692	1.727351	0.288692	0.153325	0.160725	0.160725	1.727351	
1938000	16.777027	3	0.298617	1.111859	0.298617	0.162110	0.162110	0.162110	1.111859	
1939000	16.777027	4	0.242537	1.619726	0.242537	0.159683	0.159683	0.142498	1.619726	
1940000	16.777027	4	0.268235	1.348779	0.268235	0.162105	0.187850	0.187850	1.348779	
1941000	16.777027	5	0.310045	1.191726	0.263054	0.158050	0.153887	0.158050	1.191726	
1942000	16.777027	3	0.269137	1.149059	0.269137	0.159267	0.159267	0.159267	1.149059	
1943000	16.777027	3	0.269713	1.893976	0.269713	0.142131	0.269713	0.142131	1.893976	
1944000	16.777027	3	0.290968	1.180478	0.290968	0.139530	0.139530	0.139530	1.180478	
1945000	16.777027	4	0.305393	1.828830	0.305393	0.095006	0.170710	0.170710	1.828830	
1946000	16.777027	4	0.265550	1.167915	0.265550	0.155094	0.155094	0.155094	1.244292	
1947000	16.777027	5	0.237528	1.367434	0.316562	0.131786	0.237528	0.154981	1.367434	
1948000	16.777027	4	0.264507	1.391831	0.228423	0.163745	0.163745	0.163745	1.391831	
1949000	16.777027	4	0.277158	1.455836	0.277158	0.123908	0.164846	0.164846	1.455836	
1950000	16.777027	3	0.220733	1.882112	0.220733	0.203475	0.203475	0.203475	1.882112	
1951000	16.777027	5	0.270253	1.159656	0.270253	0.160453	0.168378	0.143965	1.159656	
1952000	16.777027	3	0.283506	1.314944	0.283506	0.157856	0.157856	0.157856	1.314944	
1953000	16.777027	3	0.259933	1.449643	0.259933	0.197074	0.197074	0.197074	1.449643	
1954000	16.777027	4	0.263231	1.736435	0.325775	0.149202	0.149202	0.149202	1.736435	
1955000	16.777027	4	0.290681	1.340419	0.290681	0.122813	0.159442	0.159442	1.340419	
1956000	16.777027	4	0.293191	1.540194	0.293191	0.128599	0.232310	0.128599	1.540194	
1957000	16.777027	4	0.277663	1.142998	0.277663	0.152725	0.152725	0.152725	1.917795	
1958000	16.777027	3	0.328286	1.737236	0.328286	0.175997	0.175997	0.175997	1.737236	
1959000	16.777027	3	0.289762	1.242076	0.289762	0.101682	0.101682	0.101682	1.242076	
1960000	16.777027	4	0.316531	0.972561	0.316531	0.097818	0.097818	0.097818	1.107074	
1961000	16.777027	5	0.247419	1.066431	0.354985	0.098279	0.098279	0.098279	1.214832	
1962000	16.777027	4	0.250053	1.348451	0.250053	0.101282	0.101282	0.101282	1.684495	
1963000	16.777027	4	0.312109	1.659775	0.312109	0.094869	0.099400	0.099400	1.659775	
1964000	16.777027	3	0.274350	1.637727	0.274350	0.094915	0.094915	0.094915	1.637727	
1965000	16.777027	3	0.293413	1.279090	0.293413	0.100462	0.100462	0.100462	1.279090	
1966000	16.777027	4	0.231566	1.353182	0.288180	0.109356	0.109356	0.109356	1.353182	
1967000	16.777027	4	0.254481	1.270747	0.254481	0.099662	0.099662	0.099662	1.375643	
1968000	16.777027	3	0.266670	1.317612	0.266670	0.098738	0.098738	0.098738	1.317612	
1969000	16.777027	3	0.227496	1.762480	0.227496	0.090807	0.090807	0.090807	1.762480	
1970000	16.777027	5	0.287402	1.513757	0.295227	0.091361	0.091361	0.091361	1.273036	
1971000	16.777027	4	0.305930	1.387099	0.305930	0.100664	0.100664	0.100664	1.409247	
1972000	16.777027	4	0.253522	1.262560	0.264478	0.095245	0.095245	0.095245	1.262560	
1973000	16.777027	4	0.252601	1.569542	0.252601	0.152919	0.094118	0.094118	1.569542	
1974000	16.777027	4	0.261972	1.676686	0.261972	0.087031	0.091847	0.087031	1.676686	
1975000	16.777027	5	0.296341	1.027224	0.272621	0.092070	0.092070	0.092070	1.655368	
1976000	16.777027	5	0.291283	1.353310	0.268087	0.092133	0.092133	0.092133	0.910418	
1977000	16.777027	4	0.242010	1.275962	0.242010	0.095157	0.096756	0.095157	1.275962	
1978000	16.777027	3	0.278365	1.062872	0.278365	0.094297	0.094297	0.094297	1.062872	
1979000	16.777027	3	0.273243	1.172046	0.273243	0.093044	0.093044	0.093044	1.172046	
1980000	16.777027	3	0.292213	1.070118	0.292213	0.091770	0.091770	0.091770	1.070118	
1981000	16.777027	4	0.276326	1.342429	0.276326	0.096623	0.106297	0.096623	1.342429	
1982000	16.777027	4	0.266013	1.066888	0.266013	0.096760	0.096760	0.096760	1.021197	
1983000	16.777027	6	0.266684	1.365324	0.262590	0.098453	0.098453	0.093155	1.073543	
1984000	16.777027	3	0.268752	1.638702	0.268752	0.102904	0.102904	0.102904	1.638702	
1985000	16.777027	3	0.270685	1.685509	0.270685	0.112010	0.112010	0.112010	1.685509	
1986000	16.777027	3	0.333222	1.586859	0.333222	0.091966	0.091966	0.091966	1.586859	
1987000	16.777027	3	0.300683	1.109552	0.300683	0.089551	0.089551	0.089551	1.109552	
1988000	16.777027	4	0.264619	2.289538	0.264619	0.087105	0.087105	0.087105	1.167570	
1989000	16.777027	5	0.271978	1.547430	0.271978	0.096550	0.106080	0.096550	1.192105	
1990000	16.777027	4	0.303713	1.138263	0.303713	0.097095	0.097095	0.097095	1.608719	
1991000	16.777027	4	0.238312	1.699112	0.249571	0.091658	0.091658	0.091658	1.699112	
1992000	16.777027	3	0.262622	1.266591	0.262622	0.097094	0.097094	0.097094	1.266591	
1993000	16.777027	4	0.268362	1.252830	0.268362	0.093024	0.094177	0.094177	1.252830	
1994000	16.777027	4	0.199692	1.212631	0.213226	0.095607	0.095607	0.095607	1.212631	
1995000	16.777027	4	0.246240	1.803149	0.268276	0.091324	0.091324	0.091324	1.803149	
1996000	16.777027	3	0.262890	2.194594	0.262890	0.095830	0.095830	0.095830	2.194594	
1997000	16.777027	3	0.262687	1.201749	0.262687	0.092096	0.092096	0.092096	1.201749	
1998000	16.777027	4	0.330788	0.997977	0.330788	0.100445	0.100445	0.100445	0.888756	
1999000	16.777027	5	0.286786	1.095991	0.329647	0.146749	0.157212	0.157212	1.095991	
2000000	16.777027	3	0.275312	1.136665	0.275312	0.155225	0.155225	0.155225	1.136665	
2001000	16.777027	4	0.272966	1.439769	0.272966	0.136031	0.158156	0.158156	1.439769	
2002000	16.777027	3	0.269496	1.311857	0.269496	0.159377	0.159377	0.159377	1.311857	
2003000	16.777027	4	0.265543	1.145043	0.308401	0.164171	0.164171	0.164171	1.145043	
2004000	16.777027	6	0.221522	1.267243	0.320804	0.157739	0.196559	0.172764	1.267243	
2005000	16.777027	5	0.211707	1.234610	0.211707	0.139040	0.169622	0.139040	1.791422	
2006000	16.777027	5	0.248147	0.994120	0.248147	0.153860	0.205749	0.153860	0.954864	
2007000	16.777027	4	0.237920	1.124776	0.237920	0.155713	0.155713	0.155713	1.026338	
2008000	16.777027	4	0.245695	1.381359	0.245695	0.151269	0.198422	0.151269	1.381359	
2009000	16.777027	5	0.286501	1.511386	0.292107	0.171724	0.171724	0.171724	1.234033	
2010000	16.777027	3	0.291669	1.186591	0.291669	0.134241	0.291669	0.134241	1.186591	
2011000	16.777027	4	0.254555	1.352147	0.213528	0.191073	0.213528	0.191073	1.352147	
2012000	16.777027	3	0.286839	1.986013	0.286839	0.146854	0.146854	0.146854	1.986013	
2013000	16.777027	3	0.251056	1.673609	0.251056	0.160946	0.160946	0.160946	1.673609	
2014000	16.777027	4	0.250941	1.587605	0.325733	0.137929	0.250941	0.137929	1.587605	
2015000	16.777027	4	0.283977	1.632523	0.283977	0.198375	0.198375	0.198375	1.515084	
2016000	16.777027	4	0.244649	1.191580	0.328680	0.154057	0.154057	0.154057	1.191580	
2017000	16.777027	4	0.251038	1.169774	0.251038	0.143788	0.143788	0.175811	1.169774	
2018000	16.777027	4	0.270754	1.225171	0.227497	0.161405	0.161405	0.161405	1.225171	
2019000	16.777027	5	0.241906	1.364618	0.334842	0.141442	0.156120	0.156120	1.364618	
2020000	16.777027	3	0.275274	1.373761	0.275274	0.151142	0.151142	0.151142	1.373761	
2021000	16.777027	4	0.256285	1.674374	0.256285	0.151746	0.151364	0.151364	1.674374	
2022000	16.777027	4	0.400011	1.441876	0.400011	0.170858	0.176068	0.176068	1.441876	
2023000	16.777027	6	0.270768	1.214858	0.268192	0.138743	0.200941	0.138743	1.322065	
2024000	16.777027	4	0.315800	1.546807	0.315800	0.148047	0.201514	0.148047	1.546807	
2025000	16.777027	4	0.249580	1.234815	0.330482	0.139448	0.139448	0.139448	1.234815	
2026000	16.777027	4	0.289448	1.190456	0.289448	0.192712	0.192712	0.170520	1.190456	
2027000	16.777027	5	0.244228	1.494997	0.354991	0.143366	0.155163	0.155163	1.494997	
2028000	16.777027	4	0.273722	1.019850	0.273722	0.151994	0.151994	0.151994	1.307241	
2029000	16.777027	7	0.307161	1.008769	0.241434	0.167625	0.224430	0.146080	1.249143	
2030000	16.777027	4	0.296126	1.521669	0.296126	0.159340	0.159340	0.159340	1.582366	
2031000	16.777027	5	0.285666	1.322601	0.285666	0.153919	0.171011	0.145582	1.322601	
2032000	16.777027	4	0.248669	1.095510	0.308519	0.149762	0.149762	0.149762	1.095510	
2033000	16.777027	6	0.259676	1.154227	0.242671	0.186262	0.211901	0.186262	1.503890	
2034000	16.777027	5	0.286033	1.459570	0.286033	0.160538	0.200793	0.155413	1.459570	
2035000	16.777027	4	0.208950	1.261229	0.208950	0.121945	0.146175	0.146175	1.261229	
2036000	16.777027	4	0.252548	1.665191	0.337384	0.146165	0.146165	0.146165	1.665191	
2037000	16.777027	5	0.338835	1.512168	0.277359	0.143898	0.190759	0.190759	1.512168	
2038000	16.777027	6	0.330519	1.282695	0.238657	0.122015	0.238657	0.195115	1.351285	
2039000	16.777027	3	0.291521	1.505409	0.291521	0.160707	0.160707	0.160707	1.505409	
2040000	16.777027	4	0.269398	1.244377	0.269398	0.148805	0.175370	0.148805	1.244377	
2041000	16.777027	3	0.269720	1.381843	0.269720	0.171545	0.171545	0.171545	1.381843	
2042000	16.777027	6	0.269510	1.369363	0.269510	0.163568	0.186570	0.145624	1.326725	
2043000	16.777027	3	0.266966	1.349961	0.266966	0.182352	0.182352	0.182352	1.349961	
2044000	16.777027	4	0.231262	1.414367	0.307094	0.132093	0.231262	0.132093	1.414367	
2045000	16.777027	6	0.261765	1.603673	0.258364	0.143914	0.163684	0.178788	1.603673	
2046000	16.777027	5	0.228507	1.101318	0.234333	0.132369	0.228507	0.132369	1.250389	
2047000	16.777027	4	0.254545	1.110128	0.254545	0.170410	0.170410	0.170410	1.352420	
2048000	16.777027	5	0.258542	1.579918	0.230243	0.180209	0.180209	0.147044	1.579918	
2049000	16.777027	3	0.246525	2.141693	0.246525	0.160169	0.160169	0.160169	2.141693	
2050000	16.777027	3	0.247622	1.239550	0.247622	0.155302	0.155302	0.155302	1.239550	
2051000	16.777027	5	0.261944	1.431604	0.261944	0.150788	0.180607	0.150788	1.315830	
2052000	16.777027	3	0.286594	1.281024	0.286594	0.151449	0.151449	0.151449	1.281024	
2053000	16.777027	5	0.309636	1.945356	0.344906	0.139670	0.159236	0.159236	1.945356	
2054000	16.777027	4	0.279191	1.836132	0.249200	0.159064	0.159064	0.159064	1.836132	
2055000	16.777027	5	0.254049	1.295821	0.254049	0.152840	0.152840	0.204258	1.148728	
2056000	16.777027	4	0.227918	2.063468	0.356414	0.136888	0.136888	0.136888	2.063468	
2057000	16.777027	4	0.280348	2.076826	0.280026	0.174753	0.174753	0.174753	2.076826	
2058000	16.777027	5	0.281461	1.207597	0.281461	0.150596	0.150596	0.169135	1.010201	
2059000	16.777027	3	0.260221	1.094098	0.260221	0.144911	0.144911	0.144911	1.094098	
2060000	16.777027	4	0.248445	1.665068	0.248445	0.122501	0.143668	0.143668	1.665068	
2061000	16.777027	3	0.290807	1.020794	0.290807	0.150915	0.150915	0.150915	1.020794	
2062000	16.777027	3	0.232939	1.226442	0.232939	0.142642	0.142642	0.142642	1.226442	
2063000	16.777027	6	0.291398	1.289655	0.269245	0.116208	0.162203	0.137566	1.289655	
2064000	16.777027	5	0.263379	1.534199	0.263379	0.166066	0.169089	0.187670	1.534199	
2065000	16.777027	5	0.271505	1.510759	0.271505	0.118945	0.228442	0.118945	1.174569	
2066000	16.777027	3	0.220927	1.150360	0.220927	0.142396	0.220927	0.142396	1.150360	
2067000	16.777027	4	0.304901	1.254089	0.269790	0.136569	0.136569	0.136569	1.254089	
2068000	16.777027	4	0.300082	1.342321	0.300082	0.118660	0.162303	0.118660	1.342321	
2069000	16.777027	3	0.273128	1.343488	0.273128	0.204138	0.204138	0.204138	1.343488	
2070000	16.777027	3	0.273315	1.715548	0.273315	0.166961	0.166961	0.166961	1.715548	
2071000	16.777027	3	0.253032	1.251976	0.253032	0.180443	0.180443	0.180443	1.251976	
2072000	16.777027	4	0.279204	1.595562	0.279204	0.158498	0.166399	0.166399	1.595562	
2073000	16.777027	3	0.277094	1.502850	0.277094	0.149831	0.149831	0.149831	1.502850	
2074000	16.777027	5	0.291647	1.311098	0.254852	0.159469	0.159469	0.159469	1.348731	
2075000	16.777027	5	0.217271	1.085336	0.217271	0.115716	0.217271	0.213573	1.604552	
2076000	16.777027	4	0.346017	1.568584	0.297633	0.160267	0.160267	0.160267	1.568584	
2077000	16.777027	5	0.264419	1.075911	0.347505	0.135338	0.149297	0.149297	1.075911	
2078000	16.777027	4	0.267750	1.296290	0.267750	0.171032	0.155508	0.171032	1.296290	
2079000	16.777027	5	0.232233	1.084187	0.232233	0.114588	0.148956	0.148956	1.979779	
2080000	16.777027	5	0.247000	1.404552	0.247000	0.112190	0.153915	0.153915	1.323924	
2081000	16.777027	4	0.275606	2.456284	0.275606	0.166065	0.166065	0.174357	2.456284	
2082000	16.777027	5	0.244099	1.856679	0.244099	0.115290	0.177479	0.190923	1.856679	
2083000	16.777027	3	0.269105	1.286335	0.269105	0.187314	0.187314	0.187314	1.286335	
2084000	16.777027	3	0.302765	1.161577	0.302765	0.127402	0.302765	0.127402	1.161577	
2085000	16.777027	4	0.212854	1.340367	0.231622	0.160349	0.160349	0.160349	1.340367	
