Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	
1000	0.529975	2	0.304382	0.333239	0.145327	0.217052	0.304382	0.333239	0.145327	0.217052	0.173504	0.277503	0.328841	0.220152	0.173504	0.277503	0.328841	0.220152	0.173504	0.277503	0.328841	0.220152	0.304382	0.333239	0.145327	0.217052	0.173504	0.277503	0.328841	0.220152	
2000	0.529975	2	0.292855	0.327453	0.129905	0.249787	0.292855	0.327453	0.129905	0.249787	0.149406	0.336882	0.262320	0.251393	0.149406	0.336882	0.262320	0.251393	0.149406	0.336882	0.262320	0.251393	0.292855	0.327453	0.129905	0.249787	0.149406	0.336882	0.262320	0.251393	
3000	0.529975	2	0.310556	0.306541	0.125641	0.257261	0.310556	0.306541	0.125641	0.257261	0.193072	0.239584	0.328049	0.239295	0.193072	0.239584	0.328049	0.239295	0.193072	0.239584	0.328049	0.239295	0.310556	0.306541	0.125641	0.257261	0.193072	0.239584	0.328049	0.239295	
4000	0.529975	2	0.328573	0.297650	0.124177	0.249600	0.328573	0.297650	0.124177	0.249600	0.183919	0.256902	0.256289	0.302890	0.183919	0.256902	0.256289	0.302890	0.183919	0.256902	0.256289	0.302890	0.328573	0.297650	0.124177	0.249600	0.183919	0.256902	0.256289	0.302890	
5000	0.529975	3	0.343051	0.282335	0.115469	0.259145	0.343051	0.282335	0.115469	0.259145	0.178047	0.279973	0.265713	0.276267	0.178047	0.279973	0.265713	0.276267	0.231052	0.162296	0.382032	0.224619	0.343051	0.282335	0.115469	0.259145	0.178047	0.279973	0.265713	0.276267	
6000	0.529975	2	0.334131	0.283513	0.123290	0.259067	0.334131	0.283513	0.123290	0.259067	0.210083	0.273983	0.267499	0.248435	0.210083	0.273983	0.267499	0.248435	0.210083	0.273983	0.267499	0.248435	0.334131	0.283513	0.123290	0.259067	0.210083	0.273983	0.267499	0.248435	
7000	0.529975	3	0.325647	0.289105	0.135194	0.250054	0.325647	0.289105	0.135194	0.250054	0.204736	0.256702	0.268354	0.270208	0.204736	0.256702	0.268354	0.270208	0.334412	0.146702	0.381670	0.137216	0.325647	0.289105	0.135194	0.250054	0.204736	0.256702	0.268354	0.270208	
8000	0.529975	2	0.327132	0.286790	0.132128	0.253949	0.327132	0.286790	0.132128	0.253949	0.188593	0.277033	0.264157	0.270217	0.188593	0.277033	0.264157	0.270217	0.188593	0.277033	0.264157	0.270217	0.327132	0.286790	0.132128	0.253949	0.188593	0.277033	0.264157	0.270217	
9000	0.529975	2	0.329106	0.277022	0.124142	0.269730	0.329106	0.277022	0.124142	0.269730	0.173970	0.282200	0.256744	0.287085	0.173970	0.282200	0.256744	0.287085	0.173970	0.282200	0.256744	0.287085	0.329106	0.277022	0.124142	0.269730	0.173970	0.282200	0.256744	0.287085	
10000	0.529975	2	0.327813	0.270526	0.128172	0.273489	0.327813	0.270526	0.128172	0.273489	0.179456	0.263987	0.276334	0.280223	0.179456	0.263987	0.276334	0.280223	0.179456	0.263987	0.276334	0.280223	0.327813	0.270526	0.128172	0.273489	0.179456	0.263987	0.276334	0.280223	
11000	0.529975	2	0.315484	0.288880	0.130028	0.265609	0.315484	0.288880	0.130028	0.265609	0.172035	0.285688	0.276444	0.265833	0.172035	0.285688	0.276444	0.265833	0.172035	0.285688	0.276444	0.265833	0.315484	0.288880	0.130028	0.265609	0.172035	0.285688	0.276444	0.265833	
12000	0.529975	2	0.315484	0.288880	0.130028	0.265609	0.315484	0.288880	0.130028	0.265609	0.161628	0.289188	0.256232	0.292952	0.161628	0.289188	0.256232	0.292952	0.161628	0.289188	0.256232	0.292952	0.315484	0.288880	0.130028	0.265609	0.161628	0.289188	0.256232	0.292952	
13000	0.529975	2	0.330639	0.276319	0.127392	0.265649	0.330639	0.276319	0.127392	0.265649	0.192218	0.262117	0.269989	0.275676	0.192218	0.262117	0.269989	0.275676	0.192218	0.262117	0.269989	0.275676	0.330639	0.276319	0.127392	0.265649	0.192218	0.262117	0.269989	0.275676	
14000	0.529975	3	0.340072	0.276948	0.124525	0.258455	0.340072	0.276948	0.124525	0.258455	0.145070	0.321016	0.264479	0.269435	0.145070	0.321016	0.264479	0.269435	0.187974	0.223963	0.342941	0.245122	0.340072	0.276948	0.124525	0.258455	0.187974	0.223963	0.342941	0.245122	
15000	0.529975	2	0.340072	0.276948	0.124525	0.258455	0.340072	0.276948	0.124525	0.258455	0.197859	0.262335	0.281208	0.258597	0.197859	0.262335	0.281208	0.258597	0.197859	0.262335	0.281208	0.258597	0.340072	0.276948	0.124525	0.258455	0.197859	0.262335	0.281208	0.258597	
16000	0.529975	3	0.336257	0.282063	0.123699	0.257981	0.336257	0.282063	0.123699	0.257981	0.200871	0.283974	0.242886	0.272268	0.124331	0.269106	0.185732	0.420831	0.200871	0.283974	0.242886	0.272268	0.336257	0.282063	0.123699	0.257981	0.200871	0.283974	0.242886	0.272268	
17000	0.529975	2	0.334087	0.282216	0.127984	0.255713	0.334087	0.282216	0.127984	0.255713	0.186989	0.250688	0.292484	0.269839	0.186989	0.250688	0.292484	0.269839	0.186989	0.250688	0.292484	0.269839	0.334087	0.282216	0.127984	0.255713	0.186989	0.250688	0.292484	0.269839	
18000	0.529975	2	0.319873	0.291922	0.120870	0.267335	0.319873	0.291922	0.120870	0.267335	0.184430	0.279255	0.262202	0.274114	0.184430	0.279255	0.262202	0.274114	0.184430	0.279255	0.262202	0.274114	0.319873	0.291922	0.120870	0.267335	0.184430	0.279255	0.262202	0.274114	
19000	0.529975	2	0.328501	0.287026	0.131179	0.253294	0.328501	0.287026	0.131179	0.253294	0.208344	0.272611	0.261986	0.257059	0.208344	0.272611	0.261986	0.257059	0.208344	0.272611	0.261986	0.257059	0.328501	0.287026	0.131179	0.253294	0.208344	0.272611	0.261986	0.257059	
20000	0.529975	3	0.330369	0.280314	0.128043	0.261275	0.330369	0.280314	0.128043	0.261275	0.133922	0.305733	0.255350	0.304995	0.133922	0.305733	0.255350	0.304995	0.118167	0.208869	0.348754	0.324210	0.330369	0.280314	0.128043	0.261275	0.133922	0.305733	0.255350	0.304995	
21000	0.529975	3	0.325041	0.301415	0.116582	0.256962	0.325041	0.301415	0.116582	0.256962	0.189819	0.256773	0.291167	0.262242	0.189819	0.256773	0.291167	0.262242	0.189819	0.256773	0.291167	0.262242	0.312621	0.276863	0.084666	0.325850	0.189819	0.256773	0.291167	0.262242	
22000	0.529975	2	0.334155	0.299543	0.117015	0.249287	0.334155	0.299543	0.117015	0.249287	0.174462	0.280621	0.265526	0.279391	0.174462	0.280621	0.265526	0.279391	0.174462	0.280621	0.265526	0.279391	0.334155	0.299543	0.117015	0.249287	0.174462	0.280621	0.265526	0.279391	
23000	0.529975	2	0.315382	0.295006	0.114456	0.275156	0.315382	0.295006	0.114456	0.275156	0.166734	0.272598	0.253658	0.307009	0.166734	0.272598	0.253658	0.307009	0.166734	0.272598	0.253658	0.307009	0.315382	0.295006	0.114456	0.275156	0.166734	0.272598	0.253658	0.307009	
24000	0.529975	2	0.323957	0.296377	0.122004	0.257663	0.323957	0.296377	0.122004	0.257663	0.193235	0.285190	0.241452	0.280123	0.193235	0.285190	0.241452	0.280123	0.193235	0.285190	0.241452	0.280123	0.323957	0.296377	0.122004	0.257663	0.193235	0.285190	0.241452	0.280123	
25000	0.529975	3	0.322249	0.300539	0.116034	0.261178	0.322249	0.300539	0.116034	0.261178	0.183020	0.268200	0.278844	0.269936	0.129894	0.298662	0.101883	0.469561	0.183020	0.268200	0.278844	0.269936	0.322249	0.300539	0.116034	0.261178	0.183020	0.268200	0.278844	0.269936	
26000	0.529975	2	0.328552	0.289433	0.117997	0.264018	0.328552	0.289433	0.117997	0.264018	0.165368	0.267131	0.265793	0.301708	0.165368	0.267131	0.265793	0.301708	0.165368	0.267131	0.265793	0.301708	0.328552	0.289433	0.117997	0.264018	0.165368	0.267131	0.265793	0.301708	
27000	0.529975	2	0.324903	0.299604	0.113551	0.261942	0.324903	0.299604	0.113551	0.261942	0.178758	0.251398	0.286485	0.283359	0.178758	0.251398	0.286485	0.283359	0.178758	0.251398	0.286485	0.283359	0.324903	0.299604	0.113551	0.261942	0.178758	0.251398	0.286485	0.283359	
28000	0.529975	2	0.322302	0.294593	0.118225	0.264879	0.322302	0.294593	0.118225	0.264879	0.191916	0.270590	0.283275	0.254219	0.191916	0.270590	0.283275	0.254219	0.191916	0.270590	0.283275	0.254219	0.322302	0.294593	0.118225	0.264879	0.191916	0.270590	0.283275	0.254219	
29000	0.529975	3	0.322302	0.294593	0.118225	0.264879	0.322302	0.294593	0.118225	0.264879	0.196657	0.253092	0.285818	0.264433	0.241729	0.242097	0.134711	0.381462	0.196657	0.253092	0.285818	0.264433	0.322302	0.294593	0.118225	0.264879	0.196657	0.253092	0.285818	0.264433	
30000	0.529975	2	0.339642	0.293103	0.119267	0.247988	0.339642	0.293103	0.119267	0.247988	0.193311	0.262214	0.271968	0.272507	0.193311	0.262214	0.271968	0.272507	0.193311	0.262214	0.271968	0.272507	0.339642	0.293103	0.119267	0.247988	0.193311	0.262214	0.271968	0.272507	
31000	0.529975	2	0.326188	0.290425	0.134026	0.249361	0.326188	0.290425	0.134026	0.249361	0.189021	0.268093	0.287318	0.255568	0.189021	0.268093	0.287318	0.255568	0.189021	0.268093	0.287318	0.255568	0.326188	0.290425	0.134026	0.249361	0.189021	0.268093	0.287318	0.255568	
32000	0.529975	2	0.318068	0.302331	0.122247	0.257354	0.318068	0.302331	0.122247	0.257354	0.183678	0.259584	0.285222	0.271515	0.183678	0.259584	0.285222	0.271515	0.183678	0.259584	0.285222	0.271515	0.318068	0.302331	0.122247	0.257354	0.183678	0.259584	0.285222	0.271515	
33000	0.529975	2	0.317568	0.306394	0.114474	0.261564	0.317568	0.306394	0.114474	0.261564	0.184019	0.264904	0.265467	0.285610	0.184019	0.264904	0.265467	0.285610	0.184019	0.264904	0.265467	0.285610	0.317568	0.306394	0.114474	0.261564	0.184019	0.264904	0.265467	0.285610	
34000	0.529975	2	0.321715	0.293580	0.115459	0.269246	0.321715	0.293580	0.115459	0.269246	0.177694	0.280881	0.280906	0.260519	0.177694	0.280881	0.280906	0.260519	0.177694	0.280881	0.280906	0.260519	0.321715	0.293580	0.115459	0.269246	0.177694	0.280881	0.280906	0.260519	
35000	0.529975	2	0.327442	0.279844	0.128207	0.264507	0.327442	0.279844	0.128207	0.264507	0.165136	0.279731	0.279911	0.275222	0.165136	0.279731	0.279911	0.275222	0.165136	0.279731	0.279911	0.275222	0.327442	0.279844	0.128207	0.264507	0.165136	0.279731	0.279911	0.275222	
36000	0.529975	2	0.323094	0.295939	0.121541	0.259426	0.323094	0.295939	0.121541	0.259426	0.192066	0.273851	0.254477	0.279606	0.192066	0.273851	0.254477	0.279606	0.192066	0.273851	0.254477	0.279606	0.323094	0.295939	0.121541	0.259426	0.192066	0.273851	0.254477	0.279606	
37000	0.529975	2	0.325593	0.290019	0.122689	0.261698	0.325593	0.290019	0.122689	0.261698	0.201772	0.275319	0.249539	0.273370	0.201772	0.275319	0.249539	0.273370	0.201772	0.275319	0.249539	0.273370	0.325593	0.290019	0.122689	0.261698	0.201772	0.275319	0.249539	0.273370	
38000	0.529975	2	0.325593	0.290019	0.122689	0.261698	0.325593	0.290019	0.122689	0.261698	0.200857	0.234687	0.285554	0.278903	0.200857	0.234687	0.285554	0.278903	0.200857	0.234687	0.285554	0.278903	0.325593	0.290019	0.122689	0.261698	0.200857	0.234687	0.285554	0.278903	
39000	0.529975	2	0.321555	0.289623	0.119599	0.269223	0.321555	0.289623	0.119599	0.269223	0.194296	0.279544	0.246611	0.279550	0.194296	0.279544	0.246611	0.279550	0.194296	0.279544	0.246611	0.279550	0.321555	0.289623	0.119599	0.269223	0.194296	0.279544	0.246611	0.279550	
40000	0.529975	3	0.321555	0.289623	0.119599	0.269223	0.321555	0.289623	0.119599	0.269223	0.187386	0.266710	0.288373	0.257531	0.187386	0.266710	0.288373	0.257531	0.281967	0.168514	0.338811	0.210708	0.321555	0.289623	0.119599	0.269223	0.187386	0.266710	0.288373	0.257531	
41000	0.529975	3	0.327209	0.288180	0.123383	0.261228	0.327209	0.288180	0.123383	0.261228	0.172620	0.289181	0.275590	0.262610	0.172620	0.289181	0.275590	0.262610	0.271942	0.276890	0.252523	0.198645	0.327209	0.288180	0.123383	0.261228	0.172620	0.289181	0.275590	0.262610	
42000	0.529975	3	0.331010	0.291282	0.124066	0.253642	0.331010	0.291282	0.124066	0.253642	0.175670	0.272278	0.267677	0.284375	0.109177	0.286785	0.163060	0.440978	0.175670	0.272278	0.267677	0.284375	0.331010	0.291282	0.124066	0.253642	0.175670	0.272278	0.267677	0.284375	
43000	0.529975	2	0.327544	0.291017	0.118551	0.262887	0.327544	0.291017	0.118551	0.262887	0.197153	0.279902	0.275272	0.247673	0.197153	0.279902	0.275272	0.247673	0.197153	0.279902	0.275272	0.247673	0.327544	0.291017	0.118551	0.262887	0.197153	0.279902	0.275272	0.247673	
44000	0.529975	3	0.334158	0.297188	0.118699	0.249955	0.334158	0.297188	0.118699	0.249955	0.185973	0.282704	0.256426	0.274897	0.185973	0.282704	0.256426	0.274897	0.190572	0.237967	0.396838	0.174623	0.334158	0.297188	0.118699	0.249955	0.185973	0.282704	0.256426	0.274897	
45000	0.529975	2	0.334158	0.297188	0.118699	0.249955	0.334158	0.297188	0.118699	0.249955	0.191539	0.280937	0.266314	0.261210	0.191539	0.280937	0.266314	0.261210	0.191539	0.280937	0.266314	0.261210	0.334158	0.297188	0.118699	0.249955	0.191539	0.280937	0.266314	0.261210	
46000	0.529975	2	0.326321	0.292580	0.121227	0.259871	0.326321	0.292580	0.121227	0.259871	0.177070	0.299078	0.261917	0.261934	0.177070	0.299078	0.261917	0.261934	0.177070	0.299078	0.261917	0.261934	0.326321	0.292580	0.121227	0.259871	0.177070	0.299078	0.261917	0.261934	
47000	0.529975	2	0.318653	0.302274	0.116177	0.262896	0.318653	0.302274	0.116177	0.262896	0.175437	0.313003	0.276542	0.235018	0.175437	0.313003	0.276542	0.235018	0.175437	0.313003	0.276542	0.235018	0.318653	0.302274	0.116177	0.262896	0.175437	0.313003	0.276542	0.235018	
48000	0.529975	2	0.331505	0.288813	0.125078	0.254604	0.331505	0.288813	0.125078	0.254604	0.175926	0.302580	0.251675	0.269818	0.175926	0.302580	0.251675	0.269818	0.175926	0.302580	0.251675	0.269818	0.331505	0.288813	0.125078	0.254604	0.175926	0.302580	0.251675	0.269818	
49000	0.529975	3	0.315894	0.308776	0.113879	0.261451	0.315894	0.308776	0.113879	0.261451	0.165097	0.290289	0.271637	0.272978	0.127325	0.351764	0.170985	0.349926	0.165097	0.290289	0.271637	0.272978	0.315894	0.308776	0.113879	0.261451	0.165097	0.290289	0.271637	0.272978	
50000	0.529975	2	0.315363	0.303518	0.116820	0.264299	0.315363	0.303518	0.116820	0.264299	0.196714	0.269780	0.259047	0.274460	0.196714	0.269780	0.259047	0.274460	0.196714	0.269780	0.259047	0.274460	0.315363	0.303518	0.116820	0.264299	0.196714	0.269780	0.259047	0.274460	
51000	0.529975	2	0.339923	0.292853	0.116364	0.250859	0.339923	0.292853	0.116364	0.250859	0.191308	0.276143	0.258808	0.273742	0.191308	0.276143	0.258808	0.273742	0.191308	0.276143	0.258808	0.273742	0.339923	0.292853	0.116364	0.250859	0.191308	0.276143	0.258808	0.273742	
52000	0.529975	2	0.338865	0.284585	0.111626	0.264924	0.338865	0.284585	0.111626	0.264924	0.198505	0.251450	0.292760	0.257285	0.198505	0.251450	0.292760	0.257285	0.198505	0.251450	0.292760	0.257285	0.338865	0.284585	0.111626	0.264924	0.198505	0.251450	0.292760	0.257285	
53000	0.529975	2	0.338865	0.284585	0.111626	0.264924	0.338865	0.284585	0.111626	0.264924	0.193525	0.275804	0.274046	0.256625	0.193525	0.275804	0.274046	0.256625	0.193525	0.275804	0.274046	0.256625	0.338865	0.284585	0.111626	0.264924	0.193525	0.275804	0.274046	0.256625	
54000	0.529975	3	0.338865	0.284585	0.111626	0.264924	0.338865	0.284585	0.111626	0.264924	0.186887	0.269657	0.270339	0.273117	0.180848	0.331606	0.136348	0.351198	0.186887	0.269657	0.270339	0.273117	0.338865	0.284585	0.111626	0.264924	0.186887	0.269657	0.270339	0.273117	
55000	0.529975	2	0.340854	0.281024	0.112413	0.265709	0.340854	0.281024	0.112413	0.265709	0.191093	0.268422	0.255344	0.285141	0.191093	0.268422	0.255344	0.285141	0.191093	0.268422	0.255344	0.285141	0.340854	0.281024	0.112413	0.265709	0.191093	0.268422	0.255344	0.285141	
56000	0.529975	2	0.340854	0.281024	0.112413	0.265709	0.340854	0.281024	0.112413	0.265709	0.199169	0.278620	0.268228	0.253984	0.199169	0.278620	0.268228	0.253984	0.199169	0.278620	0.268228	0.253984	0.340854	0.281024	0.112413	0.265709	0.199169	0.278620	0.268228	0.253984	
57000	0.529975	2	0.343376	0.287251	0.113892	0.255481	0.343376	0.287251	0.113892	0.255481	0.201070	0.257673	0.276808	0.264448	0.201070	0.257673	0.276808	0.264448	0.201070	0.257673	0.276808	0.264448	0.343376	0.287251	0.113892	0.255481	0.201070	0.257673	0.276808	0.264448	
58000	0.529975	2	0.343376	0.287251	0.113892	0.255481	0.343376	0.287251	0.113892	0.255481	0.199054	0.255218	0.258892	0.286836	0.199054	0.255218	0.258892	0.286836	0.199054	0.255218	0.258892	0.286836	0.343376	0.287251	0.113892	0.255481	0.199054	0.255218	0.258892	0.286836	
59000	0.529975	4	0.323252	0.281271	0.128945	0.266533	0.323252	0.281271	0.128945	0.266533	0.213637	0.254009	0.268876	0.263479	0.096658	0.244209	0.142615	0.516518	0.243871	0.182946	0.330367	0.242816	0.323252	0.281271	0.128945	0.266533	0.213637	0.254009	0.268876	0.263479	
60000	0.529975	2	0.330477	0.292630	0.117948	0.258945	0.330477	0.292630	0.117948	0.258945	0.180821	0.287141	0.254770	0.277268	0.180821	0.287141	0.254770	0.277268	0.180821	0.287141	0.254770	0.277268	0.330477	0.292630	0.117948	0.258945	0.180821	0.287141	0.254770	0.277268	
61000	0.529975	4	0.330083	0.280511	0.122581	0.266825	0.330083	0.280511	0.122581	0.266825	0.165263	0.244423	0.308917	0.281397	0.129927	0.337596	0.213993	0.318484	0.272214	0.271282	0.291821	0.164683	0.330083	0.280511	0.122581	0.266825	0.165263	0.244423	0.308917	0.281397	
62000	0.529975	3	0.330083	0.280511	0.122581	0.266825	0.330083	0.280511	0.122581	0.266825	0.188366	0.267049	0.270981	0.273604	0.129850	0.237223	0.171557	0.461371	0.188366	0.267049	0.270981	0.273604	0.330083	0.280511	0.122581	0.266825	0.188366	0.267049	0.270981	0.273604	
63000	0.529975	2	0.326955	0.289896	0.119995	0.263153	0.326955	0.289896	0.119995	0.263153	0.185630	0.269729	0.274287	0.270355	0.185630	0.269729	0.274287	0.270355	0.185630	0.269729	0.274287	0.270355	0.326955	0.289896	0.119995	0.263153	0.185630	0.269729	0.274287	0.270355	
64000	0.529975	3	0.337396	0.288894	0.112098	0.261612	0.337396	0.288894	0.112098	0.261612	0.198669	0.259178	0.280649	0.261504	0.198669	0.259178	0.280649	0.261504	0.297627	0.131688	0.479377	0.091308	0.337396	0.288894	0.112098	0.261612	0.198669	0.259178	0.280649	0.261504	
65000	0.529975	2	0.334189	0.296763	0.115448	0.253599	0.334189	0.296763	0.115448	0.253599	0.235401	0.254203	0.245417	0.264979	0.235401	0.254203	0.245417	0.264979	0.235401	0.254203	0.245417	0.264979	0.334189	0.296763	0.115448	0.253599	0.235401	0.254203	0.245417	0.264979	
66000	0.529975	2	0.308232	0.284161	0.141422	0.266186	0.308232	0.284161	0.141422	0.266186	0.204115	0.255123	0.308585	0.232177	0.204115	0.255123	0.308585	0.232177	0.204115	0.255123	0.308585	0.232177	0.308232	0.284161	0.141422	0.266186	0.204115	0.255123	0.308585	0.232177	
67000	0.529975	3	0.317070	0.278294	0.143326	0.261310	0.317070	0.278294	0.143326	0.261310	0.193911	0.266490	0.292701	0.246897	0.193911	0.266490	0.292701	0.246897	0.277794	0.165192	0.303769	0.253245	0.317070	0.278294	0.143326	0.261310	0.193911	0.266490	0.292701	0.246897	
68000	0.529975	2	0.331274	0.290602	0.118183	0.259941	0.331274	0.290602	0.118183	0.259941	0.185116	0.262497	0.278438	0.273949	0.185116	0.262497	0.278438	0.273949	0.185116	0.262497	0.278438	0.273949	0.331274	0.290602	0.118183	0.259941	0.185116	0.262497	0.278438	0.273949	
69000	0.529975	2	0.361058	0.251094	0.133418	0.254431	0.361058	0.251094	0.133418	0.254431	0.183920	0.228417	0.334144	0.253519	0.183920	0.228417	0.334144	0.253519	0.183920	0.228417	0.334144	0.253519	0.361058	0.251094	0.133418	0.254431	0.183920	0.228417	0.334144	0.253519	
70000	0.529975	3	0.331269	0.271104	0.137684	0.259944	0.331269	0.271104	0.137684	0.259944	0.186592	0.252498	0.301302	0.259608	0.114988	0.340849	0.066610	0.477552	0.186592	0.252498	0.301302	0.259608	0.331269	0.271104	0.137684	0.259944	0.186592	0.252498	0.301302	0.259608	
71000	0.529975	2	0.315783	0.277213	0.147824	0.259179	0.315783	0.277213	0.147824	0.259179	0.178756	0.257326	0.291408	0.272511	0.178756	0.257326	0.291408	0.272511	0.178756	0.257326	0.291408	0.272511	0.315783	0.277213	0.147824	0.259179	0.178756	0.257326	0.291408	0.272511	
72000	0.529975	2	0.337151	0.266258	0.130546	0.266045	0.337151	0.266258	0.130546	0.266045	0.188577	0.257443	0.268673	0.285307	0.188577	0.257443	0.268673	0.285307	0.188577	0.257443	0.268673	0.285307	0.337151	0.266258	0.130546	0.266045	0.188577	0.257443	0.268673	0.285307	
73000	0.529975	2	0.329382	0.280574	0.116007	0.274037	0.329382	0.280574	0.116007	0.274037	0.209014	0.257528	0.273952	0.259507	0.209014	0.257528	0.273952	0.259507	0.209014	0.257528	0.273952	0.259507	0.329382	0.280574	0.116007	0.274037	0.209014	0.257528	0.273952	0.259507	
74000	0.529975	2	0.311552	0.297193	0.121720	0.269534	0.311552	0.297193	0.121720	0.269534	0.198162	0.250871	0.286624	0.264342	0.198162	0.250871	0.286624	0.264342	0.198162	0.250871	0.286624	0.264342	0.311552	0.297193	0.121720	0.269534	0.198162	0.250871	0.286624	0.264342	
75000	0.529975	2	0.331613	0.290606	0.124740	0.253041	0.331613	0.290606	0.124740	0.253041	0.211905	0.266777	0.280453	0.240864	0.211905	0.266777	0.280453	0.240864	0.211905	0.266777	0.280453	0.240864	0.331613	0.290606	0.124740	0.253041	0.211905	0.266777	0.280453	0.240864	
76000	0.529975	3	0.331613	0.290606	0.124740	0.253041	0.331613	0.290606	0.124740	0.253041	0.180540	0.262577	0.276957	0.279926	0.180540	0.262577	0.276957	0.279926	0.304631	0.128945	0.386857	0.179567	0.331613	0.290606	0.124740	0.253041	0.180540	0.262577	0.276957	0.279926	
77000	0.529975	3	0.327167	0.290569	0.126908	0.255356	0.327167	0.290569	0.126908	0.255356	0.172708	0.276003	0.277139	0.274150	0.075035	0.432013	0.142401	0.350550	0.172708	0.276003	0.277139	0.274150	0.327167	0.290569	0.126908	0.255356	0.172708	0.276003	0.277139	0.274150	
78000	0.529975	2	0.312914	0.292125	0.125023	0.269938	0.312914	0.292125	0.125023	0.269938	0.208447	0.272427	0.257895	0.261231	0.208447	0.272427	0.257895	0.261231	0.208447	0.272427	0.257895	0.261231	0.312914	0.292125	0.125023	0.269938	0.208447	0.272427	0.257895	0.261231	
79000	0.529975	4	0.349401	0.272717	0.115386	0.262496	0.349401	0.272717	0.115386	0.262496	0.192219	0.277822	0.267095	0.262864	0.197513	0.335598	0.131949	0.334939	0.166276	0.201334	0.458176	0.174213	0.349401	0.272717	0.115386	0.262496	0.192219	0.277822	0.267095	0.262864	
80000	0.529975	2	0.321216	0.283774	0.117256	0.277755	0.321216	0.283774	0.117256	0.277755	0.201269	0.247499	0.330857	0.220375	0.321216	0.283774	0.117256	0.277755	0.201269	0.247499	0.330857	0.220375	0.321216	0.283774	0.117256	0.277755	0.201269	0.247499	0.330857	0.220375	
81000	0.529975	3	0.321216	0.283774	0.117256	0.277755	0.321216	0.283774	0.117256	0.277755	0.180460	0.232391	0.352258	0.234890	0.063517	0.438669	0.083724	0.414090	0.180460	0.232391	0.352258	0.234890	0.321216	0.283774	0.117256	0.277755	0.180460	0.232391	0.352258	0.234890	
82000	0.529975	3	0.316397	0.288030	0.123787	0.271786	0.316397	0.288030	0.123787	0.271786	0.179562	0.265623	0.275711	0.279104	0.179562	0.265623	0.275711	0.279104	0.259562	0.228744	0.256405	0.255288	0.316397	0.288030	0.123787	0.271786	0.179562	0.265623	0.275711	0.279104	
83000	0.529975	2	0.331011	0.283279	0.115782	0.269929	0.331011	0.283279	0.115782	0.269929	0.196394	0.255278	0.271867	0.276462	0.196394	0.255278	0.271867	0.276462	0.196394	0.255278	0.271867	0.276462	0.331011	0.283279	0.115782	0.269929	0.196394	0.255278	0.271867	0.276462	
84000	0.529975	2	0.331011	0.283279	0.115782	0.269929	0.331011	0.283279	0.115782	0.269929	0.177848	0.241585	0.319923	0.260644	0.177848	0.241585	0.319923	0.260644	0.177848	0.241585	0.319923	0.260644	0.331011	0.283279	0.115782	0.269929	0.177848	0.241585	0.319923	0.260644	
85000	0.529975	2	0.336867	0.282601	0.112919	0.267614	0.336867	0.282601	0.112919	0.267614	0.186239	0.282606	0.265290	0.265865	0.186239	0.282606	0.265290	0.265865	0.186239	0.282606	0.265290	0.265865	0.336867	0.282601	0.112919	0.267614	0.186239	0.282606	0.265290	0.265865	
86000	0.529975	2	0.336867	0.282601	0.112919	0.267614	0.336867	0.282601	0.112919	0.267614	0.185824	0.250956	0.304197	0.259023	0.185824	0.250956	0.304197	0.259023	0.185824	0.250956	0.304197	0.259023	0.336867	0.282601	0.112919	0.267614	0.185824	0.250956	0.304197	0.259023	
87000	0.529975	2	0.336867	0.282601	0.112919	0.267614	0.336867	0.282601	0.112919	0.267614	0.207204	0.276476	0.290012	0.226307	0.207204	0.276476	0.290012	0.226307	0.207204	0.276476	0.290012	0.226307	0.336867	0.282601	0.112919	0.267614	0.207204	0.276476	0.290012	0.226307	
88000	0.529975	2	0.329590	0.289682	0.125566	0.255162	0.329590	0.289682	0.125566	0.255162	0.178732	0.252477	0.300374	0.268417	0.178732	0.252477	0.300374	0.268417	0.178732	0.252477	0.300374	0.268417	0.329590	0.289682	0.125566	0.255162	0.178732	0.252477	0.300374	0.268417	
89000	0.529975	2	0.329590	0.289682	0.125566	0.255162	0.329590	0.289682	0.125566	0.255162	0.196265	0.283206	0.266735	0.253794	0.196265	0.283206	0.266735	0.253794	0.196265	0.283206	0.266735	0.253794	0.329590	0.289682	0.125566	0.255162	0.196265	0.283206	0.266735	0.253794	
90000	0.529975	2	0.329890	0.292398	0.128491	0.249222	0.329890	0.292398	0.128491	0.249222	0.176984	0.257571	0.282515	0.282930	0.176984	0.257571	0.282515	0.282930	0.176984	0.257571	0.282515	0.282930	0.329890	0.292398	0.128491	0.249222	0.176984	0.257571	0.282515	0.282930	
