Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	R[AC,7]	R[AG,7]	R[AT,7]	R[CG,7]	R[CT,7]	R[GT,7]	
2172000	0.529975	2	0.063588	0.372622	0.066401	0.026815	0.416307	0.054266	0.063588	0.372622	0.066401	0.026815	0.416307	0.054266	0.063588	0.372622	0.066401	0.026815	0.416307	0.054266	0.091103	0.368685	0.083992	0.169775	0.223421	0.063025	0.091103	0.368685	0.083992	0.169775	0.223421	0.063025	0.091103	0.368685	0.083992	0.169775	0.223421	0.063025	0.063588	0.372622	0.066401	0.026815	0.416307	0.054266	
2173000	0.529975	2	0.064164	0.382471	0.066704	0.027612	0.406056	0.052992	0.064164	0.382471	0.066704	0.027612	0.406056	0.052992	0.064164	0.382471	0.066704	0.027612	0.406056	0.052992	0.110030	0.448909	0.110159	0.127658	0.175532	0.027712	0.110030	0.448909	0.110159	0.127658	0.175532	0.027712	0.110030	0.448909	0.110159	0.127658	0.175532	0.027712	0.064164	0.382471	0.066704	0.027612	0.406056	0.052992	
2174000	0.529975	2	0.066906	0.395697	0.066900	0.019314	0.404227	0.046956	0.066906	0.395697	0.066900	0.019314	0.404227	0.046956	0.066906	0.395697	0.066900	0.019314	0.404227	0.046956	0.091556	0.445980	0.063011	0.154945	0.189064	0.055445	0.091556	0.445980	0.063011	0.154945	0.189064	0.055445	0.091556	0.445980	0.063011	0.154945	0.189064	0.055445	0.066906	0.395697	0.066900	0.019314	0.404227	0.046956	
2175000	0.529975	2	0.065604	0.409409	0.069207	0.020215	0.387019	0.048545	0.065604	0.409409	0.069207	0.020215	0.387019	0.048545	0.065604	0.409409	0.069207	0.020215	0.387019	0.048545	0.068612	0.412761	0.089833	0.115022	0.225127	0.088644	0.068612	0.412761	0.089833	0.115022	0.225127	0.088644	0.068612	0.412761	0.089833	0.115022	0.225127	0.088644	0.065604	0.409409	0.069207	0.020215	0.387019	0.048545	
2176000	0.529975	2	0.069283	0.406654	0.064575	0.028268	0.384336	0.046884	0.069283	0.406654	0.064575	0.028268	0.384336	0.046884	0.069283	0.406654	0.064575	0.028268	0.384336	0.046884	0.089797	0.428943	0.117958	0.140454	0.182169	0.040679	0.089797	0.428943	0.117958	0.140454	0.182169	0.040679	0.089797	0.428943	0.117958	0.140454	0.182169	0.040679	0.069283	0.406654	0.064575	0.028268	0.384336	0.046884	
2177000	0.529975	2	0.063275	0.421512	0.060623	0.023546	0.393062	0.037981	0.063275	0.421512	0.060623	0.023546	0.393062	0.037981	0.063275	0.421512	0.060623	0.023546	0.393062	0.037981	0.099151	0.391633	0.120840	0.136031	0.195085	0.057260	0.099151	0.391633	0.120840	0.136031	0.195085	0.057260	0.099151	0.391633	0.120840	0.136031	0.195085	0.057260	0.063275	0.421512	0.060623	0.023546	0.393062	0.037981	
2178000	0.529975	2	0.058556	0.419635	0.065284	0.025276	0.375328	0.055920	0.058556	0.419635	0.065284	0.025276	0.375328	0.055920	0.058556	0.419635	0.065284	0.025276	0.375328	0.055920	0.092676	0.370457	0.109697	0.155078	0.234314	0.037778	0.092676	0.370457	0.109697	0.155078	0.234314	0.037778	0.092676	0.370457	0.109697	0.155078	0.234314	0.037778	0.058556	0.419635	0.065284	0.025276	0.375328	0.055920	
2179000	0.529975	3	0.061735	0.456851	0.064131	0.021333	0.348102	0.047848	0.061735	0.456851	0.064131	0.021333	0.348102	0.047848	0.061735	0.456851	0.064131	0.021333	0.348102	0.047848	0.094529	0.390544	0.082823	0.351474	0.069556	0.011075	0.051817	0.337787	0.283767	0.033123	0.197081	0.096425	0.061735	0.456851	0.064131	0.021333	0.348102	0.047848	0.061735	0.456851	0.064131	0.021333	0.348102	0.047848	
2180000	0.529975	2	0.067106	0.431030	0.062749	0.029064	0.367727	0.042323	0.067106	0.431030	0.062749	0.029064	0.367727	0.042323	0.067106	0.431030	0.062749	0.029064	0.367727	0.042323	0.086689	0.355495	0.075677	0.226085	0.205629	0.050425	0.086689	0.355495	0.075677	0.226085	0.205629	0.050425	0.086689	0.355495	0.075677	0.226085	0.205629	0.050425	0.067106	0.431030	0.062749	0.029064	0.367727	0.042323	
2181000	0.529975	2	0.065153	0.416187	0.064903	0.028254	0.377092	0.048411	0.065153	0.416187	0.064903	0.028254	0.377092	0.048411	0.065153	0.416187	0.064903	0.028254	0.377092	0.048411	0.079415	0.395354	0.114563	0.185831	0.171680	0.053157	0.079415	0.395354	0.114563	0.185831	0.171680	0.053157	0.079415	0.395354	0.114563	0.185831	0.171680	0.053157	0.065153	0.416187	0.064903	0.028254	0.377092	0.048411	
2182000	0.529975	2	0.060997	0.430227	0.066579	0.027023	0.368559	0.046614	0.060997	0.430227	0.066579	0.027023	0.368559	0.046614	0.060997	0.430227	0.066579	0.027023	0.368559	0.046614	0.111892	0.362402	0.105916	0.145004	0.217121	0.057666	0.111892	0.362402	0.105916	0.145004	0.217121	0.057666	0.111892	0.362402	0.105916	0.145004	0.217121	0.057666	0.060997	0.430227	0.066579	0.027023	0.368559	0.046614	
2183000	0.529975	2	0.059513	0.449133	0.064637	0.023845	0.357058	0.045814	0.059513	0.449133	0.064637	0.023845	0.357058	0.045814	0.059513	0.449133	0.064637	0.023845	0.357058	0.045814	0.112552	0.348891	0.069750	0.221651	0.191263	0.055893	0.112552	0.348891	0.069750	0.221651	0.191263	0.055893	0.112552	0.348891	0.069750	0.221651	0.191263	0.055893	0.059513	0.449133	0.064637	0.023845	0.357058	0.045814	
2184000	0.529975	2	0.055660	0.413875	0.064292	0.029431	0.378079	0.058663	0.055660	0.413875	0.064292	0.029431	0.378079	0.058663	0.055660	0.413875	0.064292	0.029431	0.378079	0.058663	0.118754	0.332145	0.129192	0.189769	0.195309	0.034832	0.118754	0.332145	0.129192	0.189769	0.195309	0.034832	0.118754	0.332145	0.129192	0.189769	0.195309	0.034832	0.055660	0.413875	0.064292	0.029431	0.378079	0.058663	
2185000	0.529975	1	0.060305	0.414260	0.058149	0.031646	0.384419	0.051221	0.060305	0.414260	0.058149	0.031646	0.384419	0.051221	0.060305	0.414260	0.058149	0.031646	0.384419	0.051221	0.060305	0.414260	0.058149	0.031646	0.384419	0.051221	0.060305	0.414260	0.058149	0.031646	0.384419	0.051221	0.060305	0.414260	0.058149	0.031646	0.384419	0.051221	0.060305	0.414260	0.058149	0.031646	0.384419	0.051221	
2186000	0.529975	2	0.060385	0.432808	0.060753	0.025174	0.367648	0.053233	0.060385	0.432808	0.060753	0.025174	0.367648	0.053233	0.060385	0.432808	0.060753	0.025174	0.367648	0.053233	0.058437	0.370897	0.089276	0.206626	0.213582	0.061182	0.058437	0.370897	0.089276	0.206626	0.213582	0.061182	0.058437	0.370897	0.089276	0.206626	0.213582	0.061182	0.060385	0.432808	0.060753	0.025174	0.367648	0.053233	
2187000	0.529975	2	0.065292	0.429034	0.052892	0.033492	0.370341	0.048950	0.065292	0.429034	0.052892	0.033492	0.370341	0.048950	0.065292	0.429034	0.052892	0.033492	0.370341	0.048950	0.082570	0.350864	0.116484	0.191015	0.178652	0.080415	0.082570	0.350864	0.116484	0.191015	0.178652	0.080415	0.082570	0.350864	0.116484	0.191015	0.178652	0.080415	0.065292	0.429034	0.052892	0.033492	0.370341	0.048950	
2188000	0.529975	2	0.064473	0.429239	0.052044	0.040091	0.364404	0.049749	0.064473	0.429239	0.052044	0.040091	0.364404	0.049749	0.064473	0.429239	0.052044	0.040091	0.364404	0.049749	0.084446	0.323383	0.122360	0.183692	0.238616	0.047502	0.084446	0.323383	0.122360	0.183692	0.238616	0.047502	0.084446	0.323383	0.122360	0.183692	0.238616	0.047502	0.064473	0.429239	0.052044	0.040091	0.364404	0.049749	
2189000	0.529975	2	0.061534	0.426917	0.054695	0.032467	0.371334	0.053053	0.061534	0.426917	0.054695	0.032467	0.371334	0.053053	0.061534	0.426917	0.054695	0.032467	0.371334	0.053053	0.081746	0.433506	0.113995	0.179835	0.132983	0.057935	0.081746	0.433506	0.113995	0.179835	0.132983	0.057935	0.081746	0.433506	0.113995	0.179835	0.132983	0.057935	0.061534	0.426917	0.054695	0.032467	0.371334	0.053053	
2190000	0.529975	2	0.064521	0.427910	0.061896	0.024876	0.366238	0.054558	0.064521	0.427910	0.061896	0.024876	0.366238	0.054558	0.064521	0.427910	0.061896	0.024876	0.366238	0.054558	0.064206	0.388083	0.120899	0.169865	0.204011	0.052936	0.064206	0.388083	0.120899	0.169865	0.204011	0.052936	0.064206	0.388083	0.120899	0.169865	0.204011	0.052936	0.064521	0.427910	0.061896	0.024876	0.366238	0.054558	
2191000	0.529975	2	0.057933	0.404453	0.062589	0.037405	0.383353	0.054267	0.057933	0.404453	0.062589	0.037405	0.383353	0.054267	0.057933	0.404453	0.062589	0.037405	0.383353	0.054267	0.094844	0.321693	0.085652	0.152716	0.236284	0.108810	0.094844	0.321693	0.085652	0.152716	0.236284	0.108810	0.094844	0.321693	0.085652	0.152716	0.236284	0.108810	0.057933	0.404453	0.062589	0.037405	0.383353	0.054267	
2192000	0.529975	2	0.066995	0.389876	0.053857	0.027627	0.406897	0.054748	0.066995	0.389876	0.053857	0.027627	0.406897	0.054748	0.066995	0.389876	0.053857	0.027627	0.406897	0.054748	0.087911	0.386807	0.108518	0.188831	0.205184	0.022749	0.087911	0.386807	0.108518	0.188831	0.205184	0.022749	0.087911	0.386807	0.108518	0.188831	0.205184	0.022749	0.066995	0.389876	0.053857	0.027627	0.406897	0.054748	
2193000	0.529975	2	0.059608	0.400608	0.054118	0.033483	0.405872	0.046311	0.059608	0.400608	0.054118	0.033483	0.405872	0.046311	0.059608	0.400608	0.054118	0.033483	0.405872	0.046311	0.032966	0.447385	0.071389	0.221775	0.148551	0.077934	0.032966	0.447385	0.071389	0.221775	0.148551	0.077934	0.032966	0.447385	0.071389	0.221775	0.148551	0.077934	0.059608	0.400608	0.054118	0.033483	0.405872	0.046311	
2194000	0.529975	2	0.061811	0.389466	0.056590	0.025970	0.408608	0.057556	0.061811	0.389466	0.056590	0.025970	0.408608	0.057556	0.061811	0.389466	0.056590	0.025970	0.408608	0.057556	0.155430	0.311637	0.059822	0.151413	0.269736	0.051961	0.155430	0.311637	0.059822	0.151413	0.269736	0.051961	0.155430	0.311637	0.059822	0.151413	0.269736	0.051961	0.061811	0.389466	0.056590	0.025970	0.408608	0.057556	
2195000	0.529975	2	0.059386	0.400164	0.067427	0.028103	0.392577	0.052343	0.059386	0.400164	0.067427	0.028103	0.392577	0.052343	0.059386	0.400164	0.067427	0.028103	0.392577	0.052343	0.120899	0.317721	0.069129	0.192501	0.251471	0.048279	0.120899	0.317721	0.069129	0.192501	0.251471	0.048279	0.120899	0.317721	0.069129	0.192501	0.251471	0.048279	0.059386	0.400164	0.067427	0.028103	0.392577	0.052343	
2196000	0.529975	2	0.068588	0.386196	0.071493	0.025950	0.400312	0.047460	0.068588	0.386196	0.071493	0.025950	0.400312	0.047460	0.068588	0.386196	0.071493	0.025950	0.400312	0.047460	0.076438	0.336672	0.114263	0.145786	0.271882	0.054958	0.076438	0.336672	0.114263	0.145786	0.271882	0.054958	0.076438	0.336672	0.114263	0.145786	0.271882	0.054958	0.068588	0.386196	0.071493	0.025950	0.400312	0.047460	
2197000	0.529975	2	0.064513	0.405190	0.065418	0.021165	0.400377	0.043337	0.064513	0.405190	0.065418	0.021165	0.400377	0.043337	0.064513	0.405190	0.065418	0.021165	0.400377	0.043337	0.069727	0.457252	0.100277	0.145843	0.197020	0.029881	0.069727	0.457252	0.100277	0.145843	0.197020	0.029881	0.069727	0.457252	0.100277	0.145843	0.197020	0.029881	0.064513	0.405190	0.065418	0.021165	0.400377	0.043337	
2198000	0.529975	2	0.066434	0.404670	0.063970	0.032232	0.397473	0.035222	0.066434	0.404670	0.063970	0.032232	0.397473	0.035222	0.066434	0.404670	0.063970	0.032232	0.397473	0.035222	0.095324	0.382308	0.088826	0.169806	0.191054	0.072681	0.095324	0.382308	0.088826	0.169806	0.191054	0.072681	0.095324	0.382308	0.088826	0.169806	0.191054	0.072681	0.066434	0.404670	0.063970	0.032232	0.397473	0.035222	
2199000	0.529975	2	0.061445	0.383099	0.060936	0.021592	0.421761	0.051168	0.061445	0.383099	0.060936	0.021592	0.421761	0.051168	0.061445	0.383099	0.060936	0.021592	0.421761	0.051168	0.084897	0.391943	0.104856	0.136065	0.201596	0.080644	0.084897	0.391943	0.104856	0.136065	0.201596	0.080644	0.084897	0.391943	0.104856	0.136065	0.201596	0.080644	0.061445	0.383099	0.060936	0.021592	0.421761	0.051168	
2200000	0.529975	2	0.061768	0.387839	0.064641	0.028256	0.407519	0.049977	0.061768	0.387839	0.064641	0.028256	0.407519	0.049977	0.061768	0.387839	0.064641	0.028256	0.407519	0.049977	0.043503	0.397879	0.064518	0.213621	0.196857	0.083623	0.043503	0.397879	0.064518	0.213621	0.196857	0.083623	0.043503	0.397879	0.064518	0.213621	0.196857	0.083623	0.061768	0.387839	0.064641	0.028256	0.407519	0.049977	
2201000	0.529975	2	0.062359	0.409017	0.064433	0.024772	0.384824	0.054595	0.062359	0.409017	0.064433	0.024772	0.384824	0.054595	0.062359	0.409017	0.064433	0.024772	0.384824	0.054595	0.082990	0.149844	0.208179	0.067687	0.390672	0.100628	0.082990	0.149844	0.208179	0.067687	0.390672	0.100628	0.062359	0.409017	0.064433	0.024772	0.384824	0.054595	0.062359	0.409017	0.064433	0.024772	0.384824	0.054595	
2202000	0.529975	2	0.061967	0.416947	0.060598	0.024893	0.390140	0.045454	0.061967	0.416947	0.060598	0.024893	0.390140	0.045454	0.061967	0.416947	0.060598	0.024893	0.390140	0.045454	0.146154	0.420616	0.075308	0.137863	0.166721	0.053338	0.146154	0.420616	0.075308	0.137863	0.166721	0.053338	0.146154	0.420616	0.075308	0.137863	0.166721	0.053338	0.061967	0.416947	0.060598	0.024893	0.390140	0.045454	
2203000	0.529975	2	0.063645	0.399582	0.062238	0.025567	0.400699	0.048269	0.063645	0.399582	0.062238	0.025567	0.400699	0.048269	0.063645	0.399582	0.062238	0.025567	0.400699	0.048269	0.092709	0.345087	0.123985	0.166189	0.173088	0.098943	0.092709	0.345087	0.123985	0.166189	0.173088	0.098943	0.092709	0.345087	0.123985	0.166189	0.173088	0.098943	0.063645	0.399582	0.062238	0.025567	0.400699	0.048269	
2204000	0.529975	2	0.061189	0.426305	0.060280	0.027693	0.376404	0.048130	0.061189	0.426305	0.060280	0.027693	0.376404	0.048130	0.061189	0.426305	0.060280	0.027693	0.376404	0.048130	0.090294	0.341913	0.081206	0.168833	0.237203	0.080551	0.090294	0.341913	0.081206	0.168833	0.237203	0.080551	0.090294	0.341913	0.081206	0.168833	0.237203	0.080551	0.061189	0.426305	0.060280	0.027693	0.376404	0.048130	
2205000	0.529975	2	0.064796	0.398521	0.064925	0.029325	0.391912	0.050520	0.064796	0.398521	0.064925	0.029325	0.391912	0.050520	0.064796	0.398521	0.064925	0.029325	0.391912	0.050520	0.104745	0.384903	0.092213	0.147858	0.224231	0.046051	0.104745	0.384903	0.092213	0.147858	0.224231	0.046051	0.104745	0.384903	0.092213	0.147858	0.224231	0.046051	0.064796	0.398521	0.064925	0.029325	0.391912	0.050520	
2206000	0.529975	2	0.063145	0.397871	0.064819	0.029278	0.397867	0.047020	0.063145	0.397871	0.064819	0.029278	0.397867	0.047020	0.063145	0.397871	0.064819	0.029278	0.397867	0.047020	0.111538	0.328871	0.105851	0.145522	0.245683	0.062534	0.111538	0.328871	0.105851	0.145522	0.245683	0.062534	0.111538	0.328871	0.105851	0.145522	0.245683	0.062534	0.063145	0.397871	0.064819	0.029278	0.397867	0.047020	
2207000	0.529975	2	0.067064	0.415969	0.060856	0.033078	0.377530	0.045504	0.067064	0.415969	0.060856	0.033078	0.377530	0.045504	0.067064	0.415969	0.060856	0.033078	0.377530	0.045504	0.065619	0.395203	0.108175	0.177637	0.201615	0.051751	0.065619	0.395203	0.108175	0.177637	0.201615	0.051751	0.065619	0.395203	0.108175	0.177637	0.201615	0.051751	0.067064	0.415969	0.060856	0.033078	0.377530	0.045504	
2208000	0.529975	2	0.065284	0.403933	0.058976	0.032056	0.395653	0.044098	0.065284	0.403933	0.058976	0.032056	0.395653	0.044098	0.065284	0.403933	0.058976	0.032056	0.395653	0.044098	0.083346	0.382356	0.098351	0.129477	0.232390	0.074080	0.083346	0.382356	0.098351	0.129477	0.232390	0.074080	0.083346	0.382356	0.098351	0.129477	0.232390	0.074080	0.065284	0.403933	0.058976	0.032056	0.395653	0.044098	
2209000	0.529975	2	0.066635	0.380775	0.059643	0.025665	0.422952	0.044331	0.066635	0.380775	0.059643	0.025665	0.422952	0.044331	0.066635	0.380775	0.059643	0.025665	0.422952	0.044331	0.104759	0.327943	0.109577	0.157512	0.197528	0.102681	0.104759	0.327943	0.109577	0.157512	0.197528	0.102681	0.104759	0.327943	0.109577	0.157512	0.197528	0.102681	0.066635	0.380775	0.059643	0.025665	0.422952	0.044331	
2210000	0.529975	2	0.065605	0.400672	0.061893	0.028058	0.398661	0.045112	0.065605	0.400672	0.061893	0.028058	0.398661	0.045112	0.065605	0.400672	0.061893	0.028058	0.398661	0.045112	0.093111	0.368470	0.067393	0.164716	0.215735	0.090575	0.093111	0.368470	0.067393	0.164716	0.215735	0.090575	0.093111	0.368470	0.067393	0.164716	0.215735	0.090575	0.065605	0.400672	0.061893	0.028058	0.398661	0.045112	
2211000	0.529975	2	0.059218	0.422071	0.057566	0.030155	0.378608	0.052383	0.059218	0.422071	0.057566	0.030155	0.378608	0.052383	0.059218	0.422071	0.057566	0.030155	0.378608	0.052383	0.073458	0.331189	0.107134	0.156835	0.244562	0.086822	0.073458	0.331189	0.107134	0.156835	0.244562	0.086822	0.073458	0.331189	0.107134	0.156835	0.244562	0.086822	0.059218	0.422071	0.057566	0.030155	0.378608	0.052383	
2212000	0.529975	2	0.062455	0.417557	0.052639	0.032912	0.386144	0.048293	0.062455	0.417557	0.052639	0.032912	0.386144	0.048293	0.062455	0.417557	0.052639	0.032912	0.386144	0.048293	0.091763	0.210135	0.099869	0.260353	0.189375	0.148506	0.091763	0.210135	0.099869	0.260353	0.189375	0.148506	0.062455	0.417557	0.052639	0.032912	0.386144	0.048293	0.062455	0.417557	0.052639	0.032912	0.386144	0.048293	
2213000	0.529975	2	0.063975	0.425288	0.055488	0.025149	0.380694	0.049406	0.063975	0.425288	0.055488	0.025149	0.380694	0.049406	0.063975	0.425288	0.055488	0.025149	0.380694	0.049406	0.113003	0.415957	0.091071	0.195761	0.127084	0.057124	0.113003	0.415957	0.091071	0.195761	0.127084	0.057124	0.113003	0.415957	0.091071	0.195761	0.127084	0.057124	0.063975	0.425288	0.055488	0.025149	0.380694	0.049406	
2214000	0.529975	3	0.063077	0.422565	0.054396	0.029527	0.371595	0.058840	0.063077	0.422565	0.054396	0.029527	0.371595	0.058840	0.063077	0.422565	0.054396	0.029527	0.371595	0.058840	0.075181	0.145672	0.175912	0.359919	0.199544	0.043772	0.098877	0.282467	0.163042	0.140870	0.261528	0.053215	0.063077	0.422565	0.054396	0.029527	0.371595	0.058840	0.063077	0.422565	0.054396	0.029527	0.371595	0.058840	
2215000	0.529975	2	0.065389	0.412909	0.064433	0.026558	0.380516	0.050195	0.065389	0.412909	0.064433	0.026558	0.380516	0.050195	0.065389	0.412909	0.064433	0.026558	0.380516	0.050195	0.106787	0.358177	0.092605	0.154246	0.209804	0.078381	0.106787	0.358177	0.092605	0.154246	0.209804	0.078381	0.106787	0.358177	0.092605	0.154246	0.209804	0.078381	0.065389	0.412909	0.064433	0.026558	0.380516	0.050195	
2216000	0.529975	2	0.059167	0.384013	0.062527	0.026522	0.424086	0.043685	0.059167	0.384013	0.062527	0.026522	0.424086	0.043685	0.059167	0.384013	0.062527	0.026522	0.424086	0.043685	0.077807	0.420611	0.142014	0.118122	0.204774	0.036671	0.077807	0.420611	0.142014	0.118122	0.204774	0.036671	0.077807	0.420611	0.142014	0.118122	0.204774	0.036671	0.059167	0.384013	0.062527	0.026522	0.424086	0.043685	
2217000	0.529975	2	0.060466	0.400693	0.063901	0.026231	0.399971	0.048739	0.060466	0.400693	0.063901	0.026231	0.399971	0.048739	0.060466	0.400693	0.063901	0.026231	0.399971	0.048739	0.090506	0.380664	0.108357	0.182121	0.202625	0.035727	0.090506	0.380664	0.108357	0.182121	0.202625	0.035727	0.090506	0.380664	0.108357	0.182121	0.202625	0.035727	0.060466	0.400693	0.063901	0.026231	0.399971	0.048739	
2218000	0.529975	2	0.055736	0.412217	0.053348	0.042489	0.377134	0.059076	0.055736	0.412217	0.053348	0.042489	0.377134	0.059076	0.055736	0.412217	0.053348	0.042489	0.377134	0.059076	0.137708	0.227038	0.144077	0.183807	0.271560	0.035809	0.137708	0.227038	0.144077	0.183807	0.271560	0.035809	0.055736	0.412217	0.053348	0.042489	0.377134	0.059076	0.055736	0.412217	0.053348	0.042489	0.377134	0.059076	
2219000	0.529975	2	0.061835	0.425477	0.053286	0.019233	0.393929	0.046241	0.061835	0.425477	0.053286	0.019233	0.393929	0.046241	0.061835	0.425477	0.053286	0.019233	0.393929	0.046241	0.090019	0.338198	0.038519	0.084347	0.394371	0.054547	0.090019	0.338198	0.038519	0.084347	0.394371	0.054547	0.090019	0.338198	0.038519	0.084347	0.394371	0.054547	0.090019	0.338198	0.038519	0.084347	0.394371	0.054547	
2220000	0.529975	2	0.089450	0.338898	0.073950	0.066079	0.386492	0.045131	0.051207	0.459101	0.042006	0.035817	0.338434	0.073434	0.051207	0.459101	0.042006	0.035817	0.338434	0.073434	0.089450	0.338898	0.073950	0.066079	0.386492	0.045131	0.089450	0.338898	0.073950	0.066079	0.386492	0.045131	0.051207	0.459101	0.042006	0.035817	0.338434	0.073434	0.089450	0.338898	0.073950	0.066079	0.386492	0.045131	
2221000	0.529975	2	0.074031	0.379936	0.069000	0.031283	0.396407	0.049342	0.074031	0.379936	0.069000	0.031283	0.396407	0.049342	0.074031	0.379936	0.069000	0.031283	0.396407	0.049342	0.260525	0.117812	0.092739	0.178062	0.133655	0.217205	0.074031	0.379936	0.069000	0.031283	0.396407	0.049342	0.074031	0.379936	0.069000	0.031283	0.396407	0.049342	0.074031	0.379936	0.069000	0.031283	0.396407	0.049342	
2222000	0.529975	2	0.055670	0.409275	0.065629	0.029755	0.383279	0.056392	0.055670	0.409275	0.065629	0.029755	0.383279	0.056392	0.055670	0.409275	0.065629	0.029755	0.383279	0.056392	0.084121	0.400759	0.107594	0.160941	0.182623	0.063963	0.084121	0.400759	0.107594	0.160941	0.182623	0.063963	0.084121	0.400759	0.107594	0.160941	0.182623	0.063963	0.055670	0.409275	0.065629	0.029755	0.383279	0.056392	
2223000	0.529975	2	0.049457	0.401392	0.066222	0.027167	0.396268	0.059494	0.049457	0.401392	0.066222	0.027167	0.396268	0.059494	0.049457	0.401392	0.066222	0.027167	0.396268	0.059494	0.113683	0.357124	0.083312	0.160217	0.204141	0.081522	0.113683	0.357124	0.083312	0.160217	0.204141	0.081522	0.113683	0.357124	0.083312	0.160217	0.204141	0.081522	0.049457	0.401392	0.066222	0.027167	0.396268	0.059494	
2224000	0.529975	2	0.068136	0.411378	0.056437	0.026138	0.390602	0.047309	0.068136	0.411378	0.056437	0.026138	0.390602	0.047309	0.068136	0.411378	0.056437	0.026138	0.390602	0.047309	0.084626	0.399662	0.074346	0.177915	0.195054	0.068396	0.084626	0.399662	0.074346	0.177915	0.195054	0.068396	0.084626	0.399662	0.074346	0.177915	0.195054	0.068396	0.068136	0.411378	0.056437	0.026138	0.390602	0.047309	
2225000	0.529975	2	0.068108	0.376014	0.064595	0.036859	0.400276	0.054147	0.068108	0.376014	0.064595	0.036859	0.400276	0.054147	0.068108	0.376014	0.064595	0.036859	0.400276	0.054147	0.111234	0.317127	0.082338	0.220799	0.218130	0.050372	0.111234	0.317127	0.082338	0.220799	0.218130	0.050372	0.111234	0.317127	0.082338	0.220799	0.218130	0.050372	0.068108	0.376014	0.064595	0.036859	0.400276	0.054147	
2226000	0.529975	2	0.065579	0.410290	0.055389	0.029254	0.385415	0.054073	0.065579	0.410290	0.055389	0.029254	0.385415	0.054073	0.065579	0.410290	0.055389	0.029254	0.385415	0.054073	0.120964	0.381533	0.122982	0.120488	0.208806	0.045228	0.120964	0.381533	0.122982	0.120488	0.208806	0.045228	0.120964	0.381533	0.122982	0.120488	0.208806	0.045228	0.065579	0.410290	0.055389	0.029254	0.385415	0.054073	
2227000	0.529975	2	0.059060	0.413237	0.058110	0.035615	0.382992	0.050987	0.059060	0.413237	0.058110	0.035615	0.382992	0.050987	0.059060	0.413237	0.058110	0.035615	0.382992	0.050987	0.040325	0.341139	0.112218	0.256090	0.204723	0.045504	0.040325	0.341139	0.112218	0.256090	0.204723	0.045504	0.040325	0.341139	0.112218	0.256090	0.204723	0.045504	0.059060	0.413237	0.058110	0.035615	0.382992	0.050987	
2228000	0.529975	2	0.061614	0.410572	0.059666	0.026109	0.384790	0.057249	0.061614	0.410572	0.059666	0.026109	0.384790	0.057249	0.061614	0.410572	0.059666	0.026109	0.384790	0.057249	0.156383	0.269831	0.102808	0.170242	0.260495	0.040242	0.156383	0.269831	0.102808	0.170242	0.260495	0.040242	0.061614	0.410572	0.059666	0.026109	0.384790	0.057249	0.061614	0.410572	0.059666	0.026109	0.384790	0.057249	
2229000	0.529975	3	0.066650	0.413884	0.056429	0.025569	0.390263	0.047206	0.066650	0.413884	0.056429	0.025569	0.390263	0.047206	0.066650	0.413884	0.056429	0.025569	0.390263	0.047206	0.050170	0.515095	0.042971	0.175885	0.135301	0.080578	0.227684	0.217515	0.109979	0.088224	0.228677	0.127921	0.050170	0.515095	0.042971	0.175885	0.135301	0.080578	0.066650	0.413884	0.056429	0.025569	0.390263	0.047206	
2230000	0.529975	3	0.062050	0.410141	0.060499	0.027234	0.385392	0.054684	0.062050	0.410141	0.060499	0.027234	0.385392	0.054684	0.062050	0.410141	0.060499	0.027234	0.385392	0.054684	0.139920	0.318464	0.082044	0.198550	0.211048	0.049974	0.106329	0.340081	0.099050	0.128466	0.268301	0.057773	0.106329	0.340081	0.099050	0.128466	0.268301	0.057773	0.062050	0.410141	0.060499	0.027234	0.385392	0.054684	
2231000	0.529975	2	0.054981	0.435670	0.057618	0.025938	0.368321	0.057472	0.054981	0.435670	0.057618	0.025938	0.368321	0.057472	0.054981	0.435670	0.057618	0.025938	0.368321	0.057472	0.080989	0.402206	0.118056	0.130469	0.216755	0.051525	0.080989	0.402206	0.118056	0.130469	0.216755	0.051525	0.080989	0.402206	0.118056	0.130469	0.216755	0.051525	0.054981	0.435670	0.057618	0.025938	0.368321	0.057472	
2232000	0.529975	2	0.062274	0.427626	0.057703	0.025976	0.368864	0.057557	0.062274	0.427626	0.057703	0.025976	0.368864	0.057557	0.062274	0.427626	0.057703	0.025976	0.368864	0.057557	0.088926	0.448806	0.107072	0.136620	0.187061	0.031516	0.088926	0.448806	0.107072	0.136620	0.187061	0.031516	0.088926	0.448806	0.107072	0.136620	0.187061	0.031516	0.062274	0.427626	0.057703	0.025976	0.368864	0.057557	
