Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	
723000	100.687501	2	0.306096	0.289398	0.124892	0.279614	0.306096	0.289398	0.124892	0.279614	0.165672	0.265487	0.306818	0.262022	0.165672	0.265487	0.306818	0.262022	0.165672	0.265487	0.306818	0.262022	0.306096	0.289398	0.124892	0.279614	0.165672	0.265487	0.306818	0.262022	
724000	100.687501	2	0.306096	0.289398	0.124892	0.279614	0.306096	0.289398	0.124892	0.279614	0.207761	0.258630	0.283060	0.250549	0.306096	0.289398	0.124892	0.279614	0.207761	0.258630	0.283060	0.250549	0.306096	0.289398	0.124892	0.279614	0.207761	0.258630	0.283060	0.250549	
725000	100.687501	3	0.325496	0.275234	0.115293	0.283977	0.325496	0.275234	0.115293	0.283977	0.190572	0.276727	0.280700	0.252001	0.204971	0.298883	0.070406	0.425741	0.190572	0.276727	0.280700	0.252001	0.325496	0.275234	0.115293	0.283977	0.190572	0.276727	0.280700	0.252001	
726000	100.687501	2	0.304826	0.310681	0.103951	0.280542	0.304826	0.310681	0.103951	0.280542	0.184512	0.258729	0.268048	0.288710	0.184512	0.258729	0.268048	0.288710	0.184512	0.258729	0.268048	0.288710	0.304826	0.310681	0.103951	0.280542	0.184512	0.258729	0.268048	0.288710	
727000	100.687501	4	0.304826	0.310681	0.103951	0.280542	0.304826	0.310681	0.103951	0.280542	0.188173	0.264617	0.268551	0.278660	0.142314	0.158509	0.221687	0.477490	0.214229	0.240064	0.382294	0.163413	0.304826	0.310681	0.103951	0.280542	0.188173	0.264617	0.268551	0.278660	
728000	100.687501	3	0.307171	0.294814	0.115640	0.282376	0.307171	0.294814	0.115640	0.282376	0.190165	0.279145	0.228878	0.301813	0.135982	0.274151	0.252437	0.337431	0.190165	0.279145	0.228878	0.301813	0.307171	0.294814	0.115640	0.282376	0.190165	0.279145	0.228878	0.301813	
729000	100.687501	2	0.342961	0.279926	0.109768	0.267345	0.342961	0.279926	0.109768	0.267345	0.194330	0.257085	0.258266	0.290320	0.194330	0.257085	0.258266	0.290320	0.194330	0.257085	0.258266	0.290320	0.342961	0.279926	0.109768	0.267345	0.194330	0.257085	0.258266	0.290320	
730000	100.687501	3	0.325669	0.281689	0.115953	0.276689	0.325669	0.281689	0.115953	0.276689	0.188216	0.289003	0.265338	0.257444	0.122146	0.343531	0.175828	0.358495	0.188216	0.289003	0.265338	0.257444	0.325669	0.281689	0.115953	0.276689	0.188216	0.289003	0.265338	0.257444	
731000	100.687501	3	0.316438	0.307592	0.118284	0.257685	0.316438	0.307592	0.118284	0.257685	0.190727	0.291285	0.258885	0.259103	0.075202	0.240522	0.186635	0.497641	0.190727	0.291285	0.258885	0.259103	0.316438	0.307592	0.118284	0.257685	0.190727	0.291285	0.258885	0.259103	
732000	100.687501	3	0.333149	0.293009	0.107575	0.266267	0.333149	0.293009	0.107575	0.266267	0.185605	0.260843	0.289522	0.264031	0.185605	0.260843	0.289522	0.264031	0.145367	0.191163	0.370870	0.292600	0.333149	0.293009	0.107575	0.266267	0.185605	0.260843	0.289522	0.264031	
733000	100.687501	3	0.331766	0.291539	0.116194	0.260500	0.331766	0.291539	0.116194	0.260500	0.183969	0.282340	0.276209	0.257481	0.184093	0.328016	0.245018	0.242873	0.183969	0.282340	0.276209	0.257481	0.331766	0.291539	0.116194	0.260500	0.183969	0.282340	0.276209	0.257481	
734000	100.687501	2	0.334106	0.284615	0.118143	0.263136	0.334106	0.284615	0.118143	0.263136	0.182244	0.271113	0.287304	0.259339	0.182244	0.271113	0.287304	0.259339	0.182244	0.271113	0.287304	0.259339	0.334106	0.284615	0.118143	0.263136	0.182244	0.271113	0.287304	0.259339	
735000	100.687501	2	0.334106	0.284615	0.118143	0.263136	0.334106	0.284615	0.118143	0.263136	0.176546	0.292672	0.275962	0.254820	0.176546	0.292672	0.275962	0.254820	0.176546	0.292672	0.275962	0.254820	0.334106	0.284615	0.118143	0.263136	0.176546	0.292672	0.275962	0.254820	
736000	100.687501	3	0.329031	0.286625	0.115821	0.268523	0.329031	0.286625	0.115821	0.268523	0.189253	0.270993	0.268683	0.271070	0.189253	0.270993	0.268683	0.271070	0.229350	0.361785	0.257676	0.151188	0.329031	0.286625	0.115821	0.268523	0.189253	0.270993	0.268683	0.271070	
737000	100.687501	2	0.329031	0.286625	0.115821	0.268523	0.329031	0.286625	0.115821	0.268523	0.183304	0.279747	0.286017	0.250932	0.329031	0.286625	0.115821	0.268523	0.183304	0.279747	0.286017	0.250932	0.329031	0.286625	0.115821	0.268523	0.183304	0.279747	0.286017	0.250932	
738000	100.687501	2	0.323351	0.286743	0.122542	0.267363	0.323351	0.286743	0.122542	0.267363	0.209386	0.239797	0.328339	0.222478	0.323351	0.286743	0.122542	0.267363	0.209386	0.239797	0.328339	0.222478	0.323351	0.286743	0.122542	0.267363	0.209386	0.239797	0.328339	0.222478	
739000	100.687501	4	0.319725	0.291434	0.110888	0.277953	0.319725	0.291434	0.110888	0.277953	0.204676	0.279261	0.247786	0.268277	0.075402	0.250894	0.135540	0.538164	0.204676	0.279261	0.247786	0.268277	0.351654	0.325269	0.090639	0.232438	0.204676	0.279261	0.247786	0.268277	
740000	100.687501	2	0.319725	0.291434	0.110888	0.277953	0.319725	0.291434	0.110888	0.277953	0.192311	0.272799	0.275474	0.259416	0.192311	0.272799	0.275474	0.259416	0.192311	0.272799	0.275474	0.259416	0.319725	0.291434	0.110888	0.277953	0.192311	0.272799	0.275474	0.259416	
741000	100.687501	2	0.319725	0.291434	0.110888	0.277953	0.319725	0.291434	0.110888	0.277953	0.178925	0.279757	0.262574	0.278744	0.178925	0.279757	0.262574	0.278744	0.178925	0.279757	0.262574	0.278744	0.319725	0.291434	0.110888	0.277953	0.178925	0.279757	0.262574	0.278744	
742000	100.687501	2	0.304576	0.300020	0.122253	0.273151	0.304576	0.300020	0.122253	0.273151	0.152575	0.281044	0.266404	0.299977	0.152575	0.281044	0.266404	0.299977	0.152575	0.281044	0.266404	0.299977	0.304576	0.300020	0.122253	0.273151	0.152575	0.281044	0.266404	0.299977	
743000	100.687501	2	0.304576	0.300020	0.122253	0.273151	0.304576	0.300020	0.122253	0.273151	0.193410	0.274255	0.217158	0.315177	0.193410	0.274255	0.217158	0.315177	0.193410	0.274255	0.217158	0.315177	0.304576	0.300020	0.122253	0.273151	0.193410	0.274255	0.217158	0.315177	
744000	100.687501	3	0.326762	0.286628	0.111319	0.275291	0.326762	0.286628	0.111319	0.275291	0.175725	0.280842	0.276586	0.266847	0.175725	0.280842	0.276586	0.266847	0.224114	0.139364	0.427115	0.209406	0.326762	0.286628	0.111319	0.275291	0.175725	0.280842	0.276586	0.266847	
745000	100.687501	2	0.326702	0.289605	0.126189	0.257505	0.326702	0.289605	0.126189	0.257505	0.192534	0.286474	0.278482	0.242510	0.192534	0.286474	0.278482	0.242510	0.192534	0.286474	0.278482	0.242510	0.326702	0.289605	0.126189	0.257505	0.192534	0.286474	0.278482	0.242510	
746000	100.687501	3	0.339537	0.293411	0.126783	0.240269	0.339537	0.293411	0.126783	0.240269	0.217462	0.247393	0.258182	0.276963	0.031648	0.278491	0.150815	0.539046	0.217462	0.247393	0.258182	0.276963	0.339537	0.293411	0.126783	0.240269	0.217462	0.247393	0.258182	0.276963	
747000	100.687501	2	0.322537	0.300510	0.121026	0.255927	0.322537	0.300510	0.121026	0.255927	0.201258	0.236490	0.313776	0.248476	0.201258	0.236490	0.313776	0.248476	0.201258	0.236490	0.313776	0.248476	0.322537	0.300510	0.121026	0.255927	0.201258	0.236490	0.313776	0.248476	
748000	100.687501	3	0.382023	0.261049	0.100958	0.255971	0.382023	0.261049	0.100958	0.255971	0.203509	0.302147	0.259460	0.234884	0.203509	0.302147	0.259460	0.234884	0.203509	0.302147	0.259460	0.234884	0.275037	0.208331	0.193777	0.322856	0.203509	0.302147	0.259460	0.234884	
749000	100.687501	3	0.328431	0.284249	0.108469	0.278851	0.328431	0.284249	0.108469	0.278851	0.195202	0.271645	0.275096	0.258057	0.195202	0.271645	0.275096	0.258057	0.148310	0.183749	0.443552	0.224389	0.328431	0.284249	0.108469	0.278851	0.195202	0.271645	0.275096	0.258057	
750000	100.687501	3	0.333316	0.285675	0.111679	0.269330	0.333316	0.285675	0.111679	0.269330	0.205390	0.254397	0.284429	0.255783	0.205390	0.254397	0.284429	0.255783	0.254299	0.231609	0.413335	0.100757	0.333316	0.285675	0.111679	0.269330	0.205390	0.254397	0.284429	0.255783	
751000	100.687501	2	0.333316	0.285675	0.111679	0.269330	0.333316	0.285675	0.111679	0.269330	0.189030	0.248520	0.289379	0.273070	0.189030	0.248520	0.289379	0.273070	0.189030	0.248520	0.289379	0.273070	0.333316	0.285675	0.111679	0.269330	0.189030	0.248520	0.289379	0.273070	
752000	100.687501	2	0.330151	0.288917	0.109478	0.271455	0.330151	0.288917	0.109478	0.271455	0.187985	0.296099	0.238088	0.277827	0.187985	0.296099	0.238088	0.277827	0.187985	0.296099	0.238088	0.277827	0.330151	0.288917	0.109478	0.271455	0.187985	0.296099	0.238088	0.277827	
753000	100.687501	2	0.333311	0.285225	0.116097	0.265368	0.333311	0.285225	0.116097	0.265368	0.213827	0.252766	0.273955	0.259452	0.213827	0.252766	0.273955	0.259452	0.213827	0.252766	0.273955	0.259452	0.333311	0.285225	0.116097	0.265368	0.213827	0.252766	0.273955	0.259452	
754000	100.687501	2	0.346006	0.252372	0.148398	0.253225	0.346006	0.252372	0.148398	0.253225	0.194144	0.240440	0.301148	0.264268	0.194144	0.240440	0.301148	0.264268	0.194144	0.240440	0.301148	0.264268	0.346006	0.252372	0.148398	0.253225	0.194144	0.240440	0.301148	0.264268	
755000	100.687501	3	0.349284	0.269359	0.147414	0.233942	0.349284	0.269359	0.147414	0.233942	0.207033	0.265927	0.286236	0.240804	0.075073	0.235391	0.091954	0.597581	0.207033	0.265927	0.286236	0.240804	0.349284	0.269359	0.147414	0.233942	0.207033	0.265927	0.286236	0.240804	
756000	100.687501	2	0.360187	0.264027	0.136258	0.239527	0.360187	0.264027	0.136258	0.239527	0.192519	0.254324	0.318761	0.234395	0.192519	0.254324	0.318761	0.234395	0.192519	0.254324	0.318761	0.234395	0.360187	0.264027	0.136258	0.239527	0.192519	0.254324	0.318761	0.234395	
757000	100.687501	2	0.330493	0.279995	0.126648	0.262864	0.330493	0.279995	0.126648	0.262864	0.218323	0.239252	0.306341	0.236084	0.330493	0.279995	0.126648	0.262864	0.218323	0.239252	0.306341	0.236084	0.330493	0.279995	0.126648	0.262864	0.218323	0.239252	0.306341	0.236084	
758000	100.687501	4	0.330493	0.279995	0.126648	0.262864	0.330493	0.279995	0.126648	0.262864	0.248333	0.258701	0.254383	0.238583	0.149218	0.176727	0.353037	0.321017	0.231390	0.152252	0.291450	0.324907	0.330493	0.279995	0.126648	0.262864	0.248333	0.258701	0.254383	0.238583	
759000	100.687501	3	0.320778	0.281080	0.137045	0.261096	0.320778	0.281080	0.137045	0.261096	0.173618	0.286743	0.245174	0.294464	0.227956	0.221334	0.182690	0.368020	0.173618	0.286743	0.245174	0.294464	0.320778	0.281080	0.137045	0.261096	0.173618	0.286743	0.245174	0.294464	
760000	100.687501	3	0.324482	0.298588	0.123036	0.253893	0.324482	0.298588	0.123036	0.253893	0.183934	0.297021	0.245007	0.274038	0.122186	0.227444	0.265855	0.384516	0.183934	0.297021	0.245007	0.274038	0.324482	0.298588	0.123036	0.253893	0.183934	0.297021	0.245007	0.274038	
761000	100.687501	2	0.316429	0.294400	0.123618	0.265554	0.316429	0.294400	0.123618	0.265554	0.156063	0.281666	0.289824	0.272446	0.156063	0.281666	0.289824	0.272446	0.156063	0.281666	0.289824	0.272446	0.316429	0.294400	0.123618	0.265554	0.156063	0.281666	0.289824	0.272446	
762000	100.687501	3	0.316429	0.294400	0.123618	0.265554	0.316429	0.294400	0.123618	0.265554	0.158059	0.316209	0.341625	0.184106	0.316429	0.294400	0.123618	0.265554	0.212020	0.256105	0.269444	0.262432	0.316429	0.294400	0.123618	0.265554	0.212020	0.256105	0.269444	0.262432	
763000	100.687501	2	0.316429	0.294400	0.123618	0.265554	0.316429	0.294400	0.123618	0.265554	0.185038	0.280031	0.261141	0.273790	0.185038	0.280031	0.261141	0.273790	0.185038	0.280031	0.261141	0.273790	0.316429	0.294400	0.123618	0.265554	0.185038	0.280031	0.261141	0.273790	
764000	100.687501	2	0.316429	0.294400	0.123618	0.265554	0.316429	0.294400	0.123618	0.265554	0.192701	0.257224	0.286333	0.263742	0.192701	0.257224	0.286333	0.263742	0.192701	0.257224	0.286333	0.263742	0.316429	0.294400	0.123618	0.265554	0.192701	0.257224	0.286333	0.263742	
765000	100.687501	2	0.324431	0.288693	0.117435	0.269442	0.324431	0.288693	0.117435	0.269442	0.188616	0.264613	0.287933	0.258838	0.188616	0.264613	0.287933	0.258838	0.188616	0.264613	0.287933	0.258838	0.324431	0.288693	0.117435	0.269442	0.188616	0.264613	0.287933	0.258838	
766000	100.687501	3	0.324431	0.288693	0.117435	0.269442	0.324431	0.288693	0.117435	0.269442	0.166978	0.286188	0.336287	0.210547	0.192231	0.283918	0.223253	0.300598	0.166978	0.286188	0.336287	0.210547	0.324431	0.288693	0.117435	0.269442	0.192231	0.283918	0.223253	0.300598	
767000	100.687501	3	0.313990	0.276725	0.134111	0.275174	0.313990	0.276725	0.134111	0.275174	0.197383	0.251913	0.291105	0.259599	0.188955	0.181127	0.242091	0.387827	0.197383	0.251913	0.291105	0.259599	0.313990	0.276725	0.134111	0.275174	0.197383	0.251913	0.291105	0.259599	
768000	100.687501	2	0.300960	0.292782	0.130905	0.275353	0.300960	0.292782	0.130905	0.275353	0.205842	0.237831	0.332023	0.224304	0.300960	0.292782	0.130905	0.275353	0.205842	0.237831	0.332023	0.224304	0.300960	0.292782	0.130905	0.275353	0.205842	0.237831	0.332023	0.224304	
769000	100.687501	2	0.331791	0.284114	0.123076	0.261020	0.331791	0.284114	0.123076	0.261020	0.190464	0.282153	0.268652	0.258731	0.190464	0.282153	0.268652	0.258731	0.190464	0.282153	0.268652	0.258731	0.331791	0.284114	0.123076	0.261020	0.190464	0.282153	0.268652	0.258731	
770000	100.687501	4	0.331791	0.284114	0.123076	0.261020	0.331791	0.284114	0.123076	0.261020	0.187608	0.245451	0.253668	0.313272	0.164515	0.304027	0.220460	0.310997	0.257123	0.118599	0.381043	0.243236	0.331791	0.284114	0.123076	0.261020	0.187608	0.245451	0.253668	0.313272	
771000	100.687501	2	0.336902	0.276237	0.114262	0.272599	0.336902	0.276237	0.114262	0.272599	0.205650	0.267185	0.254362	0.272803	0.205650	0.267185	0.254362	0.272803	0.205650	0.267185	0.254362	0.272803	0.336902	0.276237	0.114262	0.272599	0.205650	0.267185	0.254362	0.272803	
772000	100.687501	2	0.323681	0.279355	0.123563	0.273402	0.323681	0.279355	0.123563	0.273402	0.205618	0.258945	0.283149	0.252288	0.205618	0.258945	0.283149	0.252288	0.205618	0.258945	0.283149	0.252288	0.323681	0.279355	0.123563	0.273402	0.205618	0.258945	0.283149	0.252288	
773000	100.687501	4	0.323681	0.279355	0.123563	0.273402	0.323681	0.279355	0.123563	0.273402	0.124753	0.295326	0.334578	0.245343	0.191614	0.286567	0.236014	0.285806	0.129829	0.154524	0.566801	0.148846	0.323681	0.279355	0.123563	0.273402	0.191614	0.286567	0.236014	0.285806	
774000	100.687501	2	0.335573	0.284796	0.118776	0.260855	0.335573	0.284796	0.118776	0.260855	0.181595	0.253664	0.303873	0.260869	0.181595	0.253664	0.303873	0.260869	0.181595	0.253664	0.303873	0.260869	0.335573	0.284796	0.118776	0.260855	0.181595	0.253664	0.303873	0.260869	
775000	100.687501	2	0.305533	0.301125	0.119119	0.274223	0.305533	0.301125	0.119119	0.274223	0.188240	0.251981	0.246801	0.312979	0.188240	0.251981	0.246801	0.312979	0.188240	0.251981	0.246801	0.312979	0.305533	0.301125	0.119119	0.274223	0.188240	0.251981	0.246801	0.312979	
776000	100.687501	3	0.323266	0.289388	0.122020	0.265326	0.323266	0.289388	0.122020	0.265326	0.195841	0.271839	0.277678	0.254642	0.165990	0.243942	0.119005	0.471063	0.195841	0.271839	0.277678	0.254642	0.323266	0.289388	0.122020	0.265326	0.195841	0.271839	0.277678	0.254642	
777000	100.687501	2	0.323266	0.289388	0.122020	0.265326	0.323266	0.289388	0.122020	0.265326	0.230837	0.257364	0.275156	0.236643	0.230837	0.257364	0.275156	0.236643	0.230837	0.257364	0.275156	0.236643	0.323266	0.289388	0.122020	0.265326	0.230837	0.257364	0.275156	0.236643	
778000	100.687501	2	0.339662	0.254569	0.151551	0.254217	0.339662	0.254569	0.151551	0.254217	0.196988	0.260813	0.289098	0.253101	0.196988	0.260813	0.289098	0.253101	0.196988	0.260813	0.289098	0.253101	0.339662	0.254569	0.151551	0.254217	0.196988	0.260813	0.289098	0.253101	
779000	100.687501	3	0.327497	0.279233	0.148148	0.245122	0.327497	0.279233	0.148148	0.245122	0.211662	0.286824	0.252217	0.249298	0.211662	0.286824	0.252217	0.249298	0.118332	0.166270	0.498441	0.216958	0.327497	0.279233	0.148148	0.245122	0.211662	0.286824	0.252217	0.249298	
780000	100.687501	2	0.342926	0.286991	0.120930	0.249153	0.342926	0.286991	0.120930	0.249153	0.205050	0.272079	0.272950	0.249922	0.205050	0.272079	0.272950	0.249922	0.205050	0.272079	0.272950	0.249922	0.342926	0.286991	0.120930	0.249153	0.205050	0.272079	0.272950	0.249922	
781000	100.687501	3	0.351615	0.276023	0.121417	0.250946	0.351615	0.276023	0.121417	0.250946	0.191934	0.262046	0.279869	0.266151	0.107886	0.413821	0.129207	0.349086	0.191934	0.262046	0.279869	0.266151	0.351615	0.276023	0.121417	0.250946	0.191934	0.262046	0.279869	0.266151	
782000	100.687501	3	0.337903	0.283721	0.139050	0.239325	0.337903	0.283721	0.139050	0.239325	0.186558	0.271608	0.270187	0.271646	0.144539	0.223500	0.286414	0.345547	0.186558	0.271608	0.270187	0.271646	0.337903	0.283721	0.139050	0.239325	0.186558	0.271608	0.270187	0.271646	
783000	100.687501	3	0.324346	0.293262	0.123460	0.258933	0.324346	0.293262	0.123460	0.258933	0.182673	0.278976	0.284118	0.254233	0.178247	0.241828	0.257042	0.322882	0.182673	0.278976	0.284118	0.254233	0.324346	0.293262	0.123460	0.258933	0.182673	0.278976	0.284118	0.254233	
784000	100.687501	2	0.321861	0.285845	0.133216	0.259078	0.321861	0.285845	0.133216	0.259078	0.202318	0.257220	0.271410	0.269052	0.202318	0.257220	0.271410	0.269052	0.202318	0.257220	0.271410	0.269052	0.321861	0.285845	0.133216	0.259078	0.202318	0.257220	0.271410	0.269052	
785000	100.687501	2	0.349500	0.278252	0.128647	0.243601	0.349500	0.278252	0.128647	0.243601	0.196960	0.283949	0.263152	0.255939	0.196960	0.283949	0.263152	0.255939	0.196960	0.283949	0.263152	0.255939	0.349500	0.278252	0.128647	0.243601	0.196960	0.283949	0.263152	0.255939	
786000	100.687501	3	0.349500	0.278252	0.128647	0.243601	0.349500	0.278252	0.128647	0.243601	0.194027	0.296547	0.277869	0.231557	0.220502	0.285952	0.184921	0.308625	0.194027	0.296547	0.277869	0.231557	0.349500	0.278252	0.128647	0.243601	0.194027	0.296547	0.277869	0.231557	
787000	100.687501	3	0.349500	0.278252	0.128647	0.243601	0.349500	0.278252	0.128647	0.243601	0.189207	0.279244	0.311112	0.220437	0.173180	0.270129	0.247475	0.309216	0.189207	0.279244	0.311112	0.220437	0.349500	0.278252	0.128647	0.243601	0.173180	0.270129	0.247475	0.309216	
788000	100.687501	2	0.329391	0.292566	0.127743	0.250300	0.329391	0.292566	0.127743	0.250300	0.175106	0.277054	0.293356	0.254483	0.175106	0.277054	0.293356	0.254483	0.175106	0.277054	0.293356	0.254483	0.329391	0.292566	0.127743	0.250300	0.175106	0.277054	0.293356	0.254483	
789000	100.687501	2	0.337284	0.289238	0.115533	0.257945	0.337284	0.289238	0.115533	0.257945	0.232858	0.197168	0.295306	0.274668	0.337284	0.289238	0.115533	0.257945	0.232858	0.197168	0.295306	0.274668	0.337284	0.289238	0.115533	0.257945	0.232858	0.197168	0.295306	0.274668	
790000	100.687501	2	0.335111	0.281983	0.121708	0.261197	0.335111	0.281983	0.121708	0.261197	0.176803	0.231801	0.305728	0.285668	0.176803	0.231801	0.305728	0.285668	0.176803	0.231801	0.305728	0.285668	0.335111	0.281983	0.121708	0.261197	0.176803	0.231801	0.305728	0.285668	
791000	100.687501	2	0.335111	0.281983	0.121708	0.261197	0.335111	0.281983	0.121708	0.261197	0.228169	0.253203	0.251557	0.267072	0.228169	0.253203	0.251557	0.267072	0.228169	0.253203	0.251557	0.267072	0.335111	0.281983	0.121708	0.261197	0.228169	0.253203	0.251557	0.267072	
792000	100.687501	2	0.331117	0.291984	0.118579	0.258320	0.331117	0.291984	0.118579	0.258320	0.164562	0.242700	0.307100	0.285637	0.164562	0.242700	0.307100	0.285637	0.164562	0.242700	0.307100	0.285637	0.331117	0.291984	0.118579	0.258320	0.164562	0.242700	0.307100	0.285637	
793000	100.687501	2	0.321591	0.310109	0.109433	0.258867	0.321591	0.310109	0.109433	0.258867	0.181412	0.279151	0.260882	0.278555	0.181412	0.279151	0.260882	0.278555	0.181412	0.279151	0.260882	0.278555	0.321591	0.310109	0.109433	0.258867	0.181412	0.279151	0.260882	0.278555	
794000	100.687501	2	0.321591	0.310109	0.109433	0.258867	0.321591	0.310109	0.109433	0.258867	0.181344	0.258019	0.272162	0.288475	0.181344	0.258019	0.272162	0.288475	0.181344	0.258019	0.272162	0.288475	0.321591	0.310109	0.109433	0.258867	0.181344	0.258019	0.272162	0.288475	
795000	100.687501	2	0.332783	0.295918	0.108755	0.262545	0.332783	0.295918	0.108755	0.262545	0.186194	0.303054	0.246789	0.263963	0.186194	0.303054	0.246789	0.263963	0.186194	0.303054	0.246789	0.263963	0.332783	0.295918	0.108755	0.262545	0.186194	0.303054	0.246789	0.263963	
796000	100.687501	2	0.325182	0.277048	0.116845	0.280925	0.325182	0.277048	0.116845	0.280925	0.195814	0.276981	0.270750	0.256455	0.195814	0.276981	0.270750	0.256455	0.195814	0.276981	0.270750	0.256455	0.325182	0.277048	0.116845	0.280925	0.195814	0.276981	0.270750	0.256455	
797000	100.687501	2	0.348331	0.273520	0.118820	0.259330	0.348331	0.273520	0.118820	0.259330	0.195699	0.288700	0.242470	0.273132	0.195699	0.288700	0.242470	0.273132	0.195699	0.288700	0.242470	0.273132	0.348331	0.273520	0.118820	0.259330	0.195699	0.288700	0.242470	0.273132	
798000	100.687501	2	0.342315	0.285582	0.111245	0.260858	0.342315	0.285582	0.111245	0.260858	0.195944	0.266941	0.264641	0.272474	0.195944	0.266941	0.264641	0.272474	0.195944	0.266941	0.264641	0.272474	0.342315	0.285582	0.111245	0.260858	0.195944	0.266941	0.264641	0.272474	
799000	100.687501	3	0.342315	0.285582	0.111245	0.260858	0.342315	0.285582	0.111245	0.260858	0.213134	0.253832	0.266440	0.266594	0.213134	0.253832	0.266440	0.266594	0.213134	0.253832	0.266440	0.266594	0.347876	0.174017	0.199732	0.278375	0.213134	0.253832	0.266440	0.266594	
800000	100.687501	3	0.334879	0.279559	0.129167	0.256395	0.334879	0.279559	0.129167	0.256395	0.209400	0.274020	0.258915	0.257666	0.209400	0.274020	0.258915	0.257666	0.254096	0.221378	0.263713	0.260813	0.334879	0.279559	0.129167	0.256395	0.254096	0.221378	0.263713	0.260813	
801000	100.687501	3	0.333367	0.286739	0.114624	0.265270	0.333367	0.286739	0.114624	0.265270	0.167694	0.241393	0.319610	0.271303	0.167694	0.241393	0.319610	0.271303	0.167694	0.241393	0.319610	0.271303	0.317614	0.191219	0.157409	0.333758	0.167694	0.241393	0.319610	0.271303	
802000	100.687501	2	0.333367	0.286739	0.114624	0.265270	0.333367	0.286739	0.114624	0.265270	0.215890	0.261754	0.281619	0.240737	0.215890	0.261754	0.281619	0.240737	0.215890	0.261754	0.281619	0.240737	0.333367	0.286739	0.114624	0.265270	0.215890	0.261754	0.281619	0.240737	
803000	100.687501	3	0.356509	0.252552	0.157487	0.233452	0.356509	0.252552	0.157487	0.233452	0.211421	0.224277	0.311108	0.253194	0.241500	0.195114	0.278080	0.285305	0.211421	0.224277	0.311108	0.253194	0.356509	0.252552	0.157487	0.233452	0.211421	0.224277	0.311108	0.253194	
804000	100.687501	3	0.341743	0.267696	0.157502	0.233059	0.341743	0.267696	0.157502	0.233059	0.304554	0.195614	0.337156	0.162676	0.341743	0.267696	0.157502	0.233059	0.221738	0.183687	0.479196	0.115378	0.341743	0.267696	0.157502	0.233059	0.304554	0.195614	0.337156	0.162676	
805000	100.687501	2	0.347958	0.258431	0.132671	0.260940	0.347958	0.258431	0.132671	0.260940	0.193053	0.248377	0.277785	0.280785	0.193053	0.248377	0.277785	0.280785	0.193053	0.248377	0.277785	0.280785	0.347958	0.258431	0.132671	0.260940	0.193053	0.248377	0.277785	0.280785	
806000	100.687501	3	0.347958	0.258431	0.132671	0.260940	0.347958	0.258431	0.132671	0.260940	0.143394	0.288530	0.259581	0.308495	0.114858	0.399635	0.160586	0.324921	0.143394	0.288530	0.259581	0.308495	0.347958	0.258431	0.132671	0.260940	0.143394	0.288530	0.259581	0.308495	
807000	100.687501	3	0.355297	0.271096	0.121032	0.252575	0.355297	0.271096	0.121032	0.252575	0.175904	0.277215	0.282479	0.264402	0.197570	0.324816	0.125566	0.352048	0.175904	0.277215	0.282479	0.264402	0.355297	0.271096	0.121032	0.252575	0.175904	0.277215	0.282479	0.264402	
808000	100.687501	2	0.355297	0.271096	0.121032	0.252575	0.355297	0.271096	0.121032	0.252575	0.217309	0.239735	0.263829	0.279127	0.217309	0.239735	0.263829	0.279127	0.217309	0.239735	0.263829	0.279127	0.355297	0.271096	0.121032	0.252575	0.217309	0.239735	0.263829	0.279127	
809000	100.687501	2	0.355297	0.271096	0.121032	0.252575	0.355297	0.271096	0.121032	0.252575	0.200945	0.289919	0.265591	0.243545	0.200945	0.289919	0.265591	0.243545	0.200945	0.289919	0.265591	0.243545	0.355297	0.271096	0.121032	0.252575	0.200945	0.289919	0.265591	0.243545	
810000	100.687501	3	0.347540	0.272537	0.118994	0.260929	0.347540	0.272537	0.118994	0.260929	0.186072	0.307555	0.294379	0.211994	0.143601	0.444606	0.183401	0.228391	0.186072	0.307555	0.294379	0.211994	0.347540	0.272537	0.118994	0.260929	0.186072	0.307555	0.294379	0.211994	
811000	100.687501	2	0.338284	0.286524	0.123128	0.252064	0.338284	0.286524	0.123128	0.252064	0.189702	0.273580	0.278250	0.258469	0.189702	0.273580	0.278250	0.258469	0.189702	0.273580	0.278250	0.258469	0.338284	0.286524	0.123128	0.252064	0.189702	0.273580	0.278250	0.258469	
812000	100.687501	2	0.338284	0.286524	0.123128	0.252064	0.338284	0.286524	0.123128	0.252064	0.192601	0.301511	0.247308	0.258580	0.192601	0.301511	0.247308	0.258580	0.192601	0.301511	0.247308	0.258580	0.338284	0.286524	0.123128	0.252064	0.192601	0.301511	0.247308	0.258580	
