Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	
1000	0.085832	2	0.354969	0.289861	0.133572	0.221597	0.354969	0.289861	0.133572	0.221597	0.211217	0.253139	0.256026	0.279617	0.211217	0.253139	0.256026	0.279617	0.211217	0.253139	0.256026	0.279617	0.354969	0.289861	0.133572	0.221597	0.211217	0.253139	0.256026	0.279617	
2000	0.085832	2	0.333798	0.295549	0.126615	0.244038	0.333798	0.295549	0.126615	0.244038	0.199264	0.274058	0.278039	0.248639	0.199264	0.274058	0.278039	0.248639	0.199264	0.274058	0.278039	0.248639	0.333798	0.295549	0.126615	0.244038	0.199264	0.274058	0.278039	0.248639	
3000	0.085832	3	0.341037	0.292136	0.121935	0.244892	0.341037	0.292136	0.121935	0.244892	0.182879	0.269938	0.282601	0.264582	0.182879	0.269938	0.282601	0.264582	0.194447	0.255263	0.286088	0.264201	0.341037	0.292136	0.121935	0.244892	0.194447	0.255263	0.286088	0.264201	
4000	0.085832	3	0.333165	0.285293	0.130880	0.250662	0.333165	0.285293	0.130880	0.250662	0.165801	0.275700	0.271460	0.287039	0.165801	0.275700	0.271460	0.287039	0.205616	0.210897	0.312356	0.271131	0.333165	0.285293	0.130880	0.250662	0.165801	0.275700	0.271460	0.287039	
5000	0.085832	2	0.346690	0.271507	0.126565	0.255238	0.346690	0.271507	0.126565	0.255238	0.180746	0.299047	0.257440	0.262767	0.180746	0.299047	0.257440	0.262767	0.180746	0.299047	0.257440	0.262767	0.346690	0.271507	0.126565	0.255238	0.180746	0.299047	0.257440	0.262767	
6000	0.085832	2	0.332860	0.293929	0.119709	0.253501	0.332860	0.293929	0.119709	0.253501	0.212096	0.264551	0.268226	0.255127	0.212096	0.264551	0.268226	0.255127	0.212096	0.264551	0.268226	0.255127	0.332860	0.293929	0.119709	0.253501	0.212096	0.264551	0.268226	0.255127	
7000	0.085832	2	0.330960	0.285353	0.119148	0.264539	0.330960	0.285353	0.119148	0.264539	0.191465	0.242839	0.288591	0.277104	0.191465	0.242839	0.288591	0.277104	0.191465	0.242839	0.288591	0.277104	0.330960	0.285353	0.119148	0.264539	0.191465	0.242839	0.288591	0.277104	
8000	0.085832	2	0.330960	0.285353	0.119148	0.264539	0.330960	0.285353	0.119148	0.264539	0.197094	0.263914	0.253813	0.285179	0.197094	0.263914	0.253813	0.285179	0.197094	0.263914	0.253813	0.285179	0.330960	0.285353	0.119148	0.264539	0.197094	0.263914	0.253813	0.285179	
9000	0.085832	2	0.330960	0.285353	0.119148	0.264539	0.330960	0.285353	0.119148	0.264539	0.195976	0.272718	0.271708	0.259598	0.195976	0.272718	0.271708	0.259598	0.195976	0.272718	0.271708	0.259598	0.330960	0.285353	0.119148	0.264539	0.195976	0.272718	0.271708	0.259598	
10000	0.085832	3	0.317040	0.282789	0.128332	0.271839	0.317040	0.282789	0.128332	0.271839	0.187677	0.261076	0.315215	0.236032	0.135041	0.261445	0.281486	0.322027	0.187677	0.261076	0.315215	0.236032	0.317040	0.282789	0.128332	0.271839	0.187677	0.261076	0.315215	0.236032	
11000	0.085832	2	0.325169	0.290724	0.123228	0.260878	0.325169	0.290724	0.123228	0.260878	0.197379	0.274486	0.277028	0.251108	0.197379	0.274486	0.277028	0.251108	0.197379	0.274486	0.277028	0.251108	0.325169	0.290724	0.123228	0.260878	0.197379	0.274486	0.277028	0.251108	
12000	0.085832	3	0.321200	0.306721	0.113218	0.258861	0.321200	0.306721	0.113218	0.258861	0.203151	0.262220	0.256631	0.277998	0.203727	0.277403	0.190746	0.328124	0.203151	0.262220	0.256631	0.277998	0.321200	0.306721	0.113218	0.258861	0.203151	0.262220	0.256631	0.277998	
13000	0.085832	2	0.312664	0.299758	0.117650	0.269928	0.312664	0.299758	0.117650	0.269928	0.185739	0.255422	0.277087	0.281751	0.185739	0.255422	0.277087	0.281751	0.185739	0.255422	0.277087	0.281751	0.312664	0.299758	0.117650	0.269928	0.185739	0.255422	0.277087	0.281751	
14000	0.085832	2	0.312664	0.299758	0.117650	0.269928	0.312664	0.299758	0.117650	0.269928	0.201355	0.240921	0.273277	0.284447	0.201355	0.240921	0.273277	0.284447	0.201355	0.240921	0.273277	0.284447	0.312664	0.299758	0.117650	0.269928	0.201355	0.240921	0.273277	0.284447	
15000	0.085832	2	0.325337	0.291176	0.112540	0.270947	0.325337	0.291176	0.112540	0.270947	0.196178	0.265327	0.272340	0.266155	0.196178	0.265327	0.272340	0.266155	0.196178	0.265327	0.272340	0.266155	0.325337	0.291176	0.112540	0.270947	0.196178	0.265327	0.272340	0.266155	
16000	0.085832	2	0.325337	0.291176	0.112540	0.270947	0.325337	0.291176	0.112540	0.270947	0.200936	0.271574	0.243725	0.283765	0.200936	0.271574	0.243725	0.283765	0.200936	0.271574	0.243725	0.283765	0.325337	0.291176	0.112540	0.270947	0.200936	0.271574	0.243725	0.283765	
17000	0.085832	2	0.325337	0.291176	0.112540	0.270947	0.325337	0.291176	0.112540	0.270947	0.216553	0.249563	0.270667	0.263217	0.216553	0.249563	0.270667	0.263217	0.216553	0.249563	0.270667	0.263217	0.325337	0.291176	0.112540	0.270947	0.216553	0.249563	0.270667	0.263217	
18000	0.085832	3	0.328953	0.285221	0.112829	0.272997	0.328953	0.285221	0.112829	0.272997	0.181257	0.252675	0.303505	0.262564	0.202066	0.301347	0.219570	0.277016	0.181257	0.252675	0.303505	0.262564	0.328953	0.285221	0.112829	0.272997	0.181257	0.252675	0.303505	0.262564	
19000	0.085832	3	0.326148	0.293883	0.110930	0.269039	0.326148	0.293883	0.110930	0.269039	0.203188	0.256316	0.244347	0.296149	0.203188	0.256316	0.244347	0.296149	0.248329	0.173071	0.369450	0.209150	0.326148	0.293883	0.110930	0.269039	0.203188	0.256316	0.244347	0.296149	
20000	0.085832	2	0.326148	0.293883	0.110930	0.269039	0.326148	0.293883	0.110930	0.269039	0.191997	0.265569	0.261525	0.280909	0.191997	0.265569	0.261525	0.280909	0.191997	0.265569	0.261525	0.280909	0.326148	0.293883	0.110930	0.269039	0.191997	0.265569	0.261525	0.280909	
21000	0.085832	2	0.326148	0.293883	0.110930	0.269039	0.326148	0.293883	0.110930	0.269039	0.203724	0.264152	0.253558	0.278566	0.203724	0.264152	0.253558	0.278566	0.203724	0.264152	0.253558	0.278566	0.326148	0.293883	0.110930	0.269039	0.203724	0.264152	0.253558	0.278566	
22000	0.085832	2	0.319375	0.302430	0.113111	0.265084	0.319375	0.302430	0.113111	0.265084	0.189733	0.275200	0.263419	0.271648	0.189733	0.275200	0.263419	0.271648	0.189733	0.275200	0.263419	0.271648	0.319375	0.302430	0.113111	0.265084	0.189733	0.275200	0.263419	0.271648	
23000	0.085832	2	0.340637	0.268200	0.122352	0.268812	0.340637	0.268200	0.122352	0.268812	0.215459	0.244762	0.272223	0.267556	0.215459	0.244762	0.272223	0.267556	0.215459	0.244762	0.272223	0.267556	0.340637	0.268200	0.122352	0.268812	0.215459	0.244762	0.272223	0.267556	
24000	0.085832	2	0.310293	0.307387	0.118163	0.264156	0.310293	0.307387	0.118163	0.264156	0.181772	0.270103	0.255996	0.292129	0.181772	0.270103	0.255996	0.292129	0.181772	0.270103	0.255996	0.292129	0.310293	0.307387	0.118163	0.264156	0.181772	0.270103	0.255996	0.292129	
25000	0.085832	2	0.310293	0.307387	0.118163	0.264156	0.310293	0.307387	0.118163	0.264156	0.190539	0.271583	0.249575	0.288303	0.190539	0.271583	0.249575	0.288303	0.190539	0.271583	0.249575	0.288303	0.310293	0.307387	0.118163	0.264156	0.190539	0.271583	0.249575	0.288303	
26000	0.085832	2	0.312136	0.287853	0.126966	0.273045	0.312136	0.287853	0.126966	0.273045	0.182558	0.272759	0.263700	0.280983	0.182558	0.272759	0.263700	0.280983	0.182558	0.272759	0.263700	0.280983	0.312136	0.287853	0.126966	0.273045	0.182558	0.272759	0.263700	0.280983	
27000	0.085832	2	0.312136	0.287853	0.126966	0.273045	0.312136	0.287853	0.126966	0.273045	0.182558	0.272759	0.263700	0.280983	0.182558	0.272759	0.263700	0.280983	0.182558	0.272759	0.263700	0.280983	0.312136	0.287853	0.126966	0.273045	0.182558	0.272759	0.263700	0.280983	
28000	0.085832	2	0.324441	0.296210	0.110491	0.268858	0.324441	0.296210	0.110491	0.268858	0.161268	0.292120	0.261957	0.284654	0.161268	0.292120	0.261957	0.284654	0.161268	0.292120	0.261957	0.284654	0.324441	0.296210	0.110491	0.268858	0.161268	0.292120	0.261957	0.284654	
29000	0.085832	2	0.311335	0.300661	0.122498	0.265506	0.311335	0.300661	0.122498	0.265506	0.200705	0.262810	0.258543	0.277942	0.200705	0.262810	0.258543	0.277942	0.200705	0.262810	0.258543	0.277942	0.311335	0.300661	0.122498	0.265506	0.200705	0.262810	0.258543	0.277942	
30000	0.085832	2	0.311335	0.300661	0.122498	0.265506	0.311335	0.300661	0.122498	0.265506	0.202373	0.244994	0.287556	0.265077	0.202373	0.244994	0.287556	0.265077	0.202373	0.244994	0.287556	0.265077	0.311335	0.300661	0.122498	0.265506	0.202373	0.244994	0.287556	0.265077	
31000	0.085832	2	0.316719	0.297800	0.126841	0.258640	0.316719	0.297800	0.126841	0.258640	0.175208	0.278381	0.273090	0.273320	0.175208	0.278381	0.273090	0.273320	0.175208	0.278381	0.273090	0.273320	0.316719	0.297800	0.126841	0.258640	0.175208	0.278381	0.273090	0.273320	
32000	0.085832	3	0.316719	0.297800	0.126841	0.258640	0.316719	0.297800	0.126841	0.258640	0.182977	0.289862	0.263947	0.263214	0.149312	0.269476	0.095887	0.485325	0.182977	0.289862	0.263947	0.263214	0.316719	0.297800	0.126841	0.258640	0.182977	0.289862	0.263947	0.263214	
33000	0.085832	2	0.341189	0.275940	0.126048	0.256824	0.341189	0.275940	0.126048	0.256824	0.184672	0.261638	0.271607	0.282083	0.184672	0.261638	0.271607	0.282083	0.184672	0.261638	0.271607	0.282083	0.341189	0.275940	0.126048	0.256824	0.184672	0.261638	0.271607	0.282083	
34000	0.085832	2	0.341189	0.275940	0.126048	0.256824	0.341189	0.275940	0.126048	0.256824	0.191985	0.263188	0.287142	0.257684	0.191985	0.263188	0.287142	0.257684	0.191985	0.263188	0.287142	0.257684	0.341189	0.275940	0.126048	0.256824	0.191985	0.263188	0.287142	0.257684	
35000	0.085832	2	0.341189	0.275940	0.126048	0.256824	0.341189	0.275940	0.126048	0.256824	0.182217	0.284123	0.250372	0.283288	0.182217	0.284123	0.250372	0.283288	0.182217	0.284123	0.250372	0.283288	0.341189	0.275940	0.126048	0.256824	0.182217	0.284123	0.250372	0.283288	
36000	0.085832	3	0.347428	0.282586	0.108479	0.261508	0.347428	0.282586	0.108479	0.261508	0.186059	0.272140	0.264225	0.277577	0.145832	0.321523	0.224342	0.308302	0.186059	0.272140	0.264225	0.277577	0.347428	0.282586	0.108479	0.261508	0.186059	0.272140	0.264225	0.277577	
37000	0.085832	2	0.347428	0.282586	0.108479	0.261508	0.347428	0.282586	0.108479	0.261508	0.178068	0.268011	0.269277	0.284645	0.178068	0.268011	0.269277	0.284645	0.178068	0.268011	0.269277	0.284645	0.347428	0.282586	0.108479	0.261508	0.178068	0.268011	0.269277	0.284645	
38000	0.085832	2	0.335498	0.286766	0.115128	0.262607	0.335498	0.286766	0.115128	0.262607	0.198941	0.241379	0.267080	0.292600	0.198941	0.241379	0.267080	0.292600	0.198941	0.241379	0.267080	0.292600	0.335498	0.286766	0.115128	0.262607	0.198941	0.241379	0.267080	0.292600	
39000	0.085832	2	0.335498	0.286766	0.115128	0.262607	0.335498	0.286766	0.115128	0.262607	0.196008	0.267669	0.253779	0.282545	0.196008	0.267669	0.253779	0.282545	0.196008	0.267669	0.253779	0.282545	0.335498	0.286766	0.115128	0.262607	0.196008	0.267669	0.253779	0.282545	
40000	0.085832	3	0.331098	0.284431	0.118045	0.266426	0.331098	0.284431	0.118045	0.266426	0.191693	0.263564	0.250683	0.294060	0.191693	0.263564	0.250683	0.294060	0.259234	0.185778	0.409732	0.145255	0.331098	0.284431	0.118045	0.266426	0.191693	0.263564	0.250683	0.294060	
41000	0.085832	2	0.331098	0.284431	0.118045	0.266426	0.331098	0.284431	0.118045	0.266426	0.201256	0.245531	0.265458	0.287755	0.201256	0.245531	0.265458	0.287755	0.201256	0.245531	0.265458	0.287755	0.331098	0.284431	0.118045	0.266426	0.201256	0.245531	0.265458	0.287755	
42000	0.085832	3	0.337813	0.272099	0.131132	0.258956	0.337813	0.272099	0.131132	0.258956	0.188207	0.277588	0.287340	0.246865	0.137998	0.201624	0.248955	0.411422	0.188207	0.277588	0.287340	0.246865	0.337813	0.272099	0.131132	0.258956	0.188207	0.277588	0.287340	0.246865	
43000	0.085832	3	0.346418	0.275395	0.134782	0.243405	0.346418	0.275395	0.134782	0.243405	0.171891	0.269808	0.291682	0.266619	0.087110	0.293339	0.233134	0.386418	0.171891	0.269808	0.291682	0.266619	0.346418	0.275395	0.134782	0.243405	0.171891	0.269808	0.291682	0.266619	
44000	0.085832	2	0.346226	0.274291	0.134396	0.245086	0.346226	0.274291	0.134396	0.245086	0.201128	0.246659	0.299793	0.252420	0.201128	0.246659	0.299793	0.252420	0.201128	0.246659	0.299793	0.252420	0.346226	0.274291	0.134396	0.245086	0.201128	0.246659	0.299793	0.252420	
45000	0.085832	2	0.331645	0.284209	0.136941	0.247205	0.331645	0.284209	0.136941	0.247205	0.210689	0.244562	0.292234	0.252516	0.210689	0.244562	0.292234	0.252516	0.210689	0.244562	0.292234	0.252516	0.331645	0.284209	0.136941	0.247205	0.210689	0.244562	0.292234	0.252516	
46000	0.085832	2	0.331645	0.284209	0.136941	0.247205	0.331645	0.284209	0.136941	0.247205	0.181151	0.248780	0.293055	0.277015	0.181151	0.248780	0.293055	0.277015	0.181151	0.248780	0.293055	0.277015	0.331645	0.284209	0.136941	0.247205	0.181151	0.248780	0.293055	0.277015	
47000	0.085832	2	0.331645	0.284209	0.136941	0.247205	0.331645	0.284209	0.136941	0.247205	0.195889	0.264680	0.266874	0.272557	0.195889	0.264680	0.266874	0.272557	0.195889	0.264680	0.266874	0.272557	0.331645	0.284209	0.136941	0.247205	0.195889	0.264680	0.266874	0.272557	
48000	0.085832	2	0.349119	0.271202	0.124804	0.254875	0.349119	0.271202	0.124804	0.254875	0.185386	0.272184	0.272621	0.269809	0.185386	0.272184	0.272621	0.269809	0.185386	0.272184	0.272621	0.269809	0.349119	0.271202	0.124804	0.254875	0.185386	0.272184	0.272621	0.269809	
49000	0.085832	2	0.330160	0.285168	0.132522	0.252150	0.330160	0.285168	0.132522	0.252150	0.161413	0.276967	0.292943	0.268677	0.161413	0.276967	0.292943	0.268677	0.161413	0.276967	0.292943	0.268677	0.330160	0.285168	0.132522	0.252150	0.161413	0.276967	0.292943	0.268677	
50000	0.085832	2	0.328954	0.284020	0.123483	0.263543	0.328954	0.284020	0.123483	0.263543	0.192478	0.261109	0.261953	0.284460	0.192478	0.261109	0.261953	0.284460	0.192478	0.261109	0.261953	0.284460	0.328954	0.284020	0.123483	0.263543	0.192478	0.261109	0.261953	0.284460	
51000	0.085832	2	0.328954	0.284020	0.123483	0.263543	0.328954	0.284020	0.123483	0.263543	0.193062	0.235503	0.292355	0.279079	0.193062	0.235503	0.292355	0.279079	0.193062	0.235503	0.292355	0.279079	0.328954	0.284020	0.123483	0.263543	0.193062	0.235503	0.292355	0.279079	
52000	0.085832	2	0.327838	0.287280	0.121467	0.263415	0.327838	0.287280	0.121467	0.263415	0.183579	0.267779	0.276366	0.272276	0.183579	0.267779	0.276366	0.272276	0.183579	0.267779	0.276366	0.272276	0.327838	0.287280	0.121467	0.263415	0.183579	0.267779	0.276366	0.272276	
53000	0.085832	2	0.319901	0.286868	0.124852	0.268379	0.319901	0.286868	0.124852	0.268379	0.170002	0.279717	0.247744	0.302537	0.170002	0.279717	0.247744	0.302537	0.170002	0.279717	0.247744	0.302537	0.319901	0.286868	0.124852	0.268379	0.170002	0.279717	0.247744	0.302537	
54000	0.085832	2	0.319901	0.286868	0.124852	0.268379	0.319901	0.286868	0.124852	0.268379	0.173005	0.265482	0.260641	0.300872	0.173005	0.265482	0.260641	0.300872	0.173005	0.265482	0.260641	0.300872	0.319901	0.286868	0.124852	0.268379	0.173005	0.265482	0.260641	0.300872	
55000	0.085832	2	0.319901	0.286868	0.124852	0.268379	0.319901	0.286868	0.124852	0.268379	0.192200	0.274856	0.260525	0.272420	0.192200	0.274856	0.260525	0.272420	0.192200	0.274856	0.260525	0.272420	0.319901	0.286868	0.124852	0.268379	0.192200	0.274856	0.260525	0.272420	
56000	0.085832	2	0.319901	0.286868	0.124852	0.268379	0.319901	0.286868	0.124852	0.268379	0.202394	0.243782	0.280264	0.273560	0.202394	0.243782	0.280264	0.273560	0.202394	0.243782	0.280264	0.273560	0.319901	0.286868	0.124852	0.268379	0.202394	0.243782	0.280264	0.273560	
57000	0.085832	2	0.335949	0.291033	0.123404	0.249614	0.335949	0.291033	0.123404	0.249614	0.184418	0.269825	0.283928	0.261829	0.184418	0.269825	0.283928	0.261829	0.184418	0.269825	0.283928	0.261829	0.335949	0.291033	0.123404	0.249614	0.184418	0.269825	0.283928	0.261829	
58000	0.085832	2	0.335949	0.291033	0.123404	0.249614	0.335949	0.291033	0.123404	0.249614	0.188506	0.269661	0.284905	0.256929	0.188506	0.269661	0.284905	0.256929	0.188506	0.269661	0.284905	0.256929	0.335949	0.291033	0.123404	0.249614	0.188506	0.269661	0.284905	0.256929	
59000	0.085832	2	0.335949	0.291033	0.123404	0.249614	0.335949	0.291033	0.123404	0.249614	0.172763	0.281671	0.267516	0.278050	0.172763	0.281671	0.267516	0.278050	0.172763	0.281671	0.267516	0.278050	0.335949	0.291033	0.123404	0.249614	0.172763	0.281671	0.267516	0.278050	
60000	0.085832	2	0.335949	0.291033	0.123404	0.249614	0.335949	0.291033	0.123404	0.249614	0.203994	0.281482	0.249263	0.265261	0.203994	0.281482	0.249263	0.265261	0.203994	0.281482	0.249263	0.265261	0.335949	0.291033	0.123404	0.249614	0.203994	0.281482	0.249263	0.265261	
61000	0.085832	2	0.337173	0.283561	0.115886	0.263380	0.337173	0.283561	0.115886	0.263380	0.181802	0.255939	0.285627	0.276632	0.181802	0.255939	0.285627	0.276632	0.181802	0.255939	0.285627	0.276632	0.337173	0.283561	0.115886	0.263380	0.181802	0.255939	0.285627	0.276632	
62000	0.085832	2	0.337173	0.283561	0.115886	0.263380	0.337173	0.283561	0.115886	0.263380	0.186709	0.274830	0.261765	0.276695	0.186709	0.274830	0.261765	0.276695	0.186709	0.274830	0.261765	0.276695	0.337173	0.283561	0.115886	0.263380	0.186709	0.274830	0.261765	0.276695	
63000	0.085832	2	0.330881	0.284628	0.114108	0.270383	0.330881	0.284628	0.114108	0.270383	0.189912	0.285304	0.261922	0.262862	0.189912	0.285304	0.261922	0.262862	0.189912	0.285304	0.261922	0.262862	0.330881	0.284628	0.114108	0.270383	0.189912	0.285304	0.261922	0.262862	
64000	0.085832	3	0.330881	0.284628	0.114108	0.270383	0.330881	0.284628	0.114108	0.270383	0.190039	0.259920	0.300643	0.249397	0.153727	0.268785	0.219817	0.357671	0.190039	0.259920	0.300643	0.249397	0.330881	0.284628	0.114108	0.270383	0.190039	0.259920	0.300643	0.249397	
65000	0.085832	2	0.330881	0.284628	0.114108	0.270383	0.330881	0.284628	0.114108	0.270383	0.199399	0.254062	0.272152	0.274386	0.199399	0.254062	0.272152	0.274386	0.199399	0.254062	0.272152	0.274386	0.330881	0.284628	0.114108	0.270383	0.199399	0.254062	0.272152	0.274386	
66000	0.085832	2	0.335155	0.279215	0.113634	0.271995	0.335155	0.279215	0.113634	0.271995	0.183761	0.290340	0.284306	0.241593	0.183761	0.290340	0.284306	0.241593	0.183761	0.290340	0.284306	0.241593	0.335155	0.279215	0.113634	0.271995	0.183761	0.290340	0.284306	0.241593	
67000	0.085832	2	0.339857	0.290149	0.113358	0.256636	0.339857	0.290149	0.113358	0.256636	0.186869	0.272741	0.258425	0.281964	0.186869	0.272741	0.258425	0.281964	0.186869	0.272741	0.258425	0.281964	0.339857	0.290149	0.113358	0.256636	0.186869	0.272741	0.258425	0.281964	
68000	0.085832	2	0.339857	0.290149	0.113358	0.256636	0.339857	0.290149	0.113358	0.256636	0.180204	0.273107	0.270716	0.275973	0.180204	0.273107	0.270716	0.275973	0.180204	0.273107	0.270716	0.275973	0.339857	0.290149	0.113358	0.256636	0.180204	0.273107	0.270716	0.275973	
69000	0.085832	2	0.338130	0.296675	0.114202	0.250992	0.338130	0.296675	0.114202	0.250992	0.183749	0.284785	0.256448	0.275018	0.183749	0.284785	0.256448	0.275018	0.183749	0.284785	0.256448	0.275018	0.338130	0.296675	0.114202	0.250992	0.183749	0.284785	0.256448	0.275018	
70000	0.085832	3	0.335093	0.286543	0.112944	0.265420	0.335093	0.286543	0.112944	0.265420	0.181917	0.279300	0.263828	0.274955	0.181917	0.279300	0.263828	0.274955	0.315844	0.196612	0.307331	0.180214	0.335093	0.286543	0.112944	0.265420	0.181917	0.279300	0.263828	0.274955	
71000	0.085832	2	0.313910	0.294373	0.123365	0.268352	0.313910	0.294373	0.123365	0.268352	0.196561	0.286995	0.268611	0.247833	0.196561	0.286995	0.268611	0.247833	0.196561	0.286995	0.268611	0.247833	0.313910	0.294373	0.123365	0.268352	0.196561	0.286995	0.268611	0.247833	
72000	0.085832	2	0.329094	0.284236	0.110470	0.276200	0.329094	0.284236	0.110470	0.276200	0.188407	0.270654	0.260385	0.280555	0.188407	0.270654	0.260385	0.280555	0.188407	0.270654	0.260385	0.280555	0.329094	0.284236	0.110470	0.276200	0.188407	0.270654	0.260385	0.280555	
73000	0.085832	2	0.335047	0.284855	0.114202	0.265896	0.335047	0.284855	0.114202	0.265896	0.180144	0.266841	0.274091	0.278923	0.180144	0.266841	0.274091	0.278923	0.180144	0.266841	0.274091	0.278923	0.335047	0.284855	0.114202	0.265896	0.180144	0.266841	0.274091	0.278923	
74000	0.085832	2	0.345558	0.270160	0.111732	0.272551	0.345558	0.270160	0.111732	0.272551	0.187457	0.265589	0.293550	0.253404	0.187457	0.265589	0.293550	0.253404	0.187457	0.265589	0.293550	0.253404	0.345558	0.270160	0.111732	0.272551	0.187457	0.265589	0.293550	0.253404	
75000	0.085832	2	0.348994	0.266209	0.119425	0.265373	0.348994	0.266209	0.119425	0.265373	0.187980	0.263102	0.266357	0.282560	0.187980	0.263102	0.266357	0.282560	0.187980	0.263102	0.266357	0.282560	0.348994	0.266209	0.119425	0.265373	0.187980	0.263102	0.266357	0.282560	
76000	0.085832	2	0.353957	0.282259	0.118053	0.245731	0.353957	0.282259	0.118053	0.245731	0.221164	0.248274	0.272251	0.258311	0.221164	0.248274	0.272251	0.258311	0.221164	0.248274	0.272251	0.258311	0.353957	0.282259	0.118053	0.245731	0.221164	0.248274	0.272251	0.258311	
77000	0.085832	2	0.345164	0.280085	0.129159	0.245592	0.345164	0.280085	0.129159	0.245592	0.211899	0.250834	0.253262	0.284004	0.211899	0.250834	0.253262	0.284004	0.211899	0.250834	0.253262	0.284004	0.345164	0.280085	0.129159	0.245592	0.211899	0.250834	0.253262	0.284004	
78000	0.085832	2	0.342057	0.281282	0.118978	0.257684	0.342057	0.281282	0.118978	0.257684	0.203194	0.268136	0.284935	0.243734	0.203194	0.268136	0.284935	0.243734	0.203194	0.268136	0.284935	0.243734	0.342057	0.281282	0.118978	0.257684	0.203194	0.268136	0.284935	0.243734	
79000	0.085832	2	0.342057	0.281282	0.118978	0.257684	0.342057	0.281282	0.118978	0.257684	0.203377	0.270673	0.260804	0.265145	0.203377	0.270673	0.260804	0.265145	0.203377	0.270673	0.260804	0.265145	0.342057	0.281282	0.118978	0.257684	0.203377	0.270673	0.260804	0.265145	
80000	0.085832	2	0.342057	0.281282	0.118978	0.257684	0.342057	0.281282	0.118978	0.257684	0.228782	0.253518	0.260935	0.256765	0.228782	0.253518	0.260935	0.256765	0.228782	0.253518	0.260935	0.256765	0.342057	0.281282	0.118978	0.257684	0.228782	0.253518	0.260935	0.256765	
81000	0.085832	2	0.331535	0.278029	0.116517	0.273919	0.331535	0.278029	0.116517	0.273919	0.194784	0.246239	0.278624	0.280353	0.194784	0.246239	0.278624	0.280353	0.194784	0.246239	0.278624	0.280353	0.331535	0.278029	0.116517	0.273919	0.194784	0.246239	0.278624	0.280353	
82000	0.085832	2	0.318367	0.298198	0.119213	0.264222	0.318367	0.298198	0.119213	0.264222	0.175795	0.242579	0.298191	0.283435	0.175795	0.242579	0.298191	0.283435	0.175795	0.242579	0.298191	0.283435	0.318367	0.298198	0.119213	0.264222	0.175795	0.242579	0.298191	0.283435	
83000	0.085832	2	0.318910	0.293180	0.124122	0.263788	0.318910	0.293180	0.124122	0.263788	0.191841	0.243173	0.269729	0.295258	0.191841	0.243173	0.269729	0.295258	0.191841	0.243173	0.269729	0.295258	0.318910	0.293180	0.124122	0.263788	0.191841	0.243173	0.269729	0.295258	
84000	0.085832	2	0.318910	0.293180	0.124122	0.263788	0.318910	0.293180	0.124122	0.263788	0.191560	0.273230	0.274871	0.260339	0.191560	0.273230	0.274871	0.260339	0.191560	0.273230	0.274871	0.260339	0.318910	0.293180	0.124122	0.263788	0.191560	0.273230	0.274871	0.260339	
85000	0.085832	2	0.340973	0.273909	0.116745	0.268372	0.340973	0.273909	0.116745	0.268372	0.216028	0.245087	0.255294	0.283590	0.216028	0.245087	0.255294	0.283590	0.216028	0.245087	0.255294	0.283590	0.340973	0.273909	0.116745	0.268372	0.216028	0.245087	0.255294	0.283590	
86000	0.085832	2	0.340973	0.273909	0.116745	0.268372	0.340973	0.273909	0.116745	0.268372	0.193009	0.260029	0.264339	0.282623	0.193009	0.260029	0.264339	0.282623	0.193009	0.260029	0.264339	0.282623	0.340973	0.273909	0.116745	0.268372	0.193009	0.260029	0.264339	0.282623	
87000	0.085832	2	0.340788	0.275252	0.119188	0.264772	0.340788	0.275252	0.119188	0.264772	0.189206	0.270135	0.277341	0.263318	0.189206	0.270135	0.277341	0.263318	0.189206	0.270135	0.277341	0.263318	0.340788	0.275252	0.119188	0.264772	0.189206	0.270135	0.277341	0.263318	
88000	0.085832	2	0.340788	0.275252	0.119188	0.264772	0.340788	0.275252	0.119188	0.264772	0.187425	0.267504	0.259524	0.285546	0.187425	0.267504	0.259524	0.285546	0.187425	0.267504	0.259524	0.285546	0.340788	0.275252	0.119188	0.264772	0.187425	0.267504	0.259524	0.285546	
89000	0.085832	2	0.330753	0.300148	0.121449	0.247650	0.330753	0.300148	0.121449	0.247650	0.187690	0.266075	0.261767	0.284468	0.187690	0.266075	0.261767	0.284468	0.187690	0.266075	0.261767	0.284468	0.330753	0.300148	0.121449	0.247650	0.187690	0.266075	0.261767	0.284468	
90000	0.085832	2	0.340147	0.291300	0.114933	0.253620	0.340147	0.291300	0.114933	0.253620	0.218517	0.262265	0.252042	0.267176	0.218517	0.262265	0.252042	0.267176	0.218517	0.262265	0.252042	0.267176	0.340147	0.291300	0.114933	0.253620	0.218517	0.262265	0.252042	0.267176	
