Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	
2813000	0.085832	2	0.349895	0.274099	0.121130	0.254875	0.349895	0.274099	0.121130	0.254875	0.198041	0.255661	0.267024	0.279273	0.198041	0.255661	0.267024	0.279273	0.198041	0.255661	0.267024	0.279273	0.349895	0.274099	0.121130	0.254875	0.198041	0.255661	0.267024	0.279273	
2814000	0.085832	2	0.339488	0.268177	0.122427	0.269908	0.339488	0.268177	0.122427	0.269908	0.210051	0.248797	0.285466	0.255685	0.210051	0.248797	0.285466	0.255685	0.210051	0.248797	0.285466	0.255685	0.339488	0.268177	0.122427	0.269908	0.210051	0.248797	0.285466	0.255685	
2815000	0.085832	2	0.317998	0.287348	0.117417	0.277237	0.317998	0.287348	0.117417	0.277237	0.187749	0.270661	0.244174	0.297416	0.187749	0.270661	0.244174	0.297416	0.187749	0.270661	0.244174	0.297416	0.317998	0.287348	0.117417	0.277237	0.187749	0.270661	0.244174	0.297416	
2816000	0.085832	2	0.318982	0.292090	0.116492	0.272436	0.318982	0.292090	0.116492	0.272436	0.189744	0.256663	0.272281	0.281312	0.189744	0.256663	0.272281	0.281312	0.189744	0.256663	0.272281	0.281312	0.318982	0.292090	0.116492	0.272436	0.189744	0.256663	0.272281	0.281312	
2817000	0.085832	2	0.310738	0.290643	0.122689	0.275930	0.310738	0.290643	0.122689	0.275930	0.189684	0.281454	0.253671	0.275191	0.189684	0.281454	0.253671	0.275191	0.189684	0.281454	0.253671	0.275191	0.310738	0.290643	0.122689	0.275930	0.189684	0.281454	0.253671	0.275191	
2818000	0.085832	2	0.310738	0.290643	0.122689	0.275930	0.310738	0.290643	0.122689	0.275930	0.175827	0.277848	0.263746	0.282579	0.175827	0.277848	0.263746	0.282579	0.175827	0.277848	0.263746	0.282579	0.310738	0.290643	0.122689	0.275930	0.175827	0.277848	0.263746	0.282579	
2819000	0.085832	2	0.310738	0.290643	0.122689	0.275930	0.310738	0.290643	0.122689	0.275930	0.188642	0.253090	0.279426	0.278842	0.188642	0.253090	0.279426	0.278842	0.188642	0.253090	0.279426	0.278842	0.310738	0.290643	0.122689	0.275930	0.188642	0.253090	0.279426	0.278842	
2820000	0.085832	2	0.321424	0.305613	0.107951	0.265012	0.321424	0.305613	0.107951	0.265012	0.184090	0.236651	0.257222	0.322037	0.184090	0.236651	0.257222	0.322037	0.184090	0.236651	0.257222	0.322037	0.321424	0.305613	0.107951	0.265012	0.184090	0.236651	0.257222	0.322037	
2821000	0.085832	2	0.338905	0.270671	0.119157	0.271268	0.338905	0.270671	0.119157	0.271268	0.219558	0.241551	0.255438	0.283452	0.219558	0.241551	0.255438	0.283452	0.219558	0.241551	0.255438	0.283452	0.338905	0.270671	0.119157	0.271268	0.219558	0.241551	0.255438	0.283452	
2822000	0.085832	2	0.342300	0.279517	0.131517	0.246666	0.342300	0.279517	0.131517	0.246666	0.201385	0.262635	0.265748	0.270232	0.201385	0.262635	0.265748	0.270232	0.201385	0.262635	0.265748	0.270232	0.342300	0.279517	0.131517	0.246666	0.201385	0.262635	0.265748	0.270232	
2823000	0.085832	2	0.342300	0.279517	0.131517	0.246666	0.342300	0.279517	0.131517	0.246666	0.185722	0.258587	0.288536	0.267156	0.185722	0.258587	0.288536	0.267156	0.185722	0.258587	0.288536	0.267156	0.342300	0.279517	0.131517	0.246666	0.185722	0.258587	0.288536	0.267156	
2824000	0.085832	2	0.315801	0.288619	0.135483	0.260097	0.315801	0.288619	0.135483	0.260097	0.196740	0.265207	0.272487	0.265566	0.196740	0.265207	0.272487	0.265566	0.196740	0.265207	0.272487	0.265566	0.315801	0.288619	0.135483	0.260097	0.196740	0.265207	0.272487	0.265566	
2825000	0.085832	2	0.328146	0.269028	0.137210	0.265616	0.328146	0.269028	0.137210	0.265616	0.185445	0.255101	0.271724	0.287730	0.185445	0.255101	0.271724	0.287730	0.185445	0.255101	0.271724	0.287730	0.328146	0.269028	0.137210	0.265616	0.185445	0.255101	0.271724	0.287730	
2826000	0.085832	2	0.328146	0.269028	0.137210	0.265616	0.328146	0.269028	0.137210	0.265616	0.207705	0.272071	0.308806	0.211417	0.328146	0.269028	0.137210	0.265616	0.207705	0.272071	0.308806	0.211417	0.328146	0.269028	0.137210	0.265616	0.207705	0.272071	0.308806	0.211417	
2827000	0.085832	2	0.328146	0.269028	0.137210	0.265616	0.328146	0.269028	0.137210	0.265616	0.185776	0.248629	0.305231	0.260364	0.185776	0.248629	0.305231	0.260364	0.185776	0.248629	0.305231	0.260364	0.328146	0.269028	0.137210	0.265616	0.185776	0.248629	0.305231	0.260364	
2828000	0.085832	2	0.329155	0.285443	0.136511	0.248890	0.329155	0.285443	0.136511	0.248890	0.186128	0.249306	0.297532	0.267034	0.186128	0.249306	0.297532	0.267034	0.186128	0.249306	0.297532	0.267034	0.329155	0.285443	0.136511	0.248890	0.186128	0.249306	0.297532	0.267034	
2829000	0.085832	2	0.313287	0.292414	0.124971	0.269328	0.313287	0.292414	0.124971	0.269328	0.214130	0.260070	0.265595	0.260205	0.214130	0.260070	0.265595	0.260205	0.214130	0.260070	0.265595	0.260205	0.313287	0.292414	0.124971	0.269328	0.214130	0.260070	0.265595	0.260205	
2830000	0.085832	2	0.326610	0.290292	0.122528	0.260570	0.326610	0.290292	0.122528	0.260570	0.176823	0.254413	0.280127	0.288637	0.176823	0.254413	0.280127	0.288637	0.176823	0.254413	0.280127	0.288637	0.326610	0.290292	0.122528	0.260570	0.176823	0.254413	0.280127	0.288637	
2831000	0.085832	2	0.326610	0.290292	0.122528	0.260570	0.326610	0.290292	0.122528	0.260570	0.210586	0.248410	0.289460	0.251545	0.210586	0.248410	0.289460	0.251545	0.210586	0.248410	0.289460	0.251545	0.326610	0.290292	0.122528	0.260570	0.210586	0.248410	0.289460	0.251545	
2832000	0.085832	2	0.326610	0.290292	0.122528	0.260570	0.326610	0.290292	0.122528	0.260570	0.193545	0.271586	0.251733	0.283136	0.193545	0.271586	0.251733	0.283136	0.193545	0.271586	0.251733	0.283136	0.326610	0.290292	0.122528	0.260570	0.193545	0.271586	0.251733	0.283136	
2833000	0.085832	2	0.322184	0.297308	0.115493	0.265015	0.322184	0.297308	0.115493	0.265015	0.179068	0.272734	0.243861	0.304337	0.179068	0.272734	0.243861	0.304337	0.179068	0.272734	0.243861	0.304337	0.322184	0.297308	0.115493	0.265015	0.179068	0.272734	0.243861	0.304337	
2834000	0.085832	2	0.330789	0.291155	0.120031	0.258025	0.330789	0.291155	0.120031	0.258025	0.188228	0.275872	0.281358	0.254542	0.188228	0.275872	0.281358	0.254542	0.188228	0.275872	0.281358	0.254542	0.330789	0.291155	0.120031	0.258025	0.188228	0.275872	0.281358	0.254542	
2835000	0.085832	2	0.330789	0.291155	0.120031	0.258025	0.330789	0.291155	0.120031	0.258025	0.197172	0.256356	0.268813	0.277659	0.197172	0.256356	0.268813	0.277659	0.197172	0.256356	0.268813	0.277659	0.330789	0.291155	0.120031	0.258025	0.197172	0.256356	0.268813	0.277659	
2836000	0.085832	2	0.331092	0.279982	0.120070	0.268856	0.331092	0.279982	0.120070	0.268856	0.177142	0.288872	0.264460	0.269525	0.177142	0.288872	0.264460	0.269525	0.177142	0.288872	0.264460	0.269525	0.331092	0.279982	0.120070	0.268856	0.177142	0.288872	0.264460	0.269525	
2837000	0.085832	2	0.322081	0.290467	0.117250	0.270201	0.322081	0.290467	0.117250	0.270201	0.205911	0.258953	0.282662	0.252474	0.205911	0.258953	0.282662	0.252474	0.205911	0.258953	0.282662	0.252474	0.322081	0.290467	0.117250	0.270201	0.205911	0.258953	0.282662	0.252474	
2838000	0.085832	2	0.340241	0.277503	0.123409	0.258847	0.340241	0.277503	0.123409	0.258847	0.185695	0.248298	0.287048	0.278959	0.185695	0.248298	0.287048	0.278959	0.185695	0.248298	0.287048	0.278959	0.340241	0.277503	0.123409	0.258847	0.185695	0.248298	0.287048	0.278959	
2839000	0.085832	2	0.332650	0.283712	0.118298	0.265340	0.332650	0.283712	0.118298	0.265340	0.185782	0.263640	0.270593	0.279985	0.185782	0.263640	0.270593	0.279985	0.185782	0.263640	0.270593	0.279985	0.332650	0.283712	0.118298	0.265340	0.185782	0.263640	0.270593	0.279985	
2840000	0.085832	2	0.332650	0.283712	0.118298	0.265340	0.332650	0.283712	0.118298	0.265340	0.178841	0.276805	0.280436	0.263918	0.178841	0.276805	0.280436	0.263918	0.178841	0.276805	0.280436	0.263918	0.332650	0.283712	0.118298	0.265340	0.178841	0.276805	0.280436	0.263918	
2841000	0.085832	2	0.313613	0.298473	0.110985	0.276928	0.313613	0.298473	0.110985	0.276928	0.184275	0.292465	0.259497	0.263762	0.184275	0.292465	0.259497	0.263762	0.184275	0.292465	0.259497	0.263762	0.313613	0.298473	0.110985	0.276928	0.184275	0.292465	0.259497	0.263762	
2842000	0.085832	3	0.308977	0.300910	0.118106	0.272008	0.308977	0.300910	0.118106	0.272008	0.208172	0.265008	0.262915	0.263905	0.208172	0.265008	0.262915	0.263905	0.206023	0.234097	0.371116	0.188763	0.308977	0.300910	0.118106	0.272008	0.208172	0.265008	0.262915	0.263905	
2843000	0.085832	2	0.324174	0.281125	0.121774	0.272927	0.324174	0.281125	0.121774	0.272927	0.189888	0.245889	0.275795	0.288428	0.189888	0.245889	0.275795	0.288428	0.189888	0.245889	0.275795	0.288428	0.324174	0.281125	0.121774	0.272927	0.189888	0.245889	0.275795	0.288428	
2844000	0.085832	3	0.324174	0.281125	0.121774	0.272927	0.324174	0.281125	0.121774	0.272927	0.181925	0.265132	0.277825	0.275118	0.154120	0.231243	0.124213	0.490424	0.181925	0.265132	0.277825	0.275118	0.324174	0.281125	0.121774	0.272927	0.181925	0.265132	0.277825	0.275118	
2845000	0.085832	2	0.303333	0.303299	0.119316	0.274052	0.303333	0.303299	0.119316	0.274052	0.193265	0.271335	0.246170	0.289230	0.193265	0.271335	0.246170	0.289230	0.193265	0.271335	0.246170	0.289230	0.303333	0.303299	0.119316	0.274052	0.193265	0.271335	0.246170	0.289230	
2846000	0.085832	2	0.311001	0.309484	0.119588	0.259927	0.311001	0.309484	0.119588	0.259927	0.180952	0.277627	0.259516	0.281905	0.180952	0.277627	0.259516	0.281905	0.180952	0.277627	0.259516	0.281905	0.311001	0.309484	0.119588	0.259927	0.180952	0.277627	0.259516	0.281905	
2847000	0.085832	2	0.331603	0.278747	0.111877	0.277773	0.331603	0.278747	0.111877	0.277773	0.172940	0.275885	0.246315	0.304860	0.172940	0.275885	0.246315	0.304860	0.172940	0.275885	0.246315	0.304860	0.331603	0.278747	0.111877	0.277773	0.172940	0.275885	0.246315	0.304860	
2848000	0.085832	2	0.322134	0.299867	0.112465	0.265533	0.322134	0.299867	0.112465	0.265533	0.205435	0.265567	0.276703	0.252295	0.205435	0.265567	0.276703	0.252295	0.205435	0.265567	0.276703	0.252295	0.322134	0.299867	0.112465	0.265533	0.205435	0.265567	0.276703	0.252295	
2849000	0.085832	2	0.330579	0.272725	0.117705	0.278991	0.330579	0.272725	0.117705	0.278991	0.198985	0.286903	0.246702	0.267411	0.198985	0.286903	0.246702	0.267411	0.198985	0.286903	0.246702	0.267411	0.330579	0.272725	0.117705	0.278991	0.198985	0.286903	0.246702	0.267411	
2850000	0.085832	2	0.342819	0.274851	0.119281	0.263050	0.342819	0.274851	0.119281	0.263050	0.175457	0.283006	0.287992	0.253546	0.175457	0.283006	0.287992	0.253546	0.175457	0.283006	0.287992	0.253546	0.342819	0.274851	0.119281	0.263050	0.175457	0.283006	0.287992	0.253546	
2851000	0.085832	3	0.328319	0.289957	0.127578	0.254146	0.328319	0.289957	0.127578	0.254146	0.198830	0.272516	0.256258	0.272396	0.112435	0.251038	0.170264	0.466263	0.198830	0.272516	0.256258	0.272396	0.328319	0.289957	0.127578	0.254146	0.198830	0.272516	0.256258	0.272396	
2852000	0.085832	3	0.328319	0.289957	0.127578	0.254146	0.328319	0.289957	0.127578	0.254146	0.178032	0.256787	0.293373	0.271808	0.178032	0.256787	0.293373	0.271808	0.276335	0.260088	0.307542	0.156035	0.328319	0.289957	0.127578	0.254146	0.178032	0.256787	0.293373	0.271808	
2853000	0.085832	2	0.328319	0.289957	0.127578	0.254146	0.328319	0.289957	0.127578	0.254146	0.190226	0.259858	0.273654	0.276263	0.190226	0.259858	0.273654	0.276263	0.190226	0.259858	0.273654	0.276263	0.328319	0.289957	0.127578	0.254146	0.190226	0.259858	0.273654	0.276263	
2854000	0.085832	3	0.339548	0.287512	0.119568	0.253372	0.339548	0.287512	0.119568	0.253372	0.185759	0.265375	0.269931	0.278935	0.185759	0.265375	0.269931	0.278935	0.257344	0.210335	0.360919	0.171402	0.339548	0.287512	0.119568	0.253372	0.185759	0.265375	0.269931	0.278935	
2855000	0.085832	2	0.338061	0.288026	0.123846	0.250067	0.338061	0.288026	0.123846	0.250067	0.213676	0.274435	0.262817	0.249071	0.213676	0.274435	0.262817	0.249071	0.213676	0.274435	0.262817	0.249071	0.338061	0.288026	0.123846	0.250067	0.213676	0.274435	0.262817	0.249071	
2856000	0.085832	2	0.339589	0.284011	0.122616	0.253784	0.339589	0.284011	0.122616	0.253784	0.194722	0.278248	0.251776	0.275254	0.194722	0.278248	0.251776	0.275254	0.194722	0.278248	0.251776	0.275254	0.339589	0.284011	0.122616	0.253784	0.194722	0.278248	0.251776	0.275254	
2857000	0.085832	2	0.339147	0.284219	0.121302	0.255332	0.339147	0.284219	0.121302	0.255332	0.183127	0.269353	0.272889	0.274630	0.183127	0.269353	0.272889	0.274630	0.183127	0.269353	0.272889	0.274630	0.339147	0.284219	0.121302	0.255332	0.183127	0.269353	0.272889	0.274630	
2858000	0.085832	2	0.319161	0.281397	0.128602	0.270840	0.319161	0.281397	0.128602	0.270840	0.183127	0.269353	0.272889	0.274630	0.183127	0.269353	0.272889	0.274630	0.183127	0.269353	0.272889	0.274630	0.319161	0.281397	0.128602	0.270840	0.183127	0.269353	0.272889	0.274630	
2859000	0.085832	2	0.320157	0.291945	0.122801	0.265097	0.320157	0.291945	0.122801	0.265097	0.204390	0.250665	0.263103	0.281842	0.204390	0.250665	0.263103	0.281842	0.204390	0.250665	0.263103	0.281842	0.320157	0.291945	0.122801	0.265097	0.204390	0.250665	0.263103	0.281842	
2860000	0.085832	2	0.320157	0.291945	0.122801	0.265097	0.320157	0.291945	0.122801	0.265097	0.201061	0.256842	0.264395	0.277701	0.201061	0.256842	0.264395	0.277701	0.201061	0.256842	0.264395	0.277701	0.320157	0.291945	0.122801	0.265097	0.201061	0.256842	0.264395	0.277701	
2861000	0.085832	2	0.320157	0.291945	0.122801	0.265097	0.320157	0.291945	0.122801	0.265097	0.173141	0.275962	0.283180	0.267717	0.173141	0.275962	0.283180	0.267717	0.173141	0.275962	0.283180	0.267717	0.320157	0.291945	0.122801	0.265097	0.173141	0.275962	0.283180	0.267717	
2862000	0.085832	2	0.320157	0.291945	0.122801	0.265097	0.320157	0.291945	0.122801	0.265097	0.186507	0.251160	0.285909	0.276424	0.186507	0.251160	0.285909	0.276424	0.186507	0.251160	0.285909	0.276424	0.320157	0.291945	0.122801	0.265097	0.186507	0.251160	0.285909	0.276424	
2863000	0.085832	2	0.320157	0.291945	0.122801	0.265097	0.320157	0.291945	0.122801	0.265097	0.204500	0.249171	0.273404	0.272926	0.204500	0.249171	0.273404	0.272926	0.204500	0.249171	0.273404	0.272926	0.320157	0.291945	0.122801	0.265097	0.204500	0.249171	0.273404	0.272926	
2864000	0.085832	2	0.332322	0.294720	0.111215	0.261743	0.332322	0.294720	0.111215	0.261743	0.206783	0.252142	0.270919	0.270156	0.206783	0.252142	0.270919	0.270156	0.206783	0.252142	0.270919	0.270156	0.332322	0.294720	0.111215	0.261743	0.206783	0.252142	0.270919	0.270156	
2865000	0.085832	2	0.328666	0.289961	0.117983	0.263390	0.328666	0.289961	0.117983	0.263390	0.207096	0.255886	0.279807	0.257212	0.207096	0.255886	0.279807	0.257212	0.207096	0.255886	0.279807	0.257212	0.328666	0.289961	0.117983	0.263390	0.207096	0.255886	0.279807	0.257212	
2866000	0.085832	3	0.328666	0.289961	0.117983	0.263390	0.328666	0.289961	0.117983	0.263390	0.201542	0.222259	0.315483	0.260716	0.172089	0.192901	0.162441	0.472569	0.201542	0.222259	0.315483	0.260716	0.328666	0.289961	0.117983	0.263390	0.201542	0.222259	0.315483	0.260716	
2867000	0.085832	2	0.298086	0.297958	0.136579	0.267377	0.298086	0.297958	0.136579	0.267377	0.216957	0.245346	0.314127	0.223570	0.298086	0.297958	0.136579	0.267377	0.216957	0.245346	0.314127	0.223570	0.298086	0.297958	0.136579	0.267377	0.216957	0.245346	0.314127	0.223570	
2868000	0.085832	2	0.306810	0.288762	0.135691	0.268737	0.306810	0.288762	0.135691	0.268737	0.187013	0.235805	0.286993	0.290188	0.187013	0.235805	0.286993	0.290188	0.187013	0.235805	0.286993	0.290188	0.306810	0.288762	0.135691	0.268737	0.187013	0.235805	0.286993	0.290188	
2869000	0.085832	2	0.336217	0.273991	0.127353	0.262439	0.336217	0.273991	0.127353	0.262439	0.170263	0.262369	0.284097	0.283271	0.170263	0.262369	0.284097	0.283271	0.170263	0.262369	0.284097	0.283271	0.336217	0.273991	0.127353	0.262439	0.170263	0.262369	0.284097	0.283271	
2870000	0.085832	2	0.325418	0.294161	0.121770	0.258650	0.325418	0.294161	0.121770	0.258650	0.179427	0.251550	0.295930	0.273093	0.179427	0.251550	0.295930	0.273093	0.179427	0.251550	0.295930	0.273093	0.325418	0.294161	0.121770	0.258650	0.179427	0.251550	0.295930	0.273093	
2871000	0.085832	2	0.340620	0.278024	0.140791	0.240566	0.340620	0.278024	0.140791	0.240566	0.182867	0.277761	0.274683	0.264689	0.182867	0.277761	0.274683	0.264689	0.182867	0.277761	0.274683	0.264689	0.340620	0.278024	0.140791	0.240566	0.182867	0.277761	0.274683	0.264689	
2872000	0.085832	2	0.340620	0.278024	0.140791	0.240566	0.340620	0.278024	0.140791	0.240566	0.191685	0.262888	0.260354	0.285073	0.191685	0.262888	0.260354	0.285073	0.191685	0.262888	0.260354	0.285073	0.340620	0.278024	0.140791	0.240566	0.191685	0.262888	0.260354	0.285073	
2873000	0.085832	2	0.340620	0.278024	0.140791	0.240566	0.340620	0.278024	0.140791	0.240566	0.193196	0.245757	0.294799	0.266248	0.193196	0.245757	0.294799	0.266248	0.193196	0.245757	0.294799	0.266248	0.340620	0.278024	0.140791	0.240566	0.193196	0.245757	0.294799	0.266248	
2874000	0.085832	2	0.305128	0.262870	0.161387	0.270615	0.305128	0.262870	0.161387	0.270615	0.180620	0.208155	0.362358	0.248866	0.305128	0.262870	0.161387	0.270615	0.180620	0.208155	0.362358	0.248866	0.305128	0.262870	0.161387	0.270615	0.180620	0.208155	0.362358	0.248866	
2875000	0.085832	2	0.332792	0.270056	0.136632	0.260520	0.332792	0.270056	0.136632	0.260520	0.190763	0.244649	0.295667	0.268921	0.190763	0.244649	0.295667	0.268921	0.190763	0.244649	0.295667	0.268921	0.332792	0.270056	0.136632	0.260520	0.190763	0.244649	0.295667	0.268921	
2876000	0.085832	2	0.332792	0.270056	0.136632	0.260520	0.332792	0.270056	0.136632	0.260520	0.183059	0.264414	0.268531	0.283996	0.183059	0.264414	0.268531	0.283996	0.183059	0.264414	0.268531	0.283996	0.332792	0.270056	0.136632	0.260520	0.183059	0.264414	0.268531	0.283996	
2877000	0.085832	3	0.336389	0.273063	0.128538	0.262009	0.336389	0.273063	0.128538	0.262009	0.203647	0.247879	0.272312	0.276163	0.110682	0.215633	0.153363	0.520322	0.203647	0.247879	0.272312	0.276163	0.336389	0.273063	0.128538	0.262009	0.203647	0.247879	0.272312	0.276163	
2878000	0.085832	2	0.330300	0.270956	0.129580	0.269164	0.330300	0.270956	0.129580	0.269164	0.190548	0.270126	0.281155	0.258172	0.190548	0.270126	0.281155	0.258172	0.190548	0.270126	0.281155	0.258172	0.330300	0.270956	0.129580	0.269164	0.190548	0.270126	0.281155	0.258172	
2879000	0.085832	3	0.334634	0.272260	0.127096	0.266010	0.334634	0.272260	0.127096	0.266010	0.199703	0.256346	0.265134	0.278817	0.199703	0.256346	0.265134	0.278817	0.197763	0.247854	0.333709	0.220673	0.334634	0.272260	0.127096	0.266010	0.199703	0.256346	0.265134	0.278817	
2880000	0.085832	2	0.338853	0.283365	0.127227	0.250554	0.338853	0.283365	0.127227	0.250554	0.176691	0.276609	0.260050	0.286651	0.176691	0.276609	0.260050	0.286651	0.176691	0.276609	0.260050	0.286651	0.338853	0.283365	0.127227	0.250554	0.176691	0.276609	0.260050	0.286651	
2881000	0.085832	2	0.343351	0.272429	0.125559	0.258662	0.343351	0.272429	0.125559	0.258662	0.206147	0.259327	0.257746	0.276780	0.206147	0.259327	0.257746	0.276780	0.206147	0.259327	0.257746	0.276780	0.343351	0.272429	0.125559	0.258662	0.206147	0.259327	0.257746	0.276780	
2882000	0.085832	2	0.326418	0.292690	0.117821	0.263070	0.326418	0.292690	0.117821	0.263070	0.194573	0.258061	0.274772	0.272593	0.194573	0.258061	0.274772	0.272593	0.194573	0.258061	0.274772	0.272593	0.326418	0.292690	0.117821	0.263070	0.194573	0.258061	0.274772	0.272593	
2883000	0.085832	2	0.312097	0.291017	0.119103	0.277784	0.312097	0.291017	0.119103	0.277784	0.203766	0.275173	0.254492	0.266569	0.203766	0.275173	0.254492	0.266569	0.203766	0.275173	0.254492	0.266569	0.312097	0.291017	0.119103	0.277784	0.203766	0.275173	0.254492	0.266569	
2884000	0.085832	2	0.313386	0.300329	0.122529	0.263755	0.313386	0.300329	0.122529	0.263755	0.202924	0.282599	0.241886	0.272591	0.202924	0.282599	0.241886	0.272591	0.202924	0.282599	0.241886	0.272591	0.313386	0.300329	0.122529	0.263755	0.202924	0.282599	0.241886	0.272591	
2885000	0.085832	2	0.342015	0.273268	0.130698	0.254020	0.342015	0.273268	0.130698	0.254020	0.162897	0.285498	0.272354	0.279251	0.162897	0.285498	0.272354	0.279251	0.162897	0.285498	0.272354	0.279251	0.342015	0.273268	0.130698	0.254020	0.162897	0.285498	0.272354	0.279251	
2886000	0.085832	2	0.328471	0.271724	0.131441	0.268364	0.328471	0.271724	0.131441	0.268364	0.196352	0.275182	0.263832	0.264634	0.196352	0.275182	0.263832	0.264634	0.196352	0.275182	0.263832	0.264634	0.328471	0.271724	0.131441	0.268364	0.196352	0.275182	0.263832	0.264634	
2887000	0.085832	2	0.328471	0.271724	0.131441	0.268364	0.328471	0.271724	0.131441	0.268364	0.169838	0.285004	0.271926	0.273233	0.169838	0.285004	0.271926	0.273233	0.169838	0.285004	0.271926	0.273233	0.328471	0.271724	0.131441	0.268364	0.169838	0.285004	0.271926	0.273233	
2888000	0.085832	2	0.324808	0.275734	0.123281	0.276177	0.324808	0.275734	0.123281	0.276177	0.211763	0.271975	0.270166	0.246097	0.211763	0.271975	0.270166	0.246097	0.211763	0.271975	0.270166	0.246097	0.324808	0.275734	0.123281	0.276177	0.211763	0.271975	0.270166	0.246097	
2889000	0.085832	2	0.323932	0.284701	0.123462	0.267905	0.323932	0.284701	0.123462	0.267905	0.191533	0.263603	0.270851	0.274013	0.191533	0.263603	0.270851	0.274013	0.191533	0.263603	0.270851	0.274013	0.323932	0.284701	0.123462	0.267905	0.191533	0.263603	0.270851	0.274013	
2890000	0.085832	2	0.318006	0.293830	0.125937	0.262226	0.318006	0.293830	0.125937	0.262226	0.191533	0.263603	0.270851	0.274013	0.191533	0.263603	0.270851	0.274013	0.191533	0.263603	0.270851	0.274013	0.318006	0.293830	0.125937	0.262226	0.191533	0.263603	0.270851	0.274013	
2891000	0.085832	2	0.327257	0.293142	0.129001	0.250600	0.327257	0.293142	0.129001	0.250600	0.193991	0.286558	0.258939	0.260513	0.193991	0.286558	0.258939	0.260513	0.193991	0.286558	0.258939	0.260513	0.327257	0.293142	0.129001	0.250600	0.193991	0.286558	0.258939	0.260513	
2892000	0.085832	2	0.322915	0.293618	0.125028	0.258439	0.322915	0.293618	0.125028	0.258439	0.179614	0.242921	0.309670	0.267796	0.179614	0.242921	0.309670	0.267796	0.179614	0.242921	0.309670	0.267796	0.322915	0.293618	0.125028	0.258439	0.179614	0.242921	0.309670	0.267796	
2893000	0.085832	2	0.324277	0.286429	0.118147	0.271147	0.324277	0.286429	0.118147	0.271147	0.176783	0.260035	0.270971	0.292210	0.176783	0.260035	0.270971	0.292210	0.176783	0.260035	0.270971	0.292210	0.324277	0.286429	0.118147	0.271147	0.176783	0.260035	0.270971	0.292210	
2894000	0.085832	2	0.324277	0.286429	0.118147	0.271147	0.324277	0.286429	0.118147	0.271147	0.190548	0.273928	0.275540	0.259984	0.190548	0.273928	0.275540	0.259984	0.190548	0.273928	0.275540	0.259984	0.324277	0.286429	0.118147	0.271147	0.190548	0.273928	0.275540	0.259984	
2895000	0.085832	2	0.324277	0.286429	0.118147	0.271147	0.324277	0.286429	0.118147	0.271147	0.198974	0.259605	0.277813	0.263609	0.198974	0.259605	0.277813	0.263609	0.198974	0.259605	0.277813	0.263609	0.324277	0.286429	0.118147	0.271147	0.198974	0.259605	0.277813	0.263609	
2896000	0.085832	2	0.338111	0.271736	0.125675	0.264478	0.338111	0.271736	0.125675	0.264478	0.192367	0.267182	0.249045	0.291405	0.192367	0.267182	0.249045	0.291405	0.192367	0.267182	0.249045	0.291405	0.338111	0.271736	0.125675	0.264478	0.192367	0.267182	0.249045	0.291405	
2897000	0.085832	2	0.322920	0.294552	0.122727	0.259800	0.322920	0.294552	0.122727	0.259800	0.194829	0.252419	0.281324	0.271428	0.194829	0.252419	0.281324	0.271428	0.194829	0.252419	0.281324	0.271428	0.322920	0.294552	0.122727	0.259800	0.194829	0.252419	0.281324	0.271428	
2898000	0.085832	4	0.342681	0.288721	0.117198	0.251399	0.342681	0.288721	0.117198	0.251399	0.212120	0.270730	0.256156	0.260994	0.171341	0.356049	0.083334	0.389277	0.220131	0.280592	0.363491	0.135786	0.342681	0.288721	0.117198	0.251399	0.212120	0.270730	0.256156	0.260994	
2899000	0.085832	2	0.346873	0.273964	0.123742	0.255421	0.346873	0.273964	0.123742	0.255421	0.185807	0.257454	0.284183	0.272556	0.185807	0.257454	0.284183	0.272556	0.185807	0.257454	0.284183	0.272556	0.346873	0.273964	0.123742	0.255421	0.185807	0.257454	0.284183	0.272556	
2900000	0.085832	2	0.320129	0.287002	0.123063	0.269806	0.320129	0.287002	0.123063	0.269806	0.186301	0.282237	0.249316	0.282147	0.186301	0.282237	0.249316	0.282147	0.186301	0.282237	0.249316	0.282147	0.320129	0.287002	0.123063	0.269806	0.186301	0.282237	0.249316	0.282147	
2901000	0.085832	2	0.320129	0.287002	0.123063	0.269806	0.320129	0.287002	0.123063	0.269806	0.191091	0.252991	0.283499	0.272419	0.191091	0.252991	0.283499	0.272419	0.191091	0.252991	0.283499	0.272419	0.320129	0.287002	0.123063	0.269806	0.191091	0.252991	0.283499	0.272419	
2902000	0.085832	2	0.310595	0.290902	0.133206	0.265297	0.310595	0.290902	0.133206	0.265297	0.181955	0.270992	0.303829	0.243224	0.181955	0.270992	0.303829	0.243224	0.181955	0.270992	0.303829	0.243224	0.310595	0.290902	0.133206	0.265297	0.181955	0.270992	0.303829	0.243224	
