Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	
989000	0.085832	2	0.336692	0.273519	0.127049	0.262740	0.336692	0.273519	0.127049	0.262740	0.192186	0.268958	0.265768	0.273088	0.192186	0.268958	0.265768	0.273088	0.192186	0.268958	0.265768	0.273088	0.336692	0.273519	0.127049	0.262740	0.192186	0.268958	0.265768	0.273088	
990000	0.085832	2	0.312555	0.284546	0.130645	0.272255	0.312555	0.284546	0.130645	0.272255	0.195233	0.287197	0.279469	0.238101	0.195233	0.287197	0.279469	0.238101	0.195233	0.287197	0.279469	0.238101	0.312555	0.284546	0.130645	0.272255	0.195233	0.287197	0.279469	0.238101	
991000	0.085832	2	0.322862	0.295287	0.123033	0.258819	0.322862	0.295287	0.123033	0.258819	0.198046	0.245088	0.295027	0.261839	0.198046	0.245088	0.295027	0.261839	0.198046	0.245088	0.295027	0.261839	0.322862	0.295287	0.123033	0.258819	0.198046	0.245088	0.295027	0.261839	
992000	0.085832	2	0.333438	0.287998	0.115224	0.263340	0.333438	0.287998	0.115224	0.263340	0.206622	0.269723	0.254308	0.269346	0.206622	0.269723	0.254308	0.269346	0.206622	0.269723	0.254308	0.269346	0.333438	0.287998	0.115224	0.263340	0.206622	0.269723	0.254308	0.269346	
993000	0.085832	2	0.333438	0.287998	0.115224	0.263340	0.333438	0.287998	0.115224	0.263340	0.192664	0.265278	0.276073	0.265985	0.192664	0.265278	0.276073	0.265985	0.192664	0.265278	0.276073	0.265985	0.333438	0.287998	0.115224	0.263340	0.192664	0.265278	0.276073	0.265985	
994000	0.085832	2	0.333438	0.287998	0.115224	0.263340	0.333438	0.287998	0.115224	0.263340	0.198817	0.278551	0.253308	0.269323	0.198817	0.278551	0.253308	0.269323	0.198817	0.278551	0.253308	0.269323	0.333438	0.287998	0.115224	0.263340	0.198817	0.278551	0.253308	0.269323	
995000	0.085832	2	0.323243	0.298478	0.114956	0.263323	0.323243	0.298478	0.114956	0.263323	0.174976	0.275825	0.265887	0.283312	0.174976	0.275825	0.265887	0.283312	0.174976	0.275825	0.265887	0.283312	0.323243	0.298478	0.114956	0.263323	0.174976	0.275825	0.265887	0.283312	
996000	0.085832	2	0.328794	0.296009	0.121908	0.253289	0.328794	0.296009	0.121908	0.253289	0.180830	0.265938	0.253707	0.299525	0.180830	0.265938	0.253707	0.299525	0.180830	0.265938	0.253707	0.299525	0.328794	0.296009	0.121908	0.253289	0.180830	0.265938	0.253707	0.299525	
997000	0.085832	2	0.337463	0.296230	0.114579	0.251728	0.337463	0.296230	0.114579	0.251728	0.187806	0.259506	0.271102	0.281587	0.187806	0.259506	0.271102	0.281587	0.187806	0.259506	0.271102	0.281587	0.337463	0.296230	0.114579	0.251728	0.187806	0.259506	0.271102	0.281587	
998000	0.085832	2	0.332237	0.289347	0.118793	0.259622	0.332237	0.289347	0.118793	0.259622	0.199221	0.254754	0.282760	0.263265	0.199221	0.254754	0.282760	0.263265	0.199221	0.254754	0.282760	0.263265	0.332237	0.289347	0.118793	0.259622	0.199221	0.254754	0.282760	0.263265	
999000	0.085832	2	0.330416	0.283026	0.126326	0.260232	0.330416	0.283026	0.126326	0.260232	0.185776	0.266437	0.274536	0.273252	0.185776	0.266437	0.274536	0.273252	0.185776	0.266437	0.274536	0.273252	0.330416	0.283026	0.126326	0.260232	0.185776	0.266437	0.274536	0.273252	
1000000	0.085832	2	0.312410	0.290933	0.129417	0.267241	0.312410	0.290933	0.129417	0.267241	0.182955	0.239298	0.292534	0.285213	0.182955	0.239298	0.292534	0.285213	0.182955	0.239298	0.292534	0.285213	0.312410	0.290933	0.129417	0.267241	0.182955	0.239298	0.292534	0.285213	
1001000	0.085832	2	0.346644	0.273952	0.122769	0.256635	0.346644	0.273952	0.122769	0.256635	0.191901	0.242242	0.263003	0.302854	0.191901	0.242242	0.263003	0.302854	0.191901	0.242242	0.263003	0.302854	0.346644	0.273952	0.122769	0.256635	0.191901	0.242242	0.263003	0.302854	
1002000	0.085832	2	0.336363	0.285846	0.124366	0.253425	0.336363	0.285846	0.124366	0.253425	0.193930	0.289792	0.254985	0.261293	0.193930	0.289792	0.254985	0.261293	0.193930	0.289792	0.254985	0.261293	0.336363	0.285846	0.124366	0.253425	0.193930	0.289792	0.254985	0.261293	
1003000	0.085832	2	0.342415	0.288242	0.123693	0.245651	0.342415	0.288242	0.123693	0.245651	0.206593	0.257014	0.281930	0.254464	0.206593	0.257014	0.281930	0.254464	0.206593	0.257014	0.281930	0.254464	0.342415	0.288242	0.123693	0.245651	0.206593	0.257014	0.281930	0.254464	
1004000	0.085832	2	0.342415	0.288242	0.123693	0.245651	0.342415	0.288242	0.123693	0.245651	0.235675	0.259560	0.263593	0.241172	0.235675	0.259560	0.263593	0.241172	0.235675	0.259560	0.263593	0.241172	0.342415	0.288242	0.123693	0.245651	0.235675	0.259560	0.263593	0.241172	
1005000	0.085832	2	0.342415	0.288242	0.123693	0.245651	0.342415	0.288242	0.123693	0.245651	0.193313	0.265741	0.282917	0.258028	0.193313	0.265741	0.282917	0.258028	0.193313	0.265741	0.282917	0.258028	0.342415	0.288242	0.123693	0.245651	0.193313	0.265741	0.282917	0.258028	
1006000	0.085832	2	0.341955	0.270408	0.131033	0.256604	0.341955	0.270408	0.131033	0.256604	0.202872	0.253129	0.279886	0.264112	0.202872	0.253129	0.279886	0.264112	0.202872	0.253129	0.279886	0.264112	0.341955	0.270408	0.131033	0.256604	0.202872	0.253129	0.279886	0.264112	
1007000	0.085832	2	0.332399	0.271891	0.126134	0.269577	0.332399	0.271891	0.126134	0.269577	0.200561	0.263732	0.252761	0.282946	0.200561	0.263732	0.252761	0.282946	0.200561	0.263732	0.252761	0.282946	0.332399	0.271891	0.126134	0.269577	0.200561	0.263732	0.252761	0.282946	
1008000	0.085832	2	0.330249	0.292215	0.130144	0.247392	0.330249	0.292215	0.130144	0.247392	0.201510	0.268429	0.270505	0.259556	0.201510	0.268429	0.270505	0.259556	0.201510	0.268429	0.270505	0.259556	0.330249	0.292215	0.130144	0.247392	0.201510	0.268429	0.270505	0.259556	
1009000	0.085832	2	0.329123	0.273375	0.139834	0.257667	0.329123	0.273375	0.139834	0.257667	0.175441	0.278225	0.279810	0.266524	0.175441	0.278225	0.279810	0.266524	0.175441	0.278225	0.279810	0.266524	0.329123	0.273375	0.139834	0.257667	0.175441	0.278225	0.279810	0.266524	
1010000	0.085832	2	0.329123	0.273375	0.139834	0.257667	0.329123	0.273375	0.139834	0.257667	0.165351	0.273305	0.282352	0.278992	0.165351	0.273305	0.282352	0.278992	0.165351	0.273305	0.282352	0.278992	0.329123	0.273375	0.139834	0.257667	0.165351	0.273305	0.282352	0.278992	
1011000	0.085832	2	0.334940	0.268323	0.129967	0.266770	0.334940	0.268323	0.129967	0.266770	0.172905	0.249223	0.295298	0.282574	0.172905	0.249223	0.295298	0.282574	0.172905	0.249223	0.295298	0.282574	0.334940	0.268323	0.129967	0.266770	0.172905	0.249223	0.295298	0.282574	
1012000	0.085832	3	0.325031	0.275419	0.142977	0.256574	0.325031	0.275419	0.142977	0.256574	0.198516	0.269420	0.270013	0.262051	0.142319	0.344354	0.124937	0.388390	0.198516	0.269420	0.270013	0.262051	0.325031	0.275419	0.142977	0.256574	0.198516	0.269420	0.270013	0.262051	
1013000	0.085832	2	0.325031	0.275419	0.142977	0.256574	0.325031	0.275419	0.142977	0.256574	0.193442	0.260940	0.296848	0.248770	0.193442	0.260940	0.296848	0.248770	0.193442	0.260940	0.296848	0.248770	0.325031	0.275419	0.142977	0.256574	0.193442	0.260940	0.296848	0.248770	
1014000	0.085832	2	0.320518	0.277849	0.133826	0.267807	0.320518	0.277849	0.133826	0.267807	0.192899	0.259988	0.277362	0.269751	0.192899	0.259988	0.277362	0.269751	0.192899	0.259988	0.277362	0.269751	0.320518	0.277849	0.133826	0.267807	0.192899	0.259988	0.277362	0.269751	
1015000	0.085832	2	0.317238	0.282352	0.136081	0.264330	0.317238	0.282352	0.136081	0.264330	0.179788	0.261851	0.294929	0.263431	0.179788	0.261851	0.294929	0.263431	0.179788	0.261851	0.294929	0.263431	0.317238	0.282352	0.136081	0.264330	0.179788	0.261851	0.294929	0.263431	
1016000	0.085832	2	0.338841	0.277332	0.136658	0.247170	0.338841	0.277332	0.136658	0.247170	0.184279	0.268336	0.283772	0.263613	0.184279	0.268336	0.283772	0.263613	0.184279	0.268336	0.283772	0.263613	0.338841	0.277332	0.136658	0.247170	0.184279	0.268336	0.283772	0.263613	
1017000	0.085832	2	0.327738	0.275663	0.134718	0.261880	0.327738	0.275663	0.134718	0.261880	0.180323	0.277230	0.283731	0.258716	0.180323	0.277230	0.283731	0.258716	0.180323	0.277230	0.283731	0.258716	0.327738	0.275663	0.134718	0.261880	0.180323	0.277230	0.283731	0.258716	
1018000	0.085832	2	0.324769	0.282761	0.130621	0.261850	0.324769	0.282761	0.130621	0.261850	0.202510	0.250297	0.268909	0.278285	0.202510	0.250297	0.268909	0.278285	0.202510	0.250297	0.268909	0.278285	0.324769	0.282761	0.130621	0.261850	0.202510	0.250297	0.268909	0.278285	
1019000	0.085832	2	0.329943	0.281654	0.130176	0.258227	0.329943	0.281654	0.130176	0.258227	0.177964	0.259461	0.272980	0.289595	0.177964	0.259461	0.272980	0.289595	0.177964	0.259461	0.272980	0.289595	0.329943	0.281654	0.130176	0.258227	0.177964	0.259461	0.272980	0.289595	
1020000	0.085832	2	0.336554	0.281517	0.122434	0.259495	0.336554	0.281517	0.122434	0.259495	0.200560	0.247192	0.287330	0.264918	0.200560	0.247192	0.287330	0.264918	0.200560	0.247192	0.287330	0.264918	0.336554	0.281517	0.122434	0.259495	0.200560	0.247192	0.287330	0.264918	
1021000	0.085832	3	0.336554	0.281517	0.122434	0.259495	0.336554	0.281517	0.122434	0.259495	0.197434	0.253617	0.290450	0.258499	0.166868	0.416402	0.081650	0.335081	0.197434	0.253617	0.290450	0.258499	0.336554	0.281517	0.122434	0.259495	0.197434	0.253617	0.290450	0.258499	
1022000	0.085832	2	0.340430	0.283304	0.115103	0.261164	0.340430	0.283304	0.115103	0.261164	0.197113	0.229358	0.310527	0.263002	0.197113	0.229358	0.310527	0.263002	0.197113	0.229358	0.310527	0.263002	0.340430	0.283304	0.115103	0.261164	0.197113	0.229358	0.310527	0.263002	
1023000	0.085832	2	0.340430	0.283304	0.115103	0.261164	0.340430	0.283304	0.115103	0.261164	0.224057	0.265660	0.244054	0.266228	0.224057	0.265660	0.244054	0.266228	0.224057	0.265660	0.244054	0.266228	0.340430	0.283304	0.115103	0.261164	0.224057	0.265660	0.244054	0.266228	
1024000	0.085832	2	0.340430	0.283304	0.115103	0.261164	0.340430	0.283304	0.115103	0.261164	0.169754	0.274106	0.275842	0.280298	0.169754	0.274106	0.275842	0.280298	0.169754	0.274106	0.275842	0.280298	0.340430	0.283304	0.115103	0.261164	0.169754	0.274106	0.275842	0.280298	
1025000	0.085832	2	0.340430	0.283304	0.115103	0.261164	0.340430	0.283304	0.115103	0.261164	0.171857	0.285527	0.273765	0.268850	0.171857	0.285527	0.273765	0.268850	0.171857	0.285527	0.273765	0.268850	0.340430	0.283304	0.115103	0.261164	0.171857	0.285527	0.273765	0.268850	
1026000	0.085832	2	0.334302	0.284197	0.116709	0.264793	0.334302	0.284197	0.116709	0.264793	0.192125	0.266242	0.253593	0.288041	0.192125	0.266242	0.253593	0.288041	0.192125	0.266242	0.253593	0.288041	0.334302	0.284197	0.116709	0.264793	0.192125	0.266242	0.253593	0.288041	
1027000	0.085832	2	0.334302	0.284197	0.116709	0.264793	0.334302	0.284197	0.116709	0.264793	0.197208	0.261195	0.267252	0.274344	0.197208	0.261195	0.267252	0.274344	0.197208	0.261195	0.267252	0.274344	0.334302	0.284197	0.116709	0.264793	0.197208	0.261195	0.267252	0.274344	
1028000	0.085832	3	0.334302	0.284197	0.116709	0.264793	0.334302	0.284197	0.116709	0.264793	0.200596	0.263139	0.255855	0.280410	0.143060	0.327426	0.160205	0.369309	0.200596	0.263139	0.255855	0.280410	0.334302	0.284197	0.116709	0.264793	0.200596	0.263139	0.255855	0.280410	
1029000	0.085832	2	0.334302	0.284197	0.116709	0.264793	0.334302	0.284197	0.116709	0.264793	0.219002	0.247681	0.264780	0.268536	0.219002	0.247681	0.264780	0.268536	0.219002	0.247681	0.264780	0.268536	0.334302	0.284197	0.116709	0.264793	0.219002	0.247681	0.264780	0.268536	
1030000	0.085832	2	0.334302	0.284197	0.116709	0.264793	0.334302	0.284197	0.116709	0.264793	0.201653	0.257767	0.272054	0.268526	0.201653	0.257767	0.272054	0.268526	0.201653	0.257767	0.272054	0.268526	0.334302	0.284197	0.116709	0.264793	0.201653	0.257767	0.272054	0.268526	
1031000	0.085832	3	0.311987	0.304364	0.126349	0.257300	0.311987	0.304364	0.126349	0.257300	0.218142	0.250431	0.285506	0.245921	0.221281	0.324024	0.186853	0.267842	0.218142	0.250431	0.285506	0.245921	0.311987	0.304364	0.126349	0.257300	0.218142	0.250431	0.285506	0.245921	
1032000	0.085832	2	0.322675	0.292173	0.123219	0.261933	0.322675	0.292173	0.123219	0.261933	0.193259	0.263037	0.295330	0.248374	0.193259	0.263037	0.295330	0.248374	0.193259	0.263037	0.295330	0.248374	0.322675	0.292173	0.123219	0.261933	0.193259	0.263037	0.295330	0.248374	
1033000	0.085832	2	0.322675	0.292173	0.123219	0.261933	0.322675	0.292173	0.123219	0.261933	0.193121	0.264499	0.264920	0.277460	0.193121	0.264499	0.264920	0.277460	0.193121	0.264499	0.264920	0.277460	0.322675	0.292173	0.123219	0.261933	0.193121	0.264499	0.264920	0.277460	
1034000	0.085832	2	0.322675	0.292173	0.123219	0.261933	0.322675	0.292173	0.123219	0.261933	0.187407	0.253845	0.278192	0.280557	0.187407	0.253845	0.278192	0.280557	0.187407	0.253845	0.278192	0.280557	0.322675	0.292173	0.123219	0.261933	0.187407	0.253845	0.278192	0.280557	
1035000	0.085832	2	0.337826	0.282190	0.121233	0.258751	0.337826	0.282190	0.121233	0.258751	0.197409	0.251739	0.273353	0.277500	0.197409	0.251739	0.273353	0.277500	0.197409	0.251739	0.273353	0.277500	0.337826	0.282190	0.121233	0.258751	0.197409	0.251739	0.273353	0.277500	
1036000	0.085832	2	0.342894	0.275323	0.120423	0.261361	0.342894	0.275323	0.120423	0.261361	0.203732	0.266033	0.254340	0.275894	0.203732	0.266033	0.254340	0.275894	0.203732	0.266033	0.254340	0.275894	0.342894	0.275323	0.120423	0.261361	0.203732	0.266033	0.254340	0.275894	
1037000	0.085832	2	0.342894	0.275323	0.120423	0.261361	0.342894	0.275323	0.120423	0.261361	0.174723	0.269018	0.281172	0.275087	0.174723	0.269018	0.281172	0.275087	0.174723	0.269018	0.281172	0.275087	0.342894	0.275323	0.120423	0.261361	0.174723	0.269018	0.281172	0.275087	
1038000	0.085832	2	0.342894	0.275323	0.120423	0.261361	0.342894	0.275323	0.120423	0.261361	0.200743	0.263480	0.261703	0.274074	0.200743	0.263480	0.261703	0.274074	0.200743	0.263480	0.261703	0.274074	0.342894	0.275323	0.120423	0.261361	0.200743	0.263480	0.261703	0.274074	
1039000	0.085832	2	0.342894	0.275323	0.120423	0.261361	0.342894	0.275323	0.120423	0.261361	0.199431	0.277307	0.256437	0.266826	0.199431	0.277307	0.256437	0.266826	0.199431	0.277307	0.256437	0.266826	0.342894	0.275323	0.120423	0.261361	0.199431	0.277307	0.256437	0.266826	
1040000	0.085832	2	0.342894	0.275323	0.120423	0.261361	0.342894	0.275323	0.120423	0.261361	0.215055	0.254018	0.258636	0.272291	0.215055	0.254018	0.258636	0.272291	0.215055	0.254018	0.258636	0.272291	0.342894	0.275323	0.120423	0.261361	0.215055	0.254018	0.258636	0.272291	
1041000	0.085832	3	0.331887	0.288173	0.112646	0.267293	0.331887	0.288173	0.112646	0.267293	0.196964	0.270005	0.267573	0.265458	0.219623	0.274042	0.196965	0.309371	0.196964	0.270005	0.267573	0.265458	0.331887	0.288173	0.112646	0.267293	0.196964	0.270005	0.267573	0.265458	
1042000	0.085832	2	0.335518	0.284260	0.109815	0.270406	0.335518	0.284260	0.109815	0.270406	0.191809	0.270849	0.262124	0.275217	0.191809	0.270849	0.262124	0.275217	0.191809	0.270849	0.262124	0.275217	0.335518	0.284260	0.109815	0.270406	0.191809	0.270849	0.262124	0.275217	
1043000	0.085832	2	0.333447	0.283420	0.117079	0.266054	0.333447	0.283420	0.117079	0.266054	0.203574	0.259274	0.266429	0.270723	0.203574	0.259274	0.266429	0.270723	0.203574	0.259274	0.266429	0.270723	0.333447	0.283420	0.117079	0.266054	0.203574	0.259274	0.266429	0.270723	
1044000	0.085832	2	0.340458	0.275451	0.121775	0.262316	0.340458	0.275451	0.121775	0.262316	0.204299	0.273128	0.253204	0.269369	0.204299	0.273128	0.253204	0.269369	0.204299	0.273128	0.253204	0.269369	0.340458	0.275451	0.121775	0.262316	0.204299	0.273128	0.253204	0.269369	
1045000	0.085832	2	0.330050	0.290711	0.120387	0.258853	0.330050	0.290711	0.120387	0.258853	0.201998	0.240835	0.266404	0.290763	0.201998	0.240835	0.266404	0.290763	0.201998	0.240835	0.266404	0.290763	0.330050	0.290711	0.120387	0.258853	0.201998	0.240835	0.266404	0.290763	
1046000	0.085832	2	0.332190	0.293082	0.119406	0.255322	0.332190	0.293082	0.119406	0.255322	0.202365	0.269497	0.272292	0.255846	0.202365	0.269497	0.272292	0.255846	0.202365	0.269497	0.272292	0.255846	0.332190	0.293082	0.119406	0.255322	0.202365	0.269497	0.272292	0.255846	
1047000	0.085832	2	0.322869	0.296563	0.125048	0.255520	0.322869	0.296563	0.125048	0.255520	0.185956	0.254578	0.293209	0.266257	0.185956	0.254578	0.293209	0.266257	0.185956	0.254578	0.293209	0.266257	0.322869	0.296563	0.125048	0.255520	0.185956	0.254578	0.293209	0.266257	
1048000	0.085832	2	0.326208	0.282880	0.123687	0.267225	0.326208	0.282880	0.123687	0.267225	0.201142	0.243021	0.284631	0.271205	0.201142	0.243021	0.284631	0.271205	0.201142	0.243021	0.284631	0.271205	0.326208	0.282880	0.123687	0.267225	0.201142	0.243021	0.284631	0.271205	
1049000	0.085832	2	0.326208	0.282880	0.123687	0.267225	0.326208	0.282880	0.123687	0.267225	0.192437	0.250642	0.249295	0.307627	0.192437	0.250642	0.249295	0.307627	0.192437	0.250642	0.249295	0.307627	0.326208	0.282880	0.123687	0.267225	0.192437	0.250642	0.249295	0.307627	
1050000	0.085832	2	0.329244	0.294418	0.115032	0.261306	0.329244	0.294418	0.115032	0.261306	0.193805	0.256712	0.272733	0.276749	0.193805	0.256712	0.272733	0.276749	0.193805	0.256712	0.272733	0.276749	0.329244	0.294418	0.115032	0.261306	0.193805	0.256712	0.272733	0.276749	
1051000	0.085832	2	0.330727	0.284525	0.130239	0.254509	0.330727	0.284525	0.130239	0.254509	0.182766	0.272595	0.278297	0.266343	0.182766	0.272595	0.278297	0.266343	0.182766	0.272595	0.278297	0.266343	0.330727	0.284525	0.130239	0.254509	0.182766	0.272595	0.278297	0.266343	
1052000	0.085832	2	0.324555	0.280704	0.128372	0.266369	0.324555	0.280704	0.128372	0.266369	0.198072	0.258073	0.291563	0.252292	0.198072	0.258073	0.291563	0.252292	0.198072	0.258073	0.291563	0.252292	0.324555	0.280704	0.128372	0.266369	0.198072	0.258073	0.291563	0.252292	
1053000	0.085832	2	0.324555	0.280704	0.128372	0.266369	0.324555	0.280704	0.128372	0.266369	0.167738	0.265716	0.270395	0.296152	0.167738	0.265716	0.270395	0.296152	0.167738	0.265716	0.270395	0.296152	0.324555	0.280704	0.128372	0.266369	0.167738	0.265716	0.270395	0.296152	
1054000	0.085832	2	0.324555	0.280704	0.128372	0.266369	0.324555	0.280704	0.128372	0.266369	0.180189	0.245387	0.294799	0.279625	0.180189	0.245387	0.294799	0.279625	0.180189	0.245387	0.294799	0.279625	0.324555	0.280704	0.128372	0.266369	0.180189	0.245387	0.294799	0.279625	
1055000	0.085832	2	0.324555	0.280704	0.128372	0.266369	0.324555	0.280704	0.128372	0.266369	0.193385	0.268402	0.276530	0.261684	0.193385	0.268402	0.276530	0.261684	0.193385	0.268402	0.276530	0.261684	0.324555	0.280704	0.128372	0.266369	0.193385	0.268402	0.276530	0.261684	
1056000	0.085832	2	0.324555	0.280704	0.128372	0.266369	0.324555	0.280704	0.128372	0.266369	0.195186	0.253382	0.289539	0.261892	0.195186	0.253382	0.289539	0.261892	0.195186	0.253382	0.289539	0.261892	0.324555	0.280704	0.128372	0.266369	0.195186	0.253382	0.289539	0.261892	
1057000	0.085832	2	0.317560	0.295018	0.124788	0.262634	0.317560	0.295018	0.124788	0.262634	0.191347	0.278376	0.261505	0.268772	0.191347	0.278376	0.261505	0.268772	0.191347	0.278376	0.261505	0.268772	0.317560	0.295018	0.124788	0.262634	0.191347	0.278376	0.261505	0.268772	
1058000	0.085832	2	0.323856	0.285215	0.119485	0.271444	0.323856	0.285215	0.119485	0.271444	0.218099	0.243841	0.243938	0.294121	0.218099	0.243841	0.243938	0.294121	0.218099	0.243841	0.243938	0.294121	0.323856	0.285215	0.119485	0.271444	0.218099	0.243841	0.243938	0.294121	
1059000	0.085832	3	0.323256	0.294588	0.117388	0.264768	0.323256	0.294588	0.117388	0.264768	0.163557	0.268952	0.279800	0.287692	0.163557	0.268952	0.279800	0.287692	0.309520	0.128558	0.306652	0.255270	0.323256	0.294588	0.117388	0.264768	0.163557	0.268952	0.279800	0.287692	
1060000	0.085832	2	0.323256	0.294588	0.117388	0.264768	0.323256	0.294588	0.117388	0.264768	0.172151	0.261919	0.303256	0.262675	0.172151	0.261919	0.303256	0.262675	0.172151	0.261919	0.303256	0.262675	0.323256	0.294588	0.117388	0.264768	0.172151	0.261919	0.303256	0.262675	
1061000	0.085832	2	0.331527	0.290385	0.123028	0.255060	0.331527	0.290385	0.123028	0.255060	0.193403	0.282423	0.266242	0.257931	0.193403	0.282423	0.266242	0.257931	0.193403	0.282423	0.266242	0.257931	0.331527	0.290385	0.123028	0.255060	0.193403	0.282423	0.266242	0.257931	
1062000	0.085832	2	0.313084	0.295128	0.118100	0.273688	0.313084	0.295128	0.118100	0.273688	0.193704	0.276445	0.252490	0.277361	0.193704	0.276445	0.252490	0.277361	0.193704	0.276445	0.252490	0.277361	0.313084	0.295128	0.118100	0.273688	0.193704	0.276445	0.252490	0.277361	
1063000	0.085832	2	0.313084	0.295128	0.118100	0.273688	0.313084	0.295128	0.118100	0.273688	0.202828	0.262747	0.285666	0.248758	0.202828	0.262747	0.285666	0.248758	0.202828	0.262747	0.285666	0.248758	0.313084	0.295128	0.118100	0.273688	0.202828	0.262747	0.285666	0.248758	
1064000	0.085832	2	0.307005	0.293373	0.108928	0.290695	0.307005	0.293373	0.108928	0.290695	0.179883	0.281609	0.259929	0.278580	0.179883	0.281609	0.259929	0.278580	0.179883	0.281609	0.259929	0.278580	0.307005	0.293373	0.108928	0.290695	0.179883	0.281609	0.259929	0.278580	
1065000	0.085832	2	0.312582	0.301315	0.119036	0.267067	0.312582	0.301315	0.119036	0.267067	0.198008	0.246395	0.295305	0.260292	0.198008	0.246395	0.295305	0.260292	0.198008	0.246395	0.295305	0.260292	0.312582	0.301315	0.119036	0.267067	0.198008	0.246395	0.295305	0.260292	
1066000	0.085832	2	0.315178	0.290554	0.121812	0.272456	0.315178	0.290554	0.121812	0.272456	0.187025	0.261608	0.272477	0.278889	0.187025	0.261608	0.272477	0.278889	0.187025	0.261608	0.272477	0.278889	0.315178	0.290554	0.121812	0.272456	0.187025	0.261608	0.272477	0.278889	
1067000	0.085832	2	0.302148	0.300860	0.138866	0.258126	0.302148	0.300860	0.138866	0.258126	0.189150	0.252622	0.256652	0.301576	0.189150	0.252622	0.256652	0.301576	0.189150	0.252622	0.256652	0.301576	0.302148	0.300860	0.138866	0.258126	0.189150	0.252622	0.256652	0.301576	
1068000	0.085832	2	0.329374	0.278320	0.135218	0.257088	0.329374	0.278320	0.135218	0.257088	0.175458	0.279242	0.266907	0.278393	0.175458	0.279242	0.266907	0.278393	0.175458	0.279242	0.266907	0.278393	0.329374	0.278320	0.135218	0.257088	0.175458	0.279242	0.266907	0.278393	
1069000	0.085832	2	0.329374	0.278320	0.135218	0.257088	0.329374	0.278320	0.135218	0.257088	0.173504	0.267538	0.280517	0.278441	0.173504	0.267538	0.280517	0.278441	0.173504	0.267538	0.280517	0.278441	0.329374	0.278320	0.135218	0.257088	0.173504	0.267538	0.280517	0.278441	
1070000	0.085832	2	0.311558	0.281516	0.133007	0.273919	0.311558	0.281516	0.133007	0.273919	0.175236	0.234207	0.301588	0.288969	0.175236	0.234207	0.301588	0.288969	0.175236	0.234207	0.301588	0.288969	0.311558	0.281516	0.133007	0.273919	0.175236	0.234207	0.301588	0.288969	
1071000	0.085832	2	0.307621	0.286986	0.133028	0.272365	0.307621	0.286986	0.133028	0.272365	0.186047	0.284815	0.262206	0.266933	0.186047	0.284815	0.262206	0.266933	0.186047	0.284815	0.262206	0.266933	0.307621	0.286986	0.133028	0.272365	0.186047	0.284815	0.262206	0.266933	
1072000	0.085832	3	0.307549	0.312602	0.114496	0.265353	0.307549	0.312602	0.114496	0.265353	0.189607	0.261450	0.265826	0.283117	0.151988	0.370125	0.163551	0.314336	0.189607	0.261450	0.265826	0.283117	0.307549	0.312602	0.114496	0.265353	0.189607	0.261450	0.265826	0.283117	
1073000	0.085832	2	0.313800	0.296105	0.118331	0.271765	0.313800	0.296105	0.118331	0.271765	0.210297	0.266588	0.293791	0.229324	0.210297	0.266588	0.293791	0.229324	0.210297	0.266588	0.293791	0.229324	0.313800	0.296105	0.118331	0.271765	0.210297	0.266588	0.293791	0.229324	
1074000	0.085832	2	0.333158	0.294034	0.118480	0.254328	0.333158	0.294034	0.118480	0.254328	0.199544	0.242018	0.263206	0.295232	0.199544	0.242018	0.263206	0.295232	0.199544	0.242018	0.263206	0.295232	0.333158	0.294034	0.118480	0.254328	0.199544	0.242018	0.263206	0.295232	
1075000	0.085832	2	0.330284	0.286877	0.128030	0.254809	0.330284	0.286877	0.128030	0.254809	0.184196	0.258034	0.278135	0.279635	0.184196	0.258034	0.278135	0.279635	0.184196	0.258034	0.278135	0.279635	0.330284	0.286877	0.128030	0.254809	0.184196	0.258034	0.278135	0.279635	
1076000	0.085832	2	0.326872	0.285748	0.124757	0.262622	0.326872	0.285748	0.124757	0.262622	0.184196	0.258034	0.278135	0.279635	0.184196	0.258034	0.278135	0.279635	0.184196	0.258034	0.278135	0.279635	0.326872	0.285748	0.124757	0.262622	0.184196	0.258034	0.278135	0.279635	
1077000	0.085832	2	0.326872	0.285748	0.124757	0.262622	0.326872	0.285748	0.124757	0.262622	0.180788	0.261187	0.273559	0.284466	0.180788	0.261187	0.273559	0.284466	0.180788	0.261187	0.273559	0.284466	0.326872	0.285748	0.124757	0.262622	0.180788	0.261187	0.273559	0.284466	
1078000	0.085832	2	0.309659	0.294806	0.119330	0.276205	0.309659	0.294806	0.119330	0.276205	0.195034	0.273396	0.269809	0.261760	0.195034	0.273396	0.269809	0.261760	0.195034	0.273396	0.269809	0.261760	0.309659	0.294806	0.119330	0.276205	0.195034	0.273396	0.269809	0.261760	
