Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	R[AC,7]	R[AG,7]	R[AT,7]	R[CG,7]	R[CT,7]	R[GT,7]	
1000	16.777027	2	0.057373	0.570223	0.040443	0.014860	0.249225	0.067876	0.057373	0.570223	0.040443	0.014860	0.249225	0.067876	0.057373	0.570223	0.040443	0.014860	0.249225	0.067876	0.024684	0.443126	0.070057	0.234857	0.160552	0.066724	0.024684	0.443126	0.070057	0.234857	0.160552	0.066724	0.024684	0.443126	0.070057	0.234857	0.160552	0.066724	0.057373	0.570223	0.040443	0.014860	0.249225	0.067876	
2000	16.777027	2	0.062983	0.463170	0.059837	0.034690	0.321693	0.057628	0.062983	0.463170	0.059837	0.034690	0.321693	0.057628	0.062983	0.463170	0.059837	0.034690	0.321693	0.057628	0.072042	0.443519	0.058067	0.229148	0.137524	0.059699	0.072042	0.443519	0.058067	0.229148	0.137524	0.059699	0.072042	0.443519	0.058067	0.229148	0.137524	0.059699	0.062983	0.463170	0.059837	0.034690	0.321693	0.057628	
3000	16.777027	2	0.071322	0.418946	0.057525	0.033350	0.362830	0.056028	0.071322	0.418946	0.057525	0.033350	0.362830	0.056028	0.071322	0.418946	0.057525	0.033350	0.362830	0.056028	0.046478	0.483209	0.123903	0.193977	0.113318	0.039115	0.046478	0.483209	0.123903	0.193977	0.113318	0.039115	0.046478	0.483209	0.123903	0.193977	0.113318	0.039115	0.071322	0.418946	0.057525	0.033350	0.362830	0.056028	
4000	16.777027	2	0.067504	0.419106	0.062009	0.035063	0.369863	0.046455	0.067504	0.419106	0.062009	0.035063	0.369863	0.046455	0.067504	0.419106	0.062009	0.035063	0.369863	0.046455	0.074877	0.267107	0.078090	0.228478	0.294452	0.056997	0.074877	0.267107	0.078090	0.228478	0.294452	0.056997	0.074877	0.267107	0.078090	0.228478	0.294452	0.056997	0.067504	0.419106	0.062009	0.035063	0.369863	0.046455	
5000	16.777027	2	0.071992	0.420093	0.066182	0.023270	0.364792	0.053672	0.071992	0.420093	0.066182	0.023270	0.364792	0.053672	0.071992	0.420093	0.066182	0.023270	0.364792	0.053672	0.084942	0.420849	0.031712	0.242542	0.121936	0.098019	0.084942	0.420849	0.031712	0.242542	0.121936	0.098019	0.084942	0.420849	0.031712	0.242542	0.121936	0.098019	0.071992	0.420093	0.066182	0.023270	0.364792	0.053672	
6000	16.777027	3	0.071992	0.420093	0.066182	0.023270	0.364792	0.053672	0.071992	0.420093	0.066182	0.023270	0.364792	0.053672	0.071992	0.420093	0.066182	0.023270	0.364792	0.053672	0.052505	0.305388	0.048257	0.142042	0.325932	0.125877	0.031859	0.339086	0.410816	0.095278	0.077279	0.045681	0.052505	0.305388	0.048257	0.142042	0.325932	0.125877	0.071992	0.420093	0.066182	0.023270	0.364792	0.053672	
7000	16.777027	3	0.074087	0.420894	0.060497	0.020234	0.381275	0.043013	0.074087	0.420894	0.060497	0.020234	0.381275	0.043013	0.074087	0.420894	0.060497	0.020234	0.381275	0.043013	0.285922	0.145942	0.140184	0.171125	0.166454	0.090372	0.098542	0.251807	0.142463	0.303472	0.106894	0.096822	0.098542	0.251807	0.142463	0.303472	0.106894	0.096822	0.074087	0.420894	0.060497	0.020234	0.381275	0.043013	
8000	16.777027	2	0.066948	0.414086	0.064201	0.037735	0.363154	0.053876	0.066948	0.414086	0.064201	0.037735	0.363154	0.053876	0.066948	0.414086	0.064201	0.037735	0.363154	0.053876	0.124577	0.375687	0.059521	0.216495	0.191871	0.031850	0.124577	0.375687	0.059521	0.216495	0.191871	0.031850	0.124577	0.375687	0.059521	0.216495	0.191871	0.031850	0.066948	0.414086	0.064201	0.037735	0.363154	0.053876	
9000	16.777027	2	0.073225	0.400679	0.054044	0.038063	0.386663	0.047326	0.073225	0.400679	0.054044	0.038063	0.386663	0.047326	0.073225	0.400679	0.054044	0.038063	0.386663	0.047326	0.111299	0.297589	0.125930	0.191476	0.193298	0.080409	0.111299	0.297589	0.125930	0.191476	0.193298	0.080409	0.111299	0.297589	0.125930	0.191476	0.193298	0.080409	0.073225	0.400679	0.054044	0.038063	0.386663	0.047326	
10000	16.777027	2	0.069970	0.416881	0.062805	0.028784	0.377276	0.044284	0.069970	0.416881	0.062805	0.028784	0.377276	0.044284	0.069970	0.416881	0.062805	0.028784	0.377276	0.044284	0.023718	0.366985	0.130770	0.280426	0.167784	0.030318	0.023718	0.366985	0.130770	0.280426	0.167784	0.030318	0.023718	0.366985	0.130770	0.280426	0.167784	0.030318	0.069970	0.416881	0.062805	0.028784	0.377276	0.044284	
11000	16.777027	2	0.065208	0.413054	0.057818	0.021230	0.386742	0.055948	0.065208	0.413054	0.057818	0.021230	0.386742	0.055948	0.065208	0.413054	0.057818	0.021230	0.386742	0.055948	0.101469	0.360966	0.106841	0.190078	0.170263	0.070382	0.101469	0.360966	0.106841	0.190078	0.170263	0.070382	0.101469	0.360966	0.106841	0.190078	0.170263	0.070382	0.065208	0.413054	0.057818	0.021230	0.386742	0.055948	
12000	16.777027	3	0.057689	0.428267	0.050661	0.044419	0.368902	0.050063	0.057689	0.428267	0.050661	0.044419	0.368902	0.050063	0.057689	0.428267	0.050661	0.044419	0.368902	0.050063	0.025262	0.335295	0.037742	0.263318	0.298614	0.039769	0.217698	0.434151	0.131884	0.125038	0.045935	0.045294	0.025262	0.335295	0.037742	0.263318	0.298614	0.039769	0.057689	0.428267	0.050661	0.044419	0.368902	0.050063	
13000	16.777027	3	0.072036	0.380186	0.051676	0.025370	0.413505	0.057226	0.072036	0.380186	0.051676	0.025370	0.413505	0.057226	0.041019	0.295754	0.097480	0.025575	0.421706	0.118465	0.128662	0.207891	0.080855	0.134533	0.359373	0.088686	0.128662	0.207891	0.080855	0.134533	0.359373	0.088686	0.128662	0.207891	0.080855	0.134533	0.359373	0.088686	0.072036	0.380186	0.051676	0.025370	0.413505	0.057226	
14000	16.777027	2	0.073517	0.406289	0.061050	0.026060	0.383060	0.050023	0.073517	0.406289	0.061050	0.026060	0.383060	0.050023	0.073517	0.406289	0.061050	0.026060	0.383060	0.050023	0.082402	0.499827	0.046380	0.146760	0.171821	0.052810	0.082402	0.499827	0.046380	0.146760	0.171821	0.052810	0.082402	0.499827	0.046380	0.146760	0.171821	0.052810	0.073517	0.406289	0.061050	0.026060	0.383060	0.050023	
15000	16.777027	2	0.068750	0.397732	0.058500	0.027209	0.400093	0.047715	0.068750	0.397732	0.058500	0.027209	0.400093	0.047715	0.068750	0.397732	0.058500	0.027209	0.400093	0.047715	0.065796	0.337859	0.116632	0.148866	0.222403	0.108444	0.065796	0.337859	0.116632	0.148866	0.222403	0.108444	0.065796	0.337859	0.116632	0.148866	0.222403	0.108444	0.068750	0.397732	0.058500	0.027209	0.400093	0.047715	
16000	16.777027	2	0.064504	0.392375	0.066209	0.032098	0.396319	0.048494	0.064504	0.392375	0.066209	0.032098	0.396319	0.048494	0.064504	0.392375	0.066209	0.032098	0.396319	0.048494	0.039252	0.358128	0.096571	0.142868	0.259132	0.104048	0.039252	0.358128	0.096571	0.142868	0.259132	0.104048	0.039252	0.358128	0.096571	0.142868	0.259132	0.104048	0.064504	0.392375	0.066209	0.032098	0.396319	0.048494	
17000	16.777027	3	0.063775	0.423120	0.059176	0.028684	0.380722	0.044522	0.063775	0.423120	0.059176	0.028684	0.380722	0.044522	0.063775	0.423120	0.059176	0.028684	0.380722	0.044522	0.039173	0.439476	0.039011	0.234305	0.170858	0.077176	0.088691	0.336735	0.180823	0.188456	0.137443	0.067851	0.039173	0.439476	0.039011	0.234305	0.170858	0.077176	0.063775	0.423120	0.059176	0.028684	0.380722	0.044522	
18000	16.777027	2	0.065072	0.423896	0.059285	0.024343	0.374545	0.052859	0.065072	0.423896	0.059285	0.024343	0.374545	0.052859	0.065072	0.423896	0.059285	0.024343	0.374545	0.052859	0.068575	0.362587	0.169696	0.170367	0.189695	0.039080	0.068575	0.362587	0.169696	0.170367	0.189695	0.039080	0.068575	0.362587	0.169696	0.170367	0.189695	0.039080	0.065072	0.423896	0.059285	0.024343	0.374545	0.052859	
19000	16.777027	2	0.065072	0.423896	0.059285	0.024343	0.374545	0.052859	0.065072	0.423896	0.059285	0.024343	0.374545	0.052859	0.065072	0.423896	0.059285	0.024343	0.374545	0.052859	0.106274	0.366219	0.217086	0.098937	0.077957	0.133526	0.106274	0.366219	0.217086	0.098937	0.077957	0.133526	0.065072	0.423896	0.059285	0.024343	0.374545	0.052859	0.065072	0.423896	0.059285	0.024343	0.374545	0.052859	
20000	16.777027	3	0.060887	0.452264	0.056514	0.036310	0.352081	0.041943	0.060887	0.452264	0.056514	0.036310	0.352081	0.041943	0.060887	0.452264	0.056514	0.036310	0.352081	0.041943	0.116495	0.396270	0.051064	0.298823	0.051921	0.085427	0.258445	0.190012	0.247326	0.178075	0.087375	0.038767	0.060887	0.452264	0.056514	0.036310	0.352081	0.041943	0.060887	0.452264	0.056514	0.036310	0.352081	0.041943	
21000	16.777027	2	0.062948	0.443611	0.058360	0.028190	0.363578	0.043313	0.062948	0.443611	0.058360	0.028190	0.363578	0.043313	0.062948	0.443611	0.058360	0.028190	0.363578	0.043313	0.116188	0.099041	0.278392	0.152633	0.349389	0.004358	0.116188	0.099041	0.278392	0.152633	0.349389	0.004358	0.062948	0.443611	0.058360	0.028190	0.363578	0.043313	0.062948	0.443611	0.058360	0.028190	0.363578	0.043313	
22000	16.777027	3	0.065667	0.456357	0.061195	0.032136	0.349987	0.034658	0.065667	0.456357	0.061195	0.032136	0.349987	0.034658	0.065667	0.456357	0.061195	0.032136	0.349987	0.034658	0.064581	0.532955	0.086873	0.140041	0.139468	0.036082	0.284521	0.238188	0.110330	0.061348	0.270109	0.035505	0.064581	0.532955	0.086873	0.140041	0.139468	0.036082	0.065667	0.456357	0.061195	0.032136	0.349987	0.034658	
23000	16.777027	2	0.055412	0.429377	0.061679	0.032648	0.359855	0.061029	0.055412	0.429377	0.061679	0.032648	0.359855	0.061029	0.055412	0.429377	0.061679	0.032648	0.359855	0.061029	0.074543	0.435769	0.119568	0.163788	0.160011	0.046321	0.074543	0.435769	0.119568	0.163788	0.160011	0.046321	0.074543	0.435769	0.119568	0.163788	0.160011	0.046321	0.055412	0.429377	0.061679	0.032648	0.359855	0.061029	
24000	16.777027	3	0.065258	0.429399	0.052408	0.034817	0.359873	0.058245	0.065258	0.429399	0.052408	0.034817	0.359873	0.058245	0.065258	0.429399	0.052408	0.034817	0.359873	0.058245	0.046768	0.398827	0.054226	0.130159	0.206356	0.163665	0.098035	0.325197	0.188080	0.078057	0.236214	0.074416	0.046768	0.398827	0.054226	0.130159	0.206356	0.163665	0.065258	0.429399	0.052408	0.034817	0.359873	0.058245	
25000	16.777027	2	0.066938	0.434305	0.056158	0.031519	0.355771	0.055309	0.066938	0.434305	0.056158	0.031519	0.355771	0.055309	0.066938	0.434305	0.056158	0.031519	0.355771	0.055309	0.084288	0.203360	0.193454	0.391019	0.024376	0.103503	0.066938	0.434305	0.056158	0.031519	0.355771	0.055309	0.066938	0.434305	0.056158	0.031519	0.355771	0.055309	0.066938	0.434305	0.056158	0.031519	0.355771	0.055309	
26000	16.777027	3	0.056317	0.429080	0.059602	0.032057	0.361838	0.061107	0.056317	0.429080	0.059602	0.032057	0.361838	0.061107	0.056317	0.429080	0.059602	0.032057	0.361838	0.061107	0.161402	0.152802	0.162302	0.219205	0.250670	0.053618	0.111939	0.322629	0.076878	0.203449	0.237947	0.047158	0.056317	0.429080	0.059602	0.032057	0.361838	0.061107	0.056317	0.429080	0.059602	0.032057	0.361838	0.061107	
27000	16.777027	2	0.059689	0.444450	0.062636	0.048183	0.336236	0.048806	0.059689	0.444450	0.062636	0.048183	0.336236	0.048806	0.059689	0.444450	0.062636	0.048183	0.336236	0.048806	0.093145	0.349854	0.108685	0.107016	0.264126	0.077175	0.093145	0.349854	0.108685	0.107016	0.264126	0.077175	0.093145	0.349854	0.108685	0.107016	0.264126	0.077175	0.059689	0.444450	0.062636	0.048183	0.336236	0.048806	
28000	16.777027	3	0.056466	0.476449	0.061582	0.036115	0.332753	0.036634	0.056466	0.476449	0.061582	0.036115	0.332753	0.036634	0.056466	0.476449	0.061582	0.036115	0.332753	0.036634	0.131536	0.200622	0.014793	0.342092	0.232742	0.078215	0.084959	0.406154	0.086663	0.199046	0.207613	0.015565	0.084959	0.406154	0.086663	0.199046	0.207613	0.015565	0.056466	0.476449	0.061582	0.036115	0.332753	0.036634	
29000	16.777027	2	0.060790	0.464365	0.061419	0.037131	0.332764	0.043531	0.060790	0.464365	0.061419	0.037131	0.332764	0.043531	0.060790	0.464365	0.061419	0.037131	0.332764	0.043531	0.076284	0.300011	0.133424	0.178500	0.284838	0.026943	0.076284	0.300011	0.133424	0.178500	0.284838	0.026943	0.060790	0.464365	0.061419	0.037131	0.332764	0.043531	0.060790	0.464365	0.061419	0.037131	0.332764	0.043531	
30000	16.777027	3	0.068578	0.421266	0.055719	0.030094	0.377327	0.047016	0.068578	0.421266	0.055719	0.030094	0.377327	0.047016	0.068578	0.421266	0.055719	0.030094	0.377327	0.047016	0.044129	0.382107	0.132312	0.240137	0.144283	0.057032	0.068888	0.409187	0.073715	0.184726	0.208428	0.055055	0.068888	0.409187	0.073715	0.184726	0.208428	0.055055	0.068578	0.421266	0.055719	0.030094	0.377327	0.047016	
31000	16.777027	2	0.068234	0.426960	0.052149	0.037237	0.354897	0.060523	0.068234	0.426960	0.052149	0.037237	0.354897	0.060523	0.068234	0.426960	0.052149	0.037237	0.354897	0.060523	0.129826	0.355888	0.070651	0.189443	0.220520	0.033674	0.129826	0.355888	0.070651	0.189443	0.220520	0.033674	0.129826	0.355888	0.070651	0.189443	0.220520	0.033674	0.068234	0.426960	0.052149	0.037237	0.354897	0.060523	
32000	16.777027	2	0.072655	0.452259	0.052356	0.028766	0.340933	0.053032	0.072655	0.452259	0.052356	0.028766	0.340933	0.053032	0.072655	0.452259	0.052356	0.028766	0.340933	0.053032	0.140479	0.181050	0.136337	0.063131	0.391163	0.087839	0.140479	0.181050	0.136337	0.063131	0.391163	0.087839	0.072655	0.452259	0.052356	0.028766	0.340933	0.053032	0.072655	0.452259	0.052356	0.028766	0.340933	0.053032	
33000	16.777027	2	0.066033	0.427900	0.062368	0.028160	0.366913	0.048626	0.066033	0.427900	0.062368	0.028160	0.366913	0.048626	0.066033	0.427900	0.062368	0.028160	0.366913	0.048626	0.032123	0.203209	0.175465	0.131405	0.315822	0.141977	0.032123	0.203209	0.175465	0.131405	0.315822	0.141977	0.066033	0.427900	0.062368	0.028160	0.366913	0.048626	0.066033	0.427900	0.062368	0.028160	0.366913	0.048626	
34000	16.777027	2	0.066378	0.434633	0.059120	0.026958	0.368830	0.044082	0.066378	0.434633	0.059120	0.026958	0.368830	0.044082	0.066378	0.434633	0.059120	0.026958	0.368830	0.044082	0.113361	0.352996	0.080845	0.164194	0.207278	0.081327	0.113361	0.352996	0.080845	0.164194	0.207278	0.081327	0.113361	0.352996	0.080845	0.164194	0.207278	0.081327	0.066378	0.434633	0.059120	0.026958	0.368830	0.044082	
35000	16.777027	2	0.057553	0.461479	0.057505	0.029968	0.343874	0.049620	0.057553	0.461479	0.057505	0.029968	0.343874	0.049620	0.057553	0.461479	0.057505	0.029968	0.343874	0.049620	0.085774	0.326004	0.083374	0.232699	0.244565	0.027584	0.085774	0.326004	0.083374	0.232699	0.244565	0.027584	0.085774	0.326004	0.083374	0.232699	0.244565	0.027584	0.057553	0.461479	0.057505	0.029968	0.343874	0.049620	
36000	16.777027	2	0.057468	0.439528	0.060139	0.031341	0.359629	0.051894	0.057468	0.439528	0.060139	0.031341	0.359629	0.051894	0.057468	0.439528	0.060139	0.031341	0.359629	0.051894	0.072493	0.244546	0.125756	0.121468	0.230622	0.205115	0.072493	0.244546	0.125756	0.121468	0.230622	0.205115	0.057468	0.439528	0.060139	0.031341	0.359629	0.051894	0.057468	0.439528	0.060139	0.031341	0.359629	0.051894	
37000	16.777027	2	0.069220	0.435959	0.052244	0.036338	0.352085	0.054153	0.069220	0.435959	0.052244	0.036338	0.352085	0.054153	0.069220	0.435959	0.052244	0.036338	0.352085	0.054153	0.092099	0.403260	0.099034	0.100157	0.229123	0.076327	0.092099	0.403260	0.099034	0.100157	0.229123	0.076327	0.092099	0.403260	0.099034	0.100157	0.229123	0.076327	0.069220	0.435959	0.052244	0.036338	0.352085	0.054153	
38000	16.777027	2	0.067158	0.464451	0.054869	0.031924	0.338955	0.042643	0.067158	0.464451	0.054869	0.031924	0.338955	0.042643	0.067158	0.464451	0.054869	0.031924	0.338955	0.042643	0.059589	0.373734	0.117534	0.206468	0.199112	0.043563	0.059589	0.373734	0.117534	0.206468	0.199112	0.043563	0.059589	0.373734	0.117534	0.206468	0.199112	0.043563	0.067158	0.464451	0.054869	0.031924	0.338955	0.042643	
39000	16.777027	2	0.064440	0.438033	0.052649	0.032486	0.371474	0.040917	0.064440	0.438033	0.052649	0.032486	0.371474	0.040917	0.064440	0.438033	0.052649	0.032486	0.371474	0.040917	0.080264	0.361704	0.117406	0.162355	0.217855	0.060416	0.080264	0.361704	0.117406	0.162355	0.217855	0.060416	0.080264	0.361704	0.117406	0.162355	0.217855	0.060416	0.064440	0.438033	0.052649	0.032486	0.371474	0.040917	
40000	16.777027	2	0.067211	0.432797	0.055083	0.033883	0.362302	0.048725	0.067211	0.432797	0.055083	0.033883	0.362302	0.048725	0.067211	0.432797	0.055083	0.033883	0.362302	0.048725	0.082681	0.311894	0.122111	0.225326	0.182179	0.075811	0.082681	0.311894	0.122111	0.225326	0.182179	0.075811	0.082681	0.311894	0.122111	0.225326	0.182179	0.075811	0.067211	0.432797	0.055083	0.033883	0.362302	0.048725	
41000	16.777027	4	0.094583	0.371881	0.071660	0.065917	0.343658	0.052302	0.058361	0.414433	0.055637	0.031240	0.387813	0.052517	0.058361	0.414433	0.055637	0.031240	0.387813	0.052517	0.033359	0.024279	0.042876	0.448579	0.114383	0.336524	0.134689	0.144640	0.184015	0.130601	0.227746	0.178310	0.094583	0.371881	0.071660	0.065917	0.343658	0.052302	0.094583	0.371881	0.071660	0.065917	0.343658	0.052302	
42000	16.777027	2	0.064941	0.421342	0.053883	0.023082	0.378837	0.057916	0.064941	0.421342	0.053883	0.023082	0.378837	0.057916	0.064941	0.421342	0.053883	0.023082	0.378837	0.057916	0.094602	0.032115	0.284096	0.407337	0.174596	0.007255	0.064941	0.421342	0.053883	0.023082	0.378837	0.057916	0.064941	0.421342	0.053883	0.023082	0.378837	0.057916	0.064941	0.421342	0.053883	0.023082	0.378837	0.057916	
43000	16.777027	3	0.063706	0.425135	0.060735	0.022643	0.371630	0.056152	0.063706	0.425135	0.060735	0.022643	0.371630	0.056152	0.063706	0.425135	0.060735	0.022643	0.371630	0.056152	0.076688	0.271734	0.040753	0.231176	0.173980	0.205669	0.076688	0.271734	0.040753	0.231176	0.173980	0.205669	0.080496	0.297563	0.080358	0.348170	0.138616	0.054797	0.063706	0.425135	0.060735	0.022643	0.371630	0.056152	
44000	16.777027	3	0.065217	0.411047	0.059525	0.023561	0.393666	0.046984	0.065217	0.411047	0.059525	0.023561	0.393666	0.046984	0.065217	0.411047	0.059525	0.023561	0.393666	0.046984	0.038444	0.160948	0.136431	0.091451	0.234684	0.338042	0.179819	0.379589	0.129784	0.047119	0.210820	0.052869	0.065217	0.411047	0.059525	0.023561	0.393666	0.046984	0.065217	0.411047	0.059525	0.023561	0.393666	0.046984	
45000	16.777027	3	0.067560	0.394365	0.061663	0.024407	0.403333	0.048672	0.067560	0.394365	0.061663	0.024407	0.403333	0.048672	0.067560	0.394365	0.061663	0.024407	0.403333	0.048672	0.183203	0.156054	0.424758	0.072171	0.149481	0.014333	0.183203	0.156054	0.424758	0.072171	0.149481	0.014333	0.088689	0.382582	0.124820	0.257615	0.139997	0.006296	0.067560	0.394365	0.061663	0.024407	0.403333	0.048672	
46000	16.777027	2	0.058276	0.394825	0.061059	0.026802	0.412005	0.047033	0.058276	0.394825	0.061059	0.026802	0.412005	0.047033	0.058276	0.394825	0.061059	0.026802	0.412005	0.047033	0.044582	0.342889	0.062264	0.257662	0.188604	0.103999	0.044582	0.342889	0.062264	0.257662	0.188604	0.103999	0.044582	0.342889	0.062264	0.257662	0.188604	0.103999	0.058276	0.394825	0.061059	0.026802	0.412005	0.047033	
47000	16.777027	2	0.067128	0.404445	0.057684	0.026570	0.402142	0.042032	0.067128	0.404445	0.057684	0.026570	0.402142	0.042032	0.067128	0.404445	0.057684	0.026570	0.402142	0.042032	0.069712	0.406392	0.081526	0.203858	0.185632	0.052880	0.069712	0.406392	0.081526	0.203858	0.185632	0.052880	0.069712	0.406392	0.081526	0.203858	0.185632	0.052880	0.067128	0.404445	0.057684	0.026570	0.402142	0.042032	
48000	16.777027	2	0.063994	0.408213	0.058221	0.036146	0.392442	0.040984	0.063994	0.408213	0.058221	0.036146	0.392442	0.040984	0.063994	0.408213	0.058221	0.036146	0.392442	0.040984	0.081632	0.283641	0.112270	0.201366	0.279714	0.041378	0.081632	0.283641	0.112270	0.201366	0.279714	0.041378	0.081632	0.283641	0.112270	0.201366	0.279714	0.041378	0.063994	0.408213	0.058221	0.036146	0.392442	0.040984	
49000	16.777027	2	0.062055	0.440365	0.052172	0.030745	0.365959	0.048703	0.062055	0.440365	0.052172	0.030745	0.365959	0.048703	0.062055	0.440365	0.052172	0.030745	0.365959	0.048703	0.078552	0.532203	0.093481	0.069182	0.181079	0.045502	0.078552	0.532203	0.093481	0.069182	0.181079	0.045502	0.078552	0.532203	0.093481	0.069182	0.181079	0.045502	0.062055	0.440365	0.052172	0.030745	0.365959	0.048703	
50000	16.777027	2	0.060043	0.447094	0.057968	0.038773	0.349619	0.046503	0.060043	0.447094	0.057968	0.038773	0.349619	0.046503	0.060043	0.447094	0.057968	0.038773	0.349619	0.046503	0.016008	0.533194	0.012459	0.121723	0.186172	0.130443	0.060043	0.447094	0.057968	0.038773	0.349619	0.046503	0.060043	0.447094	0.057968	0.038773	0.349619	0.046503	0.060043	0.447094	0.057968	0.038773	0.349619	0.046503	
51000	16.777027	2	0.067413	0.400337	0.062086	0.036894	0.388122	0.045148	0.067413	0.400337	0.062086	0.036894	0.388122	0.045148	0.067413	0.400337	0.062086	0.036894	0.388122	0.045148	0.065949	0.345477	0.099932	0.173693	0.234177	0.080772	0.065949	0.345477	0.099932	0.173693	0.234177	0.080772	0.065949	0.345477	0.099932	0.173693	0.234177	0.080772	0.067413	0.400337	0.062086	0.036894	0.388122	0.045148	
52000	16.777027	2	0.060802	0.458324	0.053106	0.030009	0.354337	0.043421	0.060802	0.458324	0.053106	0.030009	0.354337	0.043421	0.060802	0.458324	0.053106	0.030009	0.354337	0.043421	0.094267	0.368168	0.099064	0.163463	0.193877	0.081161	0.094267	0.368168	0.099064	0.163463	0.193877	0.081161	0.094267	0.368168	0.099064	0.163463	0.193877	0.081161	0.060802	0.458324	0.053106	0.030009	0.354337	0.043421	
53000	16.777027	2	0.063894	0.428246	0.059633	0.028451	0.364822	0.054954	0.063894	0.428246	0.059633	0.028451	0.364822	0.054954	0.063894	0.428246	0.059633	0.028451	0.364822	0.054954	0.051731	0.271849	0.157603	0.191120	0.246319	0.081378	0.051731	0.271849	0.157603	0.191120	0.246319	0.081378	0.063894	0.428246	0.059633	0.028451	0.364822	0.054954	0.063894	0.428246	0.059633	0.028451	0.364822	0.054954	
54000	16.777027	2	0.060551	0.394157	0.063328	0.033539	0.396927	0.051497	0.060551	0.394157	0.063328	0.033539	0.396927	0.051497	0.060551	0.394157	0.063328	0.033539	0.396927	0.051497	0.125812	0.212776	0.178027	0.153939	0.206880	0.122565	0.125812	0.212776	0.178027	0.153939	0.206880	0.122565	0.060551	0.394157	0.063328	0.033539	0.396927	0.051497	0.060551	0.394157	0.063328	0.033539	0.396927	0.051497	
55000	16.777027	2	0.062352	0.381853	0.063485	0.023051	0.412421	0.056839	0.062352	0.381853	0.063485	0.023051	0.412421	0.056839	0.062352	0.381853	0.063485	0.023051	0.412421	0.056839	0.114362	0.298738	0.106318	0.150519	0.285901	0.044162	0.114362	0.298738	0.106318	0.150519	0.285901	0.044162	0.114362	0.298738	0.106318	0.150519	0.285901	0.044162	0.062352	0.381853	0.063485	0.023051	0.412421	0.056839	
56000	16.777027	2	0.069673	0.389743	0.057444	0.027840	0.402974	0.052325	0.069673	0.389743	0.057444	0.027840	0.402974	0.052325	0.069673	0.389743	0.057444	0.027840	0.402974	0.052325	0.091896	0.383949	0.089307	0.173505	0.230217	0.031127	0.091896	0.383949	0.089307	0.173505	0.230217	0.031127	0.091896	0.383949	0.089307	0.173505	0.230217	0.031127	0.069673	0.389743	0.057444	0.027840	0.402974	0.052325	
57000	16.777027	3	0.070011	0.401507	0.057723	0.032609	0.395467	0.042683	0.070011	0.401507	0.057723	0.032609	0.395467	0.042683	0.070011	0.401507	0.057723	0.032609	0.395467	0.042683	0.077322	0.338723	0.051466	0.223952	0.211253	0.097284	0.117241	0.160989	0.163074	0.159785	0.356777	0.042134	0.077322	0.338723	0.051466	0.223952	0.211253	0.097284	0.070011	0.401507	0.057723	0.032609	0.395467	0.042683	
58000	16.777027	3	0.067069	0.401000	0.058495	0.024821	0.392255	0.056361	0.067069	0.401000	0.058495	0.024821	0.392255	0.056361	0.067069	0.401000	0.058495	0.024821	0.392255	0.056361	0.035529	0.143964	0.042106	0.178027	0.322224	0.278149	0.130076	0.407125	0.130227	0.071158	0.177630	0.083785	0.130076	0.407125	0.130227	0.071158	0.177630	0.083785	0.067069	0.401000	0.058495	0.024821	0.392255	0.056361	
59000	16.777027	2	0.059121	0.427744	0.064167	0.029624	0.370382	0.048963	0.059121	0.427744	0.064167	0.029624	0.370382	0.048963	0.059121	0.427744	0.064167	0.029624	0.370382	0.048963	0.047232	0.329181	0.097473	0.247324	0.233199	0.045590	0.047232	0.329181	0.097473	0.247324	0.233199	0.045590	0.047232	0.329181	0.097473	0.247324	0.233199	0.045590	0.059121	0.427744	0.064167	0.029624	0.370382	0.048963	
60000	16.777027	3	0.057965	0.402275	0.063106	0.031027	0.404836	0.040790	0.057965	0.402275	0.063106	0.031027	0.404836	0.040790	0.057965	0.402275	0.063106	0.031027	0.404836	0.040790	0.076356	0.293243	0.309445	0.130263	0.118059	0.072634	0.076356	0.293243	0.309445	0.130263	0.118059	0.072634	0.089601	0.406984	0.056634	0.066284	0.226989	0.153509	0.057965	0.402275	0.063106	0.031027	0.404836	0.040790	
61000	16.777027	2	0.060912	0.397601	0.070785	0.029277	0.400133	0.041292	0.060912	0.397601	0.070785	0.029277	0.400133	0.041292	0.060912	0.397601	0.070785	0.029277	0.400133	0.041292	0.059227	0.302987	0.097324	0.280606	0.173324	0.086533	0.059227	0.302987	0.097324	0.280606	0.173324	0.086533	0.059227	0.302987	0.097324	0.280606	0.173324	0.086533	0.060912	0.397601	0.070785	0.029277	0.400133	0.041292	
