Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	
39000	0.085832	2	6.655340	17.710300	6.655340	6.655340	6.655340	6.655340	6.655340	
40000	0.085832	2	6.468584	16.944358	6.468584	6.468584	6.468584	6.468584	6.468584	
41000	0.085832	2	6.560790	17.171619	6.560790	6.560790	6.560790	6.560790	6.560790	
42000	0.085832	2	6.577722	18.359541	6.577722	6.577722	6.577722	6.577722	6.577722	
43000	0.085832	2	6.585599	19.583791	6.585599	6.585599	6.585599	6.585599	6.585599	
44000	0.085832	2	7.028754	18.214306	7.028754	7.028754	7.028754	7.028754	7.028754	
45000	0.085832	2	6.348150	16.429791	6.348150	6.348150	6.348150	6.348150	6.348150	
46000	0.085832	2	6.265760	18.512530	6.265760	6.265760	6.265760	6.265760	6.265760	
47000	0.085832	2	6.931710	17.575876	6.931710	6.931710	6.931710	6.931710	6.931710	
48000	0.085832	2	6.557771	16.770826	6.557771	6.557771	6.557771	6.557771	6.557771	
49000	0.085832	2	6.785832	19.732110	6.785832	6.785832	6.785832	6.785832	6.785832	
50000	0.085832	2	6.379384	20.251731	6.379384	6.379384	6.379384	6.379384	6.379384	
51000	0.085832	2	6.343114	17.232250	6.343114	6.343114	6.343114	6.343114	6.343114	
52000	0.085832	2	6.312635	18.984678	6.312635	6.312635	6.312635	6.312635	6.312635	
53000	0.085832	2	6.716708	16.781517	6.716708	6.716708	6.716708	6.716708	6.716708	
54000	0.085832	2	6.097273	18.703664	6.097273	6.097273	6.097273	6.097273	6.097273	
55000	0.085832	2	6.342559	18.787969	6.342559	6.342559	6.342559	6.342559	6.342559	
56000	0.085832	2	6.417346	16.812041	6.417346	6.417346	6.417346	6.417346	6.417346	
57000	0.085832	2	6.643926	19.071638	6.643926	6.643926	6.643926	6.643926	6.643926	
58000	0.085832	2	6.750629	17.582929	6.750629	6.750629	6.750629	6.750629	6.750629	
59000	0.085832	2	6.555154	16.910480	6.555154	6.555154	6.555154	6.555154	6.555154	
60000	0.085832	2	6.807327	18.848292	6.807327	6.807327	6.807327	6.807327	6.807327	
61000	0.085832	2	5.816400	18.635773	5.816400	5.816400	5.816400	5.816400	5.816400	
62000	0.085832	2	6.626093	16.116429	6.626093	6.626093	6.626093	6.626093	6.626093	
63000	0.085832	2	5.994285	16.841754	5.994285	5.994285	5.994285	5.994285	5.994285	
64000	0.085832	2	6.514044	18.120876	6.514044	6.514044	6.514044	6.514044	6.514044	
65000	0.085832	2	6.493349	18.538947	6.493349	6.493349	6.493349	6.493349	6.493349	
66000	0.085832	2	6.873814	17.799335	6.873814	6.873814	6.873814	6.873814	6.873814	
67000	0.085832	2	6.571703	17.715492	6.571703	6.571703	6.571703	6.571703	6.571703	
68000	0.085832	2	6.566981	18.671205	6.566981	6.566981	6.566981	6.566981	6.566981	
69000	0.085832	2	6.196606	16.948114	6.196606	6.196606	6.196606	6.196606	6.196606	
70000	0.085832	2	6.114335	18.336504	6.114335	6.114335	6.114335	6.114335	6.114335	
71000	0.085832	2	6.389591	17.499390	6.389591	6.389591	6.389591	6.389591	6.389591	
72000	0.085832	2	6.075739	17.232773	6.075739	6.075739	6.075739	6.075739	6.075739	
73000	0.085832	2	6.212605	18.908247	6.212605	6.212605	6.212605	6.212605	6.212605	
74000	0.085832	2	6.189140	17.590278	6.189140	6.189140	6.189140	6.189140	6.189140	
75000	0.085832	2	5.996741	17.781689	5.996741	5.996741	5.996741	5.996741	5.996741	
76000	0.085832	2	6.598306	17.725187	6.598306	6.598306	6.598306	6.598306	6.598306	
77000	0.085832	2	6.480379	18.787855	6.480379	6.480379	6.480379	6.480379	6.480379	
78000	0.085832	2	6.507649	19.022152	6.507649	6.507649	6.507649	6.507649	6.507649	
79000	0.085832	2	5.757096	17.141292	5.757096	5.757096	5.757096	5.757096	5.757096	
80000	0.085832	2	6.421344	18.514930	6.421344	6.421344	6.421344	6.421344	6.421344	
81000	0.085832	2	6.011469	17.700707	6.011469	6.011469	6.011469	6.011469	6.011469	
82000	0.085832	2	6.469688	19.876308	6.469688	6.469688	6.469688	6.469688	6.469688	
83000	0.085832	2	6.178289	18.462575	6.178289	6.178289	6.178289	6.178289	6.178289	
84000	0.085832	2	6.436257	19.817791	6.436257	6.436257	6.436257	6.436257	6.436257	
85000	0.085832	2	6.414147	16.883158	6.414147	6.414147	6.414147	6.414147	6.414147	
86000	0.085832	2	6.307422	22.293094	6.307422	6.307422	6.307422	6.307422	6.307422	
87000	0.085832	2	6.155025	17.997250	6.155025	6.155025	6.155025	6.155025	6.155025	
88000	0.085832	2	6.151978	20.536313	6.151978	6.151978	6.151978	6.151978	6.151978	
89000	0.085832	2	5.978743	18.066388	5.978743	5.978743	5.978743	5.978743	5.978743	
90000	0.085832	2	5.669934	18.822654	5.669934	5.669934	5.669934	5.669934	5.669934	
91000	0.085832	2	5.963051	18.272082	5.963051	5.963051	5.963051	5.963051	5.963051	
92000	0.085832	2	5.455118	17.886099	5.455118	5.455118	5.455118	5.455118	5.455118	
93000	0.085832	2	5.426774	18.019468	5.426774	5.426774	5.426774	5.426774	5.426774	
94000	0.085832	2	6.577723	19.310776	6.577723	6.577723	6.577723	6.577723	6.577723	
95000	0.085832	2	6.233167	19.793819	6.233167	6.233167	6.233167	6.233167	6.233167	
96000	0.085832	2	5.513056	17.086734	5.513056	5.513056	5.513056	5.513056	5.513056	
97000	0.085832	2	6.182369	15.970942	6.182369	6.182369	6.182369	6.182369	6.182369	
98000	0.085832	2	6.213993	18.688854	6.213993	6.213993	6.213993	6.213993	6.213993	
99000	0.085832	2	5.674783	18.805620	5.674783	5.674783	5.674783	5.674783	5.674783	
100000	0.085832	2	5.891674	17.857254	5.891674	5.891674	5.891674	5.891674	5.891674	
101000	0.085832	2	6.285933	18.047102	6.285933	6.285933	6.285933	6.285933	6.285933	
102000	0.085832	2	6.168641	20.435542	6.168641	6.168641	6.168641	6.168641	6.168641	
103000	0.085832	2	5.851625	18.047577	5.851625	5.851625	5.851625	5.851625	5.851625	
104000	0.085832	2	5.350701	18.150870	5.350701	5.350701	5.350701	5.350701	5.350701	
105000	0.085832	2	5.939390	20.517625	5.939390	5.939390	5.939390	5.939390	5.939390	
106000	0.085832	2	5.889042	19.501515	5.889042	5.889042	5.889042	5.889042	5.889042	
107000	0.085832	2	5.624695	19.152751	5.624695	5.624695	5.624695	5.624695	5.624695	
108000	0.085832	2	5.593700	16.459673	5.593700	5.593700	5.593700	5.593700	5.593700	
109000	0.085832	2	5.106388	17.717516	5.106388	5.106388	5.106388	5.106388	5.106388	
110000	0.085832	2	6.154596	16.958766	6.154596	6.154596	6.154596	6.154596	6.154596	
111000	0.085832	2	6.024146	18.378123	6.024146	6.024146	6.024146	6.024146	6.024146	
112000	0.085832	2	5.724025	16.817416	5.724025	5.724025	5.724025	5.724025	5.724025	
113000	0.085832	2	5.672035	17.506757	5.672035	5.672035	5.672035	5.672035	5.672035	
114000	0.085832	2	5.684619	17.981154	5.684619	5.684619	5.684619	5.684619	5.684619	
115000	0.085832	2	5.263138	18.349521	5.263138	5.263138	5.263138	5.263138	5.263138	
116000	0.085832	2	5.622089	16.388041	5.622089	5.622089	5.622089	5.622089	5.622089	
117000	0.085832	2	5.826297	18.500655	5.826297	5.826297	5.826297	5.826297	5.826297	
118000	0.085832	2	5.775667	15.749725	5.775667	5.775667	5.775667	5.775667	5.775667	
119000	0.085832	2	5.631415	17.771876	5.631415	5.631415	5.631415	5.631415	5.631415	
120000	0.085832	2	5.595171	16.851031	5.595171	5.595171	5.595171	5.595171	5.595171	
121000	0.085832	2	5.995174	19.817753	5.995174	5.995174	5.995174	5.995174	5.995174	
122000	0.085832	2	5.866424	16.638607	5.866424	5.866424	5.866424	5.866424	5.866424	
123000	0.085832	2	5.706577	19.830994	5.706577	5.706577	5.706577	5.706577	5.706577	
124000	0.085832	2	5.330819	19.119565	5.330819	5.330819	5.330819	5.330819	5.330819	
125000	0.085832	2	5.334929	20.704208	5.334929	5.334929	5.334929	5.334929	5.334929	
126000	0.085832	2	5.473693	18.367875	5.473693	5.473693	5.473693	5.473693	5.473693	
127000	0.085832	2	5.019323	18.276934	5.019323	5.019323	5.019323	5.019323	5.019323	
128000	0.085832	2	4.802398	15.983312	4.802398	4.802398	4.802398	4.802398	4.802398	
129000	0.085832	2	5.182118	16.720303	5.182118	5.182118	5.182118	5.182118	5.182118	
130000	0.085832	2	4.841960	19.883721	4.841960	4.841960	4.841960	4.841960	4.841960	
131000	0.085832	2	5.370110	16.315057	5.370110	5.370110	5.370110	5.370110	5.370110	
132000	0.085832	2	5.358973	19.428916	5.358973	5.358973	5.358973	5.358973	5.358973	
133000	0.085832	2	5.136428	16.837262	5.136428	5.136428	5.136428	5.136428	5.136428	
134000	0.085832	2	4.909836	17.168294	4.909836	4.909836	4.909836	4.909836	4.909836	
135000	0.085832	2	5.381026	19.906917	5.381026	5.381026	5.381026	5.381026	5.381026	
136000	0.085832	2	5.463032	18.197637	5.463032	5.463032	5.463032	5.463032	5.463032	
137000	0.085832	2	5.574788	17.675347	5.574788	5.574788	5.574788	5.574788	5.574788	
138000	0.085832	2	5.473638	18.624923	5.473638	5.473638	5.473638	5.473638	5.473638	
139000	0.085832	2	5.603488	18.089071	5.603488	5.603488	5.603488	5.603488	5.603488	
140000	0.085832	2	5.894296	17.056502	5.894296	5.894296	5.894296	5.894296	5.894296	
141000	0.085832	2	5.836405	17.287174	5.836405	5.836405	5.836405	5.836405	5.836405	
142000	0.085832	2	5.228251	19.095492	5.228251	5.228251	5.228251	5.228251	5.228251	
143000	0.085832	2	5.043495	18.768712	5.043495	5.043495	5.043495	5.043495	5.043495	
144000	0.085832	2	5.638793	18.160223	5.638793	5.638793	5.638793	5.638793	5.638793	
145000	0.085832	2	5.821135	17.555906	5.821135	5.821135	5.821135	5.821135	5.821135	
146000	0.085832	2	5.345469	17.712678	5.345469	5.345469	5.345469	5.345469	5.345469	
147000	0.085832	2	5.160649	17.887434	5.160649	5.160649	5.160649	5.160649	5.160649	
148000	0.085832	2	5.105340	17.505417	5.105340	5.105340	5.105340	5.105340	5.105340	
149000	0.085832	2	5.471781	18.024705	5.471781	5.471781	5.471781	5.471781	5.471781	
150000	0.085832	2	5.496963	15.877612	5.496963	5.496963	5.496963	5.496963	5.496963	
151000	0.085832	2	5.002052	17.452221	5.002052	5.002052	5.002052	5.002052	5.002052	
152000	0.085832	2	5.059372	16.501593	5.059372	5.059372	5.059372	5.059372	5.059372	
153000	0.085832	2	5.018775	17.424099	5.018775	5.018775	5.018775	5.018775	5.018775	
154000	0.085832	2	4.990067	17.884659	4.990067	4.990067	4.990067	4.990067	4.990067	
155000	0.085832	2	4.763003	18.148410	4.763003	4.763003	4.763003	4.763003	4.763003	
156000	0.085832	2	5.367246	18.800705	5.367246	5.367246	5.367246	5.367246	5.367246	
157000	0.085832	2	5.493791	18.868328	5.493791	5.493791	5.493791	5.493791	5.493791	
158000	0.085832	2	5.683658	18.592540	5.683658	5.683658	5.683658	5.683658	5.683658	
159000	0.085832	2	5.851648	19.862702	5.851648	5.851648	5.851648	5.851648	5.851648	
160000	0.085832	2	5.142514	17.457459	5.142514	5.142514	5.142514	5.142514	5.142514	
161000	0.085832	2	5.022245	16.724118	5.022245	5.022245	5.022245	5.022245	5.022245	
162000	0.085832	2	5.509291	19.824861	5.509291	5.509291	5.509291	5.509291	5.509291	
163000	0.085832	2	5.516795	18.368841	5.516795	5.516795	5.516795	5.516795	5.516795	
164000	0.085832	2	6.037195	19.480158	6.037195	6.037195	6.037195	6.037195	6.037195	
165000	0.085832	2	5.985363	18.058936	5.985363	5.985363	5.985363	5.985363	5.985363	
166000	0.085832	2	5.653819	18.723448	5.653819	5.653819	5.653819	5.653819	5.653819	
167000	0.085832	2	5.429424	18.830348	5.429424	5.429424	5.429424	5.429424	5.429424	
168000	0.085832	2	5.137361	18.976803	5.137361	5.137361	5.137361	5.137361	5.137361	
169000	0.085832	2	5.121747	19.515709	5.121747	5.121747	5.121747	5.121747	5.121747	
170000	0.085832	2	5.796050	16.996599	5.796050	5.796050	5.796050	5.796050	5.796050	
171000	0.085832	2	5.656342	16.850799	5.656342	5.656342	5.656342	5.656342	5.656342	
172000	0.085832	2	5.612447	18.369626	5.612447	5.612447	5.612447	5.612447	5.612447	
173000	0.085832	2	5.606675	18.090865	5.606675	5.606675	5.606675	5.606675	5.606675	
174000	0.085832	2	5.534485	18.437329	5.534485	5.534485	5.534485	5.534485	5.534485	
175000	0.085832	2	5.027581	17.250777	5.027581	5.027581	5.027581	5.027581	5.027581	
176000	0.085832	2	6.117396	17.725504	6.117396	6.117396	6.117396	6.117396	6.117396	
177000	0.085832	2	5.844628	17.696124	5.844628	5.844628	5.844628	5.844628	5.844628	
178000	0.085832	2	5.253515	16.425988	5.253515	5.253515	5.253515	16.425988	5.253515	
179000	0.085832	2	5.487297	20.475798	5.487297	5.487297	5.487297	5.487297	5.487297	
180000	0.085832	2	5.760525	18.478722	5.760525	5.760525	5.760525	5.760525	5.760525	
181000	0.085832	2	5.889642	17.816382	5.889642	5.889642	5.889642	5.889642	5.889642	
182000	0.085832	2	5.611336	19.259292	5.611336	5.611336	5.611336	5.611336	5.611336	
183000	0.085832	2	5.700346	18.071245	5.700346	5.700346	5.700346	5.700346	5.700346	
184000	0.085832	2	5.195065	16.890891	5.195065	5.195065	5.195065	5.195065	5.195065	
185000	0.085832	2	5.470029	18.974820	5.470029	5.470029	5.470029	5.470029	5.470029	
186000	0.085832	2	5.671347	17.752596	5.671347	5.671347	5.671347	5.671347	5.671347	
187000	0.085832	2	6.010829	18.193520	6.010829	6.010829	6.010829	6.010829	6.010829	
188000	0.085832	2	5.738295	20.033497	5.738295	5.738295	5.738295	5.738295	5.738295	
189000	0.085832	2	5.250705	18.241482	5.250705	5.250705	5.250705	5.250705	5.250705	
190000	0.085832	2	5.622164	18.742181	5.622164	5.622164	5.622164	5.622164	5.622164	
191000	0.085832	2	5.411547	19.658811	5.411547	5.411547	5.411547	5.411547	5.411547	
192000	0.085832	2	5.518494	16.597578	5.518494	5.518494	5.518494	5.518494	5.518494	
193000	0.085832	2	5.354002	16.066243	5.354002	5.354002	5.354002	5.354002	5.354002	
194000	0.085832	2	5.973955	18.806875	5.973955	5.973955	5.973955	5.973955	5.973955	
195000	0.085832	2	6.060808	16.806079	6.060808	6.060808	6.060808	6.060808	6.060808	
196000	0.085832	2	6.147972	19.075159	6.147972	6.147972	6.147972	6.147972	6.147972	
197000	0.085832	2	5.625371	19.553525	5.625371	5.625371	5.625371	5.625371	5.625371	
198000	0.085832	2	5.528869	17.420234	5.528869	5.528869	5.528869	5.528869	5.528869	
199000	0.085832	2	5.853051	19.826045	5.853051	5.853051	5.853051	5.853051	5.853051	
200000	0.085832	2	6.120113	17.334700	6.120113	6.120113	6.120113	6.120113	6.120113	
201000	0.085832	2	5.859910	18.645419	5.859910	5.859910	5.859910	5.859910	5.859910	
202000	0.085832	2	5.758552	18.494537	5.758552	5.758552	5.758552	5.758552	5.758552	
203000	0.085832	2	5.379387	16.791623	5.379387	5.379387	5.379387	5.379387	5.379387	
204000	0.085832	2	5.672489	17.274478	5.672489	5.672489	5.672489	5.672489	5.672489	
205000	0.085832	2	5.481039	18.011497	5.481039	5.481039	5.481039	5.481039	5.481039	
206000	0.085832	2	4.931691	17.750548	4.931691	4.931691	4.931691	4.931691	4.931691	
207000	0.085832	2	5.208094	16.277883	5.208094	5.208094	5.208094	5.208094	5.208094	
208000	0.085832	2	5.619633	18.263522	5.619633	5.619633	5.619633	5.619633	5.619633	
209000	0.085832	2	5.229804	18.833179	5.229804	5.229804	5.229804	5.229804	5.229804	
210000	0.085832	2	5.262843	15.619364	5.262843	5.262843	5.262843	5.262843	5.262843	
211000	0.085832	2	5.671868	17.382748	5.671868	5.671868	5.671868	5.671868	5.671868	
212000	0.085832	2	5.285483	15.739656	5.285483	5.285483	5.285483	5.285483	5.285483	
213000	0.085832	2	5.680422	19.817533	5.680422	5.680422	5.680422	5.680422	5.680422	
214000	0.085832	2	5.557223	18.465598	5.557223	5.557223	5.557223	5.557223	5.557223	
215000	0.085832	2	5.808377	18.232656	5.808377	5.808377	5.808377	5.808377	5.808377	
216000	0.085832	2	5.544025	20.661024	5.544025	5.544025	5.544025	5.544025	5.544025	
217000	0.085832	2	6.110021	18.218656	6.110021	6.110021	6.110021	6.110021	6.110021	
218000	0.085832	2	5.931898	17.754083	5.931898	5.931898	5.931898	5.931898	5.931898	
219000	0.085832	2	6.237959	18.329564	6.237959	6.237959	6.237959	6.237959	6.237959	
220000	0.085832	2	5.283592	16.728052	5.283592	5.283592	5.283592	5.283592	5.283592	
221000	0.085832	2	5.369426	18.201987	5.369426	5.369426	5.369426	5.369426	5.369426	
222000	0.085832	2	5.642305	18.205579	5.642305	5.642305	5.642305	5.642305	5.642305	
223000	0.085832	2	4.955064	18.443063	4.955064	4.955064	4.955064	4.955064	4.955064	
224000	0.085832	2	5.413773	16.307573	5.413773	5.413773	5.413773	5.413773	5.413773	
225000	0.085832	2	5.143546	19.435918	5.143546	5.143546	5.143546	5.143546	5.143546	
226000	0.085832	2	4.838104	17.099695	4.838104	4.838104	4.838104	4.838104	4.838104	
227000	0.085832	2	5.070860	19.985558	5.070860	5.070860	5.070860	5.070860	5.070860	
228000	0.085832	2	5.236893	19.698633	5.236893	5.236893	5.236893	5.236893	5.236893	
229000	0.085832	2	4.911077	18.690479	4.911077	4.911077	4.911077	4.911077	4.911077	
230000	0.085832	2	5.299453	17.816255	5.299453	5.299453	5.299453	5.299453	5.299453	
231000	0.085832	2	5.790015	16.280696	5.790015	5.790015	5.790015	5.790015	5.790015	
232000	0.085832	2	5.168330	18.221493	5.168330	5.168330	5.168330	5.168330	5.168330	
233000	0.085832	2	5.014238	18.877201	5.014238	5.014238	5.014238	5.014238	5.014238	
234000	0.085832	2	5.846119	18.049481	5.846119	5.846119	5.846119	5.846119	5.846119	
235000	0.085832	2	5.556827	17.280136	5.556827	5.556827	5.556827	5.556827	5.556827	
236000	0.085832	2	5.779841	17.141075	5.779841	5.779841	5.779841	5.779841	5.779841	
237000	0.085832	2	5.671720	17.795513	5.671720	5.671720	5.671720	5.671720	5.671720	
238000	0.085832	2	5.586937	16.860449	5.586937	5.586937	5.586937	5.586937	5.586937	
239000	0.085832	2	5.678574	17.867826	5.678574	5.678574	5.678574	5.678574	5.678574	
240000	0.085832	2	5.135189	17.351832	5.135189	5.135189	5.135189	5.135189	5.135189	
241000	0.085832	2	5.215208	18.363699	5.215208	5.215208	5.215208	5.215208	5.215208	
242000	0.085832	2	5.411810	17.365303	5.411810	5.411810	5.411810	5.411810	5.411810	
243000	0.085832	2	5.692854	18.809419	5.692854	5.692854	5.692854	5.692854	5.692854	
244000	0.085832	2	5.864722	18.047365	5.864722	5.864722	5.864722	5.864722	5.864722	
245000	0.085832	2	5.891881	17.451521	5.891881	5.891881	5.891881	5.891881	5.891881	
246000	0.085832	2	5.705980	23.432267	5.705980	5.705980	5.705980	5.705980	5.705980	
247000	0.085832	2	5.437278	20.718317	5.437278	5.437278	5.437278	5.437278	5.437278	
248000	0.085832	2	5.796651	19.933712	5.796651	5.796651	5.796651	5.796651	5.796651	
249000	0.085832	2	6.117139	18.668906	6.117139	6.117139	6.117139	6.117139	6.117139	
250000	0.085832	2	5.507671	19.066347	5.507671	5.507671	5.507671	5.507671	5.507671	
251000	0.085832	2	5.710352	19.447538	5.710352	5.710352	5.710352	5.710352	5.710352	
252000	0.085832	2	5.413916	16.640730	5.413916	5.413916	5.413916	5.413916	5.413916	
253000	0.085832	2	5.410149	18.721141	5.410149	5.410149	5.410149	5.410149	5.410149	
254000	0.085832	2	5.675342	16.608571	5.675342	5.675342	5.675342	5.675342	5.675342	
255000	0.085832	2	5.833004	17.025516	5.833004	5.833004	5.833004	5.833004	5.833004	
256000	0.085832	2	5.383981	17.894408	5.383981	5.383981	5.383981	5.383981	5.383981	
257000	0.085832	2	5.429425	18.016359	5.429425	5.429425	5.429425	5.429425	5.429425	
258000	0.085832	2	5.913019	19.260522	5.913019	5.913019	5.913019	5.913019	5.913019	
259000	0.085832	2	5.526690	18.220906	5.526690	5.526690	5.526690	5.526690	5.526690	
260000	0.085832	2	6.089831	17.416980	6.089831	6.089831	6.089831	6.089831	6.089831	
261000	0.085832	2	5.710961	17.871750	5.710961	5.710961	5.710961	5.710961	5.710961	
262000	0.085832	2	5.127336	17.555126	5.127336	5.127336	5.127336	5.127336	5.127336	
263000	0.085832	2	5.944837	19.802566	5.944837	5.944837	5.944837	5.944837	5.944837	
264000	0.085832	2	6.009772	18.842205	6.009772	6.009772	6.009772	6.009772	6.009772	
265000	0.085832	2	5.906691	17.174005	5.906691	5.906691	5.906691	5.906691	5.906691	
266000	0.085832	2	5.700696	16.614203	5.700696	5.700696	5.700696	5.700696	5.700696	
267000	0.085832	2	5.889640	18.264301	5.889640	5.889640	5.889640	5.889640	5.889640	
268000	0.085832	2	5.541333	18.132663	5.541333	5.541333	5.541333	5.541333	5.541333	
269000	0.085832	2	5.546167	16.324041	5.546167	5.546167	5.546167	5.546167	5.546167	
270000	0.085832	2	5.478118	19.144510	5.478118	5.478118	5.478118	5.478118	5.478118	
271000	0.085832	2	5.847655	18.368972	5.847655	5.847655	5.847655	5.847655	5.847655	
272000	0.085832	2	5.787953	17.152535	5.787953	5.787953	5.787953	5.787953	5.787953	
273000	0.085832	2	5.821094	18.459400	5.821094	5.821094	5.821094	5.821094	5.821094	
274000	0.085832	2	5.531149	17.248009	5.531149	5.531149	5.531149	5.531149	5.531149	
275000	0.085832	2	5.730501	20.728496	5.730501	5.730501	5.730501	5.730501	5.730501	
276000	0.085832	2	5.248686	18.183639	5.248686	5.248686	5.248686	5.248686	5.248686	
277000	0.085832	2	5.348467	19.172791	5.348467	5.348467	5.348467	5.348467	5.348467	
278000	0.085832	2	5.749611	17.018721	5.749611	5.749611	5.749611	5.749611	5.749611	
279000	0.085832	2	5.913430	17.157908	5.913430	5.913430	5.913430	5.913430	5.913430	
280000	0.085832	2	6.251671	19.012505	6.251671	6.251671	6.251671	6.251671	6.251671	
281000	0.085832	2	6.212209	18.970873	6.212209	6.212209	6.212209	6.212209	6.212209	
282000	0.085832	2	5.904346	17.292221	5.904346	5.904346	5.904346	5.904346	5.904346	
283000	0.085832	2	5.497281	18.549110	5.497281	5.497281	5.497281	5.497281	5.497281	
284000	0.085832	2	5.983698	17.792118	5.983698	5.983698	5.983698	5.983698	5.983698	
285000	0.085832	2	5.736087	17.658774	5.736087	5.736087	5.736087	5.736087	5.736087	
286000	0.085832	2	5.637403	18.681398	5.637403	5.637403	5.637403	5.637403	5.637403	
287000	0.085832	2	5.163377	18.963832	5.163377	5.163377	5.163377	5.163377	5.163377	
288000	0.085832	2	5.400826	20.783914	5.400826	5.400826	5.400826	5.400826	5.400826	
289000	0.085832	2	6.063330	18.343004	6.063330	6.063330	6.063330	6.063330	6.063330	
290000	0.085832	2	5.047102	17.297886	5.047102	5.047102	5.047102	5.047102	5.047102	
291000	0.085832	2	5.917599	19.748469	5.917599	5.917599	5.917599	5.917599	5.917599	
292000	0.085832	2	5.768887	17.781530	5.768887	5.768887	5.768887	5.768887	5.768887	
293000	0.085832	2	5.622631	18.651887	5.622631	5.622631	5.622631	5.622631	5.622631	
294000	0.085832	2	5.367498	17.220530	5.367498	5.367498	5.367498	5.367498	5.367498	
295000	0.085832	2	5.784116	17.518110	5.784116	5.784116	5.784116	5.784116	5.784116	
296000	0.085832	2	5.148983	18.303191	5.148983	5.148983	5.148983	5.148983	5.148983	
297000	0.085832	2	6.169471	18.709917	6.169471	6.169471	6.169471	6.169471	6.169471	
298000	0.085832	2	5.254294	20.784545	5.254294	5.254294	5.254294	5.254294	5.254294	
299000	0.085832	2	5.051594	22.313315	5.051594	5.051594	5.051594	5.051594	5.051594	
300000	0.085832	2	5.247774	19.120004	5.247774	5.247774	5.247774	5.247774	5.247774	
301000	0.085832	2	5.149455	17.005375	5.149455	5.149455	5.149455	5.149455	5.149455	
