Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	
36000	16.777027	4	6.286571	17.863544	6.286571	6.286571	15.822904	15.098918	6.286571	
37000	16.777027	3	6.161593	19.483077	6.161593	16.720942	16.720942	16.720942	6.161593	
38000	16.777027	4	6.393193	18.971424	6.393193	6.393193	14.810846	18.137135	6.393193	
39000	16.777027	2	5.954519	18.293306	5.954519	18.293306	18.293306	18.293306	5.954519	
40000	16.777027	5	6.052340	18.141381	6.052340	17.245600	15.066827	16.667097	6.052340	
41000	16.777027	4	5.601239	20.830627	5.601239	5.601239	16.733361	15.944729	5.601239	
42000	16.777027	4	6.194679	18.449906	6.194679	15.349577	18.449906	15.497226	6.194679	
43000	16.777027	4	5.728844	17.770799	5.728844	5.728844	16.578903	18.838540	5.728844	
44000	16.777027	4	5.673982	19.206360	5.673982	5.673982	18.751857	18.443260	5.673982	
45000	16.777027	4	5.769340	18.867870	5.769340	5.769340	18.362555	15.707761	5.769340	
46000	16.777027	3	6.024629	17.923102	6.024629	6.024629	17.923102	14.362228	6.024629	
47000	16.777027	4	5.984769	17.276298	5.984769	15.327827	18.759621	18.759621	5.984769	
48000	16.777027	4	5.223430	21.103404	5.223430	14.838409	17.167799	21.103404	5.223430	
49000	16.777027	3	5.722257	19.606293	5.722257	5.722257	19.606293	15.658455	5.722257	
50000	16.777027	4	5.800445	19.437887	5.800445	5.800445	15.667261	15.276412	5.800445	
51000	16.777027	5	6.494709	20.485291	6.494709	14.091537	18.090030	17.978900	6.494709	
52000	16.777027	5	5.786177	18.294439	5.786177	14.371813	17.932601	18.536368	5.786177	
53000	16.777027	5	5.936457	18.397299	5.936457	14.868896	17.195004	17.117392	5.936457	
54000	16.777027	3	6.370852	19.244273	6.370852	6.370852	19.244273	16.653111	6.370852	
55000	16.777027	3	6.353815	17.194179	6.353815	6.353815	15.373531	17.194179	6.353815	
56000	16.777027	4	6.037438	20.065597	6.037438	6.037438	15.508617	17.344073	6.037438	
57000	16.777027	4	6.062031	17.532934	6.062031	6.062031	19.290473	21.293949	6.062031	
58000	16.777027	4	6.090569	17.630951	6.090569	6.090569	17.045433	16.621796	6.090569	
59000	16.777027	4	5.522793	17.797884	5.522793	5.522793	16.440681	18.350965	5.522793	
60000	16.777027	4	6.252832	16.966274	6.252832	6.252832	18.087185	16.077184	6.252832	
61000	16.777027	4	6.173438	19.225257	6.173438	6.173438	15.391548	15.180488	6.173438	
62000	16.777027	4	6.026682	17.475646	6.026682	6.026682	17.001835	16.765914	6.026682	
63000	16.777027	4	5.825412	17.500122	5.825412	5.825412	16.480173	16.533479	5.825412	
64000	16.777027	4	6.201432	18.793716	6.201432	16.579532	16.268512	18.793716	6.201432	
65000	16.777027	4	5.877580	17.889597	5.877580	5.877580	17.760869	17.874034	5.877580	
66000	16.777027	4	6.799208	18.577484	6.799208	6.799208	15.704942	17.685036	6.799208	
67000	16.777027	3	6.149260	19.613902	6.149260	6.149260	14.274901	14.274901	6.149260	
68000	16.777027	5	6.633698	19.364334	6.633698	17.033546	20.288289	18.941923	6.633698	
69000	16.777027	3	5.983273	17.190248	5.983273	5.983273	16.041622	17.190248	5.983273	
70000	16.777027	4	6.022305	16.609988	6.022305	6.022305	18.071918	16.317832	6.022305	
71000	16.777027	4	5.779147	18.563448	5.779147	5.779147	16.842540	16.166196	5.779147	
72000	16.777027	3	5.700092	18.499520	5.700092	5.700092	16.314965	16.314965	5.700092	
73000	16.777027	4	5.817689	17.630671	5.817689	5.817689	17.287391	16.909490	5.817689	
74000	16.777027	5	5.965848	18.430977	5.965848	15.697771	16.929114	18.002242	5.965848	
75000	16.777027	4	5.605263	19.446953	5.605263	5.605263	16.542427	17.685519	5.605263	
76000	16.777027	3	6.088623	17.095087	6.088623	6.088623	17.095087	14.984212	6.088623	
77000	16.777027	4	6.494331	18.860324	6.494331	6.494331	17.840941	17.804621	6.494331	
78000	16.777027	3	6.004815	17.695763	6.004815	17.695763	17.695763	16.448135	6.004815	
79000	16.777027	5	5.749379	18.199582	5.749379	15.708171	15.016968	18.227721	5.749379	
80000	16.777027	3	6.831759	17.950632	6.831759	6.831759	15.937208	17.950632	6.831759	
81000	16.777027	4	6.094917	19.046341	6.094917	6.094917	17.565281	18.083798	6.094917	
82000	16.777027	3	5.590026	17.531739	5.590026	5.590026	17.531739	17.567950	5.590026	
83000	16.777027	4	5.993600	19.854743	5.993600	5.993600	15.252350	16.317033	5.993600	
84000	16.777027	4	6.532747	17.640826	6.532747	6.532747	16.783354	16.318190	6.532747	
85000	16.777027	4	5.660860	20.113648	5.660860	5.660860	17.034728	16.806247	5.660860	
86000	16.777027	2	5.330369	17.879877	5.330369	5.330369	5.330369	5.330369	5.330369	
87000	16.777027	3	5.748777	17.417139	5.748777	5.748777	5.748777	15.956642	5.748777	
88000	16.777027	2	5.360942	18.418631	5.360942	5.360942	5.360942	5.360942	5.360942	
89000	16.777027	2	5.896363	18.814683	5.896363	5.896363	5.896363	5.896363	5.896363	
90000	16.777027	2	5.334306	16.594012	5.334306	5.334306	5.334306	5.334306	5.334306	
91000	16.777027	2	5.757698	16.607127	5.757698	5.757698	5.757698	5.757698	5.757698	
92000	16.777027	2	5.906491	18.554744	5.906491	5.906491	5.906491	5.906491	5.906491	
93000	16.777027	2	5.249834	17.180026	5.249834	5.249834	5.249834	5.249834	5.249834	
94000	16.777027	2	5.542123	17.870280	5.542123	5.542123	5.542123	5.542123	5.542123	
95000	16.777027	2	5.950547	18.860729	5.950547	5.950547	5.950547	5.950547	5.950547	
96000	16.777027	3	6.028124	17.577304	6.028124	6.028124	6.028124	16.588515	6.028124	
97000	16.777027	2	5.711968	18.785603	5.711968	5.711968	5.711968	5.711968	5.711968	
98000	16.777027	2	5.453077	19.425513	5.453077	5.453077	5.453077	5.453077	5.453077	
99000	16.777027	2	5.951979	16.808334	5.951979	5.951979	5.951979	5.951979	5.951979	
100000	16.777027	3	5.788809	19.174856	5.788809	5.788809	5.788809	17.563506	5.788809	
101000	16.777027	2	5.246260	18.371968	5.246260	5.246260	5.246260	5.246260	5.246260	
102000	16.777027	2	5.366082	19.290351	5.366082	5.366082	5.366082	5.366082	5.366082	
103000	16.777027	2	5.355440	19.014708	5.355440	5.355440	5.355440	5.355440	5.355440	
104000	16.777027	2	5.350548	17.145783	5.350548	5.350548	5.350548	5.350548	5.350548	
105000	16.777027	2	6.023507	17.923466	6.023507	6.023507	6.023507	6.023507	6.023507	
106000	16.777027	2	5.818510	18.831748	5.818510	5.818510	5.818510	5.818510	5.818510	
107000	16.777027	2	5.976516	19.440311	5.976516	5.976516	5.976516	5.976516	5.976516	
108000	16.777027	2	5.300206	18.088225	5.300206	5.300206	5.300206	5.300206	5.300206	
109000	16.777027	4	6.487900	18.982412	6.487900	6.487900	14.925273	16.171919	6.487900	
110000	16.777027	4	5.904997	19.281029	5.904997	15.917661	18.545455	18.545455	5.904997	
111000	16.777027	5	5.845448	17.304420	5.845448	15.103652	16.499676	17.417543	5.845448	
112000	16.777027	5	6.188299	19.419140	6.188299	14.286093	17.839654	18.656130	6.188299	
113000	16.777027	4	6.066957	16.929603	6.066957	16.702050	16.336282	16.702050	6.066957	
114000	16.777027	4	6.379429	18.761192	6.379429	6.379429	16.119402	16.277078	6.379429	
115000	16.777027	4	5.940433	18.841570	5.940433	5.940433	16.781806	15.293911	5.940433	
116000	16.777027	5	5.945285	17.638328	5.945285	17.089596	18.335769	14.688732	5.945285	
117000	16.777027	5	6.101703	19.052890	6.101703	15.000684	14.078000	15.735706	6.101703	
118000	16.777027	5	6.215298	17.296996	6.215298	15.222466	17.795917	18.523576	6.215298	
119000	16.777027	4	5.890398	18.577692	5.890398	17.918312	18.093411	18.577692	5.890398	
120000	16.777027	5	5.765461	19.361588	5.765461	15.790964	17.220998	16.405995	5.765461	
121000	16.777027	5	5.971805	17.649143	5.971805	15.839612	16.685387	19.150110	5.971805	
122000	16.777027	5	5.508334	19.479741	5.508334	17.588571	18.249213	17.031355	5.508334	
123000	16.777027	5	6.365978	19.647074	6.365978	15.586343	19.734441	18.970475	6.365978	
124000	16.777027	3	6.201272	18.913025	6.201272	6.201272	18.913025	17.168613	6.201272	
125000	16.777027	5	6.409462	17.974733	6.409462	16.497709	18.296414	18.185251	6.409462	
126000	16.777027	5	6.109275	18.077982	6.109275	17.012541	16.962661	15.984057	6.109275	
127000	16.777027	5	5.947597	18.823019	5.947597	16.499827	16.861657	17.346879	5.947597	
128000	16.777027	4	6.252212	18.030725	6.252212	17.228893	18.030725	16.492067	6.252212	
129000	16.777027	4	5.986854	18.663582	5.986854	17.448605	16.142863	16.142863	5.986854	
130000	16.777027	4	6.220826	18.886185	6.220826	14.957635	18.886185	16.306949	6.220826	
131000	16.777027	5	5.720745	17.468378	5.720745	16.551448	17.997853	15.936795	5.720745	
132000	16.777027	4	6.108460	19.306677	6.108460	6.108460	16.212059	18.166100	6.108460	
133000	16.777027	5	5.731244	18.514228	5.731244	14.001685	14.811362	15.954798	5.731244	
134000	16.777027	4	5.925523	17.654210	5.925523	5.925523	17.317937	16.683748	5.925523	
135000	16.777027	4	6.010172	16.937317	6.010172	6.010172	16.107195	16.058449	6.010172	
136000	16.777027	5	6.059036	17.645062	6.059036	14.467895	15.817308	16.727921	6.059036	
137000	16.777027	5	5.891735	19.031606	5.891735	15.859432	16.202082	15.722761	5.891735	
138000	16.777027	4	6.339653	18.631040	6.339653	17.660401	16.750127	16.750127	6.339653	
139000	16.777027	4	6.257120	17.186224	6.257120	14.666859	18.076504	18.076504	6.257120	
140000	16.777027	5	5.975670	17.273689	5.975670	15.913169	17.278326	14.375819	5.975670	
141000	16.777027	5	6.146808	19.229697	6.146808	17.418489	17.248397	15.894458	6.146808	
142000	16.777027	4	6.299719	19.546180	6.299719	6.299719	17.087187	16.838232	6.299719	
143000	16.777027	4	5.511167	17.901019	5.511167	5.511167	13.460846	17.254470	5.511167	
144000	16.777027	5	6.175060	17.715559	6.175060	17.415013	16.896027	17.086558	6.175060	
145000	16.777027	5	6.080695	21.297941	6.080695	16.958989	17.654667	17.961753	6.080695	
146000	16.777027	5	6.172915	18.169928	6.172915	15.818357	17.299099	17.252309	6.172915	
147000	16.777027	5	6.119879	18.107873	6.119879	17.376269	15.463380	15.647441	6.119879	
148000	16.777027	4	6.124966	19.724588	6.124966	17.322791	19.724588	18.686415	6.124966	
149000	16.777027	4	5.485898	19.489796	5.485898	17.295663	17.922414	17.922414	5.485898	
150000	16.777027	4	5.958880	19.818592	5.958880	15.692977	16.186237	19.818592	5.958880	
151000	16.777027	5	6.326170	18.470243	6.326170	16.627210	18.511971	16.116532	6.326170	
152000	16.777027	4	6.336801	18.167891	6.336801	6.336801	18.499769	19.007641	6.336801	
153000	16.777027	4	6.208423	16.753902	6.208423	6.208423	14.857299	17.947914	6.208423	
154000	16.777027	4	7.058924	20.343627	7.058924	16.729629	20.343627	17.572025	7.058924	
155000	16.777027	4	5.991645	19.320868	5.991645	15.418932	19.320868	16.788541	5.991645	
156000	16.777027	4	6.749330	18.334528	6.749330	6.749330	14.550176	17.669030	6.749330	
157000	16.777027	5	6.013925	19.102565	6.013925	16.246841	17.935339	15.314773	6.013925	
158000	16.777027	4	6.147542	17.185936	6.147542	6.147542	15.506915	15.498174	6.147542	
159000	16.777027	5	5.938374	19.311935	5.938374	17.203309	18.256050	17.811859	5.938374	
160000	16.777027	4	6.366146	18.129589	6.366146	18.129589	17.310056	17.992086	6.366146	
161000	16.777027	5	6.214196	18.652768	6.214196	16.126349	17.589828	18.051108	6.214196	
162000	16.777027	4	6.205953	17.193177	6.205953	6.205953	15.162047	16.780007	6.205953	
163000	16.777027	4	5.937740	19.180333	5.937740	5.937740	18.702197	17.638463	5.937740	
164000	16.777027	4	6.386069	16.895480	6.386069	16.440332	16.895480	15.956504	6.386069	
165000	16.777027	4	6.078833	19.395551	6.078833	6.078833	15.209164	17.683714	6.078833	
166000	16.777027	5	6.531718	17.302756	6.531718	16.486345	15.905463	15.167797	6.531718	
167000	16.777027	5	5.976447	17.424816	5.976447	15.983595	15.783801	16.564209	5.976447	
168000	16.777027	4	5.710786	16.740260	5.710786	5.710786	16.873350	16.930993	5.710786	
169000	16.777027	5	5.739117	19.691334	5.739117	17.171094	17.904935	17.959571	5.739117	
170000	16.777027	4	5.839509	18.482862	5.839509	5.839509	14.311004	15.842039	5.839509	
171000	16.777027	5	6.153532	18.472524	6.153532	13.578585	18.148084	16.697150	6.153532	
172000	16.777027	3	6.221406	19.137196	6.221406	15.246494	19.137196	19.137196	6.221406	
173000	16.777027	4	5.738947	20.802379	5.738947	5.738947	15.986706	16.535413	5.738947	
174000	16.777027	4	6.032250	17.790348	6.032250	6.032250	16.735927	19.620887	6.032250	
175000	16.777027	5	5.894612	18.336630	5.894612	16.770351	17.802827	16.191071	5.894612	
176000	16.777027	4	6.500777	19.556894	6.500777	15.666381	16.328321	16.328321	6.500777	
177000	16.777027	4	6.210229	17.613084	6.210229	14.821834	15.205692	14.821834	6.210229	
178000	16.777027	5	6.149554	19.358174	6.149554	14.988904	16.561239	15.870033	6.149554	
179000	16.777027	5	5.934408	19.656489	5.934408	16.938335	16.029410	18.082611	5.934408	
180000	16.777027	4	6.737013	19.678697	6.737013	17.262846	19.678697	18.923824	6.737013	
181000	16.777027	4	6.763236	21.710085	6.763236	14.220895	21.710085	15.736226	6.763236	
182000	16.777027	4	5.359371	17.442613	5.359371	5.359371	14.391627	17.222316	5.359371	
183000	16.777027	5	6.303450	17.888533	6.303450	16.575870	17.288753	16.537308	6.303450	
184000	16.777027	5	5.631581	17.851365	5.631581	14.831170	17.353769	15.882413	5.631581	
185000	16.777027	4	5.952806	19.595746	5.952806	5.952806	15.499028	17.807284	5.952806	
186000	16.777027	4	5.903819	17.789608	5.903819	5.903819	14.489240	14.845673	5.903819	
187000	16.777027	4	6.156454	18.425937	6.156454	6.156454	17.890215	14.862849	6.156454	
188000	16.777027	4	6.288242	17.527735	6.288242	6.288242	17.292948	15.786194	6.288242	
189000	16.777027	3	6.484776	17.095497	6.484776	6.484776	14.556861	17.095497	6.484776	
190000	16.777027	4	6.291351	17.295688	6.291351	17.532840	15.710115	17.295688	6.291351	
191000	16.777027	4	6.634559	17.799942	6.634559	6.634559	15.567746	16.271281	6.634559	
192000	16.777027	4	6.247561	19.495205	6.247561	6.247561	15.648373	16.646795	6.247561	
193000	16.777027	4	6.668484	19.317754	6.668484	6.668484	16.418373	16.133217	6.668484	
194000	16.777027	5	6.244641	18.616151	6.244641	17.661512	16.773651	14.820921	6.244641	
195000	16.777027	5	6.312044	20.546987	6.312044	15.277215	16.798340	18.209130	6.312044	
196000	16.777027	4	6.194068	18.794385	6.194068	15.473398	18.794385	18.457749	6.194068	
197000	16.777027	2	5.907636	17.014932	5.907636	5.907636	5.907636	5.907636	5.907636	
198000	16.777027	2	5.973928	17.021470	5.973928	5.973928	5.973928	5.973928	5.973928	
199000	16.777027	2	5.291917	18.134083	5.291917	5.291917	5.291917	5.291917	5.291917	
200000	16.777027	2	5.593622	15.839967	5.593622	5.593622	5.593622	5.593622	5.593622	
201000	16.777027	2	5.440096	22.018428	5.440096	5.440096	5.440096	5.440096	5.440096	
202000	16.777027	4	5.289563	19.917429	5.289563	16.223449	5.289563	19.194907	5.289563	
203000	16.777027	4	5.540200	18.024907	5.540200	16.988231	5.540200	17.522833	5.540200	
204000	16.777027	2	5.994378	17.465611	5.994378	5.994378	5.994378	5.994378	5.994378	
205000	16.777027	2	5.111698	17.100859	5.111698	5.111698	5.111698	5.111698	5.111698	
206000	16.777027	2	5.832448	19.742706	5.832448	5.832448	5.832448	5.832448	5.832448	
207000	16.777027	2	5.590681	17.301411	5.590681	5.590681	5.590681	5.590681	5.590681	
208000	16.777027	2	6.267794	16.936477	6.267794	6.267794	6.267794	6.267794	6.267794	
209000	16.777027	4	5.538715	17.164746	5.538715	17.602156	5.538715	19.656029	5.538715	
210000	16.777027	2	5.277386	20.463341	5.277386	5.277386	5.277386	5.277386	5.277386	
211000	16.777027	2	6.292668	17.244870	6.292668	6.292668	6.292668	6.292668	6.292668	
212000	16.777027	2	5.863390	17.528791	5.863390	5.863390	5.863390	5.863390	5.863390	
213000	16.777027	2	5.880626	18.909456	5.880626	5.880626	5.880626	5.880626	5.880626	
214000	16.777027	2	6.635139	17.759205	6.635139	6.635139	6.635139	6.635139	6.635139	
215000	16.777027	2	5.829697	17.591137	5.829697	5.829697	5.829697	5.829697	5.829697	
216000	16.777027	2	6.022515	16.670812	6.022515	6.022515	6.022515	6.022515	6.022515	
217000	16.777027	2	6.080783	18.724907	6.080783	6.080783	6.080783	6.080783	6.080783	
218000	16.777027	2	6.077780	20.230462	6.077780	6.077780	6.077780	6.077780	6.077780	
219000	16.777027	2	5.225398	16.181740	5.225398	5.225398	5.225398	5.225398	5.225398	
220000	16.777027	2	6.199003	19.586605	6.199003	6.199003	6.199003	6.199003	6.199003	
221000	16.777027	2	6.310470	18.647290	6.310470	6.310470	6.310470	6.310470	6.310470	
222000	16.777027	5	5.722977	18.849972	5.722977	12.217936	15.920550	18.536500	5.722977	
223000	16.777027	4	6.054223	18.232151	6.054223	18.232151	18.159614	15.926355	6.054223	
224000	16.777027	4	6.398697	16.346994	6.398697	15.420802	16.346994	15.725266	6.398697	
225000	16.777027	4	6.222807	17.178009	6.222807	6.222807	13.689808	17.883608	6.222807	
226000	16.777027	5	6.329330	17.084168	6.329330	15.734561	17.596696	16.384228	6.329330	
227000	16.777027	5	6.236340	18.761377	6.236340	17.562112	17.842751	18.834528	6.236340	
228000	16.777027	4	6.443266	18.146422	6.443266	6.443266	17.479924	15.221826	6.443266	
229000	16.777027	4	6.069680	18.682525	6.069680	6.069680	16.980460	15.416216	6.069680	
230000	16.777027	5	6.219542	18.912408	6.219542	13.346193	16.167963	15.594477	6.219542	
231000	16.777027	4	6.778277	18.113742	6.778277	6.778277	15.381976	15.789282	6.778277	
232000	16.777027	5	6.797527	19.376676	6.797527	15.662684	18.426325	15.677457	6.797527	
233000	16.777027	5	6.168973	20.241213	6.168973	17.506300	15.289146	16.548107	6.168973	
234000	16.777027	4	6.164511	20.409422	6.164511	16.403556	17.229559	20.409422	6.164511	
235000	16.777027	4	5.892016	17.392758	5.892016	5.892016	16.297879	17.152937	5.892016	
236000	16.777027	4	6.160910	17.421528	6.160910	6.160910	16.333875	16.811934	6.160910	
237000	16.777027	4	6.299568	17.773960	6.299568	18.130040	17.773960	16.851582	6.299568	
238000	16.777027	4	6.364730	23.783969	6.364730	15.496563	23.783969	19.068104	6.364730	
239000	16.777027	4	6.042494	20.320736	6.042494	16.687210	20.320736	16.201401	6.042494	
240000	16.777027	4	6.703859	17.086180	6.703859	6.703859	18.196015	16.367855	6.703859	
241000	16.777027	5	6.620368	18.399720	6.620368	17.810048	16.177244	16.704130	6.620368	
242000	16.777027	4	6.381532	18.167014	6.381532	6.381532	17.112192	17.892433	6.381532	
243000	16.777027	4	5.959929	19.873745	5.959929	19.873745	18.130928	20.234416	5.959929	
244000	16.777027	5	6.063614	20.186324	6.063614	17.700979	19.187557	19.647355	6.063614	
245000	16.777027	3	5.927445	18.166024	5.927445	5.927445	15.347355	15.347355	5.927445	
246000	16.777027	2	5.725463	20.823949	5.725463	5.725463	5.725463	5.725463	5.725463	
247000	16.777027	2	5.806411	19.607549	5.806411	5.806411	5.806411	5.806411	5.806411	
248000	16.777027	3	5.926422	16.643848	5.926422	5.926422	5.926422	15.040821	5.926422	
249000	16.777027	2	5.659433	20.757112	5.659433	5.659433	5.659433	5.659433	5.659433	
250000	16.777027	2	6.437673	18.389254	6.437673	6.437673	6.437673	6.437673	6.437673	
251000	16.777027	2	5.872565	19.479701	5.872565	5.872565	5.872565	5.872565	5.872565	
252000	16.777027	2	5.879482	17.294637	5.879482	5.879482	5.879482	5.879482	5.879482	
253000	16.777027	2	5.787552	18.520353	5.787552	5.787552	5.787552	5.787552	5.787552	
254000	16.777027	2	5.941790	18.993418	5.941790	5.941790	5.941790	5.941790	5.941790	
255000	16.777027	2	5.675324	17.832674	5.675324	5.675324	5.675324	5.675324	5.675324	
256000	16.777027	2	5.911041	18.946006	5.911041	5.911041	5.911041	5.911041	5.911041	
257000	16.777027	2	5.761920	20.137277	5.761920	5.761920	5.761920	5.761920	5.761920	
258000	16.777027	2	5.536101	17.444614	5.536101	5.536101	5.536101	5.536101	5.536101	
259000	16.777027	2	6.292683	16.016491	6.292683	6.292683	6.292683	6.292683	6.292683	
260000	16.777027	4	5.764466	18.927927	5.764466	18.927927	16.347211	16.063356	5.764466	
261000	16.777027	3	6.472165	18.460136	6.472165	6.472165	16.606603	16.606603	6.472165	
262000	16.777027	5	5.413923	18.231448	5.413923	16.752130	16.632286	18.493299	5.413923	
263000	16.777027	5	5.730028	18.636320	5.730028	16.783575	18.211696	16.769710	5.730028	
264000	16.777027	4	5.769320	18.500689	5.769320	5.769320	17.104103	15.526254	5.769320	
265000	16.777027	4	6.303241	17.645948	6.303241	6.303241	16.395216	14.041110	6.303241	
266000	16.777027	5	6.447387	17.707922	6.447387	16.633411	18.579517	16.426252	6.447387	
267000	16.777027	4	6.244699	18.276546	6.244699	14.562411	17.151615	17.151615	6.244699	
268000	16.777027	5	6.272189	17.694650	6.272189	16.508162	16.677814	19.041953	6.272189	
269000	16.777027	5	5.715432	18.365523	5.715432	16.842108	16.537828	14.401138	5.715432	
270000	16.777027	4	6.140270	17.265006	6.140270	6.140270	16.554989	16.068908	6.140270	
271000	16.777027	2	5.702283	17.492204	5.702283	5.702283	5.702283	5.702283	5.702283	
272000	16.777027	2	5.282424	18.283773	5.282424	5.282424	5.282424	5.282424	5.282424	
273000	16.777027	2	5.193769	20.569247	5.193769	5.193769	5.193769	5.193769	5.193769	
274000	16.777027	2	5.862228	20.320322	5.862228	5.862228	5.862228	5.862228	5.862228	
275000	16.777027	2	5.208860	17.360965	5.208860	5.208860	5.208860	5.208860	5.208860	
276000	16.777027	2	6.110592	20.313982	6.110592	6.110592	6.110592	6.110592	6.110592	
277000	16.777027	2	5.974185	20.555351	5.974185	5.974185	5.974185	5.974185	5.974185	
278000	16.777027	2	5.961001	21.873360	5.961001	5.961001	5.961001	5.961001	5.961001	
279000	16.777027	2	6.133797	17.220761	6.133797	6.133797	6.133797	6.133797	6.133797	
280000	16.777027	2	4.869769	17.855324	4.869769	4.869769	4.869769	4.869769	4.869769	
281000	16.777027	2	5.340134	18.400350	5.340134	5.340134	5.340134	5.340134	5.340134	
282000	16.777027	2	5.367782	20.922172	5.367782	5.367782	5.367782	5.367782	5.367782	
283000	16.777027	2	6.067978	18.646281	6.067978	6.067978	6.067978	6.067978	6.067978	
284000	16.777027	2	6.045327	19.336658	6.045327	6.045327	6.045327	6.045327	6.045327	
285000	16.777027	2	6.203070	17.054294	6.203070	6.203070	6.203070	6.203070	6.203070	
286000	16.777027	2	5.828917	17.829302	5.828917	5.828917	5.828917	5.828917	5.828917	
287000	16.777027	2	5.220641	17.360874	5.220641	5.220641	5.220641	5.220641	5.220641	
288000	16.777027	2	5.473043	17.908722	5.473043	5.473043	5.473043	5.473043	5.473043	
289000	16.777027	2	5.801632	19.255795	5.801632	5.801632	5.801632	5.801632	5.801632	
290000	16.777027	2	5.136204	17.903844	5.136204	5.136204	5.136204	5.136204	5.136204	
291000	16.777027	2	5.980861	17.801430	5.980861	5.980861	5.980861	5.980861	5.980861	
292000	16.777027	2	5.726434	18.972492	5.726434	5.726434	5.726434	5.726434	5.726434	
293000	16.777027	2	5.880455	17.256407	5.880455	5.880455	5.880455	5.880455	5.880455	
294000	16.777027	4	5.263216	18.690973	5.263216	14.489302	5.263216	15.684434	5.263216	
295000	16.777027	2	5.193625	18.169916	5.193625	5.193625	5.193625	5.193625	5.193625	
296000	16.777027	2	5.841040	18.055427	5.841040	5.841040	5.841040	5.841040	5.841040	
297000	16.777027	2	6.114817	17.768655	6.114817	6.114817	6.114817	6.114817	6.114817	
298000	16.777027	2	5.971127	17.718543	5.971127	5.971127	5.971127	5.971127	5.971127	
299000	16.777027	2	6.026931	18.285995	6.026931	6.026931	6.026931	6.026931	6.026931	
300000	16.777027	2	5.675580	18.412134	5.675580	5.675580	5.675580	5.675580	5.675580	
301000	16.777027	2	5.943308	18.387203	5.943308	5.943308	5.943308	5.943308	5.943308	
