Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	R[AC,7]	R[AG,7]	R[AT,7]	R[CG,7]	R[CT,7]	R[GT,7]	
4373000	100.687501	2	0.062106	0.412061	0.060264	0.034910	0.389442	0.041217	0.062106	0.412061	0.060264	0.034910	0.389442	0.041217	0.062106	0.412061	0.060264	0.034910	0.389442	0.041217	0.062106	0.412061	0.060264	0.034910	0.389442	0.041217	0.098359	0.347225	0.100050	0.097211	0.200684	0.156471	0.098359	0.347225	0.100050	0.097211	0.200684	0.156471	0.062106	0.412061	0.060264	0.034910	0.389442	0.041217	
4374000	100.687501	2	0.059469	0.388411	0.062093	0.027754	0.408818	0.053455	0.059469	0.388411	0.062093	0.027754	0.408818	0.053455	0.059469	0.388411	0.062093	0.027754	0.408818	0.053455	0.042746	0.581387	0.076210	0.119877	0.102084	0.077697	0.042746	0.581387	0.076210	0.119877	0.102084	0.077697	0.042746	0.581387	0.076210	0.119877	0.102084	0.077697	0.059469	0.388411	0.062093	0.027754	0.408818	0.053455	
4375000	100.687501	4	0.065271	0.402023	0.060912	0.027227	0.392129	0.052439	0.065271	0.402023	0.060912	0.027227	0.392129	0.052439	0.065271	0.402023	0.060912	0.027227	0.392129	0.052439	0.139248	0.171671	0.386551	0.071749	0.157654	0.073127	0.157893	0.221048	0.168779	0.097426	0.255464	0.099389	0.090542	0.441868	0.114819	0.196645	0.085292	0.070834	0.065271	0.402023	0.060912	0.027227	0.392129	0.052439	
4376000	100.687501	2	0.060183	0.395055	0.050421	0.040314	0.400457	0.053569	0.060183	0.395055	0.050421	0.040314	0.400457	0.053569	0.060183	0.395055	0.050421	0.040314	0.400457	0.053569	0.052918	0.311728	0.023548	0.254461	0.257701	0.099644	0.060183	0.395055	0.050421	0.040314	0.400457	0.053569	0.060183	0.395055	0.050421	0.040314	0.400457	0.053569	0.060183	0.395055	0.050421	0.040314	0.400457	0.053569	
4377000	100.687501	3	0.061661	0.405003	0.064028	0.019757	0.405607	0.043944	0.061661	0.405003	0.064028	0.019757	0.405607	0.043944	0.061661	0.405003	0.064028	0.019757	0.405607	0.043944	0.063554	0.272713	0.318645	0.052123	0.254497	0.038468	0.063554	0.272713	0.318645	0.052123	0.254497	0.038468	0.041592	0.310384	0.134542	0.139100	0.296992	0.077390	0.061661	0.405003	0.064028	0.019757	0.405607	0.043944	
4378000	100.687501	2	0.058232	0.402988	0.064529	0.029033	0.397041	0.048178	0.058232	0.402988	0.064529	0.029033	0.397041	0.048178	0.058232	0.402988	0.064529	0.029033	0.397041	0.048178	0.047607	0.026115	0.159314	0.309617	0.315100	0.142247	0.058232	0.402988	0.064529	0.029033	0.397041	0.048178	0.058232	0.402988	0.064529	0.029033	0.397041	0.048178	0.058232	0.402988	0.064529	0.029033	0.397041	0.048178	
4379000	100.687501	2	0.061372	0.413534	0.070184	0.040916	0.373768	0.040226	0.061372	0.413534	0.070184	0.040916	0.373768	0.040226	0.061372	0.413534	0.070184	0.040916	0.373768	0.040226	0.061372	0.413534	0.070184	0.040916	0.373768	0.040226	0.275487	0.216396	0.143608	0.044591	0.257263	0.062654	0.061372	0.413534	0.070184	0.040916	0.373768	0.040226	0.061372	0.413534	0.070184	0.040916	0.373768	0.040226	
4380000	100.687501	2	0.057269	0.413107	0.065879	0.029592	0.387407	0.046745	0.057269	0.413107	0.065879	0.029592	0.387407	0.046745	0.057269	0.413107	0.065879	0.029592	0.387407	0.046745	0.024995	0.308534	0.149740	0.184792	0.221649	0.110291	0.024995	0.308534	0.149740	0.184792	0.221649	0.110291	0.057269	0.413107	0.065879	0.029592	0.387407	0.046745	0.057269	0.413107	0.065879	0.029592	0.387407	0.046745	
4381000	100.687501	3	0.061213	0.406751	0.064865	0.029821	0.391324	0.046026	0.061213	0.406751	0.064865	0.029821	0.391324	0.046026	0.061213	0.406751	0.064865	0.029821	0.391324	0.046026	0.024161	0.297263	0.200166	0.150937	0.232934	0.094541	0.035760	0.261389	0.176053	0.243594	0.227883	0.055321	0.061213	0.406751	0.064865	0.029821	0.391324	0.046026	0.061213	0.406751	0.064865	0.029821	0.391324	0.046026	
4382000	100.687501	3	0.063700	0.423275	0.056528	0.029777	0.378824	0.047896	0.063700	0.423275	0.056528	0.029777	0.378824	0.047896	0.063700	0.423275	0.056528	0.029777	0.378824	0.047896	0.019827	0.139076	0.204675	0.228733	0.326600	0.081089	0.116445	0.188891	0.142677	0.074770	0.422858	0.054359	0.063700	0.423275	0.056528	0.029777	0.378824	0.047896	0.063700	0.423275	0.056528	0.029777	0.378824	0.047896	
4383000	100.687501	3	0.067619	0.368859	0.055386	0.028948	0.413356	0.065832	0.067619	0.368859	0.055386	0.028948	0.413356	0.065832	0.067619	0.368859	0.055386	0.028948	0.413356	0.065832	0.043872	0.313930	0.098681	0.264049	0.198358	0.081111	0.043872	0.313930	0.098681	0.264049	0.198358	0.081111	0.137515	0.249881	0.152872	0.065965	0.386235	0.007532	0.067619	0.368859	0.055386	0.028948	0.413356	0.065832	
4384000	100.687501	2	0.074182	0.363151	0.059111	0.021348	0.423960	0.058248	0.074182	0.363151	0.059111	0.021348	0.423960	0.058248	0.074182	0.363151	0.059111	0.021348	0.423960	0.058248	0.151057	0.499433	0.047296	0.096903	0.172359	0.032952	0.151057	0.499433	0.047296	0.096903	0.172359	0.032952	0.151057	0.499433	0.047296	0.096903	0.172359	0.032952	0.074182	0.363151	0.059111	0.021348	0.423960	0.058248	
4385000	100.687501	4	0.070013	0.408064	0.086930	0.044173	0.342109	0.048712	0.045055	0.458797	0.049757	0.015317	0.347302	0.083772	0.045055	0.458797	0.049757	0.015317	0.347302	0.083772	0.325559	0.111581	0.134802	0.311941	0.088327	0.027790	0.062598	0.264529	0.159434	0.155097	0.350316	0.008026	0.070013	0.408064	0.086930	0.044173	0.342109	0.048712	0.070013	0.408064	0.086930	0.044173	0.342109	0.048712	
4386000	100.687501	4	0.097941	0.335407	0.084843	0.041686	0.410776	0.029347	0.047468	0.480988	0.047685	0.016138	0.319461	0.088260	0.047468	0.480988	0.047685	0.016138	0.319461	0.088260	0.010443	0.451875	0.029856	0.344632	0.067650	0.095545	0.038972	0.418548	0.118377	0.069059	0.225152	0.129892	0.038972	0.418548	0.118377	0.069059	0.225152	0.129892	0.097941	0.335407	0.084843	0.041686	0.410776	0.029347	
4387000	100.687501	1	0.078843	0.338220	0.061654	0.052408	0.437402	0.031473	0.078843	0.338220	0.061654	0.052408	0.437402	0.031473	0.078843	0.338220	0.061654	0.052408	0.437402	0.031473	0.078843	0.338220	0.061654	0.052408	0.437402	0.031473	0.078843	0.338220	0.061654	0.052408	0.437402	0.031473	0.078843	0.338220	0.061654	0.052408	0.437402	0.031473	0.078843	0.338220	0.061654	0.052408	0.437402	0.031473	
4388000	100.687501	2	0.072204	0.323553	0.065585	0.040144	0.455536	0.042978	0.072204	0.323553	0.065585	0.040144	0.455536	0.042978	0.072204	0.323553	0.065585	0.040144	0.455536	0.042978	0.115111	0.190570	0.083331	0.054539	0.359362	0.197087	0.072204	0.323553	0.065585	0.040144	0.455536	0.042978	0.072204	0.323553	0.065585	0.040144	0.455536	0.042978	0.072204	0.323553	0.065585	0.040144	0.455536	0.042978	
4389000	100.687501	2	0.072498	0.320379	0.058780	0.027907	0.473023	0.047413	0.072498	0.320379	0.058780	0.027907	0.473023	0.047413	0.072498	0.320379	0.058780	0.027907	0.473023	0.047413	0.065777	0.163561	0.079761	0.318725	0.295077	0.077099	0.072498	0.320379	0.058780	0.027907	0.473023	0.047413	0.065777	0.163561	0.079761	0.318725	0.295077	0.077099	0.072498	0.320379	0.058780	0.027907	0.473023	0.047413	
4390000	100.687501	3	0.067273	0.336439	0.065414	0.018921	0.465284	0.046669	0.067273	0.336439	0.065414	0.018921	0.465284	0.046669	0.067273	0.336439	0.065414	0.018921	0.465284	0.046669	0.055556	0.015621	0.035192	0.053431	0.641747	0.198455	0.146206	0.269862	0.094571	0.252381	0.161697	0.075283	0.146206	0.269862	0.094571	0.252381	0.161697	0.075283	0.067273	0.336439	0.065414	0.018921	0.465284	0.046669	
4391000	100.687501	4	0.056795	0.370121	0.060403	0.031376	0.428455	0.052850	0.056795	0.370121	0.060403	0.031376	0.428455	0.052850	0.056795	0.370121	0.060403	0.031376	0.428455	0.052850	0.035051	0.222121	0.247853	0.175057	0.190304	0.129615	0.243315	0.371594	0.156790	0.110528	0.071410	0.046362	0.040804	0.572247	0.047705	0.054466	0.095456	0.189323	0.056795	0.370121	0.060403	0.031376	0.428455	0.052850	
4392000	100.687501	2	0.061726	0.402256	0.065647	0.031234	0.381698	0.057439	0.061726	0.402256	0.065647	0.031234	0.381698	0.057439	0.061726	0.402256	0.065647	0.031234	0.381698	0.057439	0.154829	0.119489	0.061462	0.302319	0.211170	0.150732	0.061726	0.402256	0.065647	0.031234	0.381698	0.057439	0.061726	0.402256	0.065647	0.031234	0.381698	0.057439	0.061726	0.402256	0.065647	0.031234	0.381698	0.057439	
4393000	100.687501	2	0.057703	0.408825	0.066819	0.030760	0.393925	0.041968	0.057703	0.408825	0.066819	0.030760	0.393925	0.041968	0.057703	0.408825	0.066819	0.030760	0.393925	0.041968	0.097486	0.205435	0.154017	0.147341	0.279770	0.115950	0.097486	0.205435	0.154017	0.147341	0.279770	0.115950	0.057703	0.408825	0.066819	0.030760	0.393925	0.041968	0.057703	0.408825	0.066819	0.030760	0.393925	0.041968	
4394000	100.687501	2	0.054069	0.449301	0.056174	0.029327	0.350956	0.060173	0.054069	0.449301	0.056174	0.029327	0.350956	0.060173	0.054069	0.449301	0.056174	0.029327	0.350956	0.060173	0.060264	0.401475	0.085692	0.122008	0.263833	0.066728	0.060264	0.401475	0.085692	0.122008	0.263833	0.066728	0.060264	0.401475	0.085692	0.122008	0.263833	0.066728	0.054069	0.449301	0.056174	0.029327	0.350956	0.060173	
4395000	100.687501	2	0.059082	0.455170	0.053381	0.031058	0.356400	0.044909	0.059082	0.455170	0.053381	0.031058	0.356400	0.044909	0.059082	0.455170	0.053381	0.031058	0.356400	0.044909	0.068692	0.423653	0.108315	0.155587	0.151917	0.091837	0.068692	0.423653	0.108315	0.155587	0.151917	0.091837	0.068692	0.423653	0.108315	0.155587	0.151917	0.091837	0.059082	0.455170	0.053381	0.031058	0.356400	0.044909	
4396000	100.687501	2	0.067594	0.440706	0.048691	0.032576	0.369705	0.040728	0.067594	0.440706	0.048691	0.032576	0.369705	0.040728	0.067594	0.440706	0.048691	0.032576	0.369705	0.040728	0.071873	0.295605	0.079932	0.191239	0.131752	0.229599	0.071873	0.295605	0.079932	0.191239	0.131752	0.229599	0.067594	0.440706	0.048691	0.032576	0.369705	0.040728	0.067594	0.440706	0.048691	0.032576	0.369705	0.040728	
4397000	100.687501	3	0.064040	0.449634	0.055447	0.030863	0.350266	0.049749	0.064040	0.449634	0.055447	0.030863	0.350266	0.049749	0.064040	0.449634	0.055447	0.030863	0.350266	0.049749	0.135142	0.259367	0.235899	0.239518	0.077370	0.052704	0.133758	0.448197	0.050786	0.035613	0.267062	0.064584	0.133758	0.448197	0.050786	0.035613	0.267062	0.064584	0.064040	0.449634	0.055447	0.030863	0.350266	0.049749	
4398000	100.687501	3	0.070758	0.402483	0.079572	0.050964	0.320583	0.075639	0.058808	0.439369	0.057237	0.034743	0.355224	0.054620	0.058808	0.439369	0.057237	0.034743	0.355224	0.054620	0.143816	0.370014	0.173618	0.099977	0.121174	0.091401	0.143816	0.370014	0.173618	0.099977	0.121174	0.091401	0.070758	0.402483	0.079572	0.050964	0.320583	0.075639	0.070758	0.402483	0.079572	0.050964	0.320583	0.075639	
4399000	100.687501	2	0.096630	0.386733	0.065259	0.028120	0.373342	0.049916	0.096630	0.386733	0.065259	0.028120	0.373342	0.049916	0.096630	0.386733	0.065259	0.028120	0.373342	0.049916	0.197663	0.066857	0.304961	0.128332	0.235415	0.066773	0.096630	0.386733	0.065259	0.028120	0.373342	0.049916	0.096630	0.386733	0.065259	0.028120	0.373342	0.049916	0.096630	0.386733	0.065259	0.028120	0.373342	0.049916	
4400000	100.687501	2	0.057684	0.388897	0.054803	0.030396	0.423695	0.044526	0.057684	0.388897	0.054803	0.030396	0.423695	0.044526	0.057684	0.388897	0.054803	0.030396	0.423695	0.044526	0.062419	0.409427	0.055275	0.230191	0.163253	0.079436	0.062419	0.409427	0.055275	0.230191	0.163253	0.079436	0.062419	0.409427	0.055275	0.230191	0.163253	0.079436	0.057684	0.388897	0.054803	0.030396	0.423695	0.044526	
4401000	100.687501	3	0.059612	0.396689	0.056547	0.036206	0.406468	0.044478	0.059612	0.396689	0.056547	0.036206	0.406468	0.044478	0.059612	0.396689	0.056547	0.036206	0.406468	0.044478	0.040338	0.055919	0.053682	0.589864	0.177624	0.082574	0.119381	0.090288	0.069884	0.102544	0.602402	0.015500	0.059612	0.396689	0.056547	0.036206	0.406468	0.044478	0.059612	0.396689	0.056547	0.036206	0.406468	0.044478	
4402000	100.687501	2	0.060376	0.413916	0.061939	0.032253	0.387025	0.044491	0.060376	0.413916	0.061939	0.032253	0.387025	0.044491	0.060376	0.413916	0.061939	0.032253	0.387025	0.044491	0.077584	0.368421	0.082765	0.230898	0.159640	0.080692	0.077584	0.368421	0.082765	0.230898	0.159640	0.080692	0.077584	0.368421	0.082765	0.230898	0.159640	0.080692	0.060376	0.413916	0.061939	0.032253	0.387025	0.044491	
4403000	100.687501	3	0.061110	0.426515	0.054767	0.032645	0.381614	0.043349	0.061110	0.426515	0.054767	0.032645	0.381614	0.043349	0.061110	0.426515	0.054767	0.032645	0.381614	0.043349	0.029307	0.150032	0.188999	0.352288	0.156475	0.122897	0.116903	0.227135	0.343202	0.139523	0.057113	0.116125	0.061110	0.426515	0.054767	0.032645	0.381614	0.043349	0.061110	0.426515	0.054767	0.032645	0.381614	0.043349	
4404000	100.687501	2	0.067534	0.400016	0.060525	0.036077	0.387942	0.047906	0.067534	0.400016	0.060525	0.036077	0.387942	0.047906	0.067534	0.400016	0.060525	0.036077	0.387942	0.047906	0.113904	0.121030	0.125652	0.568806	0.036354	0.034254	0.067534	0.400016	0.060525	0.036077	0.387942	0.047906	0.067534	0.400016	0.060525	0.036077	0.387942	0.047906	0.067534	0.400016	0.060525	0.036077	0.387942	0.047906	
4405000	100.687501	4	0.055232	0.390731	0.061265	0.031329	0.410485	0.050958	0.055232	0.390731	0.061265	0.031329	0.410485	0.050958	0.055232	0.390731	0.061265	0.031329	0.410485	0.050958	0.060793	0.243258	0.074476	0.158853	0.193901	0.268719	0.040422	0.381968	0.093816	0.111800	0.257395	0.114599	0.053128	0.479412	0.101839	0.178108	0.095093	0.092420	0.055232	0.390731	0.061265	0.031329	0.410485	0.050958	
4406000	100.687501	2	0.059560	0.391717	0.061151	0.029006	0.408894	0.049671	0.059560	0.391717	0.061151	0.029006	0.408894	0.049671	0.059560	0.391717	0.061151	0.029006	0.408894	0.049671	0.013308	0.122015	0.198577	0.120898	0.090914	0.454287	0.059560	0.391717	0.061151	0.029006	0.408894	0.049671	0.059560	0.391717	0.061151	0.029006	0.408894	0.049671	0.059560	0.391717	0.061151	0.029006	0.408894	0.049671	
4407000	100.687501	3	0.065410	0.370619	0.064475	0.029509	0.427158	0.042829	0.065410	0.370619	0.064475	0.029509	0.427158	0.042829	0.065410	0.370619	0.064475	0.029509	0.427158	0.042829	0.006915	0.260310	0.284246	0.263218	0.114678	0.070633	0.092174	0.454331	0.140370	0.057906	0.221296	0.033923	0.092174	0.454331	0.140370	0.057906	0.221296	0.033923	0.065410	0.370619	0.064475	0.029509	0.427158	0.042829	
4408000	100.687501	2	0.059740	0.418897	0.061991	0.023397	0.379454	0.056521	0.059740	0.418897	0.061991	0.023397	0.379454	0.056521	0.059740	0.418897	0.061991	0.023397	0.379454	0.056521	0.174465	0.243226	0.081803	0.282511	0.101346	0.116649	0.174465	0.243226	0.081803	0.282511	0.101346	0.116649	0.059740	0.418897	0.061991	0.023397	0.379454	0.056521	0.059740	0.418897	0.061991	0.023397	0.379454	0.056521	
4409000	100.687501	3	0.064074	0.409779	0.059861	0.024268	0.384714	0.057304	0.064074	0.409779	0.059861	0.024268	0.384714	0.057304	0.064074	0.409779	0.059861	0.024268	0.384714	0.057304	0.176600	0.251972	0.101735	0.287322	0.173675	0.008698	0.144966	0.432222	0.098518	0.026556	0.197435	0.100303	0.176600	0.251972	0.101735	0.287322	0.173675	0.008698	0.064074	0.409779	0.059861	0.024268	0.384714	0.057304	
4410000	100.687501	3	0.051652	0.396058	0.057855	0.030395	0.410875	0.053166	0.051652	0.396058	0.057855	0.030395	0.410875	0.053166	0.051652	0.396058	0.057855	0.030395	0.410875	0.053166	0.226269	0.015990	0.074628	0.317710	0.299417	0.065985	0.103723	0.295438	0.040327	0.079539	0.413651	0.067322	0.051652	0.396058	0.057855	0.030395	0.410875	0.053166	0.103723	0.295438	0.040327	0.079539	0.413651	0.067322	
4411000	100.687501	3	0.060211	0.385615	0.062814	0.028746	0.412129	0.050485	0.060211	0.385615	0.062814	0.028746	0.412129	0.050485	0.060211	0.385615	0.062814	0.028746	0.412129	0.050485	0.067501	0.081300	0.205222	0.272445	0.346899	0.026633	0.076905	0.290307	0.099440	0.196820	0.298930	0.037598	0.076905	0.290307	0.099440	0.196820	0.298930	0.037598	0.060211	0.385615	0.062814	0.028746	0.412129	0.050485	
4412000	100.687501	2	0.060446	0.387191	0.062941	0.030631	0.412617	0.046174	0.060446	0.387191	0.062941	0.030631	0.412617	0.046174	0.060446	0.387191	0.062941	0.030631	0.412617	0.046174	0.242973	0.244885	0.079081	0.179204	0.198703	0.055154	0.242973	0.244885	0.079081	0.179204	0.198703	0.055154	0.060446	0.387191	0.062941	0.030631	0.412617	0.046174	0.060446	0.387191	0.062941	0.030631	0.412617	0.046174	
4413000	100.687501	2	0.061463	0.393704	0.064000	0.031147	0.406414	0.043273	0.061463	0.393704	0.064000	0.031147	0.406414	0.043273	0.061463	0.393704	0.064000	0.031147	0.406414	0.043273	0.038906	0.406059	0.172136	0.122483	0.128313	0.132104	0.038906	0.406059	0.172136	0.122483	0.128313	0.132104	0.038906	0.406059	0.172136	0.122483	0.128313	0.132104	0.061463	0.393704	0.064000	0.031147	0.406414	0.043273	
4414000	100.687501	2	0.056686	0.400448	0.066885	0.035365	0.391793	0.048822	0.056686	0.400448	0.066885	0.035365	0.391793	0.048822	0.056686	0.400448	0.066885	0.035365	0.391793	0.048822	0.040316	0.474735	0.132964	0.191377	0.101304	0.059304	0.056686	0.400448	0.066885	0.035365	0.391793	0.048822	0.040316	0.474735	0.132964	0.191377	0.101304	0.059304	0.056686	0.400448	0.066885	0.035365	0.391793	0.048822	
4415000	100.687501	3	0.057809	0.391337	0.078622	0.027439	0.396645	0.048148	0.057809	0.391337	0.078622	0.027439	0.396645	0.048148	0.057809	0.391337	0.078622	0.027439	0.396645	0.048148	0.048918	0.337035	0.146645	0.203586	0.181310	0.082506	0.048918	0.337035	0.146645	0.203586	0.181310	0.082506	0.091424	0.498814	0.080465	0.169736	0.069832	0.089728	0.057809	0.391337	0.078622	0.027439	0.396645	0.048148	
4416000	100.687501	2	0.069276	0.399158	0.064049	0.036335	0.390164	0.041018	0.069276	0.399158	0.064049	0.036335	0.390164	0.041018	0.069276	0.399158	0.064049	0.036335	0.390164	0.041018	0.093448	0.027734	0.101274	0.143830	0.302098	0.331615	0.069276	0.399158	0.064049	0.036335	0.390164	0.041018	0.069276	0.399158	0.064049	0.036335	0.390164	0.041018	0.069276	0.399158	0.064049	0.036335	0.390164	0.041018	
4417000	100.687501	2	0.064253	0.414320	0.062764	0.031160	0.375141	0.052362	0.064253	0.414320	0.062764	0.031160	0.375141	0.052362	0.064253	0.414320	0.062764	0.031160	0.375141	0.052362	0.027366	0.275138	0.196945	0.217228	0.147410	0.135913	0.064253	0.414320	0.062764	0.031160	0.375141	0.052362	0.064253	0.414320	0.062764	0.031160	0.375141	0.052362	0.064253	0.414320	0.062764	0.031160	0.375141	0.052362	
4418000	100.687501	3	0.064355	0.398408	0.058887	0.029750	0.398480	0.050119	0.064355	0.398408	0.058887	0.029750	0.398480	0.050119	0.064355	0.398408	0.058887	0.029750	0.398480	0.050119	0.021157	0.436735	0.136454	0.059553	0.332210	0.013891	0.115981	0.354029	0.162641	0.184977	0.077925	0.104447	0.064355	0.398408	0.058887	0.029750	0.398480	0.050119	0.064355	0.398408	0.058887	0.029750	0.398480	0.050119	
4419000	100.687501	3	0.101913	0.315841	0.075027	0.069893	0.396810	0.040517	0.068250	0.403853	0.049555	0.011349	0.412450	0.054543	0.068250	0.403853	0.049555	0.011349	0.412450	0.054543	0.101913	0.315841	0.075027	0.069893	0.396810	0.040517	0.070664	0.303316	0.154515	0.222640	0.195487	0.053379	0.070664	0.303316	0.154515	0.222640	0.195487	0.053379	0.101913	0.315841	0.075027	0.069893	0.396810	0.040517	
4420000	100.687501	3	0.081766	0.310719	0.094664	0.056648	0.419301	0.036903	0.040919	0.449660	0.052683	0.021713	0.363763	0.071263	0.040919	0.449660	0.052683	0.021713	0.363763	0.071263	0.014679	0.523054	0.105271	0.087093	0.212712	0.057191	0.081766	0.310719	0.094664	0.056648	0.419301	0.036903	0.081766	0.310719	0.094664	0.056648	0.419301	0.036903	0.081766	0.310719	0.094664	0.056648	0.419301	0.036903	
4421000	100.687501	3	0.084540	0.291192	0.081169	0.058836	0.449131	0.035132	0.045135	0.445871	0.051169	0.026130	0.365580	0.066115	0.045135	0.445871	0.051169	0.026130	0.365580	0.066115	0.039031	0.172158	0.036924	0.505825	0.109973	0.136088	0.084540	0.291192	0.081169	0.058836	0.449131	0.035132	0.045135	0.445871	0.051169	0.026130	0.365580	0.066115	0.084540	0.291192	0.081169	0.058836	0.449131	0.035132	
4422000	100.687501	2	0.054566	0.390916	0.064959	0.038294	0.407182	0.044083	0.054566	0.390916	0.064959	0.038294	0.407182	0.044083	0.054566	0.390916	0.064959	0.038294	0.407182	0.044083	0.066412	0.177508	0.218497	0.119985	0.342120	0.075478	0.066412	0.177508	0.218497	0.119985	0.342120	0.075478	0.054566	0.390916	0.064959	0.038294	0.407182	0.044083	0.054566	0.390916	0.064959	0.038294	0.407182	0.044083	
4423000	100.687501	2	0.059433	0.388469	0.066276	0.036677	0.400065	0.049080	0.059433	0.388469	0.066276	0.036677	0.400065	0.049080	0.059433	0.388469	0.066276	0.036677	0.400065	0.049080	0.003146	0.345429	0.108138	0.205084	0.302384	0.035820	0.059433	0.388469	0.066276	0.036677	0.400065	0.049080	0.059433	0.388469	0.066276	0.036677	0.400065	0.049080	0.059433	0.388469	0.066276	0.036677	0.400065	0.049080	
4424000	100.687501	2	0.059229	0.405119	0.064706	0.028021	0.395007	0.047917	0.059229	0.405119	0.064706	0.028021	0.395007	0.047917	0.059229	0.405119	0.064706	0.028021	0.395007	0.047917	0.156178	0.150390	0.170644	0.180803	0.224419	0.117566	0.156178	0.150390	0.170644	0.180803	0.224419	0.117566	0.059229	0.405119	0.064706	0.028021	0.395007	0.047917	0.059229	0.405119	0.064706	0.028021	0.395007	0.047917	
4425000	100.687501	3	0.059977	0.418472	0.064934	0.029283	0.375186	0.052148	0.059977	0.418472	0.064934	0.029283	0.375186	0.052148	0.059977	0.418472	0.064934	0.029283	0.375186	0.052148	0.065111	0.420765	0.177992	0.087833	0.156560	0.091739	0.208883	0.312393	0.048985	0.067128	0.278393	0.084218	0.065111	0.420765	0.177992	0.087833	0.156560	0.091739	0.059977	0.418472	0.064934	0.029283	0.375186	0.052148	
4426000	100.687501	2	0.069162	0.399108	0.067723	0.046856	0.368621	0.048530	0.069162	0.399108	0.067723	0.046856	0.368621	0.048530	0.069162	0.399108	0.067723	0.046856	0.368621	0.048530	0.071980	0.399977	0.119517	0.196836	0.191629	0.020061	0.071980	0.399977	0.119517	0.196836	0.191629	0.020061	0.071980	0.399977	0.119517	0.196836	0.191629	0.020061	0.069162	0.399108	0.067723	0.046856	0.368621	0.048530	
4427000	100.687501	3	0.058164	0.409716	0.061156	0.026761	0.400378	0.043825	0.058164	0.409716	0.061156	0.026761	0.400378	0.043825	0.058164	0.409716	0.061156	0.026761	0.400378	0.043825	0.063476	0.126866	0.069589	0.159840	0.448600	0.131629	0.211372	0.394116	0.098245	0.067624	0.185647	0.042996	0.058164	0.409716	0.061156	0.026761	0.400378	0.043825	0.058164	0.409716	0.061156	0.026761	0.400378	0.043825	
4428000	100.687501	2	0.064741	0.431470	0.056099	0.032766	0.367045	0.047878	0.064741	0.431470	0.056099	0.032766	0.367045	0.047878	0.064741	0.431470	0.056099	0.032766	0.367045	0.047878	0.036068	0.485111	0.046525	0.360444	0.024650	0.047203	0.064741	0.431470	0.056099	0.032766	0.367045	0.047878	0.064741	0.431470	0.056099	0.032766	0.367045	0.047878	0.064741	0.431470	0.056099	0.032766	0.367045	0.047878	
4429000	100.687501	2	0.062296	0.415177	0.065900	0.032717	0.385620	0.038289	0.062296	0.415177	0.065900	0.032717	0.385620	0.038289	0.062296	0.415177	0.065900	0.032717	0.385620	0.038289	0.071441	0.230000	0.209320	0.097827	0.072244	0.319168	0.062296	0.415177	0.065900	0.032717	0.385620	0.038289	0.062296	0.415177	0.065900	0.032717	0.385620	0.038289	0.062296	0.415177	0.065900	0.032717	0.385620	0.038289	
4430000	100.687501	2	0.056713	0.430525	0.062545	0.039180	0.360543	0.050493	0.056713	0.430525	0.062545	0.039180	0.360543	0.050493	0.056713	0.430525	0.062545	0.039180	0.360543	0.050493	0.058970	0.399645	0.057476	0.139311	0.297602	0.046995	0.058970	0.399645	0.057476	0.139311	0.297602	0.046995	0.058970	0.399645	0.057476	0.139311	0.297602	0.046995	0.056713	0.430525	0.062545	0.039180	0.360543	0.050493	
4431000	100.687501	3	0.075636	0.347766	0.089107	0.012665	0.395817	0.079008	0.053299	0.438192	0.054511	0.035514	0.355953	0.062532	0.075636	0.347766	0.089107	0.012665	0.395817	0.079008	0.072026	0.343901	0.091433	0.245628	0.186302	0.060710	0.072026	0.343901	0.091433	0.245628	0.186302	0.060710	0.072026	0.343901	0.091433	0.245628	0.186302	0.060710	0.053299	0.438192	0.054511	0.035514	0.355953	0.062532	
4432000	100.687501	2	0.065994	0.358798	0.065852	0.031600	0.428966	0.048790	0.065994	0.358798	0.065852	0.031600	0.428966	0.048790	0.065994	0.358798	0.065852	0.031600	0.428966	0.048790	0.169359	0.355114	0.136791	0.153775	0.165921	0.019039	0.169359	0.355114	0.136791	0.153775	0.165921	0.019039	0.065994	0.358798	0.065852	0.031600	0.428966	0.048790	0.065994	0.358798	0.065852	0.031600	0.428966	0.048790	
4433000	100.687501	3	0.067651	0.357915	0.065625	0.032966	0.434914	0.040929	0.067651	0.357915	0.065625	0.032966	0.434914	0.040929	0.067651	0.357915	0.065625	0.032966	0.434914	0.040929	0.034559	0.255581	0.093388	0.181476	0.313662	0.121333	0.034559	0.255581	0.093388	0.181476	0.313662	0.121333	0.100179	0.411964	0.048732	0.228554	0.103958	0.106613	0.067651	0.357915	0.065625	0.032966	0.434914	0.040929	
