Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	
1763000	16.777027	4	0.335012	0.277969	0.130380	0.256640	0.335012	0.277969	0.130380	0.256640	0.214359	0.258228	0.270919	0.256493	0.237572	0.249496	0.107876	0.405057	0.214359	0.258228	0.270919	0.256493	0.289414	0.187849	0.166824	0.355912	0.214359	0.258228	0.270919	0.256493	
1764000	16.777027	2	0.353003	0.265147	0.128767	0.253083	0.353003	0.265147	0.128767	0.253083	0.201739	0.289046	0.263890	0.245326	0.201739	0.289046	0.263890	0.245326	0.201739	0.289046	0.263890	0.245326	0.353003	0.265147	0.128767	0.253083	0.201739	0.289046	0.263890	0.245326	
1765000	16.777027	3	0.339501	0.262780	0.145036	0.252682	0.339501	0.262780	0.145036	0.252682	0.195740	0.252796	0.317157	0.234307	0.179202	0.252349	0.279486	0.288963	0.195740	0.252796	0.317157	0.234307	0.339501	0.262780	0.145036	0.252682	0.195740	0.252796	0.317157	0.234307	
1766000	16.777027	3	0.336730	0.301451	0.109817	0.252002	0.336730	0.301451	0.109817	0.252002	0.192468	0.278564	0.241637	0.287330	0.192468	0.278564	0.241637	0.287330	0.217160	0.302665	0.263751	0.216424	0.336730	0.301451	0.109817	0.252002	0.217160	0.302665	0.263751	0.216424	
1767000	16.777027	2	0.312314	0.307575	0.106718	0.273393	0.312314	0.307575	0.106718	0.273393	0.219641	0.259649	0.279464	0.241246	0.219641	0.259649	0.279464	0.241246	0.219641	0.259649	0.279464	0.241246	0.312314	0.307575	0.106718	0.273393	0.219641	0.259649	0.279464	0.241246	
1768000	16.777027	2	0.327712	0.300964	0.117310	0.254014	0.327712	0.300964	0.117310	0.254014	0.202308	0.254923	0.270933	0.271837	0.202308	0.254923	0.270933	0.271837	0.202308	0.254923	0.270933	0.271837	0.327712	0.300964	0.117310	0.254014	0.202308	0.254923	0.270933	0.271837	
1769000	16.777027	2	0.328566	0.301513	0.114618	0.255303	0.328566	0.301513	0.114618	0.255303	0.208039	0.260955	0.258063	0.272943	0.208039	0.260955	0.258063	0.272943	0.208039	0.260955	0.258063	0.272943	0.328566	0.301513	0.114618	0.255303	0.208039	0.260955	0.258063	0.272943	
1770000	16.777027	2	0.329190	0.290379	0.113759	0.266672	0.329190	0.290379	0.113759	0.266672	0.215374	0.247380	0.272187	0.265059	0.215374	0.247380	0.272187	0.265059	0.215374	0.247380	0.272187	0.265059	0.329190	0.290379	0.113759	0.266672	0.215374	0.247380	0.272187	0.265059	
1771000	16.777027	2	0.337141	0.289268	0.112028	0.261562	0.337141	0.289268	0.112028	0.261562	0.210182	0.258151	0.255505	0.276162	0.210182	0.258151	0.255505	0.276162	0.210182	0.258151	0.255505	0.276162	0.337141	0.289268	0.112028	0.261562	0.210182	0.258151	0.255505	0.276162	
1772000	16.777027	3	0.325369	0.287149	0.137351	0.250131	0.325369	0.287149	0.137351	0.250131	0.180017	0.285007	0.278322	0.256654	0.180017	0.285007	0.278322	0.256654	0.396368	0.149771	0.292398	0.161463	0.325369	0.287149	0.137351	0.250131	0.180017	0.285007	0.278322	0.256654	
1773000	16.777027	2	0.329292	0.283722	0.124901	0.262085	0.329292	0.283722	0.124901	0.262085	0.205169	0.266541	0.281733	0.246556	0.205169	0.266541	0.281733	0.246556	0.205169	0.266541	0.281733	0.246556	0.329292	0.283722	0.124901	0.262085	0.205169	0.266541	0.281733	0.246556	
1774000	16.777027	2	0.320084	0.296201	0.128549	0.255166	0.320084	0.296201	0.128549	0.255166	0.167338	0.282469	0.282251	0.267942	0.167338	0.282469	0.282251	0.267942	0.167338	0.282469	0.282251	0.267942	0.320084	0.296201	0.128549	0.255166	0.167338	0.282469	0.282251	0.267942	
1775000	16.777027	2	0.316393	0.298743	0.121842	0.263022	0.316393	0.298743	0.121842	0.263022	0.200622	0.266589	0.275314	0.257475	0.200622	0.266589	0.275314	0.257475	0.200622	0.266589	0.275314	0.257475	0.316393	0.298743	0.121842	0.263022	0.200622	0.266589	0.275314	0.257475	
1776000	16.777027	3	0.316393	0.298743	0.121842	0.263022	0.316393	0.298743	0.121842	0.263022	0.186367	0.298939	0.274866	0.239829	0.186238	0.259064	0.242781	0.311916	0.186367	0.298939	0.274866	0.239829	0.316393	0.298743	0.121842	0.263022	0.186367	0.298939	0.274866	0.239829	
1777000	16.777027	2	0.316393	0.298743	0.121842	0.263022	0.316393	0.298743	0.121842	0.263022	0.171014	0.267741	0.304288	0.256957	0.171014	0.267741	0.304288	0.256957	0.171014	0.267741	0.304288	0.256957	0.316393	0.298743	0.121842	0.263022	0.171014	0.267741	0.304288	0.256957	
1778000	16.777027	2	0.316393	0.298743	0.121842	0.263022	0.316393	0.298743	0.121842	0.263022	0.205135	0.256325	0.282138	0.256401	0.205135	0.256325	0.282138	0.256401	0.205135	0.256325	0.282138	0.256401	0.316393	0.298743	0.121842	0.263022	0.205135	0.256325	0.282138	0.256401	
1779000	16.777027	2	0.327054	0.289516	0.123792	0.259638	0.327054	0.289516	0.123792	0.259638	0.202205	0.248062	0.271362	0.278371	0.202205	0.248062	0.271362	0.278371	0.202205	0.248062	0.271362	0.278371	0.327054	0.289516	0.123792	0.259638	0.202205	0.248062	0.271362	0.278371	
1780000	16.777027	2	0.340532	0.285226	0.125842	0.248401	0.340532	0.285226	0.125842	0.248401	0.200491	0.261363	0.269387	0.268758	0.200491	0.261363	0.269387	0.268758	0.200491	0.261363	0.269387	0.268758	0.340532	0.285226	0.125842	0.248401	0.200491	0.261363	0.269387	0.268758	
1781000	16.777027	4	0.338900	0.292148	0.129486	0.239466	0.338900	0.292148	0.129486	0.239466	0.178644	0.281413	0.260691	0.279252	0.178644	0.281413	0.260691	0.279252	0.204494	0.155896	0.416033	0.223577	0.433355	0.156361	0.088043	0.322241	0.178644	0.281413	0.260691	0.279252	
1782000	16.777027	3	0.338323	0.258878	0.143507	0.259292	0.338323	0.258878	0.143507	0.259292	0.134560	0.317286	0.270935	0.277219	0.134560	0.317286	0.270935	0.277219	0.230680	0.182627	0.498817	0.087876	0.338323	0.258878	0.143507	0.259292	0.134560	0.317286	0.270935	0.277219	
1783000	16.777027	2	0.352987	0.265765	0.127600	0.253648	0.352987	0.265765	0.127600	0.253648	0.227852	0.249525	0.274149	0.248474	0.227852	0.249525	0.274149	0.248474	0.227852	0.249525	0.274149	0.248474	0.352987	0.265765	0.127600	0.253648	0.227852	0.249525	0.274149	0.248474	
1784000	16.777027	2	0.352987	0.265765	0.127600	0.253648	0.352987	0.265765	0.127600	0.253648	0.197742	0.263047	0.264961	0.274250	0.197742	0.263047	0.264961	0.274250	0.197742	0.263047	0.264961	0.274250	0.352987	0.265765	0.127600	0.253648	0.197742	0.263047	0.264961	0.274250	
1785000	16.777027	2	0.339150	0.294621	0.107473	0.258757	0.339150	0.294621	0.107473	0.258757	0.206298	0.267444	0.264321	0.261937	0.206298	0.267444	0.264321	0.261937	0.206298	0.267444	0.264321	0.261937	0.339150	0.294621	0.107473	0.258757	0.206298	0.267444	0.264321	0.261937	
1786000	16.777027	2	0.334633	0.284523	0.109481	0.271363	0.334633	0.284523	0.109481	0.271363	0.194224	0.245972	0.269169	0.290634	0.194224	0.245972	0.269169	0.290634	0.194224	0.245972	0.269169	0.290634	0.334633	0.284523	0.109481	0.271363	0.194224	0.245972	0.269169	0.290634	
1787000	16.777027	3	0.310501	0.293456	0.120680	0.275364	0.310501	0.293456	0.120680	0.275364	0.184061	0.283892	0.263431	0.268615	0.165558	0.299181	0.191242	0.344019	0.184061	0.283892	0.263431	0.268615	0.310501	0.293456	0.120680	0.275364	0.184061	0.283892	0.263431	0.268615	
1788000	16.777027	3	0.329205	0.292166	0.121406	0.257222	0.329205	0.292166	0.121406	0.257222	0.188309	0.289294	0.261623	0.260774	0.080106	0.303167	0.126941	0.489786	0.188309	0.289294	0.261623	0.260774	0.329205	0.292166	0.121406	0.257222	0.188309	0.289294	0.261623	0.260774	
1789000	16.777027	2	0.329780	0.289313	0.108817	0.272090	0.329780	0.289313	0.108817	0.272090	0.188468	0.266691	0.245849	0.298992	0.188468	0.266691	0.245849	0.298992	0.188468	0.266691	0.245849	0.298992	0.329780	0.289313	0.108817	0.272090	0.188468	0.266691	0.245849	0.298992	
1790000	16.777027	2	0.338135	0.288460	0.122892	0.250512	0.338135	0.288460	0.122892	0.250512	0.168754	0.275952	0.264922	0.290372	0.168754	0.275952	0.264922	0.290372	0.168754	0.275952	0.264922	0.290372	0.338135	0.288460	0.122892	0.250512	0.168754	0.275952	0.264922	0.290372	
1791000	16.777027	3	0.308644	0.301357	0.119056	0.270943	0.308644	0.301357	0.119056	0.270943	0.196372	0.256103	0.282986	0.264539	0.097753	0.389076	0.132420	0.380751	0.196372	0.256103	0.282986	0.264539	0.308644	0.301357	0.119056	0.270943	0.196372	0.256103	0.282986	0.264539	
1792000	16.777027	2	0.308644	0.301357	0.119056	0.270943	0.308644	0.301357	0.119056	0.270943	0.186623	0.261340	0.268608	0.283428	0.186623	0.261340	0.268608	0.283428	0.186623	0.261340	0.268608	0.283428	0.308644	0.301357	0.119056	0.270943	0.186623	0.261340	0.268608	0.283428	
1793000	16.777027	3	0.333272	0.278836	0.125063	0.262829	0.333272	0.278836	0.125063	0.262829	0.194446	0.249073	0.286427	0.270054	0.194446	0.249073	0.286427	0.270054	0.326256	0.148757	0.442946	0.082040	0.333272	0.278836	0.125063	0.262829	0.194446	0.249073	0.286427	0.270054	
1794000	16.777027	2	0.333272	0.278836	0.125063	0.262829	0.333272	0.278836	0.125063	0.262829	0.169256	0.271619	0.285520	0.273604	0.169256	0.271619	0.285520	0.273604	0.169256	0.271619	0.285520	0.273604	0.333272	0.278836	0.125063	0.262829	0.169256	0.271619	0.285520	0.273604	
1795000	16.777027	3	0.336891	0.288973	0.119766	0.254370	0.336891	0.288973	0.119766	0.254370	0.207903	0.267732	0.257329	0.267037	0.207903	0.267732	0.257329	0.267037	0.322175	0.207672	0.305403	0.164751	0.336891	0.288973	0.119766	0.254370	0.207903	0.267732	0.257329	0.267037	
1796000	16.777027	3	0.336891	0.288973	0.119766	0.254370	0.336891	0.288973	0.119766	0.254370	0.196232	0.269933	0.261318	0.272517	0.196232	0.269933	0.261318	0.272517	0.280200	0.114182	0.421721	0.183897	0.336891	0.288973	0.119766	0.254370	0.196232	0.269933	0.261318	0.272517	
1797000	16.777027	2	0.336891	0.288973	0.119766	0.254370	0.336891	0.288973	0.119766	0.254370	0.201689	0.260012	0.270425	0.267874	0.201689	0.260012	0.270425	0.267874	0.201689	0.260012	0.270425	0.267874	0.336891	0.288973	0.119766	0.254370	0.201689	0.260012	0.270425	0.267874	
1798000	16.777027	2	0.336891	0.288973	0.119766	0.254370	0.336891	0.288973	0.119766	0.254370	0.209928	0.302188	0.247891	0.239994	0.209928	0.302188	0.247891	0.239994	0.209928	0.302188	0.247891	0.239994	0.336891	0.288973	0.119766	0.254370	0.209928	0.302188	0.247891	0.239994	
1799000	16.777027	2	0.336891	0.288973	0.119766	0.254370	0.336891	0.288973	0.119766	0.254370	0.192943	0.270766	0.254657	0.281633	0.192943	0.270766	0.254657	0.281633	0.192943	0.270766	0.254657	0.281633	0.336891	0.288973	0.119766	0.254370	0.192943	0.270766	0.254657	0.281633	
1800000	16.777027	4	0.335287	0.289231	0.118454	0.257028	0.335287	0.289231	0.118454	0.257028	0.169358	0.304620	0.297018	0.229004	0.152503	0.232113	0.244729	0.370656	0.192409	0.226228	0.312599	0.268763	0.335287	0.289231	0.118454	0.257028	0.192409	0.226228	0.312599	0.268763	
1801000	16.777027	2	0.333987	0.272322	0.127783	0.265908	0.333987	0.272322	0.127783	0.265908	0.205768	0.252217	0.266871	0.275144	0.205768	0.252217	0.266871	0.275144	0.205768	0.252217	0.266871	0.275144	0.333987	0.272322	0.127783	0.265908	0.205768	0.252217	0.266871	0.275144	
1802000	16.777027	2	0.328863	0.279665	0.127431	0.264042	0.328863	0.279665	0.127431	0.264042	0.199842	0.267810	0.266009	0.266340	0.199842	0.267810	0.266009	0.266340	0.199842	0.267810	0.266009	0.266340	0.328863	0.279665	0.127431	0.264042	0.199842	0.267810	0.266009	0.266340	
1803000	16.777027	2	0.327505	0.285126	0.121581	0.265788	0.327505	0.285126	0.121581	0.265788	0.189237	0.296381	0.257799	0.256583	0.189237	0.296381	0.257799	0.256583	0.189237	0.296381	0.257799	0.256583	0.327505	0.285126	0.121581	0.265788	0.189237	0.296381	0.257799	0.256583	
1804000	16.777027	2	0.327505	0.285126	0.121581	0.265788	0.327505	0.285126	0.121581	0.265788	0.201247	0.253088	0.252639	0.293025	0.201247	0.253088	0.252639	0.293025	0.201247	0.253088	0.252639	0.293025	0.327505	0.285126	0.121581	0.265788	0.201247	0.253088	0.252639	0.293025	
1805000	16.777027	2	0.327505	0.285126	0.121581	0.265788	0.327505	0.285126	0.121581	0.265788	0.179215	0.264568	0.276538	0.279679	0.179215	0.264568	0.276538	0.279679	0.179215	0.264568	0.276538	0.279679	0.327505	0.285126	0.121581	0.265788	0.179215	0.264568	0.276538	0.279679	
1806000	16.777027	3	0.323176	0.286312	0.129371	0.261141	0.323176	0.286312	0.129371	0.261141	0.187097	0.246843	0.337100	0.228961	0.210292	0.229708	0.223768	0.336233	0.187097	0.246843	0.337100	0.228961	0.323176	0.286312	0.129371	0.261141	0.187097	0.246843	0.337100	0.228961	
1807000	16.777027	3	0.323176	0.286312	0.129371	0.261141	0.323176	0.286312	0.129371	0.261141	0.206363	0.256281	0.254452	0.282904	0.084236	0.270356	0.187885	0.457523	0.206363	0.256281	0.254452	0.282904	0.323176	0.286312	0.129371	0.261141	0.206363	0.256281	0.254452	0.282904	
1808000	16.777027	2	0.319389	0.292525	0.120900	0.267186	0.319389	0.292525	0.120900	0.267186	0.195488	0.278616	0.280775	0.245122	0.319389	0.292525	0.120900	0.267186	0.195488	0.278616	0.280775	0.245122	0.319389	0.292525	0.120900	0.267186	0.195488	0.278616	0.280775	0.245122	
1809000	16.777027	3	0.315709	0.298387	0.117296	0.268608	0.315709	0.298387	0.117296	0.268608	0.178325	0.293938	0.240313	0.287424	0.178325	0.293938	0.240313	0.287424	0.204241	0.242019	0.263337	0.290403	0.315709	0.298387	0.117296	0.268608	0.178325	0.293938	0.240313	0.287424	
1810000	16.777027	2	0.315709	0.298387	0.117296	0.268608	0.315709	0.298387	0.117296	0.268608	0.189978	0.267193	0.269372	0.273456	0.189978	0.267193	0.269372	0.273456	0.189978	0.267193	0.269372	0.273456	0.315709	0.298387	0.117296	0.268608	0.189978	0.267193	0.269372	0.273456	
1811000	16.777027	2	0.307105	0.307626	0.121517	0.263752	0.307105	0.307626	0.121517	0.263752	0.192977	0.287984	0.253885	0.265155	0.192977	0.287984	0.253885	0.265155	0.192977	0.287984	0.253885	0.265155	0.307105	0.307626	0.121517	0.263752	0.192977	0.287984	0.253885	0.265155	
1812000	16.777027	3	0.319916	0.288669	0.125352	0.266063	0.319916	0.288669	0.125352	0.266063	0.198653	0.287193	0.252034	0.262120	0.198653	0.287193	0.252034	0.262120	0.374099	0.209395	0.306147	0.110359	0.319916	0.288669	0.125352	0.266063	0.198653	0.287193	0.252034	0.262120	
1813000	16.777027	3	0.317912	0.296657	0.115766	0.269665	0.317912	0.296657	0.115766	0.269665	0.181820	0.290502	0.263126	0.264552	0.133629	0.291907	0.152099	0.422366	0.181820	0.290502	0.263126	0.264552	0.317912	0.296657	0.115766	0.269665	0.181820	0.290502	0.263126	0.264552	
1814000	16.777027	3	0.330583	0.288251	0.122510	0.258657	0.330583	0.288251	0.122510	0.258657	0.203443	0.267777	0.273624	0.255155	0.069350	0.289811	0.262665	0.378173	0.203443	0.267777	0.273624	0.255155	0.330583	0.288251	0.122510	0.258657	0.203443	0.267777	0.273624	0.255155	
1815000	16.777027	2	0.330583	0.288251	0.122510	0.258657	0.330583	0.288251	0.122510	0.258657	0.195056	0.268745	0.276906	0.259293	0.195056	0.268745	0.276906	0.259293	0.195056	0.268745	0.276906	0.259293	0.330583	0.288251	0.122510	0.258657	0.195056	0.268745	0.276906	0.259293	
1816000	16.777027	2	0.325984	0.282142	0.113918	0.277956	0.325984	0.282142	0.113918	0.277956	0.182375	0.269661	0.276104	0.271859	0.182375	0.269661	0.276104	0.271859	0.182375	0.269661	0.276104	0.271859	0.325984	0.282142	0.113918	0.277956	0.182375	0.269661	0.276104	0.271859	
1817000	16.777027	3	0.317198	0.302168	0.121377	0.259257	0.317198	0.302168	0.121377	0.259257	0.187572	0.248284	0.273042	0.291102	0.187572	0.248284	0.273042	0.291102	0.341971	0.154653	0.226730	0.276646	0.317198	0.302168	0.121377	0.259257	0.187572	0.248284	0.273042	0.291102	
1818000	16.777027	3	0.326423	0.299677	0.116661	0.257239	0.326423	0.299677	0.116661	0.257239	0.146210	0.314373	0.296509	0.242908	0.194687	0.240891	0.222518	0.341904	0.146210	0.314373	0.296509	0.242908	0.326423	0.299677	0.116661	0.257239	0.194687	0.240891	0.222518	0.341904	
1819000	16.777027	3	0.323683	0.291832	0.112283	0.272202	0.323683	0.291832	0.112283	0.272202	0.169127	0.267459	0.269911	0.293503	0.109115	0.265442	0.193650	0.431793	0.169127	0.267459	0.269911	0.293503	0.323683	0.291832	0.112283	0.272202	0.169127	0.267459	0.269911	0.293503	
1820000	16.777027	2	0.323683	0.291832	0.112283	0.272202	0.323683	0.291832	0.112283	0.272202	0.189985	0.256834	0.268780	0.284401	0.189985	0.256834	0.268780	0.284401	0.189985	0.256834	0.268780	0.284401	0.323683	0.291832	0.112283	0.272202	0.189985	0.256834	0.268780	0.284401	
1821000	16.777027	2	0.323683	0.291832	0.112283	0.272202	0.323683	0.291832	0.112283	0.272202	0.170454	0.265386	0.273711	0.290449	0.170454	0.265386	0.273711	0.290449	0.170454	0.265386	0.273711	0.290449	0.323683	0.291832	0.112283	0.272202	0.170454	0.265386	0.273711	0.290449	
1822000	16.777027	2	0.325914	0.295241	0.125165	0.253680	0.325914	0.295241	0.125165	0.253680	0.190081	0.291726	0.247942	0.270251	0.190081	0.291726	0.247942	0.270251	0.190081	0.291726	0.247942	0.270251	0.325914	0.295241	0.125165	0.253680	0.190081	0.291726	0.247942	0.270251	
1823000	16.777027	2	0.325914	0.295241	0.125165	0.253680	0.325914	0.295241	0.125165	0.253680	0.173561	0.276773	0.277717	0.271949	0.173561	0.276773	0.277717	0.271949	0.173561	0.276773	0.277717	0.271949	0.325914	0.295241	0.125165	0.253680	0.173561	0.276773	0.277717	0.271949	
1824000	16.777027	2	0.324364	0.301535	0.121316	0.252786	0.324364	0.301535	0.121316	0.252786	0.190734	0.270538	0.270786	0.267943	0.190734	0.270538	0.270786	0.267943	0.190734	0.270538	0.270786	0.267943	0.324364	0.301535	0.121316	0.252786	0.190734	0.270538	0.270786	0.267943	
1825000	16.777027	2	0.330823	0.283126	0.131831	0.254219	0.330823	0.283126	0.131831	0.254219	0.177696	0.280317	0.257430	0.284556	0.177696	0.280317	0.257430	0.284556	0.177696	0.280317	0.257430	0.284556	0.330823	0.283126	0.131831	0.254219	0.177696	0.280317	0.257430	0.284556	
1826000	16.777027	3	0.327097	0.295618	0.123601	0.253683	0.327097	0.295618	0.123601	0.253683	0.187365	0.267924	0.268166	0.276545	0.187365	0.267924	0.268166	0.276545	0.253389	0.237749	0.285776	0.223086	0.327097	0.295618	0.123601	0.253683	0.187365	0.267924	0.268166	0.276545	
1827000	16.777027	2	0.327097	0.295618	0.123601	0.253683	0.327097	0.295618	0.123601	0.253683	0.173405	0.267505	0.261265	0.297825	0.173405	0.267505	0.261265	0.297825	0.173405	0.267505	0.261265	0.297825	0.327097	0.295618	0.123601	0.253683	0.173405	0.267505	0.261265	0.297825	
1828000	16.777027	2	0.327097	0.295618	0.123601	0.253683	0.327097	0.295618	0.123601	0.253683	0.211667	0.260984	0.270699	0.256650	0.211667	0.260984	0.270699	0.256650	0.211667	0.260984	0.270699	0.256650	0.327097	0.295618	0.123601	0.253683	0.211667	0.260984	0.270699	0.256650	
1829000	16.777027	2	0.339238	0.274306	0.128593	0.257862	0.339238	0.274306	0.128593	0.257862	0.182310	0.276887	0.268812	0.271991	0.182310	0.276887	0.268812	0.271991	0.182310	0.276887	0.268812	0.271991	0.339238	0.274306	0.128593	0.257862	0.182310	0.276887	0.268812	0.271991	
1830000	16.777027	2	0.339238	0.274306	0.128593	0.257862	0.339238	0.274306	0.128593	0.257862	0.194345	0.259083	0.278099	0.268472	0.194345	0.259083	0.278099	0.268472	0.194345	0.259083	0.278099	0.268472	0.339238	0.274306	0.128593	0.257862	0.194345	0.259083	0.278099	0.268472	
1831000	16.777027	2	0.332045	0.291259	0.129702	0.246995	0.332045	0.291259	0.129702	0.246995	0.176495	0.245122	0.312396	0.265987	0.176495	0.245122	0.312396	0.265987	0.176495	0.245122	0.312396	0.265987	0.332045	0.291259	0.129702	0.246995	0.176495	0.245122	0.312396	0.265987	
1832000	16.777027	3	0.349589	0.280621	0.135832	0.233959	0.349589	0.280621	0.135832	0.233959	0.201629	0.248615	0.338249	0.211507	0.201629	0.248615	0.338249	0.211507	0.229582	0.261854	0.326209	0.182355	0.349589	0.280621	0.135832	0.233959	0.201629	0.248615	0.338249	0.211507	
1833000	16.777027	2	0.334298	0.279083	0.122830	0.263789	0.334298	0.279083	0.122830	0.263789	0.200924	0.262697	0.254237	0.282142	0.200924	0.262697	0.254237	0.282142	0.200924	0.262697	0.254237	0.282142	0.334298	0.279083	0.122830	0.263789	0.200924	0.262697	0.254237	0.282142	
1834000	16.777027	2	0.318841	0.290908	0.129234	0.261016	0.318841	0.290908	0.129234	0.261016	0.191621	0.261890	0.310299	0.236190	0.191621	0.261890	0.310299	0.236190	0.191621	0.261890	0.310299	0.236190	0.318841	0.290908	0.129234	0.261016	0.191621	0.261890	0.310299	0.236190	
1835000	16.777027	2	0.309595	0.303044	0.120255	0.267105	0.309595	0.303044	0.120255	0.267105	0.203863	0.256888	0.274368	0.264881	0.203863	0.256888	0.274368	0.264881	0.203863	0.256888	0.274368	0.264881	0.309595	0.303044	0.120255	0.267105	0.203863	0.256888	0.274368	0.264881	
1836000	16.777027	2	0.319626	0.292128	0.116057	0.272189	0.319626	0.292128	0.116057	0.272189	0.202705	0.234354	0.326417	0.236524	0.202705	0.234354	0.326417	0.236524	0.202705	0.234354	0.326417	0.236524	0.319626	0.292128	0.116057	0.272189	0.202705	0.234354	0.326417	0.236524	
1837000	16.777027	2	0.331538	0.266106	0.155021	0.247335	0.331538	0.266106	0.155021	0.247335	0.182658	0.277809	0.286592	0.252941	0.182658	0.277809	0.286592	0.252941	0.182658	0.277809	0.286592	0.252941	0.331538	0.266106	0.155021	0.247335	0.182658	0.277809	0.286592	0.252941	
1838000	16.777027	2	0.332418	0.291694	0.128596	0.247292	0.332418	0.291694	0.128596	0.247292	0.177932	0.292880	0.259203	0.269984	0.177932	0.292880	0.259203	0.269984	0.177932	0.292880	0.259203	0.269984	0.332418	0.291694	0.128596	0.247292	0.177932	0.292880	0.259203	0.269984	
1839000	16.777027	2	0.328173	0.279832	0.134634	0.257361	0.328173	0.279832	0.134634	0.257361	0.202262	0.277716	0.298950	0.221073	0.202262	0.277716	0.298950	0.221073	0.202262	0.277716	0.298950	0.221073	0.328173	0.279832	0.134634	0.257361	0.202262	0.277716	0.298950	0.221073	
1840000	16.777027	2	0.306006	0.295732	0.127511	0.270751	0.306006	0.295732	0.127511	0.270751	0.193524	0.259161	0.296405	0.250910	0.193524	0.259161	0.296405	0.250910	0.193524	0.259161	0.296405	0.250910	0.306006	0.295732	0.127511	0.270751	0.193524	0.259161	0.296405	0.250910	
1841000	16.777027	2	0.305596	0.292777	0.124965	0.276661	0.305596	0.292777	0.124965	0.276661	0.203834	0.254683	0.279043	0.262441	0.203834	0.254683	0.279043	0.262441	0.203834	0.254683	0.279043	0.262441	0.305596	0.292777	0.124965	0.276661	0.203834	0.254683	0.279043	0.262441	
1842000	16.777027	2	0.303875	0.286274	0.139153	0.270698	0.303875	0.286274	0.139153	0.270698	0.187307	0.260110	0.276114	0.276469	0.303875	0.286274	0.139153	0.270698	0.187307	0.260110	0.276114	0.276469	0.303875	0.286274	0.139153	0.270698	0.187307	0.260110	0.276114	0.276469	
1843000	16.777027	2	0.336857	0.265131	0.129857	0.268154	0.336857	0.265131	0.129857	0.268154	0.184834	0.270731	0.263743	0.280692	0.184834	0.270731	0.263743	0.280692	0.184834	0.270731	0.263743	0.280692	0.336857	0.265131	0.129857	0.268154	0.184834	0.270731	0.263743	0.280692	
1844000	16.777027	2	0.330591	0.279613	0.142535	0.247261	0.330591	0.279613	0.142535	0.247261	0.204712	0.257056	0.261502	0.276730	0.204712	0.257056	0.261502	0.276730	0.204712	0.257056	0.261502	0.276730	0.330591	0.279613	0.142535	0.247261	0.204712	0.257056	0.261502	0.276730	
1845000	16.777027	3	0.320994	0.283051	0.138363	0.257592	0.320994	0.283051	0.138363	0.257592	0.231222	0.271978	0.289944	0.206857	0.320994	0.283051	0.138363	0.257592	0.231222	0.271978	0.289944	0.206857	0.320994	0.283051	0.138363	0.257592	0.254405	0.277416	0.236214	0.231965	
1846000	16.777027	4	0.320994	0.283051	0.138363	0.257592	0.320994	0.283051	0.138363	0.257592	0.205458	0.259101	0.283642	0.251799	0.089848	0.235102	0.295593	0.379458	0.205458	0.259101	0.283642	0.251799	0.313989	0.136922	0.132354	0.416735	0.205458	0.259101	0.283642	0.251799	
1847000	16.777027	2	0.323643	0.289691	0.124503	0.262163	0.323643	0.289691	0.124503	0.262163	0.185577	0.270654	0.285658	0.258111	0.185577	0.270654	0.285658	0.258111	0.185577	0.270654	0.285658	0.258111	0.323643	0.289691	0.124503	0.262163	0.185577	0.270654	0.285658	0.258111	
1848000	16.777027	2	0.323473	0.296556	0.117293	0.262679	0.323473	0.296556	0.117293	0.262679	0.178004	0.267389	0.263475	0.291132	0.178004	0.267389	0.263475	0.291132	0.178004	0.267389	0.263475	0.291132	0.323473	0.296556	0.117293	0.262679	0.178004	0.267389	0.263475	0.291132	
1849000	16.777027	3	0.323473	0.296556	0.117293	0.262679	0.323473	0.296556	0.117293	0.262679	0.200783	0.245721	0.276290	0.277206	0.175161	0.257783	0.128326	0.438729	0.200783	0.245721	0.276290	0.277206	0.323473	0.296556	0.117293	0.262679	0.200783	0.245721	0.276290	0.277206	
1850000	16.777027	2	0.326289	0.290276	0.118761	0.264673	0.326289	0.290276	0.118761	0.264673	0.208238	0.263528	0.274597	0.253636	0.208238	0.263528	0.274597	0.253636	0.208238	0.263528	0.274597	0.253636	0.326289	0.290276	0.118761	0.264673	0.208238	0.263528	0.274597	0.253636	
1851000	16.777027	3	0.332083	0.283511	0.117788	0.266617	0.332083	0.283511	0.117788	0.266617	0.181984	0.284879	0.280457	0.252679	0.289009	0.244075	0.170006	0.296909	0.181984	0.284879	0.280457	0.252679	0.289009	0.244075	0.170006	0.296909	0.181984	0.284879	0.280457	0.252679	
1852000	16.777027	2	0.300676	0.306032	0.127013	0.266279	0.300676	0.306032	0.127013	0.266279	0.188634	0.265587	0.273498	0.272281	0.188634	0.265587	0.273498	0.272281	0.188634	0.265587	0.273498	0.272281	0.300676	0.306032	0.127013	0.266279	0.188634	0.265587	0.273498	0.272281	
