Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	5	0.211445	0.043028	0.783500	0.755129	0.046027	0.211445	
2000	71.353907	4	0.196515	0.049125	0.778591	0.778591	0.049125	0.202701	
3000	71.353907	4	0.209698	0.048261	0.771285	0.771285	0.048261	0.205787	
4000	71.353907	3	0.190632	0.050462	0.734049	0.734049	0.050462	0.190632	
5000	71.353907	3	0.196428	0.050469	0.727406	0.727406	0.050469	0.196428	
6000	71.353907	3	0.202425	0.051478	0.689972	0.689972	0.051478	0.202425	
7000	71.353907	3	0.210093	0.053423	0.777574	0.777574	0.053423	0.210093	
8000	71.353907	4	0.193206	0.046531	0.844364	0.844364	0.046531	0.207055	
9000	71.353907	3	0.192899	0.044051	0.793697	0.793697	0.044051	0.192899	
10000	71.353907	5	0.195867	0.049428	0.923152	0.705985	0.049428	0.196396	
11000	71.353907	3	0.194431	0.056993	0.759375	0.759375	0.056993	0.194431	
12000	71.353907	3	0.192345	0.053516	0.734536	0.734536	0.053516	0.192345	
13000	71.353907	3	0.194047	0.056019	0.743951	0.743951	0.056019	0.194047	
14000	71.353907	4	0.188660	0.046354	0.793494	0.733377	0.046354	0.188660	
15000	71.353907	4	0.198920	0.052865	0.610603	0.612789	0.052865	0.198920	
16000	71.353907	4	0.199930	0.060144	0.853886	0.705791	0.060144	0.199930	
17000	71.353907	3	0.188515	0.056223	0.835082	0.835082	0.056223	0.188515	
18000	71.353907	4	0.206635	0.065343	0.754279	0.754279	0.037580	0.206635	
19000	71.353907	5	0.197170	0.047468	0.843129	0.673466	0.047468	0.187030	
20000	71.353907	3	0.194321	0.054447	0.712766	0.712766	0.054447	0.194321	
21000	71.353907	4	0.188952	0.057257	1.147532	0.829215	0.057257	0.188952	
22000	71.353907	3	0.197009	0.062830	0.888258	0.888258	0.062830	0.197009	
23000	71.353907	3	0.190811	0.054482	0.776006	0.776006	0.054482	0.190811	
24000	71.353907	4	0.201461	0.053633	0.716128	0.679359	0.053633	0.201461	
25000	71.353907	5	0.197630	0.057214	0.805806	0.654656	0.049452	0.197630	
26000	71.353907	5	0.183053	0.045274	0.787081	0.795451	0.048504	0.183053	
27000	71.353907	4	0.182451	0.054527	0.720156	0.720156	0.054527	0.199030	
28000	71.353907	3	0.188468	0.042423	0.686556	0.686556	0.042423	0.188468	
29000	71.353907	5	0.196856	0.057416	0.751363	0.693994	0.044029	0.196856	
30000	71.353907	3	0.193484	0.054179	0.678913	0.678913	0.054179	0.193484	
31000	71.353907	3	0.195826	0.058045	0.707016	0.707016	0.058045	0.195826	
32000	71.353907	4	0.201610	0.052101	0.728062	0.728062	0.052101	0.201995	
33000	71.353907	5	0.197780	0.062493	0.999504	0.727524	0.045011	0.197780	
34000	71.353907	3	0.197486	0.052825	0.680627	0.680627	0.052825	0.197486	
35000	71.353907	3	0.184627	0.064513	0.734026	0.734026	0.064513	0.184627	
36000	71.353907	3	0.200722	0.055826	0.816577	0.816577	0.055826	0.200722	
37000	71.353907	3	0.201018	0.054820	0.760671	0.760671	0.054820	0.201018	
38000	71.353907	3	0.196387	0.058072	0.801895	0.801895	0.058072	0.196387	
39000	71.353907	4	0.200460	0.062782	0.833962	0.744290	0.062782	0.200460	
40000	71.353907	4	0.204791	0.041577	0.975900	0.975900	0.046679	0.204791	
41000	71.353907	4	0.191105	0.050341	0.939944	0.668191	0.050341	0.191105	
42000	71.353907	4	0.205543	0.056657	0.888886	0.692216	0.056657	0.205543	
43000	71.353907	3	0.203761	0.054370	0.834097	0.834097	0.054370	0.203761	
44000	71.353907	3	0.204218	0.053611	0.812254	0.812254	0.053611	0.204218	
45000	71.353907	5	0.199544	0.050070	0.541498	0.637573	0.050070	0.198663	
