Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	4	0.178644	0.054086	0.639604	0.639604	0.054086	0.267451	
2000	71.353907	6	0.194544	0.050438	0.709497	0.621918	0.052441	0.232427	
3000	71.353907	4	0.189229	0.052118	0.625129	0.625129	0.052118	0.212034	
4000	71.353907	4	0.172460	0.052844	0.663232	0.663232	0.052844	0.233934	
5000	71.353907	4	0.207843	0.048136	0.651812	0.651812	0.057478	0.207843	
6000	71.353907	3	0.209056	0.053565	0.634159	0.634159	0.053565	0.209056	
7000	71.353907	3	0.177878	0.053860	0.625349	0.625349	0.053860	0.177878	
8000	71.353907	4	0.206253	0.051059	0.630753	0.643764	0.051059	0.206253	
9000	71.353907	4	0.198021	0.054928	0.662304	0.662304	0.054928	0.218434	
10000	71.353907	4	0.200772	0.051292	0.647273	0.647273	0.051292	0.218644	
11000	71.353907	4	0.208685	0.052760	0.672794	0.656274	0.052760	0.208685	
12000	71.353907	4	0.200881	0.048824	0.661784	0.650520	0.048824	0.200881	
13000	71.353907	4	0.190375	0.052095	0.608745	0.608745	0.052095	0.210263	
14000	71.353907	4	0.208956	0.055226	0.674177	0.669572	0.055226	0.208956	
15000	71.353907	3	0.198794	0.052885	0.651914	0.651914	0.052885	0.198794	
16000	71.353907	3	0.212505	0.055373	0.742489	0.742489	0.055373	0.212505	
17000	71.353907	3	0.202304	0.053018	0.697599	0.697599	0.053018	0.202304	
18000	71.353907	3	0.211209	0.054656	0.699746	0.699746	0.054656	0.211209	
19000	71.353907	3	0.211476	0.052277	0.670477	0.670477	0.052277	0.211476	
20000	71.353907	3	0.202968	0.056535	0.767993	0.767993	0.056535	0.202968	
21000	71.353907	4	0.219119	0.053683	0.690809	0.690809	0.048391	0.219119	
22000	71.353907	3	0.172451	0.053521	0.672390	0.672390	0.053521	0.172451	
23000	71.353907	3	0.196081	0.052543	0.679933	0.679933	0.052543	0.196081	
24000	71.353907	4	0.205241	0.061946	0.666263	0.666263	0.053326	0.205241	
25000	71.353907	4	0.214327	0.055939	0.710503	0.710503	0.051209	0.214327	
26000	71.353907	5	0.209103	0.054283	0.716370	0.635044	0.054283	0.222495	
27000	71.353907	3	0.210153	0.055360	0.689422	0.689422	0.055360	0.210153	
28000	71.353907	4	0.216372	0.053878	0.669227	0.635811	0.053878	0.216372	
29000	71.353907	4	0.200757	0.052080	0.691842	0.689725	0.052080	0.200757	
30000	71.353907	3	0.217455	0.055590	0.721100	0.721100	0.055590	0.217455	
31000	71.353907	3	0.210551	0.058820	0.712882	0.712882	0.058820	0.210551	
32000	71.353907	3	0.205203	0.055785	0.626746	0.626746	0.055785	0.205203	
33000	71.353907	4	0.204627	0.052557	0.703138	0.647716	0.052557	0.204627	
34000	71.353907	3	0.212010	0.054626	0.660379	0.660379	0.054626	0.212010	
35000	71.353907	3	0.214068	0.057624	0.740679	0.740679	0.057624	0.214068	
36000	71.353907	4	0.197601	0.053956	0.626622	0.658816	0.053956	0.197601	
37000	71.353907	3	0.204389	0.056183	0.708384	0.708384	0.056183	0.204389	
38000	71.353907	4	0.206808	0.054385	0.700332	0.700332	0.054385	0.214250	
39000	71.353907	4	0.212625	0.051818	0.709353	0.668819	0.051818	0.212625	
40000	71.353907	3	0.211032	0.056165	0.711234	0.711234	0.056165	0.211032	
41000	71.353907	3	0.216577	0.056607	0.693146	0.693146	0.056607	0.216577	
42000	71.353907	3	0.214548	0.050485	0.718700	0.718700	0.050485	0.214548	
43000	71.353907	4	0.161684	0.056761	0.626320	0.626320	0.056761	0.202930	
44000	71.353907	4	0.205656	0.057832	0.710820	0.631092	0.057832	0.205656	
45000	71.353907	5	0.206363	0.056564	0.681362	0.627271	0.056564	0.211747	
46000	71.353907	3	0.204642	0.056933	0.687974	0.687974	0.056933	0.204642	
47000	71.353907	3	0.205321	0.054973	0.608910	0.608910	0.054973	0.205321	
48000	71.353907	3	0.201869	0.057425	0.713792	0.713792	0.057425	0.201869	
49000	71.353907	4	0.195712	0.052762	0.658697	0.658697	0.052762	0.220573	
50000	71.353907	4	0.198731	0.054206	0.610897	0.670123	0.054206	0.198731	
51000	71.353907	3	0.209026	0.054252	0.670647	0.670647	0.054252	0.209026	
52000	71.353907	3	0.212236	0.056468	0.662855	0.662855	0.056468	0.212236	
53000	71.353907	4	0.203345	0.055676	0.747371	0.714995	0.055676	0.203345	
54000	71.353907	3	0.207460	0.053428	0.659601	0.659601	0.053428	0.207460	
55000	71.353907	4	0.183226	0.055467	0.636421	0.674165	0.055467	0.183226	
56000	71.353907	3	0.193211	0.054531	0.655519	0.655519	0.054531	0.193211	
57000	71.353907	4	0.204609	0.058233	0.712432	0.712432	0.051258	0.204609	
58000	71.353907	3	0.206597	0.053623	0.629153	0.629153	0.053623	0.206597	
59000	71.353907	4	0.192199	0.055022	0.712593	0.712593	0.055022	0.206958	
60000	71.353907	3	0.211666	0.055646	0.691544	0.691544	0.055646	0.211666	
61000	71.353907	3	0.197125	0.055641	0.632219	0.632219	0.055641	0.197125	
62000	71.353907	3	0.206593	0.052071	0.703321	0.703321	0.052071	0.206593	
63000	71.353907	3	0.209951	0.056935	0.726197	0.726197	0.056935	0.209951	
64000	71.353907	4	0.189022	0.055046	0.682162	0.682162	0.055046	0.230745	
65000	71.353907	4	0.195463	0.057478	0.758275	0.620097	0.057478	0.195463	
66000	71.353907	3	0.211322	0.054531	0.696579	0.696579	0.054531	0.211322	
67000	71.353907	4	0.207335	0.055384	0.728235	0.614217	0.055384	0.207335	
68000	71.353907	3	0.217150	0.055448	0.701782	0.701782	0.055448	0.217150	
69000	71.353907	4	0.207055	0.055415	0.686763	0.753374	0.055415	0.207055	
70000	71.353907	3	0.202829	0.054432	0.705218	0.705218	0.054432	0.202829	
71000	71.353907	4	0.209746	0.054611	0.675449	0.675449	0.054611	0.216196	
72000	71.353907	4	0.204944	0.053354	0.685072	0.667259	0.053354	0.204944	
73000	71.353907	4	0.207227	0.053998	0.711680	0.711680	0.053998	0.210258	
74000	71.353907	3	0.182088	0.056272	0.708437	0.708437	0.056272	0.182088	
75000	71.353907	5	0.218751	0.058894	0.737846	0.737846	0.055016	0.225280	
76000	71.353907	4	0.209979	0.050847	0.672797	0.672797	0.053923	0.209979	
77000	71.353907	3	0.209711	0.055047	0.716836	0.716836	0.055047	0.209711	
78000	71.353907	3	0.199480	0.052052	0.693883	0.693883	0.052052	0.199480	
79000	71.353907	3	0.211951	0.053736	0.650083	0.650083	0.053736	0.211951	
80000	71.353907	3	0.205822	0.053031	0.676887	0.676887	0.053031	0.205822	
81000	71.353907	3	0.200467	0.056041	0.707036	0.707036	0.056041	0.200467	
82000	71.353907	4	0.210679	0.054516	0.677510	0.585367	0.054516	0.210679	
83000	71.353907	5	0.185019	0.054293	0.733677	0.707340	0.054293	0.207263	
84000	71.353907	4	0.214954	0.053339	0.709321	0.709321	0.053339	0.212000	
85000	71.353907	4	0.181003	0.052816	0.680328	0.680328	0.052816	0.232021	
86000	71.353907	4	0.208664	0.053056	0.683900	0.586699	0.053056	0.208664	
87000	71.353907	4	0.195254	0.054508	0.757316	0.585856	0.054508	0.195254	
88000	71.353907	3	0.206501	0.051144	0.656313	0.656313	0.051144	0.206501	
89000	71.353907	3	0.206930	0.057422	0.653297	0.653297	0.057422	0.206930	
90000	71.353907	4	0.187865	0.052462	0.673243	0.673243	0.052462	0.229044	
91000	71.353907	3	0.202546	0.054479	0.682586	0.682586	0.054479	0.202546	
92000	71.353907	4	0.210232	0.058834	0.744513	0.673298	0.058834	0.210232	
93000	71.353907	4	0.212080	0.053524	0.655228	0.655228	0.053524	0.225041	
94000	71.353907	3	0.202225	0.055770	0.673004	0.673004	0.055770	0.202225	
95000	71.353907	5	0.200550	0.054150	0.702129	0.649600	0.054150	0.239405	
96000	71.353907	4	0.217721	0.055369	0.709255	0.603237	0.055369	0.217721	
97000	71.353907	3	0.211264	0.052888	0.676506	0.676506	0.052888	0.211264	
98000	71.353907	4	0.180986	0.059071	0.662865	0.659669	0.059071	0.180986	
