Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	5	0.125898	0.053370	0.784150	0.623061	0.053370	0.218832	
2000	71.353907	3	0.203898	0.052155	0.686646	0.686646	0.052155	0.203898	
3000	71.353907	3	0.208032	0.053273	0.748032	0.748032	0.053273	0.208032	
4000	71.353907	3	0.203535	0.054256	0.772334	0.772334	0.054256	0.203535	
5000	71.353907	3	0.196067	0.049072	0.739322	0.739322	0.049072	0.196067	
6000	71.353907	3	0.191487	0.053713	0.708272	0.708272	0.053713	0.191487	
7000	71.353907	3	0.186277	0.057195	0.781965	0.781965	0.057195	0.186277	
8000	71.353907	3	0.199541	0.057017	0.734509	0.734509	0.057017	0.199541	
9000	71.353907	4	0.185000	0.056180	0.751245	0.617935	0.056180	0.185000	
10000	71.353907	3	0.196030	0.057177	0.760141	0.760141	0.057177	0.196030	
11000	71.353907	4	0.210214	0.055615	0.716854	0.645724	0.055615	0.210214	
12000	71.353907	3	0.188360	0.054656	0.747466	0.747466	0.054656	0.188360	
13000	71.353907	4	0.198258	0.055031	0.826151	0.697595	0.055031	0.198258	
14000	71.353907	4	0.197484	0.056005	0.771054	0.606552	0.056005	0.197484	
15000	71.353907	5	0.198443	0.058768	0.782279	0.691963	0.058768	0.196045	
16000	71.353907	3	0.196180	0.063066	0.790197	0.790197	0.063066	0.196180	
17000	71.353907	5	0.187877	0.055979	0.654845	0.654845	0.061999	0.185360	
18000	71.353907	4	0.200582	0.056961	0.839371	0.839371	0.056961	0.194752	
19000	71.353907	3	0.198190	0.057852	0.755834	0.755834	0.057852	0.198190	
20000	71.353907	3	0.192103	0.062772	0.805330	0.805330	0.062772	0.192103	
21000	71.353907	4	0.193666	0.061516	0.802244	0.802244	0.061516	0.203334	
22000	71.353907	3	0.198974	0.054361	0.704822	0.704822	0.054361	0.198974	
23000	71.353907	3	0.193943	0.058250	0.773995	0.773995	0.058250	0.193943	
24000	71.353907	3	0.189064	0.060507	0.772666	0.772666	0.060507	0.189064	
25000	71.353907	3	0.191222	0.059470	0.727221	0.727221	0.059470	0.191222	
26000	71.353907	3	0.185418	0.057832	0.750476	0.750476	0.057832	0.185418	
27000	71.353907	3	0.198223	0.059861	0.745045	0.745045	0.059861	0.198223	
28000	71.353907	3	0.202982	0.057033	0.781847	0.781847	0.057033	0.202982	
