Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	4	0.200491	0.051797	0.718747	0.718747	0.051797	0.193832	
2000	71.353907	3	0.196047	0.047682	0.756301	0.756301	0.047682	0.196047	
3000	71.353907	3	0.189865	0.052139	0.748706	0.748706	0.052139	0.189865	
4000	71.353907	4	0.195730	0.051650	0.864092	0.864092	0.051650	0.213540	
5000	71.353907	4	0.200120	0.039809	0.739221	0.865135	0.039809	0.200120	
6000	71.353907	3	0.189526	0.056132	0.763551	0.763551	0.056132	0.189526	
7000	71.353907	5	0.191144	0.051741	0.847473	0.761458	0.051741	0.196538	
8000	71.353907	4	0.191129	0.039653	0.759542	0.759542	0.041448	0.191129	
9000	71.353907	4	0.190317	0.049265	0.780606	0.934751	0.049265	0.190317	
10000	71.353907	3	0.195523	0.053071	0.758704	0.758704	0.053071	0.195523	
11000	71.353907	4	0.197027	0.051142	0.764991	0.803835	0.051142	0.197027	
12000	71.353907	4	0.198507	0.051570	0.798874	0.714073	0.051570	0.198507	
13000	71.353907	5	0.199175	0.055040	0.796409	0.796409	0.054326	0.206599	
14000	71.353907	3	0.198526	0.052889	0.794588	0.794588	0.052889	0.198526	
15000	71.353907	5	0.198721	0.052579	0.811876	0.811876	0.052180	0.189794	
16000	71.353907	3	0.187175	0.047472	0.749922	0.749922	0.047472	0.187175	
17000	71.353907	3	0.199670	0.049888	0.782046	0.782046	0.049888	0.199670	
18000	71.353907	3	0.187494	0.058656	0.809995	0.809995	0.058656	0.187494	
19000	71.353907	4	0.192316	0.052457	0.761610	0.761610	0.052457	0.184162	
20000	71.353907	6	0.185851	0.060292	0.822062	0.804749	0.052780	0.193870	
21000	71.353907	4	0.195472	0.055308	0.838179	0.753381	0.055308	0.195472	
22000	71.353907	3	0.196827	0.049596	0.820655	0.820655	0.049596	0.196827	
23000	71.353907	5	0.189700	0.053355	0.824314	0.715437	0.054098	0.189700	
24000	71.353907	5	0.183798	0.049428	0.767015	0.794580	0.049428	0.201002	
25000	71.353907	3	0.191294	0.044778	0.806587	0.806587	0.044778	0.191294	
26000	71.353907	4	0.201005	0.049834	0.775574	0.758786	0.049834	0.201005	
27000	71.353907	3	0.192937	0.050812	0.768936	0.768936	0.050812	0.192937	
28000	71.353907	4	0.185417	0.053678	0.826565	0.762069	0.053678	0.185417	
29000	71.353907	3	0.190958	0.058738	0.844201	0.844201	0.058738	0.190958	
30000	71.353907	3	0.183104	0.047375	0.768470	0.768470	0.047375	0.183104	
31000	71.353907	3	0.187310	0.056661	0.819080	0.819080	0.056661	0.187310	
32000	71.353907	5	0.191244	0.049596	0.812480	0.853691	0.049596	0.182616	
33000	71.353907	3	0.189800	0.047398	0.831722	0.831722	0.047398	0.189800	
34000	71.353907	3	0.183944	0.056345	0.718344	0.718344	0.056345	0.183944	
35000	71.353907	5	0.193252	0.055644	0.896671	0.888839	0.055644	0.189718	
36000	71.353907	4	0.193336	0.057919	0.806799	0.806799	0.057919	0.183334	
37000	71.353907	3	0.202243	0.057217	0.803803	0.803803	0.057217	0.202243	
38000	71.353907	4	0.192986	0.059780	0.763508	0.763508	0.059780	0.200323	
39000	71.353907	4	0.194549	0.057108	0.757415	0.864462	0.057108	0.194549	
40000	71.353907	3	0.187784	0.056412	0.854883	0.854883	0.056412	0.187784	
41000	71.353907	4	0.196915	0.053923	0.861355	0.861355	0.053923	0.190946	
42000	71.353907	3	0.197415	0.054185	0.834593	0.834593	0.054185	0.197415	
43000	71.353907	4	0.195999	0.052766	0.808481	0.808481	0.052766	0.196864	
44000	71.353907	3	0.197563	0.057371	0.806404	0.806404	0.057371	0.197563	
45000	71.353907	4	0.197053	0.053273	0.856905	0.796273	0.053273	0.197053	
46000	71.353907	4	0.185003	0.055340	0.741419	0.748670	0.055340	0.185003	
