Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	3	0.188852	0.057874	0.809506	0.809506	0.057874	0.188852	
2000	71.353907	4	0.194066	0.058024	0.668993	0.668993	0.058024	0.186102	
3000	71.353907	4	0.180946	0.053953	0.816995	0.816995	0.053953	0.204784	
4000	71.353907	3	0.191777	0.062798	0.757606	0.757606	0.062798	0.191777	
5000	71.353907	3	0.196534	0.052834	0.780538	0.780538	0.052834	0.196534	
6000	71.353907	3	0.195802	0.055077	0.775186	0.775186	0.055077	0.195802	
7000	71.353907	3	0.191588	0.054871	0.755340	0.755340	0.054871	0.191588	
8000	71.353907	4	0.175196	0.054781	0.793078	0.793078	0.054781	0.205729	
9000	71.353907	4	0.189325	0.055459	0.809284	0.781778	0.055459	0.189325	
10000	71.353907	3	0.186838	0.055101	0.722864	0.722864	0.055101	0.186838	
11000	71.353907	4	0.186965	0.057902	0.807845	0.680619	0.057902	0.186965	
12000	71.353907	3	0.212929	0.057141	0.798107	0.798107	0.057141	0.212929	
13000	71.353907	3	0.212301	0.056950	0.768157	0.768157	0.056950	0.212301	
14000	71.353907	4	0.202235	0.055362	0.847120	0.847120	0.055362	0.197107	
15000	71.353907	4	0.195305	0.057279	0.808880	0.808880	0.057279	0.188659	
16000	71.353907	3	0.195994	0.057852	0.799034	0.799034	0.057852	0.195994	
17000	71.353907	4	0.183576	0.052465	0.687236	0.687236	0.054960	0.183576	
18000	71.353907	3	0.198979	0.056186	0.839591	0.839591	0.056186	0.198979	
19000	71.353907	4	0.202942	0.053524	0.761155	0.761155	0.060053	0.202942	
20000	71.353907	4	0.195637	0.058589	0.804830	0.804830	0.058589	0.186212	
21000	71.353907	5	0.189379	0.060523	0.849469	0.717982	0.060523	0.193740	
22000	71.353907	5	0.186461	0.060347	0.793556	0.763836	0.060347	0.200764	
23000	71.353907	3	0.192343	0.058281	0.839804	0.839804	0.058281	0.192343	
24000	71.353907	4	0.188405	0.057933	0.773966	0.800461	0.057933	0.188405	
25000	71.353907	3	0.196527	0.058518	0.826745	0.826745	0.058518	0.196527	
26000	71.353907	5	0.189100	0.061983	0.815192	0.737368	0.061983	0.197871	
27000	71.353907	3	0.172270	0.061085	0.803060	0.803060	0.061085	0.172270	
28000	71.353907	3	0.189943	0.057566	0.744237	0.744237	0.057566	0.189943	
29000	71.353907	3	0.174818	0.059016	0.773140	0.773140	0.059016	0.174818	
30000	71.353907	3	0.197360	0.056382	0.765335	0.765335	0.056382	0.197360	
31000	71.353907	5	0.188640	0.056877	0.807594	0.807594	0.060586	0.188830	
32000	71.353907	3	0.185280	0.058386	0.747935	0.747935	0.058386	0.185280	
