Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	4	0.160661	0.060876	0.603379	0.603379	0.060876	0.194776	
2000	71.353907	3	0.202185	0.065635	0.673396	0.673396	0.065635	0.202185	
3000	71.353907	4	0.192755	0.051529	0.645504	0.648861	0.051529	0.192755	
4000	71.353907	3	0.234277	0.054413	0.649346	0.649346	0.054413	0.234277	
5000	71.353907	5	0.208503	0.055787	0.691603	0.691603	0.078809	0.190146	
6000	71.353907	3	0.204424	0.069577	0.725016	0.725016	0.069577	0.204424	
7000	71.353907	5	0.212942	0.056998	0.763236	0.763236	0.068072	0.192771	
8000	71.353907	4	0.215796	0.055942	0.740716	0.740716	0.072174	0.215796	
9000	71.353907	4	0.215795	0.051507	0.721065	0.721065	0.051507	0.193160	
10000	71.353907	3	0.191587	0.066959	0.695718	0.695718	0.066959	0.191587	
11000	71.353907	4	0.199172	0.066298	0.680206	0.680206	0.066298	0.202241	
12000	71.353907	4	0.208577	0.064898	0.754765	0.748528	0.064898	0.208577	
13000	71.353907	3	0.212189	0.072615	0.787914	0.787914	0.072615	0.212189	
14000	71.353907	4	0.201286	0.062856	0.651093	0.717095	0.062856	0.201286	
15000	71.353907	6	0.212247	0.081049	0.762955	0.768112	0.073331	0.212800	
16000	71.353907	3	0.221733	0.060443	0.743689	0.743689	0.060443	0.221733	
17000	71.353907	4	0.200465	0.075241	0.695293	0.695293	0.075241	0.197078	
18000	71.353907	4	0.204842	0.064531	0.735154	0.735154	0.069626	0.204842	
19000	71.353907	3	0.209774	0.056607	0.723798	0.723798	0.056607	0.209774	
20000	71.353907	3	0.210812	0.065611	0.762361	0.762361	0.065611	0.210812	
21000	71.353907	4	0.205927	0.057402	0.726113	0.726113	0.070624	0.205927	
22000	71.353907	4	0.197796	0.068140	0.699985	0.658259	0.068140	0.197796	
23000	71.353907	3	0.209251	0.066260	0.699264	0.699264	0.066260	0.209251	
24000	71.353907	4	0.207586	0.067667	0.790302	0.742289	0.067667	0.207586	
25000	71.353907	3	0.194096	0.065455	0.845023	0.845023	0.065455	0.194096	
26000	71.353907	3	0.193707	0.064010	0.762178	0.762178	0.064010	0.193707	
27000	71.353907	5	0.222079	0.060357	0.792146	0.792146	0.072513	0.190661	
28000	71.353907	4	0.210692	0.062246	0.775526	0.775526	0.069451	0.210692	
29000	71.353907	3	0.216926	0.063760	0.782469	0.782469	0.063760	0.216926	
30000	71.353907	3	0.205830	0.067580	0.696437	0.696437	0.067580	0.205830	
31000	71.353907	3	0.215784	0.065265	0.718592	0.718592	0.065265	0.215784	
32000	71.353907	3	0.211016	0.067052	0.704696	0.704696	0.067052	0.211016	
33000	71.353907	3	0.209451	0.064666	0.733469	0.733469	0.064666	0.209451	
34000	71.353907	3	0.205662	0.066397	0.744567	0.744567	0.066397	0.205662	
35000	71.353907	3	0.206318	0.065239	0.734067	0.734067	0.065239	0.206318	
36000	71.353907	3	0.202355	0.064803	0.848929	0.848929	0.064803	0.202355	
37000	71.353907	3	0.206876	0.071311	0.801135	0.801135	0.071311	0.206876	
38000	71.353907	5	0.196008	0.069344	0.759109	0.681050	0.076508	0.196008	
39000	71.353907	3	0.205714	0.065969	0.743423	0.743423	0.065969	0.205714	
40000	71.353907	3	0.203564	0.064767	0.754181	0.754181	0.064767	0.203564	
41000	71.353907	4	0.213433	0.064084	0.703447	0.721360	0.064084	0.213433	
42000	71.353907	4	0.195431	0.065150	0.752727	0.733534	0.065150	0.195431	
43000	71.353907	4	0.197587	0.067897	0.721763	0.774701	0.067897	0.197587	
44000	71.353907	4	0.195595	0.068875	0.784582	0.744103	0.068875	0.195595	
45000	71.353907	3	0.205672	0.068766	0.816720	0.816720	0.068766	0.205672	
46000	71.353907	3	0.205111	0.070726	0.769676	0.769676	0.070726	0.205111	
47000	71.353907	5	0.203079	0.066640	0.715796	0.715796	0.077935	0.190351	
