Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	Pi[A,10]	Pi[C,10]	Pi[G,10]	Pi[T,10]	Pi[A,11]	Pi[C,11]	Pi[G,11]	Pi[T,11]	
2577000	268.021876	4	0.440317	0.274844	0.108543	0.176296	0.295492	0.241976	0.193231	0.269300	0.440317	0.274844	0.108543	0.176296	0.295492	0.241976	0.193231	0.269300	0.376282	0.310381	0.171632	0.141705	0.295492	0.241976	0.193231	0.269300	0.440317	0.274844	0.108543	0.176296	0.295492	0.241976	0.193231	0.269300	0.440317	0.274844	0.108543	0.176296	0.295492	0.241976	0.193231	0.269300	0.418321	0.041016	0.429897	0.110766	
2578000	268.021876	3	0.427702	0.296430	0.100344	0.175525	0.306548	0.252687	0.170559	0.270206	0.427702	0.296430	0.100344	0.175525	0.306548	0.252687	0.170559	0.270206	0.427702	0.296430	0.100344	0.175525	0.306548	0.252687	0.170559	0.270206	0.427702	0.296430	0.100344	0.175525	0.427702	0.296430	0.100344	0.175525	0.427702	0.296430	0.100344	0.175525	0.306548	0.252687	0.170559	0.270206	0.606576	0.163022	0.137617	0.092786	
2579000	268.021876	3	0.438622	0.290918	0.086463	0.183997	0.270280	0.257466	0.186526	0.285727	0.438622	0.290918	0.086463	0.183997	0.270280	0.257466	0.186526	0.285727	0.438622	0.290918	0.086463	0.183997	0.270280	0.257466	0.186526	0.285727	0.438622	0.290918	0.086463	0.183997	0.438622	0.290918	0.086463	0.183997	0.438622	0.290918	0.086463	0.183997	0.270280	0.257466	0.186526	0.285727	0.147443	0.134957	0.344170	0.373429	
2580000	268.021876	5	0.454775	0.295534	0.081274	0.168418	0.285568	0.282488	0.197130	0.234815	0.454775	0.295534	0.081274	0.168418	0.285568	0.282488	0.197130	0.234815	0.310509	0.330132	0.140823	0.218535	0.285568	0.282488	0.197130	0.234815	0.454775	0.295534	0.081274	0.168418	0.310509	0.330132	0.140823	0.218535	0.310509	0.330132	0.140823	0.218535	0.225619	0.299202	0.128179	0.347000	0.355541	0.133354	0.348876	0.162230	
2581000	268.021876	5	0.454775	0.295534	0.081274	0.168418	0.297821	0.293306	0.204362	0.204510	0.454775	0.295534	0.081274	0.168418	0.297821	0.293306	0.204362	0.204510	0.281874	0.337762	0.137325	0.243039	0.281874	0.337762	0.137325	0.243039	0.454775	0.295534	0.081274	0.168418	0.347937	0.284065	0.103715	0.264284	0.347937	0.284065	0.103715	0.264284	0.347937	0.284065	0.103715	0.264284	0.536757	0.096633	0.260564	0.106046	
2582000	268.021876	4	0.435911	0.303535	0.086984	0.173569	0.274494	0.280868	0.202330	0.242308	0.435911	0.303535	0.086984	0.173569	0.274494	0.280868	0.202330	0.242308	0.344721	0.304253	0.138740	0.212286	0.322651	0.252572	0.129118	0.295659	0.435911	0.303535	0.086984	0.173569	0.322651	0.252572	0.129118	0.295659	0.344721	0.304253	0.138740	0.212286	0.322651	0.252572	0.129118	0.295659	0.344721	0.304253	0.138740	0.212286	
2583000	268.021876	4	0.453663	0.275017	0.100072	0.171248	0.272937	0.258348	0.197790	0.270925	0.453663	0.275017	0.100072	0.171248	0.272937	0.258348	0.197790	0.270925	0.289940	0.365748	0.114154	0.230158	0.264142	0.268130	0.088808	0.378920	0.453663	0.275017	0.100072	0.171248	0.453663	0.275017	0.100072	0.171248	0.453663	0.275017	0.100072	0.171248	0.272937	0.258348	0.197790	0.270925	0.272937	0.258348	0.197790	0.270925	
2584000	268.021876	3	0.421697	0.267761	0.129055	0.181487	0.269153	0.294100	0.167645	0.269102	0.421697	0.267761	0.129055	0.181487	0.269153	0.294100	0.167645	0.269102	0.421697	0.267761	0.129055	0.181487	0.269153	0.294100	0.167645	0.269102	0.421697	0.267761	0.129055	0.181487	0.269153	0.294100	0.167645	0.269102	0.421697	0.267761	0.129055	0.181487	0.269153	0.294100	0.167645	0.269102	0.310673	0.046314	0.601375	0.041637	
2585000	268.021876	5	0.419758	0.265766	0.127936	0.186541	0.283849	0.253861	0.207488	0.254802	0.419758	0.265766	0.127936	0.186541	0.283849	0.253861	0.207488	0.254802	0.419758	0.265766	0.127936	0.186541	0.067483	0.441209	0.127345	0.363963	0.419758	0.265766	0.127936	0.186541	0.308692	0.264242	0.223242	0.203824	0.419758	0.265766	0.127936	0.186541	0.283849	0.253861	0.207488	0.254802	0.459558	0.145328	0.185640	0.209475	
2586000	268.021876	5	0.441916	0.277287	0.102971	0.177826	0.306149	0.293133	0.161773	0.238946	0.441916	0.277287	0.102971	0.177826	0.306149	0.293133	0.161773	0.238946	0.375520	0.277529	0.129276	0.217674	0.107336	0.281426	0.245740	0.365498	0.441916	0.277287	0.102971	0.177826	0.306149	0.293133	0.161773	0.238946	0.441916	0.277287	0.102971	0.177826	0.375520	0.277529	0.129276	0.217674	0.293948	0.341637	0.095253	0.269162	
2587000	268.021876	5	0.403226	0.294492	0.118513	0.183769	0.275978	0.245547	0.272797	0.205678	0.472781	0.278813	0.083156	0.165250	0.275978	0.245547	0.272797	0.205678	0.403226	0.294492	0.118513	0.183769	0.199930	0.392198	0.207142	0.200730	0.472781	0.278813	0.083156	0.165250	0.403226	0.294492	0.118513	0.183769	0.403226	0.294492	0.118513	0.183769	0.451264	0.184908	0.144971	0.218858	0.275978	0.245547	0.272797	0.205678	
2588000	268.021876	5	0.399989	0.315975	0.096967	0.187070	0.240024	0.313078	0.195438	0.251460	0.399989	0.315975	0.096967	0.187070	0.358632	0.288101	0.159213	0.194054	0.358632	0.288101	0.159213	0.194054	0.241384	0.303632	0.132651	0.322334	0.399989	0.315975	0.096967	0.187070	0.358632	0.288101	0.159213	0.194054	0.358632	0.288101	0.159213	0.194054	0.241384	0.303632	0.132651	0.322334	0.315968	0.112201	0.194101	0.377731	
2589000	268.021876	4	0.415120	0.316649	0.094451	0.173781	0.287916	0.249633	0.226532	0.235919	0.415120	0.316649	0.094451	0.173781	0.287916	0.249633	0.226532	0.235919	0.307747	0.291621	0.139344	0.261289	0.307747	0.291621	0.139344	0.261289	0.415120	0.316649	0.094451	0.173781	0.307747	0.291621	0.139344	0.261289	0.307747	0.291621	0.139344	0.261289	0.307747	0.291621	0.139344	0.261289	0.370559	0.281730	0.211974	0.135738	
2590000	268.021876	4	0.449453	0.304274	0.079426	0.166847	0.270184	0.222166	0.181153	0.326497	0.449453	0.304274	0.079426	0.166847	0.270184	0.222166	0.181153	0.326497	0.319483	0.338563	0.124347	0.217607	0.319483	0.338563	0.124347	0.217607	0.449453	0.304274	0.079426	0.166847	0.270184	0.222166	0.181153	0.326497	0.319483	0.338563	0.124347	0.217607	0.319483	0.338563	0.124347	0.217607	0.186948	0.066573	0.616554	0.129925	
2591000	268.021876	4	0.449453	0.304274	0.079426	0.166847	0.266594	0.274714	0.197496	0.261196	0.449453	0.304274	0.079426	0.166847	0.266594	0.274714	0.197496	0.261196	0.350015	0.300219	0.127094	0.222672	0.266594	0.274714	0.197496	0.261196	0.449453	0.304274	0.079426	0.166847	0.350015	0.300219	0.127094	0.222672	0.350015	0.300219	0.127094	0.222672	0.350015	0.300219	0.127094	0.222672	0.130416	0.371705	0.232712	0.265167	
2592000	268.021876	4	0.449453	0.304274	0.079426	0.166847	0.300620	0.228170	0.213284	0.257926	0.449453	0.304274	0.079426	0.166847	0.300620	0.228170	0.213284	0.257926	0.346372	0.301046	0.128575	0.224008	0.346372	0.301046	0.128575	0.224008	0.449453	0.304274	0.079426	0.166847	0.346372	0.301046	0.128575	0.224008	0.346372	0.301046	0.128575	0.224008	0.346372	0.301046	0.128575	0.224008	0.296914	0.070774	0.529514	0.102797	
2593000	268.021876	4	0.449453	0.304274	0.079426	0.166847	0.317355	0.304985	0.134575	0.243085	0.449453	0.304274	0.079426	0.166847	0.295140	0.223157	0.261104	0.220600	0.317355	0.304985	0.134575	0.243085	0.317355	0.304985	0.134575	0.243085	0.449453	0.304274	0.079426	0.166847	0.317355	0.304985	0.134575	0.243085	0.317355	0.304985	0.134575	0.243085	0.317355	0.304985	0.134575	0.243085	0.398394	0.099714	0.196613	0.305279	
2594000	268.021876	5	0.475673	0.278006	0.082341	0.163980	0.282697	0.218382	0.242140	0.256782	0.475673	0.278006	0.082341	0.163980	0.327444	0.238201	0.152470	0.281884	0.350236	0.315846	0.116788	0.217131	0.327444	0.238201	0.152470	0.281884	0.475673	0.278006	0.082341	0.163980	0.350236	0.315846	0.116788	0.217131	0.350236	0.315846	0.116788	0.217131	0.327444	0.238201	0.152470	0.281884	0.269468	0.065760	0.381327	0.283445	
2595000	268.021876	4	0.442783	0.303473	0.077772	0.175973	0.195156	0.309536	0.180096	0.315212	0.442783	0.303473	0.077772	0.175973	0.322926	0.317824	0.135008	0.224242	0.322926	0.317824	0.135008	0.224242	0.195156	0.309536	0.180096	0.315212	0.442783	0.303473	0.077772	0.175973	0.322926	0.317824	0.135008	0.224242	0.322926	0.317824	0.135008	0.224242	0.322926	0.317824	0.135008	0.224242	0.647673	0.206962	0.078921	0.066444	
2596000	268.021876	3	0.442783	0.303473	0.077772	0.175973	0.323191	0.139079	0.224994	0.312736	0.442783	0.303473	0.077772	0.175973	0.335454	0.286839	0.107425	0.270282	0.335454	0.286839	0.107425	0.270282	0.335454	0.286839	0.107425	0.270282	0.442783	0.303473	0.077772	0.175973	0.335454	0.286839	0.107425	0.270282	0.335454	0.286839	0.107425	0.270282	0.335454	0.286839	0.107425	0.270282	0.323191	0.139079	0.224994	0.312736	
2597000	268.021876	4	0.442783	0.303473	0.077772	0.175973	0.279187	0.276091	0.178676	0.266046	0.442783	0.303473	0.077772	0.175973	0.279187	0.276091	0.178676	0.266046	0.333274	0.318505	0.129812	0.218409	0.279187	0.276091	0.178676	0.266046	0.442783	0.303473	0.077772	0.175973	0.333274	0.318505	0.129812	0.218409	0.333274	0.318505	0.129812	0.218409	0.279187	0.276091	0.178676	0.266046	0.578935	0.146891	0.253957	0.020217	
2598000	268.021876	3	0.405306	0.300238	0.096516	0.197940	0.240424	0.309643	0.172695	0.277238	0.405306	0.300238	0.096516	0.197940	0.240424	0.309643	0.172695	0.277238	0.405306	0.300238	0.096516	0.197940	0.240424	0.309643	0.172695	0.277238	0.405306	0.300238	0.096516	0.197940	0.405306	0.300238	0.096516	0.197940	0.405306	0.300238	0.096516	0.197940	0.240424	0.309643	0.172695	0.277238	0.122286	0.339282	0.279265	0.259166	
2599000	268.021876	3	0.435827	0.283946	0.088735	0.191492	0.250971	0.253318	0.198089	0.297622	0.435827	0.283946	0.088735	0.191492	0.250971	0.253318	0.198089	0.297622	0.299998	0.286772	0.149531	0.263700	0.299998	0.286772	0.149531	0.263700	0.435827	0.283946	0.088735	0.191492	0.299998	0.286772	0.149531	0.263700	0.299998	0.286772	0.149531	0.263700	0.299998	0.286772	0.149531	0.263700	0.250971	0.253318	0.198089	0.297622	
2600000	268.021876	5	0.460707	0.289200	0.077370	0.172723	0.215709	0.308828	0.231489	0.243974	0.460707	0.289200	0.077370	0.172723	0.215709	0.308828	0.231489	0.243974	0.297947	0.348725	0.120151	0.233177	0.144272	0.395543	0.142377	0.317808	0.460707	0.289200	0.077370	0.172723	0.297947	0.348725	0.120151	0.233177	0.297947	0.348725	0.120151	0.233177	0.297947	0.348725	0.120151	0.233177	0.443394	0.036130	0.445748	0.074728	
2601000	268.021876	3	0.425618	0.307641	0.074368	0.192374	0.309877	0.278269	0.148752	0.263101	0.425618	0.307641	0.074368	0.192374	0.309877	0.278269	0.148752	0.263101	0.397579	0.293539	0.121278	0.187604	0.309877	0.278269	0.148752	0.263101	0.425618	0.307641	0.074368	0.192374	0.309877	0.278269	0.148752	0.263101	0.397579	0.293539	0.121278	0.187604	0.309877	0.278269	0.148752	0.263101	0.309877	0.278269	0.148752	0.263101	
2602000	268.021876	4	0.402368	0.293702	0.117452	0.186478	0.257006	0.258459	0.186999	0.297536	0.402368	0.293702	0.117452	0.186478	0.257006	0.258459	0.186999	0.297536	0.402368	0.293702	0.117452	0.186478	0.257006	0.258459	0.186999	0.297536	0.402368	0.293702	0.117452	0.186478	0.379889	0.224875	0.167523	0.227713	0.402368	0.293702	0.117452	0.186478	0.257006	0.258459	0.186999	0.297536	0.501960	0.193146	0.243333	0.061561	
2603000	268.021876	5	0.408583	0.315803	0.089330	0.186284	0.299017	0.236450	0.216311	0.248222	0.408583	0.315803	0.089330	0.186284	0.299017	0.236450	0.216311	0.248222	0.268622	0.355527	0.132218	0.243633	0.268622	0.355527	0.132218	0.243633	0.408583	0.315803	0.089330	0.186284	0.453332	0.195572	0.059381	0.291716	0.408583	0.315803	0.089330	0.186284	0.268622	0.355527	0.132218	0.243633	0.186521	0.189885	0.193241	0.430353	
2604000	268.021876	5	0.458190	0.297442	0.093537	0.150832	0.298288	0.256178	0.210036	0.235498	0.458190	0.297442	0.093537	0.150832	0.298288	0.256178	0.210036	0.235498	0.377522	0.299061	0.150713	0.172704	0.298288	0.256178	0.210036	0.235498	0.458190	0.297442	0.093537	0.150832	0.462753	0.234596	0.113497	0.189153	0.462753	0.234596	0.113497	0.189153	0.298288	0.256178	0.210036	0.235498	0.209654	0.100088	0.312580	0.377677	
2605000	268.021876	4	0.473473	0.245999	0.110374	0.170153	0.254069	0.291021	0.202506	0.252404	0.473473	0.245999	0.110374	0.170153	0.254069	0.291021	0.202506	0.252404	0.254069	0.291021	0.202506	0.252404	0.254069	0.291021	0.202506	0.252404	0.473473	0.245999	0.110374	0.170153	0.396104	0.257005	0.118704	0.228187	0.396104	0.257005	0.118704	0.228187	0.254069	0.291021	0.202506	0.252404	0.585217	0.123924	0.097538	0.193321	
2606000	268.021876	4	0.444083	0.292960	0.089421	0.173536	0.270035	0.282350	0.220376	0.227238	0.444083	0.292960	0.089421	0.173536	0.270035	0.282350	0.220376	0.227238	0.270035	0.282350	0.220376	0.227238	0.249790	0.280320	0.175366	0.294524	0.444083	0.292960	0.089421	0.173536	0.444083	0.292960	0.089421	0.173536	0.444083	0.292960	0.089421	0.173536	0.249790	0.280320	0.175366	0.294524	0.148388	0.165710	0.240553	0.445349	
2607000	268.021876	5	0.452911	0.296408	0.087509	0.163171	0.210681	0.359161	0.211681	0.218477	0.452911	0.296408	0.087509	0.163171	0.228830	0.295226	0.200860	0.275083	0.375777	0.306919	0.117494	0.199810	0.228830	0.295226	0.200860	0.275083	0.452911	0.296408	0.087509	0.163171	0.375777	0.306919	0.117494	0.199810	0.375777	0.306919	0.117494	0.199810	0.228830	0.295226	0.200860	0.275083	0.162083	0.136472	0.293115	0.408329	
2608000	268.021876	4	0.460361	0.300153	0.082601	0.156886	0.229662	0.280348	0.204802	0.285188	0.460361	0.300153	0.082601	0.156886	0.229662	0.280348	0.204802	0.285188	0.360864	0.316351	0.124976	0.197809	0.146650	0.479109	0.078508	0.295733	0.460361	0.300153	0.082601	0.156886	0.360864	0.316351	0.124976	0.197809	0.360864	0.316351	0.124976	0.197809	0.229662	0.280348	0.204802	0.285188	0.229662	0.280348	0.204802	0.285188	
2609000	268.021876	4	0.459914	0.286736	0.089877	0.163472	0.263977	0.302192	0.197672	0.236159	0.459914	0.286736	0.089877	0.163472	0.263977	0.302192	0.197672	0.236159	0.355426	0.339578	0.095762	0.209233	0.263977	0.302192	0.197672	0.236159	0.459914	0.286736	0.089877	0.163472	0.355426	0.339578	0.095762	0.209233	0.355426	0.339578	0.095762	0.209233	0.263977	0.302192	0.197672	0.236159	0.277186	0.141013	0.263118	0.318683	
2610000	268.021876	6	0.458799	0.276543	0.095247	0.169411	0.307280	0.234604	0.189375	0.268741	0.458799	0.276543	0.095247	0.169411	0.307280	0.234604	0.189375	0.268741	0.290862	0.348803	0.154477	0.205857	0.290862	0.348803	0.154477	0.205857	0.458799	0.276543	0.095247	0.169411	0.352234	0.300525	0.132500	0.214741	0.430721	0.306131	0.118990	0.144158	0.352234	0.300525	0.132500	0.214741	0.300898	0.072214	0.355225	0.271663	
2611000	268.021876	3	0.448862	0.292447	0.090158	0.168532	0.354081	0.212188	0.190102	0.243630	0.448862	0.292447	0.090158	0.168532	0.354081	0.212188	0.190102	0.243630	0.328530	0.293416	0.170650	0.207403	0.328530	0.293416	0.170650	0.207403	0.448862	0.292447	0.090158	0.168532	0.328530	0.293416	0.170650	0.207403	0.328530	0.293416	0.170650	0.207403	0.328530	0.293416	0.170650	0.207403	0.328530	0.293416	0.170650	0.207403	
2612000	268.021876	4	0.448862	0.292447	0.090158	0.168532	0.285752	0.273652	0.181184	0.259412	0.448862	0.292447	0.090158	0.168532	0.285752	0.273652	0.181184	0.259412	0.375671	0.281360	0.142698	0.200271	0.261825	0.335305	0.133004	0.269866	0.448862	0.292447	0.090158	0.168532	0.375671	0.281360	0.142698	0.200271	0.375671	0.281360	0.142698	0.200271	0.285752	0.273652	0.181184	0.259412	0.285752	0.273652	0.181184	0.259412	
2613000	268.021876	4	0.448862	0.292447	0.090158	0.168532	0.213275	0.324657	0.179216	0.282851	0.448862	0.292447	0.090158	0.168532	0.306147	0.269872	0.155127	0.268854	0.336054	0.282819	0.153533	0.227594	0.213275	0.324657	0.179216	0.282851	0.448862	0.292447	0.090158	0.168532	0.306147	0.269872	0.155127	0.268854	0.336054	0.282819	0.153533	0.227594	0.306147	0.269872	0.155127	0.268854	0.306147	0.269872	0.155127	0.268854	
2614000	268.021876	5	0.434559	0.308299	0.097662	0.159480	0.301029	0.259188	0.199283	0.240501	0.434559	0.308299	0.097662	0.159480	0.301029	0.259188	0.199283	0.240501	0.365362	0.308385	0.099973	0.226280	0.051759	0.458698	0.147762	0.341781	0.434559	0.308299	0.097662	0.159480	0.434559	0.308299	0.097662	0.159480	0.365362	0.308385	0.099973	0.226280	0.365362	0.308385	0.099973	0.226280	0.280463	0.460978	0.224658	0.033901	
2615000	268.021876	4	0.440534	0.299342	0.080904	0.179221	0.211124	0.265244	0.245069	0.278562	0.440534	0.299342	0.080904	0.179221	0.211124	0.265244	0.245069	0.278562	0.355846	0.323369	0.088848	0.231937	0.310653	0.255090	0.095254	0.339003	0.440534	0.299342	0.080904	0.179221	0.355846	0.323369	0.088848	0.231937	0.355846	0.323369	0.088848	0.231937	0.310653	0.255090	0.095254	0.339003	0.211124	0.265244	0.245069	0.278562	
2616000	268.021876	4	0.427641	0.287968	0.090501	0.193890	0.244871	0.334890	0.155423	0.264817	0.427641	0.287968	0.090501	0.193890	0.244871	0.334890	0.155423	0.264817	0.310614	0.325595	0.139316	0.224475	0.244871	0.334890	0.155423	0.264817	0.427641	0.287968	0.090501	0.193890	0.310614	0.325595	0.139316	0.224475	0.427641	0.287968	0.090501	0.193890	0.244871	0.334890	0.155423	0.264817	0.208389	0.067176	0.340355	0.384080	
2617000	268.021876	5	0.466494	0.272648	0.083627	0.177231	0.265470	0.243808	0.178591	0.312131	0.466494	0.272648	0.083627	0.177231	0.265470	0.243808	0.178591	0.312131	0.322312	0.296564	0.140149	0.240976	0.093728	0.293376	0.085205	0.527691	0.466494	0.272648	0.083627	0.177231	0.322312	0.296564	0.140149	0.240976	0.322312	0.296564	0.140149	0.240976	0.265470	0.243808	0.178591	0.312131	0.351265	0.176692	0.298412	0.173630	
2618000	268.021876	5	0.466494	0.272648	0.083627	0.177231	0.268388	0.257924	0.200017	0.273671	0.466494	0.272648	0.083627	0.177231	0.268388	0.257924	0.200017	0.273671	0.301998	0.336289	0.118530	0.243184	0.301998	0.336289	0.118530	0.243184	0.466494	0.272648	0.083627	0.177231	0.284499	0.256698	0.159223	0.299580	0.301998	0.336289	0.118530	0.243184	0.301998	0.336289	0.118530	0.243184	0.501064	0.190934	0.200711	0.107291	
2619000	268.021876	5	0.445194	0.286758	0.086543	0.181504	0.241870	0.281532	0.227729	0.248870	0.445194	0.286758	0.086543	0.181504	0.241870	0.281532	0.227729	0.248870	0.298252	0.331936	0.133547	0.236265	0.285397	0.299674	0.137790	0.277138	0.445194	0.286758	0.086543	0.181504	0.285397	0.299674	0.137790	0.277138	0.298252	0.331936	0.133547	0.236265	0.285397	0.299674	0.137790	0.277138	0.421143	0.097179	0.250345	0.231332	
2620000	268.021876	4	0.385582	0.274337	0.102424	0.237658	0.283717	0.230171	0.206277	0.279835	0.454924	0.289553	0.079197	0.176326	0.283717	0.230171	0.206277	0.279835	0.385582	0.274337	0.102424	0.237658	0.349047	0.267269	0.073879	0.309806	0.454924	0.289553	0.079197	0.176326	0.385582	0.274337	0.102424	0.237658	0.385582	0.274337	0.102424	0.237658	0.385582	0.274337	0.102424	0.237658	0.283717	0.230171	0.206277	0.279835	
2621000	268.021876	3	0.440426	0.290959	0.095446	0.173168	0.299891	0.244593	0.180546	0.274970	0.440426	0.290959	0.095446	0.173168	0.299891	0.244593	0.180546	0.274970	0.283910	0.367707	0.110315	0.238068	0.283910	0.367707	0.110315	0.238068	0.440426	0.290959	0.095446	0.173168	0.440426	0.290959	0.095446	0.173168	0.440426	0.290959	0.095446	0.173168	0.299891	0.244593	0.180546	0.274970	0.299891	0.244593	0.180546	0.274970	
2622000	268.021876	6	0.425599	0.288388	0.081559	0.204455	0.197997	0.245955	0.277139	0.278908	0.425599	0.288388	0.081559	0.204455	0.324774	0.294370	0.139104	0.241752	0.324774	0.294370	0.139104	0.241752	0.190467	0.295941	0.074919	0.438674	0.425599	0.288388	0.081559	0.204455	0.418352	0.175357	0.122991	0.283300	0.425599	0.288388	0.081559	0.204455	0.324774	0.294370	0.139104	0.241752	0.225030	0.222046	0.162422	0.390501	
2623000	268.021876	4	0.449782	0.287836	0.083693	0.178689	0.257954	0.225573	0.275461	0.241013	0.449782	0.287836	0.083693	0.178689	0.257954	0.225573	0.275461	0.241013	0.311369	0.293083	0.141560	0.253988	0.311369	0.293083	0.141560	0.253988	0.449782	0.287836	0.083693	0.178689	0.311369	0.293083	0.141560	0.253988	0.311369	0.293083	0.141560	0.253988	0.311369	0.293083	0.141560	0.253988	0.176467	0.136633	0.201228	0.485671	
2624000	268.021876	5	0.449782	0.287836	0.083693	0.178689	0.267626	0.234277	0.258692	0.239405	0.449782	0.287836	0.083693	0.178689	0.267626	0.234277	0.258692	0.239405	0.302889	0.308091	0.139441	0.249579	0.278720	0.305102	0.126298	0.289880	0.449782	0.287836	0.083693	0.178689	0.302889	0.308091	0.139441	0.249579	0.302889	0.308091	0.139441	0.249579	0.278720	0.305102	0.126298	0.289880	0.329174	0.133621	0.376364	0.160841	
2625000	268.021876	4	0.449782	0.287836	0.083693	0.178689	0.286526	0.243600	0.183078	0.286795	0.449782	0.287836	0.083693	0.178689	0.286526	0.243600	0.183078	0.286795	0.332998	0.291289	0.126619	0.249094	0.332998	0.291289	0.126619	0.249094	0.449782	0.287836	0.083693	0.178689	0.332998	0.291289	0.126619	0.249094	0.332998	0.291289	0.126619	0.249094	0.332998	0.291289	0.126619	0.249094	0.308522	0.175544	0.159875	0.356059	
2626000	268.021876	6	0.449782	0.287836	0.083693	0.178689	0.248265	0.284649	0.188938	0.278148	0.449782	0.287836	0.083693	0.178689	0.283184	0.198599	0.238242	0.279975	0.337047	0.338260	0.129739	0.194955	0.164300	0.290127	0.170197	0.375376	0.449782	0.287836	0.083693	0.178689	0.337047	0.338260	0.129739	0.194955	0.337047	0.338260	0.129739	0.194955	0.248265	0.284649	0.188938	0.278148	0.348046	0.057620	0.421346	0.172988	
2627000	268.021876	4	0.449782	0.287836	0.083693	0.178689	0.245593	0.294754	0.190170	0.269483	0.449782	0.287836	0.083693	0.178689	0.245593	0.294754	0.190170	0.269483	0.348098	0.328749	0.123765	0.199388	0.245593	0.294754	0.190170	0.269483	0.449782	0.287836	0.083693	0.178689	0.449782	0.287836	0.083693	0.178689	0.348098	0.328749	0.123765	0.199388	0.245593	0.294754	0.190170	0.269483	0.522173	0.022772	0.226330	0.228726	
2628000	268.021876	4	0.457662	0.255504	0.097460	0.189373	0.187226	0.341134	0.195245	0.276394	0.457662	0.255504	0.097460	0.189373	0.311808	0.308580	0.130377	0.249235	0.311808	0.308580	0.130377	0.249235	0.187226	0.341134	0.195245	0.276394	0.457662	0.255504	0.097460	0.189373	0.311808	0.308580	0.130377	0.249235	0.311808	0.308580	0.130377	0.249235	0.311808	0.308580	0.130377	0.249235	0.630223	0.175521	0.156587	0.037669	
2629000	268.021876	3	0.399213	0.275216	0.128277	0.197295	0.295034	0.259264	0.229692	0.216010	0.484931	0.265172	0.090681	0.159216	0.295034	0.259264	0.229692	0.216010	0.399213	0.275216	0.128277	0.197295	0.295034	0.259264	0.229692	0.216010	0.484931	0.265172	0.090681	0.159216	0.399213	0.275216	0.128277	0.197295	0.399213	0.275216	0.128277	0.197295	0.399213	0.275216	0.128277	0.197295	0.295034	0.259264	0.229692	0.216010	
2630000	268.021876	3	0.427265	0.275886	0.116507	0.180342	0.309260	0.234272	0.172821	0.283646	0.427265	0.275886	0.116507	0.180342	0.309260	0.234272	0.172821	0.283646	0.427265	0.275886	0.116507	0.180342	0.309260	0.234272	0.172821	0.283646	0.427265	0.275886	0.116507	0.180342	0.427265	0.275886	0.116507	0.180342	0.427265	0.275886	0.116507	0.180342	0.309260	0.234272	0.172821	0.283646	0.165417	0.224174	0.375819	0.234590	
2631000	268.021876	3	0.455088	0.284774	0.084806	0.175333	0.329228	0.206842	0.254356	0.209575	0.455088	0.284774	0.084806	0.175333	0.329228	0.206842	0.254356	0.209575	0.327170	0.278961	0.160553	0.233317	0.327170	0.278961	0.160553	0.233317	0.455088	0.284774	0.084806	0.175333	0.327170	0.278961	0.160553	0.233317	0.455088	0.284774	0.084806	0.175333	0.327170	0.278961	0.160553	0.233317	0.329228	0.206842	0.254356	0.209575	
2632000	268.021876	4	0.445606	0.299643	0.080359	0.174392	0.216976	0.315633	0.190830	0.276560	0.445606	0.299643	0.080359	0.174392	0.216976	0.315633	0.190830	0.276560	0.302163	0.339673	0.120438	0.237726	0.216976	0.315633	0.190830	0.276560	0.445606	0.299643	0.080359	0.174392	0.302163	0.339673	0.120438	0.237726	0.302163	0.339673	0.120438	0.237726	0.302163	0.339673	0.120438	0.237726	0.091155	0.032546	0.439102	0.437197	
2633000	268.021876	3	0.445606	0.299643	0.080359	0.174392	0.278604	0.242622	0.231808	0.246966	0.445606	0.299643	0.080359	0.174392	0.278604	0.242622	0.231808	0.246966	0.329098	0.317795	0.112292	0.240814	0.329098	0.317795	0.112292	0.240814	0.445606	0.299643	0.080359	0.174392	0.329098	0.317795	0.112292	0.240814	0.329098	0.317795	0.112292	0.240814	0.329098	0.317795	0.112292	0.240814	0.278604	0.242622	0.231808	0.246966	
2634000	268.021876	3	0.445606	0.299643	0.080359	0.174392	0.259506	0.311312	0.178920	0.250262	0.445606	0.299643	0.080359	0.174392	0.259506	0.311312	0.178920	0.250262	0.259506	0.311312	0.178920	0.250262	0.259506	0.311312	0.178920	0.250262	0.445606	0.299643	0.080359	0.174392	0.445606	0.299643	0.080359	0.174392	0.445606	0.299643	0.080359	0.174392	0.259506	0.311312	0.178920	0.250262	0.218184	0.410090	0.160363	0.211364	
