Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	Alpha[10]	Alpha[11]	
1000	4.627436	4	0.284040	0.276306	0.390017	0.284040	0.284040	0.150006	0.390017	0.390017	0.284040	0.390017	0.150006	
2000	4.627436	6	0.296566	0.210085	0.408584	0.296566	0.296566	0.210085	0.464517	0.296566	0.261364	0.510168	0.408584	
3000	4.627436	5	0.293735	0.185715	0.346794	0.293735	0.293735	0.185715	1.486508	0.293735	0.293735	0.346794	0.165982	
4000	4.627436	5	0.310463	0.197804	0.406059	0.310463	0.297189	0.197804	0.899618	0.406059	0.310463	0.406059	0.310463	
5000	4.627436	5	0.285451	0.188843	0.400523	0.285451	0.285451	0.188843	0.490166	0.285451	0.285451	0.400523	0.156557	
6000	4.627436	4	0.301853	0.206211	0.429659	0.301853	0.301853	0.206211	0.429659	0.360097	0.301853	0.429659	0.206211	
7000	4.627436	5	0.294091	0.182594	0.423566	0.294091	0.294091	0.182594	0.912411	0.294091	0.294091	0.423566	0.373847	
8000	4.627436	4	0.285450	0.197369	0.426843	0.285450	0.285450	0.197369	0.511310	0.285450	0.285450	0.426843	0.197369	
9000	4.627436	6	0.290040	0.192961	0.442545	0.271870	0.290040	0.182302	0.442545	0.290040	0.290040	0.442545	0.217703	
10000	4.627436	4	0.292822	0.222096	0.420526	0.292822	0.292822	0.222096	0.528084	0.292822	0.292822	0.420526	0.222096	
11000	4.627436	5	0.306018	0.210183	0.394850	0.306018	0.306018	0.202335	0.923272	0.306018	0.306018	0.394850	0.306018	
12000	4.627436	5	0.323831	0.198110	0.439633	0.291169	0.291169	0.164251	0.439633	0.291169	0.291169	0.291169	0.164251	
13000	4.627436	5	0.279507	0.185272	0.413237	0.279507	0.279507	0.185272	0.522069	0.279507	0.279507	0.522069	0.201090	
14000	4.627436	5	0.290901	0.171621	0.396170	0.290901	0.290901	0.176644	0.396170	0.396170	0.290901	0.396170	0.152587	
15000	4.627436	3	0.303622	0.185542	0.303622	0.303622	0.303622	0.185542	0.303622	0.303622	0.303622	0.414565	0.303622	
16000	4.627436	6	0.289728	0.177920	0.375947	0.289728	0.306643	0.177920	0.892573	0.306643	0.289728	0.289728	0.265157	
17000	4.627436	6	0.308757	0.204060	0.375367	0.308757	0.308757	0.167846	0.406107	0.308757	0.406107	0.406107	0.094273	
18000	4.627436	4	0.308391	0.174191	0.420680	0.308391	0.308391	0.174191	0.639540	0.420680	0.308391	0.420680	0.308391	
19000	4.627436	5	0.286573	0.191726	0.408645	0.286573	0.286573	0.191726	0.833933	0.408645	0.282764	0.408645	0.191726	
20000	4.627436	5	0.297381	0.219281	0.402979	0.297381	0.297381	0.219281	1.016619	0.412062	0.297381	0.412062	0.297381	
21000	4.627436	5	0.309824	0.197709	0.401055	0.309824	0.309824	0.197709	0.443515	0.309824	0.309824	0.428362	0.197709	
22000	4.627436	5	0.288951	0.192289	0.380069	0.288951	0.309868	0.192289	0.770895	0.380069	0.288951	0.380069	0.192289	
23000	4.627436	5	0.280057	0.197011	0.404659	0.280057	0.280057	0.160366	0.462270	0.280057	0.280057	0.462270	0.160366	
24000	4.627436	4	0.284728	0.204053	0.385299	0.284728	0.284728	0.204053	0.709343	0.385299	0.284728	0.385299	0.385299	
25000	4.627436	4	0.261733	0.193307	0.350157	0.261733	0.261733	0.193307	0.595519	0.350157	0.261733	0.350157	0.261733	
26000	4.627436	3	0.297263	0.216355	0.381997	0.297263	0.297263	0.216355	0.381997	0.381997	0.297263	0.381997	0.297263	
27000	4.627436	5	0.292437	0.174487	0.387162	0.292437	0.292437	0.174487	0.759918	0.292437	0.250418	0.387162	0.174487	
28000	4.627436	6	0.316595	0.211818	0.371203	0.307376	0.276702	0.211818	0.584893	0.371203	0.307376	0.316595	0.276702	
29000	4.627436	5	0.304592	0.234820	0.375596	0.304592	0.304592	0.234820	0.446781	0.304592	0.234820	0.368596	0.234820	
30000	4.627436	6	0.316682	0.234693	0.369158	0.312645	0.312645	0.186374	0.604777	0.312645	0.369158	0.369158	0.186374	
31000	4.627436	4	0.289522	0.181169	0.376592	0.289522	0.289522	0.181169	0.507275	0.289522	0.289522	0.376592	0.289522	
32000	4.627436	5	0.331065	0.181066	0.344838	0.265442	0.265442	0.181066	0.926670	0.344838	0.265442	0.344838	0.265442	
33000	4.627436	4	0.292000	0.201045	0.433423	0.292000	0.292000	0.201045	0.465269	0.465269	0.292000	0.465269	0.201045	
34000	4.627436	6	0.286829	0.190891	0.400510	0.286829	0.286829	0.190891	0.579481	0.357356	0.286829	0.400510	0.151721	
35000	4.627436	7	0.281119	0.195153	0.401787	0.281119	0.313537	0.175935	0.443275	0.313537	0.267197	0.443275	0.267197	
36000	4.627436	6	0.291446	0.184558	0.429726	0.253612	0.291446	0.184558	0.947570	0.291446	0.291446	0.490853	0.184558	
37000	4.627436	4	0.292730	0.195790	0.378559	0.292730	0.378559	0.195790	0.903106	0.378559	0.292730	0.378559	0.292730	
38000	4.627436	4	0.317862	0.211180	0.389301	0.317862	0.317862	0.211180	0.452597	0.317862	0.317862	0.317862	0.211180	
39000	4.627436	5	0.316025	0.188861	0.412592	0.316025	0.316025	0.188861	0.412592	0.368772	0.316025	0.412592	0.267062	
40000	4.627436	4	0.357288	0.213318	0.382154	0.350680	0.357288	0.213318	0.382154	0.382154	0.213318	0.357288	0.213318	
41000	4.627436	5	0.304806	0.222642	0.422976	0.286113	0.286113	0.222642	0.534514	0.422976	0.286113	0.422976	0.304806	
42000	4.627436	6	0.297293	0.191290	0.395277	0.297293	0.297293	0.170267	0.450546	0.395277	0.330982	0.395277	0.191290	
43000	4.627436	6	0.289349	0.225057	0.403497	0.289349	0.289349	0.192942	1.101358	0.388220	0.289349	0.388220	0.225057	
44000	4.627436	5	0.292044	0.292044	0.442687	0.292044	0.292044	0.143468	1.546972	0.257376	0.292044	0.442687	0.442687	
45000	4.627436	5	0.300942	0.197411	0.371203	0.300942	0.300942	0.197411	0.817357	0.300942	0.300942	0.471086	0.300942	
46000	4.627436	6	0.326419	0.201023	0.399379	0.326419	0.326419	0.177432	0.778598	0.326419	0.326419	0.450072	0.326419	
47000	4.627436	8	0.314347	0.181610	0.384354	0.265317	0.333704	0.163759	0.832465	0.384354	0.298284	0.384354	0.384354	
48000	4.627436	5	0.286700	0.211595	0.414515	0.286700	0.286700	0.211595	0.522546	0.414515	0.258235	0.414515	0.414515	
49000	4.627436	6	0.296010	0.199809	0.384968	0.296010	0.292765	0.199809	0.673457	0.384968	0.292765	0.345095	0.199809	
50000	4.627436	6	0.305203	0.194048	0.355437	0.296286	0.296286	0.194048	0.503907	0.296952	0.296286	0.355437	0.305203	
51000	4.627436	6	0.329859	0.202694	0.417721	0.336760	0.303564	0.202694	0.417721	0.336760	0.336760	0.338710	0.303564	
52000	4.627436	5	0.263149	0.187041	0.379572	0.263149	0.263149	0.187041	0.803272	0.379572	0.316330	0.379572	0.263149	
53000	4.627436	7	0.305861	0.233528	0.364501	0.233528	0.305861	0.195273	0.373037	0.364501	0.259016	0.362554	0.259016	
54000	4.627436	7	0.311057	0.223241	0.399741	0.244864	0.311057	0.244864	0.475578	0.339722	0.311057	0.408242	0.339722	
55000	4.627436	6	0.314100	0.227362	0.481997	0.227362	0.302640	0.227362	0.861490	0.481997	0.227362	0.481997	0.189322	
56000	4.627436	4	0.260174	0.260174	0.382632	0.260174	0.260174	0.253026	0.564889	0.382632	0.260174	0.382632	0.260174	
57000	4.627436	5	0.278636	0.204568	0.397289	0.278636	0.278636	0.204568	0.548801	0.548801	0.278636	0.423362	0.204568	
58000	4.627436	5	0.302956	0.209153	0.499258	0.302956	0.287101	0.209153	0.499258	0.302956	0.287101	0.362801	0.209153	
59000	4.627436	7	0.295259	0.187069	0.392003	0.295259	0.352109	0.187069	0.795247	0.404040	0.295259	0.352109	0.259010	
60000	4.627436	5	0.314404	0.183791	0.394650	0.314404	0.314404	0.183791	0.830670	0.394650	0.314404	0.356362	0.183791	
61000	4.627436	4	0.291461	0.168801	0.417864	0.291461	0.291461	0.168801	1.332039	0.417864	0.291461	0.417864	0.168801	
62000	4.627436	4	0.294370	0.215208	0.449116	0.294370	0.294370	0.215208	0.853564	0.449116	0.294370	0.449116	0.294370	
63000	4.627436	6	0.302982	0.199518	0.399090	0.302982	0.302982	0.199518	1.251243	0.413893	0.302982	0.399090	0.212199	
64000	4.627436	6	0.288913	0.196507	0.472739	0.260452	0.288913	0.196507	0.472739	0.348216	0.260452	0.439558	0.260452	
65000	4.627436	5	0.281875	0.202034	0.393635	0.281875	0.281875	0.202034	0.941657	0.323581	0.281875	0.393635	0.202034	
66000	4.627436	7	0.298311	0.219647	0.418558	0.262162	0.298311	0.197647	1.037638	0.418558	0.298311	0.418558	0.125840	
67000	4.627436	5	0.272683	0.190373	0.381135	0.272683	0.280715	0.190373	0.449002	0.381135	0.280715	0.381135	0.272683	
68000	4.627436	5	0.307885	0.251251	0.434393	0.307885	0.307885	0.251251	1.429532	0.434393	0.251251	0.412318	0.307885	
69000	4.627436	5	0.300229	0.196041	0.394513	0.300229	0.300229	0.208707	0.444474	0.300229	0.300229	0.444474	0.196041	
70000	4.627436	4	0.302300	0.236452	0.408251	0.302300	0.302300	0.236452	0.495607	0.302300	0.236452	0.302300	0.236452	
71000	4.627436	5	0.288515	0.215294	0.394299	0.288515	0.288515	0.215294	0.472092	0.472092	0.288515	0.394299	0.096739	
72000	4.627436	5	0.286368	0.238482	0.454673	0.286368	0.286368	0.238482	0.613427	0.286368	0.286368	0.454673	0.240265	
73000	4.627436	4	0.307418	0.191816	0.394707	0.307418	0.307418	0.191816	0.916819	0.394707	0.307418	0.394707	0.191816	
74000	4.627436	6	0.316476	0.211025	0.420867	0.292852	0.292852	0.211025	0.488757	0.420867	0.321872	0.420867	0.211025	
75000	4.627436	6	0.305141	0.199879	0.433935	0.305141	0.287298	0.199879	1.010447	0.287298	0.305141	0.433935	0.167416	
76000	4.627436	6	0.333019	0.232816	0.480300	0.264354	0.264354	0.190257	1.148459	0.333019	0.264354	0.480300	0.264354	
77000	4.627436	6	0.304132	0.190250	0.418682	0.304132	0.304132	0.190250	1.052169	0.337930	0.304132	0.304132	0.290626	
78000	4.627436	4	0.311690	0.204693	0.455073	0.311690	0.311690	0.204693	0.881947	0.311690	0.311690	0.311690	0.311690	
79000	4.627436	7	0.359291	0.218892	0.423592	0.257878	0.257878	0.218892	0.831607	0.359291	0.233360	0.376872	0.218892	
80000	4.627436	3	0.294233	0.184948	0.435045	0.294233	0.294233	0.184948	0.435045	0.435045	0.294233	0.435045	0.184948	
81000	4.627436	6	0.274234	0.191416	0.340400	0.274234	0.340400	0.191416	0.463413	0.359897	0.340400	0.421176	0.274234	
82000	4.627436	4	0.294022	0.168780	0.373400	0.294022	0.294022	0.168780	0.456633	0.294022	0.294022	0.294022	0.168780	
83000	4.627436	5	0.301448	0.172342	0.397201	0.301448	0.301448	0.172342	0.572429	0.397201	0.271706	0.397201	0.172342	
84000	4.627436	6	0.274215	0.221118	0.369955	0.282975	0.282975	0.221118	0.440115	0.369955	0.274215	0.430389	0.221118	
85000	4.627436	4	0.310773	0.258998	0.559778	0.258998	0.310773	0.239954	0.559778	0.310773	0.310773	0.310773	0.239954	
86000	4.627436	4	0.307248	0.177587	0.403032	0.307248	0.307248	0.177587	0.779797	0.403032	0.307248	0.403032	0.307248	
87000	4.627436	3	0.306344	0.258016	0.475615	0.306344	0.306344	0.258016	0.475615	0.475615	0.258016	0.475615	0.306344	
88000	4.627436	6	0.291453	0.239457	0.407703	0.291453	0.291453	0.239457	0.977642	0.366269	0.239457	0.416564	0.366269	
89000	4.627436	3	0.280534	0.280534	0.359731	0.280534	0.359731	0.280534	1.130677	0.359731	0.280534	0.359731	0.280534	
90000	4.627436	6	0.319073	0.234440	0.381745	0.319073	0.319073	0.186947	0.381745	0.366084	0.234440	0.449373	0.234440	
91000	4.627436	4	0.300846	0.187849	0.482588	0.300846	0.300846	0.187849	0.495113	0.300846	0.300846	0.495113	0.187849	
92000	4.627436	6	0.303902	0.178112	0.396713	0.268315	0.320821	0.178112	0.721247	0.396713	0.268315	0.396713	0.303902	
93000	4.627436	5	0.346953	0.268815	0.434929	0.268815	0.346953	0.268815	2.271664	0.367333	0.268815	0.434929	0.268815	
94000	4.627436	6	0.319729	0.209950	0.448290	0.319729	0.319729	0.189368	0.714941	0.397445	0.319729	0.397445	0.209950	
95000	4.627436	6	0.295104	0.216394	0.384062	0.295104	0.295104	0.216394	0.877617	0.295104	0.263812	0.347641	0.216394	
96000	4.627436	5	0.292239	0.221237	0.387810	0.292239	0.292239	0.221237	0.394556	0.360657	0.221237	0.394556	0.292239	
97000	4.627436	6	0.295628	0.203725	0.352326	0.295628	0.352326	0.209087	0.480580	0.352326	0.295628	0.376691	0.352326	
98000	4.627436	5	0.293394	0.218795	0.423344	0.293394	0.293394	0.178516	0.423344	0.423344	0.423344	0.394797	0.293394	
99000	4.627436	7	0.259696	0.247554	0.405779	0.247554	0.259696	0.247554	0.790957	0.375897	0.259696	0.337297	0.169800	
100000	4.627436	5	0.293347	0.177364	0.414305	0.293347	0.293347	0.177364	0.543475	0.293347	0.341776	0.414305	0.293347	
101000	4.627436	4	0.288072	0.192387	0.425762	0.288072	0.288072	0.192387	0.425762	0.288072	0.288072	0.425762	0.127695	
102000	4.627436	5	0.299192	0.185027	0.382430	0.299192	0.299192	0.177826	1.036039	0.299192	0.299192	0.299192	0.185027	
103000	4.627436	4	0.285832	0.195181	0.390834	0.285832	0.285832	0.195181	1.344093	0.390834	0.285832	0.390834	0.195181	
104000	4.627436	3	0.283219	0.197292	0.397196	0.283219	0.283219	0.197292	0.397196	0.283219	0.283219	0.397196	0.283219	
105000	4.627436	5	0.289945	0.181746	0.377913	0.289945	0.289945	0.197913	0.574919	0.377913	0.289945	0.377913	0.197913	
106000	4.627436	6	0.276348	0.228417	0.406546	0.228417	0.276348	0.188223	0.539967	0.406546	0.276348	0.406546	0.124428	
107000	4.627436	5	0.287113	0.252280	0.372731	0.287113	0.287113	0.203381	0.765728	0.372731	0.287113	0.372731	0.203381	
108000	4.627436	6	0.291508	0.217633	0.423675	0.291508	0.291508	0.173283	1.056498	0.369109	0.423675	0.423675	0.173283	
109000	4.627436	5	0.296990	0.250053	0.418259	0.296990	0.296990	0.250053	1.766400	0.524755	0.250053	0.418259	0.296990	
110000	4.627436	6	0.292032	0.189552	0.392347	0.325248	0.325248	0.189552	0.908251	0.484212	0.292032	0.392347	0.392347	
111000	4.627436	6	0.293896	0.196875	0.378446	0.262675	0.320978	0.196875	0.489163	0.378446	0.320978	0.378446	0.196875	
112000	4.627436	6	0.291495	0.214169	0.389281	0.291495	0.291495	0.208553	0.683871	0.389281	0.226772	0.389281	0.214169	
113000	4.627436	5	0.327837	0.210155	0.387660	0.311994	0.327837	0.210155	0.387660	0.327837	0.210155	0.387660	0.093773	
114000	4.627436	8	0.280255	0.203002	0.487766	0.292638	0.292638	0.207631	0.655483	0.487766	0.292638	0.320732	0.119833	
115000	4.627436	6	0.302447	0.236019	0.412375	0.302447	0.302447	0.151935	0.579735	0.390558	0.302447	0.390558	0.236019	
116000	4.627436	5	0.285426	0.191196	0.413308	0.263938	0.263938	0.191196	0.955608	0.413308	0.285426	0.413308	0.191196	
117000	4.627436	5	0.302156	0.167915	0.423493	0.322797	0.322797	0.167915	0.423493	0.423493	0.322797	0.423493	0.189683	
118000	4.627436	6	0.308644	0.185802	0.445569	0.308644	0.308644	0.185802	0.646313	0.308644	0.308644	0.372255	0.210068	
119000	4.627436	3	0.304567	0.196980	0.453986	0.304567	0.304567	0.196980	0.453986	0.453986	0.453986	0.453986	0.196980	
120000	4.627436	5	0.294153	0.261460	0.405938	0.261460	0.313168	0.183937	0.405938	0.405938	0.261460	0.405938	0.183937	
121000	4.627436	4	0.295778	0.190532	0.383329	0.295778	0.295778	0.190532	1.309283	0.383329	0.295778	0.383329	0.190532	
122000	4.627436	6	0.346402	0.208311	0.392519	0.259289	0.259289	0.208311	0.514015	0.487833	0.259289	0.514015	0.208311	
123000	4.627436	5	0.297759	0.211596	0.425225	0.297759	0.297759	0.211596	1.129025	0.425225	0.297759	0.507790	0.211596	
124000	4.627436	5	0.311789	0.217221	0.426753	0.311789	0.311789	0.217221	0.594068	0.426753	0.311789	0.426753	0.233274	
125000	4.627436	3	0.293858	0.215370	0.430423	0.293858	0.293858	0.215370	0.430423	0.293858	0.293858	0.430423	0.215370	
126000	4.627436	6	0.300297	0.205499	0.477540	0.267632	0.300297	0.205499	0.523885	0.523885	0.267632	0.324302	0.205499	
127000	4.627436	4	0.299043	0.188940	0.422350	0.299043	0.299043	0.188940	0.552355	0.299043	0.299043	0.422350	0.188940	
128000	4.627436	4	0.309616	0.205349	0.444867	0.309616	0.288226	0.205349	0.444867	0.444867	0.309616	0.444867	0.444867	
129000	4.627436	6	0.330726	0.179602	0.398150	0.287310	0.287310	0.179602	0.691609	0.328056	0.287310	0.398150	0.287310	
130000	4.627436	4	0.286643	0.286643	0.392712	0.286643	0.286643	0.246717	0.392712	0.392712	0.286643	0.392712	0.228735	
131000	4.627436	5	0.291085	0.195791	0.377090	0.291085	0.291085	0.195791	0.540988	0.377090	0.291085	0.382889	0.195791	
132000	4.627436	6	0.329245	0.217117	0.405708	0.217117	0.315304	0.217117	0.670378	0.359245	0.315304	0.405708	0.315304	
133000	4.627436	3	0.292030	0.180161	0.438280	0.292030	0.292030	0.180161	0.438280	0.292030	0.292030	0.438280	0.180161	
134000	4.627436	4	0.307721	0.168065	0.472551	0.307721	0.307721	0.168065	0.716655	0.472551	0.307721	0.472551	0.168065	
135000	4.627436	5	0.304565	0.206184	0.407819	0.304565	0.304565	0.206184	1.004089	0.304565	0.304565	0.466309	0.304565	
136000	4.627436	5	0.315309	0.247812	0.424966	0.247812	0.315309	0.247812	0.445962	0.357495	0.247812	0.445962	0.247812	
137000	4.627436	6	0.321512	0.196712	0.405586	0.265260	0.321512	0.196712	1.002720	0.405586	0.353771	0.405586	0.405586	
138000	4.627436	6	0.314406	0.223597	0.371690	0.281988	0.371690	0.162066	0.371690	0.314406	0.281988	0.371690	0.340849	
139000	4.627436	5	0.285338	0.285338	0.446429	0.285338	0.314559	0.171055	0.734826	0.446429	0.314559	0.446429	0.285338	
140000	4.627436	6	0.311638	0.191663	0.383503	0.299920	0.277742	0.191663	0.776061	0.311638	0.277742	0.383503	0.311638	
141000	4.627436	5	0.299601	0.217286	0.376314	0.299601	0.299601	0.199933	1.483969	0.376314	0.376314	0.376314	0.299601	
142000	4.627436	6	0.298618	0.224964	0.445180	0.276117	0.298618	0.165912	0.445180	0.409514	0.276117	0.409514	0.409514	
143000	4.627436	4	0.281693	0.225424	0.405149	0.281693	0.281693	0.225424	0.766382	0.405149	0.281693	0.405149	0.225424	
144000	4.627436	4	0.295400	0.181169	0.437975	0.295400	0.295400	0.181169	1.429977	0.437975	0.295400	0.437975	0.181169	
145000	4.627436	4	0.276693	0.276693	0.400098	0.276693	0.276693	0.142027	1.437619	0.276693	0.276693	0.400098	0.142027	
146000	4.627436	7	0.319142	0.219775	0.426201	0.312844	0.319142	0.219775	1.436686	0.352731	0.312844	0.426201	0.498317	
147000	4.627436	7	0.305261	0.224521	0.450217	0.305261	0.305261	0.219582	1.494491	0.450217	0.305153	0.450217	0.172743	
148000	4.627436	4	0.293105	0.188503	0.426571	0.293105	0.293105	0.188503	1.210982	0.293105	0.293105	0.426571	0.293105	
149000	4.627436	5	0.322945	0.275811	0.407745	0.275811	0.275811	0.275811	0.529909	0.407745	0.322945	0.407745	0.086607	
150000	4.627436	7	0.289241	0.220303	0.402724	0.289241	0.269455	0.153661	1.429147	0.402724	0.402724	0.402724	0.145233	
151000	4.627436	4	0.295538	0.255168	0.440732	0.255168	0.295538	0.255168	0.598253	0.440732	0.295538	0.440732	0.295538	
152000	4.627436	7	0.369167	0.206806	0.443943	0.259518	0.369167	0.189796	0.573581	0.369167	0.280898	0.369167	0.369167	
153000	4.627436	3	0.283936	0.283936	0.394344	0.283936	0.283936	0.258779	0.394344	0.258779	0.283936	0.394344	0.283936	
154000	4.627436	5	0.308855	0.176376	0.380295	0.308855	0.331580	0.176376	0.954782	0.331580	0.308855	0.331580	0.308855	
155000	4.627436	4	0.305474	0.223489	0.432177	0.305474	0.305474	0.223489	0.432177	0.432177	0.307804	0.307804	0.223489	
156000	4.627436	4	0.299830	0.227342	0.434233	0.299830	0.299830	0.227342	1.408843	0.434233	0.299830	0.434233	0.434233	
157000	4.627436	5	0.292829	0.239111	0.400062	0.239111	0.292829	0.239111	0.453470	0.354725	0.292829	0.453470	0.292829	
158000	4.627436	5	0.299067	0.201855	0.377024	0.299067	0.299067	0.201855	1.463833	0.377024	0.299067	0.377024	0.586405	
159000	4.627436	5	0.299200	0.197385	0.448948	0.299200	0.299200	0.197385	1.068712	0.299200	0.299200	0.392208	0.299200	
160000	4.627436	5	0.310641	0.238121	0.436591	0.310641	0.310641	0.224963	0.902668	0.310641	0.224963	0.436591	0.224963	
161000	4.627436	4	0.331138	0.207178	0.370857	0.279559	0.331138	0.207178	0.370857	0.370857	0.279559	0.370857	0.279559	
162000	4.627436	6	0.294310	0.172324	0.435055	0.262255	0.294310	0.208228	0.994364	0.435055	0.294310	0.435055	0.172324	
163000	4.627436	6	0.303663	0.243864	0.464550	0.303663	0.303663	0.243864	0.533193	0.303663	0.276498	0.434685	0.303663	
164000	4.627436	6	0.300921	0.222848	0.338225	0.300921	0.326232	0.222848	0.992432	0.338225	0.274145	0.338225	0.300921	
165000	4.627436	6	0.282068	0.199399	0.380485	0.262384	0.380485	0.199399	0.644660	0.380485	0.256434	0.380485	0.199399	
166000	4.627436	5	0.298535	0.191918	0.382822	0.298535	0.298535	0.191405	0.568666	0.298535	0.298535	0.382822	0.298535	
167000	4.627436	6	0.288343	0.176381	0.394709	0.288343	0.334627	0.176381	1.442767	0.288343	0.288343	0.394709	0.137098	
168000	4.627436	5	0.302906	0.196712	0.408976	0.302906	0.302906	0.193140	0.724307	0.408976	0.302906	0.408976	0.408976	
169000	4.627436	4	0.304491	0.187781	0.444588	0.304491	0.304491	0.187781	0.833487	0.304491	0.304491	0.444588	0.304491	
170000	4.627436	4	0.313110	0.194809	0.394482	0.278318	0.278318	0.194809	0.394482	0.394482	0.313110	0.394482	0.194809	
171000	4.627436	5	0.288718	0.213474	0.402960	0.288718	0.288718	0.213474	0.645195	0.425516	0.288718	0.425516	0.288718	
172000	4.627436	7	0.293044	0.239790	0.377961	0.293044	0.275057	0.157848	1.127044	0.377740	0.239790	0.377961	0.275057	
173000	4.627436	4	0.292665	0.178789	0.292665	0.292665	0.292665	0.178789	0.583010	0.292665	0.326026	0.292665	0.178789	
174000	4.627436	6	0.313797	0.263243	0.389659	0.263243	0.263243	0.144481	0.653478	0.389659	0.263243	0.389659	0.309228	
175000	4.627436	4	0.337966	0.257635	0.382765	0.257635	0.337966	0.191909	0.382765	0.382765	0.257635	0.382765	0.257635	
176000	4.627436	6	0.307139	0.195975	0.371858	0.329171	0.307139	0.195975	0.715656	0.329171	0.307139	0.436811	0.195975	
177000	4.627436	4	0.291641	0.175106	0.364806	0.291641	0.291641	0.175106	1.845942	0.364806	0.291641	0.364806	0.175106	
178000	4.627436	6	0.337605	0.211280	0.408665	0.314464	0.337605	0.174557	1.044012	0.314464	0.314464	0.337605	0.337605	
179000	4.627436	5	0.288741	0.197104	0.449757	0.288741	0.288741	0.197104	1.570150	0.449757	0.288741	0.449757	0.244036	
180000	4.627436	4	0.309264	0.199298	0.452101	0.309264	0.309264	0.199298	0.650952	0.452101	0.309264	0.452101	0.309264	
181000	4.627436	6	0.309999	0.201994	0.440572	0.309999	0.309999	0.201994	0.439909	0.372958	0.259225	0.439909	0.201994	
182000	4.627436	5	0.294880	0.212319	0.397415	0.294880	0.406286	0.212319	1.429765	0.397415	0.397415	0.397415	0.294880	
183000	4.627436	6	0.308196	0.177490	0.349598	0.282078	0.308196	0.177490	0.757064	0.353816	0.282078	0.353816	0.349598	
184000	4.627436	4	0.303880	0.210515	0.426184	0.303880	0.303880	0.210515	0.426184	0.426184	0.303880	0.426184	0.133237	
185000	4.627436	4	0.288111	0.207401	0.381835	0.288111	0.288111	0.207401	0.713799	0.381835	0.288111	0.381835	0.288111	
186000	4.627436	6	0.287370	0.264216	0.405731	0.264216	0.287370	0.191703	0.605493	0.405731	0.264216	0.431657	0.287370	
187000	4.627436	4	0.298561	0.298561	0.371362	0.298561	0.298561	0.148597	0.887729	0.371362	0.298561	0.371362	0.371362	
188000	4.627436	5	0.308273	0.183876	0.432783	0.314991	0.308273	0.183876	0.468563	0.468563	0.314991	0.432783	0.314991	
189000	4.627436	5	0.282755	0.193366	0.422654	0.243858	0.282755	0.193366	1.662285	0.422654	0.282755	0.422654	0.282755	
190000	4.627436	3	0.314602	0.242387	0.436428	0.242387	0.314602	0.242387	0.436428	0.314602	0.314602	0.436428	0.314602	
191000	4.627436	6	0.283422	0.238663	0.370274	0.277916	0.277916	0.238663	0.916254	0.359822	0.238663	0.359822	0.370274	
192000	4.627436	4	0.323308	0.187353	0.508640	0.323308	0.323308	0.187353	0.984592	0.323308	0.323308	0.323308	0.187353	
193000	4.627436	6	0.313743	0.207172	0.402413	0.281652	0.281652	0.207172	0.920901	0.402413	0.267901	0.402413	0.402413	
194000	4.627436	6	0.309430	0.164495	0.436539	0.276409	0.324290	0.171413	0.436539	0.436539	0.276409	0.436539	0.171413	
195000	4.627436	4	0.279711	0.279711	0.473687	0.279711	0.279711	0.163646	0.473687	0.398035	0.279711	0.473687	0.398035	
196000	4.627436	4	0.297787	0.179219	0.468665	0.297787	0.297787	0.179219	0.468665	0.468665	0.297787	0.468665	0.129373	
197000	4.627436	5	0.309536	0.203986	0.440987	0.309536	0.309536	0.203986	0.780143	0.366252	0.309536	0.366252	0.309536	
198000	4.627436	6	0.319254	0.241038	0.431532	0.296188	0.304034	0.241038	0.800351	0.296188	0.296188	0.431532	0.241038	
199000	4.627436	6	0.298197	0.198459	0.415000	0.298197	0.298197	0.198459	0.710724	0.435979	0.298197	0.510571	0.198459	
200000	4.627436	5	0.295882	0.178299	0.406782	0.295882	0.295882	0.178299	1.025687	0.438443	0.438443	0.438443	0.178299	
201000	4.627436	5	0.308089	0.195499	0.427762	0.308089	0.308089	0.195499	0.798657	0.427762	0.308089	0.427762	0.108884	
202000	4.627436	4	0.290869	0.195068	0.424196	0.290869	0.290869	0.195068	0.561702	0.290869	0.424196	0.424196	0.195068	
203000	4.627436	6	0.295325	0.168940	0.415881	0.240209	0.295325	0.168940	0.646783	0.412565	0.295325	0.412565	0.168940	
204000	4.627436	6	0.313484	0.213876	0.379873	0.313484	0.264982	0.159199	1.189606	0.313484	0.379873	0.379873	0.264982	
205000	4.627436	6	0.315439	0.206141	0.315439	0.290898	0.354368	0.167493	1.284783	0.354368	0.354368	0.315439	0.290898	
206000	4.627436	5	0.289827	0.223590	0.396682	0.289827	0.289827	0.167526	0.637124	0.289827	0.289827	0.396682	0.167526	
207000	4.627436	5	0.343087	0.200462	0.411755	0.343087	0.343082	0.200462	0.734192	0.343082	0.343082	0.411755	0.200462	
208000	4.627436	5	0.302131	0.183288	0.424479	0.302131	0.323002	0.183288	0.836092	0.302131	0.302131	0.302131	0.302131	
209000	4.627436	4	0.265537	0.265537	0.373250	0.265537	0.367049	0.265537	0.581565	0.367049	0.265537	0.367049	0.265537	
210000	4.627436	6	0.311560	0.208279	0.451462	0.297853	0.311560	0.193814	1.042772	0.297853	0.311560	0.451462	0.311560	
