Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	Pi[A,10]	Pi[C,10]	Pi[G,10]	Pi[T,10]	Pi[A,11]	Pi[C,11]	Pi[G,11]	Pi[T,11]	
2236000	11.688050	4	0.368582	0.313288	0.112884	0.205246	0.242408	0.280864	0.166857	0.309871	0.476032	0.268775	0.094367	0.160826	0.242408	0.280864	0.166857	0.309871	0.368582	0.313288	0.112884	0.205246	0.242408	0.280864	0.166857	0.309871	0.476032	0.268775	0.094367	0.160826	0.368582	0.313288	0.112884	0.205246	0.368582	0.313288	0.112884	0.205246	0.242408	0.280864	0.166857	0.309871	0.200088	0.087088	0.233231	0.479593	
2237000	11.688050	4	0.455255	0.289298	0.077799	0.177647	0.265073	0.279772	0.168936	0.286219	0.455255	0.289298	0.077799	0.177647	0.265073	0.279772	0.168936	0.286219	0.265073	0.279772	0.168936	0.286219	0.265073	0.279772	0.168936	0.286219	0.455255	0.289298	0.077799	0.177647	0.354048	0.255221	0.129868	0.260862	0.354048	0.255221	0.129868	0.260862	0.354048	0.255221	0.129868	0.260862	0.265192	0.082946	0.487527	0.164335	
2238000	11.688050	3	0.455255	0.289298	0.077799	0.177647	0.257524	0.293939	0.213573	0.234964	0.455255	0.289298	0.077799	0.177647	0.257524	0.293939	0.213573	0.234964	0.294884	0.329160	0.117812	0.258144	0.294884	0.329160	0.117812	0.258144	0.455255	0.289298	0.077799	0.177647	0.294884	0.329160	0.117812	0.258144	0.294884	0.329160	0.117812	0.258144	0.294884	0.329160	0.117812	0.258144	0.257524	0.293939	0.213573	0.234964	
2239000	11.688050	5	0.464141	0.289764	0.071402	0.174693	0.282030	0.292023	0.166325	0.259621	0.464141	0.289764	0.071402	0.174693	0.282030	0.292023	0.166325	0.259621	0.282030	0.292023	0.166325	0.259621	0.246202	0.309871	0.137413	0.306514	0.464141	0.289764	0.071402	0.174693	0.282030	0.292023	0.166325	0.259621	0.319389	0.315987	0.131269	0.233355	0.319389	0.315987	0.131269	0.233355	0.252236	0.105498	0.240585	0.401681	
2240000	11.688050	4	0.440035	0.293451	0.075235	0.191279	0.284224	0.303857	0.174311	0.237608	0.440035	0.293451	0.075235	0.191279	0.284224	0.303857	0.174311	0.237608	0.284224	0.303857	0.174311	0.237608	0.256744	0.345607	0.115501	0.282149	0.440035	0.293451	0.075235	0.191279	0.440035	0.293451	0.075235	0.191279	0.256744	0.345607	0.115501	0.282149	0.256744	0.345607	0.115501	0.282149	0.438365	0.188767	0.100896	0.271973	
2241000	11.688050	4	0.440035	0.293451	0.075235	0.191279	0.278142	0.300788	0.161961	0.259109	0.440035	0.293451	0.075235	0.191279	0.278142	0.300788	0.161961	0.259109	0.278142	0.300788	0.161961	0.259109	0.278142	0.300788	0.161961	0.259109	0.440035	0.293451	0.075235	0.191279	0.338132	0.292545	0.097040	0.272282	0.338132	0.292545	0.097040	0.272282	0.338132	0.292545	0.097040	0.272282	0.428336	0.079989	0.176039	0.315636	
2242000	11.688050	3	0.440016	0.299886	0.079405	0.180694	0.265565	0.315275	0.164940	0.254220	0.440016	0.299886	0.079405	0.180694	0.265565	0.315275	0.164940	0.254220	0.265565	0.315275	0.164940	0.254220	0.297882	0.318363	0.110691	0.273064	0.440016	0.299886	0.079405	0.180694	0.297882	0.318363	0.110691	0.273064	0.297882	0.318363	0.110691	0.273064	0.297882	0.318363	0.110691	0.273064	0.297882	0.318363	0.110691	0.273064	
2243000	11.688050	4	0.424502	0.313876	0.073549	0.188074	0.295104	0.267770	0.173498	0.263627	0.424502	0.313876	0.073549	0.188074	0.295104	0.267770	0.173498	0.263627	0.295104	0.267770	0.173498	0.263627	0.290268	0.304451	0.089901	0.315381	0.424502	0.313876	0.073549	0.188074	0.295104	0.267770	0.173498	0.263627	0.424502	0.313876	0.073549	0.188074	0.290268	0.304451	0.089901	0.315381	0.099416	0.160456	0.427799	0.312330	
2244000	11.688050	5	0.407249	0.272299	0.101170	0.219281	0.314670	0.294349	0.167925	0.223055	0.442694	0.301780	0.069565	0.185962	0.267582	0.244742	0.215056	0.272620	0.314670	0.294349	0.167925	0.223055	0.267582	0.244742	0.215056	0.272620	0.442694	0.301780	0.069565	0.185962	0.407249	0.272299	0.101170	0.219281	0.407249	0.272299	0.101170	0.219281	0.314993	0.247113	0.130300	0.307594	0.267582	0.244742	0.215056	0.272620	
2245000	11.688050	4	0.425532	0.298339	0.073424	0.202705	0.285619	0.283675	0.146799	0.283907	0.425532	0.298339	0.073424	0.202705	0.285619	0.283675	0.146799	0.283907	0.285619	0.283675	0.146799	0.283907	0.290148	0.333212	0.057378	0.319263	0.425532	0.298339	0.073424	0.202705	0.285619	0.283675	0.146799	0.283907	0.290148	0.333212	0.057378	0.319263	0.290148	0.333212	0.057378	0.319263	0.665851	0.130788	0.166762	0.036599	
2246000	11.688050	3	0.412683	0.281479	0.094318	0.211520	0.256024	0.279286	0.158356	0.306333	0.412683	0.281479	0.094318	0.211520	0.256024	0.279286	0.158356	0.306333	0.256024	0.279286	0.158356	0.306333	0.256024	0.279286	0.158356	0.306333	0.412683	0.281479	0.094318	0.211520	0.412683	0.281479	0.094318	0.211520	0.412683	0.281479	0.094318	0.211520	0.256024	0.279286	0.158356	0.306333	0.475849	0.154384	0.333172	0.036595	
2247000	11.688050	5	0.452315	0.283557	0.083836	0.180292	0.281044	0.273008	0.189055	0.256894	0.452315	0.283557	0.083836	0.180292	0.281044	0.273008	0.189055	0.256894	0.273077	0.283329	0.203193	0.240401	0.084750	0.350129	0.143092	0.422028	0.452315	0.283557	0.083836	0.180292	0.281044	0.273008	0.189055	0.256894	0.347695	0.332594	0.082783	0.236929	0.347695	0.332594	0.082783	0.236929	0.273077	0.283329	0.203193	0.240401	
2248000	11.688050	2	0.402318	0.290038	0.093957	0.213688	0.288268	0.287088	0.176944	0.247700	0.402318	0.290038	0.093957	0.213688	0.288268	0.287088	0.176944	0.247700	0.288268	0.287088	0.176944	0.247700	0.288268	0.287088	0.176944	0.247700	0.402318	0.290038	0.093957	0.213688	0.402318	0.290038	0.093957	0.213688	0.402318	0.290038	0.093957	0.213688	0.402318	0.290038	0.093957	0.213688	0.288268	0.287088	0.176944	0.247700	
2249000	11.688050	3	0.387242	0.285319	0.089655	0.237784	0.259842	0.291249	0.166566	0.282344	0.427517	0.318828	0.082178	0.171477	0.259842	0.291249	0.166566	0.282344	0.259842	0.291249	0.166566	0.282344	0.259842	0.291249	0.166566	0.282344	0.427517	0.318828	0.082178	0.171477	0.387242	0.285319	0.089655	0.237784	0.387242	0.285319	0.089655	0.237784	0.259842	0.291249	0.166566	0.282344	0.259842	0.291249	0.166566	0.282344	
2250000	11.688050	2	0.407613	0.309191	0.083198	0.199999	0.314857	0.257518	0.175285	0.252340	0.407613	0.309191	0.083198	0.199999	0.314857	0.257518	0.175285	0.252340	0.314857	0.257518	0.175285	0.252340	0.314857	0.257518	0.175285	0.252340	0.407613	0.309191	0.083198	0.199999	0.314857	0.257518	0.175285	0.252340	0.407613	0.309191	0.083198	0.199999	0.314857	0.257518	0.175285	0.252340	0.314857	0.257518	0.175285	0.252340	
2251000	11.688050	3	0.453820	0.262869	0.086631	0.196680	0.278808	0.272423	0.187474	0.261295	0.453820	0.262869	0.086631	0.196680	0.278808	0.272423	0.187474	0.261295	0.278808	0.272423	0.187474	0.261295	0.278808	0.272423	0.187474	0.261295	0.453820	0.262869	0.086631	0.196680	0.343192	0.294866	0.103718	0.258223	0.343192	0.294866	0.103718	0.258223	0.343192	0.294866	0.103718	0.258223	0.278808	0.272423	0.187474	0.261295	
2252000	11.688050	3	0.430986	0.291852	0.083490	0.193672	0.265480	0.255888	0.178859	0.299773	0.430986	0.291852	0.083490	0.193672	0.265480	0.255888	0.178859	0.299773	0.265480	0.255888	0.178859	0.299773	0.298527	0.305787	0.082708	0.312979	0.430986	0.291852	0.083490	0.193672	0.298527	0.305787	0.082708	0.312979	0.298527	0.305787	0.082708	0.312979	0.298527	0.305787	0.082708	0.312979	0.430986	0.291852	0.083490	0.193672	
2253000	11.688050	4	0.453258	0.285402	0.082385	0.178955	0.276012	0.217791	0.212905	0.293293	0.453258	0.285402	0.082385	0.178955	0.276012	0.217791	0.212905	0.293293	0.333285	0.306042	0.132156	0.228517	0.178276	0.402036	0.162241	0.257447	0.453258	0.285402	0.082385	0.178955	0.333285	0.306042	0.132156	0.228517	0.333285	0.306042	0.132156	0.228517	0.333285	0.306042	0.132156	0.228517	0.333285	0.306042	0.132156	0.228517	
2254000	11.688050	4	0.468176	0.286978	0.080824	0.164022	0.336218	0.219063	0.192841	0.251878	0.468176	0.286978	0.080824	0.164022	0.336218	0.219063	0.192841	0.251878	0.291552	0.311184	0.132935	0.264329	0.291552	0.311184	0.132935	0.264329	0.468176	0.286978	0.080824	0.164022	0.291552	0.311184	0.132935	0.264329	0.291552	0.311184	0.132935	0.264329	0.291552	0.311184	0.132935	0.264329	0.500627	0.161319	0.194169	0.143886	
2255000	11.688050	3	0.402417	0.275285	0.101795	0.220504	0.237723	0.324441	0.175963	0.261874	0.468176	0.286978	0.080824	0.164022	0.237723	0.324441	0.175963	0.261874	0.237723	0.324441	0.175963	0.261874	0.237723	0.324441	0.175963	0.261874	0.468176	0.286978	0.080824	0.164022	0.402417	0.275285	0.101795	0.220504	0.402417	0.275285	0.101795	0.220504	0.402417	0.275285	0.101795	0.220504	0.237723	0.324441	0.175963	0.261874	
2256000	11.688050	4	0.434543	0.307075	0.069118	0.189264	0.291026	0.296058	0.194987	0.217929	0.434543	0.307075	0.069118	0.189264	0.291026	0.296058	0.194987	0.217929	0.291026	0.296058	0.194987	0.217929	0.136439	0.434889	0.123628	0.305044	0.434543	0.307075	0.069118	0.189264	0.291026	0.296058	0.194987	0.217929	0.335286	0.305373	0.095291	0.264051	0.335286	0.305373	0.095291	0.264051	0.335286	0.305373	0.095291	0.264051	
2257000	11.688050	3	0.437793	0.297284	0.075668	0.189256	0.258695	0.281395	0.187820	0.272090	0.437793	0.297284	0.075668	0.189256	0.258695	0.281395	0.187820	0.272090	0.258695	0.281395	0.187820	0.272090	0.258695	0.281395	0.187820	0.272090	0.437793	0.297284	0.075668	0.189256	0.360428	0.260303	0.109871	0.269398	0.360428	0.260303	0.109871	0.269398	0.360428	0.260303	0.109871	0.269398	0.258695	0.281395	0.187820	0.272090	
2258000	11.688050	3	0.360230	0.286017	0.103090	0.250663	0.258695	0.281395	0.187820	0.272090	0.460265	0.300822	0.075751	0.163162	0.258695	0.281395	0.187820	0.272090	0.258695	0.281395	0.187820	0.272090	0.258695	0.281395	0.187820	0.272090	0.460265	0.300822	0.075751	0.163162	0.360230	0.286017	0.103090	0.250663	0.360230	0.286017	0.103090	0.250663	0.360230	0.286017	0.103090	0.250663	0.258695	0.281395	0.187820	0.272090	
2259000	11.688050	3	0.388879	0.320422	0.091733	0.198966	0.304408	0.259239	0.192643	0.243710	0.388879	0.320422	0.091733	0.198966	0.304408	0.259239	0.192643	0.243710	0.304408	0.259239	0.192643	0.243710	0.304408	0.259239	0.192643	0.243710	0.388879	0.320422	0.091733	0.198966	0.388879	0.320422	0.091733	0.198966	0.388879	0.320422	0.091733	0.198966	0.304408	0.259239	0.192643	0.243710	0.178207	0.209441	0.410103	0.202250	
2260000	11.688050	3	0.430798	0.295426	0.081021	0.192755	0.258786	0.294520	0.170873	0.275822	0.430798	0.295426	0.081021	0.192755	0.258786	0.294520	0.170873	0.275822	0.258786	0.294520	0.170873	0.275822	0.111043	0.301468	0.052192	0.535296	0.430798	0.295426	0.081021	0.192755	0.430798	0.295426	0.081021	0.192755	0.430798	0.295426	0.081021	0.192755	0.258786	0.294520	0.170873	0.275822	0.258786	0.294520	0.170873	0.275822	
2261000	11.688050	3	0.417744	0.322896	0.075955	0.183405	0.257350	0.301105	0.162465	0.279080	0.417744	0.322896	0.075955	0.183405	0.257350	0.301105	0.162465	0.279080	0.257350	0.301105	0.162465	0.279080	0.257350	0.301105	0.162465	0.279080	0.417744	0.322896	0.075955	0.183405	0.257350	0.301105	0.162465	0.279080	0.417744	0.322896	0.075955	0.183405	0.257350	0.301105	0.162465	0.279080	0.237767	0.114712	0.310116	0.337404	
2262000	11.688050	5	0.373226	0.285039	0.127447	0.214288	0.251803	0.297873	0.159904	0.290420	0.395398	0.341431	0.068965	0.194206	0.251803	0.297873	0.159904	0.290420	0.251803	0.297873	0.159904	0.290420	0.251803	0.297873	0.159904	0.290420	0.395398	0.341431	0.068965	0.194206	0.373226	0.285039	0.127447	0.214288	0.373226	0.285039	0.127447	0.214288	0.266654	0.289882	0.131566	0.311898	0.308880	0.151229	0.314665	0.225226	
2263000	11.688050	4	0.389699	0.301453	0.090445	0.218403	0.276270	0.307869	0.170501	0.245359	0.454007	0.293065	0.078076	0.174852	0.276270	0.307869	0.170501	0.245359	0.276270	0.307869	0.170501	0.245359	0.276270	0.307869	0.170501	0.245359	0.454007	0.293065	0.078076	0.174852	0.276270	0.307869	0.170501	0.245359	0.389699	0.301453	0.090445	0.218403	0.355581	0.274698	0.120596	0.249125	0.276270	0.307869	0.170501	0.245359	
2264000	11.688050	3	0.456743	0.279870	0.095326	0.168061	0.223888	0.343450	0.194496	0.238165	0.456743	0.279870	0.095326	0.168061	0.341448	0.227667	0.151858	0.279028	0.223888	0.343450	0.194496	0.238165	0.223888	0.343450	0.194496	0.238165	0.456743	0.279870	0.095326	0.168061	0.341448	0.227667	0.151858	0.279028	0.456743	0.279870	0.095326	0.168061	0.341448	0.227667	0.151858	0.279028	0.223888	0.343450	0.194496	0.238165	
2265000	11.688050	3	0.413297	0.301996	0.093866	0.190841	0.243188	0.239166	0.241876	0.275770	0.413297	0.301996	0.093866	0.190841	0.243188	0.239166	0.241876	0.275770	0.240413	0.342446	0.166090	0.251051	0.240413	0.342446	0.166090	0.251051	0.413297	0.301996	0.093866	0.190841	0.413297	0.301996	0.093866	0.190841	0.413297	0.301996	0.093866	0.190841	0.240413	0.342446	0.166090	0.251051	0.243188	0.239166	0.241876	0.275770	
2266000	11.688050	2	0.438238	0.291961	0.086974	0.182828	0.289601	0.273800	0.170188	0.266410	0.438238	0.291961	0.086974	0.182828	0.289601	0.273800	0.170188	0.266410	0.289601	0.273800	0.170188	0.266410	0.289601	0.273800	0.170188	0.266410	0.438238	0.291961	0.086974	0.182828	0.289601	0.273800	0.170188	0.266410	0.438238	0.291961	0.086974	0.182828	0.438238	0.291961	0.086974	0.182828	0.289601	0.273800	0.170188	0.266410	
2267000	11.688050	5	0.432034	0.273935	0.087615	0.206416	0.268613	0.306967	0.167718	0.256703	0.432034	0.273935	0.087615	0.206416	0.220980	0.271532	0.228205	0.279284	0.268613	0.306967	0.167718	0.256703	0.195864	0.270665	0.123259	0.410212	0.432034	0.273935	0.087615	0.206416	0.268613	0.306967	0.167718	0.256703	0.432034	0.273935	0.087615	0.206416	0.268613	0.306967	0.167718	0.256703	0.274742	0.254409	0.431013	0.039836	
2268000	11.688050	3	0.442788	0.279263	0.114768	0.163181	0.325022	0.239257	0.211182	0.224539	0.442788	0.279263	0.114768	0.163181	0.325022	0.239257	0.211182	0.224539	0.325022	0.239257	0.211182	0.224539	0.253941	0.296320	0.168144	0.281595	0.442788	0.279263	0.114768	0.163181	0.325022	0.239257	0.211182	0.224539	0.442788	0.279263	0.114768	0.163181	0.253941	0.296320	0.168144	0.281595	0.325022	0.239257	0.211182	0.224539	
2269000	11.688050	4	0.426929	0.306325	0.091029	0.175718	0.292332	0.252244	0.198026	0.257397	0.426929	0.306325	0.091029	0.175718	0.292332	0.252244	0.198026	0.257397	0.292332	0.252244	0.198026	0.257397	0.094364	0.421709	0.088402	0.395525	0.426929	0.306325	0.091029	0.175718	0.318202	0.294682	0.148525	0.238592	0.318202	0.294682	0.148525	0.238592	0.318202	0.294682	0.148525	0.238592	0.426929	0.306325	0.091029	0.175718	
2270000	11.688050	3	0.456250	0.279252	0.094183	0.170315	0.279884	0.292634	0.200139	0.227343	0.456250	0.279252	0.094183	0.170315	0.387170	0.206095	0.188433	0.218303	0.279884	0.292634	0.200139	0.227343	0.279884	0.292634	0.200139	0.227343	0.456250	0.279252	0.094183	0.170315	0.279884	0.292634	0.200139	0.227343	0.456250	0.279252	0.094183	0.170315	0.279884	0.292634	0.200139	0.227343	0.456250	0.279252	0.094183	0.170315	
2271000	11.688050	3	0.459565	0.281450	0.097824	0.161161	0.332281	0.220404	0.196533	0.250782	0.459565	0.281450	0.097824	0.161161	0.332281	0.220404	0.196533	0.250782	0.257028	0.354367	0.188273	0.200332	0.257028	0.354367	0.188273	0.200332	0.459565	0.281450	0.097824	0.161161	0.332281	0.220404	0.196533	0.250782	0.459565	0.281450	0.097824	0.161161	0.332281	0.220404	0.196533	0.250782	0.332281	0.220404	0.196533	0.250782	
2272000	11.688050	2	0.459565	0.281450	0.097824	0.161161	0.281443	0.294533	0.198293	0.225730	0.459565	0.281450	0.097824	0.161161	0.281443	0.294533	0.198293	0.225730	0.281443	0.294533	0.198293	0.225730	0.281443	0.294533	0.198293	0.225730	0.459565	0.281450	0.097824	0.161161	0.281443	0.294533	0.198293	0.225730	0.459565	0.281450	0.097824	0.161161	0.281443	0.294533	0.198293	0.225730	0.459565	0.281450	0.097824	0.161161	
2273000	11.688050	3	0.459565	0.281450	0.097824	0.161161	0.290687	0.285451	0.202186	0.221675	0.459565	0.281450	0.097824	0.161161	0.290687	0.285451	0.202186	0.221675	0.290687	0.285451	0.202186	0.221675	0.278533	0.291598	0.118691	0.311177	0.459565	0.281450	0.097824	0.161161	0.290687	0.285451	0.202186	0.221675	0.459565	0.281450	0.097824	0.161161	0.278533	0.291598	0.118691	0.311177	0.290687	0.285451	0.202186	0.221675	
2274000	11.688050	2	0.420762	0.273448	0.116926	0.188864	0.287861	0.264569	0.218288	0.229282	0.420762	0.273448	0.116926	0.188864	0.287861	0.264569	0.218288	0.229282	0.287861	0.264569	0.218288	0.229282	0.287861	0.264569	0.218288	0.229282	0.420762	0.273448	0.116926	0.188864	0.420762	0.273448	0.116926	0.188864	0.420762	0.273448	0.116926	0.188864	0.287861	0.264569	0.218288	0.229282	0.287861	0.264569	0.218288	0.229282	
2275000	11.688050	2	0.453457	0.288317	0.080552	0.177675	0.297124	0.261496	0.164822	0.276559	0.453457	0.288317	0.080552	0.177675	0.297124	0.261496	0.164822	0.276559	0.297124	0.261496	0.164822	0.276559	0.297124	0.261496	0.164822	0.276559	0.453457	0.288317	0.080552	0.177675	0.297124	0.261496	0.164822	0.276559	0.453457	0.288317	0.080552	0.177675	0.297124	0.261496	0.164822	0.276559	0.297124	0.261496	0.164822	0.276559	
2276000	11.688050	2	0.453457	0.288317	0.080552	0.177675	0.295605	0.272244	0.170695	0.261456	0.453457	0.288317	0.080552	0.177675	0.295605	0.272244	0.170695	0.261456	0.295605	0.272244	0.170695	0.261456	0.295605	0.272244	0.170695	0.261456	0.453457	0.288317	0.080552	0.177675	0.295605	0.272244	0.170695	0.261456	0.453457	0.288317	0.080552	0.177675	0.295605	0.272244	0.170695	0.261456	0.295605	0.272244	0.170695	0.261456	
2277000	11.688050	3	0.401255	0.305012	0.100423	0.193310	0.281746	0.235148	0.212091	0.271015	0.401255	0.305012	0.100423	0.193310	0.281746	0.235148	0.212091	0.271015	0.374842	0.265731	0.117832	0.241596	0.374842	0.265731	0.117832	0.241596	0.401255	0.305012	0.100423	0.193310	0.374842	0.265731	0.117832	0.241596	0.401255	0.305012	0.100423	0.193310	0.374842	0.265731	0.117832	0.241596	0.281746	0.235148	0.212091	0.271015	
2278000	11.688050	4	0.380783	0.295517	0.115659	0.208041	0.253750	0.304563	0.161495	0.280192	0.448822	0.307670	0.076546	0.166961	0.253750	0.304563	0.161495	0.280192	0.253750	0.304563	0.161495	0.280192	0.219322	0.406004	0.074317	0.300357	0.448822	0.307670	0.076546	0.166961	0.380783	0.295517	0.115659	0.208041	0.380783	0.295517	0.115659	0.208041	0.253750	0.304563	0.161495	0.280192	0.253750	0.304563	0.161495	0.280192	
2279000	11.688050	2	0.418843	0.314186	0.082730	0.184241	0.294356	0.289550	0.163014	0.253080	0.418843	0.314186	0.082730	0.184241	0.294356	0.289550	0.163014	0.253080	0.294356	0.289550	0.163014	0.253080	0.294356	0.289550	0.163014	0.253080	0.418843	0.314186	0.082730	0.184241	0.294356	0.289550	0.163014	0.253080	0.418843	0.314186	0.082730	0.184241	0.294356	0.289550	0.163014	0.253080	0.418843	0.314186	0.082730	0.184241	
2280000	11.688050	4	0.380387	0.300002	0.108541	0.211069	0.257541	0.310786	0.171628	0.260045	0.418843	0.314186	0.082730	0.184241	0.257541	0.310786	0.171628	0.260045	0.257541	0.310786	0.171628	0.260045	0.257541	0.310786	0.171628	0.260045	0.418843	0.314186	0.082730	0.184241	0.380387	0.300002	0.108541	0.211069	0.380387	0.300002	0.108541	0.211069	0.257541	0.310786	0.171628	0.260045	0.244287	0.232107	0.327069	0.196537	
2281000	11.688050	3	0.451087	0.275117	0.085705	0.188090	0.271603	0.295986	0.176886	0.255525	0.451087	0.275117	0.085705	0.188090	0.271603	0.295986	0.176886	0.255525	0.271603	0.295986	0.176886	0.255525	0.271603	0.295986	0.176886	0.255525	0.451087	0.275117	0.085705	0.188090	0.271603	0.295986	0.176886	0.255525	0.451087	0.275117	0.085705	0.188090	0.271603	0.295986	0.176886	0.255525	0.153604	0.237785	0.227338	0.381273	
2282000	11.688050	4	0.440417	0.282259	0.105072	0.172252	0.259051	0.280168	0.176364	0.284417	0.440417	0.282259	0.105072	0.172252	0.259051	0.280168	0.176364	0.284417	0.259051	0.280168	0.176364	0.284417	0.144581	0.375488	0.214095	0.265836	0.440417	0.282259	0.105072	0.172252	0.361579	0.291383	0.101840	0.245198	0.361579	0.291383	0.101840	0.245198	0.361579	0.291383	0.101840	0.245198	0.440417	0.282259	0.105072	0.172252	
2283000	11.688050	5	0.460350	0.276974	0.087925	0.174750	0.274468	0.291009	0.180411	0.254113	0.460350	0.276974	0.087925	0.174750	0.274468	0.291009	0.180411	0.254113	0.274468	0.291009	0.180411	0.254113	0.219392	0.216928	0.131808	0.431872	0.460350	0.276974	0.087925	0.174750	0.326091	0.291234	0.122574	0.260100	0.326091	0.291234	0.122574	0.260100	0.326091	0.291234	0.122574	0.260100	0.528256	0.088285	0.163448	0.220011	
2284000	11.688050	3	0.464548	0.278579	0.081943	0.174930	0.286992	0.275974	0.189706	0.247328	0.464548	0.278579	0.081943	0.174930	0.286992	0.275974	0.189706	0.247328	0.286992	0.275974	0.189706	0.247328	0.286992	0.275974	0.189706	0.247328	0.464548	0.278579	0.081943	0.174930	0.286992	0.275974	0.189706	0.247328	0.464548	0.278579	0.081943	0.174930	0.286992	0.275974	0.189706	0.247328	0.295158	0.280590	0.090647	0.333605	
2285000	11.688050	4	0.472204	0.281681	0.086586	0.159529	0.300035	0.263203	0.183652	0.253111	0.472204	0.281681	0.086586	0.159529	0.300035	0.263203	0.183652	0.253111	0.300035	0.263203	0.183652	0.253111	0.196126	0.348652	0.162689	0.292533	0.472204	0.281681	0.086586	0.159529	0.300035	0.263203	0.183652	0.253111	0.363706	0.253632	0.110382	0.272280	0.363706	0.253632	0.110382	0.272280	0.300035	0.263203	0.183652	0.253111	
2286000	11.688050	3	0.423500	0.269144	0.101928	0.205429	0.294135	0.259854	0.170958	0.275052	0.423500	0.269144	0.101928	0.205429	0.294135	0.259854	0.170958	0.275052	0.294135	0.259854	0.170958	0.275052	0.294135	0.259854	0.170958	0.275052	0.423500	0.269144	0.101928	0.205429	0.423500	0.269144	0.101928	0.205429	0.423500	0.269144	0.101928	0.205429	0.294135	0.259854	0.170958	0.275052	0.427460	0.070796	0.276768	0.224976	
2287000	11.688050	2	0.439533	0.302999	0.083632	0.173836	0.262465	0.288106	0.165795	0.283633	0.439533	0.302999	0.083632	0.173836	0.262465	0.288106	0.165795	0.283633	0.262465	0.288106	0.165795	0.283633	0.262465	0.288106	0.165795	0.283633	0.439533	0.302999	0.083632	0.173836	0.262465	0.288106	0.165795	0.283633	0.439533	0.302999	0.083632	0.173836	0.262465	0.288106	0.165795	0.283633	0.262465	0.288106	0.165795	0.283633	
2288000	11.688050	3	0.461287	0.288158	0.080091	0.170465	0.293160	0.298278	0.159361	0.249202	0.461287	0.288158	0.080091	0.170465	0.292180	0.284316	0.151055	0.272449	0.293160	0.298278	0.159361	0.249202	0.292180	0.284316	0.151055	0.272449	0.461287	0.288158	0.080091	0.170465	0.293160	0.298278	0.159361	0.249202	0.293160	0.298278	0.159361	0.249202	0.292180	0.284316	0.151055	0.272449	0.292180	0.284316	0.151055	0.272449	
2289000	11.688050	2	0.461287	0.288158	0.080091	0.170465	0.281416	0.305959	0.147410	0.265215	0.461287	0.288158	0.080091	0.170465	0.281416	0.305959	0.147410	0.265215	0.281416	0.305959	0.147410	0.265215	0.281416	0.305959	0.147410	0.265215	0.461287	0.288158	0.080091	0.170465	0.281416	0.305959	0.147410	0.265215	0.281416	0.305959	0.147410	0.265215	0.281416	0.305959	0.147410	0.265215	0.281416	0.305959	0.147410	0.265215	
2290000	11.688050	4	0.448216	0.280264	0.085889	0.185631	0.253384	0.296741	0.176024	0.273852	0.448216	0.280264	0.085889	0.185631	0.253384	0.296741	0.176024	0.273852	0.253384	0.296741	0.176024	0.273852	0.253384	0.296741	0.176024	0.273852	0.448216	0.280264	0.085889	0.185631	0.422159	0.218003	0.147574	0.212264	0.448216	0.280264	0.085889	0.185631	0.253384	0.296741	0.176024	0.273852	0.401741	0.250842	0.242112	0.105305	
2291000	11.688050	3	0.448216	0.280264	0.085889	0.185631	0.256646	0.264771	0.184517	0.294066	0.448216	0.280264	0.085889	0.185631	0.256646	0.264771	0.184517	0.294066	0.256646	0.264771	0.184517	0.294066	0.256646	0.264771	0.184517	0.294066	0.448216	0.280264	0.085889	0.185631	0.256646	0.264771	0.184517	0.294066	0.448216	0.280264	0.085889	0.185631	0.256646	0.264771	0.184517	0.294066	0.208361	0.252782	0.452346	0.086511	
2292000	11.688050	4	0.448216	0.280264	0.085889	0.185631	0.316626	0.223310	0.189145	0.270920	0.448216	0.280264	0.085889	0.185631	0.316626	0.223310	0.189145	0.270920	0.316626	0.223310	0.189145	0.270920	0.367890	0.264993	0.092875	0.274242	0.448216	0.280264	0.085889	0.185631	0.367890	0.264993	0.092875	0.274242	0.448216	0.280264	0.085889	0.185631	0.367890	0.264993	0.092875	0.274242	0.221525	0.312811	0.138372	0.327291	
2293000	11.688050	3	0.437394	0.302046	0.077374	0.183185	0.296363	0.276326	0.163234	0.264077	0.437394	0.302046	0.077374	0.183185	0.296363	0.276326	0.163234	0.264077	0.296363	0.276326	0.163234	0.264077	0.296363	0.276326	0.163234	0.264077	0.437394	0.302046	0.077374	0.183185	0.296363	0.276326	0.163234	0.264077	0.437394	0.302046	0.077374	0.183185	0.296363	0.276326	0.163234	0.264077	0.367901	0.184778	0.119819	0.327502	
