Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	Pi[A,10]	Pi[C,10]	Pi[G,10]	Pi[T,10]	Pi[A,11]	Pi[C,11]	Pi[G,11]	Pi[T,11]	
2593000	48.111915	6	0.364960	0.304759	0.095189	0.235092	0.180074	0.297376	0.244785	0.277765	0.429480	0.313304	0.076037	0.181178	0.311621	0.275064	0.178412	0.234904	0.311621	0.275064	0.178412	0.234904	0.128994	0.333747	0.237338	0.299921	0.429480	0.313304	0.076037	0.181178	0.364960	0.304759	0.095189	0.235092	0.364960	0.304759	0.095189	0.235092	0.364960	0.304759	0.095189	0.235092	0.669284	0.101440	0.165408	0.063868	
2594000	48.111915	2	0.452144	0.287835	0.077536	0.182484	0.277726	0.273288	0.183318	0.265668	0.452144	0.287835	0.077536	0.182484	0.277726	0.273288	0.183318	0.265668	0.277726	0.273288	0.183318	0.265668	0.277726	0.273288	0.183318	0.265668	0.452144	0.287835	0.077536	0.182484	0.277726	0.273288	0.183318	0.265668	0.452144	0.287835	0.077536	0.182484	0.277726	0.273288	0.183318	0.265668	0.277726	0.273288	0.183318	0.265668	
2595000	48.111915	3	0.460278	0.280740	0.082757	0.176224	0.269967	0.279208	0.179977	0.270847	0.460278	0.280740	0.082757	0.176224	0.269967	0.279208	0.179977	0.270847	0.269967	0.279208	0.179977	0.270847	0.269967	0.279208	0.179977	0.270847	0.460278	0.280740	0.082757	0.176224	0.269967	0.279208	0.179977	0.270847	0.460278	0.280740	0.082757	0.176224	0.269967	0.279208	0.179977	0.270847	0.588574	0.080362	0.271855	0.059209	
2596000	48.111915	2	0.508897	0.254554	0.082128	0.154421	0.281092	0.308408	0.165381	0.245119	0.508897	0.254554	0.082128	0.154421	0.281092	0.308408	0.165381	0.245119	0.281092	0.308408	0.165381	0.245119	0.281092	0.308408	0.165381	0.245119	0.508897	0.254554	0.082128	0.154421	0.281092	0.308408	0.165381	0.245119	0.281092	0.308408	0.165381	0.245119	0.281092	0.308408	0.165381	0.245119	0.281092	0.308408	0.165381	0.245119	
2597000	48.111915	3	0.447001	0.283883	0.086595	0.182521	0.303972	0.273367	0.178590	0.244071	0.447001	0.283883	0.086595	0.182521	0.303972	0.273367	0.178590	0.244071	0.303972	0.273367	0.178590	0.244071	0.303972	0.273367	0.178590	0.244071	0.447001	0.283883	0.086595	0.182521	0.303972	0.273367	0.178590	0.244071	0.388872	0.264290	0.135931	0.210907	0.303972	0.273367	0.178590	0.244071	0.303972	0.273367	0.178590	0.244071	
2598000	48.111915	3	0.479189	0.274941	0.086862	0.159008	0.282161	0.271233	0.167023	0.279583	0.479189	0.274941	0.086862	0.159008	0.282161	0.271233	0.167023	0.279583	0.282161	0.271233	0.167023	0.279583	0.282161	0.271233	0.167023	0.279583	0.479189	0.274941	0.086862	0.159008	0.282161	0.271233	0.167023	0.279583	0.479189	0.274941	0.086862	0.159008	0.282161	0.271233	0.167023	0.279583	0.559913	0.155490	0.114572	0.170025	
2599000	48.111915	4	0.422202	0.283785	0.107299	0.186714	0.254059	0.296778	0.167284	0.281879	0.422202	0.283785	0.107299	0.186714	0.254059	0.296778	0.167284	0.281879	0.254059	0.296778	0.167284	0.281879	0.254059	0.296778	0.167284	0.281879	0.369118	0.326562	0.065628	0.238692	0.422202	0.283785	0.107299	0.186714	0.369118	0.326562	0.065628	0.238692	0.302098	0.345396	0.098203	0.254303	0.254059	0.296778	0.167284	0.281879	
2600000	48.111915	4	0.454211	0.305666	0.073227	0.166896	0.268094	0.225798	0.193475	0.312634	0.454211	0.305666	0.073227	0.166896	0.268094	0.225798	0.193475	0.312634	0.262504	0.312163	0.166501	0.258832	0.268300	0.302233	0.109184	0.320282	0.454211	0.305666	0.073227	0.166896	0.268094	0.225798	0.193475	0.312634	0.268300	0.302233	0.109184	0.320282	0.268300	0.302233	0.109184	0.320282	0.268300	0.302233	0.109184	0.320282	
2601000	48.111915	4	0.474747	0.271547	0.074527	0.179180	0.224591	0.288873	0.176921	0.309615	0.474747	0.271547	0.074527	0.179180	0.224591	0.288873	0.176921	0.309615	0.333232	0.285472	0.161329	0.219967	0.224591	0.288873	0.176921	0.309615	0.474747	0.271547	0.074527	0.179180	0.333232	0.285472	0.161329	0.219967	0.333232	0.285472	0.161329	0.219967	0.333232	0.285472	0.161329	0.219967	0.193884	0.113766	0.469378	0.222972	
2602000	48.111915	4	0.471376	0.291903	0.070205	0.166516	0.222076	0.280707	0.171999	0.325218	0.471376	0.291903	0.070205	0.166516	0.222076	0.280707	0.171999	0.325218	0.379758	0.285100	0.144341	0.190800	0.222076	0.280707	0.171999	0.325218	0.471376	0.291903	0.070205	0.166516	0.379758	0.285100	0.144341	0.190800	0.379758	0.285100	0.144341	0.190800	0.222076	0.280707	0.171999	0.325218	0.187844	0.394646	0.248041	0.169469	
2603000	48.111915	4	0.478852	0.276570	0.089924	0.154653	0.246289	0.289614	0.174652	0.289445	0.478852	0.276570	0.089924	0.154653	0.246289	0.289614	0.174652	0.289445	0.338277	0.307386	0.143713	0.210624	0.246289	0.289614	0.174652	0.289445	0.478852	0.276570	0.089924	0.154653	0.338277	0.307386	0.143713	0.210624	0.338277	0.307386	0.143713	0.210624	0.246289	0.289614	0.174652	0.289445	0.407753	0.088021	0.283118	0.221108	
2604000	48.111915	3	0.435554	0.285909	0.099923	0.178614	0.258515	0.325056	0.179726	0.236703	0.435554	0.285909	0.099923	0.178614	0.337879	0.258937	0.166980	0.236204	0.258515	0.325056	0.179726	0.236703	0.258515	0.325056	0.179726	0.236703	0.435554	0.285909	0.099923	0.178614	0.337879	0.258937	0.166980	0.236204	0.435554	0.285909	0.099923	0.178614	0.337879	0.258937	0.166980	0.236204	0.337879	0.258937	0.166980	0.236204	
2605000	48.111915	5	0.449898	0.289074	0.086308	0.174720	0.298742	0.236481	0.196141	0.268636	0.449898	0.289074	0.086308	0.174720	0.298742	0.236481	0.196141	0.268636	0.289973	0.298492	0.167334	0.244200	0.186416	0.329267	0.116372	0.367946	0.449898	0.289074	0.086308	0.174720	0.298742	0.236481	0.196141	0.268636	0.449898	0.289074	0.086308	0.174720	0.289973	0.298492	0.167334	0.244200	0.209575	0.356246	0.325456	0.108724	
2606000	48.111915	3	0.456967	0.291467	0.085601	0.165965	0.276686	0.298103	0.162166	0.263045	0.456967	0.291467	0.085601	0.165965	0.276686	0.298103	0.162166	0.263045	0.276686	0.298103	0.162166	0.263045	0.276686	0.298103	0.162166	0.263045	0.456967	0.291467	0.085601	0.165965	0.276686	0.298103	0.162166	0.263045	0.456967	0.291467	0.085601	0.165965	0.276686	0.298103	0.162166	0.263045	0.612328	0.062159	0.278554	0.046959	
2607000	48.111915	2	0.456967	0.291467	0.085601	0.165965	0.291292	0.296499	0.169842	0.242367	0.456967	0.291467	0.085601	0.165965	0.291292	0.296499	0.169842	0.242367	0.291292	0.296499	0.169842	0.242367	0.291292	0.296499	0.169842	0.242367	0.456967	0.291467	0.085601	0.165965	0.291292	0.296499	0.169842	0.242367	0.456967	0.291467	0.085601	0.165965	0.291292	0.296499	0.169842	0.242367	0.291292	0.296499	0.169842	0.242367	
2608000	48.111915	2	0.447936	0.321291	0.068756	0.162018	0.276646	0.278196	0.165019	0.280139	0.447936	0.321291	0.068756	0.162018	0.276646	0.278196	0.165019	0.280139	0.276646	0.278196	0.165019	0.280139	0.276646	0.278196	0.165019	0.280139	0.447936	0.321291	0.068756	0.162018	0.447936	0.321291	0.068756	0.162018	0.447936	0.321291	0.068756	0.162018	0.276646	0.278196	0.165019	0.280139	0.276646	0.278196	0.165019	0.280139	
2609000	48.111915	5	0.439419	0.307874	0.068565	0.184142	0.284402	0.231684	0.282015	0.201899	0.439419	0.307874	0.068565	0.184142	0.312203	0.259581	0.190927	0.237289	0.312203	0.259581	0.190927	0.237289	0.066579	0.458736	0.086975	0.387710	0.439419	0.307874	0.068565	0.184142	0.322658	0.350131	0.106692	0.220518	0.322658	0.350131	0.106692	0.220518	0.312203	0.259581	0.190927	0.237289	0.284402	0.231684	0.282015	0.201899	
2610000	48.111915	4	0.431623	0.308055	0.074135	0.186187	0.273982	0.262610	0.162160	0.301247	0.431623	0.308055	0.074135	0.186187	0.273982	0.262610	0.162160	0.301247	0.272333	0.339143	0.130772	0.257752	0.272333	0.339143	0.130772	0.257752	0.431623	0.308055	0.074135	0.186187	0.272333	0.339143	0.130772	0.257752	0.272333	0.339143	0.130772	0.257752	0.272333	0.339143	0.130772	0.257752	0.259033	0.231748	0.316333	0.192886	
2611000	48.111915	4	0.432053	0.310784	0.078467	0.178695	0.241153	0.300517	0.189003	0.269327	0.432053	0.310784	0.078467	0.178695	0.241153	0.300517	0.189003	0.269327	0.336018	0.295475	0.139505	0.229002	0.241153	0.300517	0.189003	0.269327	0.432053	0.310784	0.078467	0.178695	0.336018	0.295475	0.139505	0.229002	0.336018	0.295475	0.139505	0.229002	0.336018	0.295475	0.139505	0.229002	0.403038	0.131319	0.261843	0.203799	
2612000	48.111915	3	0.437138	0.274068	0.094689	0.194105	0.263694	0.278101	0.165393	0.292812	0.437138	0.274068	0.094689	0.194105	0.263694	0.278101	0.165393	0.292812	0.263694	0.278101	0.165393	0.292812	0.263694	0.278101	0.165393	0.292812	0.437138	0.274068	0.094689	0.194105	0.352386	0.272625	0.097600	0.277389	0.437138	0.274068	0.094689	0.194105	0.352386	0.272625	0.097600	0.277389	0.263694	0.278101	0.165393	0.292812	
2613000	48.111915	2	0.413267	0.279212	0.088185	0.219335	0.261965	0.269322	0.204918	0.263795	0.413267	0.279212	0.088185	0.219335	0.261965	0.269322	0.204918	0.263795	0.261965	0.269322	0.204918	0.263795	0.261965	0.269322	0.204918	0.263795	0.413267	0.279212	0.088185	0.219335	0.413267	0.279212	0.088185	0.219335	0.413267	0.279212	0.088185	0.219335	0.261965	0.269322	0.204918	0.263795	0.261965	0.269322	0.204918	0.263795	
2614000	48.111915	3	0.451715	0.299563	0.094373	0.154349	0.277582	0.273777	0.188685	0.259956	0.451715	0.299563	0.094373	0.154349	0.277582	0.273777	0.188685	0.259956	0.277582	0.273777	0.188685	0.259956	0.277582	0.273777	0.188685	0.259956	0.451715	0.299563	0.094373	0.154349	0.277582	0.273777	0.188685	0.259956	0.451715	0.299563	0.094373	0.154349	0.277582	0.273777	0.188685	0.259956	0.312967	0.111401	0.404099	0.171532	
2615000	48.111915	3	0.440022	0.295874	0.092731	0.171373	0.247277	0.222690	0.237945	0.292088	0.440022	0.295874	0.092731	0.171373	0.247277	0.222690	0.237945	0.292088	0.315783	0.309310	0.147561	0.227345	0.315783	0.309310	0.147561	0.227345	0.440022	0.295874	0.092731	0.171373	0.315783	0.309310	0.147561	0.227345	0.315783	0.309310	0.147561	0.227345	0.315783	0.309310	0.147561	0.227345	0.315783	0.309310	0.147561	0.227345	
2616000	48.111915	4	0.465334	0.280230	0.091504	0.162932	0.201618	0.343356	0.173726	0.281299	0.465334	0.280230	0.091504	0.162932	0.407375	0.215220	0.159201	0.218204	0.299561	0.299158	0.152433	0.248849	0.201618	0.343356	0.173726	0.281299	0.465334	0.280230	0.091504	0.162932	0.407375	0.215220	0.159201	0.218204	0.299561	0.299158	0.152433	0.248849	0.299561	0.299158	0.152433	0.248849	0.299561	0.299158	0.152433	0.248849	
2617000	48.111915	4	0.471158	0.290139	0.080045	0.158659	0.268909	0.259761	0.188381	0.282949	0.471158	0.290139	0.080045	0.158659	0.268909	0.259761	0.188381	0.282949	0.273858	0.343588	0.144844	0.237710	0.273858	0.343588	0.144844	0.237710	0.471158	0.290139	0.080045	0.158659	0.273858	0.343588	0.144844	0.237710	0.471158	0.290139	0.080045	0.158659	0.273858	0.343588	0.144844	0.237710	0.668943	0.096367	0.140814	0.093876	
2618000	48.111915	4	0.471158	0.290139	0.080045	0.158659	0.287072	0.295781	0.184748	0.232399	0.471158	0.290139	0.080045	0.158659	0.287072	0.295781	0.184748	0.232399	0.287072	0.295781	0.184748	0.232399	0.287072	0.295781	0.184748	0.232399	0.471158	0.290139	0.080045	0.158659	0.287072	0.295781	0.184748	0.232399	0.344929	0.315591	0.092484	0.246996	0.344929	0.315591	0.092484	0.246996	0.391430	0.151377	0.328188	0.129004	
2619000	48.111915	3	0.466195	0.298549	0.077947	0.157309	0.250278	0.291529	0.165701	0.292492	0.466195	0.298549	0.077947	0.157309	0.250278	0.291529	0.165701	0.292492	0.343240	0.281420	0.136404	0.238936	0.250278	0.291529	0.165701	0.292492	0.466195	0.298549	0.077947	0.157309	0.343240	0.281420	0.136404	0.238936	0.343240	0.281420	0.136404	0.238936	0.250278	0.291529	0.165701	0.292492	0.343240	0.281420	0.136404	0.238936	
2620000	48.111915	4	0.374508	0.318853	0.117444	0.189195	0.298100	0.238464	0.238231	0.225206	0.374508	0.318853	0.117444	0.189195	0.298100	0.238464	0.238231	0.225206	0.374508	0.318853	0.117444	0.189195	0.348710	0.320444	0.107951	0.222895	0.374508	0.318853	0.117444	0.189195	0.374508	0.318853	0.117444	0.189195	0.374508	0.318853	0.117444	0.189195	0.348710	0.320444	0.107951	0.222895	0.401425	0.152368	0.194492	0.251715	
2621000	48.111915	4	0.463301	0.268385	0.110650	0.157664	0.258553	0.292161	0.237938	0.211348	0.463301	0.268385	0.110650	0.157664	0.334977	0.211772	0.190072	0.263179	0.283365	0.317296	0.177193	0.222145	0.283365	0.317296	0.177193	0.222145	0.463301	0.268385	0.110650	0.157664	0.334977	0.211772	0.190072	0.263179	0.463301	0.268385	0.110650	0.157664	0.283365	0.317296	0.177193	0.222145	0.334977	0.211772	0.190072	0.263179	
2622000	48.111915	5	0.374492	0.296840	0.121875	0.206792	0.281711	0.280453	0.160272	0.277564	0.454724	0.280002	0.090156	0.175118	0.281711	0.280453	0.160272	0.277564	0.374492	0.296840	0.121875	0.206792	0.178283	0.343727	0.089302	0.388687	0.454724	0.280002	0.090156	0.175118	0.374492	0.296840	0.121875	0.206792	0.374492	0.296840	0.121875	0.206792	0.281711	0.280453	0.160272	0.277564	0.430433	0.158318	0.290813	0.120436	
2623000	48.111915	3	0.472429	0.278859	0.088207	0.160505	0.289962	0.233442	0.221053	0.255542	0.472429	0.278859	0.088207	0.160505	0.289962	0.233442	0.221053	0.255542	0.309826	0.310263	0.134221	0.245690	0.309826	0.310263	0.134221	0.245690	0.472429	0.278859	0.088207	0.160505	0.309826	0.310263	0.134221	0.245690	0.309826	0.310263	0.134221	0.245690	0.309826	0.310263	0.134221	0.245690	0.289962	0.233442	0.221053	0.255542	
2624000	48.111915	4	0.459398	0.265730	0.093856	0.181016	0.223405	0.306717	0.224804	0.245075	0.459398	0.265730	0.093856	0.181016	0.315838	0.293270	0.175501	0.215391	0.315838	0.293270	0.175501	0.215391	0.223405	0.306717	0.224804	0.245075	0.459398	0.265730	0.093856	0.181016	0.315838	0.293270	0.175501	0.215391	0.459398	0.265730	0.093856	0.181016	0.315838	0.293270	0.175501	0.215391	0.250018	0.202282	0.394001	0.153699	
2625000	48.111915	2	0.428872	0.278401	0.100159	0.192568	0.279301	0.240898	0.232141	0.247659	0.428872	0.278401	0.100159	0.192568	0.279301	0.240898	0.232141	0.247659	0.428872	0.278401	0.100159	0.192568	0.279301	0.240898	0.232141	0.247659	0.428872	0.278401	0.100159	0.192568	0.428872	0.278401	0.100159	0.192568	0.428872	0.278401	0.100159	0.192568	0.279301	0.240898	0.232141	0.247659	0.279301	0.240898	0.232141	0.247659	
2626000	48.111915	5	0.465427	0.276375	0.092686	0.165512	0.276010	0.246760	0.246387	0.230842	0.465427	0.276375	0.092686	0.165512	0.276010	0.246760	0.246387	0.230842	0.270202	0.327153	0.176474	0.226171	0.186995	0.275664	0.229194	0.308147	0.465427	0.276375	0.092686	0.165512	0.465427	0.276375	0.092686	0.165512	0.465427	0.276375	0.092686	0.165512	0.270202	0.327153	0.176474	0.226171	0.199641	0.269730	0.439092	0.091537	
2627000	48.111915	5	0.458262	0.296996	0.084581	0.160161	0.267463	0.249083	0.218005	0.265449	0.458262	0.296996	0.084581	0.160161	0.267463	0.249083	0.218005	0.265449	0.321669	0.350317	0.116867	0.211146	0.321669	0.350317	0.116867	0.211146	0.458262	0.296996	0.084581	0.160161	0.321669	0.350317	0.116867	0.211146	0.411915	0.268136	0.127633	0.192316	0.321669	0.350317	0.116867	0.211146	0.361034	0.236664	0.256241	0.146061	
2628000	48.111915	5	0.458262	0.296996	0.084581	0.160161	0.234915	0.297849	0.171403	0.295832	0.458262	0.296996	0.084581	0.160161	0.317874	0.241078	0.140848	0.300200	0.326322	0.324481	0.125920	0.223277	0.234915	0.297849	0.171403	0.295832	0.458262	0.296996	0.084581	0.160161	0.326322	0.324481	0.125920	0.223277	0.326322	0.324481	0.125920	0.223277	0.326322	0.324481	0.125920	0.223277	0.549032	0.153493	0.116033	0.181442	
2629000	48.111915	3	0.455883	0.290255	0.085686	0.168176	0.336666	0.207615	0.228463	0.227257	0.455883	0.290255	0.085686	0.168176	0.336666	0.207615	0.228463	0.227257	0.455883	0.290255	0.085686	0.168176	0.280634	0.267325	0.163482	0.288560	0.455883	0.290255	0.085686	0.168176	0.455883	0.290255	0.085686	0.168176	0.455883	0.290255	0.085686	0.168176	0.280634	0.267325	0.163482	0.288560	0.336666	0.207615	0.228463	0.227257	
2630000	48.111915	4	0.455883	0.290255	0.085686	0.168176	0.265421	0.267054	0.177657	0.289868	0.455883	0.290255	0.085686	0.168176	0.265421	0.267054	0.177657	0.289868	0.359116	0.314552	0.109214	0.217118	0.265421	0.267054	0.177657	0.289868	0.455883	0.290255	0.085686	0.168176	0.359116	0.314552	0.109214	0.217118	0.359116	0.314552	0.109214	0.217118	0.265421	0.267054	0.177657	0.289868	0.462093	0.036983	0.316897	0.184027	
2631000	48.111915	5	0.455883	0.290255	0.085686	0.168176	0.267079	0.239644	0.196838	0.296438	0.455883	0.290255	0.085686	0.168176	0.267079	0.239644	0.196838	0.296438	0.361132	0.313851	0.121729	0.203288	0.118337	0.338736	0.137799	0.405128	0.455883	0.290255	0.085686	0.168176	0.361132	0.313851	0.121729	0.203288	0.361132	0.313851	0.121729	0.203288	0.297685	0.301454	0.145999	0.254862	0.267079	0.239644	0.196838	0.296438	
2632000	48.111915	3	0.455883	0.290255	0.085686	0.168176	0.183609	0.317141	0.210623	0.288626	0.455883	0.290255	0.085686	0.168176	0.342812	0.309879	0.125470	0.221839	0.342812	0.309879	0.125470	0.221839	0.183609	0.317141	0.210623	0.288626	0.455883	0.290255	0.085686	0.168176	0.342812	0.309879	0.125470	0.221839	0.342812	0.309879	0.125470	0.221839	0.342812	0.309879	0.125470	0.221839	0.342812	0.309879	0.125470	0.221839	
2633000	48.111915	4	0.453533	0.294990	0.079568	0.171910	0.295819	0.259783	0.172178	0.272220	0.453533	0.294990	0.079568	0.171910	0.295819	0.259783	0.172178	0.272220	0.331792	0.333078	0.128727	0.206404	0.295819	0.259783	0.172178	0.272220	0.453533	0.294990	0.079568	0.171910	0.317345	0.270409	0.150203	0.262043	0.331792	0.333078	0.128727	0.206404	0.317345	0.270409	0.150203	0.262043	0.295819	0.259783	0.172178	0.272220	
2634000	48.111915	3	0.437718	0.291871	0.096053	0.174358	0.229329	0.258585	0.237838	0.274248	0.437718	0.291871	0.096053	0.174358	0.229329	0.258585	0.237838	0.274248	0.372349	0.268703	0.128450	0.230498	0.229329	0.258585	0.237838	0.274248	0.437718	0.291871	0.096053	0.174358	0.372349	0.268703	0.128450	0.230498	0.372349	0.268703	0.128450	0.230498	0.372349	0.268703	0.128450	0.230498	0.229329	0.258585	0.237838	0.274248	
2635000	48.111915	4	0.432426	0.294567	0.087051	0.185955	0.290665	0.201523	0.245145	0.262667	0.432426	0.294567	0.087051	0.185955	0.290665	0.201523	0.245145	0.262667	0.287091	0.307386	0.134770	0.270753	0.287091	0.307386	0.134770	0.270753	0.432426	0.294567	0.087051	0.185955	0.287091	0.307386	0.134770	0.270753	0.432426	0.294567	0.087051	0.185955	0.370081	0.206059	0.120968	0.302892	0.290665	0.201523	0.245145	0.262667	
2636000	48.111915	5	0.432426	0.294567	0.087051	0.185955	0.273400	0.300306	0.207366	0.218928	0.432426	0.294567	0.087051	0.185955	0.273400	0.300306	0.207366	0.218928	0.365374	0.298591	0.106472	0.229563	0.226850	0.360272	0.135106	0.277772	0.432426	0.294567	0.087051	0.185955	0.432426	0.294567	0.087051	0.185955	0.365374	0.298591	0.106472	0.229563	0.226850	0.360272	0.135106	0.277772	0.317080	0.074526	0.224978	0.383416	
2637000	48.111915	4	0.453667	0.289342	0.083495	0.173497	0.288723	0.253840	0.185820	0.271618	0.453667	0.289342	0.083495	0.173497	0.288723	0.253840	0.185820	0.271618	0.324078	0.316578	0.109183	0.250161	0.324078	0.316578	0.109183	0.250161	0.453667	0.289342	0.083495	0.173497	0.324078	0.316578	0.109183	0.250161	0.324078	0.316578	0.109183	0.250161	0.324078	0.316578	0.109183	0.250161	0.274962	0.128623	0.537406	0.059008	
2638000	48.111915	5	0.451723	0.284249	0.085035	0.178993	0.322879	0.238028	0.161493	0.277601	0.451723	0.284249	0.085035	0.178993	0.322879	0.238028	0.161493	0.277601	0.267261	0.324738	0.135446	0.272556	0.137737	0.394812	0.185613	0.281838	0.451723	0.284249	0.085035	0.178993	0.322879	0.238028	0.161493	0.277601	0.267261	0.324738	0.135446	0.272556	0.322879	0.238028	0.161493	0.277601	0.241868	0.012967	0.314218	0.430947	
2639000	48.111915	5	0.386761	0.302062	0.118736	0.192440	0.258682	0.305744	0.166649	0.268925	0.445671	0.289229	0.085724	0.179376	0.258682	0.305744	0.166649	0.268925	0.386761	0.302062	0.118736	0.192440	0.097750	0.319595	0.091212	0.491443	0.445671	0.289229	0.085724	0.179376	0.386761	0.302062	0.118736	0.192440	0.386761	0.302062	0.118736	0.192440	0.258682	0.305744	0.166649	0.268925	0.489076	0.064973	0.354450	0.091501	
2640000	48.111915	4	0.449975	0.287520	0.079234	0.183271	0.288106	0.264771	0.199898	0.247226	0.449975	0.287520	0.079234	0.183271	0.288106	0.264771	0.199898	0.247226	0.296067	0.390766	0.097509	0.215658	0.282663	0.324741	0.138403	0.254194	0.449975	0.287520	0.079234	0.183271	0.282663	0.324741	0.138403	0.254194	0.296067	0.390766	0.097509	0.215658	0.296067	0.390766	0.097509	0.215658	0.296067	0.390766	0.097509	0.215658	
2641000	48.111915	3	0.449975	0.287520	0.079234	0.183271	0.266714	0.270322	0.175225	0.287739	0.449975	0.287520	0.079234	0.183271	0.266714	0.270322	0.175225	0.287739	0.266714	0.270322	0.175225	0.287739	0.266714	0.270322	0.175225	0.287739	0.449975	0.287520	0.079234	0.183271	0.266714	0.270322	0.175225	0.287739	0.449975	0.287520	0.079234	0.183271	0.266714	0.270322	0.175225	0.287739	0.228063	0.052396	0.248654	0.470887	
2642000	48.111915	3	0.449975	0.287520	0.079234	0.183271	0.177869	0.258652	0.192308	0.371170	0.449975	0.287520	0.079234	0.183271	0.177869	0.258652	0.192308	0.371170	0.346590	0.301535	0.105542	0.246332	0.177869	0.258652	0.192308	0.371170	0.449975	0.287520	0.079234	0.183271	0.346590	0.301535	0.105542	0.246332	0.346590	0.301535	0.105542	0.246332	0.346590	0.301535	0.105542	0.246332	0.449975	0.287520	0.079234	0.183271	
2643000	48.111915	3	0.458531	0.291218	0.077884	0.172367	0.249323	0.264940	0.184515	0.301221	0.458531	0.291218	0.077884	0.172367	0.249323	0.264940	0.184515	0.301221	0.347980	0.308453	0.114206	0.229362	0.249323	0.264940	0.184515	0.301221	0.458531	0.291218	0.077884	0.172367	0.347980	0.308453	0.114206	0.229362	0.347980	0.308453	0.114206	0.229362	0.347980	0.308453	0.114206	0.229362	0.249323	0.264940	0.184515	0.301221	
2644000	48.111915	4	0.411560	0.323387	0.087133	0.177919	0.296863	0.262380	0.184316	0.256440	0.411560	0.323387	0.087133	0.177919	0.296863	0.262380	0.184316	0.256440	0.296863	0.262380	0.184316	0.256440	0.296863	0.262380	0.184316	0.256440	0.411560	0.323387	0.087133	0.177919	0.375017	0.237779	0.129574	0.257630	0.411560	0.323387	0.087133	0.177919	0.375017	0.237779	0.129574	0.257630	0.217196	0.269499	0.391028	0.122278	
2645000	48.111915	3	0.429363	0.300273	0.081500	0.188864	0.231744	0.297940	0.167018	0.303298	0.429363	0.300273	0.081500	0.188864	0.231744	0.297940	0.167018	0.303298	0.295892	0.319137	0.149516	0.235455	0.231744	0.297940	0.167018	0.303298	0.429363	0.300273	0.081500	0.188864	0.295892	0.319137	0.149516	0.235455	0.429363	0.300273	0.081500	0.188864	0.231744	0.297940	0.167018	0.303298	0.295892	0.319137	0.149516	0.235455	
2646000	48.111915	5	0.438314	0.294856	0.080746	0.186084	0.283455	0.229155	0.147389	0.340001	0.438314	0.294856	0.080746	0.186084	0.283455	0.229155	0.147389	0.340001	0.327044	0.290942	0.138766	0.243249	0.283455	0.229155	0.147389	0.340001	0.438314	0.294856	0.080746	0.186084	0.327044	0.290942	0.138766	0.243249	0.438314	0.294856	0.080746	0.186084	0.331373	0.260619	0.123028	0.284980	0.344726	0.208811	0.346057	0.100406	
2647000	48.111915	4	0.438314	0.294856	0.080746	0.186084	0.279352	0.264743	0.176923	0.278982	0.438314	0.294856	0.080746	0.186084	0.307230	0.219999	0.159111	0.313660	0.281097	0.320338	0.148843	0.249722	0.281097	0.320338	0.148843	0.249722	0.438314	0.294856	0.080746	0.186084	0.281097	0.320338	0.148843	0.249722	0.438314	0.294856	0.080746	0.186084	0.281097	0.320338	0.148843	0.249722	0.281097	0.320338	0.148843	0.249722	
2648000	48.111915	5	0.423998	0.318089	0.065252	0.192661	0.308601	0.219393	0.184109	0.287897	0.423998	0.318089	0.065252	0.192661	0.308601	0.219393	0.184109	0.287897	0.327152	0.327620	0.117107	0.228121	0.255749	0.335373	0.102017	0.306861	0.423998	0.318089	0.065252	0.192661	0.327152	0.327620	0.117107	0.228121	0.423998	0.318089	0.065252	0.192661	0.255749	0.335373	0.102017	0.306861	0.379962	0.366550	0.165076	0.088412	
2649000	48.111915	4	0.393449	0.259961	0.109014	0.237576	0.247544	0.307403	0.153799	0.291255	0.403612	0.343486	0.060349	0.192554	0.247544	0.307403	0.153799	0.291255	0.247544	0.307403	0.153799	0.291255	0.247544	0.307403	0.153799	0.291255	0.403612	0.343486	0.060349	0.192554	0.393449	0.259961	0.109014	0.237576	0.393449	0.259961	0.109014	0.237576	0.393449	0.259961	0.109014	0.237576	0.212724	0.208296	0.437459	0.141520	
2650000	48.111915	2	0.409151	0.298913	0.076206	0.215730	0.302162	0.256330	0.171747	0.269762	0.409151	0.298913	0.076206	0.215730	0.302162	0.256330	0.171747	0.269762	0.302162	0.256330	0.171747	0.269762	0.302162	0.256330	0.171747	0.269762	0.409151	0.298913	0.076206	0.215730	0.409151	0.298913	0.076206	0.215730	0.409151	0.298913	0.076206	0.215730	0.302162	0.256330	0.171747	0.269762	0.302162	0.256330	0.171747	0.269762	
