Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	TL[10]	TL[11]	
45000	48.111915	6	12.461543	6.170944	28.278303	6.170944	6.170944	6.170944	28.278303	6.170944	13.143739	12.058705	13.237202	
46000	48.111915	5	12.026084	6.401310	32.215457	6.401310	6.401310	6.401310	32.215457	6.401310	10.166295	11.005363	6.401310	
47000	48.111915	5	28.809545	5.860640	28.809545	5.860640	5.860640	5.860640	28.809545	5.860640	11.890977	10.890570	13.311457	
48000	48.111915	6	14.014229	5.750179	27.865907	5.750179	5.750179	5.750179	27.865907	5.750179	13.752853	11.430680	10.568010	
49000	48.111915	5	13.385188	5.688078	30.738614	5.688078	5.688078	5.688078	30.738614	5.688078	11.917599	12.267593	5.688078	
50000	48.111915	5	16.875708	5.240455	16.875708	5.240455	5.240455	5.240455	16.875708	5.240455	13.440593	10.784292	11.487745	
51000	48.111915	4	20.539588	5.497845	20.539588	5.497845	5.497845	5.497845	20.539588	5.497845	12.253614	10.793244	5.497845	
52000	48.111915	6	12.894998	5.561227	30.330042	5.561227	5.561227	5.561227	30.330042	5.561227	11.012478	11.051121	10.045721	
53000	48.111915	6	13.066010	5.914901	29.545567	5.914901	5.914901	5.914901	29.545567	5.914901	12.115222	10.409669	13.192626	
54000	48.111915	5	12.080162	5.635743	16.724047	5.635743	5.635743	5.635743	16.724047	5.635743	10.282279	11.490092	5.635743	
55000	48.111915	5	19.179250	5.822261	19.179250	5.822261	5.822261	5.822261	19.179250	5.822261	13.066255	10.254366	9.766744	
56000	48.111915	5	13.993991	5.724481	29.362768	5.724481	5.724481	5.724481	29.362768	5.724481	14.151760	12.172004	5.724481	
57000	48.111915	5	12.030500	5.675748	27.103690	5.675748	5.675748	5.675748	27.103690	5.675748	12.888260	10.894579	12.888260	
58000	48.111915	6	12.717043	5.273481	30.256212	5.273481	5.273481	5.273481	30.256212	5.273481	15.514086	10.683867	12.911331	
59000	48.111915	6	12.622574	6.282040	29.352176	6.282040	6.282040	6.282040	29.352176	6.282040	11.203225	9.210335	12.748721	
60000	48.111915	6	13.156949	5.950552	29.544024	5.950552	5.950552	5.950552	29.544024	5.950552	12.734911	11.229150	12.383775	
61000	48.111915	6	13.014130	6.148039	29.807891	6.148039	6.148039	6.148039	29.807891	6.148039	13.066903	11.190769	11.314834	
62000	48.111915	6	13.051358	5.854837	27.454796	5.854837	5.854837	5.854837	27.454796	5.854837	12.120904	10.878743	12.484012	
63000	48.111915	6	12.358839	5.675757	28.682423	5.675757	5.675757	5.675757	28.682423	5.675757	12.536868	11.686034	11.108651	
64000	48.111915	6	13.671069	5.838794	29.812619	5.838794	5.838794	5.838794	29.812619	5.838794	10.909372	11.872640	12.462572	
65000	48.111915	6	14.379962	5.920624	30.235325	5.920624	5.920624	5.920624	30.235325	5.920624	11.584891	11.450539	12.807140	
66000	48.111915	5	12.865187	5.902541	28.806419	5.902541	5.902541	5.902541	28.806419	5.902541	11.315864	10.697812	12.865187	
67000	48.111915	6	13.626660	5.548033	28.666852	5.548033	5.548033	5.548033	28.666852	5.548033	11.484751	9.663815	13.068450	
68000	48.111915	5	14.245369	5.873711	28.171846	5.873711	5.873711	5.873711	28.171846	5.873711	12.411304	10.796272	5.873711	
69000	48.111915	6	12.412231	5.976731	26.595713	5.976731	5.976731	5.976731	26.595713	5.976731	12.512113	11.303459	11.227881	
70000	48.111915	6	13.036552	5.358233	21.106253	5.358233	5.358233	5.358233	21.106253	5.358233	12.421721	11.396205	11.361945	
71000	48.111915	6	12.050074	5.525062	26.663861	5.525062	5.525062	5.525062	26.663861	5.525062	11.676667	11.632978	11.011080	
72000	48.111915	5	13.154536	5.690499	29.441701	5.690499	5.690499	5.690499	29.441701	5.690499	11.579369	10.685887	11.579369	
73000	48.111915	6	13.203926	5.322839	30.711366	5.322839	5.322839	5.322839	30.711366	5.322839	10.121587	11.521559	11.361318	
74000	48.111915	5	12.667724	6.218729	29.477377	6.218729	6.218729	6.218729	29.477377	6.218729	11.840110	10.416688	6.218729	
75000	48.111915	6	12.917171	6.106879	28.938913	6.106879	6.106879	6.106879	28.938913	6.106879	11.688515	11.487434	12.800537	
76000	48.111915	6	13.154547	6.576536	27.403536	6.576536	6.576536	6.576536	27.403536	6.576536	11.107111	11.380112	14.194287	
77000	48.111915	6	12.375922	5.711335	29.860492	5.711335	5.711335	5.711335	29.860492	5.711335	11.588330	10.541375	11.615322	
78000	48.111915	4	17.391099	6.013004	17.391099	6.013004	6.013004	6.013004	17.391099	6.013004	13.305537	10.773886	6.013004	
79000	48.111915	6	13.082905	5.828080	23.896384	5.828080	5.828080	5.828080	23.896384	5.828080	12.600183	10.859414	12.254923	
80000	48.111915	5	18.839754	4.964543	18.839754	4.964543	4.964543	4.964543	18.839754	4.964543	13.006287	11.127748	11.908024	
81000	48.111915	5	15.452550	5.826098	15.452550	5.826098	5.826098	5.826098	15.452550	5.826098	12.527925	10.795172	11.480306	
82000	48.111915	6	13.874246	5.569388	22.983016	5.569388	5.569388	5.569388	22.983016	5.569388	11.729786	11.521619	12.246348	
83000	48.111915	6	12.460262	5.536887	26.607938	5.536887	5.536887	5.536887	26.607938	5.536887	14.608937	10.788760	13.508586	
84000	48.111915	5	17.014251	5.673837	17.014251	5.673837	5.673837	5.673837	17.014251	5.673837	12.913666	10.340439	9.977214	
85000	48.111915	5	19.790439	5.686197	19.790439	5.686197	5.686197	5.686197	19.790439	5.686197	12.775028	11.036758	11.252112	
86000	48.111915	6	11.959253	5.395882	24.859060	5.395882	5.395882	5.395882	24.859060	5.395882	10.840972	10.425696	11.375994	
87000	48.111915	5	27.973893	5.454246	27.973893	5.454246	5.454246	5.454246	27.973893	5.454246	11.991615	12.125098	11.677018	
88000	48.111915	4	28.027802	5.134373	28.027802	5.134373	5.134373	5.134373	28.027802	5.134373	12.254352	11.167554	5.134373	
89000	48.111915	6	12.477609	5.923757	28.808566	5.923757	5.923757	5.923757	28.808566	5.923757	12.714640	10.773095	12.135283	
90000	48.111915	6	14.233043	6.020494	26.780242	6.020494	6.020494	6.020494	26.780242	6.020494	10.719004	11.665313	13.328680	
91000	48.111915	4	13.062641	5.900398	17.077332	5.900398	5.900398	5.900398	17.077332	5.900398	13.062641	11.116949	5.900398	
92000	48.111915	4	13.912051	6.041338	27.406620	6.041338	6.041338	6.041338	27.406620	6.041338	13.912051	11.251514	6.041338	
93000	48.111915	6	12.053407	6.036185	29.854193	6.036185	6.036185	6.036185	29.854193	6.036185	10.423929	11.736676	10.586211	
94000	48.111915	6	12.072005	5.950649	28.761664	5.950649	5.950649	5.950649	28.761664	5.950649	11.825713	10.344622	13.269230	
95000	48.111915	6	12.268940	6.219184	30.418953	6.219184	6.219184	6.219184	30.418953	6.219184	12.396712	10.813688	12.876738	
96000	48.111915	5	12.098704	5.846750	28.864697	5.846750	5.846750	5.846750	28.864697	5.846750	12.367303	10.473892	5.846750	
97000	48.111915	6	13.813693	6.080692	25.772387	6.080692	6.080692	6.080692	25.772387	6.080692	11.017409	9.744061	13.972999	
98000	48.111915	5	14.509236	5.913769	30.308917	5.913769	5.913769	5.913769	30.308917	5.913769	12.526432	10.518502	5.913769	
99000	48.111915	6	13.698302	6.421300	29.711589	6.421300	6.421300	6.421300	29.711589	6.421300	13.671542	10.631214	11.281051	
100000	48.111915	7	12.835090	5.850636	15.766765	5.850636	11.443648	5.850636	15.766765	5.850636	13.202886	11.283073	10.608043	
101000	48.111915	6	14.113238	5.396508	21.070682	5.396508	10.857833	5.396508	21.070682	5.396508	11.966841	10.857833	11.466233	
102000	48.111915	6	22.846636	5.467407	22.846636	5.467407	9.945561	5.467407	22.846636	5.467407	11.569961	9.858701	13.496389	
103000	48.111915	6	25.429448	5.786457	25.429448	5.786457	11.292885	5.786457	25.429448	5.786457	12.941202	10.875249	12.022894	
104000	48.111915	6	13.208691	5.742311	30.628309	5.742311	5.742311	5.742311	30.628309	5.742311	12.239603	12.611207	9.756568	
105000	48.111915	6	12.054302	5.636294	29.766618	5.636294	5.636294	5.636294	29.766618	5.636294	12.068220	11.023960	10.874041	
106000	48.111915	5	12.474981	5.819220	32.330360	5.819220	5.819220	5.819220	32.330360	5.819220	11.990959	11.989757	5.819220	
107000	48.111915	6	13.086581	5.892278	30.351435	5.892278	5.892278	5.892278	30.351435	5.892278	12.245457	12.031042	10.508650	
108000	48.111915	6	13.424910	6.222333	22.067163	6.222333	6.222333	6.222333	22.067163	6.222333	11.949137	11.266328	13.022577	
109000	48.111915	6	12.604391	5.853790	28.273792	5.853790	5.853790	5.853790	28.273792	5.853790	11.055083	11.553866	10.212241	
110000	48.111915	4	13.700147	5.952078	15.802267	5.952078	5.952078	5.952078	15.802267	5.952078	11.487970	11.487970	5.952078	
111000	48.111915	4	16.182591	5.449994	16.182591	5.449994	10.037609	5.449994	16.182591	5.449994	13.155131	10.037609	5.449994	
112000	48.111915	7	12.202045	5.592968	19.168075	5.592968	10.826576	5.592968	19.168075	5.592968	10.171144	9.813989	15.759128	
113000	48.111915	5	14.564117	6.298810	28.073372	6.298810	6.298810	6.298810	28.073372	6.298810	11.909936	11.380741	6.298810	
114000	48.111915	5	12.627899	6.236933	30.880561	6.236933	6.236933	6.236933	30.880561	6.236933	12.140913	12.627899	12.473323	
115000	48.111915	5	13.213217	5.796945	27.106169	5.796945	5.796945	5.796945	27.106169	5.796945	10.338240	10.338240	12.404435	
116000	48.111915	5	13.220275	5.403559	29.917378	5.403559	5.403559	5.403559	29.917378	5.403559	12.823877	13.768701	5.403559	
117000	48.111915	6	14.074838	5.644251	28.345757	5.644251	5.644251	5.644251	28.345757	5.644251	12.061149	10.951450	10.813349	
118000	48.111915	6	13.665522	5.823755	17.828251	5.823755	5.823755	5.823755	17.828251	5.823755	12.311595	12.624984	13.347638	
119000	48.111915	5	21.480778	5.362869	21.480778	5.362869	5.362869	5.362869	21.480778	5.362869	12.819804	10.360553	12.220351	
120000	48.111915	4	19.209140	5.871892	19.209140	5.871892	5.871892	5.871892	19.209140	5.871892	12.177194	11.269462	5.871892	
121000	48.111915	5	12.172624	5.415635	25.390807	5.415635	5.415635	5.415635	25.390807	5.415635	9.825032	11.339334	5.415635	
122000	48.111915	6	12.745444	5.971962	29.695926	5.971962	5.971962	5.971962	29.695926	5.971962	11.339918	10.866072	12.615336	
123000	48.111915	5	17.843254	6.392783	17.843254	6.392783	6.392783	6.392783	17.843254	6.392783	11.772437	12.362662	11.200689	
124000	48.111915	6	12.935181	5.850666	23.197276	5.850666	5.850666	5.850666	23.197276	5.850666	12.022026	11.876196	11.371079	
125000	48.111915	6	14.482299	5.595125	26.642502	5.595125	5.595125	5.595125	26.642502	5.595125	11.747233	11.908777	10.653162	
126000	48.111915	5	11.312026	5.132162	30.329990	5.132162	5.132162	5.132162	30.329990	5.132162	11.228470	10.797572	5.132162	
127000	48.111915	4	14.995455	5.661101	14.995455	5.661101	5.661101	5.661101	14.995455	5.661101	14.642561	11.227788	5.661101	
128000	48.111915	4	13.878454	5.579644	28.136502	5.579644	5.579644	5.579644	28.136502	5.579644	13.878454	11.656728	5.579644	
129000	48.111915	6	12.582819	5.810405	30.326431	5.810405	5.810405	5.810405	30.326431	5.810405	12.478664	10.262745	11.107300	
130000	48.111915	5	26.809937	5.982203	26.809937	5.982203	5.982203	5.982203	26.809937	5.982203	11.014415	9.545534	11.614299	
131000	48.111915	5	28.145594	5.386125	28.145594	5.386125	5.386125	5.386125	28.145594	5.386125	11.444308	9.016040	12.061485	
132000	48.111915	6	12.391028	5.625431	27.679897	5.625431	5.625431	5.625431	27.679897	5.625431	12.523596	10.884060	9.733947	
133000	48.111915	5	27.742264	6.708382	27.742264	6.708382	6.708382	6.708382	27.742264	6.708382	11.601770	11.721672	12.401136	
134000	48.111915	6	15.302105	5.666284	28.717424	10.208685	5.666284	5.666284	28.717424	5.666284	11.751401	11.042228	5.666284	
135000	48.111915	5	28.280134	6.264797	28.280134	6.264797	6.264797	6.264797	28.280134	6.264797	12.071000	9.597171	11.641957	
136000	48.111915	6	12.211871	5.837856	28.048013	5.837856	5.837856	5.837856	28.048013	5.837856	12.208690	10.505705	12.598013	
137000	48.111915	5	23.023008	6.012939	23.023008	6.012939	6.012939	6.012939	23.023008	6.012939	12.316123	11.819582	11.275544	
138000	48.111915	5	11.644878	6.441594	30.150524	6.441594	6.441594	6.441594	30.150524	6.441594	11.407935	11.278452	6.441594	
139000	48.111915	6	14.949356	5.853732	26.761765	5.853732	5.853732	5.853732	26.761765	5.853732	12.193015	10.289215	10.432722	
140000	48.111915	5	26.038205	5.929519	26.038205	5.929519	5.929519	5.929519	26.038205	5.929519	12.184122	11.232683	12.775054	
141000	48.111915	5	15.174518	5.937245	15.174518	5.937245	5.937245	5.937245	15.174518	5.937245	11.911009	10.995223	10.518531	
142000	48.111915	5	28.242555	5.550216	28.242555	5.550216	5.550216	5.550216	28.242555	5.550216	9.780162	9.373593	12.147217	
143000	48.111915	4	14.424972	6.094078	15.096024	6.094078	6.094078	6.094078	15.096024	6.094078	14.424972	12.638318	6.094078	
144000	48.111915	6	12.551167	5.973389	18.176158	5.973389	5.973389	5.973389	18.176158	5.973389	11.083826	11.038479	12.108082	
145000	48.111915	5	16.822105	5.762340	16.822105	5.762340	5.762340	5.762340	16.822105	5.762340	12.476326	12.183609	10.640012	
146000	48.111915	5	21.205643	5.647938	21.205643	5.647938	5.647938	5.647938	21.205643	5.647938	12.223915	11.466459	10.454257	
147000	48.111915	6	13.002103	6.481111	27.846657	6.481111	6.481111	6.481111	27.846657	6.481111	13.112274	12.399051	12.363894	
148000	48.111915	6	11.699897	6.205669	27.930423	6.205669	6.205669	6.205669	27.930423	6.205669	12.877525	11.016750	13.145936	
149000	48.111915	6	13.390370	6.079922	29.540235	6.079922	6.079922	6.079922	29.540235	6.079922	10.815458	10.746532	12.497358	
150000	48.111915	4	27.342906	5.779917	27.342906	5.779917	5.779917	5.779917	27.342906	5.779917	10.820066	10.657185	27.342906	
151000	48.111915	4	11.778225	6.194907	26.425021	6.194907	6.194907	6.194907	26.425021	6.194907	11.470659	11.778225	6.194907	
152000	48.111915	4	29.159268	6.584953	29.159268	6.584953	6.584953	6.584953	29.159268	6.584953	11.031992	12.249697	6.584953	
153000	48.111915	5	15.018403	6.273903	29.076197	6.273903	6.273903	6.273903	29.076197	6.273903	10.013439	6.273903	10.535928	
154000	48.111915	6	12.400659	5.935196	26.548292	5.935196	5.935196	5.935196	26.548292	5.935196	11.016192	11.440972	12.278887	
155000	48.111915	5	27.565630	6.078288	27.565630	6.078288	6.078288	6.078288	27.565630	6.078288	10.652911	10.678685	12.056779	
156000	48.111915	5	24.451195	5.983730	24.451195	5.983730	5.983730	5.983730	24.451195	5.983730	10.846152	10.797927	9.989978	
157000	48.111915	5	26.157655	5.920999	26.157655	5.920999	5.920999	5.920999	26.157655	5.920999	10.663962	10.415084	11.562014	
158000	48.111915	5	26.824239	5.852611	26.824239	5.852611	5.852611	5.852611	26.824239	5.852611	10.860700	10.184567	12.675682	
159000	48.111915	5	27.857382	6.050243	27.857382	6.050243	6.050243	6.050243	27.857382	6.050243	12.122522	10.271383	10.910370	
160000	48.111915	5	12.812707	5.819719	30.038504	5.819719	5.819719	5.819719	30.038504	5.819719	11.327291	10.880786	5.819719	
161000	48.111915	5	25.966390	5.775506	25.966390	5.775506	5.775506	5.775506	25.966390	5.775506	14.922800	12.131696	13.733622	
162000	48.111915	5	30.552229	5.701057	30.552229	5.701057	5.701057	5.701057	30.552229	5.701057	11.597868	11.788374	9.718518	
163000	48.111915	5	27.599803	5.741091	27.599803	5.741091	5.741091	5.741091	27.599803	5.741091	12.224371	11.864162	13.432163	
164000	48.111915	5	27.767875	6.045586	27.767875	6.045586	6.045586	6.045586	27.767875	6.045586	12.841932	11.290094	10.403541	
165000	48.111915	5	28.340529	5.109119	28.340529	5.109119	9.196189	5.109119	28.340529	5.109119	12.039151	11.260921	5.109119	
166000	48.111915	6	29.622013	5.876283	29.622013	5.876283	10.231995	5.876283	29.622013	5.876283	11.599131	10.025940	11.091178	
167000	48.111915	5	30.704568	5.755701	30.704568	5.755701	5.755701	5.755701	30.704568	5.755701	12.449722	11.709424	11.486582	
168000	48.111915	5	24.558461	6.328125	24.558461	6.328125	6.328125	6.328125	24.558461	6.328125	12.261648	11.386323	9.713527	
169000	48.111915	5	26.698533	5.611441	26.698533	5.611441	5.611441	5.611441	26.698533	5.611441	11.207227	11.023660	13.666425	
170000	48.111915	6	13.742982	5.942836	31.306470	5.942836	5.942836	5.942836	31.306470	5.942836	13.441650	12.179632	10.641761	
171000	48.111915	4	26.356872	5.627518	26.356872	5.627518	5.627518	5.627518	26.356872	5.627518	10.559184	10.025542	5.627518	
172000	48.111915	4	27.777842	5.993010	27.777842	5.993010	5.993010	5.993010	27.777842	5.993010	12.387733	10.222861	5.993010	
173000	48.111915	6	13.218892	6.158128	26.803913	6.158128	7.307186	6.158128	26.803913	6.158128	12.279566	10.111751	6.158128	
174000	48.111915	5	19.695431	5.701337	19.695431	5.701337	5.701337	5.701337	19.695431	5.701337	11.187819	10.740908	11.989238	
175000	48.111915	5	25.413872	5.547851	25.413872	5.547851	5.547851	5.547851	25.413872	5.547851	11.171822	12.005820	11.416201	
176000	48.111915	5	12.263395	5.787914	29.249891	5.787914	5.787914	5.787914	29.249891	5.787914	11.999212	11.718738	5.787914	
177000	48.111915	6	12.921490	5.153184	30.092909	5.153184	5.153184	5.153184	30.092909	5.153184	10.907075	10.943556	12.218003	
178000	48.111915	6	12.943676	5.855877	30.288315	5.855877	5.855877	5.855877	30.288315	5.855877	10.594847	10.295038	15.205004	
179000	48.111915	5	12.736464	6.015587	26.837834	6.015587	6.015587	6.015587	26.837834	6.015587	12.685937	11.148781	6.015587	
180000	48.111915	4	25.771446	5.876967	25.771446	5.876967	5.876967	5.876967	25.771446	5.876967	12.704223	12.058429	5.876967	
181000	48.111915	5	28.519733	6.118413	28.519733	6.118413	6.118413	6.118413	28.519733	6.118413	13.838930	11.999349	11.885690	
182000	48.111915	4	30.078475	6.296184	30.078475	6.296184	6.296184	6.296184	30.078475	6.296184	12.457560	10.347014	6.296184	
183000	48.111915	5	28.839621	5.874059	28.839621	5.874059	5.874059	5.874059	28.839621	5.874059	12.218654	10.283570	11.729858	
184000	48.111915	5	13.494851	5.237844	27.313405	5.237844	5.237844	5.237844	27.313405	5.237844	12.183486	10.606626	5.237844	
185000	48.111915	6	13.316403	6.428836	29.801623	6.428836	6.428836	6.428836	29.801623	6.428836	10.345678	12.264476	11.121718	
186000	48.111915	6	12.381123	5.624251	31.306973	5.624251	5.624251	5.624251	31.306973	5.624251	11.968125	9.754085	11.329870	
187000	48.111915	6	14.128173	6.482962	30.216311	6.482962	6.482962	6.482962	30.216311	6.482962	12.326003	10.343314	9.756535	
188000	48.111915	5	19.053519	5.841574	19.053519	5.841574	5.841574	5.841574	19.053519	5.841574	11.732105	10.663382	9.813240	
189000	48.111915	6	12.061965	6.456814	30.866796	6.456814	6.456814	6.456814	30.866796	6.456814	11.505199	11.693813	10.927751	
190000	48.111915	6	13.207248	6.023161	31.136266	6.023161	6.023161	6.023161	31.136266	6.023161	11.132465	9.665120	12.288504	
191000	48.111915	6	13.524260	6.330242	29.818306	6.330242	6.330242	6.330242	29.818306	6.330242	10.765123	10.504223	12.034903	
192000	48.111915	4	32.077557	6.060218	32.077557	6.060218	6.060218	6.060218	32.077557	6.060218	12.856902	11.705973	6.060218	
193000	48.111915	5	26.170138	5.480251	26.170138	5.480251	5.480251	5.480251	26.170138	5.480251	11.308173	10.564268	11.903423	
194000	48.111915	5	26.104974	5.040788	26.104974	5.040788	5.040788	5.040788	26.104974	5.040788	11.207821	10.577269	11.657437	
195000	48.111915	5	28.336429	5.753892	28.336429	5.753892	5.753892	5.753892	28.336429	5.753892	11.238562	11.012494	11.609625	
196000	48.111915	5	27.745429	5.214668	27.745429	5.214668	5.214668	5.214668	27.745429	5.214668	10.809716	9.999194	10.487901	
197000	48.111915	5	13.889592	5.695542	28.600990	5.695542	5.695542	5.695542	28.600990	5.695542	9.531282	11.363123	5.695542	
198000	48.111915	4	28.971865	5.547519	28.971865	5.547519	5.547519	5.547519	28.971865	5.547519	12.956397	11.704954	5.547519	
199000	48.111915	4	30.442767	5.871401	30.442767	5.871401	5.871401	5.871401	30.442767	5.871401	12.819508	13.037273	5.871401	
200000	48.111915	6	12.227366	6.691245	29.964904	6.691245	6.691245	6.691245	29.964904	6.691245	11.218830	10.227433	11.521826	
201000	48.111915	5	14.079060	6.812955	30.904017	6.812955	6.812955	6.812955	30.904017	6.812955	14.045966	10.897888	30.904017	
202000	48.111915	5	17.946121	5.956178	17.946121	5.956178	5.956178	5.956178	17.946121	5.956178	11.732918	11.238386	13.221278	
203000	48.111915	5	23.257531	5.985179	23.257531	9.359494	5.985179	5.985179	23.257531	5.985179	12.544062	9.359494	14.970668	
204000	48.111915	5	25.685390	6.182957	25.685390	6.182957	6.182957	6.182957	25.685390	6.182957	11.827938	10.868823	11.119064	
205000	48.111915	4	31.081237	6.090583	31.081237	6.090583	6.090583	6.090583	31.081237	6.090583	13.023585	11.136301	6.090583	
206000	48.111915	6	13.237473	6.681312	29.696478	6.681312	6.681312	6.681312	29.696478	6.681312	11.709746	11.471177	10.766124	
207000	48.111915	5	33.331071	5.878361	33.331071	5.878361	5.878361	5.878361	33.331071	5.878361	12.672595	11.257237	11.777117	
208000	48.111915	5	26.475912	6.034118	26.475912	6.034118	6.034118	6.034118	26.475912	6.034118	11.681039	11.026745	11.607191	
209000	48.111915	5	26.999753	6.298530	26.999753	6.298530	6.298530	6.298530	26.999753	6.298530	11.626465	11.036134	11.263536	
