Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	Pi[A,10]	Pi[C,10]	Pi[G,10]	Pi[T,10]	Pi[A,11]	Pi[C,11]	Pi[G,11]	Pi[T,11]	
1743000	48.111915	3	0.443012	0.286498	0.088187	0.182302	0.270666	0.272442	0.177923	0.278969	0.443012	0.286498	0.088187	0.182302	0.270666	0.272442	0.177923	0.278969	0.270666	0.272442	0.177923	0.278969	0.270666	0.272442	0.177923	0.278969	0.443012	0.286498	0.088187	0.182302	0.366876	0.241100	0.132619	0.259405	0.443012	0.286498	0.088187	0.182302	0.270666	0.272442	0.177923	0.278969	0.270666	0.272442	0.177923	0.278969	
1744000	48.111915	3	0.429566	0.282984	0.087066	0.200384	0.272041	0.280783	0.173912	0.273264	0.429566	0.282984	0.087066	0.200384	0.272041	0.280783	0.173912	0.273264	0.272041	0.280783	0.173912	0.273264	0.272041	0.280783	0.173912	0.273264	0.429566	0.282984	0.087066	0.200384	0.272041	0.280783	0.173912	0.273264	0.429566	0.282984	0.087066	0.200384	0.272041	0.280783	0.173912	0.273264	0.253519	0.233283	0.393005	0.120192	
1745000	48.111915	5	0.449299	0.296554	0.066030	0.188118	0.246571	0.331798	0.157008	0.264623	0.449299	0.296554	0.066030	0.188118	0.317660	0.250534	0.142101	0.289704	0.246571	0.331798	0.157008	0.264623	0.119679	0.404739	0.196821	0.278760	0.449299	0.296554	0.066030	0.188118	0.317660	0.250534	0.142101	0.289704	0.449299	0.296554	0.066030	0.188118	0.317660	0.250534	0.142101	0.289704	0.418894	0.068383	0.217416	0.295307	
1746000	48.111915	4	0.440097	0.295556	0.072398	0.191949	0.252709	0.289352	0.149635	0.308303	0.440097	0.295556	0.072398	0.191949	0.252709	0.289352	0.149635	0.308303	0.252709	0.289352	0.149635	0.308303	0.252709	0.289352	0.149635	0.308303	0.440097	0.295556	0.072398	0.191949	0.358817	0.259056	0.093381	0.288746	0.440097	0.295556	0.072398	0.191949	0.358817	0.259056	0.093381	0.288746	0.419267	0.220570	0.113670	0.246493	
1747000	48.111915	4	0.441745	0.293728	0.074337	0.190190	0.247075	0.277969	0.158363	0.316592	0.441745	0.293728	0.074337	0.190190	0.247075	0.277969	0.158363	0.316592	0.315682	0.323558	0.119267	0.241493	0.247075	0.277969	0.158363	0.316592	0.441745	0.293728	0.074337	0.190190	0.315682	0.323558	0.119267	0.241493	0.315682	0.323558	0.119267	0.241493	0.315682	0.323558	0.119267	0.241493	0.202206	0.096258	0.506792	0.194744	
1748000	48.111915	3	0.412174	0.306847	0.067416	0.213563	0.222508	0.310801	0.173514	0.293177	0.412174	0.306847	0.067416	0.213563	0.222508	0.310801	0.173514	0.293177	0.326479	0.314461	0.112953	0.246107	0.222508	0.310801	0.173514	0.293177	0.412174	0.306847	0.067416	0.213563	0.326479	0.314461	0.112953	0.246107	0.326479	0.314461	0.112953	0.246107	0.326479	0.314461	0.112953	0.246107	0.222508	0.310801	0.173514	0.293177	
1749000	48.111915	4	0.419029	0.315755	0.080464	0.184753	0.230478	0.294107	0.152330	0.323085	0.419029	0.315755	0.080464	0.184753	0.230478	0.294107	0.152330	0.323085	0.305662	0.334465	0.107437	0.252437	0.230478	0.294107	0.152330	0.323085	0.419029	0.315755	0.080464	0.184753	0.305662	0.334465	0.107437	0.252437	0.305662	0.334465	0.107437	0.252437	0.305662	0.334465	0.107437	0.252437	0.296101	0.319017	0.220889	0.163993	
1750000	48.111915	5	0.395464	0.301203	0.097959	0.205374	0.223064	0.315845	0.190133	0.270958	0.395464	0.301203	0.097959	0.205374	0.363327	0.279029	0.128117	0.229527	0.363327	0.279029	0.128117	0.229527	0.120874	0.419708	0.177043	0.282375	0.395464	0.301203	0.097959	0.205374	0.363327	0.279029	0.128117	0.229527	0.395464	0.301203	0.097959	0.205374	0.363327	0.279029	0.128117	0.229527	0.668821	0.135856	0.159306	0.036016	
1751000	48.111915	3	0.392823	0.309106	0.102655	0.195417	0.311354	0.302622	0.151193	0.234831	0.392823	0.309106	0.102655	0.195417	0.311354	0.302622	0.151193	0.234831	0.311354	0.302622	0.151193	0.234831	0.311354	0.302622	0.151193	0.234831	0.392823	0.309106	0.102655	0.195417	0.311354	0.302622	0.151193	0.234831	0.392823	0.309106	0.102655	0.195417	0.311354	0.302622	0.151193	0.234831	0.561955	0.167426	0.231039	0.039580	
1752000	48.111915	2	0.443387	0.289364	0.088383	0.178866	0.352716	0.276449	0.148824	0.222011	0.443387	0.289364	0.088383	0.178866	0.352716	0.276449	0.148824	0.222011	0.352716	0.276449	0.148824	0.222011	0.352716	0.276449	0.148824	0.222011	0.443387	0.289364	0.088383	0.178866	0.352716	0.276449	0.148824	0.222011	0.352716	0.276449	0.148824	0.222011	0.352716	0.276449	0.148824	0.222011	0.352716	0.276449	0.148824	0.222011	
1753000	48.111915	3	0.443387	0.289364	0.088383	0.178866	0.283107	0.273045	0.172728	0.271120	0.443387	0.289364	0.088383	0.178866	0.283107	0.273045	0.172728	0.271120	0.283107	0.273045	0.172728	0.271120	0.283107	0.273045	0.172728	0.271120	0.443387	0.289364	0.088383	0.178866	0.283107	0.273045	0.172728	0.271120	0.443387	0.289364	0.088383	0.178866	0.283107	0.273045	0.172728	0.271120	0.229853	0.223045	0.139605	0.407497	
1754000	48.111915	3	0.443387	0.289364	0.088383	0.178866	0.266436	0.279724	0.155214	0.298627	0.443387	0.289364	0.088383	0.178866	0.266436	0.279724	0.155214	0.298627	0.360920	0.278635	0.121439	0.239006	0.266436	0.279724	0.155214	0.298627	0.443387	0.289364	0.088383	0.178866	0.360920	0.278635	0.121439	0.239006	0.443387	0.289364	0.088383	0.178866	0.360920	0.278635	0.121439	0.239006	0.266436	0.279724	0.155214	0.298627	
1755000	48.111915	2	0.448771	0.299997	0.078057	0.173175	0.287960	0.288670	0.170753	0.252617	0.448771	0.299997	0.078057	0.173175	0.287960	0.288670	0.170753	0.252617	0.287960	0.288670	0.170753	0.252617	0.287960	0.288670	0.170753	0.252617	0.448771	0.299997	0.078057	0.173175	0.287960	0.288670	0.170753	0.252617	0.448771	0.299997	0.078057	0.173175	0.287960	0.288670	0.170753	0.252617	0.287960	0.288670	0.170753	0.252617	
1756000	48.111915	4	0.448771	0.299997	0.078057	0.173175	0.213244	0.284714	0.208446	0.293597	0.448771	0.299997	0.078057	0.173175	0.213244	0.284714	0.208446	0.293597	0.336995	0.317854	0.124285	0.220866	0.213244	0.284714	0.208446	0.293597	0.448771	0.299997	0.078057	0.173175	0.336995	0.317854	0.124285	0.220866	0.336995	0.317854	0.124285	0.220866	0.336995	0.317854	0.124285	0.220866	0.659025	0.119635	0.144985	0.076355	
1757000	48.111915	3	0.465679	0.267001	0.088750	0.178570	0.259491	0.271408	0.190769	0.278332	0.465679	0.267001	0.088750	0.178570	0.259491	0.271408	0.190769	0.278332	0.334170	0.289365	0.180730	0.195736	0.259491	0.271408	0.190769	0.278332	0.465679	0.267001	0.088750	0.178570	0.465679	0.267001	0.088750	0.178570	0.465679	0.267001	0.088750	0.178570	0.259491	0.271408	0.190769	0.278332	0.259491	0.271408	0.190769	0.278332	
1758000	48.111915	4	0.460732	0.276743	0.084511	0.178015	0.274708	0.186219	0.251461	0.287612	0.460732	0.276743	0.084511	0.178015	0.274708	0.186219	0.251461	0.287612	0.301300	0.322272	0.113785	0.262644	0.178831	0.381485	0.133843	0.305841	0.460732	0.276743	0.084511	0.178015	0.301300	0.322272	0.113785	0.262644	0.460732	0.276743	0.084511	0.178015	0.301300	0.322272	0.113785	0.262644	0.274708	0.186219	0.251461	0.287612	
1759000	48.111915	4	0.460732	0.276743	0.084511	0.178015	0.278786	0.259933	0.194179	0.267102	0.460732	0.276743	0.084511	0.178015	0.278786	0.259933	0.194179	0.267102	0.346373	0.307658	0.125321	0.220647	0.278786	0.259933	0.194179	0.267102	0.460732	0.276743	0.084511	0.178015	0.346373	0.307658	0.125321	0.220647	0.346373	0.307658	0.125321	0.220647	0.278786	0.259933	0.194179	0.267102	0.564058	0.090664	0.274183	0.071094	
1760000	48.111915	3	0.440399	0.292138	0.101358	0.166105	0.268675	0.264835	0.184068	0.282422	0.440399	0.292138	0.101358	0.166105	0.268675	0.264835	0.184068	0.282422	0.292087	0.359595	0.121722	0.226596	0.292087	0.359595	0.121722	0.226596	0.440399	0.292138	0.101358	0.166105	0.268675	0.264835	0.184068	0.282422	0.292087	0.359595	0.121722	0.226596	0.268675	0.264835	0.184068	0.282422	0.268675	0.264835	0.184068	0.282422	
1761000	48.111915	2	0.355597	0.304673	0.102138	0.237592	0.265167	0.253442	0.176234	0.305157	0.355597	0.304673	0.102138	0.237592	0.265167	0.253442	0.176234	0.305157	0.355597	0.304673	0.102138	0.237592	0.265167	0.253442	0.176234	0.305157	0.355597	0.304673	0.102138	0.237592	0.355597	0.304673	0.102138	0.237592	0.355597	0.304673	0.102138	0.237592	0.355597	0.304673	0.102138	0.237592	0.265167	0.253442	0.176234	0.305157	
1762000	48.111915	5	0.486928	0.250491	0.086994	0.175587	0.234518	0.245513	0.204449	0.315520	0.486928	0.250491	0.086994	0.175587	0.234518	0.245513	0.204449	0.315520	0.353062	0.304144	0.123387	0.219406	0.234518	0.245513	0.204449	0.315520	0.486928	0.250491	0.086994	0.175587	0.371176	0.249408	0.137543	0.241873	0.353062	0.304144	0.123387	0.219406	0.371176	0.249408	0.137543	0.241873	0.299934	0.105597	0.405849	0.188619	
1763000	48.111915	3	0.464201	0.283244	0.077980	0.174574	0.266381	0.214541	0.220140	0.298938	0.464201	0.283244	0.077980	0.174574	0.266381	0.214541	0.220140	0.298938	0.353076	0.292768	0.125470	0.228685	0.353076	0.292768	0.125470	0.228685	0.464201	0.283244	0.077980	0.174574	0.353076	0.292768	0.125470	0.228685	0.353076	0.292768	0.125470	0.228685	0.353076	0.292768	0.125470	0.228685	0.266381	0.214541	0.220140	0.298938	
1764000	48.111915	3	0.463332	0.295927	0.073858	0.166882	0.297791	0.217720	0.267209	0.217280	0.463332	0.295927	0.073858	0.166882	0.297791	0.217720	0.267209	0.217280	0.309384	0.319865	0.122493	0.248257	0.309384	0.319865	0.122493	0.248257	0.463332	0.295927	0.073858	0.166882	0.309384	0.319865	0.122493	0.248257	0.309384	0.319865	0.122493	0.248257	0.309384	0.319865	0.122493	0.248257	0.297791	0.217720	0.267209	0.217280	
1765000	48.111915	3	0.456194	0.300603	0.082531	0.160672	0.260509	0.275247	0.171025	0.293219	0.456194	0.300603	0.082531	0.160672	0.260509	0.275247	0.171025	0.293219	0.370990	0.270630	0.140553	0.217827	0.260509	0.275247	0.171025	0.293219	0.456194	0.300603	0.082531	0.160672	0.370990	0.270630	0.140553	0.217827	0.370990	0.270630	0.140553	0.217827	0.370990	0.270630	0.140553	0.217827	0.370990	0.270630	0.140553	0.217827	
1766000	48.111915	4	0.456194	0.300603	0.082531	0.160672	0.239308	0.288805	0.193421	0.278466	0.456194	0.300603	0.082531	0.160672	0.239308	0.288805	0.193421	0.278466	0.368124	0.326819	0.098912	0.206145	0.239308	0.288805	0.193421	0.278466	0.456194	0.300603	0.082531	0.160672	0.368124	0.326819	0.098912	0.206145	0.368124	0.326819	0.098912	0.206145	0.368124	0.326819	0.098912	0.206145	0.641631	0.121536	0.166674	0.070159	
1767000	48.111915	3	0.456194	0.300603	0.082531	0.160672	0.312649	0.261070	0.155215	0.271066	0.456194	0.300603	0.082531	0.160672	0.312649	0.261070	0.155215	0.271066	0.351467	0.324390	0.096428	0.227715	0.312649	0.261070	0.155215	0.271066	0.456194	0.300603	0.082531	0.160672	0.312649	0.261070	0.155215	0.271066	0.351467	0.324390	0.096428	0.227715	0.312649	0.261070	0.155215	0.271066	0.312649	0.261070	0.155215	0.271066	
1768000	48.111915	3	0.456194	0.300603	0.082531	0.160672	0.246391	0.298659	0.198510	0.256440	0.456194	0.300603	0.082531	0.160672	0.246391	0.298659	0.198510	0.256440	0.305742	0.325963	0.134131	0.234164	0.246391	0.298659	0.198510	0.256440	0.456194	0.300603	0.082531	0.160672	0.305742	0.325963	0.134131	0.234164	0.305742	0.325963	0.134131	0.234164	0.305742	0.325963	0.134131	0.234164	0.305742	0.325963	0.134131	0.234164	
1769000	48.111915	3	0.460814	0.286664	0.080424	0.172099	0.296492	0.209956	0.218785	0.274767	0.460814	0.286664	0.080424	0.172099	0.296492	0.209956	0.218785	0.274767	0.350180	0.288563	0.114343	0.246913	0.350180	0.288563	0.114343	0.246913	0.460814	0.286664	0.080424	0.172099	0.350180	0.288563	0.114343	0.246913	0.350180	0.288563	0.114343	0.246913	0.350180	0.288563	0.114343	0.246913	0.296492	0.209956	0.218785	0.274767	
1770000	48.111915	4	0.475425	0.273617	0.082373	0.168585	0.271990	0.277935	0.171192	0.278883	0.475425	0.273617	0.082373	0.168585	0.271990	0.277935	0.171192	0.278883	0.331984	0.330175	0.126307	0.211534	0.271990	0.277935	0.171192	0.278883	0.475425	0.273617	0.082373	0.168585	0.271990	0.277935	0.171192	0.278883	0.331984	0.330175	0.126307	0.211534	0.271990	0.277935	0.171192	0.278883	0.294880	0.326025	0.320614	0.058480	
1771000	48.111915	4	0.451814	0.297407	0.090102	0.160677	0.288569	0.267153	0.177750	0.266528	0.451814	0.297407	0.090102	0.160677	0.288569	0.267153	0.177750	0.266528	0.288569	0.267153	0.177750	0.266528	0.288569	0.267153	0.177750	0.266528	0.451814	0.297407	0.090102	0.160677	0.288569	0.267153	0.177750	0.266528	0.451814	0.297407	0.090102	0.160677	0.282825	0.296613	0.099963	0.320600	0.213240	0.236980	0.347140	0.202640	
1772000	48.111915	4	0.481101	0.267137	0.080764	0.170997	0.292403	0.221592	0.231115	0.254890	0.481101	0.267137	0.080764	0.170997	0.292403	0.221592	0.231115	0.254890	0.296972	0.300613	0.137595	0.264820	0.296972	0.300613	0.137595	0.264820	0.481101	0.267137	0.080764	0.170997	0.296972	0.300613	0.137595	0.264820	0.481101	0.267137	0.080764	0.170997	0.296972	0.300613	0.137595	0.264820	0.188242	0.360633	0.312680	0.138445	
1773000	48.111915	4	0.481101	0.267137	0.080764	0.170997	0.310864	0.303848	0.167616	0.217672	0.481101	0.267137	0.080764	0.170997	0.352999	0.236132	0.159831	0.251037	0.310864	0.303848	0.167616	0.217672	0.310864	0.303848	0.167616	0.217672	0.481101	0.267137	0.080764	0.170997	0.352999	0.236132	0.159831	0.251037	0.310864	0.303848	0.167616	0.217672	0.352999	0.236132	0.159831	0.251037	0.739636	0.084155	0.106786	0.069424	
1774000	48.111915	5	0.464979	0.274169	0.082079	0.178774	0.253618	0.291357	0.178074	0.276951	0.464979	0.274169	0.082079	0.178774	0.253618	0.291357	0.178074	0.276951	0.318755	0.293830	0.155183	0.232232	0.253618	0.291357	0.178074	0.276951	0.464979	0.274169	0.082079	0.178774	0.358733	0.255268	0.143286	0.242712	0.358733	0.255268	0.143286	0.242712	0.358733	0.255268	0.143286	0.242712	0.263754	0.161779	0.286912	0.287555	
1775000	48.111915	5	0.464979	0.274169	0.082079	0.178774	0.276969	0.263340	0.211443	0.248248	0.464979	0.274169	0.082079	0.178774	0.276969	0.263340	0.211443	0.248248	0.276969	0.263340	0.211443	0.248248	0.250117	0.419745	0.045706	0.284431	0.464979	0.274169	0.082079	0.178774	0.350383	0.293937	0.091508	0.264171	0.350383	0.293937	0.091508	0.264171	0.350383	0.293937	0.091508	0.264171	0.388107	0.104505	0.255683	0.251704	
1776000	48.111915	3	0.444386	0.300686	0.074003	0.180925	0.211187	0.312815	0.150507	0.325492	0.444386	0.300686	0.074003	0.180925	0.211187	0.312815	0.150507	0.325492	0.343757	0.302660	0.120152	0.233431	0.211187	0.312815	0.150507	0.325492	0.444386	0.300686	0.074003	0.180925	0.343757	0.302660	0.120152	0.233431	0.343757	0.302660	0.120152	0.233431	0.343757	0.302660	0.120152	0.233431	0.211187	0.312815	0.150507	0.325492	
1777000	48.111915	3	0.444386	0.300686	0.074003	0.180925	0.251952	0.286256	0.160009	0.301782	0.444386	0.300686	0.074003	0.180925	0.251952	0.286256	0.160009	0.301782	0.251952	0.286256	0.160009	0.301782	0.251952	0.286256	0.160009	0.301782	0.444386	0.300686	0.074003	0.180925	0.328236	0.301258	0.098384	0.272121	0.328236	0.301258	0.098384	0.272121	0.328236	0.301258	0.098384	0.272121	0.251952	0.286256	0.160009	0.301782	
1778000	48.111915	4	0.444386	0.300686	0.074003	0.180925	0.261343	0.272179	0.181872	0.284606	0.444386	0.300686	0.074003	0.180925	0.261343	0.272179	0.181872	0.284606	0.261343	0.272179	0.181872	0.284606	0.261343	0.272179	0.181872	0.284606	0.444386	0.300686	0.074003	0.180925	0.341461	0.293639	0.120999	0.243900	0.341461	0.293639	0.120999	0.243900	0.341461	0.293639	0.120999	0.243900	0.369627	0.306438	0.275137	0.048798	
1779000	48.111915	2	0.444386	0.300686	0.074003	0.180925	0.311029	0.271218	0.163998	0.253755	0.444386	0.300686	0.074003	0.180925	0.311029	0.271218	0.163998	0.253755	0.311029	0.271218	0.163998	0.253755	0.311029	0.271218	0.163998	0.253755	0.444386	0.300686	0.074003	0.180925	0.311029	0.271218	0.163998	0.253755	0.444386	0.300686	0.074003	0.180925	0.311029	0.271218	0.163998	0.253755	0.311029	0.271218	0.163998	0.253755	
1780000	48.111915	5	0.444386	0.300686	0.074003	0.180925	0.268558	0.274805	0.199290	0.257348	0.444386	0.300686	0.074003	0.180925	0.268558	0.274805	0.199290	0.257348	0.268558	0.274805	0.199290	0.257348	0.140844	0.250379	0.164210	0.444566	0.444386	0.300686	0.074003	0.180925	0.321518	0.305603	0.088033	0.284846	0.321518	0.305603	0.088033	0.284846	0.321518	0.305603	0.088033	0.284846	0.336460	0.218741	0.097250	0.347548	
1781000	48.111915	2	0.444386	0.300686	0.074003	0.180925	0.273804	0.290647	0.177172	0.258377	0.444386	0.300686	0.074003	0.180925	0.273804	0.290647	0.177172	0.258377	0.273804	0.290647	0.177172	0.258377	0.273804	0.290647	0.177172	0.258377	0.444386	0.300686	0.074003	0.180925	0.273804	0.290647	0.177172	0.258377	0.444386	0.300686	0.074003	0.180925	0.273804	0.290647	0.177172	0.258377	0.273804	0.290647	0.177172	0.258377	
1782000	48.111915	4	0.414989	0.316931	0.069551	0.198528	0.274057	0.314295	0.174117	0.237531	0.414989	0.316931	0.069551	0.198528	0.274057	0.314295	0.174117	0.237531	0.274057	0.314295	0.174117	0.237531	0.272809	0.317796	0.120110	0.289286	0.414989	0.316931	0.069551	0.198528	0.272809	0.317796	0.120110	0.289286	0.414989	0.316931	0.069551	0.198528	0.272809	0.317796	0.120110	0.289286	0.297993	0.121671	0.400681	0.179656	
1783000	48.111915	4	0.406718	0.306381	0.096102	0.190800	0.250295	0.297628	0.213656	0.238421	0.406718	0.306381	0.096102	0.190800	0.272739	0.265679	0.155708	0.305874	0.250295	0.297628	0.213656	0.238421	0.272739	0.265679	0.155708	0.305874	0.406718	0.306381	0.096102	0.190800	0.272739	0.265679	0.155708	0.305874	0.406718	0.306381	0.096102	0.190800	0.272739	0.265679	0.155708	0.305874	0.435572	0.156045	0.252184	0.156199	
1784000	48.111915	3	0.458354	0.277138	0.086962	0.177546	0.255509	0.274938	0.204347	0.265206	0.458354	0.277138	0.086962	0.177546	0.255509	0.274938	0.204347	0.265206	0.255509	0.274938	0.204347	0.265206	0.255509	0.274938	0.204347	0.265206	0.458354	0.277138	0.086962	0.177546	0.376539	0.270978	0.095937	0.256546	0.376539	0.270978	0.095937	0.256546	0.376539	0.270978	0.095937	0.256546	0.255509	0.274938	0.204347	0.265206	
1785000	48.111915	4	0.449399	0.293361	0.085724	0.171516	0.277810	0.325522	0.165008	0.231661	0.449399	0.293361	0.085724	0.171516	0.328608	0.260586	0.165156	0.245650	0.277810	0.325522	0.165008	0.231661	0.277810	0.325522	0.165008	0.231661	0.449399	0.293361	0.085724	0.171516	0.328608	0.260586	0.165156	0.245650	0.449399	0.293361	0.085724	0.171516	0.328608	0.260586	0.165156	0.245650	0.251186	0.337720	0.290235	0.120858	
1786000	48.111915	3	0.449399	0.293361	0.085724	0.171516	0.277004	0.276605	0.190369	0.256022	0.449399	0.293361	0.085724	0.171516	0.277004	0.276605	0.190369	0.256022	0.277004	0.276605	0.190369	0.256022	0.277004	0.276605	0.190369	0.256022	0.449399	0.293361	0.085724	0.171516	0.277004	0.276605	0.190369	0.256022	0.347733	0.310297	0.114422	0.227548	0.347733	0.310297	0.114422	0.227548	0.277004	0.276605	0.190369	0.256022	
1787000	48.111915	2	0.449399	0.293361	0.085724	0.171516	0.286588	0.289885	0.170031	0.253496	0.449399	0.293361	0.085724	0.171516	0.286588	0.289885	0.170031	0.253496	0.286588	0.289885	0.170031	0.253496	0.286588	0.289885	0.170031	0.253496	0.449399	0.293361	0.085724	0.171516	0.286588	0.289885	0.170031	0.253496	0.449399	0.293361	0.085724	0.171516	0.286588	0.289885	0.170031	0.253496	0.286588	0.289885	0.170031	0.253496	
1788000	48.111915	2	0.467116	0.286403	0.079835	0.166646	0.280675	0.266564	0.195022	0.257738	0.467116	0.286403	0.079835	0.166646	0.280675	0.266564	0.195022	0.257738	0.280675	0.266564	0.195022	0.257738	0.280675	0.266564	0.195022	0.257738	0.467116	0.286403	0.079835	0.166646	0.280675	0.266564	0.195022	0.257738	0.467116	0.286403	0.079835	0.166646	0.280675	0.266564	0.195022	0.257738	0.280675	0.266564	0.195022	0.257738	
1789000	48.111915	3	0.467116	0.286403	0.079835	0.166646	0.250356	0.326035	0.152920	0.270688	0.467116	0.286403	0.079835	0.166646	0.250356	0.326035	0.152920	0.270688	0.250356	0.326035	0.152920	0.270688	0.250356	0.326035	0.152920	0.270688	0.467116	0.286403	0.079835	0.166646	0.347848	0.276388	0.120970	0.254794	0.347848	0.276388	0.120970	0.254794	0.347848	0.276388	0.120970	0.254794	0.347848	0.276388	0.120970	0.254794	
1790000	48.111915	3	0.467116	0.286403	0.079835	0.166646	0.268420	0.227244	0.200208	0.304129	0.467116	0.286403	0.079835	0.166646	0.268420	0.227244	0.200208	0.304129	0.316028	0.293392	0.135530	0.255050	0.316028	0.293392	0.135530	0.255050	0.467116	0.286403	0.079835	0.166646	0.316028	0.293392	0.135530	0.255050	0.316028	0.293392	0.135530	0.255050	0.316028	0.293392	0.135530	0.255050	0.316028	0.293392	0.135530	0.255050	
1791000	48.111915	2	0.467116	0.286403	0.079835	0.166646	0.282841	0.281181	0.151816	0.284162	0.467116	0.286403	0.079835	0.166646	0.282841	0.281181	0.151816	0.284162	0.282841	0.281181	0.151816	0.284162	0.282841	0.281181	0.151816	0.284162	0.467116	0.286403	0.079835	0.166646	0.282841	0.281181	0.151816	0.284162	0.467116	0.286403	0.079835	0.166646	0.282841	0.281181	0.151816	0.284162	0.282841	0.281181	0.151816	0.284162	
1792000	48.111915	4	0.462912	0.277675	0.084900	0.174513	0.268707	0.274172	0.185813	0.271308	0.462912	0.277675	0.084900	0.174513	0.268707	0.274172	0.185813	0.271308	0.268707	0.274172	0.185813	0.271308	0.268707	0.274172	0.185813	0.271308	0.462912	0.277675	0.084900	0.174513	0.392110	0.240927	0.094841	0.272122	0.392110	0.240927	0.094841	0.272122	0.268707	0.274172	0.185813	0.271308	0.308677	0.223870	0.387997	0.079455	
1793000	48.111915	4	0.463690	0.287035	0.082254	0.167021	0.278111	0.227360	0.230783	0.263747	0.463690	0.287035	0.082254	0.167021	0.278111	0.227360	0.230783	0.263747	0.278111	0.227360	0.230783	0.263747	0.330258	0.277393	0.105569	0.286780	0.463690	0.287035	0.082254	0.167021	0.330258	0.277393	0.105569	0.286780	0.330258	0.277393	0.105569	0.286780	0.330258	0.277393	0.105569	0.286780	0.332728	0.224308	0.349331	0.093633	
1794000	48.111915	5	0.463690	0.287035	0.082254	0.167021	0.245674	0.280133	0.196313	0.277880	0.463690	0.287035	0.082254	0.167021	0.245674	0.280133	0.196313	0.277880	0.245674	0.280133	0.196313	0.277880	0.139792	0.373921	0.175651	0.310636	0.463690	0.287035	0.082254	0.167021	0.376668	0.253685	0.115935	0.253713	0.376668	0.253685	0.115935	0.253713	0.376668	0.253685	0.115935	0.253713	0.348288	0.145993	0.360484	0.145235	
1795000	48.111915	3	0.434366	0.310739	0.081843	0.173052	0.262301	0.281721	0.190531	0.265447	0.434366	0.310739	0.081843	0.173052	0.262301	0.281721	0.190531	0.265447	0.262301	0.281721	0.190531	0.265447	0.262301	0.281721	0.190531	0.265447	0.434366	0.310739	0.081843	0.173052	0.262301	0.281721	0.190531	0.265447	0.308604	0.319111	0.144311	0.227973	0.308604	0.319111	0.144311	0.227973	0.308604	0.319111	0.144311	0.227973	
1796000	48.111915	4	0.434366	0.310739	0.081843	0.173052	0.256902	0.294250	0.155149	0.293698	0.434366	0.310739	0.081843	0.173052	0.256902	0.294250	0.155149	0.293698	0.316392	0.332709	0.134185	0.216714	0.256902	0.294250	0.155149	0.293698	0.434366	0.310739	0.081843	0.173052	0.316392	0.332709	0.134185	0.216714	0.316392	0.332709	0.134185	0.216714	0.256902	0.294250	0.155149	0.293698	0.165936	0.236030	0.261107	0.336927	
1797000	48.111915	3	0.473737	0.291485	0.078961	0.155817	0.290095	0.293488	0.153289	0.263128	0.473737	0.291485	0.078961	0.155817	0.290095	0.293488	0.153289	0.263128	0.290095	0.293488	0.153289	0.263128	0.290095	0.293488	0.153289	0.263128	0.473737	0.291485	0.078961	0.155817	0.290095	0.293488	0.153289	0.263128	0.473737	0.291485	0.078961	0.155817	0.290095	0.293488	0.153289	0.263128	0.167281	0.208788	0.194582	0.429350	
1798000	48.111915	4	0.473737	0.291485	0.078961	0.155817	0.284200	0.284595	0.187078	0.244126	0.473737	0.291485	0.078961	0.155817	0.331776	0.227722	0.157667	0.282835	0.284200	0.284595	0.187078	0.244126	0.214463	0.389565	0.126825	0.269147	0.473737	0.291485	0.078961	0.155817	0.331776	0.227722	0.157667	0.282835	0.284200	0.284595	0.187078	0.244126	0.331776	0.227722	0.157667	0.282835	0.284200	0.284595	0.187078	0.244126	
1799000	48.111915	4	0.466918	0.270368	0.083530	0.179184	0.286283	0.255179	0.178746	0.279791	0.466918	0.270368	0.083530	0.179184	0.286283	0.255179	0.178746	0.279791	0.286283	0.255179	0.178746	0.279791	0.286283	0.255179	0.178746	0.279791	0.466918	0.270368	0.083530	0.179184	0.386960	0.285857	0.082322	0.244861	0.386960	0.285857	0.082322	0.244861	0.386960	0.285857	0.082322	0.244861	0.321900	0.140881	0.411145	0.126074	
1800000	48.111915	3	0.430465	0.306176	0.082068	0.181291	0.264712	0.301668	0.166766	0.266854	0.430465	0.306176	0.082068	0.181291	0.264712	0.301668	0.166766	0.266854	0.264712	0.301668	0.166766	0.266854	0.264712	0.301668	0.166766	0.266854	0.430465	0.306176	0.082068	0.181291	0.264712	0.301668	0.166766	0.266854	0.430465	0.306176	0.082068	0.181291	0.264712	0.301668	0.166766	0.266854	0.636845	0.035489	0.139153	0.188513	
