Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	Alpha[10]	Alpha[11]	
177000	11.688050	6	0.335796	0.246799	0.618139	0.246799	0.335796	0.231434	0.771600	0.335796	0.335796	0.335796	0.124030	
178000	11.688050	6	0.334401	0.241066	0.334401	0.301480	0.334401	0.204823	0.632629	0.328885	0.334401	0.334401	0.334401	
179000	11.688050	7	0.291177	0.224442	0.400413	0.291177	0.291177	0.189868	1.274879	0.387962	0.291177	0.527305	0.291177	
180000	11.688050	6	0.322486	0.250048	0.494150	0.248866	0.322486	0.171206	0.494150	0.355749	0.250048	0.494150	0.494150	
181000	11.688050	7	0.303124	0.197840	0.492094	0.248144	0.303124	0.197840	0.527076	0.368869	0.310624	0.492094	0.303124	
182000	11.688050	8	0.355327	0.237994	0.431190	0.276840	0.355327	0.206899	1.749579	0.356733	0.276840	0.431190	0.238877	
183000	11.688050	6	0.305261	0.163791	0.444834	0.305261	0.305261	0.199358	0.504579	0.305261	0.266830	0.504579	0.305261	
184000	11.688050	6	0.321311	0.232686	0.420451	0.304029	0.304029	0.232686	0.541152	0.420451	0.321311	0.382738	0.420451	
185000	11.688050	6	0.333311	0.171008	0.481203	0.283951	0.333311	0.171008	0.539205	0.481203	0.333311	0.404989	0.171008	
186000	11.688050	6	0.258051	0.220517	0.436222	0.273849	0.273849	0.220517	0.436222	0.404809	0.258051	0.436222	0.120117	
187000	11.688050	6	0.302066	0.193407	0.468207	0.302066	0.302066	0.193407	0.694293	0.405131	0.302066	0.437325	0.193407	
188000	11.688050	7	0.300353	0.197468	0.450330	0.300353	0.358716	0.197468	1.504840	0.560380	0.300353	0.358716	0.214516	
189000	11.688050	8	0.341076	0.224383	0.511154	0.271918	0.341076	0.160891	0.511154	0.310665	0.271918	0.345865	0.258728	
190000	11.688050	6	0.273866	0.273866	0.458611	0.273866	0.273866	0.203300	0.569536	0.591324	0.273866	0.463850	0.273866	
191000	11.688050	6	0.301871	0.199420	0.457303	0.274109	0.301871	0.180904	0.457303	0.457303	0.301871	0.457303	0.271511	
192000	11.688050	6	0.275508	0.204796	0.493144	0.308116	0.308116	0.204796	0.675381	0.308116	0.275508	0.493144	0.179347	
193000	11.688050	5	0.299775	0.283351	0.434851	0.283351	0.299775	0.283351	0.434851	0.456936	0.299775	0.434851	0.147308	
194000	11.688050	8	0.339558	0.203810	0.459308	0.280952	0.339558	0.180957	0.617129	0.339558	0.368402	0.449028	0.203810	
195000	11.688050	6	0.310347	0.269082	0.427960	0.269082	0.281658	0.269082	0.635292	0.395136	0.269082	0.310347	0.281658	
196000	11.688050	6	0.294262	0.233849	0.379690	0.294262	0.294262	0.233849	1.517535	0.426162	0.294262	0.346660	0.233849	
197000	11.688050	6	0.285800	0.247579	0.402683	0.247938	0.285800	0.247579	1.122728	0.402683	0.312946	0.402683	0.285800	
198000	11.688050	7	0.326848	0.221391	0.426752	0.289696	0.326848	0.221391	0.495981	0.590514	0.272526	0.426752	0.272526	
199000	11.688050	8	0.302495	0.273195	0.427410	0.246023	0.302495	0.162375	0.530987	0.466151	0.263606	0.427410	0.263606	
200000	11.688050	4	0.275440	0.238251	0.421694	0.275440	0.275440	0.238251	0.976105	0.421694	0.275440	0.421694	0.275440	
201000	11.688050	7	0.295485	0.203189	0.423908	0.295485	0.319035	0.165083	0.423506	0.296576	0.319035	0.423908	0.295485	
202000	11.688050	6	0.320886	0.228697	0.435511	0.320886	0.340531	0.228697	0.717151	0.320886	0.320886	0.435511	0.088684	
203000	11.688050	6	0.289953	0.242484	0.493521	0.289953	0.289953	0.175768	0.493521	0.493521	0.234578	0.493521	0.093313	
204000	11.688050	5	0.289868	0.217163	0.408823	0.289868	0.289868	0.217163	0.902618	0.426532	0.289868	0.408823	0.217163	
205000	11.688050	6	0.350171	0.184085	0.455566	0.289079	0.289079	0.184085	0.543330	0.455566	0.289079	0.289079	0.277771	
206000	11.688050	5	0.322964	0.212980	0.371927	0.212980	0.322964	0.212980	0.991968	0.428595	0.322964	0.322964	0.322964	
207000	11.688050	5	0.331173	0.253277	0.477049	0.253277	0.331173	0.206100	0.477049	0.331173	0.321697	0.477049	0.331173	
208000	11.688050	4	0.326613	0.192641	0.508096	0.326613	0.326613	0.192641	0.508096	0.508096	0.326613	0.326613	0.152497	
