Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	Alpha[10]	Alpha[11]	
18000	48.111915	7	0.297727	0.176623	0.432307	0.297727	0.335155	0.196919	0.484558	0.440230	0.335155	0.432307	0.176623	
19000	48.111915	10	0.288354	0.224375	0.389564	0.262036	0.338647	0.163764	0.790603	0.418350	0.373127	0.578098	0.262036	
20000	48.111915	6	0.320946	0.281670	0.419605	0.281670	0.281670	0.281670	1.181930	0.333837	0.338488	0.419605	0.419605	
21000	48.111915	6	0.280832	0.280832	0.409395	0.316177	0.280832	0.218482	0.621801	0.409395	0.280832	0.409395	0.126908	
22000	48.111915	7	0.290301	0.177681	0.468960	0.259861	0.306886	0.177681	0.716259	0.417787	0.306886	0.468960	0.468960	
23000	48.111915	4	0.311395	0.204437	0.432523	0.311395	0.311395	0.204437	0.432523	0.311395	0.311395	0.424847	0.204437	
24000	48.111915	5	0.307067	0.190719	0.385046	0.307067	0.307067	0.190719	0.627097	0.307067	0.307067	0.385046	0.121106	
25000	48.111915	7	0.299726	0.202341	0.384082	0.330096	0.299726	0.202341	0.486063	0.308491	0.299726	0.384082	0.317426	
26000	48.111915	8	0.325125	0.198432	0.399204	0.325125	0.325125	0.180225	0.953413	0.426730	0.325125	0.481372	0.275744	
27000	48.111915	10	0.300006	0.238804	0.412644	0.300006	0.342650	0.174637	0.769338	0.354228	0.367175	0.399958	0.223403	
28000	48.111915	6	0.310954	0.180447	0.376986	0.292643	0.292643	0.180447	1.088530	0.397695	0.292643	0.397695	0.180447	
29000	48.111915	6	0.305461	0.254225	0.370181	0.254225	0.305461	0.254225	1.320449	0.339500	0.284078	0.370181	0.305461	
30000	48.111915	5	0.298395	0.232402	0.381313	0.298395	0.298395	0.232402	0.743113	0.381313	0.298395	0.381313	0.132064	
31000	48.111915	4	0.298289	0.225664	0.324913	0.298289	0.298289	0.225664	0.324913	0.298289	0.225664	0.327128	0.225664	
32000	48.111915	6	0.282556	0.236998	0.383171	0.282556	0.282556	0.236998	0.765673	0.353537	0.282556	0.431893	0.236998	
33000	48.111915	7	0.379000	0.209365	0.379000	0.290817	0.288553	0.209365	2.212723	0.327790	0.328651	0.379000	0.290817	
34000	48.111915	7	0.309895	0.201887	0.445819	0.309895	0.309895	0.201887	1.278114	0.347621	0.309895	0.505736	0.379162	
35000	48.111915	8	0.337900	0.238149	0.381203	0.322865	0.322865	0.178207	0.978185	0.422378	0.322865	0.381203	0.115466	
36000	48.111915	7	0.323005	0.204517	0.458860	0.323005	0.309897	0.204517	1.011031	0.323005	0.371400	0.365093	0.204517	
37000	48.111915	8	0.306783	0.180465	0.386690	0.306783	0.283152	0.180465	0.831569	0.272184	0.272184	0.425541	0.156891	
38000	48.111915	8	0.309683	0.191966	0.329146	0.309683	0.281139	0.193049	0.990998	0.411183	0.309683	0.411183	0.303632	
39000	48.111915	8	0.331162	0.192667	0.397374	0.331162	0.256524	0.178798	0.709079	0.397374	0.331162	0.363105	0.141018	
40000	48.111915	6	0.300172	0.226654	0.408485	0.300172	0.300172	0.226654	0.408485	0.341681	0.300172	0.439872	0.172309	
41000	48.111915	7	0.279360	0.279360	0.381125	0.279360	0.279360	0.252048	0.458460	0.520382	0.321953	0.381968	0.279360	
42000	48.111915	5	0.321483	0.176565	0.390041	0.321483	0.321483	0.176565	0.980370	0.321483	0.321483	0.430953	0.321483	
43000	48.111915	7	0.296893	0.160997	0.457638	0.296893	0.296893	0.198305	0.884677	0.296893	0.296893	0.514094	0.098438	
44000	48.111915	6	0.271035	0.201660	0.412795	0.298109	0.298109	0.209081	0.463601	0.412795	0.298109	0.412795	0.298109	
45000	48.111915	6	0.305599	0.273004	0.305599	0.282842	0.305599	0.155015	0.849132	0.305599	0.305599	0.305599	0.229181	
46000	48.111915	6	0.317944	0.259883	0.381225	0.317944	0.317944	0.259883	0.524838	0.381225	0.259883	0.382291	0.468800	
47000	48.111915	7	0.342504	0.189328	0.392485	0.261119	0.342504	0.189328	0.469296	0.392485	0.226833	0.342504	0.216064	
48000	48.111915	8	0.316729	0.174846	0.404209	0.286535	0.286535	0.215086	1.025650	0.404209	0.286535	0.332000	0.245971	
49000	48.111915	6	0.325958	0.213527	0.400102	0.325958	0.325958	0.207757	1.628939	0.325958	0.325958	0.412488	0.213527	
50000	48.111915	7	0.324907	0.207491	0.344332	0.274072	0.324907	0.207491	0.667167	0.344332	0.312598	0.423861	0.207491	
51000	48.111915	6	0.319295	0.185333	0.508453	0.319295	0.319295	0.185333	1.267491	0.450064	0.298400	0.450064	0.185333	
52000	48.111915	8	0.330978	0.178238	0.371150	0.300119	0.296556	0.178238	1.175869	0.296556	0.371150	0.404656	0.186059	
53000	48.111915	8	0.325359	0.229257	0.443993	0.327160	0.324236	0.223311	0.562275	0.327160	0.327160	0.416102	0.223311	
54000	48.111915	4	0.316859	0.212570	0.515804	0.316859	0.316859	0.212570	0.515804	0.316859	0.316859	0.393358	0.393358	
55000	48.111915	6	0.311692	0.229491	0.523497	0.311692	0.311692	0.229993	0.815055	0.523497	0.311692	0.312809	0.311692	
56000	48.111915	6	0.332015	0.271341	0.386570	0.271341	0.332015	0.200628	0.448313	0.386570	0.332015	0.386570	0.191597	
57000	48.111915	6	0.325286	0.195086	0.421258	0.325286	0.325286	0.195086	1.397188	0.421258	0.325286	0.442110	0.170754	
58000	48.111915	9	0.285244	0.285244	0.392832	0.285244	0.296269	0.176968	0.809481	0.402564	0.397075	0.414478	0.165918	
59000	48.111915	7	0.319805	0.238856	0.371712	0.322008	0.322008	0.167717	0.730935	0.371712	0.319805	0.545281	0.322008	
60000	48.111915	7	0.308139	0.197377	0.347655	0.301407	0.320685	0.197377	0.711382	0.320685	0.320685	0.320685	0.215768	
61000	48.111915	6	0.289982	0.230927	0.375241	0.289982	0.375241	0.230927	1.333403	0.470392	0.289982	0.394010	0.230927	
62000	48.111915	8	0.281405	0.232389	0.410417	0.281405	0.360231	0.232389	0.689684	0.411638	0.360231	0.514678	0.244873	
63000	48.111915	7	0.324763	0.216058	0.382935	0.301852	0.278304	0.196627	0.786860	0.382935	0.382935	0.382935	0.382935	
64000	48.111915	8	0.330018	0.174689	0.414185	0.290890	0.303937	0.215737	0.878085	0.330018	0.303937	0.436426	0.174689	
65000	48.111915	7	0.306574	0.164638	0.345253	0.306574	0.328508	0.205088	0.943161	0.306574	0.306574	0.345597	0.205088	
66000	48.111915	6	0.317498	0.173207	0.432740	0.305932	0.317498	0.198572	0.432740	0.317498	0.317498	0.432740	0.167236	
67000	48.111915	7	0.301596	0.215423	0.399168	0.330546	0.301596	0.215423	0.691913	0.283721	0.301596	0.330546	0.168016	
68000	48.111915	7	0.294905	0.180288	0.421570	0.294905	0.294905	0.187664	1.462713	0.355296	0.335756	0.355296	0.294905	
69000	48.111915	6	0.339015	0.196640	0.527677	0.307104	0.307104	0.196640	0.830116	0.307104	0.307104	0.559278	0.307104	
70000	48.111915	7	0.294520	0.283400	0.510991	0.283400	0.283400	0.242387	0.876236	0.529245	0.283400	0.395898	0.283400	
71000	48.111915	7	0.316210	0.269781	0.419698	0.316210	0.316210	0.149084	0.800604	0.313833	0.316210	0.408645	0.149084	
72000	48.111915	8	0.309580	0.197385	0.408479	0.309580	0.315780	0.200516	1.328432	0.356198	0.310019	0.408479	0.310019	
73000	48.111915	6	0.305706	0.284685	0.327177	0.305706	0.305706	0.160669	0.950345	0.284685	0.284685	0.284685	0.367746	
74000	48.111915	6	0.292468	0.193739	0.352636	0.290024	0.326165	0.193739	0.676322	0.326165	0.326165	0.326165	0.326165	
75000	48.111915	8	0.310265	0.198884	0.348608	0.286462	0.310265	0.167366	0.422344	0.310265	0.310265	0.445264	0.180466	
76000	48.111915	8	0.332478	0.192914	0.373705	0.332478	0.332478	0.212039	0.774101	0.332478	0.427983	0.440454	0.172210	
77000	48.111915	7	0.310084	0.204725	0.372313	0.310084	0.310084	0.204725	0.523843	0.372667	0.310084	0.342772	0.134076	
78000	48.111915	6	0.316418	0.290871	0.488231	0.302644	0.316418	0.290871	0.488231	0.382068	0.316418	0.488231	0.252010	
79000	48.111915	7	0.329226	0.184699	0.442182	0.277263	0.277263	0.184699	1.101001	0.464571	0.277263	0.397403	0.184699	
80000	48.111915	4	0.307622	0.191026	0.479118	0.307622	0.307622	0.191026	0.479118	0.307622	0.307622	0.466578	0.307622	
81000	48.111915	7	0.337926	0.195932	0.491068	0.306648	0.337926	0.195932	0.861109	0.303836	0.306648	0.459694	0.195932	
82000	48.111915	6	0.281724	0.174867	0.466931	0.339018	0.339018	0.174867	0.472857	0.438884	0.339018	0.472857	0.174867	
83000	48.111915	5	0.282474	0.238345	0.427195	0.282474	0.282474	0.216407	0.427195	0.282474	0.282474	0.427195	0.201636	
84000	48.111915	6	0.323649	0.188038	0.522635	0.237584	0.323649	0.179789	0.522635	0.423189	0.323649	0.522635	0.179789	
85000	48.111915	7	0.303672	0.196660	0.460851	0.303672	0.303672	0.186918	0.773253	0.354456	0.303672	0.354456	0.273494	
86000	48.111915	6	0.304307	0.304307	0.438942	0.279791	0.304307	0.182305	1.000125	0.438942	0.304307	0.438942	0.159972	
87000	48.111915	8	0.329903	0.209808	0.425482	0.299050	0.299050	0.179987	0.425482	0.425482	0.355346	0.458486	0.143924	
88000	48.111915	6	0.302442	0.240060	0.444138	0.302442	0.302442	0.240060	0.986427	0.421400	0.302442	0.430221	0.240060	
89000	48.111915	7	0.291107	0.185251	0.433391	0.291107	0.321808	0.185251	0.433391	0.433391	0.387074	0.358043	0.134089	
90000	48.111915	6	0.297939	0.203021	0.393783	0.297939	0.297939	0.154152	0.731445	0.473932	0.473932	0.473932	0.203021	
91000	48.111915	5	0.307030	0.189671	0.653429	0.307030	0.307030	0.189671	0.592130	0.307350	0.307030	0.307030	0.307030	
92000	48.111915	4	0.304245	0.208865	0.425200	0.304245	0.304245	0.208865	0.508885	0.304245	0.304245	0.304245	0.208865	
93000	48.111915	7	0.269965	0.252234	0.402642	0.252621	0.324624	0.177187	0.402642	0.402642	0.402642	0.402642	0.203790	
94000	48.111915	9	0.323497	0.227655	0.385647	0.258597	0.324374	0.232354	0.441708	0.407471	0.323497	0.442703	0.227655	
95000	48.111915	6	0.286703	0.281321	0.368954	0.286703	0.368954	0.138769	0.463966	0.368954	0.368954	0.391595	0.286703	
96000	48.111915	6	0.270648	0.267393	0.404950	0.267393	0.400123	0.267393	0.465948	0.404950	0.465948	0.465948	0.470257	
97000	48.111915	8	0.309161	0.175358	0.388899	0.307753	0.307753	0.175358	0.740236	0.391257	0.252420	0.498066	0.175358	
98000	48.111915	7	0.290345	0.228879	0.393609	0.320062	0.320062	0.228879	0.718263	0.271658	0.290345	0.508886	0.228879	
99000	48.111915	8	0.318771	0.195418	0.394900	0.274803	0.275832	0.195418	0.725998	0.318771	0.250891	0.469485	0.195418	
100000	48.111915	8	0.306398	0.193993	0.495463	0.306398	0.337938	0.207495	0.495463	0.396140	0.299936	0.495463	0.133600	
101000	48.111915	7	0.308233	0.234516	0.353703	0.337216	0.353703	0.234516	1.584525	0.353703	0.337216	0.396551	0.209248	
102000	48.111915	6	0.327676	0.194182	0.377970	0.327676	0.332799	0.194182	0.579427	0.377970	0.327676	0.579427	0.137376	
103000	48.111915	9	0.302136	0.180866	0.463105	0.250618	0.302136	0.196016	1.543634	0.463105	0.352712	0.451725	0.090299	
104000	48.111915	6	0.299971	0.187424	0.365062	0.290199	0.290199	0.187424	0.856299	0.350025	0.299971	0.350025	0.299971	
105000	48.111915	5	0.279479	0.230514	0.392400	0.263941	0.279479	0.230514	0.476958	0.392400	0.279479	0.392400	0.279479	
106000	48.111915	7	0.300632	0.193004	0.334438	0.300632	0.300632	0.191034	0.959470	0.300632	0.228230	0.334438	0.210311	
107000	48.111915	6	0.279749	0.202841	0.422558	0.279749	0.279749	0.202841	0.668286	0.342042	0.230047	0.422558	0.279749	
108000	48.111915	7	0.313677	0.184436	0.424462	0.313677	0.313677	0.185731	1.772647	0.424462	0.277300	0.424462	0.188456	
109000	48.111915	7	0.325527	0.190293	0.344363	0.344363	0.316809	0.190293	0.573954	0.344363	0.344363	0.525103	0.201164	
110000	48.111915	6	0.332365	0.203230	0.545541	0.303078	0.323757	0.203230	0.545541	0.369232	0.332365	0.369232	0.369232	
111000	48.111915	8	0.325128	0.261547	0.526397	0.325128	0.325128	0.155664	0.768180	0.443175	0.262620	0.443175	0.370111	
112000	48.111915	4	0.275672	0.216857	0.458760	0.275672	0.275672	0.216857	0.535247	0.535247	0.275672	0.458760	0.275672	
113000	48.111915	7	0.283264	0.192815	0.455796	0.305743	0.283264	0.192815	0.736808	0.455796	0.330118	0.455796	0.295270	
114000	48.111915	6	0.307761	0.189641	0.430585	0.307761	0.307761	0.189641	1.195661	0.313007	0.313007	0.430585	0.235388	
115000	48.111915	10	0.255737	0.167756	0.377088	0.271383	0.278343	0.225822	0.884660	0.304727	0.290927	0.501989	0.167756	
116000	48.111915	6	0.293950	0.287784	0.353331	0.319935	0.265150	0.265150	0.353331	0.464589	0.287784	0.353331	0.353331	
117000	48.111915	8	0.298332	0.236914	0.430987	0.298332	0.290457	0.224650	0.645851	0.486345	0.298332	0.396343	0.224650	
118000	48.111915	7	0.315765	0.214679	0.520406	0.320375	0.320375	0.188309	0.560359	0.320375	0.305826	0.520406	0.188309	
119000	48.111915	7	0.305114	0.183832	0.490564	0.305114	0.298665	0.183832	0.490564	0.490564	0.252233	0.421849	0.143284	
120000	48.111915	7	0.322630	0.208228	0.507351	0.313876	0.313876	0.183770	0.650947	0.507351	0.313876	0.344895	0.313876	
121000	48.111915	8	0.307638	0.179657	0.397665	0.248454	0.307638	0.179657	1.038519	0.344435	0.266077	0.344435	0.256511	
122000	48.111915	8	0.299338	0.186094	0.406432	0.294310	0.299338	0.168377	0.810660	0.333883	0.294310	0.406432	0.228285	
123000	48.111915	6	0.317054	0.187912	0.530798	0.317054	0.317054	0.196969	0.530798	0.317054	0.317054	0.565228	0.201981	
124000	48.111915	8	0.308918	0.181870	0.380125	0.308918	0.383174	0.168007	0.544668	0.382002	0.308918	0.386482	0.181870	
125000	48.111915	6	0.300795	0.187077	0.454136	0.300795	0.271198	0.187077	0.462785	0.454136	0.271198	0.462785	0.160926	
126000	48.111915	9	0.293286	0.208941	0.421874	0.274330	0.293286	0.171771	0.421874	0.482695	0.310786	0.312043	0.259678	
127000	48.111915	6	0.306822	0.211753	0.470212	0.286562	0.286562	0.206493	0.470212	0.470212	0.286562	0.470212	0.239041	
128000	48.111915	6	0.317851	0.223541	0.401798	0.263889	0.317851	0.223541	0.875007	0.401798	0.263889	0.365288	0.317851	
129000	48.111915	7	0.300072	0.198544	0.431498	0.306766	0.300072	0.198544	0.696318	0.410037	0.300072	0.306766	0.179880	
130000	48.111915	7	0.319937	0.221552	0.415640	0.258785	0.319937	0.168218	0.935855	0.386814	0.319937	0.415640	0.221552	
131000	48.111915	8	0.313252	0.227193	0.441496	0.271252	0.361505	0.164199	0.441496	0.457609	0.271252	0.545766	0.164199	
132000	48.111915	7	0.310732	0.282847	0.337128	0.282847	0.310732	0.184083	0.845864	0.337128	0.310732	0.351974	0.316793	
133000	48.111915	9	0.282157	0.210810	0.379019	0.310423	0.375143	0.157722	0.438131	0.375143	0.222031	0.379019	0.164530	
134000	48.111915	6	0.289641	0.251190	0.435603	0.289641	0.289641	0.216617	0.466959	0.306115	0.251190	0.435603	0.251190	
135000	48.111915	5	0.279334	0.203385	0.398172	0.279334	0.398172	0.203385	0.785091	0.398172	0.279334	0.398172	0.199883	
136000	48.111915	8	0.327030	0.174002	0.407217	0.276015	0.318671	0.174002	0.755427	0.318671	0.276015	0.346471	0.227615	
137000	48.111915	7	0.336926	0.199027	0.339703	0.339703	0.336926	0.155789	0.678198	0.392525	0.262572	0.392525	0.199027	
138000	48.111915	8	0.329506	0.213414	0.388765	0.302822	0.335990	0.213414	0.439913	0.335990	0.330456	0.335990	0.191921	
139000	48.111915	6	0.292437	0.252975	0.401302	0.292437	0.292437	0.160339	1.715923	0.401302	0.252975	0.401302	0.155173	
140000	48.111915	7	0.332322	0.199732	0.483954	0.295299	0.332322	0.199732	0.483954	0.299512	0.299512	0.433387	0.209541	
141000	48.111915	5	0.336802	0.200602	0.531906	0.286252	0.336802	0.200602	0.531906	0.336802	0.286252	0.336802	0.493154	
142000	48.111915	8	0.309688	0.266477	0.379619	0.309688	0.309688	0.194565	1.206373	0.469311	0.309688	0.331649	0.218311	
143000	48.111915	8	0.329226	0.191570	0.483775	0.287624	0.321514	0.199264	0.483775	0.287624	0.287624	0.323336	0.488669	
144000	48.111915	6	0.293325	0.201275	0.519424	0.293325	0.293325	0.201275	0.519424	0.368160	0.293325	0.457438	0.165451	
145000	48.111915	6	0.340209	0.243145	0.459116	0.297498	0.297498	0.243145	0.459116	0.386604	0.340209	0.459116	0.225182	
146000	48.111915	6	0.367270	0.196504	0.493599	0.286285	0.286285	0.196504	0.493599	0.317131	0.317131	0.367270	0.172090	
147000	48.111915	4	0.312245	0.173620	0.389952	0.312245	0.312245	0.173620	1.020133	0.389952	0.312245	0.389952	0.312245	
148000	48.111915	6	0.293697	0.175290	0.389407	0.293697	0.293697	0.175290	0.625246	0.389407	0.236718	0.389407	0.180361	
149000	48.111915	6	0.317615	0.151500	0.399306	0.317615	0.317615	0.151500	0.827694	0.317615	0.295333	0.317615	0.285706	
150000	48.111915	5	0.288829	0.170524	0.448609	0.288829	0.288829	0.166339	0.448609	0.448609	0.288829	0.448609	0.161288	
151000	48.111915	9	0.316168	0.237931	0.439081	0.278560	0.316168	0.237931	0.899142	0.315501	0.400523	0.319172	0.112708	
152000	48.111915	6	0.291885	0.220782	0.390261	0.291885	0.346204	0.190887	1.352022	0.346204	0.291885	0.291885	0.346204	
153000	48.111915	7	0.278868	0.183266	0.369697	0.278868	0.369697	0.183266	1.704541	0.369697	0.244391	0.486916	0.269625	
154000	48.111915	7	0.335843	0.158769	0.391034	0.335843	0.335843	0.211124	0.632506	0.317339	0.280848	0.391034	0.211124	
155000	48.111915	9	0.323477	0.286654	0.427453	0.286654	0.299849	0.195781	0.691499	0.325302	0.323477	0.467801	0.299789	
156000	48.111915	7	0.314249	0.196548	0.445678	0.268894	0.314249	0.196548	0.534933	0.314249	0.314249	0.364381	0.246998	
157000	48.111915	6	0.298350	0.197503	0.391728	0.298350	0.298350	0.197503	0.498910	0.298350	0.270100	0.391728	0.347873	
158000	48.111915	8	0.305740	0.214824	0.406437	0.305740	0.357040	0.214824	0.472550	0.466030	0.282524	0.472550	0.120905	
159000	48.111915	7	0.303721	0.285416	0.386675	0.291584	0.285416	0.291584	0.406737	0.386675	0.291584	0.390062	0.159728	
160000	48.111915	6	0.326196	0.169969	0.379703	0.326196	0.326196	0.154634	1.340460	0.434171	0.326196	0.379703	0.326196	
161000	48.111915	8	0.339268	0.178473	0.455926	0.275469	0.275469	0.178473	0.889818	0.337161	0.275469	0.476399	0.160794	
162000	48.111915	9	0.296295	0.246573	0.409712	0.298781	0.296295	0.246573	0.742752	0.287451	0.269371	0.564629	0.274554	
163000	48.111915	6	0.312706	0.202625	0.360578	0.272238	0.272238	0.202625	0.559000	0.360578	0.303678	0.360578	0.272238	
164000	48.111915	7	0.295808	0.216085	0.359173	0.293900	0.295808	0.216085	0.756965	0.388665	0.293900	0.388665	0.302296	
165000	48.111915	5	0.321928	0.220202	0.344669	0.220202	0.321928	0.202608	0.344669	0.321928	0.249061	0.344669	0.249061	
166000	48.111915	7	0.309972	0.206291	0.454687	0.309972	0.326171	0.206291	0.537958	0.466662	0.309972	0.522653	0.206291	
167000	48.111915	7	0.334101	0.227089	0.385909	0.307045	0.334101	0.227089	1.814508	0.385909	0.307045	0.467619	0.262021	
168000	48.111915	8	0.322087	0.245494	0.432005	0.260956	0.322087	0.207472	0.996251	0.432005	0.428339	0.446261	0.245494	
169000	48.111915	6	0.298521	0.183962	0.438259	0.298521	0.298521	0.183962	0.577499	0.438259	0.275843	0.415984	0.275843	
170000	48.111915	8	0.283907	0.232132	0.427698	0.321079	0.283907	0.232132	0.766410	0.414773	0.283907	0.440313	0.128591	
171000	48.111915	9	0.306101	0.247027	0.464607	0.277525	0.258526	0.204023	0.510679	0.298120	0.277525	0.510679	0.526868	
172000	48.111915	6	0.283877	0.200649	0.379193	0.283877	0.283877	0.200649	0.618449	0.307885	0.283877	0.385786	0.283877	
173000	48.111915	10	0.285942	0.213236	0.429440	0.285942	0.354476	0.164610	0.434625	0.311504	0.288163	0.464942	0.381666	
174000	48.111915	7	0.323291	0.250204	0.398676	0.250204	0.323291	0.199495	0.711142	0.323291	0.275495	0.398676	0.260120	
175000	48.111915	6	0.365684	0.210154	0.450534	0.341472	0.341472	0.210154	0.450534	0.296584	0.284565	0.450534	0.210154	
176000	48.111915	8	0.277522	0.173481	0.422095	0.277522	0.263886	0.173481	0.446441	0.434554	0.263886	0.372324	0.115738	
177000	48.111915	7	0.289067	0.255386	0.436882	0.289067	0.248108	0.172391	0.436882	0.396253	0.289067	0.436882	0.128876	
178000	48.111915	6	0.286060	0.230561	0.352476	0.290446	0.290446	0.230561	0.450657	0.352476	0.230561	0.450657	0.090646	
179000	48.111915	5	0.292012	0.292012	0.388056	0.292012	0.292012	0.157328	0.388056	0.521392	0.292012	0.388056	0.389591	
180000	48.111915	6	0.336144	0.271729	0.410719	0.319313	0.319313	0.180378	0.410719	0.336144	0.336144	0.345286	0.271729	
181000	48.111915	6	0.312806	0.312806	0.433113	0.312806	0.312806	0.161450	1.073891	0.312806	0.312806	0.464209	0.141156	
182000	48.111915	8	0.306137	0.220787	0.364255	0.287003	0.306137	0.191449	0.589246	0.336222	0.284092	0.306137	0.191449	
183000	48.111915	6	0.288265	0.223133	0.418549	0.288265	0.277510	0.190790	0.418549	0.418549	0.314427	0.418549	0.223133	
184000	48.111915	7	0.283463	0.244388	0.444373	0.256777	0.283463	0.219231	0.871788	0.444373	0.283463	0.444373	0.131614	
185000	48.111915	8	0.294030	0.211726	0.458384	0.311293	0.313216	0.187222	0.973618	0.313216	0.313216	0.410515	0.311293	
186000	48.111915	8	0.277304	0.173142	0.388058	0.224862	0.341266	0.200344	0.731011	0.388058	0.341266	0.388058	0.183412	
187000	48.111915	6	0.294440	0.220880	0.444131	0.287979	0.299545	0.220880	0.556704	0.299545	0.299545	0.444131	0.299545	
188000	48.111915	5	0.314767	0.220799	0.496725	0.319071	0.314767	0.220799	0.557950	0.314767	0.319071	0.496725	0.314767	
189000	48.111915	7	0.319871	0.223020	0.368733	0.273486	0.368733	0.223020	0.652029	0.380522	0.263559	0.380522	0.263559	
190000	48.111915	6	0.364955	0.241817	0.364955	0.241817	0.364955	0.241817	1.477711	0.453867	0.241143	0.453867	0.224712	
191000	48.111915	8	0.306177	0.245059	0.374298	0.306177	0.306177	0.167647	0.501340	0.328063	0.322376	0.501340	0.323419	
192000	48.111915	4	0.310163	0.192366	0.371865	0.310163	0.310163	0.192366	0.524234	0.371865	0.310163	0.371865	0.192366	
193000	48.111915	8	0.288578	0.163693	0.378761	0.288578	0.288578	0.194208	0.582536	0.429897	0.352717	0.299602	0.299602	
194000	48.111915	5	0.339451	0.235826	0.459139	0.235826	0.235826	0.235826	0.459139	0.384173	0.235826	0.389667	0.235826	
195000	48.111915	7	0.304055	0.157600	0.398657	0.304055	0.304055	0.157600	0.810353	0.414241	0.304055	0.325912	0.146341	
196000	48.111915	5	0.296716	0.193458	0.374981	0.296716	0.284549	0.193458	0.439686	0.374981	0.296716	0.439686	0.193458	
197000	48.111915	8	0.265627	0.249221	0.413590	0.265627	0.265627	0.190511	0.559663	0.454633	0.265627	0.440064	0.133432	
198000	48.111915	6	0.292138	0.224964	0.420353	0.292138	0.292138	0.224964	0.420353	0.531010	0.261887	0.523873	0.292138	
199000	48.111915	9	0.308701	0.192456	0.386907	0.308701	0.288814	0.192456	0.503071	0.399265	0.358766	0.422587	0.104792	
200000	48.111915	6	0.325547	0.253765	0.375495	0.253765	0.375495	0.253765	0.800749	0.326061	0.303097	0.375495	0.375495	
201000	48.111915	6	0.307529	0.233747	0.406448	0.307529	0.406448	0.164821	1.223053	0.406448	0.305377	0.406448	0.233747	
202000	48.111915	7	0.331208	0.202876	0.470503	0.232554	0.342278	0.202876	0.470503	0.470503	0.205489	0.470503	0.147383	
203000	48.111915	4	0.327206	0.211899	0.455027	0.327206	0.362789	0.211899	0.455027	0.362789	0.362789	0.455027	0.362789	
204000	48.111915	8	0.313213	0.214360	0.398857	0.304526	0.313213	0.214360	0.557019	0.508018	0.313213	0.343197	0.214525	
205000	48.111915	7	0.335496	0.193333	0.410343	0.318542	0.318542	0.193333	1.027439	0.335496	0.233109	0.410343	0.173930	
206000	48.111915	7	0.314077	0.231977	0.377271	0.311520	0.314077	0.231977	0.880445	0.377271	0.231977	0.422223	0.208420	
207000	48.111915	6	0.281477	0.213842	0.359383	0.281477	0.281477	0.189313	1.367918	0.359383	0.281477	0.359383	0.201868	
208000	48.111915	8	0.284155	0.222147	0.423619	0.231067	0.284155	0.222147	1.486417	0.373612	0.284155	0.320527	0.151908	
