Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	Alpha[10]	Alpha[11]	
830000	48.111915	6	0.296902	0.195862	0.424889	0.296902	0.297985	0.195862	1.253613	0.296902	0.267517	0.424889	0.296902	
831000	48.111915	7	0.295770	0.204458	0.440571	0.272829	0.295770	0.204458	0.647292	0.440571	0.272829	0.510498	0.159855	
832000	48.111915	4	0.304707	0.242626	0.432225	0.242626	0.304707	0.242626	0.432225	0.432225	0.304707	0.432225	0.130150	
833000	48.111915	8	0.303477	0.232187	0.476938	0.303477	0.268534	0.173434	0.481607	0.265824	0.239720	0.476938	0.265824	
834000	48.111915	6	0.311616	0.224031	0.587681	0.311616	0.306834	0.224031	0.587681	0.311616	0.233676	0.311616	0.181810	
835000	48.111915	8	0.312015	0.247152	0.475329	0.312015	0.295033	0.247152	0.984244	0.475329	0.269544	0.423970	0.233498	
836000	48.111915	5	0.320696	0.227792	0.411318	0.227792	0.323304	0.227792	0.411318	0.323304	0.323304	0.411318	0.116297	
837000	48.111915	8	0.292151	0.252061	0.554435	0.252061	0.292151	0.131474	0.515311	0.391929	0.252061	0.473396	0.382134	
838000	48.111915	7	0.301004	0.253344	0.433532	0.253344	0.267256	0.194030	1.010884	0.433532	0.330489	0.433532	0.253344	
839000	48.111915	6	0.269512	0.269512	0.438109	0.269512	0.269512	0.217549	1.599248	0.409568	0.242649	0.438109	0.217549	
840000	48.111915	5	0.296515	0.194882	0.469081	0.296515	0.296515	0.194882	0.469081	0.469081	0.300041	0.307388	0.307388	
841000	48.111915	7	0.293712	0.218724	0.543947	0.290429	0.290429	0.218724	0.984915	0.290429	0.290429	0.437894	0.156092	
842000	48.111915	6	0.323790	0.219674	0.421946	0.257044	0.257044	0.219674	0.735706	0.421946	0.257044	0.297534	0.219674	
843000	48.111915	8	0.320463	0.200229	0.472569	0.260518	0.260518	0.197887	0.472569	0.349866	0.254095	0.349866	0.569059	
844000	48.111915	7	0.287219	0.188681	0.544518	0.287219	0.326811	0.188681	0.544518	0.317748	0.265170	0.544518	0.402388	
845000	48.111915	7	0.331343	0.210003	0.520592	0.331343	0.331343	0.210003	1.307009	0.359131	0.221493	0.331343	0.128986	
846000	48.111915	6	0.312850	0.237057	0.448460	0.285504	0.285504	0.166409	0.448460	0.448460	0.302198	0.448460	0.312850	
847000	48.111915	7	0.253335	0.237178	0.411301	0.253335	0.253335	0.166518	0.445259	0.411301	0.242176	0.374535	0.237178	
848000	48.111915	5	0.296779	0.213639	0.453119	0.294023	0.294023	0.213639	0.453119	0.296779	0.294023	0.453119	0.212426	
849000	48.111915	7	0.304595	0.233701	0.487498	0.304595	0.304595	0.218257	0.487498	0.361982	0.373473	0.373473	0.178837	
850000	48.111915	6	0.296726	0.186920	0.378288	0.296726	0.296726	0.186920	0.410714	0.344402	0.218099	0.378288	0.296726	
851000	48.111915	7	0.297840	0.249793	0.394628	0.301553	0.301553	0.249793	1.568871	0.468148	0.297840	0.371010	0.249793	
852000	48.111915	6	0.280144	0.199569	0.374515	0.285224	0.285224	0.199569	0.738773	0.374515	0.280144	0.522971	0.199569	
853000	48.111915	8	0.293637	0.212020	0.456744	0.339000	0.293637	0.212020	1.144628	0.511413	0.293637	0.345183	0.465702	
854000	48.111915	6	0.310819	0.197155	0.468369	0.310819	0.310819	0.171679	0.682833	0.310819	0.310819	0.392774	0.171679	
855000	48.111915	6	0.288213	0.277654	0.496055	0.288213	0.311785	0.277654	0.564063	0.406418	0.288213	0.406418	0.311785	
856000	48.111915	7	0.293114	0.194272	0.412161	0.293114	0.284617	0.194272	0.806218	0.284617	0.293114	0.437690	0.168038	
857000	48.111915	7	0.340688	0.237055	0.443078	0.237055	0.316051	0.147970	0.443078	0.443078	0.443078	0.490543	0.153977	
858000	48.111915	6	0.284239	0.242124	0.365255	0.284239	0.366751	0.170692	0.585763	0.366751	0.366751	0.365255	0.284239	
859000	48.111915	6	0.273492	0.199367	0.427861	0.273492	0.273492	0.154811	0.741754	0.427861	0.295796	0.427861	0.427861	
860000	48.111915	7	0.299988	0.240612	0.420341	0.299988	0.299988	0.179409	0.647860	0.540193	0.299988	0.420341	0.298775	
861000	48.111915	6	0.304073	0.257877	0.390199	0.304073	0.257877	0.257877	0.956581	0.565309	0.257877	0.404294	0.257877	
862000	48.111915	9	0.331590	0.215144	0.331590	0.284344	0.292703	0.176728	0.707212	0.317041	0.284344	0.402926	0.307380	
863000	48.111915	7	0.299926	0.194444	0.318171	0.297437	0.318171	0.194444	1.266193	0.318171	0.318171	0.484590	0.151547	
864000	48.111915	6	0.304597	0.215219	0.474639	0.304597	0.215219	0.215219	0.653919	0.272381	0.304597	0.334063	0.215219	
865000	48.111915	6	0.286427	0.246814	0.399427	0.246814	0.286427	0.246814	0.535167	0.448041	0.246814	0.442103	0.246814	
866000	48.111915	7	0.276030	0.193841	0.430090	0.253639	0.276030	0.170570	0.535117	0.430090	0.273855	0.430090	0.170570	
867000	48.111915	7	0.310873	0.243569	0.413638	0.310873	0.299868	0.243569	0.490319	0.344578	0.413638	0.344578	0.228653	
868000	48.111915	6	0.308857	0.180307	0.434845	0.289454	0.308857	0.180307	0.484713	0.434845	0.308857	0.434845	0.286380	
869000	48.111915	8	0.296595	0.247230	0.412811	0.296595	0.318473	0.211959	0.440767	0.392160	0.272022	0.318473	0.296595	
870000	48.111915	7	0.287540	0.201160	0.468225	0.272141	0.272141	0.201160	0.624694	0.468225	0.351031	0.510176	0.510176	
871000	48.111915	6	0.278049	0.167567	0.434515	0.278049	0.403481	0.199273	0.815694	0.403481	0.278049	0.403481	0.434515	
872000	48.111915	7	0.310309	0.177960	0.408815	0.301176	0.310309	0.211036	0.884095	0.359248	0.310309	0.408815	0.177960	
873000	48.111915	7	0.280468	0.200892	0.372759	0.280468	0.280468	0.200892	1.100783	0.468378	0.280468	0.364247	0.220505	
874000	48.111915	6	0.312690	0.282210	0.406549	0.282210	0.278359	0.282210	0.511789	0.511789	0.371641	0.406549	0.278359	
875000	48.111915	9	0.286383	0.256702	0.385394	0.286383	0.245971	0.245971	0.609138	0.273713	0.307384	0.406685	0.493067	
876000	48.111915	8	0.294658	0.225681	0.473452	0.297580	0.288767	0.182861	0.502272	0.502272	0.285495	0.473452	0.297580	
877000	48.111915	7	0.290161	0.251740	0.452640	0.271070	0.251740	0.251740	0.574861	0.365360	0.251740	0.452640	0.154888	
878000	48.111915	7	0.285414	0.253112	0.400325	0.253112	0.253112	0.155945	0.597021	0.400325	0.321102	0.400325	0.202234	
879000	48.111915	8	0.260563	0.227024	0.416414	0.260563	0.259410	0.227024	1.183410	0.349746	0.260563	0.311345	0.513126	
880000	48.111915	8	0.284530	0.198455	0.523201	0.280123	0.275128	0.177012	1.339528	0.275128	0.275128	0.284530	0.498910	
881000	48.111915	6	0.350106	0.198733	0.350106	0.291534	0.291534	0.177024	0.745417	0.350106	0.275315	0.350106	0.291534	
882000	48.111915	7	0.310631	0.187630	0.371077	0.310631	0.310631	0.187630	1.615656	0.316602	0.266846	0.310631	0.158867	
883000	48.111915	6	0.295182	0.295182	0.389682	0.223464	0.295182	0.223464	0.514400	0.299269	0.356325	0.299269	0.223464	
884000	48.111915	8	0.315250	0.208528	0.380430	0.253493	0.296207	0.208528	0.780880	0.525732	0.253493	0.380430	0.427139	
885000	48.111915	4	0.327472	0.188249	0.343114	0.327472	0.327472	0.188249	0.534765	0.343114	0.343114	0.343114	0.188249	
886000	48.111915	8	0.292555	0.202627	0.401474	0.276949	0.292555	0.202627	1.168207	0.570428	0.322514	0.401474	0.215516	
887000	48.111915	7	0.308015	0.250141	0.352854	0.308015	0.308015	0.250141	0.784943	0.396768	0.308015	0.437890	0.342519	
888000	48.111915	8	0.361084	0.244437	0.370317	0.269254	0.258315	0.244437	0.461052	0.361084	0.258753	0.361084	0.255855	
889000	48.111915	6	0.295440	0.167961	0.394018	0.295440	0.295440	0.167961	0.955027	0.394018	0.225987	0.563630	0.167961	
890000	48.111915	6	0.288675	0.226382	0.400284	0.226382	0.288675	0.226382	0.441327	0.441327	0.288675	0.405020	0.221639	
891000	48.111915	7	0.285230	0.278600	0.533485	0.245328	0.264036	0.245328	0.533485	0.533485	0.261203	0.335039	0.245328	
892000	48.111915	7	0.307308	0.178580	0.428695	0.281158	0.307308	0.211970	0.428695	0.539381	0.281158	0.355778	0.281158	
893000	48.111915	7	0.352343	0.247962	0.456174	0.284213	0.347966	0.247962	0.456174	0.360315	0.284213	0.347966	0.249751	
894000	48.111915	8	0.330947	0.216718	0.415437	0.263819	0.284274	0.203411	0.777978	0.415437	0.263819	0.330947	0.208740	
895000	48.111915	6	0.304322	0.232207	0.509444	0.304322	0.304322	0.232207	0.509444	0.407411	0.304322	0.345351	0.223128	
896000	48.111915	4	0.307076	0.200589	0.466326	0.307076	0.307076	0.200589	0.648686	0.466326	0.307076	0.466326	0.200589	
897000	48.111915	6	0.324228	0.207859	0.408717	0.263250	0.263250	0.207859	0.971853	0.558092	0.263250	0.408717	0.263250	
898000	48.111915	8	0.312645	0.194607	0.412457	0.284099	0.314520	0.194607	0.534354	0.534354	0.312645	0.510684	0.250227	
899000	48.111915	7	0.313101	0.197940	0.459772	0.313807	0.313807	0.197940	0.605713	0.475757	0.313807	0.459772	0.172281	
900000	48.111915	4	0.328350	0.211762	0.502811	0.260704	0.328350	0.211762	0.502811	0.502811	0.328350	0.328350	0.211762	
901000	48.111915	5	0.329445	0.200870	0.439897	0.329445	0.329445	0.201030	0.482493	0.329445	0.329445	0.329445	0.329445	
902000	48.111915	6	0.337850	0.205127	0.471566	0.337850	0.354690	0.205127	1.216522	0.325282	0.337850	0.337850	0.337850	
903000	48.111915	6	0.287476	0.195028	0.501416	0.287476	0.287476	0.195028	0.501416	0.476590	0.287476	0.385962	0.313586	
904000	48.111915	8	0.334643	0.234040	0.445766	0.234040	0.334643	0.186605	1.658709	0.463431	0.334643	0.414937	0.168489	
905000	48.111915	7	0.297822	0.218996	0.472540	0.256394	0.282777	0.218996	0.490116	0.472540	0.282777	0.472540	0.328849	
906000	48.111915	8	0.329437	0.193949	0.485391	0.282818	0.342226	0.193949	0.501753	0.485391	0.282818	0.455060	0.231208	
907000	48.111915	7	0.296435	0.240576	0.420568	0.296435	0.296435	0.182072	1.028444	0.405969	0.296435	0.405969	0.284694	
908000	48.111915	9	0.324583	0.220562	0.425988	0.285626	0.302389	0.220562	0.959506	0.425988	0.266407	0.598996	0.242338	
909000	48.111915	6	0.261245	0.198926	0.401097	0.274793	0.286955	0.198926	0.421570	0.401097	0.274793	0.401097	0.198926	
910000	48.111915	8	0.319586	0.249742	0.403032	0.330753	0.319586	0.221457	1.546373	0.444693	0.249742	0.483841	0.319586	
911000	48.111915	5	0.331833	0.175889	0.519261	0.331833	0.331833	0.175889	0.536927	0.536927	0.331833	0.357797	0.175889	
912000	48.111915	7	0.291759	0.232703	0.435854	0.291759	0.291759	0.223273	0.861619	0.291759	0.291759	0.398189	0.111717	
913000	48.111915	7	0.309360	0.204038	0.443617	0.284054	0.309360	0.204038	0.443617	0.367886	0.327771	0.367886	0.339539	
914000	48.111915	8	0.326029	0.232286	0.419196	0.316194	0.316194	0.217454	1.770327	0.350029	0.356779	0.356779	0.316194	
915000	48.111915	8	0.323281	0.189358	0.422236	0.268088	0.268088	0.167251	0.617366	0.415833	0.268088	0.392113	0.167251	
916000	48.111915	8	0.351414	0.232683	0.515393	0.273674	0.262984	0.273674	0.515393	0.582078	0.273674	0.322768	0.112650	
917000	48.111915	5	0.280136	0.200791	0.399683	0.280136	0.230607	0.200791	0.594738	0.399683	0.280136	0.399683	0.200791	
918000	48.111915	8	0.303872	0.183922	0.427047	0.289131	0.256587	0.183922	0.668481	0.485373	0.303872	0.427047	0.142760	
919000	48.111915	6	0.253026	0.253026	0.412071	0.251237	0.253026	0.253026	0.603488	0.418264	0.253026	0.323760	0.253026	
920000	48.111915	9	0.305020	0.187908	0.422437	0.247619	0.336177	0.187908	0.653836	0.422437	0.226687	0.398635	0.252558	
921000	48.111915	9	0.332914	0.210322	0.471397	0.325186	0.261592	0.210322	0.649101	0.344071	0.325186	0.402388	0.147581	
922000	48.111915	6	0.273215	0.242146	0.499534	0.273215	0.273215	0.242146	0.499534	0.317467	0.273215	0.381945	0.244816	
923000	48.111915	4	0.313657	0.199210	0.493632	0.313657	0.313657	0.199210	1.250007	0.313657	0.313657	0.493632	0.313657	
924000	48.111915	5	0.318548	0.207403	0.422372	0.318548	0.352767	0.207403	1.898020	0.422372	0.318548	0.352767	0.422372	
925000	48.111915	8	0.342229	0.200639	0.420598	0.291653	0.255313	0.200639	0.475128	0.391748	0.255313	0.475128	0.276748	
926000	48.111915	7	0.324982	0.188054	0.401654	0.250577	0.311563	0.188054	0.404429	0.404429	0.314618	0.404429	0.250577	
927000	48.111915	8	0.320047	0.241088	0.418325	0.320047	0.320047	0.153583	0.810136	0.429353	0.459242	0.328670	0.320047	
928000	48.111915	7	0.324685	0.183173	0.399410	0.324685	0.324685	0.189876	1.408541	0.324685	0.305457	0.324685	0.160180	
929000	48.111915	9	0.298407	0.183420	0.384681	0.304268	0.284247	0.207725	0.541930	0.384681	0.298407	0.414525	0.203007	
930000	48.111915	7	0.320687	0.254211	0.518980	0.254211	0.254211	0.155384	0.730797	0.330188	0.493016	0.518980	0.254211	
931000	48.111915	5	0.297228	0.211162	0.453067	0.211162	0.245763	0.211162	0.453067	0.309102	0.297228	0.309102	0.211162	
932000	48.111915	7	0.297764	0.225280	0.455821	0.311975	0.320281	0.225280	0.710650	0.455821	0.311975	0.455821	0.134006	
933000	48.111915	7	0.337929	0.217302	0.388077	0.270777	0.337929	0.217302	0.507912	0.507912	0.337929	0.408406	0.282007	
934000	48.111915	7	0.321329	0.211324	0.342539	0.330907	0.321329	0.211324	0.703680	0.321329	0.259169	0.323553	0.211324	
935000	48.111915	7	0.294047	0.184585	0.469106	0.251918	0.294047	0.184585	0.737636	0.469106	0.251918	0.486349	0.332959	
936000	48.111915	7	0.314603	0.223606	0.361667	0.308415	0.361667	0.223606	1.205187	0.470143	0.314603	0.574835	0.223606	
937000	48.111915	8	0.332910	0.277871	0.448025	0.259918	0.319178	0.259918	0.508458	0.332910	0.259918	0.343453	0.131517	
938000	48.111915	5	0.322161	0.226581	0.417715	0.322161	0.322161	0.226581	0.602417	0.417715	0.226581	0.417715	0.261863	
939000	48.111915	9	0.299593	0.212284	0.512502	0.306676	0.306676	0.189189	0.512502	0.373070	0.299632	0.353631	0.211547	
940000	48.111915	7	0.316890	0.202764	0.454560	0.249174	0.316890	0.202764	0.454560	0.365709	0.316890	0.454047	0.142248	
941000	48.111915	7	0.337249	0.225756	0.488529	0.272413	0.337249	0.177361	0.828758	0.431953	0.337249	0.431953	0.225756	
942000	48.111915	5	0.309123	0.208097	0.465929	0.309123	0.309123	0.208097	0.526454	0.465929	0.208097	0.526454	0.146083	
943000	48.111915	7	0.351538	0.278615	0.481904	0.278615	0.333746	0.260038	0.512955	0.278615	0.351538	0.351538	0.182356	
944000	48.111915	7	0.329950	0.263236	0.530762	0.289298	0.384183	0.191477	0.530762	0.345608	0.329950	0.530762	0.191477	
945000	48.111915	5	0.301041	0.221742	0.510942	0.301041	0.351164	0.221742	0.510942	0.351164	0.301041	0.525526	0.221742	
946000	48.111915	7	0.344144	0.262118	0.441660	0.262118	0.344144	0.197088	0.918701	0.467606	0.344144	0.441660	0.223761	
947000	48.111915	6	0.311515	0.182142	0.425516	0.311515	0.311515	0.182142	1.090404	0.311515	0.311515	0.428886	0.191057	
948000	48.111915	4	0.285526	0.190269	0.402522	0.285526	0.285526	0.190269	1.375483	0.402522	0.285526	0.402522	0.402522	
949000	48.111915	6	0.306059	0.204247	0.436736	0.306059	0.306059	0.204247	0.465026	0.619128	0.242046	0.436736	0.204247	
950000	48.111915	6	0.317969	0.186985	0.462109	0.317969	0.317969	0.186985	0.857623	0.317969	0.317969	0.399586	0.180619	
951000	48.111915	8	0.306750	0.167774	0.443582	0.306750	0.306750	0.180605	0.777376	0.411390	0.346501	0.443582	0.317045	
952000	48.111915	7	0.316808	0.178803	0.402659	0.273786	0.366685	0.178803	1.567045	0.366685	0.226316	0.366685	0.273786	
953000	48.111915	10	0.273550	0.241030	0.453647	0.240578	0.314409	0.222986	0.694090	0.343965	0.313184	0.453647	0.359993	
954000	48.111915	5	0.289911	0.266746	0.407084	0.289911	0.266746	0.266746	0.612408	0.407084	0.266746	0.407084	0.273202	
955000	48.111915	5	0.323321	0.205911	0.398614	0.323321	0.304973	0.205911	0.681937	0.398614	0.323321	0.398614	0.205911	
956000	48.111915	6	0.354076	0.265047	0.403313	0.265047	0.354076	0.265047	1.096609	0.381447	0.265047	0.265047	0.171312	
957000	48.111915	7	0.357796	0.202681	0.379922	0.202681	0.357796	0.202681	1.194932	0.483673	0.223606	0.483673	0.174921	
958000	48.111915	8	0.327025	0.225370	0.468029	0.259408	0.327025	0.194862	1.162568	0.300197	0.300197	0.405946	0.405946	
959000	48.111915	7	0.325306	0.190412	0.384549	0.294171	0.325306	0.190412	1.273220	0.294171	0.285029	0.384549	0.183596	
960000	48.111915	8	0.304300	0.224637	0.397793	0.304300	0.354780	0.224637	0.904430	0.397793	0.355694	0.451131	0.080520	
961000	48.111915	8	0.296553	0.202589	0.416275	0.271842	0.366573	0.202589	0.964834	0.366573	0.366573	0.325201	0.237066	
962000	48.111915	9	0.327560	0.199909	0.447562	0.327560	0.330265	0.197578	0.979674	0.367148	0.356903	0.356903	0.125143	
963000	48.111915	7	0.340134	0.243287	0.408103	0.237949	0.340134	0.237949	0.756670	0.340134	0.264163	0.340134	0.204988	
964000	48.111915	8	0.286130	0.269666	0.466289	0.249617	0.286130	0.195248	0.474736	0.423287	0.269666	0.451090	0.195248	
965000	48.111915	10	0.346903	0.194433	0.496027	0.344408	0.344408	0.217494	0.757901	0.431771	0.451693	0.326264	0.274182	
966000	48.111915	8	0.341163	0.216629	0.420833	0.237896	0.255755	0.216629	0.704714	0.380701	0.237896	0.420833	0.463296	
967000	48.111915	7	0.307988	0.191513	0.421702	0.282257	0.332683	0.191513	2.064148	0.421702	0.282257	0.332683	0.323883	
968000	48.111915	8	0.286644	0.230295	0.414627	0.286644	0.286644	0.228690	0.774879	0.474131	0.236881	0.474131	0.246545	
969000	48.111915	5	0.313488	0.192292	0.553968	0.313488	0.313488	0.192292	0.479391	0.553968	0.313488	0.553968	0.217922	
970000	48.111915	7	0.359149	0.216262	0.492863	0.266445	0.266445	0.216262	0.790517	0.346366	0.359149	0.359149	0.227320	
971000	48.111915	8	0.339895	0.199366	0.404277	0.239001	0.312947	0.199366	0.582289	0.582289	0.288559	0.404277	0.292107	
972000	48.111915	6	0.355991	0.229222	0.465114	0.229222	0.328331	0.229222	0.851803	0.465114	0.328331	0.451086	0.465114	
973000	48.111915	5	0.303758	0.182020	0.373701	0.303758	0.303758	0.182020	0.870620	0.373701	0.303758	0.373701	0.419461	
974000	48.111915	7	0.293139	0.194751	0.378277	0.293139	0.265800	0.194751	1.295024	0.378277	0.321008	0.296909	0.293139	
975000	48.111915	7	0.321769	0.198500	0.371884	0.257831	0.321769	0.198500	0.922440	0.321769	0.257831	0.488082	0.302757	
976000	48.111915	7	0.290650	0.201280	0.409616	0.269426	0.290650	0.201280	1.034081	0.471237	0.290650	0.420284	0.201280	
977000	48.111915	6	0.308334	0.230329	0.399330	0.308334	0.308334	0.170390	0.399330	0.399330	0.237483	0.428357	0.399330	
978000	48.111915	6	0.324901	0.201451	0.446987	0.272223	0.272223	0.201451	0.467450	0.446987	0.272223	0.473756	0.201451	
979000	48.111915	8	0.294656	0.168152	0.364176	0.294656	0.294656	0.208776	0.862828	0.321628	0.294656	0.473002	0.248374	
980000	48.111915	5	0.278036	0.190633	0.408024	0.278036	0.278036	0.190633	1.195666	0.408024	0.278036	0.408024	0.195796	
981000	48.111915	6	0.297478	0.297478	0.373968	0.297478	0.297478	0.143317	1.418405	0.312196	0.325670	0.373968	0.297478	
982000	48.111915	8	0.305187	0.273624	0.379289	0.273624	0.273624	0.133054	0.540605	0.379289	0.348595	0.460567	0.272384	
983000	48.111915	7	0.337945	0.194285	0.416849	0.297074	0.297074	0.194285	0.656317	0.337945	0.297488	0.314222	0.416849	
984000	48.111915	6	0.307432	0.189981	0.401528	0.307432	0.307432	0.189981	1.119316	0.307432	0.307432	0.454410	0.238407	
985000	48.111915	8	0.313214	0.214371	0.469807	0.276786	0.257854	0.228906	0.469807	0.635784	0.332182	0.469807	0.332182	
986000	48.111915	5	0.331035	0.203186	0.436510	0.271012	0.331035	0.203186	0.575670	0.331035	0.271012	0.436510	0.203186	
987000	48.111915	6	0.275254	0.275254	0.513416	0.275254	0.275254	0.159716	1.851862	0.513416	0.275254	0.487497	0.119036	
988000	48.111915	7	0.300207	0.247569	0.391763	0.247569	0.304393	0.192043	0.469302	0.469302	0.300207	0.524325	0.391763	
989000	48.111915	7	0.338444	0.230917	0.399625	0.246805	0.282021	0.246805	1.784352	0.399625	0.246805	0.399625	0.250746	
990000	48.111915	5	0.285855	0.200857	0.401683	0.285855	0.285855	0.200857	0.784029	0.486653	0.285855	0.486653	0.285855	
991000	48.111915	8	0.301885	0.245044	0.420628	0.301885	0.301885	0.239322	0.492352	0.391674	0.264069	0.420628	0.326083	
992000	48.111915	7	0.300358	0.257967	0.417294	0.257967	0.253983	0.183315	0.633739	0.417294	0.257967	0.417294	0.315855	
993000	48.111915	7	0.296935	0.214848	0.403633	0.296935	0.296935	0.214848	0.689185	0.300064	0.296935	0.444500	0.224775	
994000	48.111915	7	0.299988	0.299988	0.422426	0.299988	0.299988	0.133053	0.732403	0.406306	0.299988	0.448372	0.277945	
995000	48.111915	5	0.273259	0.225882	0.373704	0.273259	0.273259	0.162921	0.684521	0.373704	0.273259	0.373704	0.162921	
996000	48.111915	5	0.287158	0.206050	0.450459	0.287158	0.287158	0.206050	0.939936	0.287158	0.287158	0.450459	0.192049	
997000	48.111915	7	0.315740	0.202924	0.392754	0.247182	0.315740	0.198026	0.681018	0.358472	0.358472	0.358472	0.247182	
998000	48.111915	10	0.297309	0.212784	0.377871	0.301757	0.271987	0.214037	0.845334	0.378062	0.271987	0.450121	0.199317	
999000	48.111915	7	0.318490	0.205793	0.542075	0.272650	0.272650	0.205793	0.842223	0.542075	0.272650	0.285359	0.213885	
1000000	48.111915	7	0.321143	0.215816	0.386356	0.321143	0.321143	0.220660	0.739860	0.386356	0.321143	0.374409	0.093452	
1001000	48.111915	8	0.280354	0.253523	0.447542	0.280354	0.280354	0.233353	0.926016	0.380836	0.219047	0.380836	0.204132	
1002000	48.111915	7	0.288371	0.209136	0.407460	0.288371	0.290266	0.209136	0.685669	0.407460	0.283421	0.407460	0.157159	
1003000	48.111915	6	0.299931	0.250834	0.441625	0.299931	0.299931	0.173916	1.429683	0.334834	0.250834	0.334834	0.299931	
1004000	48.111915	6	0.316440	0.225478	0.363267	0.302792	0.316440	0.225478	1.408944	0.316440	0.316440	0.363267	0.195452	
1005000	48.111915	5	0.315397	0.200008	0.437276	0.235308	0.315397	0.200008	1.405980	0.437276	0.315397	0.315397	0.200008	
1006000	48.111915	7	0.353576	0.260706	0.392679	0.287294	0.287294	0.260706	0.589317	0.572616	0.260706	0.347148	0.287294	
1007000	48.111915	6	0.312863	0.188872	0.357178	0.312863	0.350521	0.188872	0.636373	0.357178	0.312863	0.357178	0.341486	
1008000	48.111915	6	0.295678	0.200467	0.354907	0.295678	0.295678	0.200467	0.463761	0.305967	0.320494	0.354907	0.200467	
1009000	48.111915	7	0.335178	0.235923	0.506052	0.273621	0.273621	0.215855	0.506052	0.369491	0.273621	0.410309	0.273621	
1010000	48.111915	9	0.300251	0.224267	0.429106	0.229386	0.258346	0.214931	0.793093	0.493539	0.258346	0.535767	0.214931	
1011000	48.111915	7	0.308995	0.214428	0.387361	0.314925	0.314925	0.201230	0.640931	0.396344	0.308995	0.396344	0.201230	
1012000	48.111915	5	0.319902	0.187142	0.329355	0.319902	0.319902	0.187142	0.450797	0.450797	0.450797	0.450797	0.169743	
1013000	48.111915	8	0.286486	0.195586	0.386036	0.286486	0.318559	0.191866	0.807824	0.386036	0.291088	0.547717	0.286486	
1014000	48.111915	5	0.329489	0.225000	0.433874	0.225000	0.329489	0.225000	0.758036	0.459109	0.329489	0.329489	0.329489	
1015000	48.111915	6	0.295821	0.209255	0.457303	0.263219	0.295821	0.209255	0.881345	0.457303	0.228310	0.457303	0.209255	
1016000	48.111915	7	0.294978	0.189655	0.461358	0.294978	0.294978	0.189655	0.963447	0.361816	0.242264	0.461358	0.344832	
1017000	48.111915	7	0.329654	0.188954	0.441330	0.295955	0.329654	0.179441	0.680357	0.292304	0.295955	0.441330	0.295955	
1018000	48.111915	6	0.283223	0.226362	0.581320	0.283223	0.283223	0.226362	0.581320	0.276374	0.283223	0.396473	0.152130	
1019000	48.111915	5	0.286542	0.206431	0.460237	0.263212	0.263212	0.206431	0.460237	0.307870	0.263212	0.307870	0.263212	
1020000	48.111915	8	0.318592	0.207787	0.462850	0.318592	0.307028	0.207787	0.610768	0.326635	0.282877	0.318592	0.365800	
1021000	48.111915	7	0.286006	0.180271	0.468107	0.282299	0.286006	0.180271	0.473116	0.473116	0.286006	0.504650	0.230523	
1022000	48.111915	6	0.284552	0.173050	0.369785	0.284552	0.252013	0.173050	0.556957	0.369785	0.252013	0.394953	0.252013	
1023000	48.111915	8	0.315734	0.233085	0.412793	0.233085	0.255555	0.233085	0.660777	0.466698	0.315734	0.370864	0.247030	
1024000	48.111915	7	0.287346	0.185441	0.375347	0.287346	0.343807	0.185441	0.373430	0.379951	0.287346	0.379951	0.094600	
1025000	48.111915	8	0.301249	0.195435	0.453546	0.301249	0.301249	0.197621	0.453546	0.388628	0.438348	0.305525	0.388855	
1026000	48.111915	7	0.310129	0.191246	0.419972	0.310129	0.310129	0.191246	0.891874	0.535537	0.310129	0.611077	0.347175	
1027000	48.111915	8	0.305233	0.168823	0.401118	0.292294	0.335870	0.168823	0.812746	0.401118	0.292294	0.357769	0.325836	
1028000	48.111915	8	0.306528	0.242370	0.410698	0.308213	0.308213	0.187117	1.715743	0.410698	0.311298	0.442698	0.308213	
1029000	48.111915	4	0.277257	0.196136	0.446637	0.277257	0.277257	0.196136	0.446637	0.441993	0.277257	0.441993	0.277257	
1030000	48.111915	9	0.278706	0.221898	0.399396	0.278706	0.315495	0.219077	1.055686	0.579449	0.265291	0.399396	0.187308	
1031000	48.111915	8	0.300008	0.207401	0.417847	0.261211	0.364944	0.207401	0.644848	0.336520	0.261211	0.417847	0.179372	
1032000	48.111915	6	0.332987	0.207726	0.411031	0.332987	0.332987	0.207726	2.031293	0.397226	0.241023	0.397226	0.207726	
1033000	48.111915	7	0.306246	0.187651	0.438951	0.306246	0.336797	0.187651	0.745233	0.306246	0.292706	0.438951	0.122691	
1034000	48.111915	7	0.303813	0.169576	0.350017	0.303813	0.350017	0.169576	0.496857	0.376911	0.253865	0.350017	0.169777	
1035000	48.111915	8	0.310851	0.216340	0.445119	0.310851	0.272801	0.216340	1.006234	0.303148	0.310851	0.492980	0.154448	
1036000	48.111915	7	0.290451	0.177503	0.430893	0.302463	0.302463	0.177503	0.858273	0.406687	0.302463	0.406687	0.311105	
1037000	48.111915	7	0.322452	0.210826	0.408630	0.322452	0.322452	0.207370	0.991362	0.408630	0.289784	0.408630	0.114556	
1038000	48.111915	7	0.292412	0.228498	0.415564	0.292412	0.292412	0.155538	0.626696	0.530500	0.292412	0.500546	0.292412	
