Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	Pi[A,10]	Pi[C,10]	Pi[G,10]	Pi[T,10]	Pi[A,11]	Pi[C,11]	Pi[G,11]	Pi[T,11]	
2796000	11.688050	3	0.452805	0.285520	0.072280	0.189395	0.290341	0.261216	0.162213	0.286229	0.452805	0.285520	0.072280	0.189395	0.290341	0.261216	0.162213	0.286229	0.242739	0.337766	0.143069	0.276426	0.242739	0.337766	0.143069	0.276426	0.452805	0.285520	0.072280	0.189395	0.242739	0.337766	0.143069	0.276426	0.452805	0.285520	0.072280	0.189395	0.290341	0.261216	0.162213	0.286229	0.452805	0.285520	0.072280	0.189395	
2797000	11.688050	3	0.475067	0.277632	0.078190	0.169112	0.255426	0.298772	0.168534	0.277268	0.475067	0.277632	0.078190	0.169112	0.255426	0.298772	0.168534	0.277268	0.255426	0.298772	0.168534	0.277268	0.255426	0.298772	0.168534	0.277268	0.475067	0.277632	0.078190	0.169112	0.427855	0.227238	0.092131	0.252776	0.475067	0.277632	0.078190	0.169112	0.427855	0.227238	0.092131	0.252776	0.475067	0.277632	0.078190	0.169112	
2798000	11.688050	5	0.475067	0.277632	0.078190	0.169112	0.274884	0.303925	0.161880	0.259311	0.475067	0.277632	0.078190	0.169112	0.274884	0.303925	0.161880	0.259311	0.274884	0.303925	0.161880	0.259311	0.171579	0.448769	0.105433	0.274220	0.475067	0.277632	0.078190	0.169112	0.441453	0.259029	0.106850	0.192667	0.441453	0.259029	0.106850	0.192667	0.274884	0.303925	0.161880	0.259311	0.469930	0.079127	0.236223	0.214719	
2799000	11.688050	4	0.444534	0.317404	0.075975	0.162087	0.276159	0.231504	0.212374	0.279962	0.444534	0.317404	0.075975	0.162087	0.276159	0.231504	0.212374	0.279962	0.257893	0.271985	0.167612	0.302510	0.257893	0.271985	0.167612	0.302510	0.444534	0.317404	0.075975	0.162087	0.393909	0.189892	0.154333	0.261866	0.444534	0.317404	0.075975	0.162087	0.257893	0.271985	0.167612	0.302510	0.393909	0.189892	0.154333	0.261866	
2800000	11.688050	2	0.517729	0.248736	0.084037	0.149497	0.281021	0.275574	0.167048	0.276358	0.517729	0.248736	0.084037	0.149497	0.281021	0.275574	0.167048	0.276358	0.281021	0.275574	0.167048	0.276358	0.281021	0.275574	0.167048	0.276358	0.517729	0.248736	0.084037	0.149497	0.281021	0.275574	0.167048	0.276358	0.517729	0.248736	0.084037	0.149497	0.281021	0.275574	0.167048	0.276358	0.281021	0.275574	0.167048	0.276358	
2801000	11.688050	3	0.445273	0.286678	0.087034	0.181015	0.278126	0.286429	0.173033	0.262412	0.445273	0.286678	0.087034	0.181015	0.278126	0.286429	0.173033	0.262412	0.278126	0.286429	0.173033	0.262412	0.278126	0.286429	0.173033	0.262412	0.445273	0.286678	0.087034	0.181015	0.278126	0.286429	0.173033	0.262412	0.445273	0.286678	0.087034	0.181015	0.309975	0.224636	0.159563	0.305826	0.309975	0.224636	0.159563	0.305826	
2802000	11.688050	2	0.412297	0.301432	0.099859	0.186412	0.289353	0.280606	0.170932	0.259108	0.412297	0.301432	0.099859	0.186412	0.289353	0.280606	0.170932	0.259108	0.289353	0.280606	0.170932	0.259108	0.289353	0.280606	0.170932	0.259108	0.412297	0.301432	0.099859	0.186412	0.289353	0.280606	0.170932	0.259108	0.412297	0.301432	0.099859	0.186412	0.289353	0.280606	0.170932	0.259108	0.289353	0.280606	0.170932	0.259108	
2803000	11.688050	3	0.409373	0.307861	0.079275	0.203490	0.268186	0.267403	0.172607	0.291804	0.409373	0.307861	0.079275	0.203490	0.268186	0.267403	0.172607	0.291804	0.268186	0.267403	0.172607	0.291804	0.188447	0.412887	0.142475	0.256191	0.409373	0.307861	0.079275	0.203490	0.268186	0.267403	0.172607	0.291804	0.409373	0.307861	0.079275	0.203490	0.268186	0.267403	0.172607	0.291804	0.268186	0.267403	0.172607	0.291804	
2804000	11.688050	4	0.424604	0.311028	0.079097	0.185272	0.258166	0.260619	0.174727	0.306488	0.424604	0.311028	0.079097	0.185272	0.258166	0.260619	0.174727	0.306488	0.268141	0.313507	0.154679	0.263674	0.268141	0.313507	0.154679	0.263674	0.424604	0.311028	0.079097	0.185272	0.333584	0.311975	0.097152	0.257290	0.333584	0.311975	0.097152	0.257290	0.333584	0.311975	0.097152	0.257290	0.268141	0.313507	0.154679	0.263674	
2805000	11.688050	3	0.433061	0.317997	0.076507	0.172435	0.291572	0.243679	0.199411	0.265338	0.433061	0.317997	0.076507	0.172435	0.291572	0.243679	0.199411	0.265338	0.312420	0.331657	0.121276	0.234647	0.312420	0.331657	0.121276	0.234647	0.433061	0.317997	0.076507	0.172435	0.312420	0.331657	0.121276	0.234647	0.312420	0.331657	0.121276	0.234647	0.312420	0.331657	0.121276	0.234647	0.312420	0.331657	0.121276	0.234647	
2806000	11.688050	3	0.449258	0.309158	0.076732	0.164852	0.254427	0.289807	0.244109	0.211657	0.449258	0.309158	0.076732	0.164852	0.254427	0.289807	0.244109	0.211657	0.315545	0.298653	0.130945	0.254857	0.315545	0.298653	0.130945	0.254857	0.449258	0.309158	0.076732	0.164852	0.315545	0.298653	0.130945	0.254857	0.315545	0.298653	0.130945	0.254857	0.315545	0.298653	0.130945	0.254857	0.315545	0.298653	0.130945	0.254857	
2807000	11.688050	3	0.443007	0.287145	0.093985	0.175863	0.298150	0.197198	0.215480	0.289171	0.443007	0.287145	0.093985	0.175863	0.298150	0.197198	0.215480	0.289171	0.283327	0.283315	0.126023	0.307335	0.283327	0.283315	0.126023	0.307335	0.443007	0.287145	0.093985	0.175863	0.283327	0.283315	0.126023	0.307335	0.443007	0.287145	0.093985	0.175863	0.283327	0.283315	0.126023	0.307335	0.298150	0.197198	0.215480	0.289171	
2808000	11.688050	2	0.438617	0.309989	0.079070	0.172325	0.299074	0.290542	0.160213	0.250170	0.438617	0.309989	0.079070	0.172325	0.299074	0.290542	0.160213	0.250170	0.299074	0.290542	0.160213	0.250170	0.299074	0.290542	0.160213	0.250170	0.438617	0.309989	0.079070	0.172325	0.299074	0.290542	0.160213	0.250170	0.438617	0.309989	0.079070	0.172325	0.299074	0.290542	0.160213	0.250170	0.299074	0.290542	0.160213	0.250170	
2809000	11.688050	3	0.436196	0.314940	0.081787	0.167077	0.281086	0.321411	0.173351	0.224153	0.436196	0.314940	0.081787	0.167077	0.281086	0.321411	0.173351	0.224153	0.281086	0.321411	0.173351	0.224153	0.281086	0.321411	0.173351	0.224153	0.436196	0.314940	0.081787	0.167077	0.368370	0.259579	0.113532	0.258518	0.368370	0.259579	0.113532	0.258518	0.368370	0.259579	0.113532	0.258518	0.281086	0.321411	0.173351	0.224153	
2810000	11.688050	3	0.353630	0.306948	0.120925	0.218497	0.236465	0.281278	0.160676	0.321581	0.461584	0.293415	0.076636	0.168366	0.236465	0.281278	0.160676	0.321581	0.353630	0.306948	0.120925	0.218497	0.236465	0.281278	0.160676	0.321581	0.461584	0.293415	0.076636	0.168366	0.353630	0.306948	0.120925	0.218497	0.353630	0.306948	0.120925	0.218497	0.236465	0.281278	0.160676	0.321581	0.353630	0.306948	0.120925	0.218497	
2811000	11.688050	4	0.461584	0.293415	0.076636	0.168366	0.258337	0.275259	0.159117	0.307287	0.461584	0.293415	0.076636	0.168366	0.258337	0.275259	0.159117	0.307287	0.327214	0.312406	0.142126	0.218254	0.258337	0.275259	0.159117	0.307287	0.461584	0.293415	0.076636	0.168366	0.327214	0.312406	0.142126	0.218254	0.327214	0.312406	0.142126	0.218254	0.258337	0.275259	0.159117	0.307287	0.608665	0.126510	0.253834	0.010991	
2812000	11.688050	3	0.446137	0.297934	0.080279	0.175651	0.297400	0.233429	0.176165	0.293006	0.446137	0.297934	0.080279	0.175651	0.297400	0.233429	0.176165	0.293006	0.310675	0.322672	0.118742	0.247912	0.310675	0.322672	0.118742	0.247912	0.446137	0.297934	0.080279	0.175651	0.310675	0.322672	0.118742	0.247912	0.446137	0.297934	0.080279	0.175651	0.310675	0.322672	0.118742	0.247912	0.297400	0.233429	0.176165	0.293006	
2813000	11.688050	3	0.446137	0.297934	0.080279	0.175651	0.261282	0.265045	0.165864	0.307809	0.446137	0.297934	0.080279	0.175651	0.261282	0.265045	0.165864	0.307809	0.307001	0.317003	0.124494	0.251501	0.307001	0.317003	0.124494	0.251501	0.446137	0.297934	0.080279	0.175651	0.307001	0.317003	0.124494	0.251501	0.307001	0.317003	0.124494	0.251501	0.307001	0.317003	0.124494	0.251501	0.261282	0.265045	0.165864	0.307809	
2814000	11.688050	4	0.454470	0.281717	0.077005	0.186808	0.287094	0.284848	0.170722	0.257336	0.454470	0.281717	0.077005	0.186808	0.287094	0.284848	0.170722	0.257336	0.287094	0.284848	0.170722	0.257336	0.309573	0.300336	0.108627	0.281465	0.515155	0.292641	0.045735	0.146468	0.309573	0.300336	0.108627	0.281465	0.454470	0.281717	0.077005	0.186808	0.309573	0.300336	0.108627	0.281465	0.309573	0.300336	0.108627	0.281465	
2815000	11.688050	3	0.445872	0.295783	0.076349	0.181996	0.268705	0.285317	0.168656	0.277322	0.445872	0.295783	0.076349	0.181996	0.268705	0.285317	0.168656	0.277322	0.268705	0.285317	0.168656	0.277322	0.268705	0.285317	0.168656	0.277322	0.445872	0.295783	0.076349	0.181996	0.268705	0.285317	0.168656	0.277322	0.445872	0.295783	0.076349	0.181996	0.268705	0.285317	0.168656	0.277322	0.304026	0.141991	0.201610	0.352373	
2816000	11.688050	4	0.460794	0.261384	0.089034	0.188788	0.261119	0.290440	0.172120	0.276320	0.460794	0.261384	0.089034	0.188788	0.261119	0.290440	0.172120	0.276320	0.261119	0.290440	0.172120	0.276320	0.261119	0.290440	0.172120	0.276320	0.460794	0.261384	0.089034	0.188788	0.367365	0.277193	0.107306	0.248136	0.367365	0.277193	0.107306	0.248136	0.367365	0.277193	0.107306	0.248136	0.294655	0.118352	0.279240	0.307753	
2817000	11.688050	5	0.416232	0.325094	0.077856	0.180819	0.284091	0.291353	0.167944	0.256613	0.416232	0.325094	0.077856	0.180819	0.284091	0.291353	0.167944	0.256613	0.284091	0.291353	0.167944	0.256613	0.166537	0.352769	0.100514	0.380180	0.416232	0.325094	0.077856	0.180819	0.284091	0.291353	0.167944	0.256613	0.298001	0.353793	0.087220	0.260987	0.298001	0.353793	0.087220	0.260987	0.474970	0.095000	0.320188	0.109843	
2818000	11.688050	3	0.384283	0.263565	0.125981	0.226170	0.274406	0.292442	0.156256	0.276896	0.435276	0.312964	0.076361	0.175400	0.274406	0.292442	0.156256	0.276896	0.274406	0.292442	0.156256	0.276896	0.274406	0.292442	0.156256	0.276896	0.435276	0.312964	0.076361	0.175400	0.384283	0.263565	0.125981	0.226170	0.384283	0.263565	0.125981	0.226170	0.384283	0.263565	0.125981	0.226170	0.274406	0.292442	0.156256	0.276896	
2819000	11.688050	2	0.436424	0.290665	0.100116	0.172796	0.286972	0.261408	0.180642	0.270977	0.436424	0.290665	0.100116	0.172796	0.286972	0.261408	0.180642	0.270977	0.286972	0.261408	0.180642	0.270977	0.286972	0.261408	0.180642	0.270977	0.436424	0.290665	0.100116	0.172796	0.286972	0.261408	0.180642	0.270977	0.436424	0.290665	0.100116	0.172796	0.286972	0.261408	0.180642	0.270977	0.436424	0.290665	0.100116	0.172796	
2820000	11.688050	3	0.438655	0.297024	0.084012	0.180309	0.196687	0.294883	0.190079	0.318352	0.438655	0.297024	0.084012	0.180309	0.300006	0.283014	0.177455	0.239524	0.300006	0.283014	0.177455	0.239524	0.196687	0.294883	0.190079	0.318352	0.438655	0.297024	0.084012	0.180309	0.300006	0.283014	0.177455	0.239524	0.438655	0.297024	0.084012	0.180309	0.300006	0.283014	0.177455	0.239524	0.300006	0.283014	0.177455	0.239524	
2821000	11.688050	3	0.443315	0.303427	0.074237	0.179021	0.269910	0.295717	0.189147	0.245226	0.443315	0.303427	0.074237	0.179021	0.269910	0.295717	0.189147	0.245226	0.269910	0.295717	0.189147	0.245226	0.295709	0.320436	0.097788	0.286067	0.443315	0.303427	0.074237	0.179021	0.295709	0.320436	0.097788	0.286067	0.295709	0.320436	0.097788	0.286067	0.295709	0.320436	0.097788	0.286067	0.269910	0.295717	0.189147	0.245226	
2822000	11.688050	4	0.389562	0.313073	0.098630	0.198735	0.262892	0.280591	0.203090	0.253427	0.389562	0.313073	0.098630	0.198735	0.262892	0.280591	0.203090	0.253427	0.262892	0.280591	0.203090	0.253427	0.270167	0.309083	0.147432	0.273318	0.501723	0.279455	0.047611	0.171211	0.270167	0.309083	0.147432	0.273318	0.389562	0.313073	0.098630	0.198735	0.270167	0.309083	0.147432	0.273318	0.262892	0.280591	0.203090	0.253427	
2823000	11.688050	4	0.430434	0.295521	0.088823	0.185222	0.258835	0.283228	0.187610	0.270326	0.430434	0.295521	0.088823	0.185222	0.258835	0.283228	0.187610	0.270326	0.263376	0.334589	0.145422	0.256613	0.251392	0.327842	0.129776	0.290990	0.430434	0.295521	0.088823	0.185222	0.430434	0.295521	0.088823	0.185222	0.430434	0.295521	0.088823	0.185222	0.251392	0.327842	0.129776	0.290990	0.430434	0.295521	0.088823	0.185222	
2824000	11.688050	4	0.430434	0.295521	0.088823	0.185222	0.293491	0.258954	0.204242	0.243313	0.430434	0.295521	0.088823	0.185222	0.293491	0.258954	0.204242	0.243313	0.293491	0.258954	0.204242	0.243313	0.327880	0.286620	0.102095	0.283405	0.430434	0.295521	0.088823	0.185222	0.327880	0.286620	0.102095	0.283405	0.430434	0.295521	0.088823	0.185222	0.327880	0.286620	0.102095	0.283405	0.300894	0.099440	0.248615	0.351052	
2825000	11.688050	2	0.381109	0.313051	0.105976	0.199864	0.279032	0.260123	0.172348	0.288496	0.381109	0.313051	0.105976	0.199864	0.279032	0.260123	0.172348	0.288496	0.279032	0.260123	0.172348	0.288496	0.279032	0.260123	0.172348	0.288496	0.381109	0.313051	0.105976	0.199864	0.279032	0.260123	0.172348	0.288496	0.381109	0.313051	0.105976	0.199864	0.279032	0.260123	0.172348	0.288496	0.279032	0.260123	0.172348	0.288496	
2826000	11.688050	3	0.432543	0.295545	0.086390	0.185522	0.285713	0.231308	0.222005	0.260974	0.432543	0.295545	0.086390	0.185522	0.285713	0.231308	0.222005	0.260974	0.285713	0.231308	0.222005	0.260974	0.311859	0.304510	0.115584	0.268047	0.432543	0.295545	0.086390	0.185522	0.311859	0.304510	0.115584	0.268047	0.432543	0.295545	0.086390	0.185522	0.311859	0.304510	0.115584	0.268047	0.311859	0.304510	0.115584	0.268047	
2827000	11.688050	5	0.381746	0.307242	0.098722	0.212290	0.281223	0.272350	0.193413	0.253015	0.381746	0.307242	0.098722	0.212290	0.281223	0.272350	0.193413	0.253015	0.271421	0.310044	0.164977	0.253558	0.271421	0.310044	0.164977	0.253558	0.409118	0.398520	0.047125	0.145238	0.381746	0.307242	0.098722	0.212290	0.381746	0.307242	0.098722	0.212290	0.271421	0.310044	0.164977	0.253558	0.213423	0.171934	0.215054	0.399589	
2828000	11.688050	4	0.423249	0.289714	0.093830	0.193206	0.268307	0.283565	0.177504	0.270624	0.423249	0.289714	0.093830	0.193206	0.268307	0.283565	0.177504	0.270624	0.268307	0.283565	0.177504	0.270624	0.179198	0.346163	0.208945	0.265695	0.409286	0.340934	0.088750	0.161030	0.268307	0.283565	0.177504	0.270624	0.423249	0.289714	0.093830	0.193206	0.268307	0.283565	0.177504	0.270624	0.268307	0.283565	0.177504	0.270624	
2829000	11.688050	4	0.450620	0.285737	0.095296	0.168346	0.184041	0.290234	0.198973	0.326751	0.450620	0.285737	0.095296	0.168346	0.285886	0.275768	0.182784	0.255561	0.285886	0.275768	0.182784	0.255561	0.184041	0.290234	0.198973	0.326751	0.450620	0.285737	0.095296	0.168346	0.285886	0.275768	0.182784	0.255561	0.450620	0.285737	0.095296	0.168346	0.285886	0.275768	0.182784	0.255561	0.494597	0.069518	0.258826	0.177059	
2830000	11.688050	4	0.399642	0.264766	0.137696	0.197896	0.254356	0.216258	0.235612	0.293774	0.450620	0.285737	0.095296	0.168346	0.254356	0.216258	0.235612	0.293774	0.298337	0.280273	0.181875	0.239514	0.298337	0.280273	0.181875	0.239514	0.450620	0.285737	0.095296	0.168346	0.298337	0.280273	0.181875	0.239514	0.399642	0.264766	0.137696	0.197896	0.298337	0.280273	0.181875	0.239514	0.298337	0.280273	0.181875	0.239514	
2831000	11.688050	5	0.477667	0.270849	0.086659	0.164825	0.274016	0.256819	0.218324	0.250841	0.477667	0.270849	0.086659	0.164825	0.274016	0.256819	0.218324	0.250841	0.274016	0.256819	0.218324	0.250841	0.274711	0.333958	0.115815	0.275516	0.477667	0.270849	0.086659	0.164825	0.402407	0.216342	0.099397	0.281854	0.442300	0.272636	0.121768	0.163297	0.274711	0.333958	0.115815	0.275516	0.274016	0.256819	0.218324	0.250841	
2832000	11.688050	3	0.419718	0.298381	0.080229	0.201673	0.315601	0.268244	0.173691	0.242464	0.419718	0.298381	0.080229	0.201673	0.315601	0.268244	0.173691	0.242464	0.315601	0.268244	0.173691	0.242464	0.235773	0.378888	0.168724	0.216615	0.419718	0.298381	0.080229	0.201673	0.315601	0.268244	0.173691	0.242464	0.419718	0.298381	0.080229	0.201673	0.315601	0.268244	0.173691	0.242464	0.315601	0.268244	0.173691	0.242464	
2833000	11.688050	4	0.401432	0.271655	0.127722	0.199191	0.288771	0.271722	0.171877	0.267630	0.425376	0.310102	0.084942	0.179580	0.288771	0.271722	0.171877	0.267630	0.288771	0.271722	0.171877	0.267630	0.288771	0.271722	0.171877	0.267630	0.425376	0.310102	0.084942	0.179580	0.288771	0.271722	0.171877	0.267630	0.401432	0.271655	0.127722	0.199191	0.288771	0.271722	0.171877	0.267630	0.202338	0.176657	0.266431	0.354574	
2834000	11.688050	3	0.425016	0.308103	0.085200	0.181681	0.303624	0.266504	0.171123	0.258749	0.425016	0.308103	0.085200	0.181681	0.303624	0.266504	0.171123	0.258749	0.303624	0.266504	0.171123	0.258749	0.303624	0.266504	0.171123	0.258749	0.425016	0.308103	0.085200	0.181681	0.303624	0.266504	0.171123	0.258749	0.425016	0.308103	0.085200	0.181681	0.303624	0.266504	0.171123	0.258749	0.358254	0.177164	0.333871	0.130711	
2835000	11.688050	2	0.399218	0.269423	0.127533	0.203826	0.278537	0.304273	0.165684	0.251506	0.399218	0.269423	0.127533	0.203826	0.278537	0.304273	0.165684	0.251506	0.278537	0.304273	0.165684	0.251506	0.278537	0.304273	0.165684	0.251506	0.399218	0.269423	0.127533	0.203826	0.278537	0.304273	0.165684	0.251506	0.399218	0.269423	0.127533	0.203826	0.278537	0.304273	0.165684	0.251506	0.399218	0.269423	0.127533	0.203826	
2836000	11.688050	2	0.427207	0.301034	0.087696	0.184064	0.282482	0.273099	0.192048	0.252371	0.427207	0.301034	0.087696	0.184064	0.282482	0.273099	0.192048	0.252371	0.282482	0.273099	0.192048	0.252371	0.282482	0.273099	0.192048	0.252371	0.427207	0.301034	0.087696	0.184064	0.282482	0.273099	0.192048	0.252371	0.427207	0.301034	0.087696	0.184064	0.282482	0.273099	0.192048	0.252371	0.282482	0.273099	0.192048	0.252371	
2837000	11.688050	3	0.427207	0.301034	0.087696	0.184064	0.281908	0.327529	0.146354	0.244209	0.427207	0.301034	0.087696	0.184064	0.349608	0.225948	0.161886	0.262559	0.281908	0.327529	0.146354	0.244209	0.281908	0.327529	0.146354	0.244209	0.427207	0.301034	0.087696	0.184064	0.349608	0.225948	0.161886	0.262559	0.427207	0.301034	0.087696	0.184064	0.281908	0.327529	0.146354	0.244209	0.349608	0.225948	0.161886	0.262559	
2838000	11.688050	3	0.432243	0.300629	0.084094	0.183035	0.286460	0.277451	0.198597	0.237492	0.432243	0.300629	0.084094	0.183035	0.286460	0.277451	0.198597	0.237492	0.286460	0.277451	0.198597	0.237492	0.321386	0.294199	0.123096	0.261319	0.432243	0.300629	0.084094	0.183035	0.321386	0.294199	0.123096	0.261319	0.432243	0.300629	0.084094	0.183035	0.321386	0.294199	0.123096	0.261319	0.286460	0.277451	0.198597	0.237492	
2839000	11.688050	2	0.389089	0.284491	0.106567	0.219853	0.278698	0.257882	0.206512	0.256908	0.389089	0.284491	0.106567	0.219853	0.278698	0.257882	0.206512	0.256908	0.278698	0.257882	0.206512	0.256908	0.278698	0.257882	0.206512	0.256908	0.389089	0.284491	0.106567	0.219853	0.389089	0.284491	0.106567	0.219853	0.389089	0.284491	0.106567	0.219853	0.278698	0.257882	0.206512	0.256908	0.278698	0.257882	0.206512	0.256908	
2840000	11.688050	3	0.408490	0.315458	0.085758	0.190294	0.298499	0.274354	0.181612	0.245535	0.408490	0.315458	0.085758	0.190294	0.298499	0.274354	0.181612	0.245535	0.298499	0.274354	0.181612	0.245535	0.305164	0.298696	0.118816	0.277325	0.408490	0.315458	0.085758	0.190294	0.305164	0.298696	0.118816	0.277325	0.408490	0.315458	0.085758	0.190294	0.305164	0.298696	0.118816	0.277325	0.298499	0.274354	0.181612	0.245535	
2841000	11.688050	4	0.468676	0.301255	0.069622	0.160448	0.274107	0.314556	0.189161	0.222176	0.468676	0.301255	0.069622	0.160448	0.274107	0.314556	0.189161	0.222176	0.274107	0.314556	0.189161	0.222176	0.264412	0.330382	0.086959	0.318246	0.468676	0.301255	0.069622	0.160448	0.264412	0.330382	0.086959	0.318246	0.264412	0.330382	0.086959	0.318246	0.264412	0.330382	0.086959	0.318246	0.586186	0.096520	0.133840	0.183454	
2842000	11.688050	3	0.363516	0.307835	0.137516	0.191133	0.271080	0.265704	0.159637	0.303579	0.409854	0.342716	0.074180	0.173250	0.271080	0.265704	0.159637	0.303579	0.363516	0.307835	0.137516	0.191133	0.271080	0.265704	0.159637	0.303579	0.409854	0.342716	0.074180	0.173250	0.363516	0.307835	0.137516	0.191133	0.363516	0.307835	0.137516	0.191133	0.271080	0.265704	0.159637	0.303579	0.271080	0.265704	0.159637	0.303579	
2843000	11.688050	3	0.440510	0.282587	0.073558	0.203344	0.303903	0.218876	0.206965	0.270256	0.440510	0.282587	0.073558	0.203344	0.303903	0.218876	0.206965	0.270256	0.303903	0.218876	0.206965	0.270256	0.303903	0.218876	0.206965	0.270256	0.440510	0.282587	0.073558	0.203344	0.303903	0.218876	0.206965	0.270256	0.440510	0.282587	0.073558	0.203344	0.303903	0.218876	0.206965	0.270256	0.328838	0.157559	0.280181	0.233422	
2844000	11.688050	2	0.417320	0.299864	0.085187	0.197629	0.274849	0.271100	0.182391	0.271660	0.417320	0.299864	0.085187	0.197629	0.274849	0.271100	0.182391	0.271660	0.274849	0.271100	0.182391	0.271660	0.274849	0.271100	0.182391	0.271660	0.417320	0.299864	0.085187	0.197629	0.274849	0.271100	0.182391	0.271660	0.417320	0.299864	0.085187	0.197629	0.274849	0.271100	0.182391	0.271660	0.274849	0.271100	0.182391	0.271660	
2845000	11.688050	3	0.414162	0.323725	0.079464	0.182649	0.233625	0.322822	0.146631	0.296922	0.414162	0.323725	0.079464	0.182649	0.233625	0.322822	0.146631	0.296922	0.233625	0.322822	0.146631	0.296922	0.233625	0.322822	0.146631	0.296922	0.414162	0.323725	0.079464	0.182649	0.304539	0.303300	0.102221	0.289940	0.304539	0.303300	0.102221	0.289940	0.304539	0.303300	0.102221	0.289940	0.233625	0.322822	0.146631	0.296922	
2846000	11.688050	3	0.426776	0.323731	0.071480	0.178013	0.282308	0.327835	0.138185	0.251672	0.426776	0.323731	0.071480	0.178013	0.282308	0.327835	0.138185	0.251672	0.282308	0.327835	0.138185	0.251672	0.282308	0.327835	0.138185	0.251672	0.426776	0.323731	0.071480	0.178013	0.282308	0.327835	0.138185	0.251672	0.426776	0.323731	0.071480	0.178013	0.282308	0.327835	0.138185	0.251672	0.528086	0.120604	0.222255	0.129055	
2847000	11.688050	3	0.440882	0.306830	0.073597	0.178691	0.284581	0.302415	0.165007	0.247997	0.440882	0.306830	0.073597	0.178691	0.284581	0.302415	0.165007	0.247997	0.284581	0.302415	0.165007	0.247997	0.284581	0.302415	0.165007	0.247997	0.440882	0.306830	0.073597	0.178691	0.342101	0.296718	0.121030	0.240150	0.342101	0.296718	0.121030	0.240150	0.342101	0.296718	0.121030	0.240150	0.440882	0.306830	0.073597	0.178691	
2848000	11.688050	2	0.456566	0.300882	0.071094	0.171458	0.278894	0.305952	0.152669	0.262485	0.456566	0.300882	0.071094	0.171458	0.278894	0.305952	0.152669	0.262485	0.278894	0.305952	0.152669	0.262485	0.278894	0.305952	0.152669	0.262485	0.456566	0.300882	0.071094	0.171458	0.278894	0.305952	0.152669	0.262485	0.456566	0.300882	0.071094	0.171458	0.278894	0.305952	0.152669	0.262485	0.278894	0.305952	0.152669	0.262485	
2849000	11.688050	4	0.461072	0.309383	0.064316	0.165229	0.292618	0.297203	0.215472	0.194707	0.461072	0.309383	0.064316	0.165229	0.291205	0.270468	0.148011	0.290316	0.347917	0.301714	0.135331	0.215038	0.291205	0.270468	0.148011	0.290316	0.461072	0.309383	0.064316	0.165229	0.347917	0.301714	0.135331	0.215038	0.347917	0.301714	0.135331	0.215038	0.291205	0.270468	0.148011	0.290316	0.292618	0.297203	0.215472	0.194707	
2850000	11.688050	3	0.455942	0.309736	0.068624	0.165698	0.232215	0.232403	0.228521	0.306861	0.455942	0.309736	0.068624	0.165698	0.232215	0.232403	0.228521	0.306861	0.303245	0.328454	0.104438	0.263863	0.303245	0.328454	0.104438	0.263863	0.455942	0.309736	0.068624	0.165698	0.303245	0.328454	0.104438	0.263863	0.303245	0.328454	0.104438	0.263863	0.303245	0.328454	0.104438	0.263863	0.232215	0.232403	0.228521	0.306861	
2851000	11.688050	3	0.455942	0.309736	0.068624	0.165698	0.274453	0.251130	0.201975	0.272442	0.455942	0.309736	0.068624	0.165698	0.274453	0.251130	0.201975	0.272442	0.308591	0.336256	0.117505	0.237647	0.308591	0.336256	0.117505	0.237647	0.455942	0.309736	0.068624	0.165698	0.308591	0.336256	0.117505	0.237647	0.308591	0.336256	0.117505	0.237647	0.308591	0.336256	0.117505	0.237647	0.274453	0.251130	0.201975	0.272442	
2852000	11.688050	3	0.455942	0.309736	0.068624	0.165698	0.297816	0.240675	0.180136	0.281372	0.455942	0.309736	0.068624	0.165698	0.297816	0.240675	0.180136	0.281372	0.308591	0.336256	0.117505	0.237647	0.308591	0.336256	0.117505	0.237647	0.455942	0.309736	0.068624	0.165698	0.308591	0.336256	0.117505	0.237647	0.308591	0.336256	0.117505	0.237647	0.308591	0.336256	0.117505	0.237647	0.308591	0.336256	0.117505	0.237647	
2853000	11.688050	3	0.455942	0.309736	0.068624	0.165698	0.242109	0.190466	0.313382	0.254042	0.455942	0.309736	0.068624	0.165698	0.333171	0.308709	0.096570	0.261550	0.333171	0.308709	0.096570	0.261550	0.333171	0.308709	0.096570	0.261550	0.455942	0.309736	0.068624	0.165698	0.333171	0.308709	0.096570	0.261550	0.333171	0.308709	0.096570	0.261550	0.333171	0.308709	0.096570	0.261550	0.242109	0.190466	0.313382	0.254042	
