Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	TL[10]	TL[11]	
42000	268.021876	6	12.331532	5.359493	30.942782	5.359493	5.359493	5.359493	30.942782	5.359493	12.353495	10.714496	12.569975	
43000	268.021876	6	15.756433	5.654102	15.756433	5.654102	5.654102	5.654102	15.756433	12.709411	12.427595	11.337439	11.742506	
44000	268.021876	6	21.069788	5.570202	21.069788	5.570202	11.163320	5.570202	21.069788	9.442493	11.450110	11.567692	5.570202	
45000	268.021876	7	12.566253	6.001093	28.758850	6.001093	11.113017	6.001093	28.758850	10.193822	12.229395	10.193822	11.657934	
46000	268.021876	6	29.289825	5.770724	29.289825	5.770724	10.995259	5.770724	29.289825	5.770724	11.937108	9.826281	12.189423	
47000	268.021876	7	12.754728	5.124783	29.413973	5.124783	10.177513	5.124783	29.413973	5.124783	11.966178	10.824314	14.903322	
48000	268.021876	7	26.275366	6.142593	26.275366	6.142593	10.565764	6.142593	26.275366	12.813646	12.527637	10.625571	10.140373	
49000	268.021876	7	13.950235	5.689655	27.100971	5.689655	9.833241	5.689655	27.100971	12.105386	10.927328	12.512595	10.927328	
50000	268.021876	8	13.095519	6.209115	28.304629	6.209115	9.282141	6.209115	28.304629	12.864267	11.900228	9.755533	10.726978	
51000	268.021876	8	12.936953	5.756037	30.057442	5.756037	10.293587	5.756037	30.057442	10.808320	11.939330	11.538778	10.831170	
52000	268.021876	8	13.269955	5.889845	32.412223	5.889845	10.424909	5.889845	32.412223	13.800031	12.137885	10.091320	10.497369	
53000	268.021876	8	11.888046	5.505611	30.653361	5.505611	11.088366	5.505611	30.653361	12.549537	13.697960	11.567394	12.677892	
54000	268.021876	7	13.325042	5.764358	28.725875	5.764358	9.304151	5.764358	28.725875	5.764358	12.305143	10.794856	11.352739	
55000	268.021876	6	20.199329	5.434588	20.199329	5.434588	5.434588	5.434588	20.199329	11.352722	9.989219	12.681445	10.516266	
56000	268.021876	7	24.673627	5.799864	24.673627	5.799864	10.067173	5.799864	24.673627	10.955097	11.695370	10.418362	10.814326	
57000	268.021876	7	12.201512	5.927511	27.735846	5.927511	5.927511	5.927511	27.735846	11.317697	10.341842	11.148672	10.675644	
58000	268.021876	6	14.406604	5.979713	29.117573	5.979713	5.979713	5.979713	29.117573	5.979713	12.328255	11.060042	11.273117	
59000	268.021876	5	12.494573	5.778381	28.732343	5.778381	5.778381	5.778381	28.732343	5.778381	11.396334	10.222188	5.778381	
60000	268.021876	6	11.936426	5.675846	29.484482	5.675846	5.675846	5.675846	29.484482	5.675846	10.907202	13.082323	10.326827	
61000	268.021876	5	26.453945	5.782447	26.453945	5.782447	5.782447	5.782447	26.453945	5.782447	10.548250	11.219944	12.708535	
62000	268.021876	6	13.778150	5.195837	16.925773	5.195837	5.195837	5.195837	16.925773	5.195837	12.376601	10.448909	10.451420	
63000	268.021876	6	13.267723	5.413594	15.572361	5.413594	5.413594	5.413594	15.572361	5.413594	11.589770	11.675415	11.845071	
64000	268.021876	5	21.639366	5.089621	21.639366	5.089621	5.089621	5.089621	21.639366	5.089621	11.130614	11.555208	13.571912	
65000	268.021876	6	27.125339	5.534366	27.125339	5.534366	5.534366	5.534366	27.125339	10.857510	12.603062	11.335158	12.502273	
66000	268.021876	5	13.953760	5.421066	27.588222	5.421066	5.421066	5.421066	27.588222	5.421066	11.610401	10.172633	5.421066	
67000	268.021876	6	11.520498	6.116401	30.389867	6.116401	6.116401	6.116401	30.389867	6.116401	11.989007	9.870797	10.761226	
68000	268.021876	5	13.227785	5.264640	27.896818	5.264640	5.264640	5.264640	27.896818	5.264640	13.064105	10.460623	5.264640	
69000	268.021876	6	12.420117	5.294693	28.768036	5.294693	5.294693	5.294693	28.768036	5.294693	11.668959	10.706090	9.823370	
70000	268.021876	4	29.698082	5.506463	29.698082	5.506463	5.506463	5.506463	29.698082	5.506463	12.834278	9.740563	5.506463	
71000	268.021876	5	27.649532	5.228464	27.649532	5.228464	5.228464	5.228464	27.649532	5.228464	13.765831	10.228409	12.143918	
72000	268.021876	5	28.737802	5.513676	28.737802	5.513676	5.513676	5.513676	28.737802	5.513676	10.913633	11.123864	12.107689	
73000	268.021876	5	30.107430	5.683391	30.107430	5.683391	5.683391	5.683391	30.107430	5.683391	13.132464	10.383091	12.733442	
74000	268.021876	6	12.420374	5.570437	28.818457	5.570437	5.570437	5.570437	28.818457	5.570437	11.913158	10.133770	12.614838	
75000	268.021876	6	13.221823	6.050804	29.154590	6.050804	6.050804	6.050804	29.154590	6.050804	12.068279	11.282551	10.206385	
76000	268.021876	5	16.003967	5.633348	16.003967	5.633348	5.633348	5.633348	16.003967	5.633348	11.046224	11.065064	12.600565	
77000	268.021876	5	21.659579	5.622546	21.659579	5.622546	5.622546	5.622546	21.659579	5.622546	12.216595	11.747258	10.134353	
78000	268.021876	5	17.405806	5.521120	17.405806	5.521120	5.521120	5.521120	17.405806	5.521120	11.280702	13.002693	10.704040	
79000	268.021876	5	20.058839	5.258094	20.058839	5.258094	5.258094	5.258094	20.058839	5.258094	11.941162	10.840389	12.217358	
80000	268.021876	6	12.594813	5.423848	25.454317	5.423848	5.423848	5.423848	25.454317	5.423848	11.327210	10.519163	12.349241	
81000	268.021876	5	17.130597	5.105591	17.130597	5.105591	5.105591	5.105591	17.130597	5.105591	12.414368	10.691706	10.415046	
82000	268.021876	5	19.191928	5.465624	19.191928	5.465624	5.465624	5.465624	19.191928	5.465624	10.978013	10.304170	11.382492	
83000	268.021876	6	21.035419	5.501599	21.035419	5.501599	5.501599	5.501599	21.035419	10.461620	11.321976	11.853622	10.930347	
84000	268.021876	5	15.231841	5.246800	15.231841	5.246800	5.246800	5.246800	15.231841	5.246800	11.947838	9.505117	11.900207	
85000	268.021876	6	13.058236	5.594638	22.088664	5.594638	5.594638	5.594638	22.088664	5.594638	10.949851	11.509118	11.240327	
86000	268.021876	5	24.322137	5.678262	24.322137	5.678262	5.678262	5.678262	24.322137	5.678262	13.197762	9.708681	10.960814	
87000	268.021876	5	19.685952	5.092095	19.685952	5.092095	5.092095	5.092095	19.685952	5.092095	11.474789	10.948189	11.371435	
88000	268.021876	6	12.789077	4.951615	24.656835	4.951615	4.951615	4.951615	24.656835	4.951615	13.351323	11.327966	11.945933	
89000	268.021876	5	14.433521	5.078214	31.886008	5.078214	5.078214	5.078214	31.886008	5.078214	11.331154	10.892976	5.078214	
90000	268.021876	5	18.133097	4.843297	18.133097	4.843297	4.843297	4.843297	18.133097	4.843297	12.726645	9.500827	11.910828	
91000	268.021876	6	12.790035	5.236145	24.363088	5.236145	5.236145	5.236145	24.363088	5.236145	12.829143	12.172546	10.831379	
92000	268.021876	5	15.211369	5.550475	26.543698	5.550475	5.550475	5.550475	26.543698	5.550475	10.469957	10.469957	11.426281	
93000	268.021876	6	11.662185	4.727848	27.288482	4.727848	4.727848	4.727848	27.288482	4.727848	12.013463	10.973086	12.869653	
94000	268.021876	5	16.833986	5.230554	16.833986	5.230554	5.230554	5.230554	16.833986	5.230554	11.435798	11.312297	11.980929	
95000	268.021876	5	25.573348	5.421693	25.573348	5.421693	5.421693	5.421693	25.573348	5.421693	12.750881	10.003919	13.247960	
96000	268.021876	5	11.701718	4.889747	25.895252	4.889747	4.889747	4.889747	25.895252	4.889747	11.701718	12.027116	10.477120	
97000	268.021876	6	12.868495	5.489263	25.642497	5.489263	5.489263	5.489263	25.642497	5.489263	11.258192	11.359918	11.027906	
98000	268.021876	5	27.081141	5.111876	27.081141	5.111876	5.111876	5.111876	27.081141	5.111876	11.658137	10.344256	10.990277	
99000	268.021876	4	26.938735	5.617563	26.938735	5.617563	5.617563	5.617563	26.938735	5.617563	11.376992	12.611727	5.617563	
100000	268.021876	4	26.625184	5.376526	26.625184	5.376526	5.376526	5.376526	26.625184	5.376526	13.051497	10.537511	5.376526	
101000	268.021876	5	17.063965	5.112048	17.063965	5.112048	5.112048	5.112048	17.063965	5.112048	13.734222	10.848659	9.731415	
102000	268.021876	5	21.610042	5.178562	21.610042	5.178562	5.178562	5.178562	21.610042	5.178562	10.099820	11.210702	10.498937	
103000	268.021876	7	12.804996	5.316954	24.787210	5.316954	5.316954	5.316954	24.787210	12.899470	12.565958	12.059839	10.575078	
104000	268.021876	5	13.917172	4.957435	29.862796	4.957435	4.957435	4.957435	29.862796	4.957435	14.276471	10.546417	4.957435	
105000	268.021876	6	12.126481	5.322724	29.407435	5.322724	5.322724	5.322724	29.407435	5.322724	12.419250	11.408471	10.401906	
106000	268.021876	5	13.971984	5.831455	19.198661	5.831455	5.831455	5.831455	19.198661	5.831455	13.971984	12.195432	12.761101	
107000	268.021876	6	13.290735	5.111841	21.074589	5.111841	5.111841	5.111841	21.074589	5.111841	11.502403	11.730800	11.023687	
108000	268.021876	6	13.374987	5.944683	14.974395	5.944683	5.944683	5.944683	14.974395	5.944683	12.675812	10.505571	14.350570	
109000	268.021876	6	13.713166	5.473661	21.996026	5.473661	5.473661	5.473661	21.996026	5.473661	13.048228	10.259481	12.027990	
110000	268.021876	5	15.996394	5.679890	15.996394	5.679890	5.679890	5.679890	15.996394	5.679890	12.955291	11.186509	10.579189	
111000	268.021876	6	12.743943	5.991574	22.144364	5.991574	5.991574	5.991574	22.144364	5.991574	11.659353	12.275667	11.045223	
112000	268.021876	5	22.975619	5.695251	22.975619	5.695251	5.695251	5.695251	22.975619	5.695251	12.233791	10.614253	11.424808	
113000	268.021876	5	17.409494	5.334614	17.409494	5.334614	5.334614	5.334614	17.409494	5.334614	12.847574	9.449761	12.174830	
114000	268.021876	6	12.562826	5.475797	19.566088	5.475797	5.475797	5.475797	19.566088	5.475797	13.353198	10.698794	12.519705	
115000	268.021876	7	13.750493	5.389776	23.922460	5.389776	5.389776	5.389776	23.922460	10.368228	12.959427	10.500245	10.084096	
116000	268.021876	6	13.136076	5.570332	29.564925	5.570332	5.570332	5.570332	29.564925	5.570332	11.762488	11.635960	12.544277	
117000	268.021876	6	13.823076	5.444754	14.769094	5.444754	5.444754	5.444754	14.769094	5.444754	11.055129	11.297066	12.156030	
118000	268.021876	8	12.866126	4.896707	18.324488	4.896707	11.135706	4.896707	18.324488	10.348093	12.075346	11.795138	11.191837	
119000	268.021876	8	13.105663	5.124654	16.481909	5.124654	9.592474	5.124654	16.481909	11.831559	11.033541	11.277534	12.314995	
120000	268.021876	7	13.301619	5.783449	20.772341	5.783449	5.783449	5.783449	20.772341	12.772823	13.252494	10.024601	13.436233	
121000	268.021876	5	25.181975	6.473265	25.181975	6.473265	6.473265	6.473265	25.181975	6.473265	11.985535	10.988107	12.395175	
122000	268.021876	6	26.639361	6.082400	26.639361	6.082400	11.369798	6.082400	26.639361	6.082400	10.653379	11.138402	10.492192	
123000	268.021876	7	12.691778	6.222514	22.810335	6.222514	9.653153	6.222514	22.810335	6.222514	11.157330	10.683441	13.400818	
124000	268.021876	5	14.607184	5.296485	14.607184	5.296485	5.296485	5.296485	14.607184	14.607184	10.853830	11.640126	10.804640	
125000	268.021876	5	20.568442	5.313762	20.568442	5.313762	5.313762	5.313762	20.568442	5.313762	11.593906	11.099324	12.111488	
126000	268.021876	6	14.248268	5.551284	14.839467	5.551284	5.551284	5.551284	14.839467	5.551284	12.322531	10.380420	12.007151	
127000	268.021876	6	12.855572	5.499043	14.900919	5.499043	5.499043	5.499043	14.900919	5.499043	12.168448	10.896774	12.473656	
128000	268.021876	5	13.811558	5.338349	15.914625	5.338349	5.338349	5.338349	15.914625	5.338349	14.060949	10.059604	15.914625	
129000	268.021876	5	12.449233	5.442011	21.031495	5.442011	5.442011	5.442011	21.031495	5.442011	11.352146	11.037734	5.442011	
130000	268.021876	5	24.384206	5.204020	24.384206	5.204020	5.204020	5.204020	24.384206	5.204020	10.705678	11.557994	9.856202	
131000	268.021876	5	12.365605	5.122414	15.848297	5.122414	5.122414	5.122414	15.848297	5.122414	11.160563	11.130808	5.122414	
132000	268.021876	6	13.800948	5.497521	23.168630	5.497521	5.497521	5.497521	23.168630	5.497521	10.421287	12.396366	10.004554	
133000	268.021876	6	13.204528	5.577428	26.040364	5.577428	5.577428	5.577428	26.040364	5.577428	11.777479	10.505255	11.382185	
134000	268.021876	6	12.018982	5.424496	29.193310	5.424496	5.424496	5.424496	29.193310	5.424496	11.223134	10.498902	13.189605	
135000	268.021876	6	12.249893	5.339001	26.960246	5.339001	5.339001	5.339001	26.960246	5.339001	11.662693	10.079614	12.345859	
136000	268.021876	5	14.711367	5.705201	14.711367	5.705201	5.705201	5.705201	14.711367	5.705201	11.601298	11.670753	12.535217	
137000	268.021876	6	13.518483	5.232236	22.163220	5.232236	5.232236	5.232236	22.163220	5.232236	10.705714	10.162161	9.499326	
138000	268.021876	5	17.682366	5.574168	17.682366	5.574168	5.574168	5.574168	17.682366	5.574168	11.526456	9.157025	12.163234	
139000	268.021876	5	23.618529	5.811289	23.618529	5.811289	5.811289	5.811289	23.618529	5.811289	13.440429	11.519106	10.930790	
140000	268.021876	6	12.817677	5.384498	25.482395	5.384498	5.384498	5.384498	25.482395	5.384498	12.679062	10.395313	12.806137	
141000	268.021876	6	15.269074	5.470823	30.258657	5.470823	5.470823	5.470823	30.258657	5.470823	13.104498	9.947847	11.260146	
142000	268.021876	6	11.215266	5.913862	29.942129	5.913862	5.913862	5.913862	29.942129	5.913862	12.611588	11.078753	11.509178	
143000	268.021876	5	12.954564	5.775408	28.138320	5.775408	5.775408	5.775408	28.138320	5.775408	11.110129	10.978362	5.775408	
144000	268.021876	6	12.428891	5.819642	25.934513	5.819642	5.819642	5.819642	25.934513	5.819642	12.585197	9.848545	10.617726	
145000	268.021876	6	11.831287	5.843429	26.572999	5.843429	5.843429	5.843429	26.572999	5.843429	11.783454	10.907704	11.849947	
146000	268.021876	6	12.925745	5.089725	28.318795	5.089725	5.089725	5.089725	28.318795	5.089725	11.017458	11.879756	11.389237	
147000	268.021876	6	12.588206	5.318291	29.383265	5.318291	5.318291	5.318291	29.383265	5.318291	12.464266	11.100227	12.305258	
148000	268.021876	5	13.221036	5.327364	25.993895	5.327364	5.327364	5.327364	25.993895	5.327364	11.022365	12.148447	5.327364	
149000	268.021876	5	18.087501	5.453489	18.087501	5.453489	5.453489	5.453489	18.087501	5.453489	11.466410	11.284720	11.873289	
150000	268.021876	6	13.285817	5.138360	14.098049	5.138360	5.138360	5.138360	14.098049	5.138360	10.681606	11.978651	13.448001	
151000	268.021876	4	25.752005	5.308469	25.752005	5.308469	5.308469	5.308469	25.752005	5.308469	12.132466	10.109450	12.132466	
152000	268.021876	5	25.965384	5.076784	25.965384	5.076784	5.076784	5.076784	25.965384	5.076784	11.598296	11.023743	10.143246	
153000	268.021876	5	26.558327	4.748455	26.558327	4.748455	4.748455	4.748455	26.558327	4.748455	11.297981	10.117996	10.720530	
154000	268.021876	6	13.678953	5.102876	27.351898	5.102876	5.102876	5.102876	27.351898	5.102876	12.113918	11.779519	11.778080	
155000	268.021876	4	28.427010	4.932619	28.427010	4.932619	4.932619	4.932619	28.427010	4.932619	13.186278	9.988357	28.427010	
156000	268.021876	6	12.323789	5.712391	28.847173	5.712391	5.712391	5.712391	28.847173	5.712391	12.090909	9.590216	11.857259	
157000	268.021876	5	14.563808	4.939905	16.235471	4.939905	4.939905	4.939905	16.235471	4.939905	11.012981	10.356277	4.939905	
158000	268.021876	6	12.887442	5.183536	20.236910	5.183536	5.183536	5.183536	20.236910	5.183536	12.010809	10.881323	12.326834	
159000	268.021876	6	11.055128	5.230582	22.386537	5.230582	5.230582	5.230582	22.386537	5.230582	10.545187	11.210791	11.657516	
160000	268.021876	6	13.147553	5.541401	23.921630	5.541401	5.541401	5.541401	23.921630	5.541401	11.888678	11.428844	10.110216	
161000	268.021876	6	12.898027	4.928283	29.264841	4.928283	4.928283	4.928283	29.264841	4.928283	10.839288	10.397687	11.307910	
162000	268.021876	6	13.949699	5.300208	29.412971	5.300208	5.300208	5.300208	29.412971	5.300208	10.965245	11.198795	11.676910	
163000	268.021876	6	13.889498	4.834250	14.353173	4.834250	4.834250	4.834250	14.353173	4.834250	10.507372	11.907338	11.424300	
164000	268.021876	5	22.722374	5.072911	22.722374	5.072911	5.072911	5.072911	22.722374	5.072911	11.889927	10.123911	10.731046	
165000	268.021876	5	20.471160	5.608469	20.471160	5.608469	5.608469	5.608469	20.471160	5.608469	12.147336	9.965700	10.315241	
166000	268.021876	7	12.187138	5.688082	25.505983	5.688082	9.576037	5.688082	25.505983	5.688082	12.966345	10.866904	12.771146	
167000	268.021876	6	15.663809	4.632036	15.663809	4.632036	10.999534	4.632036	15.663809	9.043287	11.606437	10.788457	15.663809	
168000	268.021876	5	20.191771	5.227610	20.191771	5.227610	10.682311	5.227610	20.191771	5.227610	12.238690	10.279743	5.227610	
169000	268.021876	6	15.250203	4.790359	15.250203	4.790359	10.923992	4.790359	15.250203	4.790359	11.823943	12.094961	11.454334	
170000	268.021876	7	13.510401	4.535214	19.056160	4.535214	10.190710	4.535214	19.056160	4.535214	11.424241	10.503557	13.009943	
171000	268.021876	8	12.657405	5.063216	22.882105	5.063216	10.919975	5.063216	22.882105	12.357258	12.568333	10.840082	11.828674	
172000	268.021876	7	16.679424	4.913280	16.679424	4.913280	10.035439	4.913280	16.679424	11.711165	12.935237	9.627373	12.293138	
173000	268.021876	6	21.199425	4.681383	21.199425	4.681383	10.028890	4.681383	21.199425	4.681383	10.924638	10.873791	11.567716	
174000	268.021876	7	13.123870	6.340874	28.594932	6.340874	6.340874	6.340874	28.594932	11.032255	11.335488	10.056417	10.242921	
175000	268.021876	6	16.053542	5.095116	16.053542	5.095116	9.917546	5.095116	16.053542	13.487003	13.062048	11.915200	5.095116	
176000	268.021876	7	12.686657	4.442636	23.602046	4.442636	10.438490	4.442636	23.602046	4.442636	10.614516	10.887488	9.608224	
177000	268.021876	7	12.062787	4.649074	22.524874	4.649074	9.909124	4.649074	22.524874	4.649074	11.804789	10.293764	12.492746	
178000	268.021876	6	12.903227	5.200015	16.988738	5.200015	9.776880	5.200015	16.988738	5.200015	13.260795	11.697403	5.200015	
179000	268.021876	6	14.605915	5.037069	20.086004	5.037069	5.037069	5.037069	20.086004	5.037069	12.248871	10.401130	12.857004	
180000	268.021876	6	15.749977	5.180785	26.293070	5.180785	5.180785	5.180785	26.293070	5.180785	14.861768	10.162547	12.061465	
181000	268.021876	6	14.569927	5.654987	28.343363	5.654987	5.654987	5.654987	28.343363	5.654987	11.820710	10.380114	9.835097	
182000	268.021876	5	16.244204	5.336117	16.244204	5.336117	5.336117	5.336117	16.244204	5.336117	11.502973	11.241309	11.902954	
183000	268.021876	6	13.201253	4.870718	19.917360	4.870718	4.870718	4.870718	19.917360	4.870718	11.929340	11.228286	12.842202	
184000	268.021876	6	13.547971	5.012987	25.260931	5.012987	5.012987	5.012987	25.260931	5.012987	12.137312	11.012050	12.550686	
185000	268.021876	6	11.203054	4.914274	26.849196	4.914274	4.914274	4.914274	26.849196	4.914274	13.041931	11.682678	12.535915	
186000	268.021876	6	12.165590	5.639149	28.550813	5.639149	5.639149	5.639149	28.550813	5.639149	10.716209	11.200077	11.987620	
187000	268.021876	6	13.339539	5.343142	30.403127	5.343142	5.343142	5.343142	30.403127	5.343142	11.673494	11.215839	13.203468	
188000	268.021876	6	12.432320	5.954149	28.919754	5.954149	5.954149	5.954149	28.919754	5.954149	11.484284	11.142833	9.684861	
189000	268.021876	6	12.657829	6.037812	30.805408	6.037812	6.037812	6.037812	30.805408	6.037812	11.968473	11.712712	11.311677	
190000	268.021876	6	12.246984	5.403745	27.197937	5.403745	5.403745	5.403745	27.197937	5.403745	11.610044	10.244447	12.342943	
191000	268.021876	5	12.336190	5.437031	15.967797	5.437031	5.437031	5.437031	15.967797	5.437031	11.086369	10.452361	5.437031	
192000	268.021876	6	12.248946	4.927733	21.269369	4.927733	4.927733	4.927733	21.269369	4.927733	11.974664	12.069399	13.118067	
193000	268.021876	5	15.203956	5.217744	15.203956	5.217744	5.217744	5.217744	15.203956	5.217744	12.203367	11.457396	11.964630	
194000	268.021876	5	17.385585	5.376799	17.385585	5.376799	5.376799	5.376799	17.385585	5.376799	11.332926	11.267013	10.658778	
195000	268.021876	6	13.934633	5.468057	26.053071	5.468057	5.468057	5.468057	26.053071	5.468057	12.627816	10.343322	11.186653	
196000	268.021876	6	12.245813	5.140204	19.101712	5.140204	5.140204	5.140204	19.101712	5.140204	11.903719	10.417624	11.481239	
197000	268.021876	6	12.332476	5.111611	16.665493	5.111611	5.111611	5.111611	16.665493	9.593109	12.620831	11.126941	5.111611	
198000	268.021876	6	12.273504	5.099208	20.725929	5.099208	5.099208	5.099208	20.725929	5.099208	12.611662	12.134074	12.456173	
199000	268.021876	6	12.884910	5.648029	27.976075	5.648029	5.648029	5.648029	27.976075	5.648029	10.926574	11.280931	10.588742	
200000	268.021876	6	12.342394	5.691784	28.218968	5.691784	5.691784	5.691784	28.218968	5.691784	10.547087	11.344556	10.803167	
201000	268.021876	6	12.247394	5.648302	21.984674	5.648302	5.648302	5.648302	21.984674	5.648302	13.211129	12.407665	10.341411	
202000	268.021876	7	12.210009	5.358695	26.736553	5.358695	5.358695	5.358695	26.736553	10.646294	12.581713	10.016364	11.125561	
203000	268.021876	6	12.815643	5.644429	28.736541	5.644429	5.644429	5.644429	28.736541	5.644429	12.097190	10.982131	11.958355	
204000	268.021876	6	12.340367	5.621982	19.295792	5.621982	5.621982	5.621982	19.295792	5.621982	11.955757	11.126086	11.892585	
205000	268.021876	6	13.362848	5.503883	24.614332	5.503883	5.503883	5.503883	24.614332	5.503883	11.851891	10.429744	13.035016	
206000	268.021876	6	13.230668	5.906336	29.069194	5.906336	5.906336	5.906336	29.069194	5.906336	10.459348	11.065232	13.351515	
207000	268.021876	6	12.055151	5.287558	18.946732	5.287558	5.287558	5.287558	18.946732	5.287558	11.741466	11.209301	12.077715	
208000	268.021876	4	22.531872	5.195255	22.531872	5.195255	5.195255	5.195255	22.531872	5.195255	12.243071	10.793785	5.195255	
209000	268.021876	6	13.966587	5.012939	13.966587	5.012939	5.012939	5.012939	13.990977	5.012939	13.030836	10.016406	11.367942	
