Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	Alpha[10]	Alpha[11]	
38000	11.688050	3	0.314063	0.216381	0.457624	0.314063	0.314063	0.216381	0.457624	0.314063	0.314063	0.314063	0.314063	
39000	11.688050	6	0.305545	0.245870	0.488997	0.245870	0.305545	0.245870	1.088387	0.305545	0.272705	0.311948	0.305545	
40000	11.688050	6	0.305223	0.278736	0.430687	0.305223	0.305223	0.155724	0.512071	0.278736	0.278736	0.430687	0.117760	
41000	11.688050	6	0.271386	0.233047	0.423203	0.233047	0.288564	0.233047	0.860990	0.423203	0.233047	0.430828	0.233047	
42000	11.688050	8	0.299504	0.268019	0.366172	0.252570	0.280969	0.252570	0.675730	0.443148	0.268019	0.534422	0.280969	
43000	11.688050	4	0.318790	0.211182	0.437960	0.318790	0.318790	0.211182	0.797203	0.318790	0.318790	0.437960	0.211182	
44000	11.688050	8	0.314719	0.195601	0.457522	0.299338	0.336769	0.195601	0.508621	0.422296	0.341619	0.336769	0.195601	
45000	11.688050	6	0.345310	0.243319	0.517592	0.243319	0.345310	0.179439	1.107420	0.345310	0.345310	0.334419	0.179439	
46000	11.688050	5	0.298392	0.196435	0.486871	0.302779	0.298392	0.196435	0.632950	0.298392	0.298392	0.486871	0.196435	
47000	11.688050	4	0.293271	0.242015	0.369844	0.242015	0.369844	0.242015	0.593292	0.293271	0.242015	0.369844	0.242015	
48000	11.688050	6	0.259593	0.219621	0.381113	0.285994	0.259593	0.190044	0.579655	0.381113	0.285994	0.381113	0.259593	
49000	11.688050	8	0.308190	0.243758	0.374470	0.243758	0.281963	0.217501	0.463238	0.368722	0.243758	0.362188	0.362188	
50000	11.688050	6	0.336502	0.181947	0.426481	0.272813	0.336502	0.181947	0.591979	0.336502	0.255652	0.426481	0.255652	
51000	11.688050	5	0.282493	0.282493	0.449519	0.282493	0.282493	0.145051	1.038809	0.449519	0.282493	0.449519	0.248357	
52000	11.688050	6	0.304292	0.224499	0.472443	0.293893	0.304292	0.224499	1.165078	0.293893	0.304292	0.472443	0.174714	
53000	11.688050	5	0.274678	0.189261	0.375490	0.274678	0.274678	0.189261	0.941069	0.375490	0.322710	0.322710	0.274678	
54000	11.688050	6	0.300504	0.220425	0.439286	0.300504	0.300504	0.201020	1.132497	0.439286	0.300504	0.383137	0.300504	
55000	11.688050	6	0.271720	0.271720	0.420072	0.271720	0.271720	0.159718	1.252972	0.405358	0.271720	0.406503	0.271720	
56000	11.688050	4	0.305211	0.214424	0.402184	0.305211	0.305211	0.214424	0.639321	0.305211	0.305211	0.402184	0.214424	
57000	11.688050	4	0.320223	0.257861	0.434123	0.257861	0.257861	0.257861	1.227174	0.434123	0.257861	0.434123	0.257861	
58000	11.688050	5	0.282800	0.193006	0.452210	0.282800	0.282800	0.193006	0.571415	0.452210	0.282800	0.452210	0.242058	
59000	11.688050	6	0.303926	0.219410	0.365548	0.271044	0.313077	0.219410	0.408441	0.303926	0.303926	0.365548	0.219410	
60000	11.688050	5	0.275017	0.230422	0.398543	0.275017	0.275017	0.230422	1.035319	0.398543	0.275017	0.394230	0.230422	
61000	11.688050	6	0.278223	0.172156	0.390313	0.278223	0.278223	0.169561	0.698796	0.390313	0.278223	0.457309	0.172156	
62000	11.688050	8	0.318555	0.208597	0.382522	0.293602	0.280560	0.208597	0.607301	0.382522	0.280560	0.449927	0.450408	
63000	11.688050	5	0.297033	0.290462	0.390070	0.297033	0.297033	0.290462	0.419891	0.293348	0.297033	0.419891	0.290462	
64000	11.688050	5	0.308112	0.214684	0.407643	0.283939	0.283939	0.214684	1.265496	0.283939	0.283939	0.407643	0.283939	
65000	11.688050	5	0.299552	0.219368	0.380146	0.290724	0.299552	0.219368	0.819066	0.299552	0.299552	0.380146	0.299552	
66000	11.688050	5	0.310758	0.167159	0.388838	0.310758	0.310758	0.167159	0.388838	0.310758	0.310758	0.422340	0.227653	
67000	11.688050	8	0.325135	0.218028	0.480656	0.274930	0.304056	0.218028	0.825458	0.445758	0.304056	0.310448	0.218028	
68000	11.688050	3	0.297062	0.297062	0.449520	0.297062	0.297062	0.297062	1.185399	0.297062	0.297062	0.297062	0.297062	
69000	11.688050	6	0.327020	0.192055	0.461547	0.239031	0.327020	0.192055	0.807534	0.327020	0.327020	0.401484	0.327020	
70000	11.688050	8	0.323201	0.197399	0.401723	0.316036	0.338886	0.197399	0.394363	0.458067	0.316036	0.401723	0.207421	
71000	11.688050	4	0.306604	0.197522	0.428580	0.306604	0.306604	0.197522	0.817864	0.306604	0.306604	0.306604	0.306604	
72000	11.688050	6	0.285724	0.188546	0.386362	0.285724	0.253892	0.168696	0.386362	0.386362	0.386362	0.386362	0.243787	
73000	11.688050	8	0.295607	0.193503	0.476933	0.295607	0.244037	0.193503	0.942369	0.426364	0.295607	0.334955	0.289215	
74000	11.688050	4	0.279652	0.225449	0.426940	0.279652	0.279652	0.225449	0.501802	0.501802	0.225449	0.426940	0.279652	
75000	11.688050	7	0.332167	0.182392	0.466483	0.268621	0.213905	0.182392	0.502757	0.268621	0.332167	0.506534	0.213905	
76000	11.688050	6	0.353386	0.226649	0.444957	0.276177	0.276177	0.219599	0.997078	0.353386	0.276177	0.353386	0.226649	
77000	11.688050	6	0.278719	0.214355	0.417199	0.278719	0.266241	0.214355	0.855917	0.332362	0.278719	0.417199	0.278719	
78000	11.688050	7	0.274148	0.219737	0.429186	0.250986	0.276526	0.185694	0.595657	0.274148	0.274148	0.429186	0.274148	
79000	11.688050	5	0.266502	0.218214	0.400659	0.276987	0.266502	0.218214	0.400659	0.400659	0.332379	0.400659	0.218214	
80000	11.688050	5	0.268047	0.212618	0.423920	0.268047	0.268047	0.212618	0.719492	0.268047	0.268047	0.423920	0.430201	
81000	11.688050	5	0.282640	0.217242	0.515760	0.311920	0.311920	0.217242	0.584369	0.311920	0.311920	0.311920	0.217242	
82000	11.688050	8	0.304749	0.214193	0.462301	0.304749	0.304749	0.221845	0.696057	0.282406	0.299548	0.462301	0.088161	
83000	11.688050	4	0.288143	0.288143	0.513949	0.288143	0.288143	0.288143	0.651777	0.288143	0.288143	0.372284	0.288143	
84000	11.688050	6	0.316067	0.209210	0.334257	0.261473	0.316067	0.209210	0.894913	0.316067	0.316067	0.316067	0.136621	
85000	11.688050	7	0.277286	0.199263	0.406980	0.255215	0.277286	0.199263	0.831084	0.255215	0.276739	0.491798	0.255215	
86000	11.688050	6	0.316188	0.196058	0.411149	0.293782	0.293782	0.196058	1.076301	0.293782	0.293782	0.421025	0.196058	
87000	11.688050	6	0.308158	0.203862	0.444827	0.308158	0.252997	0.203862	1.290454	0.308158	0.308158	0.444827	0.250002	
88000	11.688050	6	0.296006	0.202001	0.409131	0.296006	0.296006	0.187124	0.458101	0.409131	0.282452	0.409131	0.296006	
89000	11.688050	7	0.305236	0.200900	0.361303	0.279755	0.305236	0.200900	0.446151	0.514387	0.313644	0.361303	0.446151	
90000	11.688050	5	0.305768	0.219603	0.408902	0.252549	0.305768	0.219603	0.631875	0.305768	0.252549	0.408902	0.219603	
91000	11.688050	7	0.318232	0.238195	0.348991	0.238195	0.318232	0.238195	0.827772	0.378759	0.238195	0.479189	0.228619	
92000	11.688050	6	0.310685	0.187181	0.410454	0.310685	0.297512	0.187181	1.217068	0.310685	0.297512	0.403437	0.187181	
93000	11.688050	4	0.268312	0.228884	0.414111	0.268312	0.268312	0.228884	1.045804	0.414111	0.268312	0.414111	0.228884	
94000	11.688050	6	0.292629	0.227584	0.393809	0.292629	0.292629	0.227584	0.823234	0.284645	0.284645	0.499032	0.292629	
95000	11.688050	4	0.280894	0.218314	0.359469	0.280894	0.280894	0.218314	0.359469	0.359469	0.280894	0.359469	0.183486	
96000	11.688050	6	0.305821	0.204818	0.374952	0.305821	0.294130	0.196682	0.487655	0.305821	0.305821	0.487655	0.196682	
97000	11.688050	5	0.319535	0.218989	0.327468	0.319535	0.327468	0.218989	0.698871	0.319535	0.319535	0.394090	0.218989	
98000	11.688050	5	0.294447	0.224906	0.408311	0.294447	0.294447	0.181893	0.792737	0.408311	0.294447	0.408311	0.181893	
99000	11.688050	4	0.277536	0.193089	0.365016	0.277536	0.277536	0.193089	0.730126	0.365016	0.365016	0.365016	0.277536	
100000	11.688050	6	0.302795	0.181703	0.355337	0.302795	0.281171	0.181703	0.706271	0.281171	0.302795	0.340168	0.181703	
101000	11.688050	8	0.297883	0.239421	0.394589	0.239421	0.239421	0.170652	0.531353	0.531353	0.295488	0.381085	0.136688	
102000	11.688050	4	0.274853	0.181662	0.390263	0.274853	0.274853	0.181662	1.270697	0.390263	0.274853	0.390263	0.274853	
103000	11.688050	6	0.302763	0.210930	0.399972	0.281998	0.295480	0.210930	0.707166	0.399972	0.302763	0.399972	0.210930	
104000	11.688050	7	0.358985	0.208373	0.398174	0.265575	0.265575	0.192752	0.452816	0.398174	0.265575	0.415282	0.265575	
105000	11.688050	5	0.303260	0.206383	0.433851	0.307959	0.303260	0.206383	0.433851	0.307959	0.303260	0.433851	0.128782	
106000	11.688050	7	0.303149	0.194429	0.418786	0.303149	0.355865	0.194429	0.696115	0.387050	0.303149	0.396984	0.355865	
107000	11.688050	5	0.284302	0.206871	0.420655	0.284302	0.359732	0.206871	0.886874	0.420655	0.284302	0.420655	0.284302	
108000	11.688050	6	0.281775	0.178811	0.411749	0.281775	0.281775	0.176126	0.628516	0.281775	0.281775	0.401344	0.178811	
109000	11.688050	6	0.238434	0.238434	0.392162	0.237483	0.306013	0.238434	0.774977	0.291908	0.238434	0.392162	0.238434	
110000	11.688050	7	0.317416	0.216198	0.426582	0.257471	0.257471	0.216198	0.426582	0.372562	0.257471	0.390213	0.188681	
111000	11.688050	5	0.282656	0.218254	0.341658	0.282656	0.282656	0.218254	0.982102	0.341658	0.236321	0.341658	0.282656	
112000	11.688050	3	0.282297	0.184537	0.380930	0.282297	0.282297	0.184537	0.380930	0.380930	0.282297	0.380930	0.282297	
113000	11.688050	6	0.319659	0.202057	0.387081	0.275567	0.259388	0.202057	0.721942	0.275567	0.275567	0.387081	0.259388	
114000	11.688050	6	0.302500	0.192864	0.388510	0.273350	0.302500	0.192864	0.844771	0.388510	0.302500	0.388510	0.208339	
115000	11.688050	5	0.313154	0.209706	0.397847	0.330199	0.330199	0.209706	0.632402	0.397847	0.313154	0.330199	0.397847	
116000	11.688050	5	0.304642	0.171335	0.348966	0.304642	0.304642	0.171335	1.454158	0.304642	0.304642	0.462575	0.304642	
117000	11.688050	6	0.305835	0.232740	0.382930	0.264057	0.264057	0.232740	1.018360	0.382930	0.232740	0.382930	0.335740	
118000	11.688050	5	0.292539	0.197146	0.447760	0.292539	0.292539	0.197146	0.913588	0.374874	0.292539	0.292539	0.374874	
119000	11.688050	6	0.310820	0.200915	0.443751	0.310820	0.310820	0.200915	0.811211	0.343219	0.343219	0.443751	0.113736	
120000	11.688050	6	0.257405	0.176225	0.401028	0.257405	0.257405	0.176225	0.603734	0.401028	0.319959	0.319959	0.083226	
121000	11.688050	7	0.277896	0.238756	0.370834	0.269445	0.277896	0.189465	1.268587	0.393833	0.277896	0.370834	0.277896	
122000	11.688050	6	0.274386	0.203489	0.433729	0.274386	0.274386	0.203489	0.797302	0.325336	0.274386	0.433729	0.321284	
123000	11.688050	4	0.298606	0.181014	0.385835	0.298606	0.298606	0.181014	0.855921	0.298606	0.298606	0.385835	0.385835	
124000	11.688050	8	0.330174	0.218219	0.359058	0.290696	0.344901	0.218219	0.569155	0.451746	0.242813	0.451746	0.290696	
125000	11.688050	6	0.318609	0.242485	0.396730	0.285849	0.318609	0.194321	0.758655	0.396730	0.285849	0.396730	0.285849	
126000	11.688050	6	0.304688	0.186849	0.405188	0.271779	0.271779	0.186849	0.590189	0.271779	0.304688	0.405188	0.134050	
127000	11.688050	6	0.291001	0.197032	0.386997	0.291001	0.291001	0.208682	0.594348	0.386997	0.291001	0.386997	0.171426	
128000	11.688050	8	0.328459	0.176295	0.509667	0.271271	0.271271	0.212698	0.605138	0.449195	0.271271	0.328459	0.212122	
129000	11.688050	7	0.352033	0.173727	0.402453	0.286457	0.331081	0.208912	0.618409	0.402453	0.286457	0.402453	0.173727	
130000	11.688050	7	0.332898	0.213206	0.385785	0.259464	0.302691	0.213206	0.385785	0.457955	0.302691	0.385785	0.359414	
131000	11.688050	5	0.255524	0.255524	0.386796	0.255524	0.255524	0.202088	0.591760	0.255524	0.255524	0.386796	0.169119	
132000	11.688050	7	0.301076	0.193234	0.382760	0.301076	0.276404	0.206756	1.230893	0.382760	0.276404	0.344362	0.206756	
133000	11.688050	5	0.300094	0.227479	0.341753	0.283529	0.283529	0.227479	0.344209	0.283529	0.283529	0.341753	0.283529	
134000	11.688050	7	0.342964	0.216842	0.356536	0.241672	0.241672	0.189457	0.394296	0.342964	0.254441	0.356536	0.241672	
135000	11.688050	7	0.310334	0.216379	0.359264	0.257916	0.245940	0.155570	1.197320	0.359264	0.257916	0.310334	0.359264	
136000	11.688050	4	0.294083	0.199089	0.390601	0.294083	0.294083	0.199089	1.224239	0.390601	0.294083	0.390601	0.199089	
137000	11.688050	5	0.299802	0.207149	0.405730	0.299802	0.299802	0.207149	1.243712	0.299802	0.299802	0.516648	0.299802	
138000	11.688050	8	0.302844	0.198583	0.302844	0.296006	0.310767	0.198583	0.419848	0.296006	0.281344	0.433043	0.107442	
139000	11.688050	9	0.275719	0.211593	0.408422	0.286877	0.283868	0.217814	0.569855	0.482489	0.275719	0.368789	0.286877	
140000	11.688050	6	0.355568	0.242591	0.398658	0.242591	0.242591	0.201162	0.900106	0.398658	0.398658	0.470286	0.398658	
141000	11.688050	4	0.303982	0.189147	0.317384	0.303982	0.240503	0.189147	0.317384	0.317384	0.317384	0.303982	0.317384	
142000	11.688050	6	0.350850	0.224874	0.350850	0.291419	0.286515	0.224874	0.892610	0.350850	0.286515	0.350850	0.153614	
143000	11.688050	7	0.300842	0.208531	0.409579	0.278348	0.300842	0.208531	0.518008	0.409579	0.282799	0.409579	0.169701	
144000	11.688050	6	0.268279	0.190096	0.406418	0.268279	0.268279	0.171990	0.425386	0.387267	0.268279	0.387267	0.190096	
145000	11.688050	5	0.306524	0.251430	0.440689	0.251430	0.303277	0.251430	0.455099	0.440689	0.251430	0.440689	0.251430	
146000	11.688050	6	0.272943	0.237867	0.378586	0.272943	0.272943	0.237867	1.389417	0.412105	0.265629	0.412105	0.272943	
147000	11.688050	6	0.273186	0.197518	0.396680	0.273186	0.269554	0.197518	0.644311	0.273186	0.269554	0.396680	0.233593	
148000	11.688050	5	0.291674	0.270523	0.467471	0.270523	0.270523	0.205545	1.197903	0.270523	0.270523	0.467471	0.270523	
149000	11.688050	5	0.294640	0.216643	0.421376	0.294640	0.294640	0.216643	0.790371	0.294640	0.294640	0.517141	0.216643	
150000	11.688050	5	0.314118	0.213902	0.334449	0.305750	0.305750	0.213902	0.773588	0.334449	0.314118	0.305750	0.305750	
151000	11.688050	4	0.303942	0.251968	0.392557	0.313043	0.313043	0.251968	0.392557	0.303942	0.313043	0.392557	0.392557	
152000	11.688050	5	0.296485	0.229049	0.350409	0.285173	0.285173	0.229049	0.653387	0.350409	0.229049	0.285173	0.229049	
153000	11.688050	6	0.309364	0.199680	0.488503	0.235888	0.309364	0.199680	0.818829	0.370228	0.235888	0.370228	0.199680	
154000	11.688050	5	0.311336	0.255442	0.389495	0.255442	0.311336	0.185064	1.407112	0.389495	0.311336	0.389495	0.185064	
155000	11.688050	6	0.307410	0.190553	0.427744	0.307410	0.358882	0.190553	0.618593	0.454504	0.307410	0.427744	0.307410	
156000	11.688050	5	0.302713	0.199932	0.438995	0.302713	0.347107	0.199932	0.692676	0.347107	0.302713	0.347107	0.199932	
157000	11.688050	4	0.298680	0.180674	0.354126	0.298680	0.298680	0.180674	0.375762	0.298680	0.298680	0.375762	0.298680	
158000	11.688050	6	0.304385	0.231213	0.387391	0.304385	0.304385	0.179977	0.431670	0.304385	0.304385	0.387391	0.355954	
159000	11.688050	8	0.291630	0.262661	0.444510	0.258814	0.258814	0.187327	0.926272	0.339463	0.339463	0.444510	0.161182	
160000	11.688050	6	0.307044	0.207169	0.407277	0.307044	0.306422	0.207169	0.583897	0.303854	0.307044	0.307044	0.207169	
161000	11.688050	7	0.321213	0.197245	0.549445	0.321213	0.308166	0.197245	0.549445	0.293743	0.308166	0.389894	0.193334	
162000	11.688050	5	0.311232	0.193872	0.460312	0.311232	0.311232	0.193872	0.460312	0.311232	0.311232	0.368210	0.245984	
163000	11.688050	7	0.295604	0.217954	0.385163	0.295604	0.319011	0.217954	0.450117	0.328626	0.450117	0.385163	0.404206	
164000	11.688050	4	0.303286	0.183546	0.480348	0.303286	0.303286	0.183546	0.480348	0.480348	0.303286	0.480348	0.240006	
165000	11.688050	5	0.300972	0.255025	0.522836	0.255025	0.255025	0.255025	0.945509	0.255025	0.255025	0.522836	0.215064	
166000	11.688050	5	0.287153	0.201483	0.424296	0.287153	0.287153	0.201483	0.424296	0.378176	0.287153	0.365262	0.378176	
167000	11.688050	7	0.320406	0.181645	0.389955	0.279686	0.320406	0.181645	1.222694	0.389955	0.253746	0.389955	0.126500	
168000	11.688050	7	0.303148	0.233933	0.402579	0.295873	0.303148	0.198686	1.503241	0.402579	0.303148	0.405620	0.303148	
169000	11.688050	4	0.295316	0.178586	0.380294	0.295316	0.295316	0.178586	0.380294	0.465193	0.295316	0.380294	0.178586	
170000	11.688050	7	0.371584	0.175923	0.446913	0.281641	0.371584	0.175923	1.087825	0.319750	0.281641	0.446913	0.382564	
171000	11.688050	8	0.262037	0.251538	0.489769	0.260357	0.335371	0.230911	0.610375	0.335371	0.251538	0.489769	0.314239	
172000	11.688050	6	0.316544	0.215406	0.422587	0.262840	0.316544	0.215406	0.770685	0.316544	0.316544	0.422587	0.092793	
173000	11.688050	6	0.314440	0.255329	0.399105	0.255329	0.255329	0.179111	0.424726	0.424726	0.255329	0.424726	0.125739	
174000	11.688050	6	0.333958	0.211765	0.401178	0.309801	0.309801	0.211765	0.401178	0.403560	0.309801	0.401178	0.251735	
175000	11.688050	7	0.300898	0.174983	0.481763	0.300898	0.300898	0.184381	0.591689	0.294243	0.300898	0.481763	0.230390	
176000	11.688050	7	0.343880	0.264983	0.444612	0.264983	0.264983	0.264983	0.412638	0.350320	0.264983	0.432257	0.133102	
177000	11.688050	9	0.337011	0.200428	0.424326	0.300747	0.265844	0.203262	0.864669	0.423706	0.304778	0.423706	0.300747	
178000	11.688050	5	0.298744	0.192805	0.408494	0.298744	0.298744	0.192805	1.080016	0.298744	0.298744	0.408494	0.114461	
179000	11.688050	6	0.310732	0.230786	0.447924	0.310732	0.310732	0.210577	0.447924	0.310732	0.310732	0.385687	0.096577	
180000	11.688050	7	0.341253	0.213095	0.438511	0.270269	0.338655	0.213095	0.833736	0.438511	0.245520	0.438511	0.341253	
181000	11.688050	4	0.289231	0.180418	0.393625	0.289231	0.289231	0.180418	0.617617	0.393625	0.289231	0.393625	0.289231	
182000	11.688050	8	0.352416	0.259160	0.444680	0.259160	0.259160	0.216695	1.333140	0.382343	0.259160	0.436753	0.155852	
183000	11.688050	8	0.311529	0.186721	0.400202	0.264807	0.327655	0.186721	0.780086	0.327802	0.311529	0.400202	0.236894	
184000	11.688050	7	0.280536	0.205096	0.396068	0.280536	0.280536	0.193125	1.345515	0.396068	0.280536	0.382208	0.096023	
185000	11.688050	7	0.278317	0.278317	0.399893	0.278317	0.258353	0.207724	1.190002	0.304821	0.278317	0.381350	0.207724	
186000	11.688050	5	0.286631	0.209965	0.302761	0.302761	0.286631	0.209965	0.451585	0.361116	0.302761	0.451585	0.209965	
187000	11.688050	5	0.306425	0.189688	0.380977	0.306425	0.306425	0.189688	1.418056	0.306425	0.306425	0.380977	0.344296	
188000	11.688050	6	0.291395	0.268376	0.446632	0.268376	0.302265	0.241431	0.810885	0.291395	0.302265	0.446632	0.291395	
189000	11.688050	7	0.307564	0.194021	0.397733	0.267742	0.307564	0.238285	0.963300	0.307564	0.307564	0.397733	0.122514	
190000	11.688050	8	0.291909	0.219474	0.382146	0.261466	0.261466	0.219474	0.393899	0.358785	0.306610	0.382146	0.152136	
191000	11.688050	6	0.332168	0.221473	0.332168	0.286376	0.332168	0.221473	0.573559	0.477031	0.276269	0.332168	0.221473	
192000	11.688050	6	0.319404	0.238816	0.420410	0.238816	0.238816	0.231030	0.574420	0.393496	0.238816	0.319404	0.420410	
193000	11.688050	4	0.367445	0.245100	0.413853	0.245100	0.245100	0.245100	0.997439	0.367445	0.245100	0.367445	0.367445	
194000	11.688050	5	0.278175	0.181639	0.392365	0.278175	0.375992	0.181639	0.668539	0.375992	0.278175	0.375992	0.181639	
195000	11.688050	6	0.316154	0.200947	0.395096	0.316154	0.328112	0.200947	0.400742	0.386728	0.316154	0.400742	0.200947	
196000	11.688050	4	0.281217	0.199091	0.362745	0.281217	0.362745	0.199091	0.455920	0.362745	0.281217	0.362745	0.281217	
197000	11.688050	6	0.325115	0.217262	0.425970	0.329581	0.325115	0.217262	0.790547	0.519521	0.325115	0.425970	0.217262	
198000	11.688050	5	0.350523	0.200020	0.350523	0.350523	0.350523	0.200020	0.506325	0.350523	0.335580	0.350523	0.248541	
199000	11.688050	6	0.307639	0.214039	0.430179	0.298716	0.307639	0.214039	0.637629	0.430179	0.351592	0.430179	0.298716	
200000	11.688050	6	0.293837	0.269215	0.491614	0.269215	0.293837	0.204130	0.835091	0.352216	0.269215	0.352216	0.352216	
201000	11.688050	4	0.304190	0.209569	0.413395	0.240188	0.304190	0.209569	0.413395	0.413395	0.240188	0.413395	0.304190	
202000	11.688050	9	0.274031	0.216798	0.438116	0.285106	0.298087	0.216798	1.559206	0.409886	0.298087	0.406147	0.246159	
203000	11.688050	5	0.320871	0.220993	0.320871	0.262690	0.320871	0.220993	1.097072	0.320871	0.320871	0.329228	0.329228	
204000	11.688050	6	0.320986	0.174119	0.428423	0.320986	0.320986	0.174119	1.857499	0.428423	0.225188	0.347964	0.225188	
205000	11.688050	7	0.294016	0.258921	0.414624	0.294016	0.294016	0.197000	0.673640	0.294016	0.250210	0.331664	0.250210	
206000	11.688050	5	0.314366	0.267606	0.380565	0.267606	0.314366	0.204740	0.974736	0.314366	0.267606	0.380565	0.204740	
207000	11.688050	7	0.299115	0.181211	0.467666	0.299075	0.299075	0.181211	0.798439	0.467666	0.331073	0.299075	0.202605	
208000	11.688050	4	0.339199	0.237733	0.509491	0.237733	0.339199	0.237733	0.509491	0.339199	0.339199	0.339199	0.211930	
