Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
10000	-123317	1,1,2,2,3,1	1.695768	6.224264	6.224264	5.136501	5.136501	6.624703	6.224264	1,2,3,4,4,2	1.695768	0.370612	0.254779	0.085817	0.288792	0.008191	0.599569	0.092748	0.299492	0.372973	0.298479	0.203845	0.124703	0.056588	0.232078	0.116563	0.594772	0.056588	0.232078	0.116563	0.594772	0.008191	0.599569	0.092748	0.299492	1,1,2,1,3,1	1.695768	0.202601	0.252958	0.229302	0.031908	0.147333	0.135897	0.202601	0.252958	0.229302	0.031908	0.147333	0.135897	0.003839	0.211664	0.337346	0.050208	0.001308	0.395635	0.202601	0.252958	0.229302	0.031908	0.147333	0.135897	0.040985	0.362279	0.033206	0.022793	0.482696	0.058042	0.202601	0.252958	0.229302	0.031908	0.147333	0.135897	1,2,3,4,1,5	1.695768	0.834404	0.718859	1.722449	1.804036	0.834404	1.093347	
11000	-122450	1,2,3,4,2,5	1.695768	6.519289	6.374723	5.823026	5.414627	6.374723	6.378837	1,2,3,4,4,2	1.695768	0.401374	0.156287	0.235316	0.207023	0.005959	0.585654	0.101583	0.306804	0.538575	0.044223	0.289631	0.127571	0.024651	0.336415	0.132854	0.506080	0.024651	0.336415	0.132854	0.506080	0.005959	0.585654	0.101583	0.306804	1,2,1,1,3,2	1.695768	0.177861	0.261962	0.290900	0.032120	0.126157	0.111000	0.351467	0.223639	0.161582	0.029411	0.149711	0.084190	0.177861	0.261962	0.290900	0.032120	0.126157	0.111000	0.177861	0.261962	0.290900	0.032120	0.126157	0.111000	0.020116	0.070396	0.184702	0.028922	0.538666	0.157197	0.351467	0.223639	0.161582	0.029411	0.149711	0.084190	1,1,2,2,3,4	1.695768	0.695885	0.695885	1.894816	1.894816	0.860642	1.037730	
12000	-122757	1,2,3,3,4,5	1.695768	6.065021	6.231119	5.535259	5.535259	5.972498	6.382892	1,2,3,4,4,2	1.695768	0.251669	0.193363	0.225500	0.329467	0.007111	0.587812	0.102621	0.302455	0.604225	0.152129	0.148321	0.095325	0.049574	0.223494	0.120665	0.606267	0.049574	0.223494	0.120665	0.606267	0.007111	0.587812	0.102621	0.302455	1,1,1,1,2,1	1.695768	0.233998	0.252591	0.197847	0.027770	0.160422	0.127373	0.233998	0.252591	0.197847	0.027770	0.160422	0.127373	0.233998	0.252591	0.197847	0.027770	0.160422	0.127373	0.233998	0.252591	0.197847	0.027770	0.160422	0.127373	0.115307	0.210692	0.055869	0.078208	0.355539	0.184385	0.233998	0.252591	0.197847	0.027770	0.160422	0.127373	1,2,3,3,1,4	1.695768	0.880504	0.733054	2.180601	2.180601	0.880504	1.057645	
13000	-122869	1,1,2,3,4,1	1.695768	6.337862	6.337862	5.654100	5.566990	5.764720	6.337862	1,2,1,3,3,2	1.695768	0.411146	0.137730	0.260069	0.191055	0.006447	0.584006	0.103846	0.305702	0.411146	0.137730	0.260069	0.191055	0.069134	0.208201	0.155782	0.566882	0.069134	0.208201	0.155782	0.566882	0.006447	0.584006	0.103846	0.305702	1,1,1,1,2,1	1.695768	0.281047	0.176404	0.243105	0.030161	0.159160	0.110122	0.281047	0.176404	0.243105	0.030161	0.159160	0.110122	0.281047	0.176404	0.243105	0.030161	0.159160	0.110122	0.281047	0.176404	0.243105	0.030161	0.159160	0.110122	0.163438	0.368643	0.192464	0.006914	0.234826	0.033716	0.281047	0.176404	0.243105	0.030161	0.159160	0.110122	1,2,3,3,1,4	1.695768	0.872592	0.617717	1.876234	1.876234	0.872592	0.994559	
14000	-123896	1,2,3,4,5,5	1.695768	5.109609	6.050637	5.399625	5.434866	6.454713	6.454713	1,2,3,4,4,2	1.695768	0.154063	0.054781	0.307681	0.483475	0.006093	0.589223	0.095255	0.309430	0.411834	0.106630	0.238761	0.242775	0.044144	0.209632	0.127632	0.618592	0.044144	0.209632	0.127632	0.618592	0.006093	0.589223	0.095255	0.309430	1,1,1,1,2,1	1.695768	0.278542	0.185158	0.279497	0.026285	0.132263	0.098256	0.278542	0.185158	0.279497	0.026285	0.132263	0.098256	0.278542	0.185158	0.279497	0.026285	0.132263	0.098256	0.278542	0.185158	0.279497	0.026285	0.132263	0.098256	0.096977	0.046194	0.008127	0.034671	0.799767	0.014264	0.278542	0.185158	0.279497	0.026285	0.132263	0.098256	1,2,3,3,1,1	1.695768	0.892337	0.491598	1.824903	1.824903	0.892337	0.892337	
15000	-122232	1,2,3,4,3,5	1.695768	6.395773	5.944412	5.755134	4.966523	5.755134	6.498626	1,2,3,4,4,2	1.695768	0.224423	0.225592	0.316648	0.233336	0.006654	0.613701	0.085508	0.294137	0.415601	0.033728	0.242029	0.308642	0.049593	0.217814	0.135204	0.597389	0.049593	0.217814	0.135204	0.597389	0.006654	0.613701	0.085508	0.294137	1,1,1,1,2,1	1.695768	0.254356	0.260104	0.271683	0.028522	0.098834	0.086502	0.254356	0.260104	0.271683	0.028522	0.098834	0.086502	0.254356	0.260104	0.271683	0.028522	0.098834	0.086502	0.254356	0.260104	0.271683	0.028522	0.098834	0.086502	0.028944	0.160318	0.099209	0.035216	0.501252	0.175061	0.254356	0.260104	0.271683	0.028522	0.098834	0.086502	1,2,3,4,1,5	1.695768	0.851427	0.504291	1.615250	2.341845	0.851427	1.142510	
16000	-121961	1,2,3,3,1,1	1.695768	6.470170	5.916717	5.439186	5.439186	6.470170	6.470170	1,2,3,4,4,2	1.695768	0.351417	0.139870	0.235046	0.273666	0.007897	0.591649	0.090235	0.310219	0.481876	0.096647	0.330430	0.091047	0.093838	0.220947	0.132677	0.552538	0.093838	0.220947	0.132677	0.552538	0.007897	0.591649	0.090235	0.310219	1,1,2,1,3,1	1.695768	0.265702	0.244505	0.160709	0.047988	0.176399	0.104697	0.265702	0.244505	0.160709	0.047988	0.176399	0.104697	0.183629	0.206607	0.454780	0.021115	0.024626	0.109243	0.265702	0.244505	0.160709	0.047988	0.176399	0.104697	0.088250	0.208936	0.067973	0.009934	0.538684	0.086222	0.265702	0.244505	0.160709	0.047988	0.176399	0.104697	1,2,3,3,1,4	1.695768	0.890213	0.719155	1.908593	1.908593	0.890213	1.098693	
17000	-123667	1,2,3,4,4,5	1.695768	6.264594	6.127092	5.073452	5.530140	5.530140	6.004584	1,2,3,4,4,2	1.695768	0.266261	0.183942	0.319756	0.230040	0.006305	0.591909	0.100921	0.300865	0.437612	0.005928	0.129195	0.427265	0.098259	0.225300	0.156573	0.519868	0.098259	0.225300	0.156573	0.519868	0.006305	0.591909	0.100921	0.300865	1,2,3,2,4,2	1.695768	0.208866	0.053571	0.289673	0.112842	0.235134	0.099913	0.206918	0.362379	0.197167	0.031335	0.117931	0.084271	0.180728	0.341826	0.120435	0.239365	0.101893	0.015754	0.206918	0.362379	0.197167	0.031335	0.117931	0.084271	0.000721	0.363062	0.196006	0.081038	0.258839	0.100333	0.206918	0.362379	0.197167	0.031335	0.117931	0.084271	1,2,3,3,1,1	1.695768	0.890443	0.458508	1.641662	1.641662	0.890443	0.890443	
18000	-122483	1,1,2,2,1,1	1.695768	6.181893	6.181893	5.571486	5.571486	6.181893	6.181893	1,2,3,4,4,2	1.695768	0.315779	0.191074	0.345705	0.147442	0.005238	0.613680	0.094746	0.286336	0.503812	0.025546	0.118543	0.352099	0.089027	0.236007	0.138356	0.536610	0.089027	0.236007	0.138356	0.536610	0.005238	0.613680	0.094746	0.286336	1,2,2,2,3,2	1.695768	0.254793	0.177697	0.339907	0.044570	0.112806	0.070227	0.297887	0.293592	0.213087	0.020468	0.102029	0.072937	0.297887	0.293592	0.213087	0.020468	0.102029	0.072937	0.297887	0.293592	0.213087	0.020468	0.102029	0.072937	0.106674	0.030308	0.116795	0.097415	0.602335	0.046473	0.297887	0.293592	0.213087	0.020468	0.102029	0.072937	1,2,3,4,5,6	1.695768	0.773754	0.690593	1.827131	2.164102	0.902968	0.981282	
19000	-123460	1,2,1,3,1,2	1.695768	5.637549	6.443336	5.637549	5.145757	5.637549	6.443336	1,2,3,4,4,2	1.695768	0.186695	0.235097	0.300384	0.277825	0.006630	0.604815	0.086374	0.302181	0.341374	0.011902	0.399828	0.246896	0.049719	0.293811	0.072184	0.584286	0.049719	0.293811	0.072184	0.584286	0.006630	0.604815	0.086374	0.302181	1,1,2,1,3,1	1.695768	0.282796	0.167993	0.237401	0.030482	0.153951	0.127378	0.282796	0.167993	0.237401	0.030482	0.153951	0.127378	0.215625	0.112135	0.340690	0.098876	0.040163	0.192511	0.282796	0.167993	0.237401	0.030482	0.153951	0.127378	0.001495	0.087271	0.451759	0.021468	0.296452	0.141556	0.282796	0.167993	0.237401	0.030482	0.153951	0.127378	1,2,3,4,1,5	1.695768	0.837104	0.593753	1.719560	2.381043	0.837104	0.990841	
20000	-122450	1,1,2,3,3,4	1.695768	6.063007	6.063007	6.064707	5.259071	5.259071	6.328061	1,2,3,4,5,2	1.695768	0.458331	0.138540	0.150131	0.252999	0.005445	0.600908	0.091184	0.302464	0.531623	0.046842	0.196227	0.225308	0.069908	0.184291	0.074351	0.671450	0.025535	0.171922	0.197161	0.605383	0.005445	0.600908	0.091184	0.302464	1,1,2,1,3,1	1.695768	0.314089	0.190750	0.207558	0.041118	0.147714	0.098772	0.314089	0.190750	0.207558	0.041118	0.147714	0.098772	0.074994	0.258537	0.317235	0.033897	0.249395	0.065942	0.314089	0.190750	0.207558	0.041118	0.147714	0.098772	0.130995	0.052458	0.251337	0.003358	0.465655	0.096196	0.314089	0.190750	0.207558	0.041118	0.147714	0.098772	1,2,3,4,1,1	1.695768	0.878280	0.646565	1.652771	1.737618	0.878280	0.878280	
21000	-123362	1,1,2,3,3,4	1.695768	6.331908	6.331908	5.714963	5.412265	5.412265	5.862713	1,2,3,4,4,2	1.695768	0.257536	0.221321	0.206016	0.315127	0.007463	0.598432	0.103110	0.290995	0.516553	0.162698	0.216796	0.103954	0.085676	0.294392	0.269983	0.349950	0.085676	0.294392	0.269983	0.349950	0.007463	0.598432	0.103110	0.290995	1,1,2,1,3,1	1.695768	0.259936	0.179190	0.225443	0.028854	0.172586	0.133992	0.259936	0.179190	0.225443	0.028854	0.172586	0.133992	0.156732	0.285362	0.347379	0.195484	0.002111	0.012933	0.259936	0.179190	0.225443	0.028854	0.172586	0.133992	0.413146	0.074960	0.014889	0.035415	0.418424	0.043166	0.259936	0.179190	0.225443	0.028854	0.172586	0.133992	1,2,3,3,4,4	1.695768	0.877105	0.631367	1.871652	1.871652	1.001976	1.001976	
22000	-122754	1,2,3,4,3,2	1.695768	5.583474	6.376929	6.292810	5.471398	6.292810	6.376929	1,2,3,4,4,2	1.695768	0.158958	0.225223	0.258276	0.357543	0.007365	0.595310	0.105835	0.291489	0.517068	0.011504	0.250408	0.221021	0.073370	0.245572	0.067861	0.613197	0.073370	0.245572	0.067861	0.613197	0.007365	0.595310	0.105835	0.291489	1,1,2,1,3,1	1.695768	0.254865	0.150123	0.303891	0.031725	0.160470	0.098925	0.254865	0.150123	0.303891	0.031725	0.160470	0.098925	0.095565	0.202692	0.274077	0.001459	0.246151	0.180056	0.254865	0.150123	0.303891	0.031725	0.160470	0.098925	0.083675	0.083824	0.081107	0.194167	0.444092	0.113135	0.254865	0.150123	0.303891	0.031725	0.160470	0.098925	1,2,3,3,1,4	1.695768	0.893496	0.718709	1.793951	1.793951	0.893496	1.064779	
23000	-122692	1,2,3,4,1,1	1.695768	6.052111	6.169185	4.842936	5.047599	6.052111	6.052111	1,2,3,4,4,2	1.695768	0.207024	0.139797	0.278096	0.375083	0.007169	0.609176	0.085442	0.298214	0.504621	0.032371	0.076676	0.386332	0.046209	0.245772	0.144989	0.563030	0.046209	0.245772	0.144989	0.563030	0.007169	0.609176	0.085442	0.298214	1,2,3,2,4,2	1.695768	0.200327	0.189324	0.199956	0.152976	0.148217	0.109201	0.138727	0.384120	0.209094	0.023297	0.129065	0.115697	0.222946	0.271152	0.086125	0.292028	0.082112	0.045637	0.138727	0.384120	0.209094	0.023297	0.129065	0.115697	0.332522	0.043443	0.114187	0.017669	0.431125	0.061054	0.138727	0.384120	0.209094	0.023297	0.129065	0.115697	1,2,3,3,2,2	1.695768	0.871396	0.855816	1.985320	1.985320	0.855816	0.855816	
24000	-122116	1,2,2,1,3,2	1.695768	5.216314	6.122994	6.122994	5.216314	6.266046	6.122994	1,2,3,4,4,2	1.695768	0.152176	0.238411	0.316030	0.293383	0.008440	0.599451	0.093618	0.298491	0.629191	0.061211	0.199275	0.110323	0.058148	0.240702	0.131879	0.569272	0.058148	0.240702	0.131879	0.569272	0.008440	0.599451	0.093618	0.298491	1,1,1,1,2,1	1.695768	0.270432	0.273827	0.204676	0.020087	0.129171	0.101807	0.270432	0.273827	0.204676	0.020087	0.129171	0.101807	0.270432	0.273827	0.204676	0.020087	0.129171	0.101807	0.270432	0.273827	0.204676	0.020087	0.129171	0.101807	0.055994	0.020264	0.196097	0.041951	0.640631	0.045063	0.270432	0.273827	0.204676	0.020087	0.129171	0.101807	1,2,3,4,5,5	1.695768	0.742772	0.601579	1.978134	2.050364	0.817548	0.817548	
25000	-122040	1,2,3,4,2,5	1.695768	6.077119	6.043299	5.647149	5.157521	6.043299	6.105468	1,2,3,4,4,2	1.695768	0.381396	0.119612	0.298761	0.200231	0.007300	0.599452	0.093240	0.300008	0.640388	0.069755	0.182783	0.107074	0.058927	0.253792	0.145046	0.542235	0.058927	0.253792	0.145046	0.542235	0.007300	0.599452	0.093240	0.300008	1,1,2,1,3,1	1.695768	0.304903	0.173329	0.196966	0.044307	0.166348	0.114147	0.304903	0.173329	0.196966	0.044307	0.166348	0.114147	0.057616	0.193045	0.299383	0.181336	0.031502	0.237118	0.304903	0.173329	0.196966	0.044307	0.166348	0.114147	0.017122	0.138917	0.144116	0.097596	0.556287	0.045963	0.304903	0.173329	0.196966	0.044307	0.166348	0.114147	1,2,3,3,1,1	1.695768	0.909182	0.576632	2.303394	2.303394	0.909182	0.909182	
26000	-123651	1,1,1,2,3,1	1.695768	6.393994	6.393994	6.393994	5.591932	5.287140	6.393994	1,2,3,4,4,2	1.695768	0.420678	0.199490	0.083376	0.296456	0.006634	0.609506	0.088538	0.295322	0.480340	0.101565	0.094665	0.323430	0.083727	0.224839	0.207540	0.483893	0.083727	0.224839	0.207540	0.483893	0.006634	0.609506	0.088538	0.295322	1,1,2,1,2,1	1.695768	0.244799	0.194155	0.293648	0.030380	0.129204	0.107815	0.244799	0.194155	0.293648	0.030380	0.129204	0.107815	0.073016	0.204687	0.269510	0.003535	0.351012	0.098239	0.244799	0.194155	0.293648	0.030380	0.129204	0.107815	0.073016	0.204687	0.269510	0.003535	0.351012	0.098239	0.244799	0.194155	0.293648	0.030380	0.129204	0.107815	1,2,3,3,1,1	1.695768	0.935500	0.698394	1.839447	1.839447	0.935500	0.935500	
27000	-122154	1,1,2,2,1,1	1.695768	6.222765	6.222765	4.852275	4.852275	6.222765	6.222765	1,2,3,4,4,2	1.695768	0.212281	0.303682	0.079666	0.404371	0.005658	0.607462	0.073262	0.313619	0.573910	0.063164	0.147849	0.215077	0.059345	0.231131	0.116913	0.592610	0.059345	0.231131	0.116913	0.592610	0.005658	0.607462	0.073262	0.313619	1,1,1,1,2,1	1.695768	0.196917	0.355281	0.198101	0.024629	0.099516	0.125556	0.196917	0.355281	0.198101	0.024629	0.099516	0.125556	0.196917	0.355281	0.198101	0.024629	0.099516	0.125556	0.196917	0.355281	0.198101	0.024629	0.099516	0.125556	0.060614	0.129497	0.110974	0.122918	0.517186	0.058810	0.196917	0.355281	0.198101	0.024629	0.099516	0.125556	1,2,3,3,1,1	1.695768	0.897638	0.634088	1.883848	1.883848	0.897638	0.897638	
