Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
93000	-89980.9	1,1,1,1,1,1	0.092720	5.766544	5.766544	5.766544	5.766544	5.766544	5.766544	1,1,1,1,1,1	0.092720	0.025006	0.635072	0.127489	0.212432	0.025006	0.635072	0.127489	0.212432	0.025006	0.635072	0.127489	0.212432	0.025006	0.635072	0.127489	0.212432	0.025006	0.635072	0.127489	0.212432	0.025006	0.635072	0.127489	0.212432	1,1,1,1,1,1	0.092720	0.026571	0.109215	0.021879	0.065371	0.514840	0.262124	0.026571	0.109215	0.021879	0.065371	0.514840	0.262124	0.026571	0.109215	0.021879	0.065371	0.514840	0.262124	0.026571	0.109215	0.021879	0.065371	0.514840	0.262124	0.026571	0.109215	0.021879	0.065371	0.514840	0.262124	0.026571	0.109215	0.021879	0.065371	0.514840	0.262124	1,1,1,1,1,1	0.092720	0.387859	0.387859	0.387859	0.387859	0.387859	0.387859	
94000	-89990.6	1,1,1,1,1,1	0.092720	5.756928	5.756928	5.756928	5.756928	5.756928	5.756928	1,1,1,1,1,1	0.092720	0.024302	0.643324	0.121162	0.211212	0.024302	0.643324	0.121162	0.211212	0.024302	0.643324	0.121162	0.211212	0.024302	0.643324	0.121162	0.211212	0.024302	0.643324	0.121162	0.211212	0.024302	0.643324	0.121162	0.211212	1,1,1,1,1,1	0.092720	0.027914	0.117248	0.018853	0.067382	0.508180	0.260423	0.027914	0.117248	0.018853	0.067382	0.508180	0.260423	0.027914	0.117248	0.018853	0.067382	0.508180	0.260423	0.027914	0.117248	0.018853	0.067382	0.508180	0.260423	0.027914	0.117248	0.018853	0.067382	0.508180	0.260423	0.027914	0.117248	0.018853	0.067382	0.508180	0.260423	1,1,1,1,1,1	0.092720	0.392330	0.392330	0.392330	0.392330	0.392330	0.392330	
95000	-89992.8	1,1,1,1,1,1	0.092720	5.747207	5.747207	5.747207	5.747207	5.747207	5.747207	1,1,1,1,1,1	0.092720	0.024095	0.634422	0.123994	0.217490	0.024095	0.634422	0.123994	0.217490	0.024095	0.634422	0.123994	0.217490	0.024095	0.634422	0.123994	0.217490	0.024095	0.634422	0.123994	0.217490	0.024095	0.634422	0.123994	0.217490	1,1,1,1,1,1	0.092720	0.029317	0.102872	0.023666	0.068104	0.502650	0.273391	0.029317	0.102872	0.023666	0.068104	0.502650	0.273391	0.029317	0.102872	0.023666	0.068104	0.502650	0.273391	0.029317	0.102872	0.023666	0.068104	0.502650	0.273391	0.029317	0.102872	0.023666	0.068104	0.502650	0.273391	0.029317	0.102872	0.023666	0.068104	0.502650	0.273391	1,1,1,1,1,1	0.092720	0.404871	0.404871	0.404871	0.404871	0.404871	0.404871	
96000	-89990.4	1,1,1,1,1,1	0.092720	5.673840	5.673840	5.673840	5.673840	5.673840	5.673840	1,1,1,1,1,1	0.092720	0.024863	0.633135	0.129579	0.212424	0.024863	0.633135	0.129579	0.212424	0.024863	0.633135	0.129579	0.212424	0.024863	0.633135	0.129579	0.212424	0.024863	0.633135	0.129579	0.212424	0.024863	0.633135	0.129579	0.212424	1,1,1,1,1,1	0.092720	0.033570	0.104884	0.009624	0.067175	0.514427	0.270321	0.033570	0.104884	0.009624	0.067175	0.514427	0.270321	0.033570	0.104884	0.009624	0.067175	0.514427	0.270321	0.033570	0.104884	0.009624	0.067175	0.514427	0.270321	0.033570	0.104884	0.009624	0.067175	0.514427	0.270321	0.033570	0.104884	0.009624	0.067175	0.514427	0.270321	1,1,1,1,1,1	0.092720	0.400184	0.400184	0.400184	0.400184	0.400184	0.400184	
97000	-90007.8	1,2,2,2,2,2	0.092720	5.419323	5.757339	5.757339	5.757339	5.757339	5.757339	1,1,1,1,1,1	0.092720	0.025820	0.632573	0.128063	0.213545	0.025820	0.632573	0.128063	0.213545	0.025820	0.632573	0.128063	0.213545	0.025820	0.632573	0.128063	0.213545	0.025820	0.632573	0.128063	0.213545	0.025820	0.632573	0.128063	0.213545	1,1,1,1,1,1	0.092720	0.024471	0.112298	0.015206	0.069853	0.517288	0.260883	0.024471	0.112298	0.015206	0.069853	0.517288	0.260883	0.024471	0.112298	0.015206	0.069853	0.517288	0.260883	0.024471	0.112298	0.015206	0.069853	0.517288	0.260883	0.024471	0.112298	0.015206	0.069853	0.517288	0.260883	0.024471	0.112298	0.015206	0.069853	0.517288	0.260883	1,1,1,1,1,1	0.092720	0.399402	0.399402	0.399402	0.399402	0.399402	0.399402	
98000	-89994.4	1,1,1,1,1,1	0.092720	5.733042	5.733042	5.733042	5.733042	5.733042	5.733042	1,1,1,1,1,1	0.092720	0.024126	0.629364	0.129725	0.216785	0.024126	0.629364	0.129725	0.216785	0.024126	0.629364	0.129725	0.216785	0.024126	0.629364	0.129725	0.216785	0.024126	0.629364	0.129725	0.216785	0.024126	0.629364	0.129725	0.216785	1,1,1,1,1,1	0.092720	0.027196	0.100176	0.021311	0.069162	0.516736	0.265420	0.027196	0.100176	0.021311	0.069162	0.516736	0.265420	0.027196	0.100176	0.021311	0.069162	0.516736	0.265420	0.027196	0.100176	0.021311	0.069162	0.516736	0.265420	0.027196	0.100176	0.021311	0.069162	0.516736	0.265420	0.027196	0.100176	0.021311	0.069162	0.516736	0.265420	1,1,1,1,1,1	0.092720	0.401688	0.401688	0.401688	0.401688	0.401688	0.401688	
99000	-90000.2	1,1,1,1,1,1	0.092720	5.813157	5.813157	5.813157	5.813157	5.813157	5.813157	1,1,1,1,1,1	0.092720	0.023542	0.638054	0.122311	0.216093	0.023542	0.638054	0.122311	0.216093	0.023542	0.638054	0.122311	0.216093	0.023542	0.638054	0.122311	0.216093	0.023542	0.638054	0.122311	0.216093	0.023542	0.638054	0.122311	0.216093	1,1,1,1,1,1	0.092720	0.026317	0.113221	0.018140	0.068257	0.506833	0.267233	0.026317	0.113221	0.018140	0.068257	0.506833	0.267233	0.026317	0.113221	0.018140	0.068257	0.506833	0.267233	0.026317	0.113221	0.018140	0.068257	0.506833	0.267233	0.026317	0.113221	0.018140	0.068257	0.506833	0.267233	0.026317	0.113221	0.018140	0.068257	0.506833	0.267233	1,1,1,1,1,1	0.092720	0.402311	0.402311	0.402311	0.402311	0.402311	0.402311	
100000	-89994.5	1,1,1,1,1,1	0.092720	5.574383	5.574383	5.574383	5.574383	5.574383	5.574383	1,1,1,1,1,1	0.092720	0.027282	0.632920	0.127413	0.212386	0.027282	0.632920	0.127413	0.212386	0.027282	0.632920	0.127413	0.212386	0.027282	0.632920	0.127413	0.212386	0.027282	0.632920	0.127413	0.212386	0.027282	0.632920	0.127413	0.212386	1,1,1,1,1,1	0.092720	0.026712	0.115253	0.015178	0.069042	0.518373	0.255443	0.026712	0.115253	0.015178	0.069042	0.518373	0.255443	0.026712	0.115253	0.015178	0.069042	0.518373	0.255443	0.026712	0.115253	0.015178	0.069042	0.518373	0.255443	0.026712	0.115253	0.015178	0.069042	0.518373	0.255443	0.026712	0.115253	0.015178	0.069042	0.518373	0.255443	1,1,1,1,1,1	0.092720	0.401018	0.401018	0.401018	0.401018	0.401018	0.401018	
101000	-89992.3	1,1,1,1,1,1	0.092720	5.866624	5.866624	5.866624	5.866624	5.866624	5.866624	1,1,1,1,1,1	0.092720	0.026162	0.631943	0.129513	0.212382	0.026162	0.631943	0.129513	0.212382	0.026162	0.631943	0.129513	0.212382	0.026162	0.631943	0.129513	0.212382	0.026162	0.631943	0.129513	0.212382	0.026162	0.631943	0.129513	0.212382	1,1,1,1,1,1	0.092720	0.021071	0.098929	0.014692	0.071596	0.523415	0.270297	0.021071	0.098929	0.014692	0.071596	0.523415	0.270297	0.021071	0.098929	0.014692	0.071596	0.523415	0.270297	0.021071	0.098929	0.014692	0.071596	0.523415	0.270297	0.021071	0.098929	0.014692	0.071596	0.523415	0.270297	0.021071	0.098929	0.014692	0.071596	0.523415	0.270297	1,1,1,1,1,1	0.092720	0.395522	0.395522	0.395522	0.395522	0.395522	0.395522	
102000	-89990.1	1,1,1,1,1,1	0.092720	5.717804	5.717804	5.717804	5.717804	5.717804	5.717804	1,1,1,1,1,1	0.092720	0.027609	0.634170	0.125588	0.212633	0.027609	0.634170	0.125588	0.212633	0.027609	0.634170	0.125588	0.212633	0.027609	0.634170	0.125588	0.212633	0.027609	0.634170	0.125588	0.212633	0.027609	0.634170	0.125588	0.212633	1,1,1,1,1,1	0.092720	0.025756	0.106018	0.015050	0.072823	0.511307	0.269046	0.025756	0.106018	0.015050	0.072823	0.511307	0.269046	0.025756	0.106018	0.015050	0.072823	0.511307	0.269046	0.025756	0.106018	0.015050	0.072823	0.511307	0.269046	0.025756	0.106018	0.015050	0.072823	0.511307	0.269046	0.025756	0.106018	0.015050	0.072823	0.511307	0.269046	1,1,1,1,1,1	0.092720	0.401142	0.401142	0.401142	0.401142	0.401142	0.401142	
103000	-89987.1	1,1,1,1,1,1	0.092720	5.568290	5.568290	5.568290	5.568290	5.568290	5.568290	1,1,1,1,1,1	0.092720	0.028056	0.632330	0.126727	0.212887	0.028056	0.632330	0.126727	0.212887	0.028056	0.632330	0.126727	0.212887	0.028056	0.632330	0.126727	0.212887	0.028056	0.632330	0.126727	0.212887	0.028056	0.632330	0.126727	0.212887	1,1,1,1,1,1	0.092720	0.022924	0.109382	0.018861	0.069869	0.513923	0.265041	0.022924	0.109382	0.018861	0.069869	0.513923	0.265041	0.022924	0.109382	0.018861	0.069869	0.513923	0.265041	0.022924	0.109382	0.018861	0.069869	0.513923	0.265041	0.022924	0.109382	0.018861	0.069869	0.513923	0.265041	0.022924	0.109382	0.018861	0.069869	0.513923	0.265041	1,1,1,1,1,1	0.092720	0.398671	0.398671	0.398671	0.398671	0.398671	0.398671	
104000	-89987.3	1,1,1,1,2,2	0.092720	5.686135	5.686135	5.686135	5.686135	5.868638	5.868638	1,1,1,1,1,1	0.092720	0.023752	0.636280	0.125443	0.214524	0.023752	0.636280	0.125443	0.214524	0.023752	0.636280	0.125443	0.214524	0.023752	0.636280	0.125443	0.214524	0.023752	0.636280	0.125443	0.214524	0.023752	0.636280	0.125443	0.214524	1,1,1,1,1,1	0.092720	0.026672	0.124106	0.018579	0.066147	0.501554	0.262942	0.026672	0.124106	0.018579	0.066147	0.501554	0.262942	0.026672	0.124106	0.018579	0.066147	0.501554	0.262942	0.026672	0.124106	0.018579	0.066147	0.501554	0.262942	0.026672	0.124106	0.018579	0.066147	0.501554	0.262942	0.026672	0.124106	0.018579	0.066147	0.501554	0.262942	1,1,1,1,1,1	0.092720	0.408317	0.408317	0.408317	0.408317	0.408317	0.408317	
105000	-89996.6	1,1,1,1,1,1	0.092720	5.727933	5.727933	5.727933	5.727933	5.727933	5.727933	1,1,1,1,1,1	0.092720	0.024278	0.628199	0.132150	0.215373	0.024278	0.628199	0.132150	0.215373	0.024278	0.628199	0.132150	0.215373	0.024278	0.628199	0.132150	0.215373	0.024278	0.628199	0.132150	0.215373	0.024278	0.628199	0.132150	0.215373	1,1,1,1,1,1	0.092720	0.025626	0.105109	0.022004	0.067070	0.516804	0.263388	0.025626	0.105109	0.022004	0.067070	0.516804	0.263388	0.025626	0.105109	0.022004	0.067070	0.516804	0.263388	0.025626	0.105109	0.022004	0.067070	0.516804	0.263388	0.025626	0.105109	0.022004	0.067070	0.516804	0.263388	0.025626	0.105109	0.022004	0.067070	0.516804	0.263388	1,1,1,1,1,1	0.092720	0.403619	0.403619	0.403619	0.403619	0.403619	0.403619	
106000	-90005.7	1,1,1,1,1,1	0.092720	5.579823	5.579823	5.579823	5.579823	5.579823	5.579823	1,1,1,1,1,1	0.092720	0.025599	0.629520	0.129749	0.215132	0.025599	0.629520	0.129749	0.215132	0.025599	0.629520	0.129749	0.215132	0.025599	0.629520	0.129749	0.215132	0.025599	0.629520	0.129749	0.215132	0.025599	0.629520	0.129749	0.215132	1,1,1,1,1,1	0.092720	0.027203	0.114662	0.017889	0.069217	0.512433	0.258596	0.027203	0.114662	0.017889	0.069217	0.512433	0.258596	0.027203	0.114662	0.017889	0.069217	0.512433	0.258596	0.027203	0.114662	0.017889	0.069217	0.512433	0.258596	0.027203	0.114662	0.017889	0.069217	0.512433	0.258596	0.027203	0.114662	0.017889	0.069217	0.512433	0.258596	1,1,1,1,1,1	0.092720	0.375456	0.375456	0.375456	0.375456	0.375456	0.375456	
107000	-89995.9	1,1,1,1,1,1	0.092720	5.745828	5.745828	5.745828	5.745828	5.745828	5.745828	1,1,1,1,1,1	0.092720	0.026707	0.631004	0.130118	0.212172	0.026707	0.631004	0.130118	0.212172	0.026707	0.631004	0.130118	0.212172	0.026707	0.631004	0.130118	0.212172	0.026707	0.631004	0.130118	0.212172	0.026707	0.631004	0.130118	0.212172	1,1,1,1,1,1	0.092720	0.024921	0.092672	0.009481	0.068121	0.537122	0.267683	0.024921	0.092672	0.009481	0.068121	0.537122	0.267683	0.024921	0.092672	0.009481	0.068121	0.537122	0.267683	0.024921	0.092672	0.009481	0.068121	0.537122	0.267683	0.024921	0.092672	0.009481	0.068121	0.537122	0.267683	0.024921	0.092672	0.009481	0.068121	0.537122	0.267683	1,1,1,1,1,1	0.092720	0.387613	0.387613	0.387613	0.387613	0.387613	0.387613	
108000	-89983.4	1,1,1,1,1,1	0.092720	5.554168	5.554168	5.554168	5.554168	5.554168	5.554168	1,1,1,1,1,1	0.092720	0.023897	0.635515	0.129596	0.210992	0.023897	0.635515	0.129596	0.210992	0.023897	0.635515	0.129596	0.210992	0.023897	0.635515	0.129596	0.210992	0.023897	0.635515	0.129596	0.210992	0.023897	0.635515	0.129596	0.210992	1,1,1,1,1,1	0.092720	0.030901	0.118300	0.011016	0.067239	0.511256	0.261289	0.030901	0.118300	0.011016	0.067239	0.511256	0.261289	0.030901	0.118300	0.011016	0.067239	0.511256	0.261289	0.030901	0.118300	0.011016	0.067239	0.511256	0.261289	0.030901	0.118300	0.011016	0.067239	0.511256	0.261289	0.030901	0.118300	0.011016	0.067239	0.511256	0.261289	1,1,1,1,1,1	0.092720	0.401234	0.401234	0.401234	0.401234	0.401234	0.401234	
109000	-90000.1	1,1,1,1,1,1	0.092720	5.606673	5.606673	5.606673	5.606673	5.606673	5.606673	1,1,1,1,1,1	0.092720	0.023115	0.633796	0.126428	0.216661	0.023115	0.633796	0.126428	0.216661	0.023115	0.633796	0.126428	0.216661	0.023115	0.633796	0.126428	0.216661	0.023115	0.633796	0.126428	0.216661	0.023115	0.633796	0.126428	0.216661	1,1,1,1,1,1	0.092720	0.030108	0.108510	0.011821	0.078441	0.505969	0.265152	0.030108	0.108510	0.011821	0.078441	0.505969	0.265152	0.030108	0.108510	0.011821	0.078441	0.505969	0.265152	0.030108	0.108510	0.011821	0.078441	0.505969	0.265152	0.030108	0.108510	0.011821	0.078441	0.505969	0.265152	0.030108	0.108510	0.011821	0.078441	0.505969	0.265152	1,1,1,1,1,1	0.092720	0.402179	0.402179	0.402179	0.402179	0.402179	0.402179	
110000	-89998.1	1,2,1,1,1,2	0.092720	5.510543	6.144496	5.510543	5.510543	5.510543	6.144496	1,1,1,1,1,1	0.092720	0.025292	0.631955	0.130474	0.212279	0.025292	0.631955	0.130474	0.212279	0.025292	0.631955	0.130474	0.212279	0.025292	0.631955	0.130474	0.212279	0.025292	0.631955	0.130474	0.212279	0.025292	0.631955	0.130474	0.212279	1,1,1,1,1,1	0.092720	0.027975	0.105262	0.013589	0.066391	0.517631	0.269152	0.027975	0.105262	0.013589	0.066391	0.517631	0.269152	0.027975	0.105262	0.013589	0.066391	0.517631	0.269152	0.027975	0.105262	0.013589	0.066391	0.517631	0.269152	0.027975	0.105262	0.013589	0.066391	0.517631	0.269152	0.027975	0.105262	0.013589	0.066391	0.517631	0.269152	1,1,1,1,1,1	0.092720	0.398313	0.398313	0.398313	0.398313	0.398313	0.398313	
111000	-89987.9	1,1,1,1,1,1	0.092720	5.823787	5.823787	5.823787	5.823787	5.823787	5.823787	1,1,1,1,1,1	0.092720	0.024576	0.630853	0.130087	0.214485	0.024576	0.630853	0.130087	0.214485	0.024576	0.630853	0.130087	0.214485	0.024576	0.630853	0.130087	0.214485	0.024576	0.630853	0.130087	0.214485	0.024576	0.630853	0.130087	0.214485	1,1,1,1,1,1	0.092720	0.023873	0.107017	0.013376	0.067763	0.525236	0.262735	0.023873	0.107017	0.013376	0.067763	0.525236	0.262735	0.023873	0.107017	0.013376	0.067763	0.525236	0.262735	0.023873	0.107017	0.013376	0.067763	0.525236	0.262735	0.023873	0.107017	0.013376	0.067763	0.525236	0.262735	0.023873	0.107017	0.013376	0.067763	0.525236	0.262735	1,1,1,1,1,1	0.092720	0.407786	0.407786	0.407786	0.407786	0.407786	0.407786	
112000	-90000.9	1,1,1,1,1,1	0.092720	5.627874	5.627874	5.627874	5.627874	5.627874	5.627874	1,1,1,1,1,1	0.092720	0.026305	0.633391	0.127636	0.212668	0.026305	0.633391	0.127636	0.212668	0.026305	0.633391	0.127636	0.212668	0.026305	0.633391	0.127636	0.212668	0.026305	0.633391	0.127636	0.212668	0.026305	0.633391	0.127636	0.212668	1,1,1,1,1,1	0.092720	0.025533	0.104725	0.015924	0.073936	0.519551	0.260331	0.025533	0.104725	0.015924	0.073936	0.519551	0.260331	0.025533	0.104725	0.015924	0.073936	0.519551	0.260331	0.025533	0.104725	0.015924	0.073936	0.519551	0.260331	0.025533	0.104725	0.015924	0.073936	0.519551	0.260331	0.025533	0.104725	0.015924	0.073936	0.519551	0.260331	1,1,1,1,1,1	0.092720	0.395113	0.395113	0.395113	0.395113	0.395113	0.395113	
113000	-90013	1,1,1,1,1,1	0.092720	5.713937	5.713937	5.713937	5.713937	5.713937	5.713937	1,1,1,1,1,1	0.092720	0.026574	0.633982	0.126955	0.212488	0.026574	0.633982	0.126955	0.212488	0.026574	0.633982	0.126955	0.212488	0.026574	0.633982	0.126955	0.212488	0.026574	0.633982	0.126955	0.212488	0.026574	0.633982	0.126955	0.212488	1,1,1,1,1,1	0.092720	0.029096	0.094891	0.012352	0.070059	0.521219	0.272384	0.029096	0.094891	0.012352	0.070059	0.521219	0.272384	0.029096	0.094891	0.012352	0.070059	0.521219	0.272384	0.029096	0.094891	0.012352	0.070059	0.521219	0.272384	0.029096	0.094891	0.012352	0.070059	0.521219	0.272384	0.029096	0.094891	0.012352	0.070059	0.521219	0.272384	1,1,1,1,1,1	0.092720	0.385258	0.385258	0.385258	0.385258	0.385258	0.385258	
114000	-89992.3	1,1,1,2,2,2	0.092720	5.557844	5.557844	5.557844	5.833433	5.833433	5.833433	1,1,1,1,1,1	0.092720	0.024469	0.634294	0.125839	0.215397	0.024469	0.634294	0.125839	0.215397	0.024469	0.634294	0.125839	0.215397	0.024469	0.634294	0.125839	0.215397	0.024469	0.634294	0.125839	0.215397	0.024469	0.634294	0.125839	0.215397	1,1,1,1,1,1	0.092720	0.028908	0.132241	0.012008	0.070237	0.492358	0.264248	0.028908	0.132241	0.012008	0.070237	0.492358	0.264248	0.028908	0.132241	0.012008	0.070237	0.492358	0.264248	0.028908	0.132241	0.012008	0.070237	0.492358	0.264248	0.028908	0.132241	0.012008	0.070237	0.492358	0.264248	0.028908	0.132241	0.012008	0.070237	0.492358	0.264248	1,1,1,1,1,1	0.092720	0.390607	0.390607	0.390607	0.390607	0.390607	0.390607	
115000	-89994.4	1,1,1,1,1,1	0.092720	5.782229	5.782229	5.782229	5.782229	5.782229	5.782229	1,1,1,1,1,1	0.092720	0.025085	0.632019	0.126821	0.216075	0.025085	0.632019	0.126821	0.216075	0.025085	0.632019	0.126821	0.216075	0.025085	0.632019	0.126821	0.216075	0.025085	0.632019	0.126821	0.216075	0.025085	0.632019	0.126821	0.216075	1,1,1,1,1,1	0.092720	0.029867	0.118287	0.012119	0.073769	0.509853	0.256104	0.029867	0.118287	0.012119	0.073769	0.509853	0.256104	0.029867	0.118287	0.012119	0.073769	0.509853	0.256104	0.029867	0.118287	0.012119	0.073769	0.509853	0.256104	0.029867	0.118287	0.012119	0.073769	0.509853	0.256104	0.029867	0.118287	0.012119	0.073769	0.509853	0.256104	1,1,1,1,1,1	0.092720	0.401612	0.401612	0.401612	0.401612	0.401612	0.401612	
116000	-89998.1	1,1,1,1,1,1	0.092720	5.681372	5.681372	5.681372	5.681372	5.681372	5.681372	1,1,1,1,1,1	0.092720	0.025976	0.634792	0.125892	0.213340	0.025976	0.634792	0.125892	0.213340	0.025976	0.634792	0.125892	0.213340	0.025976	0.634792	0.125892	0.213340	0.025976	0.634792	0.125892	0.213340	0.025976	0.634792	0.125892	0.213340	1,1,1,1,1,1	0.092720	0.029147	0.089531	0.008895	0.071587	0.518757	0.282083	0.029147	0.089531	0.008895	0.071587	0.518757	0.282083	0.029147	0.089531	0.008895	0.071587	0.518757	0.282083	0.029147	0.089531	0.008895	0.071587	0.518757	0.282083	0.029147	0.089531	0.008895	0.071587	0.518757	0.282083	0.029147	0.089531	0.008895	0.071587	0.518757	0.282083	1,1,1,1,1,1	0.092720	0.407751	0.407751	0.407751	0.407751	0.407751	0.407751	
117000	-90002.2	1,1,1,2,1,2	0.092720	5.629764	5.629764	5.629764	5.971989	5.629764	5.971989	1,1,1,1,1,1	0.092720	0.027141	0.630325	0.129293	0.213240	0.027141	0.630325	0.129293	0.213240	0.027141	0.630325	0.129293	0.213240	0.027141	0.630325	0.129293	0.213240	0.027141	0.630325	0.129293	0.213240	0.027141	0.630325	0.129293	0.213240	1,1,1,1,1,1	0.092720	0.026521	0.123556	0.009583	0.068777	0.508544	0.263017	0.026521	0.123556	0.009583	0.068777	0.508544	0.263017	0.026521	0.123556	0.009583	0.068777	0.508544	0.263017	0.026521	0.123556	0.009583	0.068777	0.508544	0.263017	0.026521	0.123556	0.009583	0.068777	0.508544	0.263017	0.026521	0.123556	0.009583	0.068777	0.508544	0.263017	1,1,1,1,1,1	0.092720	0.394714	0.394714	0.394714	0.394714	0.394714	0.394714	
118000	-89991.6	1,1,1,1,1,1	0.092720	5.732790	5.732790	5.732790	5.732790	5.732790	5.732790	1,1,1,1,1,1	0.092720	0.027172	0.632033	0.127193	0.213602	0.027172	0.632033	0.127193	0.213602	0.027172	0.632033	0.127193	0.213602	0.027172	0.632033	0.127193	0.213602	0.027172	0.632033	0.127193	0.213602	0.027172	0.632033	0.127193	0.213602	1,1,1,1,1,1	0.092720	0.026969	0.101369	0.017976	0.071505	0.517338	0.264843	0.026969	0.101369	0.017976	0.071505	0.517338	0.264843	0.026969	0.101369	0.017976	0.071505	0.517338	0.264843	0.026969	0.101369	0.017976	0.071505	0.517338	0.264843	0.026969	0.101369	0.017976	0.071505	0.517338	0.264843	0.026969	0.101369	0.017976	0.071505	0.517338	0.264843	1,1,1,1,1,1	0.092720	0.395764	0.395764	0.395764	0.395764	0.395764	0.395764	
119000	-89989.2	1,2,1,1,1,2	0.092720	5.594852	5.722279	5.594852	5.594852	5.594852	5.722279	1,1,1,1,1,1	0.092720	0.024563	0.635668	0.126973	0.212796	0.024563	0.635668	0.126973	0.212796	0.024563	0.635668	0.126973	0.212796	0.024563	0.635668	0.126973	0.212796	0.024563	0.635668	0.126973	0.212796	0.024563	0.635668	0.126973	0.212796	1,1,1,1,1,1	0.092720	0.029503	0.124384	0.006907	0.068628	0.502210	0.268368	0.029503	0.124384	0.006907	0.068628	0.502210	0.268368	0.029503	0.124384	0.006907	0.068628	0.502210	0.268368	0.029503	0.124384	0.006907	0.068628	0.502210	0.268368	0.029503	0.124384	0.006907	0.068628	0.502210	0.268368	0.029503	0.124384	0.006907	0.068628	0.502210	0.268368	1,1,1,1,1,1	0.092720	0.388102	0.388102	0.388102	0.388102	0.388102	0.388102	
120000	-90002	1,1,1,1,1,1	0.092720	5.709683	5.709683	5.709683	5.709683	5.709683	5.709683	1,1,1,1,1,1	0.092720	0.025237	0.633493	0.130074	0.211196	0.025237	0.633493	0.130074	0.211196	0.025237	0.633493	0.130074	0.211196	0.025237	0.633493	0.130074	0.211196	0.025237	0.633493	0.130074	0.211196	0.025237	0.633493	0.130074	0.211196	1,1,1,1,1,1	0.092720	0.030512	0.105912	0.021386	0.069242	0.507697	0.265252	0.030512	0.105912	0.021386	0.069242	0.507697	0.265252	0.030512	0.105912	0.021386	0.069242	0.507697	0.265252	0.030512	0.105912	0.021386	0.069242	0.507697	0.265252	0.030512	0.105912	0.021386	0.069242	0.507697	0.265252	0.030512	0.105912	0.021386	0.069242	0.507697	0.265252	1,1,1,1,1,1	0.092720	0.391963	0.391963	0.391963	0.391963	0.391963	0.391963	
121000	-89995.6	1,1,1,1,1,1	0.092720	5.603519	5.603519	5.603519	5.603519	5.603519	5.603519	1,1,1,1,1,1	0.092720	0.025431	0.634038	0.128215	0.212317	0.025431	0.634038	0.128215	0.212317	0.025431	0.634038	0.128215	0.212317	0.025431	0.634038	0.128215	0.212317	0.025431	0.634038	0.128215	0.212317	0.025431	0.634038	0.128215	0.212317	1,1,1,1,1,1	0.092720	0.026144	0.100421	0.016460	0.071093	0.519228	0.266654	0.026144	0.100421	0.016460	0.071093	0.519228	0.266654	0.026144	0.100421	0.016460	0.071093	0.519228	0.266654	0.026144	0.100421	0.016460	0.071093	0.519228	0.266654	0.026144	0.100421	0.016460	0.071093	0.519228	0.266654	0.026144	0.100421	0.016460	0.071093	0.519228	0.266654	1,1,1,1,1,1	0.092720	0.386691	0.386691	0.386691	0.386691	0.386691	0.386691	
122000	-89993.8	1,1,1,1,1,1	0.092720	5.727416	5.727416	5.727416	5.727416	5.727416	5.727416	1,1,1,1,1,1	0.092720	0.025354	0.634658	0.125731	0.214257	0.025354	0.634658	0.125731	0.214257	0.025354	0.634658	0.125731	0.214257	0.025354	0.634658	0.125731	0.214257	0.025354	0.634658	0.125731	0.214257	0.025354	0.634658	0.125731	0.214257	1,1,1,1,1,1	0.092720	0.027494	0.106591	0.019662	0.067760	0.517612	0.260880	0.027494	0.106591	0.019662	0.067760	0.517612	0.260880	0.027494	0.106591	0.019662	0.067760	0.517612	0.260880	0.027494	0.106591	0.019662	0.067760	0.517612	0.260880	0.027494	0.106591	0.019662	0.067760	0.517612	0.260880	0.027494	0.106591	0.019662	0.067760	0.517612	0.260880	1,1,1,1,1,1	0.092720	0.384483	0.384483	0.384483	0.384483	0.384483	0.384483	
