Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
1	-112122	1,1,1,2,3,1	71.354689	4.825408	4.825408	4.825408	4.816920	5.740873	4.825408	1,2,3,3,3,2	71.354689	0.478788	0.119336	0.057280	0.344596	0.684570	0.078368	0.070558	0.166504	0.108832	0.262102	0.450512	0.178554	0.108832	0.262102	0.450512	0.178554	0.108832	0.262102	0.450512	0.178554	0.684570	0.078368	0.070558	0.166504	1,1,2,3,4,4	71.354689	0.031369	0.296465	0.505174	0.000154	0.094519	0.072320	0.031369	0.296465	0.505174	0.000154	0.094519	0.072320	0.042464	0.028772	0.398615	0.207163	0.113447	0.209539	0.322996	0.180567	0.157856	0.022291	0.004872	0.311418	0.148188	0.308420	0.004311	0.140008	0.168434	0.230639	0.148188	0.308420	0.004311	0.140008	0.168434	0.230639	1,2,3,4,5,6	71.354689	2.373556	1.821292	0.072028	2.916123	1.104576	1.331469	
1000	-107868	1,2,1,3,4,1	71.354689	4.568310	4.840258	4.568310	5.616375	6.338196	4.568310	1,2,3,4,4,2	71.354689	0.475717	0.175665	0.034341	0.314277	0.599611	0.160423	0.139510	0.100456	0.061242	0.258333	0.574118	0.106307	0.419255	0.127954	0.393369	0.059422	0.419255	0.127954	0.393369	0.059422	0.599611	0.160423	0.139510	0.100456	1,2,3,4,2,4	71.354689	0.080972	0.038580	0.475479	0.087074	0.063748	0.254147	0.010309	0.019908	0.535910	0.150337	0.063415	0.220122	0.132199	0.060070	0.006346	0.036983	0.294833	0.469569	0.411114	0.349242	0.038505	0.134069	0.003956	0.063114	0.010309	0.019908	0.535910	0.150337	0.063415	0.220122	0.411114	0.349242	0.038505	0.134069	0.003956	0.063114	1,2,3,1,4,5	71.354689	3.328108	2.026826	0.099074	3.328108	0.500578	1.603508	
2000	-108881	1,2,3,4,5,2	71.354689	4.989445	4.737872	7.307652	5.481044	7.160749	4.737872	1,2,3,4,5,4	71.354689	0.324593	0.177543	0.027811	0.470053	0.659977	0.003203	0.207471	0.129349	0.111077	0.286102	0.456439	0.146381	0.411464	0.139860	0.424656	0.024020	0.191674	0.294923	0.439956	0.073448	0.411464	0.139860	0.424656	0.024020	1,1,2,3,4,5	71.354689	0.065217	0.097343	0.664014	0.033255	0.036984	0.103187	0.065217	0.097343	0.664014	0.033255	0.036984	0.103187	0.128311	0.108677	0.026681	0.040908	0.127772	0.567651	0.160746	0.302447	0.237699	0.076943	0.106732	0.115432	0.032262	0.020921	0.491648	0.056099	0.234440	0.164630	0.186578	0.058277	0.294948	0.017757	0.230121	0.212318	1,2,3,1,4,2	71.354689	2.008945	1.485665	0.170936	2.008945	0.564224	1.485665	
3000	-108816	1,2,3,1,4,3	71.354689	5.050860	5.286319	4.446481	5.050860	6.074889	4.446481	1,1,2,2,2,3	71.354689	0.606097	0.040912	0.069237	0.283754	0.606097	0.040912	0.069237	0.283754	0.237653	0.227009	0.475010	0.060328	0.237653	0.227009	0.475010	0.060328	0.237653	0.227009	0.475010	0.060328	0.794599	0.077380	0.053682	0.074339	1,2,3,4,5,4	71.354689	0.145301	0.109195	0.182188	0.224016	0.306189	0.033110	0.033416	0.269710	0.336309	0.145809	0.161967	0.052789	0.185612	0.044493	0.010487	0.245567	0.284357	0.229484	0.380240	0.345469	0.046389	0.016574	0.101798	0.109531	0.171029	0.113401	0.286297	0.212241	0.065139	0.151892	0.380240	0.345469	0.046389	0.016574	0.101798	0.109531	1,2,3,4,5,6	71.354689	2.370203	1.869384	0.143296	3.528203	0.564223	1.453469	
4000	-107787	1,1,2,1,3,2	71.354689	4.831994	4.831994	4.761647	4.831994	5.597937	4.761647	1,2,3,4,5,2	71.354689	0.336725	0.064172	0.173634	0.425470	0.676054	0.097332	0.093935	0.132679	0.009569	0.391399	0.549991	0.049041	0.338711	0.076585	0.487763	0.096941	0.148769	0.187958	0.606881	0.056393	0.676054	0.097332	0.093935	0.132679	1,1,2,3,4,3	71.354689	0.057467	0.197785	0.476102	0.037604	0.221316	0.009726	0.057467	0.197785	0.476102	0.037604	0.221316	0.009726	0.214775	0.069132	0.328027	0.062405	0.116667	0.208994	0.395729	0.299332	0.042028	0.121686	0.056620	0.084606	0.042013	0.158284	0.250389	0.115550	0.209843	0.223921	0.395729	0.299332	0.042028	0.121686	0.056620	0.084606	1,2,3,1,4,5	71.354689	2.515032	2.086278	0.103448	2.515032	0.466285	1.962830	
5000	-110361	1,2,3,3,4,5	71.354689	5.521115	5.319780	4.944852	4.944852	5.948786	5.358793	1,1,2,3,2,4	71.354689	0.552796	0.021461	0.055968	0.369775	0.552796	0.021461	0.055968	0.369775	0.049746	0.258121	0.633204	0.058929	0.580619	0.024800	0.321492	0.073089	0.049746	0.258121	0.633204	0.058929	0.382994	0.440815	0.017060	0.159131	1,2,3,4,2,5	71.354689	0.318717	0.115300	0.133415	0.077712	0.231858	0.122998	0.045208	0.280141	0.442073	0.062544	0.022824	0.147210	0.090284	0.069029	0.168987	0.044698	0.429429	0.197573	0.155241	0.320253	0.082576	0.281404	0.095403	0.065122	0.045208	0.280141	0.442073	0.062544	0.022824	0.147210	0.165821	0.291858	0.090461	0.140312	0.107105	0.204442	1,2,3,2,4,5	71.354689	2.830596	2.461492	0.046942	2.461492	0.925040	1.014075	
6000	-110176	1,1,1,2,3,1	71.354689	4.404520	4.404520	4.404520	5.628254	5.419835	4.404520	1,2,3,4,5,4	71.354689	0.441214	0.204287	0.021915	0.332584	0.451480	0.131240	0.062131	0.355149	0.106988	0.317131	0.244557	0.331324	0.424954	0.204415	0.299443	0.071189	0.047035	0.165220	0.748062	0.039682	0.424954	0.204415	0.299443	0.071189	1,1,1,2,1,3	71.354689	0.067559	0.147905	0.457152	0.169517	0.049643	0.108225	0.067559	0.147905	0.457152	0.169517	0.049643	0.108225	0.067559	0.147905	0.457152	0.169517	0.049643	0.108225	0.191634	0.194865	0.008426	0.040939	0.221028	0.343108	0.067559	0.147905	0.457152	0.169517	0.049643	0.108225	0.274690	0.226419	0.031567	0.142556	0.103349	0.221419	1,2,3,4,5,6	71.354689	2.806206	1.752237	0.150177	2.712484	0.493554	1.511451	
7000	-109328	1,1,2,1,3,1	71.354689	4.683923	4.683923	6.629881	4.683923	5.626133	4.683923	1,2,3,4,4,5	71.354689	0.311035	0.056999	0.166991	0.464975	0.447659	0.113159	0.215713	0.223469	0.151507	0.229184	0.433744	0.185565	0.185566	0.202391	0.581612	0.030431	0.185566	0.202391	0.581612	0.030431	0.439610	0.309036	0.142506	0.108848	1,1,2,3,2,3	71.354689	0.182673	0.123735	0.481783	0.150589	0.040699	0.020522	0.182673	0.123735	0.481783	0.150589	0.040699	0.020522	0.094696	0.083076	0.337618	0.067624	0.105258	0.311729	0.372689	0.286311	0.009878	0.025546	0.165644	0.139932	0.094696	0.083076	0.337618	0.067624	0.105258	0.311729	0.372689	0.286311	0.009878	0.025546	0.165644	0.139932	1,2,3,4,5,6	71.354689	2.358227	1.962862	0.203967	2.925418	0.544188	1.467740	
8000	-107737	1,2,3,4,5,3	71.354689	5.602981	5.654598	5.148408	6.057448	6.418762	5.148408	1,1,2,3,2,4	71.354689	0.612329	0.035004	0.044863	0.307804	0.612329	0.035004	0.044863	0.307804	0.087541	0.242853	0.608688	0.060918	0.446781	0.108655	0.412170	0.032394	0.087541	0.242853	0.608688	0.060918	0.751247	0.091109	0.112362	0.045281	1,2,3,4,2,4	71.354689	0.337605	0.025377	0.110062	0.433071	0.024190	0.069695	0.018373	0.138062	0.415475	0.159701	0.010779	0.257611	0.285980	0.282249	0.044404	0.062925	0.151745	0.172697	0.577846	0.178482	0.189660	0.033912	0.005092	0.015008	0.018373	0.138062	0.415475	0.159701	0.010779	0.257611	0.577846	0.178482	0.189660	0.033912	0.005092	0.015008	1,1,2,1,3,4	71.354689	2.526231	2.526231	0.162996	2.526231	0.584191	1.154254	
9000	-107660	1,2,3,4,5,1	71.354689	4.889578	5.361723	6.632026	5.208672	6.637405	4.889578	1,2,3,4,3,5	71.354689	0.555864	0.169998	0.010515	0.263623	0.791595	0.001667	0.083738	0.123000	0.117521	0.329057	0.461431	0.091991	0.430992	0.081381	0.450115	0.037512	0.117521	0.329057	0.461431	0.091991	0.498912	0.316712	0.150570	0.033806	1,2,3,4,3,4	71.354689	0.131999	0.296665	0.167335	0.242131	0.023025	0.138844	0.148185	0.040522	0.188670	0.270372	0.202909	0.149342	0.032267	0.202605	0.232246	0.075399	0.223377	0.234105	0.252470	0.239757	0.148889	0.111331	0.241792	0.005761	0.032267	0.202605	0.232246	0.075399	0.223377	0.234105	0.252470	0.239757	0.148889	0.111331	0.241792	0.005761	1,2,3,4,5,6	71.354689	3.867269	2.308775	0.049189	2.009159	0.672130	1.442953	
10000	-110218	1,2,3,4,5,1	71.354689	4.673435	5.123040	5.344524	5.383918	6.682509	4.673435	1,2,3,4,4,2	71.354689	0.524756	0.116231	0.132902	0.226110	0.679081	0.108650	0.020602	0.191667	0.033129	0.282650	0.524983	0.159239	0.326307	0.077192	0.485719	0.110782	0.326307	0.077192	0.485719	0.110782	0.679081	0.108650	0.020602	0.191667	1,2,1,3,1,4	71.354689	0.047336	0.100180	0.557222	0.080257	0.048661	0.166345	0.011300	0.213760	0.250603	0.492543	0.023952	0.007841	0.047336	0.100180	0.557222	0.080257	0.048661	0.166345	0.280286	0.232226	0.257030	0.032580	0.142027	0.055851	0.047336	0.100180	0.557222	0.080257	0.048661	0.166345	0.100377	0.285601	0.059911	0.469157	0.021273	0.063680	1,2,3,4,5,6	71.354689	3.254880	1.457236	0.067155	1.600666	0.450041	1.520793	
11000	-109136	1,2,3,3,3,4	71.354689	5.645301	5.163012	4.865495	4.865495	4.865495	5.916700	1,2,3,4,5,2	71.354689	0.417750	0.111492	0.080944	0.389813	0.643767	0.086723	0.096648	0.172861	0.008484	0.368206	0.561978	0.061331	0.302137	0.120773	0.449036	0.128055	0.111300	0.171144	0.548196	0.169360	0.643767	0.086723	0.096648	0.172861	1,2,3,4,2,5	71.354689	0.208409	0.199708	0.446751	0.045967	0.049141	0.050024	0.049161	0.171963	0.402388	0.085614	0.075105	0.215768	0.375244	0.089273	0.141932	0.028950	0.184522	0.180079	0.170308	0.481719	0.146379	0.168785	0.004987	0.027821	0.049161	0.171963	0.402388	0.085614	0.075105	0.215768	0.197185	0.297703	0.052687	0.187240	0.237925	0.027260	1,2,3,1,4,5	71.354689	2.409270	2.306201	0.102253	2.409270	0.451914	1.777745	
12000	-108530	1,2,3,2,4,5	71.354689	5.464976	5.351706	5.899635	5.351706	6.634457	4.796045	1,1,2,3,4,5	71.354689	0.598727	0.020264	0.007820	0.373189	0.598727	0.020264	0.007820	0.373189	0.136278	0.278139	0.405547	0.180037	0.243367	0.155458	0.583020	0.018154	0.104265	0.097581	0.696260	0.101895	0.488054	0.117625	0.303851	0.090469	1,2,3,3,4,1	71.354689	0.336362	0.073912	0.181996	0.019384	0.080585	0.307762	0.123902	0.602887	0.181998	0.015423	0.021037	0.054754	0.390199	0.172146	0.023483	0.034675	0.225613	0.153885	0.390199	0.172146	0.023483	0.034675	0.225613	0.153885	0.373078	0.068312	0.076119	0.188851	0.033457	0.260184	0.336362	0.073912	0.181996	0.019384	0.080585	0.307762	1,2,3,4,5,2	71.354689	3.458813	1.605077	0.149849	2.495717	0.664872	1.605077	
13000	-109921	1,2,3,2,4,2	71.354689	4.799253	4.622541	5.273030	4.622541	5.684514	4.622541	1,2,3,4,4,2	71.354689	0.491233	0.168162	0.057282	0.283323	0.616698	0.159351	0.020172	0.203779	0.119584	0.589812	0.239596	0.051008	0.179813	0.114625	0.681687	0.023874	0.179813	0.114625	0.681687	0.023874	0.616698	0.159351	0.020172	0.203779	1,1,2,3,4,3	71.354689	0.097093	0.175350	0.351396	0.258485	0.034644	0.083033	0.097093	0.175350	0.351396	0.258485	0.034644	0.083033	0.075752	0.164535	0.180171	0.087220	0.197948	0.294374	0.464396	0.209456	0.058999	0.073354	0.119673	0.074123	0.108627	0.087186	0.063239	0.328685	0.126619	0.285645	0.464396	0.209456	0.058999	0.073354	0.119673	0.074123	1,2,3,1,4,5	71.354689	2.408507	1.598659	0.175385	2.408507	0.733919	1.071405	
14000	-109397	1,2,3,2,4,2	71.354689	5.233339	4.466088	5.354445	4.466088	5.683860	4.466088	1,2,3,4,3,5	71.354689	0.411878	0.007528	0.000441	0.580153	0.327494	0.009681	0.269698	0.393127	0.179577	0.292834	0.473095	0.054493	0.358540	0.209749	0.365925	0.065786	0.179577	0.292834	0.473095	0.054493	0.534008	0.181622	0.115517	0.168852	1,2,3,4,5,4	71.354689	0.171651	0.030147	0.293623	0.303905	0.166185	0.034489	0.008672	0.053061	0.344237	0.272775	0.267451	0.053804	0.074103	0.156854	0.161161	0.038713	0.405095	0.164074	0.247286	0.591736	0.070111	0.026651	0.058707	0.005509	0.296815	0.186026	0.103614	0.121888	0.004105	0.287553	0.247286	0.591736	0.070111	0.026651	0.058707	0.005509	1,1,2,1,3,4	71.354689	2.403391	2.403391	0.067292	2.403391	0.476814	0.945778	
15000	-109246	1,2,3,4,4,4	71.354689	4.804881	5.258619	6.573330	4.298032	4.298032	4.298032	1,1,2,3,4,1	71.354689	0.596970	0.080278	0.064171	0.258581	0.596970	0.080278	0.064171	0.258581	0.116923	0.329949	0.402372	0.150756	0.246252	0.120134	0.330500	0.303113	0.426510	0.141471	0.408209	0.023809	0.596970	0.080278	0.064171	0.258581	1,2,3,4,5,4	71.354689	0.050557	0.054539	0.341745	0.223933	0.154109	0.175117	0.034635	0.131630	0.518338	0.006812	0.023577	0.285010	0.188061	0.090210	0.073304	0.076504	0.203222	0.368699	0.425584	0.354462	0.045735	0.103948	0.061884	0.008387	0.059598	0.048615	0.252776	0.174580	0.211502	0.252930	0.425584	0.354462	0.045735	0.103948	0.061884	0.008387	1,1,2,3,4,5	71.354689	1.961021	1.961021	0.432386	2.879719	0.606958	1.276595	
16000	-107830	1,2,3,2,4,1	71.354689	4.944952	5.406598	5.647702	5.406598	5.786807	4.944952	1,1,2,3,2,3	71.354689	0.613873	0.068720	0.034443	0.282964	0.613873	0.068720	0.034443	0.282964	0.085808	0.307527	0.544849	0.061816	0.542755	0.147355	0.299850	0.010040	0.085808	0.307527	0.544849	0.061816	0.542755	0.147355	0.299850	0.010040	1,2,3,3,4,3	71.354689	0.150645	0.018728	0.260872	0.013958	0.144097	0.411700	0.043758	0.209125	0.372123	0.056821	0.187492	0.130681	0.188917	0.126339	0.180156	0.022368	0.396448	0.085773	0.188917	0.126339	0.180156	0.022368	0.396448	0.085773	0.066146	0.237165	0.041183	0.097212	0.065310	0.492984	0.188917	0.126339	0.180156	0.022368	0.396448	0.085773	1,2,3,4,5,6	71.354689	2.007040	2.005734	0.046297	2.219250	0.457978	1.375943	
17000	-108409	1,2,3,1,4,3	71.354689	4.384042	5.422338	5.393244	4.384042	5.836173	5.393244	1,2,3,4,3,5	71.354689	0.558166	0.171296	0.082639	0.187900	0.571933	0.032770	0.042434	0.352862	0.105430	0.283715	0.532669	0.078186	0.335088	0.116396	0.315604	0.232911	0.105430	0.283715	0.532669	0.078186	0.651871	0.177716	0.110401	0.060012	1,2,3,4,2,4	71.354689	0.211097	0.043874	0.333273	0.305042	0.034462	0.072252	0.013933	0.222631	0.392110	0.109276	0.060322	0.201728	0.235087	0.082329	0.378463	0.053309	0.179378	0.071434	0.301514	0.409238	0.049701	0.092735	0.134412	0.012400	0.013933	0.222631	0.392110	0.109276	0.060322	0.201728	0.301514	0.409238	0.049701	0.092735	0.134412	0.012400	1,2,3,1,4,5	71.354689	2.569299	2.334807	0.122419	2.569299	0.610286	1.639674	
18000	-107910	1,2,2,3,4,5	71.354689	5.546757	5.415926	5.415926	5.712926	5.540365	5.252666	1,1,2,3,2,4	71.354689	0.540720	0.065273	0.007504	0.386504	0.540720	0.065273	0.007504	0.386504	0.122045	0.285685	0.490465	0.101805	0.461248	0.172307	0.359235	0.007210	0.122045	0.285685	0.490465	0.101805	0.454759	0.196504	0.322112	0.026625	1,2,2,3,2,4	71.354689	0.293113	0.047579	0.248493	0.222724	0.074908	0.113182	0.014313	0.254563	0.171374	0.095933	0.257496	0.206321	0.014313	0.254563	0.171374	0.095933	0.257496	0.206321	0.296393	0.271086	0.089312	0.005862	0.180085	0.157263	0.014313	0.254563	0.171374	0.095933	0.257496	0.206321	0.281478	0.195326	0.311521	0.054907	0.003387	0.153382	1,2,3,4,5,2	71.354689	2.563006	1.860816	0.066743	2.370001	0.635492	1.860816	
19000	-107736	1,2,3,4,5,2	71.354689	5.136527	4.854510	5.420484	5.458832	6.606658	4.854510	1,1,2,3,4,5	71.354689	0.497402	0.005707	0.074295	0.422596	0.497402	0.005707	0.074295	0.422596	0.077099	0.460025	0.400029	0.062848	0.410775	0.136121	0.388171	0.064932	0.177964	0.056298	0.738835	0.026903	0.491270	0.137358	0.177060	0.194312	1,1,2,3,4,3	71.354689	0.268456	0.102734	0.212547	0.119891	0.253261	0.043111	0.268456	0.102734	0.212547	0.119891	0.253261	0.043111	0.119541	0.190718	0.167900	0.030675	0.145941	0.345225	0.496551	0.344607	0.061445	0.029139	0.005715	0.062544	0.012145	0.051437	0.112185	0.482650	0.026594	0.314990	0.496551	0.344607	0.061445	0.029139	0.005715	0.062544	1,2,3,4,5,2	71.354689	3.573858	1.663572	0.091174	2.470706	0.465147	1.663572	
20000	-108487	1,2,3,4,5,5	71.354689	5.249886	5.196794	6.536693	5.530524	4.118734	4.118734	1,2,3,4,4,5	71.354689	0.314750	0.049461	0.233356	0.402433	0.709927	0.066901	0.085995	0.137176	0.069141	0.279141	0.453377	0.198340	0.461523	0.096474	0.424019	0.017984	0.461523	0.096474	0.424019	0.017984	0.525896	0.203404	0.172831	0.097869	1,1,2,3,4,3	71.354689	0.018630	0.036695	0.577937	0.141002	0.131581	0.094155	0.018630	0.036695	0.577937	0.141002	0.131581	0.094155	0.081058	0.174512	0.106257	0.041212	0.434478	0.162482	0.418065	0.344130	0.078414	0.102807	0.002020	0.054565	0.033897	0.014226	0.288298	0.136599	0.148679	0.378300	0.418065	0.344130	0.078414	0.102807	0.002020	0.054565	1,2,3,1,4,5	71.354689	2.551475	2.059185	0.122280	2.551475	0.493012	1.281208	
21000	-109087	1,2,3,4,5,6	71.354689	4.183514	4.994439	5.278280	5.457249	6.516080	5.203005	1,1,2,3,4,5	71.354689	0.533970	0.029901	0.142390	0.293739	0.533970	0.029901	0.142390	0.293739	0.126515	0.431902	0.269405	0.172178	0.266805	0.114134	0.491575	0.127486	0.080894	0.111259	0.629016	0.178831	0.832228	0.065518	0.099036	0.003218	1,2,3,4,5,3	71.354689	0.271303	0.125813	0.305195	0.036136	0.114551	0.147002	0.055917	0.132421	0.516976	0.097798	0.043008	0.153881	0.139194	0.192333	0.317204	0.060383	0.104518	0.186370	0.357283	0.299560	0.237948	0.070211	0.010675	0.024323	0.214544	0.087801	0.117203	0.367896	0.136394	0.076162	0.139194	0.192333	0.317204	0.060383	0.104518	0.186370	1,2,3,4,5,6	71.354689	2.326115	2.148316	0.182525	2.661565	0.517446	1.307316	
22000	-111391	1,2,3,2,1,3	71.354689	5.133709	5.185120	3.822520	5.185120	5.133709	3.822520	1,1,2,2,3,4	71.354689	0.570577	0.007220	0.011252	0.410951	0.570577	0.007220	0.011252	0.410951	0.279228	0.305511	0.384446	0.030815	0.279228	0.305511	0.384446	0.030815	0.167905	0.342005	0.326020	0.164070	0.293514	0.428585	0.012297	0.265604	1,2,3,2,4,5	71.354689	0.339921	0.026741	0.074689	0.295403	0.174266	0.088979	0.104628	0.327267	0.112524	0.037644	0.311533	0.106404	0.103604	0.082804	0.106618	0.153268	0.446568	0.107138	0.104628	0.327267	0.112524	0.037644	0.311533	0.106404	0.175124	0.307135	0.102665	0.114588	0.067716	0.232772	0.069198	0.571615	0.119238	0.165571	0.060184	0.014194	1,2,3,4,5,6	71.354689	2.537634	1.869988	0.121928	2.637260	0.753386	1.307080	
23000	-109157	1,2,1,1,3,2	71.354689	5.587102	4.410213	5.587102	5.587102	6.261101	4.410213	1,1,2,3,2,3	71.354689	0.424342	0.097535	0.014341	0.463782	0.424342	0.097535	0.014341	0.463782	0.124283	0.206152	0.593996	0.075569	0.488702	0.132626	0.373185	0.005488	0.124283	0.206152	0.593996	0.075569	0.488702	0.132626	0.373185	0.005488	1,2,3,1,4,1	71.354689	0.235107	0.362867	0.300351	0.039949	0.046654	0.015073	0.080510	0.420928	0.274277	0.081915	0.092902	0.049468	0.021475	0.122459	0.062071	0.037228	0.443259	0.313509	0.235107	0.362867	0.300351	0.039949	0.046654	0.015073	0.130034	0.144067	0.245696	0.206783	0.042446	0.230973	0.235107	0.362867	0.300351	0.039949	0.046654	0.015073	1,2,3,1,4,4	71.354689	2.351191	1.929573	0.045122	2.351191	0.961341	0.961341	
24000	-109234	1,2,3,4,5,3	71.354689	5.666742	6.314628	4.573699	5.357505	6.438079	4.573699	1,1,2,3,4,5	71.354689	0.526071	0.069696	0.013855	0.390378	0.526071	0.069696	0.013855	0.390378	0.170555	0.513324	0.147999	0.168122	0.344491	0.230678	0.361385	0.063446	0.197670	0.134328	0.566279	0.101722	0.441336	0.135316	0.242603	0.180745	1,2,3,4,3,5	71.354689	0.226315	0.257462	0.174808	0.254571	0.031325	0.055518	0.022828	0.124776	0.075805	0.346606	0.249902	0.180083	0.122714	0.113575	0.217719	0.104118	0.269378	0.172496	0.161318	0.461606	0.198886	0.029349	0.112777	0.036063	0.122714	0.113575	0.217719	0.104118	0.269378	0.172496	0.488572	0.243011	0.121325	0.035296	0.095887	0.015908	1,2,3,4,5,6	71.354689	2.204162	2.131354	0.067849	2.188353	0.630549	1.274027	
25000	-108871	1,2,3,4,5,3	71.354689	5.408924	5.466493	4.749564	5.098208	6.050411	4.749564	1,1,2,3,4,1	71.354689	0.625023	0.053489	0.053154	0.268334	0.625023	0.053489	0.053154	0.268334	0.165568	0.309086	0.371278	0.154068	0.249671	0.112425	0.625974	0.011930	0.351037	0.092422	0.457480	0.099061	0.625023	0.053489	0.053154	0.268334	1,2,2,3,2,4	71.354689	0.179781	0.032761	0.266021	0.293966	0.217085	0.010386	0.016179	0.079570	0.366625	0.191367	0.139187	0.207071	0.016179	0.079570	0.366625	0.191367	0.139187	0.207071	0.533331	0.219226	0.035887	0.055121	0.120299	0.036135	0.016179	0.079570	0.366625	0.191367	0.139187	0.207071	0.251547	0.373825	0.062727	0.235958	0.051176	0.024767	1,2,3,1,4,5	71.354689	2.398946	1.690185	0.332372	2.398946	0.512816	1.474234	
26000	-110615	1,2,1,3,4,5	71.354689	4.932514	5.396161	4.932514	5.484573	6.316740	6.718142	1,2,3,4,4,5	71.354689	0.206464	0.181463	0.198455	0.413619	0.643371	0.070079	0.027924	0.258626	0.171305	0.476886	0.270683	0.081126	0.146347	0.191488	0.596301	0.065864	0.146347	0.191488	0.596301	0.065864	0.525473	0.233792	0.134704	0.106031	1,2,3,4,2,5	71.354689	0.143689	0.039740	0.359804	0.290112	0.080701	0.085954	0.018357	0.171128	0.420217	0.206705	0.015529	0.168065	0.032696	0.134705	0.196059	0.090812	0.086356	0.459372	0.326954	0.066755	0.133663	0.013586	0.322875	0.136166	0.018357	0.171128	0.420217	0.206705	0.015529	0.168065	0.089820	0.284017	0.017465	0.343882	0.049277	0.215540	1,2,3,1,4,2	71.354689	2.166858	1.902738	0.103162	2.166858	0.554653	1.902738	
27000	-109214	1,2,2,3,4,2	71.354689	5.308518	4.414704	4.414704	5.157240	5.773027	4.414704	1,2,3,4,5,2	71.354689	0.245511	0.039654	0.012281	0.702554	0.698655	0.174889	0.009749	0.116707	0.037691	0.365076	0.207275	0.389959	0.340577	0.091188	0.532289	0.035945	0.253600	0.207998	0.495209	0.043193	0.698655	0.174889	0.009749	0.116707	1,2,3,4,5,4	71.354689	0.150079	0.039704	0.517093	0.167595	0.097293	0.028237	0.014205	0.177878	0.549680	0.051761	0.121997	0.084479	0.355050	0.170728	0.045679	0.157751	0.063938	0.206854	0.304150	0.384579	0.105533	0.157719	0.002782	0.045237	0.014836	0.085702	0.118215	0.109269	0.197426	0.474552	0.304150	0.384579	0.105533	0.157719	0.002782	0.045237	1,2,3,1,4,5	71.354689	2.215633	1.708587	0.200284	2.215633	0.415011	1.768648	
28000	-108240	1,2,3,4,5,3	71.354689	5.335632	5.184138	4.609805	5.711469	5.959032	4.609805	1,1,2,3,4,3	71.354689	0.544806	0.032052	0.005986	0.417156	0.544806	0.032052	0.005986	0.417156	0.112434	0.419091	0.400610	0.067865	0.544823	0.154481	0.295308	0.005389	0.247032	0.200941	0.448884	0.103142	0.544823	0.154481	0.295308	0.005389	1,2,3,4,5,1	71.354689	0.385370	0.106655	0.178539	0.057151	0.056722	0.215563	0.224999	0.323852	0.202784	0.089245	0.107011	0.052109	0.209181	0.143029	0.077671	0.094042	0.138579	0.337498	0.228026	0.288262	0.109757	0.040020	0.202612	0.131323	0.124895	0.081700	0.551279	0.088678	0.008174	0.145274	0.385370	0.106655	0.178539	0.057151	0.056722	0.215563	1,2,3,4,5,2	71.354689	2.149441	1.913685	0.168457	2.123772	0.520255	1.913685	
29000	-111492	1,2,2,3,4,2	71.354689	5.239225	4.508179	4.508179	5.327578	6.926553	4.508179	1,1,2,3,3,3	71.354689	0.330059	0.106715	0.082066	0.481160	0.330059	0.106715	0.082066	0.481160	0.155714	0.511559	0.273257	0.059470	0.425821	0.207576	0.304076	0.062527	0.425821	0.207576	0.304076	0.062527	0.425821	0.207576	0.304076	0.062527	1,1,2,3,4,5	71.354689	0.103034	0.082424	0.259328	0.459463	0.021238	0.074513	0.103034	0.082424	0.259328	0.459463	0.021238	0.074513	0.121309	0.213636	0.100124	0.067688	0.081469	0.415775	0.244142	0.444300	0.001634	0.006983	0.157995	0.144947	0.294334	0.044421	0.195112	0.126347	0.224983	0.114803	0.265425	0.102757	0.024169	0.114787	0.095053	0.397810	1,2,3,4,5,6	71.354689	2.312316	1.280860	0.070375	1.957939	0.554628	1.659864	
