Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
1	-91152.3	1,1,2,3,3,4	1.695768	6.809524	6.809524	7.040723	5.497914	5.497914	6.621757	1,1,1,1,1,1	1.695768	0.681269	0.052635	0.127797	0.138299	0.681269	0.052635	0.127797	0.138299	0.681269	0.052635	0.127797	0.138299	0.681269	0.052635	0.127797	0.138299	0.681269	0.052635	0.127797	0.138299	0.681269	0.052635	0.127797	0.138299	1,2,2,2,1,3	1.695768	0.084247	0.021639	0.005852	0.101542	0.465446	0.321275	0.131618	0.402312	0.189015	0.079407	0.175385	0.022262	0.131618	0.402312	0.189015	0.079407	0.175385	0.022262	0.131618	0.402312	0.189015	0.079407	0.175385	0.022262	0.084247	0.021639	0.005852	0.101542	0.465446	0.321275	0.371525	0.245315	0.000789	0.085464	0.092160	0.204747	1,2,1,3,3,4	1.695768	0.125426	0.083478	0.125426	1.421395	1.421395	0.799954	
1000	-91505.4	1,1,1,2,3,4	1.695768	6.692030	6.692030	6.692030	5.585549	5.771872	6.435784	1,1,1,1,1,1	1.695768	0.673155	0.051054	0.129999	0.145792	0.673155	0.051054	0.129999	0.145792	0.673155	0.051054	0.129999	0.145792	0.673155	0.051054	0.129999	0.145792	0.673155	0.051054	0.129999	0.145792	0.673155	0.051054	0.129999	0.145792	1,2,2,2,1,3	1.695768	0.098895	0.021073	0.005785	0.091432	0.455027	0.327788	0.134843	0.388307	0.181696	0.102743	0.168749	0.023661	0.134843	0.388307	0.181696	0.102743	0.168749	0.023661	0.134843	0.388307	0.181696	0.102743	0.168749	0.023661	0.098895	0.021073	0.005785	0.091432	0.455027	0.327788	0.172916	0.175114	0.071971	0.117526	0.201648	0.260826	1,1,1,2,3,4	1.695768	0.131146	0.131146	0.131146	1.277699	1.502622	1.058463	
2000	-91279.9	1,2,2,3,3,3	1.695768	6.459968	6.540538	6.540538	5.666132	5.666132	5.666132	1,1,1,1,1,1	1.695768	0.680956	0.047127	0.122309	0.149608	0.680956	0.047127	0.122309	0.149608	0.680956	0.047127	0.122309	0.149608	0.680956	0.047127	0.122309	0.149608	0.680956	0.047127	0.122309	0.149608	0.680956	0.047127	0.122309	0.149608	1,2,2,2,1,3	1.695768	0.090059	0.021449	0.004766	0.118910	0.455554	0.309262	0.140185	0.391705	0.175255	0.085360	0.176776	0.030718	0.140185	0.391705	0.175255	0.085360	0.176776	0.030718	0.140185	0.391705	0.175255	0.085360	0.176776	0.030718	0.090059	0.021449	0.004766	0.118910	0.455554	0.309262	0.272080	0.152216	0.028240	0.014423	0.419762	0.113279	1,2,1,3,3,4	1.695768	0.123980	0.067280	0.123980	1.432301	1.432301	0.887694	
3000	-91567.5	1,2,2,3,3,4	1.695768	6.497641	6.543054	6.543054	5.454016	5.454016	5.524881	1,1,1,1,1,1	1.695768	0.694957	0.050093	0.113828	0.141122	0.694957	0.050093	0.113828	0.141122	0.694957	0.050093	0.113828	0.141122	0.694957	0.050093	0.113828	0.141122	0.694957	0.050093	0.113828	0.141122	0.694957	0.050093	0.113828	0.141122	1,2,2,2,1,3	1.695768	0.083642	0.020134	0.004101	0.123962	0.456503	0.311656	0.126474	0.400158	0.176971	0.079526	0.189542	0.027328	0.126474	0.400158	0.176971	0.079526	0.189542	0.027328	0.126474	0.400158	0.176971	0.079526	0.189542	0.027328	0.083642	0.020134	0.004101	0.123962	0.456503	0.311656	0.086569	0.316862	0.018023	0.011408	0.392847	0.174291	1,2,1,3,3,4	1.695768	0.119142	0.071287	0.119142	1.545699	1.545699	0.980018	
4000	-91776.3	1,1,1,2,3,1	1.695768	6.626577	6.626577	6.626577	5.286994	5.697199	6.626577	1,1,1,1,1,1	1.695768	0.677958	0.050107	0.119601	0.152334	0.677958	0.050107	0.119601	0.152334	0.677958	0.050107	0.119601	0.152334	0.677958	0.050107	0.119601	0.152334	0.677958	0.050107	0.119601	0.152334	0.677958	0.050107	0.119601	0.152334	1,2,2,2,1,3	1.695768	0.093392	0.021742	0.003278	0.127274	0.444443	0.309871	0.134769	0.409306	0.182060	0.088945	0.156088	0.028832	0.134769	0.409306	0.182060	0.088945	0.156088	0.028832	0.134769	0.409306	0.182060	0.088945	0.156088	0.028832	0.093392	0.021742	0.003278	0.127274	0.444443	0.309871	0.101246	0.341083	0.077434	0.169881	0.043847	0.266509	1,1,1,2,2,3	1.695768	0.119077	0.119077	0.119077	1.418453	1.418453	1.017936	
5000	-91789	1,1,1,2,2,2	1.695768	6.597255	6.597255	6.597255	5.373828	5.373828	5.373828	1,1,1,1,1,1	1.695768	0.676506	0.046737	0.119945	0.156813	0.676506	0.046737	0.119945	0.156813	0.676506	0.046737	0.119945	0.156813	0.676506	0.046737	0.119945	0.156813	0.676506	0.046737	0.119945	0.156813	0.676506	0.046737	0.119945	0.156813	1,2,2,2,1,3	1.695768	0.090083	0.021468	0.004270	0.120359	0.446820	0.317000	0.142465	0.371994	0.160203	0.113885	0.174644	0.036809	0.142465	0.371994	0.160203	0.113885	0.174644	0.036809	0.142465	0.371994	0.160203	0.113885	0.174644	0.036809	0.090083	0.021468	0.004270	0.120359	0.446820	0.317000	0.091966	0.127465	0.059810	0.344882	0.261915	0.113963	1,1,1,2,2,3	1.695768	0.123438	0.123438	0.123438	1.467055	1.467055	1.271318	
6000	-91644.1	1,1,1,2,2,2	1.695768	6.822831	6.822831	6.822831	5.623224	5.623224	5.623224	1,1,1,1,1,1	1.695768	0.671821	0.047911	0.121278	0.158989	0.671821	0.047911	0.121278	0.158989	0.671821	0.047911	0.121278	0.158989	0.671821	0.047911	0.121278	0.158989	0.671821	0.047911	0.121278	0.158989	0.671821	0.047911	0.121278	0.158989	1,2,2,2,1,3	1.695768	0.088380	0.021385	0.003998	0.114917	0.463670	0.307650	0.128577	0.371986	0.159050	0.114240	0.190737	0.035410	0.128577	0.371986	0.159050	0.114240	0.190737	0.035410	0.128577	0.371986	0.159050	0.114240	0.190737	0.035410	0.088380	0.021385	0.003998	0.114917	0.463670	0.307650	0.208849	0.077156	0.054457	0.398086	0.036982	0.224471	1,2,1,3,3,4	1.695768	0.124658	0.089970	0.124658	1.474414	1.474414	0.727809	
7000	-91225.6	1,2,2,3,3,3	1.695768	6.630477	6.854536	6.854536	5.766628	5.766628	5.766628	1,1,1,1,1,1	1.695768	0.667042	0.055602	0.119317	0.158038	0.667042	0.055602	0.119317	0.158038	0.667042	0.055602	0.119317	0.158038	0.667042	0.055602	0.119317	0.158038	0.667042	0.055602	0.119317	0.158038	0.667042	0.055602	0.119317	0.158038	1,2,2,2,1,3	1.695768	0.092881	0.022225	0.004685	0.109571	0.471111	0.299527	0.120024	0.416084	0.178279	0.093176	0.167059	0.025378	0.120024	0.416084	0.178279	0.093176	0.167059	0.025378	0.120024	0.416084	0.178279	0.093176	0.167059	0.025378	0.092881	0.022225	0.004685	0.109571	0.471111	0.299527	0.293204	0.181160	0.017131	0.032239	0.316199	0.160066	1,1,2,3,3,4	1.695768	0.132105	0.132105	0.122863	1.369562	1.369562	0.805115	
8000	-91792.9	1,2,1,3,3,4	1.695768	6.983020	6.584668	6.983020	5.658012	5.658012	5.463521	1,1,1,1,1,1	1.695768	0.668395	0.054541	0.123142	0.153922	0.668395	0.054541	0.123142	0.153922	0.668395	0.054541	0.123142	0.153922	0.668395	0.054541	0.123142	0.153922	0.668395	0.054541	0.123142	0.153922	0.668395	0.054541	0.123142	0.153922	1,2,2,2,1,3	1.695768	0.087994	0.020078	0.004217	0.119840	0.456226	0.311644	0.128350	0.393926	0.173226	0.104950	0.170649	0.028898	0.128350	0.393926	0.173226	0.104950	0.170649	0.028898	0.128350	0.393926	0.173226	0.104950	0.170649	0.028898	0.087994	0.020078	0.004217	0.119840	0.456226	0.311644	0.179707	0.548495	0.060452	0.047507	0.032992	0.130847	1,2,1,3,3,4	1.695768	0.119742	0.057170	0.119742	1.393445	1.393445	0.849739	
9000	-91423.9	1,1,1,2,3,4	1.695768	6.949556	6.949556	6.949556	5.706710	6.246994	5.512406	1,1,1,1,1,1	1.695768	0.658829	0.049288	0.126372	0.165511	0.658829	0.049288	0.126372	0.165511	0.658829	0.049288	0.126372	0.165511	0.658829	0.049288	0.126372	0.165511	0.658829	0.049288	0.126372	0.165511	0.658829	0.049288	0.126372	0.165511	1,2,2,2,1,3	1.695768	0.108024	0.025113	0.001305	0.105031	0.443743	0.316784	0.135707	0.383708	0.167821	0.101958	0.181145	0.029661	0.135707	0.383708	0.167821	0.101958	0.181145	0.029661	0.135707	0.383708	0.167821	0.101958	0.181145	0.029661	0.108024	0.025113	0.001305	0.105031	0.443743	0.316784	0.342774	0.179737	0.050610	0.072597	0.034514	0.319767	1,1,1,2,2,3	1.695768	0.119771	0.119771	0.119771	1.438467	1.438467	1.066240	
10000	-91699	1,2,1,3,3,4	1.695768	6.912881	6.545555	6.912881	5.587578	5.587578	4.996856	1,1,1,1,1,1	1.695768	0.664954	0.054858	0.120302	0.159887	0.664954	0.054858	0.120302	0.159887	0.664954	0.054858	0.120302	0.159887	0.664954	0.054858	0.120302	0.159887	0.664954	0.054858	0.120302	0.159887	0.664954	0.054858	0.120302	0.159887	1,2,2,2,1,3	1.695768	0.095682	0.022104	0.004772	0.102512	0.453509	0.321421	0.143138	0.425338	0.183166	0.067848	0.154793	0.025718	0.143138	0.425338	0.183166	0.067848	0.154793	0.025718	0.143138	0.425338	0.183166	0.067848	0.154793	0.025718	0.095682	0.022104	0.004772	0.102512	0.453509	0.321421	0.080101	0.127248	0.043016	0.222224	0.443371	0.084040	1,2,1,3,3,4	1.695768	0.105161	0.073229	0.105161	1.418074	1.418074	0.800195	
11000	-92222.7	1,1,1,2,3,4	1.695768	6.649092	6.649092	6.649092	5.416428	5.608282	5.306837	1,1,1,1,1,1	1.695768	0.675632	0.048849	0.113783	0.161736	0.675632	0.048849	0.113783	0.161736	0.675632	0.048849	0.113783	0.161736	0.675632	0.048849	0.113783	0.161736	0.675632	0.048849	0.113783	0.161736	0.675632	0.048849	0.113783	0.161736	1,2,2,2,1,3	1.695768	0.087189	0.022735	0.003669	0.108091	0.444729	0.333587	0.132568	0.403926	0.174825	0.096780	0.160489	0.031412	0.132568	0.403926	0.174825	0.096780	0.160489	0.031412	0.132568	0.403926	0.174825	0.096780	0.160489	0.031412	0.087189	0.022735	0.003669	0.108091	0.444729	0.333587	0.166756	0.339641	0.189566	0.073523	0.038061	0.192452	1,2,1,3,3,4	1.695768	0.132820	0.048442	0.132820	1.431519	1.431519	0.859772	
12000	-92274.5	1,2,3,4,5,4	1.695768	6.311425	7.000276	6.704516	5.765688	5.619313	5.765688	1,1,1,1,1,1	1.695768	0.688380	0.043918	0.119675	0.148027	0.688380	0.043918	0.119675	0.148027	0.688380	0.043918	0.119675	0.148027	0.688380	0.043918	0.119675	0.148027	0.688380	0.043918	0.119675	0.148027	0.688380	0.043918	0.119675	0.148027	1,2,2,2,1,3	1.695768	0.087791	0.021404	0.003705	0.124209	0.446432	0.316459	0.139970	0.406251	0.163772	0.085999	0.160462	0.043546	0.139970	0.406251	0.163772	0.085999	0.160462	0.043546	0.139970	0.406251	0.163772	0.085999	0.160462	0.043546	0.087791	0.021404	0.003705	0.124209	0.446432	0.316459	0.203320	0.072286	0.096947	0.203191	0.005268	0.418989	1,1,1,2,2,3	1.695768	0.115914	0.115914	0.115914	1.473518	1.473518	0.829164	
13000	-91538	1,2,2,3,3,2	1.695768	6.748044	6.512262	6.512262	5.744538	5.744538	6.512262	1,1,1,1,1,1	1.695768	0.675459	0.051461	0.122776	0.150304	0.675459	0.051461	0.122776	0.150304	0.675459	0.051461	0.122776	0.150304	0.675459	0.051461	0.122776	0.150304	0.675459	0.051461	0.122776	0.150304	0.675459	0.051461	0.122776	0.150304	1,2,2,2,1,3	1.695768	0.094013	0.020530	0.005514	0.114442	0.460530	0.304970	0.126098	0.391686	0.169057	0.102508	0.169140	0.041512	0.126098	0.391686	0.169057	0.102508	0.169140	0.041512	0.126098	0.391686	0.169057	0.102508	0.169140	0.041512	0.094013	0.020530	0.005514	0.114442	0.460530	0.304970	0.399485	0.075726	0.030754	0.168242	0.098479	0.227314	1,2,1,3,3,4	1.695768	0.130191	0.108461	0.130191	1.465556	1.465556	0.780492	
14000	-92049.7	1,1,1,2,2,2	1.695768	6.663616	6.663616	6.663616	5.682729	5.682729	5.682729	1,1,1,1,1,1	1.695768	0.678904	0.051576	0.118445	0.151075	0.678904	0.051576	0.118445	0.151075	0.678904	0.051576	0.118445	0.151075	0.678904	0.051576	0.118445	0.151075	0.678904	0.051576	0.118445	0.151075	0.678904	0.051576	0.118445	0.151075	1,2,2,2,1,3	1.695768	0.094875	0.021692	0.003837	0.102919	0.468341	0.308337	0.120904	0.410654	0.182314	0.077017	0.171821	0.037291	0.120904	0.410654	0.182314	0.077017	0.171821	0.037291	0.120904	0.410654	0.182314	0.077017	0.171821	0.037291	0.094875	0.021692	0.003837	0.102919	0.468341	0.308337	0.104000	0.263886	0.113413	0.153686	0.007316	0.357698	1,1,1,2,2,3	1.695768	0.129410	0.129410	0.129410	1.526219	1.526219	1.017217	
15000	-91312.9	1,1,1,2,2,1	1.695768	6.818435	6.818435	6.818435	5.672181	5.672181	6.818435	1,1,1,1,1,1	1.695768	0.676451	0.054024	0.119593	0.149932	0.676451	0.054024	0.119593	0.149932	0.676451	0.054024	0.119593	0.149932	0.676451	0.054024	0.119593	0.149932	0.676451	0.054024	0.119593	0.149932	0.676451	0.054024	0.119593	0.149932	1,2,2,2,1,3	1.695768	0.091070	0.020081	0.004475	0.106894	0.463066	0.314413	0.125215	0.387284	0.175532	0.102837	0.180732	0.028400	0.125215	0.387284	0.175532	0.102837	0.180732	0.028400	0.125215	0.387284	0.175532	0.102837	0.180732	0.028400	0.091070	0.020081	0.004475	0.106894	0.463066	0.314413	0.167537	0.175104	0.048408	0.041281	0.307147	0.260522	1,2,1,3,3,4	1.695768	0.116306	0.089756	0.116306	1.583777	1.583777	0.796140	
